State Facility Type 1 Literal,Facility Name,Licensee,Address,City,State,Zip,Phone Number,County,Capacity,Ownership Type,License Number
PERSONAL CARE HOMES,BRANDYWINE LIVING AT HAVERFORD ESTATES,WELL BL OPCO LLC,"731 OLD BUCK LANE,",HAVERFORD,PA,19041,6105271800,DELAWARE,118,PROFIT,144330
PERSONAL CARE HOMES,BRANDYWINE LIVING AT LONGWOOD,WELL BL OPCO LLC,"301 VICTORIA GARDENS DRIVE,",KENNETT SQUARE,PA,19348,4847346200,CHESTER,92,PROFIT,144301
PERSONAL CARE HOMES,BRANDYWINE LIVING AT UPPER PROVIDENCE,WELL BL OPCO LLC,"1133 BLACK ROCK ROAD,",PHOENIXVILLE,PA,19460,6109333250,MONTGOMERY,132,PROFIT,144310
PERSONAL CARE HOMES,BRANDYWINE SENIOR LIVING AT DRESHER ESTATES,AB DRESHER OPERATOR LLC,"1405 NORTH LIMEKILN PIKE,",DRESHER,PA,19025,2155914000,MONTGOMERY,112,PROFIT,144240
PERSONAL CARE HOMES,BRANDYWINE SENIOR LIVING AT SENIOR SUITES,AB EAST NORRITON OPERATOR LLC,"2101 NEW HOPE STREET,",EAST NORRITON,PA,19401,6102726200,MONTGOMERY,245,PROFIT,144250
PERSONAL CARE HOMES,BRERETON MANOR,ALVARIUM PERSONAL CARE LLC,"3028 ANCHOR ROAD,",WASHINGTON BORO,PA,17582,7178722403,LANCASTER,35,NON-PROFIT,335150
PERSONAL CARE HOMES,BRETHREN VILLAGE - TERRACE CROSSING,BRETHREN VILLAGE,"3001 LITITZ PIKE,",LANCASTER,PA,17543,7175692657,LANCASTER,98,NON-PROFIT,328270
PERSONAL CARE HOMES,BRETHREN VILLAGE - VILLAGE MANOR,BRETHREN VILLAGE,"3001 LITITZ PIKE,",LITITZ,PA,17543,7175692657,LANCASTER,114,NON-PROFIT,321750
PERSONAL CARE HOMES,BRIARWOOD SENIOR LIVING,GOLDENCARE AT NEWFOUNDLAND LLC,"878 MAIN STREET,",NEWFOUNDLAND,PA,18445,5709557768,WAYNE,26,PROFIT,229710
PERSONAL CARE HOMES,BRIGHTVIEW DEVON,BRIGHTVIEW WAYNE LLC,"301 EAST CONESTOGA ROAD,",WAYNE,PA,19087,4845190097,CHESTER,95,PROFIT,144590
PERSONAL CARE HOMES,BRIGHTVIEW EAST NORRITON,BH BRIGHTVIEW EAST NORRITON OPCO LLC,"300 EAST GERMANTOWN PIKE,",EAST NORRITON,PA,19401,6102397700,MONTGOMERY,90,PROFIT,140750
PERSONAL CARE HOMES,BRISTOL HOUSE MEMORY CARE,BRISTOL HOUSE MEMORY CARE LLC,"2527 BRISTOL ROAD,",WARRINGTON,PA,18976,2154911501,BUCKS,48,PROFIT,144581
PERSONAL CARE HOMES,BROAD STREET RESIDENCE,SHELLEY R. SMITH,"5224-26 NORTH BROAD STREET,",PHILADELPHIA,PA,19141,2153242370,PHILADELPHIA,24,PROFIT,176360
PERSONAL CARE HOMES,BROOKDALE BLOOMSBURG,EMERITUS CORPORATION,"420 SHAFFER ROAD,",BLOOMSBURG,PA,17815,5703876868,COLUMBIA,67,PROFIT,211200
PERSONAL CARE HOMES,BROOKDALE DUBLIN,BROOKDALE SENIOR LIVING COMMUNITIES INC,"160 ELEPHANT ROAD,",DUBLIN,PA,18917,2152491700,BUCKS,26,PROFIT,127350
PERSONAL CARE HOMES,BROOKDALE GRANDON FARMS,EMERITUS CORPORATION,"1100 GRANDON WAY,",MECHANICSBURG,PA,17055,7177304033,CUMBERLAND,120,PROFIT,316120
PERSONAL CARE HOMES,BROOKDALE GRAYSON VIEW,EMERITUS CORPORATION,"29 GRAYSON VIEW COURT,",SELINSGROVE,PA,17870,5703742923,SNYDER,95,PROFIT,227930
PERSONAL CARE HOMES,BROOKDALE HARRISBURG,EMERITUS CORPORATION,"3560 NORTH PROGRESS AVENUE,",HARRISBURG,PA,17110,7176714700,DAUPHIN,65,PROFIT,316110
PERSONAL CARE HOMES,BROOKDALE LATROBE,EMERITUS CORPORATION,"500 BROWERS DRIVE,",LATROBE,PA,15650,7245375255,WESTMORELAND,150,PROFIT,428530
PERSONAL CARE HOMES,BROOKDALE MT. LEBANON,BROOKDALE LIVING COMMUNITIES OF PENNSYLVANIA-ML INC,"1050 MCNEILLY ROAD,",PITTSBURGH,PA,15226,4123432200,ALLEGHENY,80,PROFIT,432360
PERSONAL CARE HOMES,BROOKDALE MURRYSVILLE,BROOKDALE SENIOR LIVING COMMUNITIES INC,"5300 OLD WILLIAM PENN HIGHWAY,",EXPORT,PA,15632,7243273655,WESTMORELAND,42,PROFIT,428680
PERSONAL CARE HOMES,BROOKDALE NORTHAMPTON,BROOKDALE SENIOR LIVING COMMUNITIES INC,"65 RICHBORO-NEWTOWN ROAD,",RICHBORO,PA,18954,2153576565,BUCKS,120,PROFIT,127140
PERSONAL CARE HOMES,BROOKDALE PENN HILLS,BROOKDALE SENIOR LIVING COMMUNITIES INC,"7151 SALTSBURG ROAD,",PITTSBURGH,PA,15235,4127983400,ALLEGHENY,26,PROFIT,431590
PERSONAL CARE HOMES,BROOKLINE VILLAGE & COTTAGE SENIOR LIVING,BROOKLINE AT MIFFLINTOWN LLC,"92 VILLAGE DRIVE,",MIFFLINTOWN,PA,17059,7174369312,JUNIATA,28,PROFIT,302270
PERSONAL CARE HOMES,BROOKSIDE AT CROSS KEYS VILLAGE,THE BRETHREN HOME COMMUNITY,"225 VILLAGE DRIVE,",NEW OXFORD,PA,17350,7176245422,ADAMS,36,NON-PROFIT,333180
PERSONAL CARE HOMES,BROOKSIDE MANOR PERSONAL CARE HOME,SHARON L MAHAN,"1026 LINE ROAD,",PORTAGE,PA,15946,8147368505,CAMBRIA,16,PROFIT,363920
PERSONAL CARE HOMES,BROOKSIDE SENIOR LIVING,"BROOKSIDE ASSISTED LIVING, INC.","49 BROOKSIDE LANE,",BROOKVILLE,PA,15825,8148493924,JEFFERSON,50,PROFIT,411130
PERSONAL CARE HOMES,BROOKVIEW PERSONAL CARE CENTER,MENNO HAVEN INC,"2075 SCOTLAND AVENUE,",CHAMBERSBURG,PA,17201,7172612322,FRANKLIN,130,NON-PROFIT,336710
PERSONAL CARE HOMES,BUFFALO VALLEY PERSONAL CARE,DIAKON LUTHERAN SOCIAL MINISTRIES,"305 E TRESSLER BLVD,",LEWISBURG,PA,17837,5705244451,UNION,50,NON-PROFIT,202120
PERSONAL CARE HOMES,BUTLER STREET SENIOR LIVING,BUTLER STREET SENIOR LIVING LLC,"3251 BUTLER STREET,",HARRISBURG,PA,17103,5164961505,DAUPHIN,90,PROFIT,337031
PERSONAL CARE HOMES,BUTTONWOOD FARM,SPIRIT OF GHEEL,"14 BUTTONWOOD LANE,P.O.BOX 610,",KIMBERTON,PA,19442,6104957871,CHESTER,7,NON-PROFIT,107900
PERSONAL CARE HOMES,C A R E,ELIZABETH ROSE LOWRY,"109 WILLIAMS ROAD,",MAINESBURG,PA,16932,5705498100,TIOGA,18,PROFIT,203260
PERSONAL CARE HOMES,C L MANOR,CHERYL L. THOMAS,"P.O. BOX 237, 140 MAIN STREET,",MCGRANN,PA,16236,7247639960,ARMSTRONG,8,PROFIT,426800
PERSONAL CARE HOMES,C.A.T.C.H. PERSONAL CARE HOME,"C.A.T.C.H., INC.","521-23 SNYDER AVENUE,",PHILADELPHIA,PA,19148,2157550068,PHILADELPHIA,15,NON-PROFIT,172560
PERSONAL CARE HOMES,CALVARY FELLOWSHIP HOMES,CALVARY FELLOWSHIP HOMES INC,"502 ELIZABETH DRIVE,",LANCASTER,PA,17601,7173930711,LANCASTER,46,NON-PROFIT,321740
PERSONAL CARE HOMES,CAMBRIDGE CORRY,CAMBRIDGE CORRY LLC,"771 EAST COLUMBUS AVENUE,",CORRY,PA,16407,8146644691,ERIE,36,PROFIT,449270
PERSONAL CARE HOMES,CAMBRIDGE CREEKSIDE,CAMBRIDGE CREEKSIDE LLC,"1275 LINCOLN AVENUE,",CHARLEROI,PA,15022,7244891562,WASHINGTON,30,PROFIT,449470
PERSONAL CARE HOMES,CAMBRIDGE EBENSBURG,CAMBRIDGE EBENSBURG LLC,"4848 ADMIRAL PEARY HIGHWAY,",EBENSBURG,PA,15931,3024383755,CAMBRIA,64,PROFIT,335340
PERSONAL CARE HOMES,CAMBRIDGE FALLS,CAMBRIDGE FALLS LLC,"599 NORWOOD DRIVE,",WAMPUM,PA,16175,7243121277,BEAVER,70,PROFIT,450650
PERSONAL CARE HOMES,CAMBRIDGE HILLSIDE,CAMBRIDGE HILLSIDE LLC,"400 FOURTH STREET,",CHARLEROI,PA,15022,7244835818,WASHINGTON,44,PROFIT,449460
PERSONAL CARE HOMES,CAMBRIDGE POINTE,CAMBRIDGE POINTE LLC,"160 CHAPEL ROAD,",BEAVER,PA,15009,7247286257,BEAVER,30,PROFIT,450370
PERSONAL CARE HOMES,CAMBRIDGE RIVERVIEW,CAMBRIDGE RIVERVIEW LLC,"100 NARROWS ROAD,",LARKSVILLE,PA,18651,7243121277,LUZERNE,52,PROFIT,228800
PERSONAL CARE HOMES,CAMBRIDGE VILLAGE PERSONAL CARE HOME,CAMBRIDGE VILLAGE ASSOCIATES,"1600 DARLINGTON ROAD,",BEAVER FALLS,PA,15010,7248461400,BEAVER,100,PROFIT,401620
PERSONAL CARE HOMES,CAMBRIDGE WARREN L.L.C,CAMBRIDGE WARREN LLC,"706 PENNSYLVANIA AVENUE WEST,",WARREN,PA,16365,7243121277,WARREN,75,PROFIT,413410
PERSONAL CARE HOMES,CANTERBURY PLACE,CANTERBURY PLACE,"310 FISK STREET,",PITTSBURGH,PA,15201,4126229000,ALLEGHENY,78,NON-PROFIT,429490
PERSONAL CARE HOMES,CARELINK COMMUNITY SUPPORT SERVICES-TORREY HOUSE,CARELINK COMMUNITY SUPPORT SERVICES OF PENNSYLVANIA,"3520 DARBY ROAD,",HAVERFORD,PA,19041,6105277131,DELAWARE,17,NON-PROFIT,100070
PERSONAL CARE HOMES,CARITAS,HUMAN SERVICES CENTER,"2882 OLD PRINCETON ROAD,",NEW CASTLE,PA,16101,7249242892,LAWRENCE,11,NON-PROFIT,441330
PERSONAL CARE HOMES,CARMELLA'S HOUSE,IDELLE CORPORATION,"P.O. BOX 73, CEMETERY ROAD,",CRABTREE,PA,15624,7248374811,WESTMORELAND,8,PROFIT,428820
PERSONAL CARE HOMES,CARRIAGE COURTS,PRESBYTERIAN HOMES INC,"210 BIG SPRING ROAD,",NEWVILLE,PA,17241,7177768200,CUMBERLAND,64,NON-PROFIT,310220
PERSONAL CARE HOMES,CARRIAGE MANOR PERSONAL CARE HOME,CARRIAGE MANOR LLC,"3102 ELLWOOD ROAD,",NEWCASTLE,PA,16101,7246542466,LAWRENCE,48,PROFIT,447641
PERSONAL CARE HOMES,CATHEDRAL VILLAGE,CATHEDRAL VILLAGE,"600 E. CATHEDRAL ROAD,",PHILADELPHIA,PA,19128,2159848628,PHILADELPHIA,50,NON-PROFIT,129530
PERSONAL CARE HOMES,CEDAR MANOR,QUALITY CARING INC,"2593 BEN FRANKLIN HIGHWAY,",EDINBURG,PA,16116,7246548050,LAWRENCE,32,PROFIT,450500
PERSONAL CARE HOMES,CHAMBERS POINTE PERSONAL CARE CENTER,MENNO-HAVEN INC,"1425 PHILADELPHIA AVENUE,",CHAMBERSBURG,PA,17201,7172610220,FRANKLIN,133,NON-PROFIT,327690
PERSONAL CARE HOMES,"CHANDLER HALL HEALTH SERVICES, INC. - HICKS",CHANDLER HALL HEALTH SERVICES INC,"99 BARCLAY STREET,",NEWTOWN,PA,18940,2158604000,BUCKS,36,NON-PROFIT,129870
PERSONAL CARE HOMES,"CHANDLER HALL HEALTH SERVICES, INC. - JORDANS-PHELPS",CHANDLER HALL HEALTH SERVICES INC,"99 BARCLAY STREET,",NEWTOWN,PA,18940,2158604000,BUCKS,60,NON-PROFIT,129890
PERSONAL CARE HOMES,CHAPEL POINTE AT CARLISLE,"THE ALLIANCE HOME OF CARLISLE, PA, INC.","770 SOUTH HANOVER STREET,",CARLISLE,PA,17013,7172491363,CUMBERLAND,61,NON-PROFIT,343370
PERSONAL CARE HOMES,CHAPEL RIDGE,BRADFORD ECUMENICAL HOME INC,"200 ST. FRANCIS DRIVE,",BRADFORD,PA,16701,8143688499,MCKEAN,112,NON-PROFIT,426420
PERSONAL CARE HOMES,"CHELTEN CHRISTIAN CRUSADE FOR ALL PEOPLE, INC.",CHELTEN CHRISTIAN CRUSADE FOR ALL PEOPLE INC,"3635 NORTH 22ND STREET,",PHILADELPHIA,PA,19140,2152276423,PHILADELPHIA,14,NON-PROFIT,141670
PERSONAL CARE HOMES,CHELTEN CHRISTIAN CRUSADE II,CHELTEN CHRISTIAN CRUSADE FOR ALL PEOPLE INC,"4518 NORTH BROAD STREET,",PHILADELPHIA,PA,19141,2158496614,PHILADELPHIA,14,NON-PROFIT,123280
PERSONAL CARE HOMES,CHESTNUT KNOLL,GAHC3 BOYERTOWN PA ALF TRS SUB LLC,"120 WEST FIFTH STREET,",BOYERTOWN,PA,19512,6104738066,BERKS,119,PROFIT,226130
PERSONAL CARE HOMES,CHESTNUT MANOR,CHESTNUT MANOR LLC,"4926 CHESTNUT STREET,",PHILADELPHIA,PA,19139,2157476327,PHILADELPHIA,13,PROFIT,101880
PERSONAL CARE HOMES,CHESTNUT RIDGE RETIREMENT LIVING,VS WALLINGFORD LLC,"2700 CHESTNUT PARKWAY,",CHESTER,PA,19013,6104470710,DELAWARE,130,PROFIT,141410
PERSONAL CARE HOMES,CHRISSY'S COZY COUNTRY HOME,CHRISSY S COZY COUNTRY HOME LLC,"137 FAIRVIEW AVENUE,",CONFLUENCE,PA,15424,8143955121,SOMERSET,25,PROFIT,334292
PERSONAL CARE HOMES,CHRIST THE KING MANOR,CHRIST THE KING MANOR INC,"1100 WEST LONG AVENUE,",DUBOIS,PA,15801,8143713180,CLEARFIELD,60,NON-PROFIT,448640
PERSONAL CARE HOMES,CHRIST'S HOME RETIREMENT COMMUNITY,CHRIST'S HOME,"1 SHEPHERD'S WAY, SUITE 100,",WARMINSTER,PA,18974,2159562270,BUCKS,50,NON-PROFIT,139960
PERSONAL CARE HOMES,CHRISTAL CARE SERVICES,OBASI A CHUKWUNENYE,"4242-1B OLD YORK ROAD,",PHILADELPHIA,PA,19140,2154569007,PHILADELPHIA,30,PROFIT,137453
PERSONAL CARE HOMES,CHRISTIAN LIFE SERVICES,CHRISTIAN LIFE SERVICES INC,"3408 -10 NORTH 19TH STREET,",PHILADELPHIA,PA,19140,2152296158,PHILADELPHIA,44,NON-PROFIT,132790
PERSONAL CARE HOMES,"CHRISTIAN RESI. OPP. & SOCIAL SVCS. (C.R.O.S.S., INC.)","CHRISTIAN RESIDENTIAL OPPORTUNITIES & SOCIAL SERVICES, INC.","712 PINOLA ROAD,",SHIPPENSBURG,PA,17257,7175301788,FRANKLIN,8,NON-PROFIT,344260
PERSONAL CARE HOMES,CHURCH OF GOD HOME,"CHURCH OF GOD HOME, INC.","801 NORTH HANOVER STREET,",CARLISLE,PA,17013,7172495322,CUMBERLAND,64,NON-PROFIT,343610
PERSONAL CARE HOMES,CLARION SENIOR LIVING,GUARDIAN ELDER CARE AT CLARION LLC,"999 HEIDRICK STREET,",CLARION,PA,16214,8142266284,CLARION,40,PROFIT,447970
PERSONAL CARE HOMES,CLARISES PERSONAL CARE RESIDENCE,CLARISES PERSONAL CARE RESIDENCE INC,"514 EAST ROOSEVELT BOULEVARD,",PHILADELPHIA,PA,19120,2154578774,PHILADELPHIA,9,PROFIT,134090
PERSONAL CARE HOMES,CLARKE PERSONAL CARE HOME,MARJORIE CARASQUERO,"4701 NORTH 13TH STREET,",PHILADELPHIA,PA,19141,2154553080,PHILADELPHIA,12,PROFIT,114060
PERSONAL CARE HOMES,CLARKS SUMMIT SENIOR LIVING,SNH PENN TENANT LLC,"950 MORGAN HIGHWAY,",CLARKS SUMMIT,PA,18411,5705868080,LACKAWANNA,120,PROFIT,228210
PERSONAL CARE HOMES,CLEN-MOORE PLACE,GREER AID OPCO LLC,"22 WEST CLEN MOORE BOULEVARD,",NEW CASTLE,PA,16105,7246560132,LAWRENCE,47,PROFIT,444930
PERSONAL CARE HOMES,CLOSE TO HOME,LINDA L STULL,"P.O. BOX 46, 724 LINCOLN STREET",BOLIVAR,PA,15923,7246760405,WESTMORELAND,8,PROFIT,428550
PERSONAL CARE HOMES,CLOVERDALE PERSONAL CARE HOME,CAROL A. ASSAD AND ANDREW ASSAD,"206 WESTWOOD AVENUE,",MASONTOWN,PA,15461,7245830620,FAYETTE,24,PROFIT,438900
PERSONAL CARE HOMES,COCALICO CHRISTIAN HOME,WEAVERLAND MENNONITE HOMES,"316 NORTH FIFTH STREET,",DENVER,PA,17517,7173361788,LANCASTER,15,NON-PROFIT,322060
PERSONAL CARE HOMES,COLE MANOR,HENDORN INC,"101 MAPLE STREET,",COUDERSPORT,PA,16915,8142747677,POTTER,30,NON-PROFIT,242630
PERSONAL CARE HOMES,COLONIAL COURTYARD AT BEDFORD,TITHONUS BEDFORD LP,"220 DONAHUE MANOR ROAD,",BEDFORD,PA,15522,8146240100,BEDFORD,83,PROFIT,329480
PERSONAL CARE HOMES,COLONIAL COURTYARD AT TYRONE,TITHONUS TYRONE LP,"5546 EAST PLEASANT VALLEY BLVD,",TYRONE,PA,16686,8146865970,BLAIR,70,PROFIT,329490
PERSONAL CARE HOMES,COLONIAL GARDENS GUEST HOUSE,R LYNN AND LINDA MUELLER,"121 STEPPLAND ROAD,",BUTLER,PA,16002,7245865121,BUTLER,35,PROFIT,445700
PERSONAL CARE HOMES,COLONIAL WOODS,WHEELER CARE CENTERS INC,"1710 CREEK ROAD,",GLENMORE,PA,19343,6109424242,CHESTER,31,PROFIT,198230
PERSONAL CARE HOMES,COMFORTS OF HOME,THOMAS SMITH,"1619 LISTONBURG ROAD,",CONFLUENCE,PA,15424,8143955812,SOMERSET,18,PROFIT,331130
PERSONAL CARE HOMES,COMMONWEALTH SENIOR LIVING AT HARRISBURG,IVQ HARRISBURG OPCO LP,"150 KEMPTON AVENUE,",HARRISBURG,PA,17111,7175587771,DAUPHIN,96,PROFIT,335050
PERSONAL CARE HOMES,COMMONWEALTH SENIOR LIVING AT WILLOW GROVE,MCAP WILLOW GROVE OPERATOR LLC,"1120 YORK ROAD,",WILLOW GROVE,PA,19090,2158300433,MONTGOMERY,122,PROFIT,139940
PERSONAL CARE HOMES,COMMUNITY RESIDENTIAL UNIT,WILKES-BARRE COMMUNITY RESIDENTIAL UNIT LLC,"320 SOUTH FRANKLIN STREET,",WILKES-BARRE,PA,18702,5708294926,LUZERNE,8,PROFIT,221790
PERSONAL CARE HOMES,COMMUNITY SERVICES GROUP,COMMUNITY SERVICES GROUP INC,"532 W. SAYLOR STREET,",ATLAS,PA,17851,5703392360,NORTHUMBERLAND,20,PROFIT,208130
PERSONAL CARE HOMES,COMMUNITY SERVICES GROUP PERSONAL CARE HOME,COMMUNITY SERVICES GROUP INC,"176 SR 901,",COAL TOWNSHIP,PA,17866,7172857121,NORTHUMBERLAND,16,PROFIT,226690
PERSONAL CARE HOMES,CONCORDIA AT REBECCA RESIDENCE,REBECCA RESIDENCE,"3746 CEDAR RIDGE ROAD,",ALLISON PARK,PA,15101,7244440600,ALLEGHENY,65,NON-PROFIT,430070
PERSONAL CARE HOMES,CONCORDIA AT RIDGEWOOD PLACE,CONCORDIA LUTHERAN HEALTH & HUMAN CARE,"1460 RENTON ROAD,",PITTSBURGH,PA,15239,4127981855,ALLEGHENY,75,NON-PROFIT,430040
PERSONAL CARE HOMES,CONCORDIA AT THE CEDARS,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"4363 NORTHERN PIKE,",MONROEVILLE,PA,15146,4123733900,ALLEGHENY,87,NON-PROFIT,446240
PERSONAL CARE HOMES,CONCORDIA AT THE ORCHARD,CONCORDIA LUTHERAN HEALTH & HUMAN CARE,"104 CONCORDIA WAY,",BUTLER,PA,16001,7242854490,BUTLER,60,NON-PROFIT,425060
PERSONAL CARE HOMES,CONCORDIA LUTHERAN HEALTH AND HUMAN CARE - LUND BUILDING,CONCORDIA LUTHERAN HEALTH AND HUMAN CARE,"134 MARWOOD ROAD,",CABOT,PA,16023,7243521571,BUTLER,220,NON-PROFIT,447620
PERSONAL CARE HOMES,CONCORDIA LUTHERAN MINISTRIES - OERTEL BUILDING,CONCORDIA LUTHERAN HEALTH AND HUMAN CARE,"615 NORTH PIKE ROAD,",CABOT,PA,16023,7243521571,BUTLER,60,NON-PROFIT,424070
PERSONAL CARE HOMES,CONCORDIA OF CRANBERRY,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"10 ADAMS RIDGE BOULEVARD,",MARS,PA,16046,7247794300,BUTLER,84,NON-PROFIT,442580
PERSONAL CARE HOMES,CONCORDIA OF FOX CHAPEL,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"931 ROUTE 910,",CHESWICK,PA,15024,4127675808,ALLEGHENY,61,NON-PROFIT,442470
PERSONAL CARE HOMES,CONCORDIA OF FRANKLIN PARK,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"1600 GEORGETOWN DRIVE,",SEWICKLEY,PA,15143,7249351075,ALLEGHENY,100,NON-PROFIT,443630
PERSONAL CARE HOMES,CONCORDIA OF THE SOUTH HILLS,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"1300 BOWER HILL ROAD,",MT. LEBANON,PA,15243,4122781300,ALLEGHENY,70,NON-PROFIT,441450
PERSONAL CARE HOMES,CONCORDIA OF WEXFORD,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"125 BROWN ROAD,",WEXFORD,PA,15090,7249351266,ALLEGHENY,56,NON-PROFIT,443620
PERSONAL CARE HOMES,CONYNGHAM CARE CENTER,NORTHEAST COUNSELING SERVICES,"63 S.HUNTER HIGHWAY,PO BOX 473,",DRUMS,PA,18222,5707357590,LUZERNE,20,NON-PROFIT,221750
PERSONAL CARE HOMES,CORNERSTONE LIVING,CORNERSTONE LIVING MANAGEMENT LLC,"4605 WERLEYS CORNER ROAD,",NEW TRIPOLI,PA,18066,6102983300,LEHIGH,40,PROFIT,227910
PERSONAL CARE HOMES,CORNERSTONE OF CLAYSBURG,CORNERSTONE OF CLAYSBURG LLC,"969 BEDFORD STREET,",CLAYSBURG,PA,16625,8143175121,BLAIR,24,PROFIT,333270
PERSONAL CARE HOMES,CORNWALL MANOR,CORNWALL MANOR,"P.O. BOX 125,",CORNWALL,PA,17016,7172732647,LEBANON,35,NON-PROFIT,342880
PERSONAL CARE HOMES,COUNTRY ACRES PERSONAL CARE HOME,COUNTRY ACRES PERSONAL CARE HOME INC,"2017 MEADVILLE ROAD,",TITUSVILLE,PA,16354,8148273708,VENANGO,33,PROFIT,411770
PERSONAL CARE HOMES,"COUNTRY COMFORT ALTERNATIVE LIVING, INC.",COUNTRY COMFORT ALTERNATIVE LIVING INC,"10546 RIVER ROAD,",NEW COLUMBIA,PA,17856,5705681090,UNION,20,PROFIT,202050
PERSONAL CARE HOMES,COUNTRY MANOR,COUNTRY MANOR PCH LP,"111 ALTMEYER DRIVE,",KITTANNING,PA,16201,7245457434,ARMSTRONG,50,PROFIT,446290
PERSONAL CARE HOMES,COUNTRY MANOR LIVING,COUNTRY MANOR LIVING INC,"170 PHILLIPS ST., PO BOX 430,",JEROME,PA,15937,8144792355,SOMERSET,62,PROFIT,321440
PERSONAL CARE HOMES,COUNTRY MEADOWS OF ALLENTOWN,COUNTRY MEADOWS OF ALLENTOWN LLC,"430 NORTH KROCKS ROAD,",ALLENTOWN,PA,18106,6103956521,LEHIGH,118,PROFIT,226930
PERSONAL CARE HOMES,COUNTRY MEADOWS OF ALLENTOWN,COUNTRY MEADOWS OF ALLENTOWN LLC,"420 NORTH KROCKS ROAD,",ALLENTOWN,PA,18106,6103956521,LEHIGH,100,PROFIT,226940
PERSONAL CARE HOMES,COUNTRY MEADOWS OF BETHLEHEM,COUNTRY MEADOWS OF NORTHAMPTON ASSOCIATES LP,"4011 GREEN POND ROAD,",BETHLEHEM,PA,18020,6106916600,NORTHAMPTON,140,PROFIT,219300
PERSONAL CARE HOMES,COUNTRY MEADOWS OF BETHLEHEM III,COUNTRY MEADOWS OF NORTHAMPTON ASSOCIATES LP,"4007 GREEN POND ROAD,",BETHLEHEM,PA,18020,6106915454,NORTHAMPTON,100,PROFIT,232880
PERSONAL CARE HOMES,COUNTRY MEADOWS OF BETHLEHEM V,COUNTRY MEADOWS OF NORTHAMPTON ASSOCIATES LP,"4025 GREEN POND ROAD,",BETHLEHEM,PA,18020,6108824110,NORTHAMPTON,126,PROFIT,200750
PERSONAL CARE HOMES,COUNTRY MEADOWS OF HERSHEY,COUNTRY MEADOWS OF HERSHEY ASSOCIATES,"451 SAND HILL ROAD,",HERSHEY,PA,17033,7175336996,DAUPHIN,190,PROFIT,342830
PERSONAL CARE HOMES,COUNTRY MEADOWS OF LEADER HEIGHTS,COUNTRY MEADOWS ASSOCIATES,"2760 PINE GROVE ROAD,",YORK,PA,17403,7177415118,YORK,215,PROFIT,350800
PERSONAL CARE HOMES,COUNTRY MEADOWS OF SOUTH HILLS I,COUNTRY MEADOWS ASSOCIATES,"3560 WASHINGTON PIKE,",BRIDGEVILLE,PA,15017,4122572855,ALLEGHENY,100,PROFIT,430660
PERSONAL CARE HOMES,COUNTRY MEADOWS OF SOUTH HILLS II,COUNTRY MEADOWS ASSOCIATES,"3570 WASHINGTON PIKE,",BRIDGEVILLE,PA,15017,4122574566,ALLEGHENY,200,PROFIT,430810
PERSONAL CARE HOMES,COUNTRY MEADOWS OF WEST SHORE,COUNTRY MEADOWS OF WEST SHORE LLC,"4837 EAST TRINDLE ROAD,",MECHANICSBURG,PA,17050,7179753434,CUMBERLAND,180,PROFIT,333520
PERSONAL CARE HOMES,COUNTRY MEADOWS OF WEST SHORE,COUNTRY MEADOWS OF WEST SHORE LLC,"4905 EAST TRINDLE ROAD,",MECHANICSBURG,PA,17050,7179753434,CUMBERLAND,180,PROFIT,333530
PERSONAL CARE HOMES,COUNTRY MEADOWS OF WYOMISSING I,COUNTRY MEADOWS ASSOCIATES,"1800 TULPEHOCKEN ROAD,",WYOMISSING,PA,19610,6103740300,BERKS,80,PROFIT,205010
PERSONAL CARE HOMES,COUNTRY MEADOWS OF WYOMISSING II,COUNTRY MEADOWS ASSOCIATES,"1802 TULPEHOCKEN ROAD,",WYOMISSING,PA,19610,6103749966,BERKS,166,PROFIT,205040
PERSONAL CARE HOMES,COUNTRY MEADOWS OF YORK,COUNTRY MEADOWS OF YORK LLC,"1920 TROLLEY ROAD,",YORK,PA,17408,7177641190,YORK,215,PROFIT,333540
PERSONAL CARE HOMES,COUNTRY SPRINGS,CLARVIEW REST HOME INC,"14691 ROUTE 68,",SLIGO,PA,16255,8147453276,CLARION,48,NON-PROFIT,471890
PERSONAL CARE HOMES,COUNTRY TERRACE,BROAD ACRES NURSING HOME ASSOCIATION,"1919 SHUMWAY HILL ROAD,",WELLSBORO,PA,16901,5707245683,TIOGA,60,NON-PROFIT,235010
PERSONAL CARE HOMES,COUNTRY VIEW MANOR,CVM PERSONAL CARE INC,"12 FRIENDLY DRIVE,",QUARRYVILLE,PA,17566,7172843350,LANCASTER,24,PROFIT,334270
PERSONAL CARE HOMES,COUNTRYSIDE PERSONAL CARE HOME,RUSTIC PROPERTY HOLDINGS LLC,"1841 STOYSTOWN ROAD,",FRIEDENS,PA,15541,8144441722,SOMERSET,35,PROFIT,335270
