Service Type,Program Office,Facility Name,Legal Entity Name,Address,City,State,Zip,Phone,County,Region,Capacity,Type of Operation,License Status,License Number,Type of License,Inspection Summary Link,Quality Service Review Link,Waiver Link
PERSONAL CARE HOMES,Bureau of Adult Residential Services,COUNTRY VIEW MANOR,CVM PERSONAL CARE INC,"12 FRIENDLY DRIVE,",QUARRYVILLE,PA,17566,7172843350,LANCASTER,CENTRAL,24,PROFIT,LICENSED,334270,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,COUNTRYSIDE PERSONAL CARE HOME,RUSTIC PROPERTY HOLDINGS LLC,"1841 STOYSTOWN ROAD,",FRIEDENS,PA,15541,8144441722,SOMERSET,CENTRAL,35,PROFIT,LICENSED,335270,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CREEK MEADOWS,SENIOR CARE CONSULTANT SERVICES LLC,"1630 ELLWOOD CITY ROAD,",ZELIENOPLE,PA,16063,7244527378,BEAVER,WESTERN,23,PROFIT,PDR-APPEAL PEND,446372,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CRESCENT VIEW PERSONAL CARE,ODD FELLOWS HOME OF PENNSYLVANIA INC,"999 WEST HARRISBURG PIKE,",MIDDLETOWN,PA,17057,7179443351,DAUPHIN,CENTRAL,64,NON-PROFIT,LICENSED,343360,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CROSBY'S BOARDING HOME,JOHN CROSBY,"371 PRINDLE STREET,",SHARON,PA,16146,7243461449,MERCER,WESTERN,8,PROFIT,LICENSED,437761,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CROSS KEYS VILLAGE - THE BRETHREN HOME COMMUNITY,THE BRETHREN HOME COMMUNITY INC,"2990 CARLISLE PIKE,",NEW OXFORD,PA,17350,7176245286,ADAMS,CENTRAL,104,NON-PROFIT,LICENSED,342870,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CROSSLANDS,"KENDAL-CROSSLANDS COMMUNITIES, INC.","1660 EAST STREET ROAD,",KENNETT SQUARE,PA,19348,6103881441,CHESTER,SOUTHEAST,51,NON-PROFIT,LICENSED,100980,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CRYSTAL WATERS,"CRYSTAL WATERS, INC.","4639 ROUTE 119,HWY NORTH,",HOME,PA,15747,7244656454,INDIANA,WESTERN,66,PROFIT,LICENSED,427650,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CUMBERLAND CROSSINGS RETIREMENT COMMUNITY,DIAKON LUTHERAN SOCIAL MINISTRIES,"1 LONGSDORF WAY, A,B & C WINGS,",CARLISLE,PA,17015,7172459941,CUMBERLAND,CENTRAL,59,NON-PROFIT,LICENSED,317310,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,CUMBERLAND VISTA,"C.R.O.S.S.,INC.","1073 YORK ROAD,",DILLSBURG,PA,17019,7174322822,CUMBERLAND,CENTRAL,8,NON-PROFIT,LICENSED,310280,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DAVENPORT HALL,KAREN ADAMS DAVENPORT,"321 WASHINGTON AVENUE,",CHARLEROI,PA,15022,7244837029,WASHINGTON,WESTERN,32,PROFIT,LICENSED,442340,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DAVIS BOARDING HOME I,CATHERINE DAVIS,"723 BARCLAY STREET,",CHESTER,PA,19013,6108767033,DELAWARE,SOUTHEAST,8,PROFIT,LICENSED,140460,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DAVIS' COUNTRY CARE PERSONAL CARE HOME,ANGELA R. DAVIS,"169 HOOVER ROAD,",TEMPLETON,PA,16259,7245456436,ARMSTRONG,WESTERN,8,PROFIT,LICENSED,427010,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DAVIS' PERSONAL CARE HOME II,"DAVIS' PERSONAL CARE HOME II, INC","1128 WEST THIRD STREET,",CHESTER,PA,19013,6108741993,DELAWARE,SOUTHEAST,16,PROFIT,LICENSED,141430,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DAY'S PERSONAL CARE HOME,DAY'S PERSONAL CARE HOME INC,"18 NORMAN AVENUE,",WASHINGTON,PA,15301,7242060885,WASHINGTON,WESTERN,8,PROFIT,LICENSED,419120,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DAYLESFORD CROSSING,BERWYN REAL ESTATE LP,"1450 EAST LANCASTER AVENUE,",PAOLI,PA,19301,6106404000,CHESTER,SOUTHEAST,100,PROFIT,LICENSED,141540,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DAYSPRING PERSONAL CARE HOME,ROPER & MARCIA HOUSTON,"93 DAYSPRING LANE,",MORRISDALE,PA,16858,8143456590,CLEARFIELD,WESTERN,13,PROFIT,LICENSED,448650,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DEER MEADOWS RESIDENCES,DEER MEADOWS OPERATING II LLC,"8301 ROOSEVELT BOULEVARD,",PHILADELPHIA,PA,19152,2156247575,PHILADELPHIA,SOUTHEAST,182,PROFIT,LICENSED,141260,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DELAWARE VALLEY PERSONAL CARE CENTER,DELAWARE VALLEY PERSONAL CARE OPERATING COMPANY LLC,"109 RIVERS EDGE DRIVE,",MATAMORES,PA,18336,5704911002,PIKE,NORTHEAST,100,PROFIT,LICENSED,230130,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DENEANE'S PERSONAL CARE HOME,DENEANE SMITH,"142 FAIRVIEW AVENUE,",CONFLUENCE,PA,15424,8143953159,SOMERSET,CENTRAL,18,PROFIT,LICENSED,321520,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DEVEREUX PA ADULT SERVICES PCH - HILLCREST COTTAGE,DEVEREUX FOUNDATION INC,"229 LEOPARD ROAD,",BERWYN,PA,19312,6102966800,CHESTER,SOUTHEAST,21,NON-PROFIT,LICENSED,198140,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DEVEREUX PA ADULT SERVICES PCH - HILLTOP COTTAGE,DEVEREUX FOUNDATION INC,"237 LEOPARD ROAD,",BERWYN,PA,19312,6102966800,CHESTER,SOUTHEAST,18,NON-PROFIT,LICENSED,198190,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,"DEVEREUX POCONO CENTER, DREHER MANOR","DEVEREUX FOUNDATION, INC.","1547 MILL CREEK ROAD,",NEWFOUNDLAND,PA,18445,5708396186,WAYNE,NORTHEAST,24,NON-PROFIT,LICENSED,235260,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DEVINE INN,DEVINE INN INC,"120 GRANT STREET, P.O.BOX 8,",SALISBURY,PA,15558,8146624502,SOMERSET,CENTRAL,24,PROFIT,LICENSED,321550,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DEVONHOUSE OF ALLENTOWN,DEVONHOUSE MANAGEMENT INC,"1930 BEVIN DRIVE,",ALLENTOWN,PA,18103,6109671100,LEHIGH,NORTHEAST,100,PROFIT,LICENSED,216530,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DIVINITY MANOR,DIVINITY MANOR LLC,"932-34 NORTH 42ND STREET,",PHILADELPHIA,PA,19104,2152223035,PHILADELPHIA,SOUTHEAST,30,PROFIT,LICENSED,138740,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DONAHUE & WOLFORD'S CALIFORNIA MANOR,"ROMONA & KEVIN DONAHUE, KELLY & JOHN WOLFORD","3527 CALIFORNIA AVENUE,",PITTSBURGH,PA,15212,4127666508,ALLEGHENY,WESTERN,17,PROFIT,LICENSED,432530,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DONAHUE'S PERSONAL CARE I,KEVIN & ROMONA DONAHUE,"1610 HYBLA STREET,",PITTSBURGH,PA,15212,4127616421,ALLEGHENY,WESTERN,17,PROFIT,LICENSED,430341,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DOROTHY M. TARTAGLIO HOME,UPMC BEHAVIORAL HEALTH OF THE ALLEGHENIES,"1911 TWELFTH AVENUE,",ALTOONA,PA,16601,8149430414,BLAIR,CENTRAL,13,NON-PROFIT,LICENSED,360310,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DOWN ON THE FARM ADULT DAYCARE,COLONIAL MANOR ADULT HOME INC,"2308 EAST MAIN STREET,",DOUGLASSVILLE,PA,19518,6103856175,BERKS,NORTHEAST,20,PROFIT,LICENSED,204970,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DREAMCATCHERS PERSONAL CARE HOME,TERRI L GELZHISER,"1 COLD SPRING ROAD,",PITTSBURGH,PA,15237,4125121763,ALLEGHENY,WESTERN,14,PROFIT,LICENSED,449992,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DUBOIS VILLAGE,DUBOIS CONTINUUM OF CARE COMMUNITY INC,"282 SOUTH EIGHTH STREET,",DUBOIS,PA,15801,8143755483,CLEARFIELD,WESTERN,118,NON-PROFIT,LICENSED,448670,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DUNLEVY MANOR,TLC HEALTHCARE LLC,"2218 ROUTE 88,",DUNLEVY,PA,15432,7243265611,WASHINGTON,WESTERN,24,PROFIT,LICENSED,447542,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,DUNWOODY VILLAGE,DUNWOODY VILLAGE INC,"3500 WEST CHESTER PIKE,",NEWTOWN SQUARE,PA,19073,6103594400,DELAWARE,SOUTHEAST,81,NON-PROFIT,LICENSED,145250,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EAGLE RIDGE PERSONAL CARE HOME,EAGLE RIDGE PERSONAL CARE HOME LLC,"2997 RENOVO ROAD,",MILL HALL,PA,17751,5707483162,CLINTON,NORTHEAST,27,PROFIT,LICENSED,227130,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EAGLE VALLEY PERSONAL CARE HOME,EAGLE VALLEY PERSONAL CARE HOME INC,"500 FRONT STREET,",MILESBURG,PA,16853,8143553417,CENTRE,NORTHEAST,60,PROFIT,LICENSED,227430,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EAGLE VIEW PERSONAL CARE HOME,EAGLE VIEW PERSONAL CARE HOME LLC,"150 JACK PINE LANE,",BELLEFONTE,PA,16823,8142803995,CENTRE,NORTHEAST,4,PROFIT,LICENSED,232430,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EAGLEVIEW LANDING,EAGLEVIEW LANDING LP,"650 STOCKTON DRIVE,",EXTON,PA,19341,6104582588,CHESTER,SOUTHEAST,121,PROFIT,LICENSED,146980,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EAST DEER PERSONAL CARE HOME,EAST DEER PERSONAL CARE HOME INC,"967 FREEPORT ROAD,",CREIGHTON,PA,15030,7242249997,ALLEGHENY,WESTERN,60,PROFIT,LICENSED,430780,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EASTERN COMFORT I,EASTERN COMFORT I INC,"2040 NORTHAMPTON ST.,",EASTON,PA,18042,6109233630,NORTHAMPTON,NORTHEAST,16,PROFIT,LICENSED,205490,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EASTERN COMFORT II,EASTERN COMFORT II INC,1493 EAST EMMAUS AVE.,ALLENTOWN,PA,18102,6103517361,LEHIGH,NORTHEAST,8,PROFIT,LICENSED,216700,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EASTERN COMFORT III,EASTERN COMFORT III INC,"206 DIAMOND STREET,",SLATINGTON,PA,18018,6109004074,LEHIGH,NORTHEAST,20,PROFIT,LICENSED,216770,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EASTON HOME,"PRESBYTERIAN HOMES, INC.","1022 NORTHAMPTON STREET,",EASTON,PA,18042,6102505000,NORTHAMPTON,NORTHEAST,61,NON-PROFIT,LICENSED,200550,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EASY LIVING COUNTRY ESTATES,DS REALTY VENTURES LLC,"ONE EASY LIVING DRIVE,",HUNKER,PA,15639,7249251159,WESTMORELAND,WESTERN,60,PROFIT,LICENSED,442630,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ECUMENICAL COMMUNITY OF HARRISBURG,ECUMENICAL COMMUNITIES INC,"624 WILHELM ROAD,",HARRISBURG,PA,17111,7175619915,DAUPHIN,CENTRAL,88,NON-PROFIT,LICENSED,353610,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ECUMENICAL RETIREMENT COMMUNITY OF HARRISBURG II,"THE ECUMENICAL COMMUNITIES, INC.","601 WILHELM ROAD,",HARRISBURG,PA,17111,7175619982,DAUPHIN,CENTRAL,104,NON-PROFIT,LICENSED,362150,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ECUMENICAL RETIREMENT COMMUNITY OF HARRISBURG III,THE ECUMENICAL COMMUNITY,"3525 CANBY STREET,",HARRISBURG,PA,17109,7175612590,DAUPHIN,CENTRAL,136,NON-PROFIT,LICENSED,310210,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EDGEWOOD HEIGHTS,WRC PENNSYLVANIA MEMORIAL HOME,"612 KECK AVENUE,",NEW BETHLEHEM,PA,16242,8142752790,CLARION,WESTERN,71,NON-PROFIT,LICENSED,440970,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EICHER'S FAMILY HOME CARE,CONNIE S EICHER,"704 CAMP ACHIEVEMENT ROAD,",NORMALVILLE,PA,15469,7244553612,FAYETTE,WESTERN,42,PROFIT,LICENSED,446740,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELAN GARDENS,ELAN GARDENS INC,"465 VENARD ROAD,",CLARKS SUMMIT,PA,18411,5705854400,LACKAWANNA,NORTHEAST,75,NON-PROFIT,LICENSED,243750,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELIZABETH SETON MEMORY CARE CENTER,ELIZABETH SETON CARE CENTER,"129 DEPAUL CENTER ROAD,",GREENSBURG,PA,15601,7248537948,WESTMORELAND,WESTERN,24,NON-PROFIT,LICENSED,445770,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELIZABETHTOWN PERSONAL CARE,ELIZABETHTOWN OPCO LLC,"141 HEISEY AVENUE,",ELIZABETHTOWN,PA,17022,7173671831,LANCASTER,CENTRAL,39,PROFIT,LICENSED,336940,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELM TERRACE GARDENS,ELM TERRACE GARDENS,"660 N. BROAD ST., 3RD & 4TH FL,",LANSDALE,PA,19446,2153615600,MONTGOMERY,SOUTHEAST,250,NON-PROFIT,LICENSED,127830,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF ALLISON PARK,EC OPCO ALLISON PARK LLC,"2224 WALTERS ROAD,",ALLISON PARK,PA,15101,4124876925,ALLEGHENY,WESTERN,95,PROFIT,LICENSED,449000,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF ALTOONA,EC OPCO ALTOONA LLC,"170 RED FOX DRIVE,",DUNCANSVILLE,PA,16635,8146958425,BLAIR,CENTRAL,66,PROFIT,LICENSED,333730,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF BERWICK,EC OPCO BERWICK LLC,"2050 WEST FRONT STREET,",BERWICK,PA,18603,5707593155,COLUMBIA,NORTHEAST,76,PROFIT,LICENSED,227170,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF BRIDGEVILLE,EC OPCO LAKEMONT FARMS LLC,"3275 WASHINGTON PIKE,",BRIDGEVILLE,PA,15017,4122210202,ALLEGHENY,WESTERN,140,PROFIT,LICENSED,450810,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF CHIPPEWA,EC OPCO CHIPPEWA LLC,"104 PAPPAN BUSINESS DRIVE,",BEAVER FALLS,PA,15010,7248913333,BEAVER,WESTERN,85,PROFIT,LICENSED,449010,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF DILLSBURG,EC OPCO DILLSBURG LLC,"153 LOGAN ROAD,",DILLSBURG,PA,17019,7175021000,YORK,CENTRAL,80,PROFIT,LICENSED,333790,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF LEBANON,EC OPCO LEBANON PA LLC,"860 NORMAN DRIVE,",LEBANON,PA,17042,7172280909,LEBANON,CENTRAL,65,PROFIT,LICENSED,333760,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF LEWISBURG,EC OPCO LEWISBURG LLC,"2421 OLD TURNPIKE ROAD,",LEWISBURG,PA,17837,5705247999,UNION,NORTHEAST,73,PROFIT,LICENSED,227200,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF LOYALSOCK,EC OPCO LOYALSOCK LLC,"2985 FOUR MILE DRIVE,",MONTOURSVILLE,PA,17754,5703682076,LYCOMING,NORTHEAST,90,PROFIT,LICENSED,227190,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF MID VALLEY,EC OPCO MID VALLEY LLC,"89 STURGES ROAD, PO BOX 116,",PECKVILLE,PA,18452,5703839090,LACKAWANNA,NORTHEAST,50,PROFIT,LICENSED,227180,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF READING,EC OPCO READING LLC,"9 COLIN COURT,",READING,PA,19606,6103702211,BERKS,NORTHEAST,70,PROFIT,LICENSED,227160,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF REEDSVILLE,EC OPCO REEDSVILLE LLC,"55 CARRIAGE HOUSE LANE,",REEDSVILLE,PA,17084,7176679380,MIFFLIN,CENTRAL,72,PROFIT,LICENSED,333780,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF SHIPPENSBURG,EC OPCO SHIPPENSBURG LLC,"129 WALNUT BOTTOM ROAD,",SHIPPENSBURG,PA,17257,7175301400,CUMBERLAND,CENTRAL,62,PROFIT,LICENSED,333750,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF STATE COLLEGE,EC OPCO SC LLC,"150 FARMSTEAD LANE,",STATE COLLEGE,PA,16803,8142357675,CENTRE,NORTHEAST,60,PROFIT,LICENSED,233740,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMCROFT OF YORK,EC OPCO YORK LLC,"2405 KNOB HILL ROAD,",YORK,PA,17403,7178129777,YORK,CENTRAL,75,PROFIT,LICENSED,334980,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELMWOOD GARDENS OF PRESBYTERIAN SENIOR CARE,THE PRESBYTERIAN HOMES IN THE PRESBY OF LAKE ERIE,"2628 ELMWOOD AVENUE,",ERIE,PA,16508,8149201220,ERIE,WESTERN,35,NON-PROFIT,LICENSED,447650,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELWYN - FRIENDSHIP HALL,ELWYN OF PENNSYLVANIA AND DELAWARE,"64 EAST OLD BALTIMORE PIKE,",ELWYN,PA,19063,6106270925,DELAWARE,SOUTHEAST,8,NON-PROFIT,LICENSED,122890,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELWYN - HARMONY HALL,ELWYN OF PENNSYLVANIA AND DELAWARE,"111 ELWYN ROAD,",ELWYN,PA,19063,6108917683,DELAWARE,SOUTHEAST,16,NON-PROFIT,LICENSED,190850,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELWYN - RAINBOW HOUSE,ELWYN OF PENNSYLVANIA AND DELAWARE,"66 EAST OLD BALTIMORE PIKE,",ELWYN,PA,19063,6105658026,DELAWARE,SOUTHEAST,6,NON-PROFIT,LICENSED,122670,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELWYN - SPRING HAVEN,ELWYN OF PENNSYLVANIA AND DELAWARE,"111 ELWYN ROAD,",ELWYN,PA,19063,6108912350,DELAWARE,SOUTHEAST,8,NON-PROFIT,LICENSED,123040,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ELWYN - WHITEHOUSE,ELWYN OF PENNSYLVANIA AND DELAWARE,"111 ELWYN ROAD,",ELWYN,PA,19603,6108912450,DELAWARE,SOUTHEAST,5,NON-PROFIT,LICENSED,122980,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EMERALD REHAB AND HEALTHCARE CENTER,EMERALD OPERATOR LLC,"320 MARKET STREET,",ELIZABETHTOWN,PA,17022,9086211184,LANCASTER,CENTRAL,26,PROFIT,LICENSED,337080,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EMMANUEL HOME,EMMANUEL HOME,"800 PRIESTLY AVENUE,",NORTHUMBERLAND,PA,17857,5704730500,NORTHUMBERLAND,NORTHEAST,38,NON-PROFIT,LICENSED,200530,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ENHANCED PERSONAL CARE HOME,STAIRWAYS BEHAVIORAL HEALTH,"118 EAST 26TH STREET,",ERIE,PA,16504,8143153703,ERIE,WESTERN,8,NON-PROFIT,LICENSED,446460,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ENHANCED PERSONAL CARE HOME,STAIRWAYS BEHAVIORAL HEALTH,"432 WEST 3RD STREET,",ERIE,PA,16507,8143152602,ERIE,WESTERN,8,NON-PROFIT,LICENSED,446470,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EPHRATA MANOR,UNITED CHURCH OF CHRIST HOMES INC,"99 BETHANY ROAD,",EPHRATA,PA,17522,7177384940,LANCASTER,CENTRAL,48,NON-PROFIT,LICENSED,321880,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EPWORTH MANOR SENIOR LIVING,"GUARDIAN ELDER CARE AT TYRONE I, LLC","925 SOUTH LINCOLN AVENUE,",TYRONE,PA,16686,8146862659,BLAIR,CENTRAL,54,PROFIT,LICENSED,328420,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,ERICKSON'S HERITAGE HOUSE,ERICKSON'S HERITAGE HOUSE LLC,"30 EAST STREET,",NORTH EAST,PA,16428,8147259045,ERIE,WESTERN,36,PROFIT,LICENSED,442241,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EVANS RETIREMENT CENTER,"EVANS RETIREMENT CENTER, INC.","220 EAST RACE STREET,",FLEETWOOD,PA,19522,6109447257,BERKS,NORTHEAST,28,PROFIT,LICENSED,205500,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EVANS' PERSONAL CARE HOME,JACK AND CHERYL EVANS SENSANBAUGHER,"503 CENTENNIAL AVENUE,",NEW GALILEE,PA,16141,7243361028,BEAVER,WESTERN,8,PROFIT,LICENSED,417370,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EVENING STAR PERSONAL CARE HOME,EVENING STAR LLC,"200 CALDWELL AVENUE,",WILMERDING,PA,15148,4128231654,ALLEGHENY,WESTERN,19,PROFIT,LICENSED,447150,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EVERGREEN ESTATES RETIREMENT COMMUNITY,EVERGREEN ESTATES HOLDINGS LLC,"1300 EAST KING STREET,",LANCASTER,PA,17602,7173942208,LANCASTER,CENTRAL,125,PROFIT,LICENSED,331930,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EVERGREEN I,EVERGREEN PERSONAL CARE HOMES INC,"141 EVERGREEN AVENUE,",PITTSBURGH,PA,15209,4128218869,ALLEGHENY,WESTERN,36,PROFIT,LICENSED,431221,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EVERGREEN PERSONAL CARE HOME,EVERGREEN PERSONAL CARE HOMES INC,"822-824 IDLEWOOD AVENUE,",PITTSBURGH,PA,15106,4122791607,ALLEGHENY,WESTERN,31,PROFIT,LICENSED,433240,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EXTON SENIOR LIVING,SNH PENN TENANT LLC,"600 NORTH POTTSTOWN PIKE,",EXTON,PA,19341,6105940200,CHESTER,SOUTHEAST,100,PROFIT,LICENSED,145100,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,EYER'S MANOR,CYPRESS COMMUNITIES LLC,"3196 RIDGE ROAD,",NORTHUMBERLAND,PA,17857,5704739472,NORTHUMBERLAND,NORTHEAST,34,PROFIT,LICENSED,226480,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,FAIR HAVENS,WILLOWS PERSONAL CARE HOME INC,"3101 GRANDVIEW ROAD,",HANOVER,PA,17331,7176370703,YORK,CENTRAL,40,PROFIT,LICENSED,315170,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,FAIR OAKS OF PITTSBURGH,CONGREGATIONAL HOMES INC,"2200 WEST LIBERTY AVENUE,",PITTSBURGH,PA,15226,4123449915,ALLEGHENY,WESTERN,120,NON-PROFIT,LICENSED,429500,FULL,Inspection Summary,,Waiver
