,,,,,,,,,,,,,,,,,,,
,BROOKDALE BEND,,RCF,50A263,1099 NE WYATT WAY,97701,Deschutes,5413854717,59,46,TRUE,1,CLINTON GARNER,cgarner11@brookdale.com,11/30/2000,11/30/2021,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",,
,BROOKDALE FOREST GROVE,,RCF,5MA146,3110 19TH AVE,97116,Washington,5033573288,110,,TRUE,0,MELISSA LAWRENCE,mlawrence2@brookdale.com,1/1/1980,11/30/2021,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",,
,BROOKDALE GEARY STREET,,ALF,70M016,2445 GEARY ST SE,97321,Linn,5419268200,80,70,TRUE,0,RACHEAL CATT,rcatt@brookdale.com,7/1/1997,11/30/2021,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",,
,BROOKDALE GEARY STREET MEMORY CARE,,RCF,50R403,2445 GEARY ST  SE,97321,Linn,5419268200,44,32,TRUE,1,RACHEAL CATT,rcatt@brookdale.com,4/10/2014,4/30/2022,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",,
,BROOKDALE MCMINNVILLE CITY CENTER,,ALF,70M017,721 NE 27TH ST,97128,Yamhill,5034350100,50,41,TRUE,0,BRANDON ANDERSON,dlugar@brookdale.com,5/19/1998,11/30/2021,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",,
,BROOKDALE MCMINNVILLE CITY CENTER MEMORY CARE,,RCF,5MA130,721 NE 27TH ST,97128,Yamhill,5034350100,15,15,TRUE,1,BRANDON ANDERSON,kpierson4@brookdale.com,6/11/1998,11/30/2021,,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",
,BROOKDALE MCMINNVILLE TOWN CENTER,,RCF,50R078,775 NE 27TH,97128,Yamhill,5034723130,35,,FALSE,0,TAMMY PEREZ,tperez12@brookdale.com,7/1/1991,11/30/2021,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",,
,BROOKDALE MEDFORD,,RCF,50M056,3033 BARNETT ROAD,97504,Jackson,5417767600,95,78,TRUE,0,MARIA KERNS,dbuick@brookdale.com,1/1/1980,11/30/2021,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",,
,BROOKDALE MT HOOD,,RCF,50M055,25200 SE STARK ST,97030,Multnomah,5036654300,88,78,TRUE,0,NICK MINCH,nminch@brookdale.com,6/19/1991,11/30/2021,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",,
,BROOKDALE NEWBERG,,ALF,70A308,3802 HAYES ST,97132,Yamhill,5035381705,110,83,TRUE,0,DARRYL LARSON,dlarson@brookdale.com,6/29/2007,8/31/2022,EMERITUS CORPORATION,,
,BROOKDALE ONTARIO,,RCF,50M142,1372 SW 8TH AVE,97914,Malheur,5418894600,82,,TRUE,0,PATRICIA WHITE,pwhite17@brookdale.com,5/11/1995,6/30/2021,EMERITOL MEADOWBROOK LLC,,
,BROOKDALE OSWEGO SPRINGS - PORTLAND,,ALF,70A303,11552 SW LESSER RD,97219,Multnomah,5035424747,82,75,TRUE,0,SCOTT DELORENZO,sdelorenzo1@brookdale.com,4/12/2006,8/31/2022,EMERITUS CORPORATION,,
,BROOKDALE REDMOND ASSISTED LIVING,,ALF,70A305,1942 SW CANYON DRIVE,97756,Deschutes,5413164400,77,,TRUE,0,MOYA GRUBBS,mgrubbs2@brookdale.com,11/9/2006,8/31/2020,EMERITUS CORPORATION,,
,BROOKDALE REDMOND CLARE BRIDGE,,RCF,50R344,1942 SW CANYON DRIVE,97756,Deschutes,5413164400,32,,TRUE,1,DAWN KASSING,dawn.kassing@brookdale.com,11/20/2006,8/31/2020,EMERITUS CORPORATION,,
,BROOKDALE RIVER ROAD,,ALF,70A078,592 BEVER DR NE,97303,Marion,5034634060,56,,TRUE,0,VIRGINIA ESSMAN,gessman@brookdale.com,8/3/1998,9/30/2020,EMERITUS CORPORATION,,
,BROOKDALE RIVER VALLEY TUALATIN,,RCF,50M054,19200 SW 65TH AVE,97062,Clackamas,5036923192,120,114,TRUE,1,NINO CRISTOFORO,ncristoforo@brookdale.com,3/1/1989,8/31/2022,EMERITUS CORPORATION,,
,BROOKDALE ROSEBURG,,RCF,5MA254,3400 NW EDENBOWER BLVD,97470,Douglas,5414645600,60,56,TRUE,1,SARAH CALVERT,sarah.calvert@brookdale.com,9/7/2000,8/31/2022,EMERITUS CORPORATION,,
,BROOKDALE ROSE VALLEY SCAPPOOSE,,ALF,70M236,33800 SE FREDERICK STREET,97056,Columbia,5035434646,79,,TRUE,0,STEVEN MATTHEWS,steven.matthews@brookdale.com,5/15/2000,8/31/2020,EMERITUS CORPORATION,,
,BROOKDALE SALEM,,RCF,5MA205,1355 BOONE RD SE,97302,Marion,5033657500,60,,TRUE,1,BELINDA HAMILTON,belinda.hamilton@brookdale.com,5/19/1999,11/30/2021,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",,
,BROOKDALE TROUTDALE,,RCF,50A236,1201 SW CHERRY PARK ROAD,97060,Multnomah,5034658104,61,,TRUE,1,RENEE KIBBEE,rkibbee@brookdale.com,3/1/2000,11/30/2021,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",,
,BROOKDALE WILSONVILLE,,RCF,50M228,8170 VLAHOS DR,97070,Clackamas,5036820653,32,27,TRUE,0,KATHY WHITE,kathy.white2@brookdale.com,10/21/1999,8/31/2022,EMERITUS CORPORATION,,
,BROOKSIDE MEMORY CARE,,RCF,50R478,11045 SW HALL BLVD,97223,Washington,5032785668,42,,FALSE,1,BENNY DAMIAN,info@brooksidememorycare.com,8/9/2019,8/31/2021,BROOKSIDE MEMORY CARE LLC,,
,BROOKSIDE PLACE,,ALF,70M010,3550 SW CANAL BLVD,97756,Deschutes,5415041600,45,,TRUE,0,CHARLES DAVENPORT,director@brooksideplace.net,3/3/1995,1/31/2021,"REDMOND ALF, LLC",,
,BROOKSTONE ALZHEIMER'S SPECIAL CARE CENTER,,RCF,5MA151,5881 WOODSIDE DR SE,97306,Marion,5033160687,57,,TRUE,1,BRANDY KHLYSTOV,brookstone-adm@jeaseniorliving.com,8/10/1996,3/31/2021,SH1 BROOKSTONE OPCO LLC,,
,CALLAHAN COURT MEMORY CARE COM,,RCF,5MA240,1770 NW VALLEY VIEW DRIVE,97470,Douglas,5416733900,48,,TRUE,1,KIM JORDAN,administrator@callahancourt.com,3/23/2000,1/31/2021,LSREF GOLDEN OPS 14 (SILVER) LLC,,
,CALLAHAN VILLAGE ASSISTED LIVING,,ALF,70M229,1801 NW GARDEN VALLEY BLVD,97470,Douglas,5416734500,86,,TRUE,0,TAMMY HUNTLEY,administrator@callahanvillage.com,2/4/2000,1/31/2021,"LSREF GOLDEN OPS UE (OR), LLC",,
,CANFIELD PLACE RETIREMENT COMMUNITY,,ALF,70A011,14570 SW HART RD,97005,Washington,5036265100,105,88,FALSE,0,BETSY UPSHAW,jcarty@leisurecare.com,8/6/1996,7/31/2022,CANFIELD PLACE RETIREMENT COMMUNITY L.L.C.,"LEISURE CARE, LLC",
,CANYON RIM MANOR,,ALF,70A296,1701 GEORGE JACKSON RD,97037,Wasco,5413952515,35,,TRUE,0,VIRGINIA CORTEZ,residentservices.cr@canyonrimslc.com,11/18/2005,7/31/2021,"MAUPIN SENIOR LIVING, LLC",,
,CAPITAL MANOR RETIREMENT COMMUNITY,,RCF,50R216,1955 DALLAS HWY NW,97304,Polk,5033624101,117,107,FALSE,1,PATTY KIDD,pkidd@capitalmanor.com,1/19/1999,5/31/2021,"CAPITAL MANOR, INC.",LIFE CARE SERVICES LLC,
,CARRIAGE PLACE,,ALF,70M013,150 S WILLIAMSON DR,97754,Crook,5414160500,34,30,TRUE,0,JAMES MCNAMA,james.mcnama@caringplaces.com,10/27/1995,5/31/2022,"CARING PLACES NORTHWEST, LLC","CARING PLACES MANAGEMENT, LLC",
,CASCADE PARK RETIREMENT CENTER,,RCF,50M012,950 N CASCADE DR,97071,Marion,5039810033,32,,FALSE,0,TRACIE FLORES,tflores@centurypa.com,6/9/1991,8/31/2021,"WOODBURN INVESTMENT ASSOCIATES, LTD","CENTURY PARK ASSOCIATES, LLC",
,CASCADES OF BEND RETIREMENT COMMUNITY,,RCF,50R128,1801 NE LOTUS DR,97701,Deschutes,5413890046,70,,TRUE,0,JAMIE MAUL,jamiem@cascadeliving.com,1/1/1982,5/31/2021,"CASCADE LIVING GROUP- OREGON, LLC",,
,CASCADES OF GRANTS PASS - THE POINTE,,RCF,5MA269,1400 REDWOOD CIRCLE,97527,Jackson,5414742838,64,,TRUE,1,JOY COONROD-ANDERSON,joyc@cascadeliving.com,3/15/2001,8/31/2020,"S-H OPCO SPRING POINTE, LLC","CASCADE LIVING GROUP - GRANTS PASS, LLC",
,CASCADES OF GRANTS PASS - THE VILLAGE,,ALF,70M254,1420 REDWOOD CIRCLE,97527,Josephine,5414740200,90,,TRUE,0,EUNICE SILVA,eunices@cascadeliving.com,2/1/2001,8/31/2020,"S-H OPCO SPRING VILLAGE, LLC","CASCADE LIVING GROUP - GRANTS PASS, LLC",
,CASCADE VALLEY ASSISTED LIVING,,ALF,70M027,1010 NE 3RD AVENUE,97862,Umatilla,5419385693,59,,TRUE,0,ANDREW STEINMEYER,andrew.steinmeyer@empres.com,9/10/1993,4/30/2021,EVERGREEN OREGON HEALTHCARE ORCHARDS REHA,"EMPRES HEALTHCARE MANAGEMENT, LLC",
,CASCADE VALLEY MEMORY CARE,,RCF,50R448,1010 NE THIRD AVENUE,97862,Umatilla,5419385693,23,,TRUE,1,ANDREW STEINMEYER,noor.mouhammad@empres.com,4/1/2017,4/30/2021,"EVERGREEN OREGON HEALTHCARE ORCHARDS RETIREMENT, L",,
,CEDAR CREST ALZHEIMER SPECIAL CARE CENTER,,RCF,5MA207,18325 SW PACIFIC HWY,97062,Washington,5039250544,56,,TRUE,1,PATTY ODENBORG,cedarcrest.adm@jeaseniorliving.com,4/28/1999,3/31/2021,SH1 CEDAR CREST OPCO LLC,,
,CEDAR VILLAGE ASSISTED LIVING COMMUNITY,,ALF,70M222,4452 LANCASTER DR NE,97305,Marion,5033909600,62,51,TRUE,0,TERESA SMITH,administrator@cedarvillageseniorliving.com,10/22/1999,7/31/2021,WELLTOWER TENANT GROUP LLC,"FRONTIER MANAGEMENT, LLC",
,CEDAR VILLAGE ASSISTED LIVING COMMUNITY,,ALF,70M222,4452 LANCASTER DR NE,97305,Marion,5033909600,62,,TRUE,0,TERESA SMITH,administrator@cedarvillageseniorliving.com,10/22/1999,7/31/2021,WELLTOWER TENANT GROUP LLC,"FRONTIER MANAGEMENT, LLC",
,CEDAR VILLAGE MEMORY CARE COMMUNITY,,RCF,50R353,4452 LANCASTER DR NE,97301,Marion,5033909600,24,18,TRUE,1,JESSICA DELEON,memorycare@cedarvillageseniorliving.com,1/15/2008,7/31/2021,WELLTOWER TENANT GROUP LLC,"FRONTIER MANAGEMENT, LLC",
,CEDAR VILLAGE MEMORY CARE COMMUNITY,,RCF,50R353,4452 LANCASTER DR NE,97301,Marion,5033909600,24,,TRUE,1,JESSICA DELEON,memorycare@cedarvillageseniorliving.com,1/15/2008,7/31/2021,WELLTOWER TENANT GROUP LLC,"FRONTIER MANAGEMENT, LLC",
,CELIA'S HOUSE IN HOLMES PARK,,RCF,50R458,217 S MODOC AVE,97504,Jackson,5415008911,12,,TRUE,0,MICHELE MURRAY,michele.murray@sofriendsofhospice.org,5/9/2018,5/31/2020,SOUTHERN OREGON FRIENDS OF HOSPICE,,
,CHANTELE'S LOVING TOUCH MEMORY CARE,,RCF,50R351,1128 W CENTRAL AVENUE,97479,Douglas,5414594549,45,,TRUE,1,RYAN FUGATE,rfugate@timbertownliving.com,11/6/2007,10/31/2021,"LOVING TOUCH OPERATIONS, LLC",,
,CHATEAU GARDENS MEMORY CARE COMMUNITY,,RCF,50M172,2669 S CLOVERLEAF LOOP,97477,Lane,5417469703,28,22,TRUE,1,ROBYN ANDREWS,administrator@chateaugardensalz.com,12/8/1993,12/31/2019,"CLOVERLEAF ASSISTED LIVING, LLC",,
,CHERRY BLOSSOM COTTAGE,,RCF,50R014,11177 SE CHERRY BLOSSOM DR,97216,Multnomah,5032569777,49,,FALSE,0,REBECCA MEADOWCROFT,rebecca@cherryblossomcottage.com,5/28/1989,5/31/2021,"SYLVIA'S LEGACY, INC.",,
,CHERRY PARK PLAZA,,RCF,50R389,1323 SW CHERRY PARK ROAD,97060,Multnomah,5034911661,33,23,FALSE,1,STACY JOHNSON,executivedirector@cherryparkplaza.com,4/12/2013,4/30/2021,"CHGCXA TROUTDALE, LLC","HQMG OF OR, INC.",
,CHERRYWOOD MEMORY CARE - REVERE COURT,,RCF,50R416,2750 NE DORAN DRIVE,97128,Yamhill,5038570338,56,,TRUE,1,GAIL DOSSETT,gail.d@chancellorhealthcare.com,4/10/2015,9/30/2020,"CHANCELLOR HEALTH CARE OF CALIFORNIA XIII, INC.",,
,CHINOOK PLACE,,ALF,70M004,470 NE OAK ST,97741,Jefferson,5414756425,16,12,TRUE,0,JEANNE SOTHERN,jes.sothern@caringplaces.com,2/1/1991,5/31/2022,"CARING PLACES NORTHWEST, LLC",,
,CHURCHILL ESTATES ASSISTED LIVING,,ALF,70M014,1919 BAILEY HILL RD,97405,Lane,5414858320,48,,TRUE,0,EVAUNA FRANKLIN,evauna@churchillestates.net,2/11/1991,7/31/2020,"CHURCHILL MANAGEMENT COMPANY, INC.",,
,CHURCHILL RETIREMENT ASSISTED LIVING,,ALF,50R365,3800 WESTLEIGH,97405,Lane,5414858320,83,,TRUE,1,DEBORAH HANKINS,deborah@churchillestates.net,12/31/2009,7/31/2020,"CHURCHILL MANAGEMENT, INC",,
,CLACKAMAS VIEW SENIOR LIVING - MILWAUKIE,,RCF,50R139,14550 SE VISTA LANE,97267,Clackamas,5036592325,40,25,TRUE,0,ODUNAYO ILESANMI,odunayo.i@chancellorhealthcare.com,4/1/1995,10/31/2020,,"CHANCELLOR HEALTH CARE OF CALIFORNIA IX, INC.",
,CLATSOP CARE MEMORY COMMUNITY,,RCF,50R421,2219 SE DOLPHIN ROAD,97146,Clatsop,5039942060,32,,TRUE,1,JENNIFER WILLIAMS,adminccmc@clatsopcare.org,7/1/2015,7/31/2021,CLATSOP CARE CENTER HEALTH DISTRICT,"AIDAN HEALTH SERVICES, INC.",
,CLATSOP CARE RETIREMENT VILLAGE,,ALF,70M203,947 OLNEY AVE,97103,Clatsop,5033254676,80,,TRUE,0,LAUNA DEGIUSTI,admincrv@clatsopcare.org,7/19/1999,7/31/2021,CLATSOP CARE CENTER HEALTH DISTRICT,"AIDAN HEALTH SERVICES, INC.",
,COMFORT CARE,,RCF,50R021,1735 KANE ST,97603,Klamath,5418832882,16,8,TRUE,0,MARY SEXTON,comfortcarekf@aol.com,10/31/1993,10/31/2021,"COME FOR CARE, INC.",,
,CONIFER HOUSE RESIDENTIAL CARE & MEMORY CARE,,RCF,50R023,145 NE CONIFER BLVD,97330,Benton,5417572444,51,,TRUE,1,THERESA MCCOY,bmccoy@coniferalmc.com,8/1/1987,8/31/2020,"CONIFER HOUSE OPERATING COMPANY, LLC","BENICIA SENIOR LIVING, LLC",
,CORAL SPRINGS RESIDENTIAL CARE,,RCF,50R404,2520 CORAL AVENUE NE,97305,Marion,5033625885,32,,FALSE,0,PATRICIA MARTINEZ,michele@sweetbyenbye.com,3/26/2014,3/31/2020,,,
,CORNELL ESTATES RETIREMENT & ASST LIVING RES,,ALF,70M015,1005 NE 17TH STREET,97124,Washington,5036402884,75,,TRUE,0,RON GIFFORD,adm@cornell-estates.com,6/1/1991,5/31/2021,,CORNELL INVESTORS GROUP INC.,
,CORNERSTONE RESIDENTIAL OPTION,,RCF,50R346,12640 SE BUSH,97236,Multnomah,5037616621,16,,TRUE,0,MILISSA WRIGHT,mwright@cornerstonecareoption.com,12/26/2006,12/31/2020,"CORNERSTONE CARE OPTION , INC",,
,CORVALLIS CARING PLACE ASSISTED LIVING,,ALF,70A280,750 NW 23RD ST,97330,Benton,5417532033,55,,TRUE,0,CRYSTAL WELL,crystalw@corvalliscaringplace.org,6/28/2002,6/30/2020,"CORVALLIS CARING PLACE, INC.",,
,COTTAGES SENIOR LIVING  THE,,RCF,5MA160,1808 SE 182ND AVENUE,97233,Multnomah,5037664997,114,98,TRUE,1,DANA BANDO,ed@thecottagesliving.com,8/1/1997,3/31/2020,THE COTTAGES OPCO LLC,"NILE LIVING, LLC",
,COTTAGES SENIOR LIVING  THE,,RCF,5MA160,1808 SE 182ND AVENUE,97233,Multnomah,5037664997,114,98,TRUE,1,DANA BANDO,ed@thecottagesliving.com,8/1/1997,5/31/2021,THE COTTAGES OPCO LLC,"NILE LIVING, LLC",
,COUNTRY MEADOWS VILLAGE,,ALF,70A285,155 S EVERGREEN,97071,Marion,5039822221,50,,TRUE,0,DIANE MATHENY,exd@countrymeadowsvillage.com,12/12/2002,4/30/2021,"CROWN II DEVELOPMENT, LLC",,
,COUNTRYSIDE LIVING OF CANBY,,RCF,50R283,390 NW 2ND AVE,97013,Clackamas,5032663031,35,,TRUE,1,ROSELYNN ROCKWOOD,rosie@countrysideliving.com,9/6/2001,9/30/2021,"COUNTRYSIDE LIVING OF CANBY, LLC",,
,COUNTRYSIDE LIVING OF REDMOND,,RCF,50M426,1350 NW CANAL BLVD,97756,Deschutes,5415483049,38,21,TRUE,1,KATHLEEN DOMINGUEZ,kathyd@countrysideliving.com,1/7/2016,1/31/2020,"COUNTRYSIDE LIVING OF REDMOND, LLC",,
,COUNTRYSIDE LIVING - SOUTH,,RCF,50R380,406 NW 2ND AVENUE,97013,Clackamas,5032663031,20,,TRUE,1,SHEENA WILLIS,sheenaw@countrysideliving.com,9/13/2011,9/30/2021,"COUNTRYSIDE LIVING OF CANBY, LLC",,
,COUNTRYSIDE VILLAGE,,ALF,70A318,1700 KELLENBECK AVE,97527,Josephine,5419560999,22,,TRUE,0,LINDA GRIESSER,linda@countrysidevillageretire.com,9/2/2011,9/30/2021,"LYNN-ANN DEVELOPMENT, LLC",,
,COUNTRYSIDE VILLAGE LODGE,,RCF,50R475,1700 KELLENBECK AVE,97527,Josephine,5419560999,28,,FALSE,1,SADAF SIALA,mca@countrysidevillageretire.com,6/26/2019,6/30/2021,"LYNN-ANN DEVELOPMENT, LLC",,
,COURTYARD AT HILLSIDE MEMORY CARE,,RCF,50R277,440 NW HILLSIDE PARK WAY,97128,Yamhill,5034729534,20,20,FALSE,1,MISTY SCHLIESMAYER,mschliesmayer@brookdale.com,5/1/2001,8/31/2022,"BKD HILLSIDE OPCO, LLC",,
,COURTYARD AT MT TABOR,,ALF,70A239,6323 SE DIVISION,97206,Multnomah,5037729795,80,73,FALSE,0,CECILIA FIELDS,courtyardald@islllc.com,8/7/2000,8/31/2020,"SSSHT OPCO SE DIVISION STREET, LLC","INTEGRAL SENIOR LIVING MANAGEMENT, LLC",
,COURTYARD AT MT TABOR GARDEN HOUSE,,RCF,5MA252,6323 SE DIVISION,97206,Multnomah,5037729795,24,20,FALSE,1,TODD PILE,courtyardgpd@islllc.com,8/24/2000,8/31/2020,"SSSHT OPCO SE DIVISION STREET, LLC","INTEGRAL SENIOR LIVING MANAGEMENT, LLC",
,COURTYARD AT MT TABOR PAVILION,,RCF,50R481,2350 SE 60TH AVE,97206,Multnomah,5037712181,29,,FALSE,1,GERIS APPELO,thecourtyardgpd@islllc.com,11/6/2019,11/30/2021,"SSSHT OPCO SE DIVISION STREET, LLC",,
,COURTYARD FOUNTAINS ASSISTED LIVING COMMUNITY,,ALF,70A315,1537 SE 223RD,97030,Multnomah,5036674500,53,44,FALSE,0,MARY BEISLEY,administrator@courtyardfountainsseniorliving.com,5/17/2010,12/31/2019,"ARHC CFGREOR01 TRS, LLC","COURTYARD FOUNTAINS CARE PROPERTIES, LLC",
,CRYSTAL TERRACE,,RCF,50R292,1000 TOWN CENTER DRIVE,97601,Klamath,5418857250,43,37,TRUE,0,LINSEY CALHOUN,LinseyCalhoun@MBK.COM,12/5/2001,12/31/2019,"KLAMATH FALLS MSL, LLC",MSL COMMUNITY MANAGEMENT,
,CRYSTAL TERRACE MEMORY CARE,,RCF,50M300,320 JADE TERRACE,97601,Klamath,5412737336,44,,TRUE,1,STACY MCCARL,stacymccarl@mbk.com,4/1/2015,4/30/2021,"KLAMATH FALLS MSL, LLC",MSL COMMUNITY MANAGEMENT,
,CURRY MANOR,,RCF,5MA024,1458 QUAIL LANE,97470,Douglas,5416733999,62,62,TRUE,1,RENEE BRIGGS,jsullivan@tierraseniorliving.com,11/1/1982,11/30/2019,"TSL CURRY MANOR, LLC",,
,DALLAS RETIREMENT VILLAGE ASSISTED LIVING,,ALF,70A018,340 NW BRENTWOOD ST,97338,Polk,5038310214,53,,TRUE,0,DENISE OLSON,dolson@drvhome.com,9/30/1996,9/30/2020,"DALLAS MENNONITE RETIREMENT COMMUNITY, INC.",LIFE CARE SERVICES LLC,
,DALLAS RETIREMENT VILLAGE ASSISTED LIVING HUD,,ALF,70A321,377 NW JASPER ST,97338,Polk,5036235581,25,,TRUE,0,DENISE OLSON,dolson@drvhome.com,1/1/2013,1/31/2021,"DALLAS HEALTH CARE CENTER, LLC",LIFE CARE SERVICES LLC,
,DALLAS RETIREMENT VILLAGE MEMORY CARE CENTER,,RCF,50R331,377 NW JASPER ST,97338,Polk,5038310214,20,,TRUE,1,SHANENA PEREZ,sperez@drvhome.com,10/11/2004,1/31/2021,"DALLAS HEALTH CARE CENTER, LLC",LIFE CARE SERVICES LLC,
,DAVENPORT PLACE,,ALF,70A019,930 OAK ST,97381,Marion,5038737162,36,,FALSE,0,TAMMY O'ROURKE,torourke@enlivant.com,8/1/1995,7/31/2021,"DAVENPORT AID OPCO, LLC","ENLIVANT AID (OREGON) MGMT, LLC",
,DEERFIELD VILLAGE ASSISTED LIVING,,ALF,70A020,5770 SE KELLOGG CR DR,97222,Clackamas,5036534064,48,,TRUE,0,DEAN STORM,dean@cascadeliving.com,11/4/1991,5/31/2021,"CASCADE LIVING GROUP- OREGON, LLC",,
,DESIRE FOR HEALING  INC,,RCF,50M144,44882 MISSION RD,97801,Umatilla,5412767157,50,,TRUE,0,VALERIE SCOTT,valerie.s@desireforhealing.com,8/28/1995,6/30/2021,"DESIRE FOR HEALING, INC",,
,DONHAM PLACE,,RCF,50M048,5833 N LOMBARD ST,97203,Multnomah,5032832852,13,13,TRUE,0,JOHN VARNER,johnvarner@ymail.com,1/1/1974,10/31/2021,DONHAM PLACE INC.,,
,DORIAN PLACE ASSISTED LIVING,,ALF,70M021,375 N DORIAN DR,97914,Malheur,5418898545,50,,TRUE,0,CHRISTINE GROTHAUS,christine.grothaus@wellspringsliving.com,7/19/1995,12/31/2020,"DORIAN PLACE OPERATIONS, LLC",,
,EAST CASCADE MEMORY CARE COMMUNITY,,RCF,50R334,175 NE 16TH STREET,97741,Jefferson,5414752273,16,12,TRUE,1,SHANTEL VASQUEZ,shantel.vasquez.shm@gmail.com,9/23/2005,1/31/2021,"EAST CASCADE RETIREMENT COMMUNITY, LLC","AIDAN HEALTH SERVICES, INC.",
,EAST CASCADE RETIREMENT COMMUNITY,,ALF,70M212,175 NE 16TH STREET,97741,Jefferson,5414752273,48,48,TRUE,0,RACHEL AVILA,rachel@eastcascade.com,4/6/1999,1/31/2021,"EAST CASCADE RETIREMENT COMMUNITY, LLC","AIDAN HEALTH SERVICES, INC.",
,EDGEWOOD ARBOR MEMORY CARE,,RCF,50R276,7733 SW SCHOLLS FERRY RD,97008,Washington,5036719474,27,16,FALSE,1,GERARDO LOPEZ-MEZA,gerardo.meza@hawthornret.com,5/1/2001,9/30/2019,"BEAVERTON ASSISTED LIVING OPCO, LLC","HAWTHORN SENIOR LIVING, LLC",
,EDGEWOOD POINT ASSISTED LIVING,,ALF,70A261,7733 SW SCHOLLS FERRY RD,97008,Washington,5036719474,59,49,TRUE,0,ELIZABETH CONRAD,elizabeth.conrad@hawthornret.com,4/13/2001,9/30/2019,"BEAVERTON ASSISTED LIVING OPCO, LLC","HAWTHORN SENIOR LIVING, LLC",
,ELDERLY CARE HOME,,RCF,50M025,12435 SW 121ST AVE,97223,Washington,5035909854,15,10,TRUE,0,SARAH LIGUID-MAHINAY,sarah_mahinay@comcast.net,6/22/1993,3/31/2022,"ELDERLY CARE HOME, INC.",,
,ELITE CARE ADAMS - HOOD,,RCF,50R282,4483 SE OATFIELD HILL RD,97267,Clackamas,5036535656,30,,TRUE,0,MYCHAEL DOKKA,mdokka@elitecare.com,8/10/2001,10/31/2020,"ELITE CARE OATFIELD ESTATES, LLC",,
,ELITE CARE JEFFERSON - ASHLAND,,RCF,50R318,4422 SE OATFIELD HILL ROAD,97267,Clackamas,5036535656,30,,TRUE,0,JONATHAN CLUTE,jclute@elitecare.com,6/25/2003,10/31/2020,"ELITE CARE OATFIELD ESTATES, LLC",,
,ELITE CARE LARCH - TABOR,,RCF,50R405,4425 SE OATFIELD HILL RD,97267,Clackamas,5036535656,30,,TRUE,0,MYCHAEL DOKKA,mdokka@elitecare.com,4/25/2014,4/30/2020,"ELITE CARE OE2, LLC",ELITE CARE MANAGEMENT GROUP LLC,
,ELITE CARE RAINIER - HELENS,,RCF,50R308,4457 SE OATFIELD HILL RD,97267,Clackamas,5036535656,30,,TRUE,0,JONATHAN CLUTE,jclute@elitecare.com,2/4/2003,10/31/2020,"ELITE CARE OATFIELD ESTATES, LLC",ELITE CARE MANAGEMENT GROUP LLC,
,ELLIOTT RESIDENCE,,ALF,70A025,390 CHURCH ST,97385,Marion,5039024920,60,,TRUE,0,MELISSA DAIRY,mdairy@marianestates.com,6/24/1996,5/31/2020,"JANMAUR I, L.L.C.",,
,ELMCROFT OF SELLWOOD,,ALF,70A295,8517 SE 17TH AVENUE,97202,Multnomah,5035424800,100,85,TRUE,0,LANA BUCKLES,lana.buckles@elmcroft.com,6/16/2005,6/30/2022,"HCP ESL PORTLAND OR OPCO, LLC",ECLIPSE PORTFOLIO OPERATIONS II LLC,
,ELMCROFT OF STAYTON,,ALF,70M251,2201 3RD AVE,97383,Marion,5037693200,75,,TRUE,0,SALINA MARTINEZ,Salina.Martinez@elmcroft.com,11/15/2000,9/30/2020,BISHOP STAYTON LESSEE LLC,ECLIPSE PORTFOLIO OPERATIONS II LLC,
,EMERALD GARDENS,,RCF,50M019,1890 NEWBERG HWY,97071,Marion,5039824000,59,,TRUE,1,MELISAA FISHER,wwooten@radiantseniorliving.com,10/1/1987,5/31/2021,"RSL WOODBURN, LLC",,
,EMERALD VALLEY ASSISTED LIVING,,ALF,70M026,4550 W AMAZON DR,97405,Lane,5413459668,48,,TRUE,0,CHERIE LONG,cherie@cascadeliving.com,8/15/1990,5/31/2021,"CASCADE LIVING GROUP- OREGON, LLC",,
,EMERSON HOUSE PORTLAND,,RCF,50A231,3577 SE DIVISION,97202,Multnomah,5032348585,55,,TRUE,1,ERIN JONES,ejones@aidanhealthservices.com,1/10/2000,11/30/2022,"EH OPERATIONS, LLC","AIDAN HEALTH SERVICES, INC.",
,EVERGREEN MEMORY CARE,,RCF,50R279,3720 N CLAREY ST,97402,Lane,5416893900,64,,TRUE,1,DANIELLE KOEHN,dkoehn@evergreenmceug.com,6/13/2001,3/31/2021,"CSL - EUGENE I, LLC","COMPASS SENIOR LIVING, LLC",
,EVERGREEN SENIOR LIVING,,ALF,70A202,3760 N CLAREY ST,97402,Lane,5416079525,80,,TRUE,0,DEBORAH JOHANNES,djohannes@evergreeneug.com,6/25/1999,3/31/2021,"CSL - EUGENE II, LLC","COMPASS SENIOR LIVING, LLC",
