Facility ID,Facility Name,Address,City,State,Zip Code,County,Phone Number,Ownership Type,State Facility Type 2 Literal,State Facility Type 1 Literal
1648,PHOENIX AT ENGLISH,1336 COUNTY ROAD EAST,VADNAIS HEIGHTS,MN,55110,RAMSEY,651-227-7655,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
23483,PHOENIX AT FOSS,1500 AMES AVENUE,ST. PAUL,MN,55106,RAMSEY,651-227-7655,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
23588,PHOENIX AT JANET COURT,1769 JANET COURT,ARDEN HILLS,MN,55112,RAMSEY,651-227-7655,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
23427,PHOENIX AT LUDDEN,7717 LONG LAKE ROAD,MOUNDS VIEW,MN,55112,RAMSEY,651-227-7655,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
23519,PHOENIX AT NEWPORT,351 14TH STREET,NEWPORT,MN,55055,WASHINGTON,651-227-7655,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
1195,PHOENIX AT VIKING,645 VIKING DRIVE EAST,ST. PAUL,MN,55117,RAMSEY,651-227-7655,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
1578,PINE MANORS INC,22195 STATE 34,NEVIS,MN,56467,HUBBARD,218-732-4337,CORPORATION,,Supervised Living Facility
1520,PRAIRIE VIEW,2220 27TH STREET,SLAYTON,MN,56172,MURRAY,218-310-4322,CORPORATION,Intermediate Care Facility,Supervised Living Facility
23697,PRAIRIES EDGE,152 COUGAR DRIVE,MANKATO,MN,56001,BLUE EARTH,507-387-8281,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
1194,PREFERRED RESIDENTIAL LIFESTYL,108 9TH STREET,WINDOM,MN,56101,COTTONWOOD,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1405,PRIDE INSTITUTE,14400 MARTIN DRIVE,EDEN PRAIRIE,MN,55344,HENNEPIN,952-345-1881,CORPORATION,,Supervised Living Facility
21953,PROJECT TURNABOUT,660 18TH STREET,GRANITE FALLS,MN,56241,YELLOW MEDICINE,320-564-4911,NONPROFIT CORPORATION,,Supervised Living Facility
1617,PROJECT TURNABOUT HALFWAY HSE,1220 BIRCH STREET,MARSHALL,MN,56258,LYON,507-532-3008,NONPROFIT CORPORATION,,Supervised Living Facility
1549,RADIAS HEALTH,1096 GERVAIS AVENUE,MAPLEWOOD,MN,55109,RAMSEY,651-256-1260,OTHER NONPROFIT OWNERSHIP,,Supervised Living Facility
1572,RAJWOOD,2951 BARTELMY LANE,MAPLEWOOD,MN,55109,RAMSEY,651-483-9500,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
1571,RAMSEY COUNTY DETOX CENTER,402 UNIVERSITY AVENUE EAST,ST. PAUL,MN,55130,RAMSEY,651-266-4009,COUNTY,,Supervised Living Facility
1629,RANGE CENTER ASPENWOOD HOME,1820 EAST 39TH STREET,HIBBING,MN,55746,SAINT LOUIS,218-263-9079,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
1062,RANGE CENTER LEGACY,112 9TH STREET NW,CHISHOLM,MN,55719,SAINT LOUIS,218-254-4875,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
1315,RANGE CENTER MAPLEVIEW HOME,506 WEST 47TH STREET,HIBBING,MN,55746,SAINT LOUIS,218-263-4573,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
22017,REBECCAS RESIDENCE,21077 PENROSE AVENUE NORTH,SCANDIA,MN,55073,WASHINGTON,651-433-5839,LIMITED LIABILITY COMPANY,,Supervised Living Facility
1470,REENTRY HOUSE,5812 LYNDALE AVENUE SOUTH,MINNEAPOLIS,MN,55419,HENNEPIN,612-869-2411,CORPORATION,,Supervised Living Facility
33693,REENTRY HOUSE CRISIS STBL PROG,1800 CHICAGO AVENUE SOUTH,MINNEAPOLIS,MN,55404,HENNEPIN,612-540-5703,CORPORATION,,Supervised Living Facility
34437,REFRACTIONS LLC,22575 43RD AVENUE,ST. AUGUSTA,MN,56301,STEARNS,320-252-6017,LIMITED LIABILITY COMPANY,,Supervised Living Facility
1205,REM HEARTLAND INC AMBER,107 DOROTHY STREET,FAIRMONT,MN,56031,MARTIN,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1537,REM HEARTLAND INC BIRCH,206 THOMAS DRIVE,MANKATO,MN,56001,BLUE EARTH,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1427,REM HEARTLAND INC BUDD,111 DOROTHY STREET,FAIRMONT,MN,56031,MARTIN,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1536,REM HEARTLAND INC CYPRESS,204 THOMAS DRIVE,MANKATO,MN,56001,BLUE EARTH,507-387-3181,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1455,REM HEARTLAND INC MADELIA,226 DREW AVENUE SOUTH,MADELIA,MN,56062,WATONWAN,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
26137,REM HENNEPIN INC CRYSTAL,3400 QUAIL AVENUE NORTH,CRYSTAL,MN,55422,HENNEPIN,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1026,REM HENNEPIN INC LAKELAND,6816 65TH AVENUE NORTH,BROOKLYN PARK,MN,55428,HENNEPIN,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1130,REM HENNEPIN INC QUEEN,614 QUEEN AVENUE SOUTH,MINNEAPOLIS,MN,55405,HENNEPIN,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1274,REM HENNEPIN INC REGENT,3239 REGENT AVENUE NORTH,GOLDEN VALLEY,MN,55422,HENNEPIN,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1149,REM HENNEPIN INC WILLIAM,5100 WILLIAM AVENUE SOUTH,EDINA,MN,55436,HENNEPIN,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1403,REM HENNEPIN MINNETONKA,21 WESTWOOD ROAD,MINNETONKA,MN,55305,HENNEPIN,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1320,REM RIVER BLUFFS ROCHESTER SE,1631 19TH AVENUE SE,ROCHESTER,MN,55904,OLMSTED,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1042,REM SOUTHWEST SRVS MARSHALL A,1003 NORTH 4TH STREET,MARSHALL,MN,56258,LYON,507-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1616,REM SOUTHWEST SRVS MARSHALL C,1007 NORTH 4TH STREET,MARSHALL,MN,56258,LYON,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1266,REM SW SERVICES MONTEVIDEO,585 GRAVEL ROAD,MONTEVIDEO,MN,56265,CHIPPEWA,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1312,RENVILLE COUNTY COMM RES,831 GROVE AVENUE,BIRD ISLAND,MN,55310,RENVILLE,320-365-3748,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
21125,RES TREATMENT & DETOX CTR,1402 EAST SUPERIOR STREET,DULUTH,MN,55805,SAINT LOUIS,218-723-8444,NONPROFIT CORPORATION,,Supervised Living Facility
1345,RESIDENTIAL ADVANTAGES LLC,107 SOUTH BLUE MOUND AVENUE,LUVERNE,MN,56156,ROCK,952-922-6776,CORPORATION,Intermediate Care Facility,Supervised Living Facility
32962,RIVER RIDGE GLEN CREEK LODGE,16005 JOPLIN AVENUE,LAKEVILLE,MN,55044,DAKOTA,952-894-7722,LIMITED LIABILITY COMPANY,,Supervised Living Facility
25914,RIVER RIDGE LLC A WOMAN'S WAY,7170 BRYANT LAKE DRIVE,EDEN PRAIRIE,MN,55344,HENNEPIN,952-894-7722,LIMITED LIABILITY COMPANY,,Supervised Living Facility
29812,ROLLINGWOOD HOME,2203 ROLLING GREEN LANE,NORTH MANKATO,MN,56003,BLUE EARTH,507-779-7187,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
1430,SHINGLE CREEK OPTION,5624 73RD AVENUE NORTH,BROOKLYN PARK,MN,55429,HENNEPIN,763-560-5330,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
1586,SILVER OAKS,3277 RICE CREEK ROAD,NEW BRIGHTON,MN,55112,RAMSEY,651-636-0546,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1636,SPRINGHILL,531 SPRINGHILL ROAD,VADNAIS HEIGHTS,MN,55127,RAMSEY,651-483-9500,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
4307,ST. PAUL COMO COMMUNITY UNIT,690 COMO AVENUE,ST. PAUL,MN,55103,RAMSEY,651-558-2187,STATE,,Supervised Living Facility
25565,TAPESTRY,135 EAST COLORADO STREET,ST. PAUL,MN,55107,RAMSEY,612-454-2342,LIMITED LIABILITY COMPANY,,Supervised Living Facility
1449,THE GABLES,604 5TH STREET SW,ROCHESTER,MN,55902,OLMSTED,507-282-2500,CORPORATION,,Supervised Living Facility
1682,THE LUTHERAN HOME HOPE RES,611 WEST MAIN STREET,BELLE PLAINE,MN,56011,SCOTT,952-873-2143,CHURCH RELATED,Intermediate Care Facility,Supervised Living Facility
1647,THE WAYSIDE HOUSE INC,3705 PARK CENTER BOULEVARD,ST. LOUIS PARK,MN,55416,HENNEPIN,952-926-5626,NONPROFIT CORPORATION,,Supervised Living Facility
1454,THERESE K SEXTON HOME SOUTH,2050 HAUGHTON AVENUE,NORTH MANKATO,MN,56003,NICOLLET,507-387-8281,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
1358,THUNDERBIRD WREN HOUSE,9302 IDAHO STREET,DULUTH,MN,55808,SAINT LOUIS,218-879-6731,NONPROFIT CORPORATION,,Supervised Living Facility
1678,TURNING POINT INC,1500 GOLDEN VALLEY ROAD,MINNEAPOLIS,MN,55411,HENNEPIN,612-520-4004,NONPROFIT CORPORATION,,Supervised Living Facility
1200,TWIN TOWN TREATMENT CENTER,1706 UNIVERSITY AVENUE,ST. PAUL,MN,55104,RAMSEY,651-326-7592,LIMITED LIABILITY COMPANY,,Supervised Living Facility
36336,VALLEY VIEW RECOVERY CENTER,31591 64TH AVENUE,CANNON FALLS,MN,55009,GOODHUE,507-601-5006,CORPORATION,,Supervised Living Facility
35511,WILLMAR ICFMR,1508 15TH STREET SW,WILLMAR,MN,56201,KANDIYOHI,320-441-2251,CORPORATION,Intermediate Care Facility,Supervised Living Facility
1523,WILLOW HAVEN,3819 LAVERNE AVENUE NORTH,LAKE ELMO,MN,55042,WASHINGTON,651-770-2224,LIMITED LIABILITY COMPANY,,Supervised Living Facility
1287,WINGSPAN LIFE RESOURCES,707 HARRIET AVENUE EAST,SHOREVIEW,MN,55126,RAMSEY,651-646-3846,NONPROFIT CORPORATION,Intermediate Care Facility,Supervised Living Facility
1651,WINTER HOMES INCORPORATED,4982 PAUPORES ROAD,BROOKSTON,MN,55711,SAINT LOUIS,218-879-2275,CORPORATION,,Supervised Living Facility
1502,WOODLAND CENTERS,1125 6TH STREET S PO BOX 787,WILLMAR,MN,56201,KANDIYOHI,320-235-4613,NONPROFIT CORPORATION,,Supervised Living Facility
25343,ZUMBRO VALLEY CONNECTIONS,343 WOOD LAKE DRIVE SE,ROCHESTER,MN,55904,OLMSTED,507-535-5776,NONPROFIT CORPORATION,,Supervised Living Facility
