Facility ID,Facility Name,Address,City,State,Zip Code,County,Phone Number,Ownership Type,State Facility Type 2 Literal,State Facility Type 1 Literal,Date Accessed
31876,Elysian Of Lake City,480 WEST GRANT STREET,Lake City,MN,55041,Goodhue,651-448-8333,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30188,Elysian Senior Homes Of Chanha,1850 PIONEER TRAIL,Chanhassen,MN,55317,Carver,952-448-4800,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
36629,Elysian Senior Homes Of Duluth,110 COFFEE CREEK BOULEVARD,Duluth,MN,55811,Saint Louis,218-464-9400,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20861,Emerald Crest Of Burnsville,453 EAST TRAVELERS TRAIL,Burnsville,MN,55337,Dakota,952-856-7522,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
21141,Emerald Crest Of Burnsville,457 EAST TRAVELERS TRAIL,Burnsville,MN,55337,Dakota,952-856-7522,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20952,Emerald Crest Of Burnsville,455 EAST TRAVELERS TRAIL,Burnsville,MN,55337,Dakota,952-856-7522,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20860,Emerald Crest Of Burnsville,451 EAST TRAVELERS TRAIL,Burnsville,MN,55337,Dakota,952-856-7522,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20563,Emerald Crest Of Minnetonka,13401 LAKE STREET EXTENSION,Minnetonka,MN,55305,Hennepin,952-856-7522,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20705,Emerald Crest Of Minnetonka,13417 LAKE STREET EXTENSION,Minnetonka,MN,55305,Hennepin,952-856-7522,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20564,Emerald Crest Of Minnetonka,13409 LAKE STREET EXTENSION,Minnetonka,MN,55305,Hennepin,952-856-7522,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
21389,Emerald Crest Of Shakopee,1855 10TH AVENUE WEST,Shakopee,MN,55379,Scott,952-856-7522,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
24028,Emerald Crest Of Victoria,8150 BAVARIA ROAD,Victoria,MN,55386,Carver,952-856-7522,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20586,Emmaus Place,200 NORTH HOLCOMBE AVENUE,Litchfield,MN,55355,Meeker,320-693-2430,NONPROFIT CORPORATION,,HOUSING WITH SERVICES,7/12/21
32428,Empathy Home Care Inc,6727 46TH AVENUE NORTH,Crystal,MN,55428,Hennepin,612-245-1561,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
34731,Empathy Home Care Inc,7325 KENTUCKY AVENUE NORTH,Brooklyn Park,MN,55428,Hennepin,612-245-1561,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
34730,Empathy Home Care Inc,7333 KENTUCKY AVENUE NORTH,Brooklyn Park,MN,55428,Hennepin,612-245-1561,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
33955,Empathy Home Care Inc,6501 BROOKLYN DRIVE,Brooklyn Center,MN,55430,Hennepin,612-245-1561,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
33496,Empathy Home Care Inc,3703 COLORADO AVENUE NORTH,Crystal,MN,55428,Hennepin,612-245-1561,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
33670,Empathy Home Care Inc,7556 SCOTT AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,612-245-1561,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35501,Empathy Home Care Inc,6428 46TH PLACE NE,Crystal,MN,55428,Hennepin,612-245-1561,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35600,Empathy Home Care Inc,3309 80TH AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,612-245-1561,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
34496,Empathy Home Care Inc,7025 LOGAN AVENUE NORTH,Brooklyn Center,MN,55430,Hennepin,612-425-1561,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
37543,Empathy Home Care Inc.,11850 47TH PLACE NORTHEAST,St. Michael,MN,55376,Hennepin,612-245-1561,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37541,Empathy Home Care Inc.,5743 JUNEAU LANE NORTH,Plymouth,MN,55446,Hennepin,612-245-1561,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37539,Empathy Home Care Inc.,18359 BEARPATH TRAIL,Eden Prairie,MN,55347,Hennepin,612-245-1561,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35562,Empire Systems Home Care,3301 LAWRENCE ROAD,Brooklyn Center,MN,55429,Hennepin,763-225-7396,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35563,Empire Systems Home Care,4034 LAKE ROAD AVENUE,Robbinsdale,MN,55422,Hennepin,763-225-7396,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34526,Empire Systems Home Care,6012 YORK AVENUE NORTH,Brooklyn Center,MN,55430,Hennepin,763-237-2402,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34525,Empire Systems Home Care,6324 SCOTT AVENUE NORTH,Brooklyn Center,MN,55429,Hennepin,763-237-2402,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30893,Engel Haus,5101 KASSEL AVENUE NE,Albertville,MN,55301,Wright,763-498-4594,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
21145,English Rose Suites B Hills,6941 VALLEY VIEW ROAD,Edina,MN,55439,Hennepin,952-983-0412,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
34598,English Rose Suites Gleason,6200 LOCH MOOR DRIVE,Edina,MN,55439,Hennepin,952-983-0412,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
33249,English Rose Suites Indian Hil,6400 TIMBER RIDGE,Edina,MN,55439,Hennepin,952-983-0412,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20426,English Rose Suites Interlache,609 BLAKE ROAD SOUTH,Edina,MN,55343,Hennepin,952-983-0412,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
25762,English Rose Suites Loch Wood,6201 LOCH MOOR DRIVE,Edina,MN,55439,Hennepin,952-983-0412,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35136,Enhance Living Inc,1377 SEARLE STREET,St Paul,MN,55130,Ramsey,651-447-8430,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37166,Enhanced Care Assisted Living,1586 BEECH STREET,St. Paul,MN,55107,Ramsey,651-320-2717,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37165,Enhanced Care Assisted Living,1806 7TH STREET EAST,St. Paul,MN,55119,Ramsey,651-302-2717,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37164,Enhanced Care Assisted Living,1976 MINNEHAHA AVENUE EAST,St. Paul,MN,55119,Ramsey,None,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37163,Enhanced Care Assisted Living,824 PLEASANT AVENUE,St. Paul Park,MN,55071,Washington,651-302-2717,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37160,Enhanced Care Assisted Living,1340 DESOTO STREET,St. Paul,MN,55130,Ramsey,651-302-2717,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37162,Enhanced Care Assisted Living,1304 REANEY AVENUE,St. Paul,MN,55106,Ramsey,651-302-2717,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35728,Epic Homes Llc,1800 LARAMIE TRAIL,Brooklyn Park,MN,55444,Hennepin,612-404-4456,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35727,Epic Homes Llc,8216 IRVING AVENUE NORTH,Brooklyn Park,MN,55444,Hennepin,612-404-4456,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30688,Epiphany Assisted Living Llc,10955 HANSON BOULEVARD NW,Coon Rapids,MN,55433,Anoka,763-772-1044,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20517,Epiphany Care Homes Llc,3704 CARDINAL ROAD,Minnetonka,MN,55345,Hennepin,952-681-2755,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
32166,Essling'S Home Plus Inc,2197 BONNIE LANE,St Paul,MN,55119,Ramsey,651-735-7259,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
24754,Essling'S Homes Plus Inc,1729 GERVAIS AVENUE,Maplewood,MN,55109,Ramsey,651-735-7259,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
20271,Esslings Homes Plus Inc,2187 BONNIE LANE,St Paul,MN,55119,Ramsey,651-735-7259,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37006,Esteem Home Health Services L,4024 IDAHO AVENUE,Crystal,MN,55427,Hennepin,848-230-1286,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36717,Estherra Care Llc,1120 MORGAN AVENUE NORTH,Minneapolis,MN,55411,Hennepin,952-688-7164,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36958,Estherra Care Llc,7937 KYLE AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,952-688-7166,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34157,Estherra Care Llc,7357 CHOWEN AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,952-688-7164,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34948,Estherra Care Llc,3257 98TH CIRCLE NORTH,Brooklyn Park,MN,55443,Hennepin,952-688-7164,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
31409,Estherra Care Llc,3808 73RD AVENUE NORTH,Brooklyn Park,MN,55429,Hennepin,952-688-7164,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36951,Estherra Care Llc,5018 NORTH 4TH ST.,Minneapolis,MN,55430,Hennepin,952-688-7164,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30540,Evansville Senior Living,651 STATE STREET NW,Evansville,MN,56326,Douglas,218-948-2346,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30500,Evensong Manor,6264 YUKON AVENUE NORTH,Brooklyn Park,MN,55428,Hennepin,763-537-4374,CORPORATION,,HOUSING WITH SERVICES,7/12/21
30410,Eventide Fairmont,801 2ND AVENUE NORTH,Moorhead,MN,56560,Clay,218-477-3202,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35547,Everbloom Home Health Care,1864 BEAR PATH TRAIL,Eagan,MN,55122,Dakota,651-235-7828,LIMITED LIABILITY COMPANY,DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
37653,Everbloom Home Healthcare Llc,6401 132ND STREET WEST,Apple Valley,MN,55124,Dakota,651-235-7828,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
24488,Evergreen Apartments,7108 WEST BROADWAY AVENUE,Brooklyn Park,MN,55428,Hennepin,651-639-9799,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
24494,Evergreen Knoll,1309 14TH STREET,Cloquet,MN,55720,Carlton,218-878-3302,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
25764,Evergreen Lodge,912 CANNON VALLEY DRIVE WEST,Northfield,MN,55057,Rice,507-645-6007,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30468,Evergreen Place,220 3RD STREET NW,Pine Island,MN,55963,Goodhue,507-356-8585,OTHER NONPROFIT OWNERSHIP,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35543,Everlead Home Health Care Llc,6430 INDIANA AVENUE NORTH,Brooklyn Center,MN,55429,Hennepin,612-735-4776,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
31762,Everyday Living Llc,2905 35TH AVENUE SOUTH,Minneapolis,MN,55406,Hennepin,651-688-7173,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
31763,Everyday Living Llc,2907 35TH AVENUE SOUTH,Minneapolis,MN,55406,Hennepin,651-688-7173,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
32566,Everyday Living Llc,320 EAST STREET,Mendota,MN,55150,Dakota,651-688-7173,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
36395,Evygabs Healthcare Systems Llc,20604 ENFIELD AVENUE NORTH,Forest Lake,MN,55025,Washington,651-497-5170,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
33726,Ezekiel'S House,13050 PIONEER TRAIL,Eden Prairie,MN,55347,Hennepin,952-848-0935,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
29652,Fair Meadow Assisted Living,300 GARFIELD AVENUE SE,Fertile,MN,56540,Polk,218-945-6197,CITY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
21143,Fairfax Community Home Inc,1000 1ST STREET SE,Fairfax,MN,55332,Renville,507-426-8241,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36451,Fairview Place,603 EAST FAIRVIEW AVENUE,Olivia,MN,56277,Renville,320-523-1836,CITY,,HOUSING WITH SERVICES,7/12/21
29188,Fairway Pines Senior Living,606 MAIN STREET NORTH,Sauk Centre,MN,56378,Stearns,320-351-4900,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30337,Fairway View,215 LUNDELL AVENUE,Ortonville,MN,56278,Big Stone,320-839-2397,CITY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37080,Falcon Home Health Care Llc,1031 27TH AVENUE SE,Minneapolis,MN,55414,Hennepin,651-500-4752,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30347,Falls Landing Assisted Living,1101 NORTH HIAWATHA AVENUE,Pipestone,MN,56164,Pipestone,507-562-6648,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
33728,Family Tree Care Homes,2029 PALMER DRIVE,New Brighton,MN,55112,Ramsey,651-340-5583,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35334,Family Trust Home Health Llc,2230 TIOGA BOULEVARD,New Brighton,MN,55112,Ramsey,763-205-6624,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36547,Fantum Home Health Care Llc,6600 CLOVERDALE AVENUE,Crystal,MN,55428,Hennepin,612-251-4521,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30786,Faribault Senior Living,843 FARIBAULT ROAD,Faribault,MN,55021,Rice,507-331-6510,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
31557,Farmstead Care Of Moorhead,3200 28TH STREET SOUTH,Moorhead,MN,56560,Clay,218-512-2020,PARTNERSHIP,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30396,Field Crest Assisted Living,318 2ND STREET NE,Hayfield,MN,55940,Dodge,507-477-3266,CITY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36858,Fieldcrest Assisted Living,80 VERMILLION STREET EAST,Cottonwood,MN,56229,Lyon,507-423-6691,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35462,First Choice Assisted Living,2301 WEST 96TH STREET,Bloomington,MN,55431,Hennepin,612-501-6045,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35250,First Choice On 81St Ave,5500 81ST AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,612-272-3880,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
28880,First Choice On 91St Crescent,5231 91ST CRESCENT NORTH,Brooklyn Park,MN,55443,Hennepin,763-390-6360,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
33145,First Choice On 92Nd Crescent,5211 92ND CRESCENT,Brooklyn Park,MN,55443,Hennepin,763-566-4025,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
26265,First Choice On Pearson Pkwy,2108 PEARSON PARKWAY,Brooklyn Park,MN,55444,Hennepin,612-272-3880,CORPORATION,,HOUSING WITH SERVICES,7/12/21
35573,First Choice Residential Care,2301 WEST 108TH STREET,Bloomington,MN,55431,Hennepin,763-227-1571,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35226,First Light Residential Care,2935 AQUILA AVENUE SOUTH,St. Louis Park,MN,55426,Hennepin,612-404-7552,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37693,First Light Residential Care,3537 LEE AVENUE NORTH,Crystal,MN,55422,Hennepin,612-404-7552,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35927,First Mercy Homes Llc,15723 FAIR HILL WAY,Apple Valley,MN,55124,Dakota,206-915-3615,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
36983,First Mercy Homes Llc.,7420 17TH AVENUE SOUTH,Richfield,MN,55423,Hennepin,206-915-3015,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
36093,Flourish,9000 GOLDEN VALLEY ROAD,Golden Valley,MN,55427,Hennepin,763-543-9000,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
29889,Folkestone North,100 PROMENADE AVENUE,Wayzata,MN,55391,Hennepin,952-249-2400,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
27607,Fond Du Lac Assisted Living,1571 AIRPORT ROAD,Cloquet,MN,55720,Carlton,218-878-3848,TRIBAL,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34398,Fortunate Homes Llc,7332 FRANCE AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,952-994-5356,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37185,Fortunate Homes Llc,6937 FRANCE AVENUE NORTH,Brooklyn Center,MN,55429,Hennepin,952-994-5356,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
33575,Fortunate Homes Llc,7409 LOUISIANA AVENUE NORTH,Brooklyn Park,MN,55428,Hennepin,952-994-5356,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36988,Fortunate Homes Llc,6325 XERXES AVENUE NORTH,Brooklyn Center,MN,55430,Hennepin,952-994-5356,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
28701,Founders Ridge,6600 AUTO CLUB ROAD,Bloomington,MN,55438,Hennepin,952-946-2000,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35668,Fountain Gate Health Llc,17045 CHISHOLM STREET NE,Ham Lake,MN,55304,Anoka,763-516-8304,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34179,Foxglove,4137 FOXGLOVE AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,763-566-4325,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37536,Foxglove Home,3937 FOXGLOVE COURT NORTH,Brooklyn Park,MN,55443,Hennepin,612-203-4758,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37504,Foxglove Home,4110 FOXGLOVE AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,763-377-0836,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
33987,France Avenue,10510 FRANCE AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,763-323-3092,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37604,France House,2943 FRANCE AVENUE NORTH,Robbinsdale,MN,55422,Hennepin,763-222-4909,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36965,France House,8222 FRANCE AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,763-203-9608,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30423,Frazee Assisted Living,219 WEST MAPLE AVENUE,Frazee,MN,56544,Becker,218-334-4501,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37093,Frazier Recovery Home,1457 8TH AVENUE SOUTH,South St. Paul,MN,55075,Dakota,651-895-4440,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
36666,Frazier Recovery Homes,211 POPLAR STREET EAST,South St. Paul,MN,55075,Dakota,651-895-4440,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
33921,Frazier Recovery Homes Llc,7741 BANKS COURT,Inver Grove Heights,MN,55077,Dakota,651-895-4440,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
33560,Frazier Recovery Homes Llc,1457 7TH AVENUE SOUTH,South St. Paul,MN,55075,Dakota,651-895-4440,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
32184,Frazier Recovery Homes Llc,574 KENDALL DRIVE,Hastings,MN,55033,Dakota,651-895-4440,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
34083,Frazier Recovery Homes Llc,633 5TH AVENUE SOUTH,South St. Paul,MN,55075,Dakota,651-895-4440,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
33675,Frazier Recovery Homes Llc,834 CARLTON AVENUE,Faribault,MN,55021,Rice,651-895-4440,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
33561,Frazier Recovery Homes Llc,2117 PINE STREET,Hastings,MN,55033,Dakota,651-895-4440,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
34025,Frazier Recovery Homes Llc,543 MCNAMARA STREET,Hastings,MN,55033,Dakota,651-895-4440,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
35623,Freemont House,5303 FREMONT AVENUE NORTH,Brooklyn Center,MN,55430,Hennepin,763-432-6413,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35683,Fremont Home,6424 FREMONT AVENUE NORTH,Brooklyn Center,MN,55430,Hennepin,763-568-8828,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
27981,Fridley Assisted Living Llc,6352 CENTRAL AVENUE,Fridley,MN,55432,Anoka,763-574-7366,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30633,Friendship Court,1228 SOUTH RICE STREET,Blue Earth,MN,56013,Faribault,507-526-6351,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
