Your selection for all Supervised Living Facilities found 214 providers .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFID,NAME,ADDRESS,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,TELEPHONE,FAX,ADMINISTRATOR,LIC_TYPE,HOSP_BEDS,BASS_BEDS,PSY_HOSP_BEDS,NH_BEDS,BCH_BEDS,SLFA_BEDS,SLFB_BEDS,OTHER_BEDS,HCP_TYPE,HWS,HWS_TYPE,OPS,HOSP18_BEDS,CAH,DEEMED,SWING,PSY18_BEDS,SNF_BEDS,SNFNF_BEDS,NF1_BEDS,NF2_BEDS,ICFMR_BEDS,HHA,HOSPICE,CMHC,CORF,ESRD,ASC,PPSP,PPSR,REHAB,RHC,XRAY,BLSS,MOBHES,BC,ICFMR,HCBS_PRV,SE_PRV,SNSA_PRV
1535,JORGENSEN HOUSE,3444 GIRARD AVENUE SOUTH,MINNEAPOLIS,MN,55408,27,HENNEPIN,612-353-5580,612-353-5481,MELANIE DIETRICH,NONPROFIT CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1384,JUDY RATTERATH WDRL MGT CTR,3409 E MEDICINE LAKE BOULEVARD,PLYMOUTH,MN,55441,27,HENNEPIN,763-559-1402,763-559-2559,MS. MAUREEN MCGERRY,NONPROFIT CORPORATION,0,0,0,0,0,0,21,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1408,KAPLAN WOODS CARE HOME,285 CEDARDALE DRIVE SE,OWATONNA,MN,55060,74,STEELE,507-451-5327,507-451-5354,SANJIV MODI,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,16,0,,,,,0,,,,0,0,0,0,0,16,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
831,LAKE OWASSO RESIDENCE,210 OWASSO BOULEVARD NORTH,SHOREVIEW,MN,55126,62,RAMSEY,651-266-0711,651-765-7722,KEVIN THOMPSON,COUNTY,0,0,0,0,0,0,64,0,,,,,0,,,,0,0,0,0,0,64,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
29821,LAKE SHORE RES TREATMENT,140 QUAIL STREET,MAHTOMEDI,MN,55115,82,WASHINGTON,651-429-2311,651-429-2677,MS. DALLAS HANSEN,LIMITED LIABILITY COMPANY,0,0,0,0,0,23,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
29465,LATITUDES TREATMENT CENTER LLC,1609 JACKSON STREET,ST. PAUL,MN,55117,62,RAMSEY,651-454-2016,651-488-5658,CHRIS ACKERMAN,LIMITED LIABILITY COMPANY,0,0,0,0,0,20,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1163,LAURA BAKER SERVICES ASSC,211 OAK STREET,NORTHFIELD,MN,55057,66,RICE,507-645-8866,507-645-8869,SANDRA GERDES,OTHER NONPROFIT OWNERSHIP,0,0,0,0,0,30,0,0,,,,,0,,,,0,0,0,0,0,30,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1527,LIVING CHALLENGE,701 EAST 57TH STREET,MINNEAPOLIS,MN,55417,27,HENNEPIN,952-922-8466,952-922-8463,MR. MIDE DEMEHIN,CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1379,LIVING WELL 3801,3801 WEST BROADWAY AVENUE,ROBBINSDALE,MN,55422,27,HENNEPIN,763-522-7556,763-522-4573,MS. CINDI SHARP,NONPROFIT CORPORATION,0,0,0,0,0,0,9,0,,,,,0,,,,0,0,0,0,0,9,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1475,LIVING WELL 3807,3807 WEST BROADWAY AVENUE,ROBBINSDALE,MN,55422,27,HENNEPIN,763-521-1076,763-521-0785,MR. TEEWON DOLOPEI,NONPROFIT CORPORATION,0,0,0,0,0,0,9,0,,,,,0,,,,0,0,0,0,0,9,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1401,LIVING WELL 75TH,14850 75TH AVENUE NORTH,MAPLE GROVE,MN,55369,27,HENNEPIN,763-420-5848,763-420-6121,MS. STACY QUACKENBUSH,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1600,LIVING WELL BROOKVIEW,2675 BROOKVIEW DRIVE EAST,MAPLEWOOD,MN,55119,62,RAMSEY,651-731-1602,651-731-9120,MS. LYNDSEY THOMAS,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
21108,LIVING WELL CARMEN,915 CARMEN LANE,MENDOTA HEIGHTS,MN,55118,19,DAKOTA,651-405-0569,651-405-0559,MS. JENNI ZEIS,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1371,LIVING WELL CENTRAL,1555 CENTRAL AVENUE SW,CAMBRIDGE,MN,55008,30,ISANTI,763-689-3794,763-444-7011,MR. JARRETT PUNG,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
20874,LIVING WELL CONGRESS,2207 CONGRESS STREET,SOUTH ST. PAUL,MN,55075,19,DAKOTA,651-450-2304,651-450-2341,ANGELA PRICE,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1599,LIVING WELL COPE,1362 EAST COPE AVENUE,MAPLEWOOD,MN,55109,62,RAMSEY,651-483-9596,651-483-4139,ALYSSA GAUS,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1646,LIVING WELL DIANE,1668 DIANE ROAD,MENDOTA HEIGHTS,MN,55118,19,DAKOTA,651-686-7872,651-686-6572,JORDAN PEARSON,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1179,LIVING WELL DOUGLAS,303 DOUGLAS DRIVE,BUFFALO,MN,55313,86,WRIGHT,763-682-4588,763-682-9650,MS. ANNETTE RIPLEY,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1633,LIVING WELL EAST EMERSON,41 EMERSON AVENUE EAST,WEST ST. PAUL,MN,55118,19,DAKOTA,651-450-1880,651-450-2070,MS. ROD CARLSON,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1258,LIVING WELL EDGEWOOD,6525 EDGEWOOD AVENUE NORTH,BROOKLYN PARK,MN,55428,27,HENNEPIN,763-533-5104,763-533-2630,STACY ROBERTS,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1290,LIVING WELL FRANCE,2759 FRANCE AVENUE NORTH,ROBBINSDALE,MN,55422,27,HENNEPIN,763-521-0387,763-521-2294,ALI GOEPFERT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1466,LIVING WELL KENNELLY,12000 KENNELLY ROAD,BURNSVILLE,MN,55337,19,DAKOTA,952-894-3044,952-894-1926,MR. AARON ODEN,NONPROFIT CORPORATION,0,0,0,0,0,7,0,0,,,,,0,,,,0,0,0,0,0,7,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1595,LIVING WELL LARPENTEUR,1951 LARPENTEUR AVENUE EAST,MAPLEWOOD,MN,55109,62,RAMSEY,651-770-7120,651-770-7130,MS. ANNETTE RIPLEY,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1243,LIVING WELL LYNDALE,5449 LYNDALE AVENUE NORTH,BROOKLYN CENTER,MN,55430,27,HENNEPIN,763-560-2220,763-560-7596,MR. CLARISSA CUEVAS,NONPROFIT CORPORATION,0,0,0,0,0,0,8,0,,,,,0,,,,0,0,0,0,0,8,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
20941,LIVING WELL MARY ADELE,1055 MARY ADELE AVENUE,MENDOTA HEIGHTS,MN,55120,19,DAKOTA,651-365-8707,651-365-8708,MR. ZACH EMMONS,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20783,LIVING WELL MARYLAND,2355 MARYLAND AVENUE EAST,MAPLEWOOD,MN,55119,62,RAMSEY,651-773-4074,651-773-3314,JULIE CONRAD,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20857,LIVING WELL POPPLER,3020 POPPLER LANE,EAGAN,MN,55122,19,DAKOTA,651-688-8035,651-688-8250,MR. ALEX BUSLEE,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20938,LIVING WELL UPPER 55TH,1885 UPPER 55TH STREET EAST,INVER GROVE HEIGHTS,MN,55077,19,DAKOTA,651-552-8748,651-552-8794,MS. KIT PILTINGSRUD,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1359,LIVING WELL VICTORIA,2031 VICTORIA ROAD SOUTH,MENDOTA HEIGHTS,MN,55118,19,DAKOTA,651-452-4295,651-452-4296,MS. DEVONA VERDEJA,NONPROFIT CORPORATION,0,0,0,0,0,0,12,0,,,,,0,,,,0,0,0,0,0,12,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
21238,MARGARETS HOUSE,2535 CONDON COURT,MENDOTA HEIGHTS,MN,55120,19,DAKOTA,651-686-0518,651-686-0526,JENNIFER FRAZER JOHN,LIMITED LIABILITY COMPANY,0,0,0,0,0,10,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1598,MBW COMPANY,1407 10TH STREET NORTH,NEW ULM,MN,56073,8,BROWN,507-233-3030,507-354-2168,RICHARD NELSON,BUSINESS TRUST,0,0,0,0,0,0,4,0,,,,,0,,,,0,0,0,0,0,4,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1210,MBW ON RAYMOND,1131 RAYMOND DRIVE,NEW ULM,MN,56073,8,BROWN,507-354-3522,507-354-4617,RICHARD NELSON,BUSINESS TRUST,0,0,0,0,0,4,0,0,,,,,0,,,,0,0,0,0,0,4,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1637,MEADOW CREEK,17305 MEADOW CREEK LANE,PINE CITY,MN,55063,58,PINE,763-444-4838,763-444-6007,MS. BECKY BJORKLUND,LIMITED LIABILITY COMPANY,0,0,0,0,0,50,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20793,MERRITT HOUSE,731 3RD STREET SOUTH,VIRGINIA,MN,55792,69,SAINT LOUIS,218-741-9630,218-741-2640,MS. JANIS ALLEN,NONPROFIT CORPORATION,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37546,MIDWEST RECOVERY,529 WOODLEY STREET,NORTHFIELD,MN,55057,66,RICE,507-225-0201,612-444-3293,MICHELLE FORSMAN,CORPORATION,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1674,MN SEX OFFENDER PROGRAM,1111 HIGHWAY 73,MOOSE LAKE,MN,55767,9,CARLTON,651-431-5874,651-431-7404,MR. DAVID BORNUS,STATE,0,0,0,0,0,0,558,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
89,MN SPECIALTY HEALTH SYSTEM,11615 STATE AVENUE,BRAINERD,MN,56401,18,CROW WING,218-855-8757,651-431-7437,MS. LORRAINE SELLNER,STATE,0,0,0,0,0,0,16,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
25363,MN SPECIALTY HEALTH SYSTEM,1208 OLENA AVENUE SE,WILLMAR,MN,56201,34,KANDIYOHI,320-235-0341,320-214-3335,MS. HEIDI JAMMA,STATE,0,0,0,0,0,0,16,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
23896,MN SPECIALTY HEALTH SYSTEM,240 SHADY LANE DRIVE BOX 430,WADENA,MN,56482,80,WADENA,218-319-6001,218-632-6583,MS. AMY GREENWALDT,STATE,0,0,0,0,0,0,16,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37561,MOMENTUM CENTER LLC,1425 EAST ST GERMAIN ST,ST CLOUD,MN,56304,5,BENTON,320-281-3727,320-281-3718,MONTGOMERY HEADLEY,LIMITED LIABILITY COMPANY,0,0,0,0,0,27,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1440,MONARCH HEIGHTS,501 BURDICK AVENUE,ORTONVILLE,MN,56278,6,BIG STONE,320-839-6139,320-839-2060,STACEY KARELS,NONPROFIT CORPORATION,0,0,0,0,0,0,12,0,,,,,0,,,,0,0,0,0,0,12,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1022,MOUNT OLIVET ROLLING ACRES,7200 ROLLING ACRES ROAD #220,VICTORIA,MN,55386,10,CARVER,952-474-5974,952-474-3652,MS. TRACY MURPHY,NONPROFIT CORPORATION,0,0,0,0,0,0,15,0,,,,,0,,,,0,0,0,0,0,15,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
31654,MOUNT OLIVET ROLLING ACRES,9375 JAN VIEW LANE,WACONIA,MN,55387,10,CARVER,952-442-3226,844-332-3893,TRACY MURPHY,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
21000,MOUNT OLIVET ROLLING ACRES,129 MACKENTHUN LANE,NORWOOD YOUNGAMERICA,MN,55368,10,CARVER,952-467-6484,866-380-3092,MS. TRACY MURPHY,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
27850,MSOP GREEN ACRES,100 FREEMAN DRIVE,ST. PETER,MN,56082,52,NICOLLET,651-431-5874,651-431-7404,MR. DAVID BORNUS,STATE,0,0,0,0,0,44,15,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
27851,MSOP PEXTON SHANTZ,100 FREEMAN DRIVE,ST. PETER,MN,56082,52,NICOLLET,651-431-5874,651-431-7404,MR. DAVID BORNUS,STATE,0,0,0,0,0,0,260,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30872,MSOP SUNRISE,100 FREEMAN DRIVE,ST. PETER,MN,56082,52,NICOLLET,651-431-5874,651-431-7404,MR. DAVID BORNUS,STATE,0,0,0,0,0,27,3,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1565,MTAI ALBERT PLACE,9911 13TH AVENUE SOUTH,BLOOMINGTON,MN,55425,27,HENNEPIN,763-442-7830,763-754-0332,CATHY HANSON,CORPORATION,0,0,0,0,0,5,0,0,,,,,0,,,,0,0,0,0,0,5,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1098,MTAI BLOOMINGTON,10633 KELL AVENUE SOUTH,BLOOMINGTON,MN,55437,27,HENNEPIN,952-881-2848,952-884-0179,CATHY HANSON,CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1021,MTAI BROOKLYN CENTER,507 69TH AVENUE NORTH,BROOKLYN CENTER,MN,55430,27,HENNEPIN,763-754-2505,763-754-0332,CATHY HANSON,CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1564,MTAI GLADSON,7350 RIDGEWAY ROAD,GOLDEN VALLEY,MN,55427,27,HENNEPIN,763-542-8340,763-542-3285,CATHY HANSON,CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1563,MTAI MINNEHAHA CREEK,8949 48TH AVENUE NORTH,NEW HOPE,MN,55428,27,HENNEPIN,763-537-9220,763-537-6416,CATHY HANSON,CORPORATION,0,0,0,0,0,5,0,0,,,,,0,,,,0,0,0,0,0,5,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1471,MTAI PLYMOUTH EAST,11550 52ND AVENUE NORTH,PLYMOUTH,MN,55413,27,HENNEPIN,763-208-4889,763-208-4890,CATHY HANSON,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1562,MTAI RICE CREEK,5402 FAIRVIEW AVENUE NORTH,CRYSTAL,MN,55428,27,HENNEPIN,763-754-2505,763-754-0332,CATHY HANSON,CORPORATION,0,0,0,0,0,0,5,0,,,,,0,,,,0,0,0,0,0,5,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1561,MTAI SAND CREEK,5555 WESTBROOK ROAD,GOLDEN VALLEY,MN,55422,27,HENNEPIN,763-545-7086,763-545-4251,CATHY HANSON,CORPORATION,0,0,0,0,0,5,0,0,,,,,0,,,,0,0,0,0,0,5,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1614,MTAI TRILLIUM,306 WESTGATE DRIVE,WINSTED,MN,55395,43,MCLEOD,320-485-3759,320-485-4738,CATHY HANSON,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1241,NEW LIFE TREATMENT CENTER,130 DAKOTA STREET,WOODSTOCK,MN,56186,59,PIPESTONE,507-777-4321,507-777-4284,MS. CHERYL THACKER,NONPROFIT CORPORATION,0,0,0,0,0,21,7,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
24059,NEW ULM MEDICAL CENTER,1324 5TH STREET NORTH,NEW ULM,MN,56073,8,BROWN,507-217-5000,507-217-5575,MR. TOBY FREIER,NONPROFIT CORPORATION,0,0,0,0,0,10,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1608,NORTHLAND RECOVERY CENTER,1215 7TH AVENUE SE,GRAND RAPIDS,MN,55744,31,ITASCA,218-313-1315,218-327-1932,COLLEEN MACKEY,NONPROFIT CORPORATION,0,0,0,0,0,0,34,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
33695,NORTHWOOD CHILDRENS SVS INC,4000 WEST 9TH STREET,DULUTH,MN,55807,69,SAINT LOUIS,218-628-0237,218-724-0215,MR. RICHARD WOLLEAT,NONPROFIT CORPORATION,0,0,0,0,0,0,48,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1516,OASIS,6739 GOLDEN VALLEY ROAD,GOLDEN VALLEY,MN,55427,27,HENNEPIN,763-544-1447,763-544-0833,SOUMONTHA MANIKHAM,CORPORATION,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1293,ON BELAY HOUSE,115 FORESTVIEW LANE NORTH,PLYMOUTH,MN,55441,27,HENNEPIN,763-546-8008,763-546-7674,JON BENSON,CORPORATION,0,0,0,0,0,20,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1366,ORONO WOODLANDS,2100 6TH AVENUE NORTH BOX 507,LONG LAKE,MN,55356,27,HENNEPIN,952-473-0852,952-473-8428,TOM GILLESPIE,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
25956,PAUL'S PLACE,22355 ALBATROSS CIRCLE,FARMINGTON,MN,55024,19,DAKOTA,651-734-9633,651-734-9533,JENNIFER FRAZER JOHN,LIMITED LIABILITY COMPANY,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1556,PEOPLE II,1380 WEST MINNEHAHA PARKWAY,MINNEAPOLIS,MN,55419,27,HENNEPIN,651-774-0011,651-229-5390,MS. JILL WIEDEMANN WEST,NONPROFIT CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
23589,PHOENIX AT CARVER,2465 CARVER AVENUE,MAPLEWOOD,MN,55119,62,RAMSEY,651-227-7655,651-227-6847,MS. DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
23428,PHOENIX AT CASWELL,2168 12TH STREET,WHITE BEAR LAKE,MN,55110,62,RAMSEY,651-227-7655,651-227-6847,MS. DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1649,PHOENIX AT CENTERVILLE,785 COUNTY ROAD EAST,VADNAIS HEIGHTS,MN,55127,62,RAMSEY,651-227-7655,651-227-6847,MS. DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
23482,PHOENIX AT DOUGLAS,1538 POINT DOUGLAS ROAD SOUTH,ST. PAUL,MN,55119,62,RAMSEY,651-227-7655,651-227-6847,MS. DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1648,PHOENIX AT ENGLISH,1336 COUNTY ROAD EAST,VADNAIS HEIGHTS,MN,55110,62,RAMSEY,651-227-7655,651-227-6847,DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
23483,PHOENIX AT FOSS,1500 AMES AVENUE,ST. PAUL,MN,55106,62,RAMSEY,651-227-7655,651-227-6847,MS. DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
23588,PHOENIX AT JANET COURT,1769 JANET COURT,ARDEN HILLS,MN,55112,62,RAMSEY,651-227-7655,651-227-6847,MS. DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
23427,PHOENIX AT LUDDEN,7717 LONG LAKE ROAD,MOUNDS VIEW,MN,55112,62,RAMSEY,651-227-7655,651-227-6847,MS. DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
23519,PHOENIX AT NEWPORT,351 14TH STREET,NEWPORT,MN,55055,82,WASHINGTON,651-227-7655,651-227-6847,MS. DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1195,PHOENIX AT VIKING,645 VIKING DRIVE EAST,ST. PAUL,MN,55117,62,RAMSEY,651-227-7655,651-227-6847,MS. DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1578,PINE MANORS INC,22195 STATE 34,NEVIS,MN,56467,29,HUBBARD,218-732-4337,218-732-0399,MS. RACHEL MUELLER,CORPORATION,0,0,0,0,0,28,8,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1520,PRAIRIE VIEW,2220 27TH STREET,SLAYTON,MN,56172,51,MURRAY,218-310-4322,952-226-5806,MR. CHAD BAUMGARTNER,CORPORATION,0,0,0,0,0,0,14,0,,,,,0,,,,0,0,0,0,0,14,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
23697,PRAIRIES EDGE,152 COUGAR DRIVE,MANKATO,MN,56001,7,BLUE EARTH,507-387-8281,507-625-9948,MS. LINDA LEIDING,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1194,PREFERRED RESIDENTIAL LIFESTYL,108 9TH STREET,WINDOM,MN,56101,17,COTTONWOOD,952-922-6776,952-922-6885,DEVIN NELSON,CORPORATION,0,0,0,0,0,0,18,0,,,,,0,,,,0,0,0,0,0,18,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1405,PRIDE INSTITUTE,14400 MARTIN DRIVE,EDEN PRAIRIE,MN,55344,27,HENNEPIN,952-345-1881,952-934-8764,TERRI HAYDEN,CORPORATION,0,0,0,0,0,42,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
21953,PROJECT TURNABOUT,660 18TH STREET,GRANITE FALLS,MN,56241,87,YELLOW MEDICINE,320-564-4911,320-564-3122,MARTHA PAULSON-STROMMEN,NONPROFIT CORPORATION,0,0,0,0,0,96,15,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1617,PROJECT TURNABOUT HALFWAY HSE,1220 BIRCH STREET,MARSHALL,MN,56258,42,LYON,507-532-3008,507-532-3056,MARTHA PAULSON-STROMMEN,NONPROFIT CORPORATION,0,0,0,0,0,24,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1549,RADIAS HEALTH,1096 GERVAIS AVENUE,MAPLEWOOD,MN,55109,62,RAMSEY,651-256-1260,651-291-7578,TERRY SCHNEIDER,OTHER NONPROFIT OWNERSHIP,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1572,RAJWOOD,2951 BARTELMY LANE,MAPLEWOOD,MN,55109,62,RAMSEY,651-483-9500,651-483-0775,MR. JIM MARTIN,NONPROFIT CORPORATION,0,0,0,0,0,4,0,0,,,,,0,,,,0,0,0,0,0,4,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1571,RAMSEY COUNTY DETOX CENTER,402 UNIVERSITY AVENUE EAST,ST. PAUL,MN,55130,62,RAMSEY,651-266-4009,651-266-4439,BILL CALMBACHER,COUNTY,0,0,0,0,0,10,40,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
