Facility ID,Facility Name,Address,City,State,Zip Code,County,Phone Number,Ownership Type,State Facility Type 1 Literal,State Facility Type 2 Literal
30674,DIGNITY AND GRACE,823 STATE HIGHWAY 371 NW,BACKUS,MN,56435,CASS,218-947-4445,CORPORATION,Housing With Services,Assisted Living Services
35304,DIGNITY HEALTHCARE SERVICES,3132 SIXTH AVENUE,ANOKA,MN,55303,ANOKA,763-703-4633,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
35886,DIGNITY HOME CARE LLC,8613 ZENITH ROAD,BLOOMINGTON,MN,55431,HENNEPIN,612-402-9116,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
37713,DIS-GENERATION GROUP INC,9032 PRESTWICK PARKWAY,BROOKLYN PARK,MN,55443,HENNEPIN,763-315-3020,CORPORATION,Housing With Services,Assisted Living Services
33047,DIS-GENERATION GROUP INC,6617 QUEBEC AVENUE,BROOKLYN PARK,MN,55428,HENNEPIN,763-443-7434,CORPORATION,Housing With Services,
34602,DIS-GENERATION GROUP INC,6825 46TH AVENUE NORTH,CRYSTAL,MN,55428,HENNEPIN,763-205-0467,CORPORATION,Housing With Services,Dementia Unit/Dementia Program
37167,DIVERSITY UNION GROUP HOME LLC,2810 JAMES AVENUE NORTH,MINNEAPOLIS,MN,55411,HENNEPIN,952-201-5354,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
32164,DIVINE CARE LLC,2606 RIVER HILLS DRIVE,BURNSVILLE,MN,55337,DAKOTA,612-423-9765,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
33148,DIVINE CARE LLC,14135 GARRETT AVENUE,APPLE VALLEY,MN,55124,DAKOTA,612-423-9765,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
33648,DIVINE HEALING HOME CARE LLC,9823 102ND AVENUE NORTH,MAPLE GROVE,MN,55369,HENNEPIN,763-566-1378,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
35228,DIVINE HEALTH HOME CARE LLC,8229 JUNE AVENUE NORTH,BROOKLYN PARK,MN,55443,HENNEPIN,None,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
36163,DIVINE HOME CARE SERVICES LLC,3307 O'HENRY ROAD,BROOKLYN CENTER,MN,55429,HENNEPIN,612-703-2986,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
21124,DIVINE HOUSE INCVALLEY,505 33RD ST NW,WILLMAR,MN,56201,KANDIYOHI,320-441-7001,CORPORATION,Housing With Services,Assisted Living Services
35311,DOMINION HEALTH CARE SERVICES,5421 PENN AVENUE NORTH,BROOKLYN PARK,MN,55430,HENNEPIN,612-812-4744,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
37524,DOMINION HEALTHCARE SERVICES,6918 GRIMES AVENUE NORTH,BROOKLYN CENTER,MN,55429,HENNEPIN,612-812-4744,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
35100,DOODI'S BEST CARE,5624 36TH AVENUE SOUTH,MINNEAPOLIS,MN,55417,HENNEPIN,612-227-0810,CORPORATION,Housing With Services,Assisted Living Services
34515,DOSWELL HOME,2218 DOSWELL AVENUE,ST PAUL,MN,55108,RAMSEY,651-207-5887,CORPORATION,Housing With Services,Assisted Living Services
35134,DOUGLAS HOME,8936 DOUGLAS DRIVE NORTH,BROOKLYN PARK,MN,55445,HENNEPIN,763-377-0836,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
26116,DR THOMAS H JOHNSON HWS,5518 OLIVER AVENUE SOUTH,MINNEAPOLIS,MN,55419,HENNEPIN,612-285-8743,CORPORATION,Housing With Services,
24377,DR THOMAS H JOHNSON HWS,5543 PENN AVENUE SOUTH,MINNEAPOLIS,MN,55419,HENNEPIN,612-285-8743,CORPORATION,Housing With Services,
23749,DR THOMAS H JOHNSON HWS,2221 WEST 55TH STREET,MINNEAPOLIS,MN,55419,HENNEPIN,612-285-8743,CORPORATION,Housing With Services,
21508,DR THOMAS H JOHNSON HWS,5515 PENN AVENUE SOUTH,MINNEAPOLIS,MN,55419,HENNEPIN,612-285-8743,CORPORATION,Housing With Services,
35493,DR THOMAS H JOHNSON HWS,4218 PORTLAND AVENUE SOUTH,MINNEAPOLIS,MN,55407,HENNEPIN,612-285-8743,CORPORATION,Housing With Services,
37655,DUALE INC,1167 15TH AVENUE SE,MINNEAPOLIS,MN,55414,HENNEPIN,612-644-8831,CORPORATION,Housing With Services,Assisted Living Services
34807,DYNAMIC HEALTHCARE LLC,2680 WESTERN AVENUE NORTH,ROSEVILLE,MN,55113,RAMSEY,651-756-8372,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
31786,EAGAN POINTE SENIOR LIVING LLC,4232 BLACK HAWK ROAD,EAGAN,MN,55122,DAKOTA,651-724-2312,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
36221,EAGANCARE BEHAVIORAL HEALTH,1766 GABBRO TRAIL,EAGAN,MN,55122,DAKOTA,763-639-3356,PARTNERSHIP,Housing With Services,Assisted Living Services
37267,EAGANCARE BEHAVIORAL HEALTH SE,1901 TAMARACK LANE,BURNSVILLE,MN,55337,DAKOTA,763-639-3356,PARTNERSHIP,Housing With Services,Assisted Living Services
24032,EAGLE CREST ARBOR,2955 LINCOLN DRIVE,ROSEVILLE,MN,55113,RAMSEY,651-628-3000,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20065,EAGLE CREST COMMONS,2945 LINCOLN DRIVE,ROSEVILLE,MN,55113,RAMSEY,651-628-3001,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
35094,EAGLE GROUP HOME INC,3414 OAKLAND AVENUE SOUTH,MINNEAPOLIS,MN,55407,HENNEPIN,612-354-3024,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
20835,EAGLE STREET CATERED LIVING,12009 EAGLE STREET,COON RAPIDS,MN,55448,ANOKA,763-862-5438,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
35848,EASE COMFORT LLC,6909 RUSSELL AVENUE SOUTH,RICHFIELD,MN,55423,HENNEPIN,612-644-8005,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
35846,EASE COMFORT LLC,7620 HARRIET AVENUE SOUTH,RICHFIELD,MN,55423,HENNEPIN,612-644-8005,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
22007,EAST RIDGE COURT,219 SE ELM AVENUE,RENVILLE,MN,56284,RENVILLE,320-329-3901,NONPROFIT CORPORATION,Housing With Services,
30743,EASTWOOD ASSISTED LIVING,170 VALHALLA CIRCLE,MORA,MN,55051,KANABEC,320-679-2916,CITY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
26797,EBENEZER LAKES SENIOR HOUSING,5430 MEADOW LANE,WYOMING,MN,55092,CHISAGO,651-982-6228,NONPROFIT CORPORATION,Housing With Services,
25997,ECUMEN DET LKS THE COTTAGE,1435 MADISON AVENUE,DETROIT LAKES,MN,56501,BECKER,218-844-9437,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
23721,ECUMEN DETROIT LKS THE MADISON,1405 MADISON AVENUE,DETROIT LAKES,MN,56501,BECKER,218-844-9431,NONPROFIT CORPORATION,Housing With Services,
30492,ECUMEN DULUTH THE SHORES,4000 LONDON ROAD,DULUTH,MN,55804,SAINT LOUIS,218-625-8280,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30795,ECUMEN HUTCHINSON THE OAKS,945 CENTURY AVENUE SW,HUTCHINSON,MN,55350,MCLEOD,320-484-9150,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
23788,ECUMEN HUTCHINSON THE PINES,1015 CENTURY AVENUE SW,HUTCHINSON,MN,55350,MCLEOD,320-484-9153,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services
20114,ECUMEN LAKEVIEW COMMONS,1200 NORTH LAKEWOOD DRIVE,MAPLEWOOD,MN,55119,RAMSEY,651-770-1111,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30638,ECUMEN NORTH BRANCH,5379 383RD STREET,NORTH BRANCH,MN,55056,CHISAGO,651-237-3000,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30785,ECUMEN PRAIRIE HILL,1305 MARSHALL STREET,ST PETER,MN,56082,NICOLLET,507-484-2203,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30768,ECUMEN SAND PRAIRIE,700 KNIGHT STREET,ST PETER,MN,56082,NICOLLET,507-484-2203,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services
30758,ECUMEN SEASONS AT APPLE VALLEY,15359 FOUNDERS LANE,APPLE VALLEY,MN,55124,DAKOTA,952-698-5300,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
27398,ECUMEN SEASONS AT MAPLEWOOD,1670 LEGACY PARKWAY EAST,MAPLEWOOD,MN,55109,RAMSEY,651-760-3502,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20011,ECUMEN WORTHINGTON THE MEADOWS,1801 COLLEGEWAY,WORTHINGTON,MN,56187,NOBLES,507-372-7838,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
37396,EDDIES PLACE,5233 MAPLE GROVE ROAD,HERMANTOWN,MN,55811,SAINT LOUIS,218-348-7700,LIMITED LIABILITY COMPANY,Housing With Services,
29433,EDEN HOMES INC,3714 BRYANT AVENUE NORTH,MINNEAPOLIS,MN,55412,HENNEPIN,612-245-4140,CORPORATION,Housing With Services,Assisted Living Services
33757,EDEN HOMES INC,7411 QUEEN AVENUE SOUTH,RICHFIELD,MN,55423,HENNEPIN,612-987-7676,CORPORATION,Housing With Services,Assisted Living Services
35557,EDEN HOMES INC,4201 33RD AVENUE SOUTH,MINNEAPOLIS,MN,55406,HENNEPIN,612-987-7676,CORPORATION,Housing With Services,Assisted Living Services
35049,EDEN PRAIRIE SENIOR LIVING LLC,8480 FRANLO ROAD,EDEN PRAIRIE,MN,55344,HENNEPIN,651-600-1821,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20552,EDGEBROOK ESTATES,505 TROSKY ROAD WEST,EDGERTON,MN,56128,PIPESTONE,507-442-7121,NONPROFIT CORPORATION,Housing With Services,
30472,EDGEBROOK ESTATES ASSISTED LVG,301 5TH AVENUE NORTH,EDGERTON,MN,56128,PIPESTONE,507-442-5080,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services
32457,EDGEMONT PLACE ALZHEIMER'S,11748 ULYSSES LANE NE,BLAINE,MN,55434,ANOKA,763-862-7000,LIMITED LIABILITY COMPANY,Housing With Services,Dementia Unit/Dementia Program
30729,EDGEWOOD ALEX SENIOR LIVING,1902 7TH AVENUE EAST,ALEXANDRIA,MN,56308,DOUGLAS,320-759-2121,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30293,EDGEWOOD BAXTER LLC,14211 FIREWOOD DRIVE,BAXTER,MN,56425,CROW WING,218-828-4770,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
29791,EDGEWOOD BLAINE LLC,12450 CLOUD DRIVE NE,BLAINE,MN,55449,ANOKA,763-754-7123,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30411,EDGEWOOD BRAINERD SENIOR LIVIN,14890 BEAVER DAM ROAD,BRAINERD,MN,56401,CROW WING,218-828-3691,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30573,EDGEWOOD CARE INC,102 10TH AVENUE PO BOX 39,BOVEY,MN,55709,ITASCA,218-245-3550,CORPORATION,Housing With Services,Assisted Living Services
30631,EDGEWOOD EGF SENIOR LIVING,608 5TH AVENUE NW,EAST GRAND FORKS,MN,56721,POLK,218-773-6648,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20853,EDGEWOOD HERMANTOWN I SENIOR L,4175 WESTBERG ROAD,HERMANTOWN,MN,55811,SAINT LOUIS,218-723-8905,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30824,EDGEWOOD HERMANTOWN I SR LVG,4195 WESTBERG ROAD,HERMANTOWN,MN,55811,SAINT LOUIS,218-723-8905,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
23990,EDGEWOOD HERMANTOWN II SR LVG,4125 WESTBERG ROAD,HERMANTOWN,MN,55811,SAINT LOUIS,218-723-8905,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
30760,EDGEWOOD MAY CREEK LLC,303 10TH STREET SOUTH,WALKER,MN,56484,CASS,218-547-4515,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
26256,EDGEWOOD MAY CREEK LLC,301 10TH STREET SOUTH,WALKER,MN,56484,CASS,218-547-4515,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
26255,EDGEWOOD MAY CREEK LLC,299 10TH STREET SOUTH,WALKER,MN,56484,CASS,218-547-4515,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
33562,EDGEWOOD PLACE,6517 EDGEWOOD AVENUE NORTH,BROOKLYN PARK,MN,55428,HENNEPIN,763-493-5067,LIMITED LIABILITY COMPANY,Housing With Services,
26585,EDGEWOOD SARTELL LLC,677 BRIANNA DRIVE,SARTELL,MN,56377,STEARNS,320-281-3343,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
30709,EDGEWOOD SARTELL LLC,673 BRIANNA DRIVE,SARTELL,MN,56377,STEARNS,320-281-3343,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30738,EDGEWOOD VIRGINIA I SENIOR LIV,705 17TH STREET NORTH,VIRGINIA,MN,55792,SAINT LOUIS,218-741-7106,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
21354,EDGEWOOD VIRGINIA I SENIOR LIV,605 17TH STREET NORTH,VIRGINIA,MN,55792,SAINT LOUIS,218-741-7106,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
36554,EDINBROOK HOME,2000 EDINBROOK COURT,BROOKLYN PARK,MN,55443,HENNEPIN,612-203-4758,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
20104,ELDER HOMESTEAD,11400 4TH STREET NORTH,MINNETONKA,MN,55343,HENNEPIN,952-283-2600,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
23986,ELDERWOOD OF HINCKLEY,710 SPRING LANE,HINCKLEY,MN,55037,PINE,320-384-7373,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
36010,ELEGED HOME CARE INC,2640 POLK STREET NE,MINNEAPOLIS,MN,55418,HENNEPIN,612-315-4497,CORPORATION,Housing With Services,
36008,ELEGED HOME CARE INC,2824 OAKLAND AVENUE,MINNEAPOLIS,MN,55407,HENNEPIN,612-800-3105,CORPORATION,Housing With Services,
30597,ELIM SHORES,7900 TIMBER LAKE DRIVE,EDEN PRAIRIE,MN,55347,HENNEPIN,952-934-3005,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services
37029,ELITE CARE GIVER GROUP-HOME,1067 12TH AVENUE SE,MINNEAPOLIS,MN,55414,HENNEPIN,612-735-4181,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
36036,ELITE NURSING SERVICES INC,3100 THURBER ROAD,BROOKLYN CENTER,MN,55430,HENNEPIN,763-421-3613,CORPORATION,Housing With Services,Assisted Living Services
34823,ELITE QUALITY SERVICES LLC,3555 MAIN STREET NE,MINNEAPOLIS,MN,55418,HENNEPIN,952-465-1522,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
36080,ELITE QUALITY SERVICES LLC,3614 2 1/2 STREET NE,MINNEAPOLIS,MN,55418,HENNEPIN,952-465-1522,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
33055,ELIZJOSEPH HEALTHCARE LLC,4225 66TH AVENUE NORTH,BROOKLYN CENTER,MN,55429,HENNEPIN,612-886-9404,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
33729,ELIZJOSEPH HEALTHCARE LLC,7130 FREMONT AVENUE NORTH,BROOKLYN CENTER,MN,55430,HENNEPIN,612-886-9404,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
34249,ELIZJOSEPH HEALTHCARE LLC,7101 GIRARD AVENUE NORTH,BROOKLYN CENTER,MN,55430,HENNEPIN,612-886-9404,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
35016,ELIZJOSEPH HEALTHCARE LLC,5325 NEWTON AVENUE NORTH,BROOKLYN CENTR,MN,55430,HENNEPIN,612-886-9404,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
33418,ELIZJOSEPH HEALTHCARE LLC,1706 AMY LANE,BROOKLYN CENTER,MN,55430,HENNEPIN,612-886-9404,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
34426,ELK RIDGE ALZHEIMER'S SPECIAL,1700 BEAM AVENUE,MAPLEWOOD,MN,55109,RAMSEY,651-779-0500,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
27188,ELK RIDGE ASSISTED LIVING SC,825 7TH AVENUE SW,PERHAM,MN,56573,OTTER TAIL,218-346-3167,CORPORATION,Housing With Services,Assisted Living Services
30546,ELK RIDGE ASSISTED LIVING SC,821 7TH AVENUE SW,PERHAM,MN,56573,OTTER TAIL,218-346-3080,CORPORATION,Housing With Services,Assisted Living Services
31250,ELK RIDGE ASSISTED LIVING SC,826 7TH AVENUE SW,PERHAM,MN,56573,OTTER TAIL,218-346-2770,CORPORATION,Housing With Services,Assisted Living Services
34079,ELK RIVER SENIOR LIVING,11124 183RD CIRCLE NW,ELK RIVER,MN,55330,SHERBURNE,763-276-7076,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30591,ELMHURST COMMONS,400 3RD STREET SW,BRAHAM,MN,55006,ISANTI,320-396-0440,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
31417,ELMORE ASSISTED LIVING,202 EAST NORTH STREET,ELMORE,MN,56027,FARIBAULT,507-943-3333,CORPORATION,Housing With Services,
25889,ELY CAREFREE LIVING,100 SOUTH 2ND AVENUE WEST,ELY,MN,55731,SAINT LOUIS,218-365-2261,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
25890,ELY CAREFREE LIVING,200 SOUTH 2ND AVENUE WEST,ELY,MN,55731,SAINT LOUIS,218-365-2261,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
25891,ELY CAREFREE LIVING,140 SOUTH 2ND AVENUE WEST,ELY,MN,55731,SAINT LOUIS,218-365-2261,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
31876,ELYSIAN OF LAKE CITY,480 WEST GRANT STREET,LAKE CITY,MN,55041,GOODHUE,651-448-8333,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30188,ELYSIAN SENIOR HOMES OF CHANHA,1850 PIONEER TRAIL,CHANHASSEN,MN,55317,CARVER,952-448-4800,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
36629,ELYSIAN SENIOR HOMES OF DULUTH,110 COFFEE CREEK BOULEVARD,DULUTH,MN,55811,SAINT LOUIS,218-464-9400,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20861,EMERALD CREST OF BURNSVILLE,453 EAST TRAVELERS TRAIL,BURNSVILLE,MN,55337,DAKOTA,952-856-7522,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
21141,EMERALD CREST OF BURNSVILLE,457 EAST TRAVELERS TRAIL,BURNSVILLE,MN,55337,DAKOTA,952-856-7522,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20952,EMERALD CREST OF BURNSVILLE,455 EAST TRAVELERS TRAIL,BURNSVILLE,MN,55337,DAKOTA,952-856-7522,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20860,EMERALD CREST OF BURNSVILLE,451 EAST TRAVELERS TRAIL,BURNSVILLE,MN,55337,DAKOTA,952-856-7522,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20563,EMERALD CREST OF MINNETONKA,13401 LAKE STREET EXTENSION,MINNETONKA,MN,55305,HENNEPIN,952-856-7522,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20705,EMERALD CREST OF MINNETONKA,13417 LAKE STREET EXTENSION,MINNETONKA,MN,55305,HENNEPIN,952-856-7522,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20564,EMERALD CREST OF MINNETONKA,13409 LAKE STREET EXTENSION,MINNETONKA,MN,55305,HENNEPIN,952-856-7522,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
21389,EMERALD CREST OF SHAKOPEE,1855 10TH AVENUE WEST,SHAKOPEE,MN,55379,SCOTT,952-856-7522,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
24028,EMERALD CREST OF VICTORIA,8150 BAVARIA ROAD,VICTORIA,MN,55386,CARVER,952-856-7522,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20586,EMMAUS PLACE,200 NORTH HOLCOMBE AVENUE,LITCHFIELD,MN,55355,MEEKER,320-693-2430,NONPROFIT CORPORATION,Housing With Services,
32428,EMPATHY HOME CARE INC,6727 46TH AVENUE NORTH,CRYSTAL,MN,55428,HENNEPIN,612-245-1561,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
34731,EMPATHY HOME CARE INC,7325 KENTUCKY AVENUE NORTH,BROOKLYN PARK,MN,55428,HENNEPIN,612-245-1561,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
34730,EMPATHY HOME CARE INC,7333 KENTUCKY AVENUE NORTH,BROOKLYN PARK,MN,55428,HENNEPIN,612-245-1561,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
33955,EMPATHY HOME CARE INC,6501 BROOKLYN DRIVE,BROOKLYN CENTER,MN,55430,HENNEPIN,612-245-1561,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
33496,EMPATHY HOME CARE INC,3703 COLORADO AVENUE NORTH,CRYSTAL,MN,55428,HENNEPIN,612-245-1561,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
33670,EMPATHY HOME CARE INC,7556 SCOTT AVENUE NORTH,BROOKLYN PARK,MN,55443,HENNEPIN,612-245-1561,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
35501,EMPATHY HOME CARE INC,6428 46TH PLACE NE,CRYSTAL,MN,55428,HENNEPIN,612-245-1561,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
35600,EMPATHY HOME CARE INC,3309 80TH AVENUE NORTH,BROOKLYN PARK,MN,55443,HENNEPIN,612-245-1561,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
34496,EMPATHY HOME CARE INC,7025 LOGAN AVENUE NORTH,BROOKLYN CENTER,MN,55430,HENNEPIN,612-425-1561,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
37543,EMPATHY HOME CARE INC.,11850 47TH PLACE NORTHEAST,ST. MICHAEL,MN,55376,HENNEPIN,612-245-1561,CORPORATION,Housing With Services,Assisted Living Services
37541,EMPATHY HOME CARE INC.,5743 JUNEAU LANE NORTH,PLYMOUTH,MN,55446,HENNEPIN,612-245-1561,CORPORATION,Housing With Services,Assisted Living Services
37539,EMPATHY HOME CARE INC.,18359 BEARPATH TRAIL,EDEN PRAIRIE,MN,55347,HENNEPIN,612-245-1561,CORPORATION,Housing With Services,Assisted Living Services
35562,EMPIRE SYSTEMS HOME CARE,3301 LAWRENCE ROAD,BROOKLYN CENTER,MN,55429,HENNEPIN,763-225-7396,CORPORATION,Housing With Services,Assisted Living Services
35563,EMPIRE SYSTEMS HOME CARE,4034 LAKE ROAD AVENUE,ROBBINSDALE,MN,55422,HENNEPIN,763-225-7396,CORPORATION,Housing With Services,Assisted Living Services
34526,EMPIRE SYSTEMS HOME CARE,6012 YORK AVENUE NORTH,BROOKLYN CENTER,MN,55430,HENNEPIN,763-237-2402,CORPORATION,Housing With Services,Assisted Living Services
34525,EMPIRE SYSTEMS HOME CARE,6324 SCOTT AVENUE NORTH,BROOKLYN CENTER,MN,55429,HENNEPIN,763-237-2402,CORPORATION,Housing With Services,Assisted Living Services
30893,ENGEL HAUS,5101 KASSEL AVENUE NE,ALBERTVILLE,MN,55301,WRIGHT,763-498-4594,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
21145,ENGLISH ROSE SUITES B HILLS,6941 VALLEY VIEW ROAD,EDINA,MN,55439,HENNEPIN,952-983-0412,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
34598,ENGLISH ROSE SUITES GLEASON,6200 LOCH MOOR DRIVE,EDINA,MN,55439,HENNEPIN,952-983-0412,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
33249,ENGLISH ROSE SUITES INDIAN HIL,6400 TIMBER RIDGE,EDINA,MN,55439,HENNEPIN,952-983-0412,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20426,ENGLISH ROSE SUITES INTERLACHE,609 BLAKE ROAD SOUTH,EDINA,MN,55343,HENNEPIN,952-983-0412,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
25762,ENGLISH ROSE SUITES LOCH WOOD,6201 LOCH MOOR DRIVE,EDINA,MN,55439,HENNEPIN,952-983-0412,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
35136,ENHANCE LIVING INC,1377 SEARLE STREET,ST PAUL,MN,55130,RAMSEY,651-447-8430,CORPORATION,Housing With Services,Assisted Living Services
37166,ENHANCED CARE ASSISTED LIVING,1586 BEECH STREET,ST. PAUL,MN,55107,RAMSEY,651-320-2717,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
37165,ENHANCED CARE ASSISTED LIVING,1806 7TH STREET EAST,ST. PAUL,MN,55119,RAMSEY,651-302-2717,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
37164,ENHANCED CARE ASSISTED LIVING,1976 MINNEHAHA AVENUE EAST,ST. PAUL,MN,55119,RAMSEY,None,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
37163,ENHANCED CARE ASSISTED LIVING,824 PLEASANT AVENUE,ST. PAUL PARK,MN,55071,WASHINGTON,651-302-2717,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
