Your selection for all Housing With Services found 2557 providers .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFID,NAME,ADDRESS,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,TELEPHONE,FAX,ADMINISTRATOR,LIC_TYPE,HOSP_BEDS,BASS_BEDS,PSY_HOSP_BEDS,NH_BEDS,BCH_BEDS,SLFA_BEDS,SLFB_BEDS,OTHER_BEDS,HCP_TYPE,HWS,HWS_TYPE,OPS,HOSP18_BEDS,CAH,DEEMED,SWING,PSY18_BEDS,SNF_BEDS,SNFNF_BEDS,NF1_BEDS,NF2_BEDS,ICFMR_BEDS,HHA,HOSPICE,CMHC,CORF,ESRD,ASC,PPSP,PPSR,REHAB,RHC,XRAY,BLSS,MOBHES,BC,ICFMR,HCBS_PRV,SE_PRV,SNSA_PRV
33972,CARING HEART HOME HEALTHCARE,1826 MARYLAND AVENUE EAST,ST PAUL,MN,55119,62,RAMSEY,612-584-4163,612-298-8037,MS DARSHAE UNDERWOOD,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
34779,CARING HEART HOME HEALTHCARE,1706 MARYLAND AVENUE EAST,ST PAUL,MN,55106,62,RAMSEY,612-584-4163,952-303-4664,MS. DARSHAE UNDERWOOD,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36157,CARING HEARTS HOME CARE INC,2916 BLOOMINGTON AVENUE,MINNEAPOLIS,MN,55407,27,HENNEPIN,612-404-1005,None,ALLA NAMUS,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37697,CARING HOME HEALTH INC,2540 12TH AVENUE SOUTH UNIT #2,MINNEAPOLIS,MN,55404,27,HENNEPIN,612-254-4949,612-293-8592,AYUB SHARIF,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35607,CARING HOME HEALTH INC,2536 28TH AVENUE SOUTH,MINNEAPOLIS,MN,55406,27,HENNEPIN,612-254-4949,612-293-8592,CARING AYUB SHARIF,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37563,CARING HOME HEALTH INC,2540 12TH AVENUE SOUTH UNIT #1,MINNEAPOLIS,MN,55404,27,HENNEPIN,612-254-4949,612-293-8592,AYUB SHARIF,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
29536,CARING MEADOWS,7723 BROOKLYN BOULEVARD,BROOKLYN PARK,MN,55443,27,HENNEPIN,763-208-9971,763-270-0294,MS. BRANDI STAMPER,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
33553,CARING MEADOWS II,7715 BROOKLYN BOULEVARD,BROOKLYN PARK,MN,55443,27,HENNEPIN,762-205-3780,763-566-4341,MS. BRANDI STAMPER,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
31336,CARING NURSES LLC,7700 SHINGLE CREEK DRIVE,BROOKLYN PARK,MN,55443,27,HENNEPIN,763-566-4325,763-566-4341,MS. BRANDI STAMPER,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
27459,CARING NURSES LLC,4426 LADYSLIPPER AVENUE NORTH,BROOKLYN PARK,MN,55443,27,HENNEPIN,763-566-4325,763-566-4341,MS. BRANDI STAMPER,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
33551,CARING NURSES LLC,7601 REGENT AVENUE NORTH,BROOKLYN PARK,MN,55443,27,HENNEPIN,763-566-4325,763-566-4341,MS. BRANDI STAMPER,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36815,CARING ROSE HOMES LLC,1043 HAGUE AVENUE,ST. PAUL,MN,55104,62,RAMSEY,440-832-1937,None,HODAN MAHAMUD,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36779,CARINGHANDS LLC,2901 WEST 90TH STREET,BLOOMINGTON,MN,55431,27,HENNEPIN,612-205-7792,612-460-6222,MARIAM FARAH,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30694,CARLTON PLACE,813 3RD STREET,CARLTON,MN,55718,9,CARLTON,218-384-8441,218-384-8442,MR. TIM ZWICKEY,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
28388,CARONDELET VILLAGE,525 FAIRVIEW AVENUE SOUTH,ST PAUL,MN,55116,62,RAMSEY,651-695-5000,651-695-5001,MS ANNE O'CONNOR,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35876,CARRIAGE HOUSE SENIOR LIVING,175 EAST DERRYNENE STREET,LE CENTER,MN,56057,40,LESUEUR,507-227-7968,None,DEL SPRONK,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
27101,CARRIS HEALTH - REDWOOD LLC,400 VEDA DRIVE,REDWOOD FALLS,MN,56283,64,REDWOOD,507-627-2224,507-627-2233,MS. CARNIE ALLEX,OTHER NONPROFIT OWNERSHIP,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35660,CARVER RIDGE SENIOR LIVING,920 6TH STREET WEST,CARVER,MN,55315,10,CARVER,952-214-0400,None,ANDREA OLMSCHEID,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
21183,CASTLE RIDGE MANOR HOUSE,615 PRAIRIE CENTER DRIVE,EDEN PRAIRIE,MN,55344,27,HENNEPIN,952-942-2100,952-942-2101,MS. MOLLY PAHL,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37076,CC GROUP HOME CARE INC.,3633 COLUMBUS AVENUE,MINNEAPOLIS,MN,55407,27,HENNEPIN,612-387-3039,None,FOWSIYA HASSAN,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
32499,CCHC GAGE EAST,920 40TH ST NW,ROCHESTER,MN,55901,55,OLMSTED,218-722-7161,218-720-3483,MR. RICK KLUN,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30829,CEDAR COTTAGE,1711 DELTON AVENUE NW,BEMIDJI,MN,56601,4,BELTRAMI,218-444-3047,218-444-7668,MRS. KATHLEEN BIRCHEM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30231,CEDAR COURT,810 WEST MAIN STREET,ADAMS,MN,55909,50,MOWER,507-582-3263,507-582-7793,MR ADAM WORKE,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
28803,CEDAR COVE ASSISTED LIVING,21596 CEDAR LAKE ROAD,SAUK CENTRE,MN,56378,73,STEARNS,320-732-1939,320-732-1087,MS. TAMMY BRUDER,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36636,CEDAR CREEK SENIOR LIVING,19131 TAYLOR STREET,EAST BETHEL,MN,55011,2,ANOKA,763-392-5443,None,MR. JOSH BERG,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
26903,CEDAR CREST OF SILVER LAKE,1401 MAIN STREET WEST,SILVER LAKE,MN,55381,43,MCLEOD,320-327-6577,320-327-0147,MS. TARA EWALD,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30438,CEDARS OF AUSTIN,700 1ST DRIVE NW,AUSTIN,MN,55912,50,MOWER,507-437-3246,507-437-3248,MS. LUCINDA GARDNER,PARTNERSHIP,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20316,CENTENNIAL HOUSE APPLE VALLEY,14625 PENNOCK AVENUE,APPLE VALLEY,MN,55124,19,DAKOTA,952-891-2711,952-891-4780,MS. LAUREN PAHNKE,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20074,CENTENNIAL VILLA,600 PARK STREET EAST,ANNANDALE,MN,55302,86,WRIGHT,320-274-5031,320-274-1330,MS. DEBORAH FLYGARE,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30825,CENTENNIAL VILLA ASSTD LIVING,660 PARK STREET EAST,ANNANDALE,MN,55302,86,WRIGHT,320-274-5031,320-274-1330,MS. DEBORAH FLYGARE,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
25919,CENTENNIAL VILLA MEMORY CARE,500 PARK STREET EAST,ANNANDALE,MN,55302,86,WRIGHT,320-274-5031,320-274-1330,MS. DEBORAH FLYGARE,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35962,CENTER CARE INC,3601 PORTLAND AVENUE,MINNEAPOLIS,MN,55407,27,HENNEPIN,612-986-3354,320-217-2285,PRESID ABDI MAHAMED,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35081,CENTER LIGHT CARE LLC,2511 4TH STREET NORTH,MINNEAPOLIS,MN,55411,27,HENNEPIN,612-423-0012,None,MS. NASRA AMIN,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30388,CENTRACARE - MELROSE PARK VIEW,125 5TH AVENUE NW,MELROSE,MN,56352,73,STEARNS,320-256-1769,320-256-4949,MRS. JENNIFER OLMSCHEID,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
33149,CENTRACARE- LP MEADOW PLACE,220 CENTRACARE DRIVE,LONG PRAIRIE,MN,56347,77,TODD,320-732-7208,320-200-3249,MR. DAN SWENSON,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
24178,CENTRAL MINNESOTA CARE,1409 BECKER AVE SE,WILLMAR,MN,56201,34,KANDIYOHI,320-441-7001,320-235-8069,MS. ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
23208,CENTRAL MINNESOTA SENIOR CARE,403 CARDINAL DRIVE,PRINSBURG,MN,56281,34,KANDIYOHI,320-441-7001,320-235-8069,MS. ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20166,CENTRAL MINNESOTA SENIOR CARE,2323 GORTON AVENUE SW,WILLMAR,MN,56201,34,KANDIYOHI,320-441-7001,320-235-8069,MS. ELIZABETH HILSTROM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20570,CENTRAL MINNESOTA SENIOR CARE,1232 PATRICA COURT EAST,MARSHALL,MN,56258,42,LYON,320-441-7001,320-235-8069,MS. ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20543,CENTRAL MINNESOTA SENIOR CARE,414 13TH ST S,BENSON,MN,56215,76,SWIFT,320-441-7001,320-235-8069,MS. ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20683,CENTRAL MINNESOTA SENIOR CARE,1008 10TH S S,BRAINERD,MN,56401,18,CROW WING,320-441-7001,320-235-8069,MS. ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
25021,CENTRAL MINNESOTA SENIOR CARE,300 JOHN ST,STARBUCK,MN,56381,61,POPE,320-441-7001,320-235-8069,MS. ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37350,CENTRAL MINNESOTA SENIOR CARE,116 SCHAAF STREET,MURDOCK,MN,56271,76,SWIFT,320-875-4515,320-235-8069,ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20357,CENTRAL MINNESOTA SENIOR CARE,287 HIGHWAY 29 N,BENSON,MN,56215,76,SWIFT,320-441-7001,320-235-8069,MS. ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20430,CENTRAL MINNESOTA SENIOR CARE,2323 GORTON AVENUE SW,WILLMAR,MN,56201,34,KANDIYOHI,320-441-7001,320-235-8069,MS. ELIZABETH HILSTROM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20317,CENTRAL MN SENIOR CARE,315 6TH ST SW,LITTLE FALLS,MN,56345,49,MORRISON,320-441-7001,320-235-8069,MS. ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20319,CENTRAL TOWERS LTD PARTNERSHIP,20 EAST EXCHANGE STREET,ST PAUL,MN,55101,62,RAMSEY,651-215-4600,651-298-9317,MS. KIRSTEN CARSON,PARTNERSHIP,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
21947,CERENITY RESIDENCE MARIAN,225 FRANK STREET,ST PAUL,MN,55106,62,RAMSEY,651-793-2100,651-771-4509,MS DEBORAH KREY,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30429,CERENITY RESIDENCE OF WBL,4615 2ND AVENUE,WHITE BEAR LAKE,MN,55110,62,RAMSEY,651-232-1868,651-288-7960,MRS. ASHLEY SOKUP,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30462,CERENITY RESIDENCE ON HUMBOLDT,514 HUMBOLDT AVENUE,ST PAUL,MN,55107,62,RAMSEY,651-220-1718,651-220-1724,MR WILLIAM WELLNER,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35970,CERENITY SENIOR CARE MARIAN,200 EARL STREET,ST PAUL,MN,55106,62,RAMSEY,651-793-2100,651-495-1915,KAY SCHUMACHER,OTHER NONPROFIT OWNERSHIP,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36231,"CHAMPIONS VILLAGE, LLC",7899 ALDEN WAY NE,FRIDLEY,MN,55432,2,ANOKA,612-817-5100,None,LALI GALAN,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30284,CHAMPLIN SHORES,119 EAST HAYDEN LAKE ROAD,CHAMPLIN,MN,55316,27,HENNEPIN,763-712-0118,763-712-0278,CONNIE CANNON,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30321,CHANDLER PLACE,3701 CHANDLER DRIVE NE,ST. ANTHONY,MN,55421,62,RAMSEY,612-788-7321,612-913-5370,MR. CRAIG EDINGER,PARTNERSHIP,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
21823,CHAPPY'S GOLDEN SHORES,540 PARK AVENUE,HILL CITY,MN,55748,1,AITKIN,218-697-2705,218-697-8145,THERESA OLSON,INDIVIDUAL,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35217,CHARITY CARE INC,2816 92ND CRESCENT NORTH,BROOKLYN PARK,MN,55443,27,HENNEPIN,763-273-6110,763-312-2278,MS CHARITY ONGERI,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36638,CHARITY CARE INC,10909 BRITTANY DRIVE NORTH,CHAMPLIN,MN,55316,27,HENNEPIN,763-273-6110,None,CHARITY ONGERI,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30329,CHARTERHOUSE INC,211 2ND STREET NW,ROCHESTER,MN,55901,55,OLMSTED,507-266-8572,507-266-6827,MS. LAURA SWENSON,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35083,CHASE COURAGEOUS HLTH SERVICES,7708 REGENT AVENUE NORTH,BROOKLYN PARK,MN,55443,27,HENNEPIN,612-707-9072,None,KRUBO MULBAH,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
32539,CHASKA HEIGHTS SENIOR LIVING,3120 CHESTNUT STREET NORTH,CHASKA,MN,55318,10,CARVER,952-361-6100,952-448-1671,MS. BONNIE HOUGH,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
34765,CHATEAU WATERS,960 19TH STREET SOUTH,SARTELL,MN,56377,73,STEARNS,320-534-3015,320-200-3204,MR. JOHN LINN,CHURCH RELATED,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
34880,CHEPSTON HOME HEALTHCARE LLC,8201 SIERRA PARKWAY,BROOKLYN PARK,MN,55444,27,HENNEPIN,612-644-7047,None,MR WASHINGTON TOE,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
32764,CHERRYWOOD 3315,3315 COOPER AVENUE SOUTH,ST. CLOUD,MN,56301,73,STEARNS,320-774-3780,320-774-3781,MS. WENDY HULSEBUS,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
32765,CHERRYWOOD 3325,3325 COOPER AVENUE SOUTH,ST. CLOUD,MN,56301,73,STEARNS,320-774-3780,320-774-3781,MS. WENDY HULSEBUS,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
29743,CHERRYWOOD OF ANDOVER 1889,1889 139TH AVENUE NW,ANDOVER,MN,55304,2,ANOKA,763-862-1006,763-862-1005,WENDY HULSEBUS,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
29744,CHERRYWOOD OF ANDOVER 1899,1899 139TH AVENUE NW,ANDOVER,MN,55304,2,ANOKA,763-862-1006,763-862-1005,WENDY HULSEBUS,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
28114,CHERRYWOOD OF BIG LAKE 171,171 HENRY ROAD,BIG LAKE,MN,55309,71,SHERBURNE,763-202-0308,763-262-0381,MS. WENDY HULSEBUS,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
28113,CHERRYWOOD OF BIG LAKE 177,177 HENRY ROAD,BIG LAKE,MN,55309,71,SHERBURNE,763-262-0308,763-262-0381,MS. WENDY HULSEBUS,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
27307,CHERRYWOOD OF RICHMOND,150 BARRY AVENUE NW,RICHMOND,MN,56368,73,STEARNS,320-597-6143,320-597-6141,MS. WENDY HULSEBUS,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
27308,CHERRYWOOD OF RICHMOND,140 BARRY AVENUE NW,RICHMOND,MN,56368,73,STEARNS,320-597-6143,320-597-6141,MS. WENDY HULSEBUS,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
28983,CHERRYWOOD OF ST. CLOUD 1030,1030 VOYAGEUR STREET,ST. CLOUD,MN,56301,73,STEARNS,320-774-1404,320-774-1405,MS. WENDY HULSEBUS,PARTNERSHIP,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
28982,CHERRYWOOD OF ST. CLOUD1036,1036 VOYAGEUR STREET,ST. CLOUD,MN,56303,73,STEARNS,320-774-1404,320-774-1405,MS. WENDY HULSEBUS,PARTNERSHIP,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
33262,CHERRYWOOD POINTE AT LEXINGTON,2680 LEXINGTON AVENUE NORTH,ROSEVILLE,MN,55113,62,RAMSEY,651-766-2266,651-766-2260,MS. ERIN HILLIGAN,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36899,CHERRYWOOD POINTE BLOOMINGTON,5501 AMERICAN BOULEVARD WEST,BLOOMINGTON,MN,55437,27,HENNEPIN,952-835-1014,None,SARAH ETHRIDGE,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
31808,CHERRYWOOD POINTE FOREST LAKE,231 BROADWAY AVENUE WEST,FOREST LAKE,MN,55025,82,WASHINGTON,651-464-2709,None,MRS ERIN HILLIGAN,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
33358,CHERRYWOOD POINTE MINNETONKA,2004 PLYMOUTH ROAD,MINNETONKA,MN,55305,27,HENNEPIN,952-525-4555,952-525-4540,MS. ERIN HILLIGAN,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
33599,CHERRYWOOD POINTE OF PLYMOUTH,18405 OLD ROCKFORD ROAD,PLYMOUTH,MN,55446,27,HENNEPIN,763-478-4244,763-478-4240,MS. ERIN HILLIGAN,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
