Facility ID,Facility Name,Address,State,City,County,Zip Code,Phone Number,State Facility Type 1 Literal,State Facility Type 2 Literal,Date Accessed
3916,Bloom At German Church,2250 HARVEST MOON DR,IN,Indianapolis,Marion,46229,3172498902,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
003924NFS,Stonebridge Health Campus,3100 SHAWNEE DR S,IN,Bedford,Lawrence,47421,8122788195,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
3984,Worthington Place,10799 ALLIANCE DR,IN,Camby,Marion,46113,3178566224,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4001,Windsor Ridge,2700 WATERS EDGE PKWY,IN,Jeffersonville,Clark,47130,8122844336,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4011,Bliss Place,3008 SHAWNEE DR S,IN,Bedford,Lawrence,47421,8122752468,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4016,Monroe Place,2770 S ADAMS RD,IN,Bloomington,Monroe,47403,8123318153,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4017,Christina Place,1435 CHRISTIAN BLVD,IN,Franklin,Johnson,46131,3175356550,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4028,York Place,725 W 50TH ST,IN,Marion,Grant,46953,7656770095,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
004075NFS,Thornton Terrace Health Campus,188 THORNTON RD,IN,Hanover,Jefferson,47243,8128668396,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
004130NFS,Riveroaks Health Campus,1244 VAIL ST,IN,Princeton,Gibson,47670,8123850794,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
004268NFS,Ashford Place Health Campus,2200 N RILEY HWY,IN,Shelbyville,Shelby,46176,3173988422,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
4352,Jewel Place,607 VIRGINIA AVE,IN,Madison,Jefferson,47250,8122730432,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4353,Elkhart Place,2024 COUNTY ROAD 24,IN,Elkhart,Elkhart,46517,5742959058,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4376,Seymour Place,2288 NICHOLAS CT,IN,Seymour,Jackson,47274,8125238991,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4392,Digby Place,167 CR W 240 S,IN,Lafayette,Tippecanoe,47905,7654718552,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4417,Five Star Residences Of Noblesville,7235 RIVERWALK WAY N,IN,Noblesville,Hamilton,46062,3177700011,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4419,Whitlock Place,1719 S ELM ST,IN,Crawfordsville,Montgomery,47933,7653641880,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4426,Addison Place,2244 Q AVE,IN,New Castle,Henry,47362,7655213220,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4428,Lynd Place,2410 E MCGALLIARD RD,IN,Muncie,Delaware,47303,7652847670,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4440,Chandler Place,2879 S LIMA RD,IN,Kendallville,Noble,46755,2603491030,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4441,Mckinney Place,3901 HIGH STREET RD,IN,Logansport,Cass,46947,5747392134,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4442,Bennett Place,3928 HORNE AVE,IN,New Albany,Floyd,47150,8129481960,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4444,Walker Place,2216 N RILEY HWY,IN,Shelbyville,Shelby,46176,3173923370,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4458,Settlers Place,3304 MONROE ST,IN,La Porte,La Porte,46350,2193267283,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4503,Lafayette Bickford Cottage Llc,3633 REGAL VALLEY DR,IN,Lafayette,Tippecanoe,47901,7654770770,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
004550NFS,Mill Pond Health Campus,1014 MILL POND LANE,IN,Greencastle,Putnam,46135,7656534397,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
004671NFS,St Andrews Health Campus,1400 LAMMERS PIKE,IN,Batesville,Ripley,47006,8129345090,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
4686,Hamilton Place,2116 BUTLER RD,IN,Fort Wayne,Allen,46815,2604710944,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
004831NFS,Meadow Lakes,200 MEADOW LAKE DR,IN,Mooresville,Morgan,46158,3178341791,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
004902NFS,Hampton Oaks Health Campus,966 N WILSON RD,IN,Scottsburg,Scott,47170,8127522694,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
4903,Bell Oaks Place,4200 WYNTREE DR,IN,Newburgh,Warrick,47630,8128580488,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
4904,Emerald Place,297 S 100 E,IN,Washington,Daviess,47501,8122545230,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
5616,Bridge At Garden Plaza,8614 W 10TH  ST,IN,Indianapolis,Marion,46234,3172711020,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
5657,Sanders Glen,334 S CHERRY ST,IN,Westfield,Hamilton,46074,3178670212,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
5722,Hearth At Stones Crossing Llc The,2339 S STATE ROAD 135,IN,Greenwood,Johnson,46143,3175350422,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
5729,Crownpointe Of Indianapolis,7365 E 16TH ST,IN,Indianapolis,Marion,46219,3173512578,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
5846,Coventry Meadows Assisted Living,7833 W JEFFERSON BLVD,IN,Fort Wayne,Allen,46804,2604324848,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
005954NFS,Springhurst Health Campus,628 N MERIDIAN RD,IN,Greenfield,Hancock,46140,3174627067,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
6489,Chateau Of Batesville,44 CHATEAU BLVD,IN,Batesville,Ripley,47006,8129328888,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
9669,Tanglewood Trace,530 W TANGLEWOOD LN,IN,Mishawaka,St Joseph,46545,5742774310,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
9894,"Wyndmoor Of Castleton, Llc",8480 CRAIG ST,IN,Indianapolis,Marion,46250,3178426564,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10064,Kesslerwood Place,5011 KESSLER BLVD E,IN,Indianapolis,Marion,46220,3172511300,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10065,Eastlake Terrace,3109 E BRISTOL,IN,Elkhart,Elkhart,46514,5742664508,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10234,Willow Lake Place,2725 LAKE CIRCLE DR,IN,Indianapolis,Marion,46268,3173349400,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10235,Chapman Place,3110 E COLISEUM BLVD,IN,Fort Wayne,Allen,46805,2604713110,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10409,Keystone Woods,2335 N MADISON AVE,IN,Anderson,Madison,46011,7656428020,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10416,Brookdale Carmel,301 EXECUTIVE DR,IN,Carmel,Hamilton,46032,3175800389,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10610,Trail Creek Place- Assisted Living,1400 E COOLSPRING AVE,IN,Michigan City,La Porte,46360,2198745500,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10667,Brookdale South Bend,17441 SR 23,IN,South Bend,St Joseph,46635,5742732233,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10680,Keepsake Village Of Columbus,2564 FOXPOINTE DR,IN,Columbus,Bartholomew,47201,8123720950,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10681,Wyndmoor Of Evansville Llc,6521 GREENDALE DR,IN,Evansville,Vanderburgh,47711,8128677900,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10682,"Wyndmoor Of Marion, Llc",2452 W KEM RD,IN,Marion,Grant,46952,7653844500,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
010739NFS,Spring Mill Health Campus,101 W 87TH AVE,IN,Merrillville,Lake,46410,2197560744,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
10757,Brookdale Valparaiso,2601 VALPARAISO ST,IN,Valparaiso,Porter,46383,2195482230,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
010823NFS,Oak Grove Christian Retirement Village,221 W DIVISION ST,IN,Demotte,Jasper,46310,2199877005,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
10885,Riverbend,2715 CHARLESTOWN PIKE,IN,Jeffersonville,Clark,47130,8122800965,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10886,Elmcroft Of Muncie,1601 N MORRISON RD,IN,Muncie,Delaware,47304,7652894260,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10887,Virginia Place,8253 VIRGINIA ST,IN,Merrillville,Lake,46410,2197369383,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10888,Brookdale Richmond,3700 SOUTH A STREET,IN,Richmond,Wayne,47374,7659393310,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10889,"Wyndmoor Of Portage, Llc",3444 SWANSON RD,IN,Portage,Porter,46368,2197634867,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
10890,Brentwood At Laporte,2002 ANDREW AVE,IN,La Porte,La Porte,46350,2193251599,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
010930NFS,Terrace At Solarbron The,1701 MCDOWELL RD,IN,Evansville,Vanderburgh,47712,8129850055,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
10937,Assisted Living At Hartsfield Village,10002 COLUMBIA AVE,IN,Munster,Lake,46321,2199340580,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
011039NFS,Morning Breeze Retirement Community And Healthcare,950 N LAKEVIEW DR,IN,Greensburg,Decatur,47240,8126627778,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
011045NFS,Bethany Pointe Health Campus,1707 BETHANY RD,IN,Anderson,Madison,46012,7656221211,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
11075,Kokomo Place,3025 W SYCAMORE ST,IN,Kokomo,Howard,46901,7654561490,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
11076,Brookdale Bloomington,3802 SARE RD,IN,Bloomington,Monroe,47401,8123300885,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
011150NFS,Waterford Crossing,1332 WATERFORD CIR,IN,Goshen,Elkhart,46526,5745343920,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
011151NFS,"Retreat At The Stratford, The",2460 GLEBE ST,IN,Carmel,Hamilton,46032,3177339560,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
011187NFS,Glen Oaks Health Campus,601 W CR 200 S,IN,New Castle,Henry,47362,7655295796,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
11274,Riverwalk Communities,401 S.E. 6TH STREET,IN,Evansville,Vanderburgh,47713,8124251041,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
011296NFS,North Ridge Village Nursing & Rehabilitation Cente,600 TRAIL RIDGE RD,IN,Albion,Noble,46701,2606361000,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
11366,Bloom At Kokomo,2800 S DIXON RD,IN,Kokomo,Howard,46902,7654552828,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
011387NFS,Forest Park Health Campus,2401 SOUTH L ST,IN,Richmond,Wayne,47374,7659665705,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
11389,Lake City Place,425 CHINWORTH CT,IN,Warsaw,Kosciusko,46580,5742673873,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
11478,Country Charm,3177 MERIDIAN PARKE DR,IN,Greenwood,Johnson,46142,3178825455,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
011509NFS,Villas Of Guerin Woods,1002 SISTER BARBARA WAY,IN,Georgetown,Floyd,47122,8129511878,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
11555,Primrose Retirement Community Of Kokomo,329 W RAINBOW DR,IN,Kokomo,Howard,46901,7654551700,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
11587,Rosewalk At Lutherwoods,1301 N RITTER AVE,IN,Indianapolis,Marion,46219,3173562760,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
011596NFS,Morrison Woods Health Campus,4100 N MORRISON RD,IN,Muncie,Delaware,47304,7652869066,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
11799,Greenbriar Village,8800 SPOON DR,IN,Indianapolis,Marion,46219,3178996777,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
11804,Hearth At Sycamore Village Llc,611 W COUNTY LINE RD SOUTH,IN,Fort Wayne,Allen,46814,2606254025,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
11806,Primrose Retirement Community Of Anderson,1118 W CROSS ST,IN,Anderson,Madison,46011,7656435000,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
11840,Summit Place West,55 N MISSION DR,IN,Indianapolis,Marion,46214,3172442600,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
011906NFS,Cobblestone Crossings Health Campus,1850 E HOWARD WAYNE DR,IN,Terre Haute,Vigo,47802,8122320406,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
11914,Crown Pointe Senior Living Community,1034 CROWN POINTE BLVD,IN,Greensburg,Decatur,47240,8126628888,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
11970,Vermillion Place,449 MAIN ST,IN,Anderson,Madison,46016,7656227825,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
12007,River Crossing Assisted Living,2400 MARKET ST,IN,Charlestown,Clark,47111,8124061099,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
12107,Apple Ridge Assisted Living And Memory Care,3320 EAST STATE BOULEVARD,IN,Fort Wayne,Allen,46805,2604834343,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
12129,Crownpointe Of Anderson,2727 CROWNPOINTE CIRCLE,IN,Anderson,Madison,46012,7656419995,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
12141,Sunrise On Old Meridian,12130 OLD MERIDIAN ST,IN,Carmel,Hamilton,46032,3175690100,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
12161,Azalea Hills,3700 LAFAYETTE PKWY,IN,Floyds Knobs,Floyd,47119,8129234888,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
12180,Rittenhouse Village At Michigan City,4300 CLEVELAND RD,IN,Michigan City,La Porte,46360,2198726800,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
12181,Rittenhouse Village At Valparaiso,1300 VALE PARK RD,IN,Valparaiso,Porter,46383,2195312484,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
12229,Hearth At Juday Creek Llc,6330 N FIR RD,IN,Granger,St Joseph,46530,5742435557,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
12263,Hearth At Tudor Gardens Llc,11755  N MICHIGAN RD,IN,Zionsville,Boone,46077,3178736300,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
012285NFS,Creasy Springs Health Campus,1750 S CREASY LN,IN,Lafayette,Tippecanoe,47905,7654476600,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
12288,Lamplight Inn Of Fort Wayne,300 E WASHINGTON BLVD,IN,Fort Wayne,Allen,46802,2604225511,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
012305NFS,Prairie Lakes Health Campus,9730 PRAIRIE LAKES BLVD EAST,IN,Noblesville,Hamilton,46060,3177703644,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
12309,Crownpointe Of Carmel,11610 TECHNOLOGY DR,IN,Carmel,Hamilton,46032,3178181786,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
012355NFS,White Oak Health Campus,814 S 6TH ST,IN,Monticello,White,47960,5745830324,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
12394,Sugar Grove Senior Living,5865 SUGAR LN,IN,Plainfield,Hendricks,46168,3178397900,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
12396,Rittenhouse Village At Portage,6235 STERLING CREEK RD,IN,Portage,Porter,46368,2197642900,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
012448NFS,West River Health Campus,714 S EICKHOFF RD,IN,Evansville,Vanderburgh,47712,8129859878,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
12497,"Senior Suites At The Leland, Llc",900 SOUTH A STREET,IN,Richmond,Wayne,47374,7659396500,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
012523NFS,Ridgewood Health Campus,181 CAMPUS DR,IN,Lawrenceburg,Dearborn,47025,8125375700,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
012565NFS,Blair Ridge Health Campus,269 MEADOWVIEW DR,IN,Peru,Miami,46970,7654728049,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
12582,"Park Place Ii, Llc",4411 PARK PLACE DR,IN,Fort Wayne,Allen,46845,2604802500,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
012619NFS,Villages At Historic Silvercrest The,1 SILVERCREST DRIVE,IN,New Albany,Floyd,47150,8125426720,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
012644NFS,Hamilton Trace Of Fishers,11851 CUMBERLAND RD,IN,Fishers,Hamilton,46037,3178134444,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
12688,"Vannoni Living Center, The",500 LINCOLNWAY EAST,IN,Mishawaka,St Joseph,46544,5748553937,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
12706,Autumn Hills Alzheimer'S Special Care Center,3203 MOORES PIKE ROAD,IN,Bloomington,Monroe,47401,8123354655,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
012766NFS,Avalon Springs Health Campus,2400 SILHAVY ROAD,IN,Valparaiso,Porter,46383,2194621778,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
12798,Crownpointe Of Greenfield,831 SWOPE STREET,IN,Greenfield,Hancock,46140,3174679317,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
012809NFS,Aperion Care Marion Llc,614 WEST 14TH STREET,IN,Marion,Grant,46953,7656623701,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
012854NFS,Aspen Place Health Campus,2320 N MONTGOMERY ROAD,IN,Greensburg,Decatur,47240,8125272222,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
012931NFS,"Heritage Of Fort Wayne, The",5250 HERITAGE PARKWAY,IN,Fort Wayne,Allen,46835,2602096279,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
12936,Rosegate Commons Assisted Living,7525 ROSEGATE DRIVE,IN,Indianapolis,Marion,46237,3178890100,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
012937NFS,Wellbrooke Of Westfield,937 E 186TH STREET,IN,Westfield,Hamilton,46074,3178048044,RESIDENTIAL CARE FACILITIES,"RESIDENTIAL NFS, NON-FREE STANDING RESIDENTIAL CARE FACILITIES",7/7/21
12938,Bickford Of Greenwood,3021 STELLA DRIVE,IN,Greenwood,Johnson,46143,3178073077,RESIDENTIAL CARE FACILITIES,"ALL NURSING HOMES, FREESTANDING RESIDENTIAL CARE FACILITIES",7/7/21
