REPORT LINK,FACILITY_ID,FACILITY_NAME,FACILITY_ADDRESS,FACILITY_STATE,FACILITY_CITY,FACILITY_COUNTY,FACILITY_ZIP,FACILITY_PHONE,FACILITY_WOUND,FACILITY_INFECT,FACILITY_ALZ,FACILITY_VENT,FACILITY_TYPE,FACILITY_SUBTYPE,FACTYPE,FACILITY_TYPE_PROMPT,FACILITY_BURNUNIT,FACILITY_EMERGENCYDEPT,FACILITY_TRAUMA,GEOTYPE,Map Accuracy,x,y
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001121.htm"">View</a>",1121,BETHANY VILLAGE ASSISTED LIVING,3530 S SHELBY ST,IN,INDIANAPOLIS,MARION,46227,3177843066,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9589165.021,4824476.846
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001123.htm"">View</a>",1123,CHARLES FORD MEMORIAL HOME INC,920 S MAIN ST,IN,NEW HARMONY,POSEY,47631,8126824685,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9788846.472,4597269.861
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001125.htm"">View</a>",001125NFS,EVANSVILLE PROTESTANT HOME INC,3701 WASHINGTON AVE,IN,EVANSVILLE,VANDERBURGH,47714,8124763360,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9741093.973,4574082.939
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001126.htm"">View</a>",001126NFS,FLATROCK RIVER LODGE,904 E 11TH ST,IN,RUSHVILLE,RUSH,46173,7659322974,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9510166.253,4810753.007
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001127.htm"">View</a>",001127NFS,OTTERBEIN FRANKLIN SENIORLIFE COMM RES & COM CARE,1070 W JEFFERSON ST,IN,FRANKLIN,JOHNSON,46131,3177367185,Y,Y,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9581664.202,4790795.523
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001128.htm"">View</a>",001128NFS,FRIENDS FELLOWSHIP COMMUNITY,2030 CHESTER BLVD,IN,RICHMOND,WAYNE,47374,7659626546,Y,Y,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9450232.396,4845607.357
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001131.htm"">View</a>",001131NFS,HUBBARD HILL ESTATES INC,28070 CR 24,IN,ELKHART,ELKHART,46517,5742956260,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9574066.869,5107616.081
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001135.htm"">View</a>",1135,KINGSTON RESIDENCE OF FORT WAYNE,7515 WINCHESTER RD,IN,FORT WAYNE,ALLEN,46819,2607471523,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9478024.198,5014578.608
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001136.htm"">View</a>",1136,LAKE PARK RESIDENTIAL CARE,2075 RIPLEY ST,IN,LAKE STATION,LAKE,46405,2199629437,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9711418.423,5098365.84
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001138.htm"">View</a>",001138NFS,LODGE OF THE WABASH,723 E RAMSEY RD,IN,VINCENNES,KNOX,47591,8128828787,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9743353.536,4671129.984
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001140.htm"">View</a>",1140,MILLER BEACH TERRACE,4905 MELTON RD,IN,GARY,LAKE,46403,2199380124,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9715669.492,5100569.051
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001141.htm"">View</a>",001141NFS,"MILTON HOME, THE",206 E MARION ST,IN,SOUTH BEND,ST JOSEPH,46601,5742330165,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9601155.132,5113388.894
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001142.htm"">View</a>",1142,PINE KNOLL ASSISTED LIVING CENTER,607 WILSON CREEK RD,IN,LAWRENCEBURG,DEARBORN,47025,8125374422,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9449335.718,4737573.105
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001143.htm"">View</a>",1143,PORTAGE MANOR HEALTH CARE FACILITY,3016 PORTAGE AVE,IN,SOUTH BEND,ST JOSEPH,46628,5742729100,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9604952.24,5118904.936
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001144.htm"">View</a>",001144NFS,DIVERSICARE OF PROVIDENCE,4915 CHARLESTOWN RD,IN,NEW ALBANY,FLOYD,47150,8129455221,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9549389.008,4630638.86
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001145.htm"">View</a>",001145NFS,NEW ALBANY NURSING AND REHABILITATION CENTER,201 E ELM ST,IN,NEW ALBANY,FLOYD,47150,8129459517,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9553674.92,4620165.579
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001148.htm"">View</a>",1148,WOOD RIDGE ASSISTED LIVING,17650 GENERATIONS DR,IN,SOUTH BEND,ST JOSEPH,46635,5742711151,N,N,N,Y,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9596801.76,5117796.016
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001149.htm"">View</a>",001149NFS,MANOR CARE HEALTH SERVICES SUMMER TRACE,12999 N PENNSYLVANIA ST,IN,CARMEL,HAMILTON,46032,3178482448,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9590662.936,4862383.371
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001152.htm"">View</a>",001152NFS,WESLEY MANOR HEALTH CENTER,1555 N MAIN ST,IN,FRANKFORT,CLINTON,46041,7656591811,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9630373.715,4909072.947
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001153.htm"">View</a>",001153NFS,WHITE RIVER LODGE,3710 KENNY SIMPSON LN,IN,BEDFORD,LAWRENCE,47421,8122757006,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9629938.456,4698307.169
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001156.htm"">View</a>",001156NFS,ROBIN RUN HEALTH CENTER,6370 ROBIN RUN W,IN,INDIANAPOLIS,MARION,46268,3172986255,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9601593.063,4847136.858
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001198.htm"">View</a>",001198NFS,CROWN POINT CHRISTIAN VILLAGE,6685 EAST 117TH AVENUE,IN,CROWN POINT,LAKE,46307,2196620642,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,7,On or Near Building,-9713416.552,5072339.23
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr001215.htm"">View</a>",001215NFS,CEDARS THE,14409 SUNRISE CT,IN,LEO,ALLEN,46765,2606272191,Y,Y,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9461513.068,5044843.307
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002280.htm"">View</a>",002280NFS,RIVER POINTE HEALTH CAMPUS,3001 GALAXY DR,IN,EVANSVILLE,VANDERBURGH,47715,8124752822,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9739220.132,4580130.474
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002392.htm"">View</a>",2392,TERRACE AT TOWNE CENTRE THE,7252 ARTHUR BLVD,IN,MERRILLVILLE,LAKE,46410,2197362900,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9724824.184,5084457.367
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002512.htm"">View</a>",002512NFS,OAKWOOD HEALTH CAMPUS,1143 23RD ST,IN,TELL CITY,PERRY,47586,8125472333,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9656969.611,4573473.283
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002627.htm"">View</a>",2627,BRENTWOOD AT HOBART,1420 ST MARY CIR,IN,HOBART,LAKE,46342,2199451968,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9714326.756,5088441.653
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002628.htm"">View</a>",002628NFS,ST CHARLES HEALTH CAMPUS,3150 ST CHARLES ST,IN,JASPER,DUBOIS,47546,8126346570,Y,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9678820.291,4638282.494
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002656.htm"">View</a>",2656,BROOKDALE GRANGER,430 CLEVELAND RD,IN,GRANGER,ST JOSEPH,46530,5742439020,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9592841.013,5119793.984
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002661.htm"">View</a>",002661NFS,GREENLEAF HEALTH CAMPUS,1201 E BEARDSLEY AVE,IN,ELKHART,ELKHART,46514,5742060086,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9568763.275,5115574.386
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002662.htm"">View</a>",002662NFS,SOUTHFIELD VILLAGE,6450 MIAMI CIR,IN,SOUTH BEND,ST JOSEPH,46614,5742311000,N,Y,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9599374.688,5102016.453
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002667.htm"">View</a>",002667NFS,WATERFORD PLACE HEALTH CAMPUS,800 ST JOSEPH DR,IN,KOKOMO,HOWARD,46901,7652361239,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9591440.391,4938091.704
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002668.htm"">View</a>",002668NFS,HOLY CROSS VILLAGE AT NOTRE DAME INC,54515 STATE ROAD 933 NORTH,IN,NOTRE DAME,ST JOSEPH,46556,5742871838,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9601339.477,5117428.591
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002703.htm"">View</a>",002703NFS,HOMEWOOD HEALTH CAMPUS,2494 N LEBANON ST,IN,LEBANON,BOONE,46052,7654822076,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9626416.307,4876837.612
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002724.htm"">View</a>",002724NFS,WOODMONT HEALTH CAMPUS,1325 ROCKPORT RD,IN,BOONVILLE,WARRICK,47601,8128974114,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9713416.051,4584814.835
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002858.htm"">View</a>",2858,MORNING POINTE OF FRANKLIN,75 S MILFORD DR,IN,FRANKLIN,JOHNSON,46131,3177364665,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9576552.522,4790701.054
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002910.htm"">View</a>",002910NFS,HERITAGE OF HUNTINGTON,1180 WEST 500 NORTH,IN,HUNTINGTON,HUNTINGTON,46750,2603552750,Y,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9516171.161,4998200.524
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002955.htm"">View</a>",002955NFS,SILVER OAKS HEALTH CAMPUS,2011 CHAPA STREET,IN,COLUMBUS,BARTHOLOMEW,47203,8123730787,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9562663.857,4756892.705
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr002999.htm"">View</a>",2999,HEARTH AT WINDERMERE,9745 OLYMPIA DR,IN,FISHERS,HAMILTON,46038,3175761925,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9571520.213,4855657.838
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003000.htm"">View</a>",3000,KINGSTON AT DUPONT,1716 E DUPONT RD,IN,FORT WAYNE,ALLEN,46825,2604905111,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9475520.4,5038646.38
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003237.htm"">View</a>",003237NFS,BRIDGEPOINTE HEALTH CAMPUS,1900 COLLEGE AVE,IN,VINCENNES,KNOX,47591,8128869870,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9741489.157,4674526.222
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003240.htm"">View</a>",003240NFS,BROOKSIDE VILLAGE INC,1111 CHURCH AVE,IN,JASPER,DUBOIS,47546,8126347750,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9675021.18,4632809.943
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003273.htm"">View</a>",3273,BROOKDALE FORT WAYNE,4730 E STATE BLVD,IN,FORT WAYNE,ALLEN,46815,2604840308,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9471085.876,5026766.783
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003282.htm"">View</a>",3282,RITTENHOUSE VILLAGE AT NORTHSIDE,1251 W 96TH ST,IN,INDIANAPOLIS,MARION,46260,3175759200,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9593648.97,4855280.701
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003283.htm"">View</a>",3283,WELLINGTON AT SOUTHPORT THE,7212 US HWY 31 S,IN,INDIANAPOLIS,MARION,46227,3178899822,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9589674.753,4816829.952
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003342.htm"">View</a>",003342NFS,COVERED BRIDGE HEALTH CAMPUS,1675 W TIPTON ST,IN,SEYMOUR,JACKSON,47274,8125236405,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9564363.372,4713914.294
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003376.htm"">View</a>",3376,TIPTON PLACE,460 FORKS OF THE WABASH WAY,IN,HUNTINGTON,HUNTINGTON,46750,2603562028,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9521539.098,4994709.744
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003466.htm"">View</a>",3466,"WABASH BICKFORD COTTAGE OPCO, LLC",3037 W DIVISION RD,IN,WABASH,WABASH,46992,2605692000,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9556720.065,4986420.381
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003575.htm"">View</a>",003575NFS,RIVER TERRACE HEALTH CARE CENTER,400 CAYLOR BLVD,IN,BLUFFTON,WELLS,46714,2608248940,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9483810.919,4979587.707
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003624.htm"">View</a>",003624NFS,PROVIDENCE HEALTH CARE CENTER,1 SISTERS OF PROVIDENCE,IN,ST MARY OF THE WOODS,VIGO,47876,8125354001,Y,Y,Y,Y,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9736408.09,4794375.582
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003673.htm"">View</a>",003673NFS,UNIVERSITY PLACE HEALTH CENTER AND ASSISTED LIVING,1750 LINDBERG RD,IN,WEST LAFAYETTE,TIPPECANOE,47906,7654645600,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9677771.662,4931142.861
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003674.htm"">View</a>",3674,CRAWFORDSVILLE BICKFORD COTTAGE LLC,100 BICKFORD LN,IN,CRAWFORDSVILLE,MONTGOMERY,47933,7653622000,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9669846.605,4872615.022
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003691.htm"">View</a>",003691NFS,WOODBRIDGE HEALTH CAMPUS,602 WOODBRIDGE AVE,IN,LOGANSPORT,CASS,46947,5747533223,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9612197.246,4978667.207
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003902.htm"">View</a>",3902,HEARTH AT PRESTWICK,182 S CR 550 E,IN,AVON,HENDRICKS,46123,3177452766,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9621326.112,4830976
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003915.htm"">View</a>",3915,BLOOM AT EAGLE CREEK,5045 W 52ND ST,IN,INDIANAPOLIS,MARION,46254,3172932929,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9600987.151,4843523.345
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003916.htm"">View</a>",3916,BLOOM AT GERMAN CHURCH,2250 HARVEST MOON DR,IN,INDIANAPOLIS,MARION,46229,3172498902,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9570626.429,4837017.601
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003924.htm"">View</a>",003924NFS,STONEBRIDGE HEALTH CAMPUS,3100 SHAWNEE DR S,IN,BEDFORD,LAWRENCE,47421,8122788195,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9630112.114,4699272.158
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr003984.htm"">View</a>",3984,WORTHINGTON PLACE,10799 ALLIANCE DR,IN,CAMBY,MARION,46113,3178566224,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9610223.217,4813324.25
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004001.htm"">View</a>",4001,WINDSOR RIDGE,2700 WATERS EDGE PKWY,IN,JEFFERSONVILLE,CLARK,47130,8122844336,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9538720.593,4627424.75
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004011.htm"">View</a>",4011,BLISS PLACE,3008 SHAWNEE DR S,IN,BEDFORD,LAWRENCE,47421,8122752468,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9630132.82,4699452.103
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004016.htm"">View</a>",4016,MONROE PLACE,2770 S ADAMS RD,IN,BLOOMINGTON,MONROE,47403,8123318153,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9635244.945,4741320.573
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004017.htm"">View</a>",4017,CHRISTINA PLACE,1435 CHRISTIAN BLVD,IN,FRANKLIN,JOHNSON,46131,3175356550,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9582821.591,4799039.309
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004028.htm"">View</a>",4028,YORK PLACE,725 W 50TH ST,IN,MARION,GRANT,46953,7656770095,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9536350.713,4940178.179
