Facility ID,Facility Name,Address,State,City,County,Zip Code,Phone Number,State Facility Type 1 Literal,Type 2,Type 3
3674,CRAWFORDSVILLE BICKFORD COTTAGE LLC,100 BICKFORD LN,IN,CRAWFORDSVILLE,MONTGOMERY,47933,7653622000,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
003691NFS,WOODBRIDGE HEALTH CAMPUS,602 WOODBRIDGE AVE,IN,LOGANSPORT,CASS,46947,5747533223,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
3902,HEARTH AT PRESTWICK,182 S CR 550 E,IN,AVON,HENDRICKS,46123,3177452766,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
3915,BLOOM AT EAGLE CREEK,5045 W 52ND ST,IN,INDIANAPOLIS,MARION,46254,3172932929,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
3916,BLOOM AT GERMAN CHURCH,2250 HARVEST MOON DR,IN,INDIANAPOLIS,MARION,46229,3172498902,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
003924NFS,STONEBRIDGE HEALTH CAMPUS,3100 SHAWNEE DR S,IN,BEDFORD,LAWRENCE,47421,8122788195,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
3984,WORTHINGTON PLACE,10799 ALLIANCE DR,IN,CAMBY,MARION,46113,3178566224,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4001,WINDSOR RIDGE,2700 WATERS EDGE PKWY,IN,JEFFERSONVILLE,CLARK,47130,8122844336,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4011,BLISS PLACE,3008 SHAWNEE DR S,IN,BEDFORD,LAWRENCE,47421,8122752468,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4016,MONROE PLACE,2770 S ADAMS RD,IN,BLOOMINGTON,MONROE,47403,8123318153,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4017,CHRISTINA PLACE,1435 CHRISTIAN BLVD,IN,FRANKLIN,JOHNSON,46131,3175356550,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4028,YORK PLACE,725 W 50TH ST,IN,MARION,GRANT,46953,7656770095,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
004075NFS,THORNTON TERRACE HEALTH CAMPUS,188 THORNTON RD,IN,HANOVER,JEFFERSON,47243,8128668396,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
004130NFS,RIVEROAKS HEALTH CAMPUS,1244 VAIL ST,IN,PRINCETON,GIBSON,47670,8123850794,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
004268NFS,ASHFORD PLACE HEALTH CAMPUS,2200 N RILEY HWY,IN,SHELBYVILLE,SHELBY,46176,3173988422,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
4352,JEWEL PLACE,607 VIRGINIA AVE,IN,MADISON,JEFFERSON,47250,8122730432,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4353,ELKHART PLACE,2024 COUNTY ROAD 24,IN,ELKHART,ELKHART,46517,5742959058,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4376,SEYMOUR PLACE,2288 NICHOLAS CT,IN,SEYMOUR,JACKSON,47274,8125238991,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4392,DIGBY PLACE,167 CR W 240 S,IN,LAFAYETTE,TIPPECANOE,47905,7654718552,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4417,FIVE STAR RESIDENCES OF NOBLESVILLE,7235 RIVERWALK WAY N,IN,NOBLESVILLE,HAMILTON,46062,3177700011,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4419,WHITLOCK PLACE,1719 S ELM ST,IN,CRAWFORDSVILLE,MONTGOMERY,47933,7653641880,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4426,ADDISON PLACE,2244 Q AVE,IN,NEW CASTLE,HENRY,47362,7655213220,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4428,LYND PLACE,2410 E MCGALLIARD RD,IN,MUNCIE,DELAWARE,47303,7652847670,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4440,CHANDLER PLACE,2879 S LIMA RD,IN,KENDALLVILLE,NOBLE,46755,2603491030,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4441,MCKINNEY PLACE,3901 HIGH STREET RD,IN,LOGANSPORT,CASS,46947,5747392134,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4442,BENNETT PLACE,3928 HORNE AVE,IN,NEW ALBANY,FLOYD,47150,8129481960,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4444,WALKER PLACE,2216 N RILEY HWY,IN,SHELBYVILLE,SHELBY,46176,3173923370,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4458,SETTLERS PLACE,3304 MONROE ST,IN,LA PORTE,LA PORTE,46350,2193267283,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4503,LAFAYETTE BICKFORD COTTAGE LLC,3633 REGAL VALLEY DR,IN,LAFAYETTE,TIPPECANOE,47901,7654770770,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
004550NFS,MILL POND HEALTH CAMPUS,1014 MILL POND LANE,IN,GREENCASTLE,PUTNAM,46135,7656534397,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
004671NFS,ST ANDREWS HEALTH CAMPUS,1400 LAMMERS PIKE,IN,BATESVILLE,RIPLEY,47006,8129345090,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
4686,HAMILTON PLACE,2116 BUTLER RD,IN,FORT WAYNE,ALLEN,46815,2604710944,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
004831NFS,MEADOW LAKES,200 MEADOW LAKE DR,IN,MOORESVILLE,MORGAN,46158,3178341791,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
004902NFS,HAMPTON OAKS HEALTH CAMPUS,966 N WILSON RD,IN,SCOTTSBURG,SCOTT,47170,8127522694,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
4903,BELL OAKS PLACE,4200 WYNTREE DR,IN,NEWBURGH,WARRICK,47630,8128580488,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
4904,EMERALD PLACE,297 S 100 E,IN,WASHINGTON,DAVIESS,47501,8122545230,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
5616,BRIDGE AT GARDEN PLAZA,8614 W 10TH  ST,IN,INDIANAPOLIS,MARION,46234,3172711020,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
5657,SANDERS GLEN,334 S CHERRY ST,IN,WESTFIELD,HAMILTON,46074,3178670212,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
5722,HEARTH AT STONES CROSSING LLC THE,2339 S STATE ROAD 135,IN,GREENWOOD,JOHNSON,46143,3175350422,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
5729,CROWNPOINTE OF INDIANAPOLIS,7365 E 16TH ST,IN,INDIANAPOLIS,MARION,46219,3173512578,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
5846,COVENTRY MEADOWS ASSISTED LIVING,7833 W JEFFERSON BLVD,IN,FORT WAYNE,ALLEN,46804,2604324848,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
005954NFS,SPRINGHURST HEALTH CAMPUS,628 N MERIDIAN RD,IN,GREENFIELD,HANCOCK,46140,3174627067,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
6489,CHATEAU OF BATESVILLE,44 CHATEAU BLVD,IN,BATESVILLE,RIPLEY,47006,8129328888,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
9669,TANGLEWOOD TRACE,530 W TANGLEWOOD LN,IN,MISHAWAKA,ST JOSEPH,46545,5742774310,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
9894,"WYNDMOOR OF CASTLETON, LLC",8480 CRAIG ST,IN,INDIANAPOLIS,MARION,46250,3178426564,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10064,KESSLERWOOD PLACE,5011 KESSLER BLVD E,IN,INDIANAPOLIS,MARION,46220,3172511300,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10065,EASTLAKE TERRACE,3109 E BRISTOL,IN,ELKHART,ELKHART,46514,5742664508,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10234,WILLOW LAKE PLACE,2725 LAKE CIRCLE DR,IN,INDIANAPOLIS,MARION,46268,3173349400,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10235,CHAPMAN PLACE,3110 E COLISEUM BLVD,IN,FORT WAYNE,ALLEN,46805,2604713110,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10409,KEYSTONE WOODS,2335 N MADISON AVE,IN,ANDERSON,MADISON,46011,7656428020,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10416,BROOKDALE CARMEL,301 EXECUTIVE DR,IN,CARMEL,HAMILTON,46032,3175800389,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10610,TRAIL CREEK PLACE- ASSISTED LIVING,1400 E COOLSPRING AVE,IN,MICHIGAN CITY,LA PORTE,46360,2198745500,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10667,BROOKDALE SOUTH BEND,17441 SR 23,IN,SOUTH BEND,ST JOSEPH,46635,5742732233,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10680,KEEPSAKE VILLAGE OF COLUMBUS,2564 FOXPOINTE DR,IN,COLUMBUS,BARTHOLOMEW,47201,8123720950,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10681,WYNDMOOR OF EVANSVILLE LLC,6521 GREENDALE DR,IN,EVANSVILLE,VANDERBURGH,47711,8128677900,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10682,"WYNDMOOR OF MARION, LLC",2452 W KEM RD,IN,MARION,GRANT,46952,7653844500,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
010739NFS,SPRING MILL HEALTH CAMPUS,101 W 87TH AVE,IN,MERRILLVILLE,LAKE,46410,2197560744,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
10757,BROOKDALE VALPARAISO,2601 VALPARAISO ST,IN,VALPARAISO,PORTER,46383,2195482230,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
010823NFS,OAK GROVE CHRISTIAN RETIREMENT VILLAGE,221 W DIVISION ST,IN,DEMOTTE,JASPER,46310,2199877005,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
10885,RIVERBEND,2715 CHARLESTOWN PIKE,IN,JEFFERSONVILLE,CLARK,47130,8122800965,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10886,ELMCROFT OF MUNCIE,1601 N MORRISON RD,IN,MUNCIE,DELAWARE,47304,7652894260,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10887,VIRGINIA PLACE,8253 VIRGINIA ST,IN,MERRILLVILLE,LAKE,46410,2197369383,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10888,BROOKDALE RICHMOND,3700 SOUTH A STREET,IN,RICHMOND,WAYNE,47374,7659393310,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10889,"WYNDMOOR OF PORTAGE, LLC",3444 SWANSON RD,IN,PORTAGE,PORTER,46368,2197634867,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
10890,BRENTWOOD AT LAPORTE,2002 ANDREW AVE,IN,LA PORTE,LA PORTE,46350,2193251599,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
010930NFS,TERRACE AT SOLARBRON THE,1701 MCDOWELL RD,IN,EVANSVILLE,VANDERBURGH,47712,8129850055,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
10937,ASSISTED LIVING AT HARTSFIELD VILLAGE,10002 COLUMBIA AVE,IN,MUNSTER,LAKE,46321,2199340580,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
011039NFS,MORNING BREEZE RETIREMENT COMMUNITY AND HEALTHCARE,950 N LAKEVIEW DR,IN,GREENSBURG,DECATUR,47240,8126627778,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
011045NFS,BETHANY POINTE HEALTH CAMPUS,1707 BETHANY RD,IN,ANDERSON,MADISON,46012,7656221211,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
11075,KOKOMO PLACE,3025 W SYCAMORE ST,IN,KOKOMO,HOWARD,46901,7654561490,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
11076,BROOKDALE BLOOMINGTON,3802 SARE RD,IN,BLOOMINGTON,MONROE,47401,8123300885,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
011150NFS,WATERFORD CROSSING,1332 WATERFORD CIR,IN,GOSHEN,ELKHART,46526,5745343920,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
011151NFS,"RETREAT AT THE STRATFORD, THE",2460 GLEBE ST,IN,CARMEL,HAMILTON,46032,3177339560,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
011187NFS,GLEN OAKS HEALTH CAMPUS,601 W CR 200 S,IN,NEW CASTLE,HENRY,47362,7655295796,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
11274,RIVERWALK COMMUNITIES,401 S.E. 6TH STREET,IN,EVANSVILLE,VANDERBURGH,47713,8124251041,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
011296NFS,NORTH RIDGE VILLAGE NURSING & REHABILITATION CENTE,600 TRAIL RIDGE RD,IN,ALBION,NOBLE,46701,2606361000,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
11366,BLOOM AT KOKOMO,2800 S DIXON RD,IN,KOKOMO,HOWARD,46902,7654552828,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
011387NFS,FOREST PARK HEALTH CAMPUS,2401 SOUTH L ST,IN,RICHMOND,WAYNE,47374,7659665705,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
11389,LAKE CITY PLACE,425 CHINWORTH CT,IN,WARSAW,KOSCIUSKO,46580,5742673873,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
11478,COUNTRY CHARM,3177 MERIDIAN PARKE DR,IN,GREENWOOD,JOHNSON,46142,3178825455,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
011509NFS,VILLAS OF GUERIN WOODS,1002 SISTER BARBARA WAY,IN,GEORGETOWN,FLOYD,47122,8129511878,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
11555,PRIMROSE RETIREMENT COMMUNITY OF KOKOMO,329 W RAINBOW DR,IN,KOKOMO,HOWARD,46901,7654551700,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
11587,ROSEWALK AT LUTHERWOODS,1301 N RITTER AVE,IN,INDIANAPOLIS,MARION,46219,3173562760,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
011596NFS,MORRISON WOODS HEALTH CAMPUS,4100 N MORRISON RD,IN,MUNCIE,DELAWARE,47304,7652869066,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
11799,GREENBRIAR VILLAGE,8800 SPOON DR,IN,INDIANAPOLIS,MARION,46219,3178996777,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
11804,HEARTH AT SYCAMORE VILLAGE LLC,611 W COUNTY LINE RD SOUTH,IN,FORT WAYNE,ALLEN,46814,2606254025,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
11806,PRIMROSE RETIREMENT COMMUNITY OF ANDERSON,1118 W CROSS ST,IN,ANDERSON,MADISON,46011,7656435000,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
11840,SUMMIT PLACE WEST,55 N MISSION DR,IN,INDIANAPOLIS,MARION,46214,3172442600,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
011906NFS,COBBLESTONE CROSSINGS HEALTH CAMPUS,1850 E HOWARD WAYNE DR,IN,TERRE HAUTE,VIGO,47802,8122320406,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
11914,CROWN POINTE SENIOR LIVING COMMUNITY,1034 CROWN POINTE BLVD,IN,GREENSBURG,DECATUR,47240,8126628888,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
11970,VERMILLION PLACE,449 MAIN ST,IN,ANDERSON,MADISON,46016,7656227825,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
12007,RIVER CROSSING ASSISTED LIVING,2400 MARKET ST,IN,CHARLESTOWN,CLARK,47111,8124061099,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
12107,APPLE RIDGE ASSISTED LIVING AND MEMORY CARE,3320 EAST STATE BOULEVARD,IN,FORT WAYNE,ALLEN,46805,2604834343,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
12129,CROWNPOINTE OF ANDERSON,2727 CROWNPOINTE CIRCLE,IN,ANDERSON,MADISON,46012,7656419995,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
12141,SUNRISE ON OLD MERIDIAN,12130 OLD MERIDIAN ST,IN,CARMEL,HAMILTON,46032,3175690100,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
12161,AZALEA HILLS,3700 LAFAYETTE PKWY,IN,FLOYDS KNOBS,FLOYD,47119,8129234888,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
12180,RITTENHOUSE VILLAGE AT MICHIGAN CITY,4300 CLEVELAND RD,IN,MICHIGAN CITY,LA PORTE,46360,2198726800,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
12181,RITTENHOUSE VILLAGE AT VALPARAISO,1300 VALE PARK RD,IN,VALPARAISO,PORTER,46383,2195312484,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
12229,HEARTH AT JUDAY CREEK LLC,6330 N FIR RD,IN,GRANGER,ST JOSEPH,46530,5742435557,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
12263,HEARTH AT TUDOR GARDENS LLC,11755  N MICHIGAN RD,IN,ZIONSVILLE,BOONE,46077,3178736300,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
012285NFS,CREASY SPRINGS HEALTH CAMPUS,1750 S CREASY LN,IN,LAFAYETTE,TIPPECANOE,47905,7654476600,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
12288,LAMPLIGHT INN OF FORT WAYNE,300 E WASHINGTON BLVD,IN,FORT WAYNE,ALLEN,46802,2604225511,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
012305NFS,PRAIRIE LAKES HEALTH CAMPUS,9730 PRAIRIE LAKES BLVD EAST,IN,NOBLESVILLE,HAMILTON,46060,3177703644,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
12309,CROWNPOINTE OF CARMEL,11610 TECHNOLOGY DR,IN,CARMEL,HAMILTON,46032,3178181786,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
012355NFS,WHITE OAK HEALTH CAMPUS,814 S 6TH ST,IN,MONTICELLO,WHITE,47960,5745830324,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
12394,SUGAR GROVE SENIOR LIVING,5865 SUGAR LN,IN,PLAINFIELD,HENDRICKS,46168,3178397900,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
12396,RITTENHOUSE VILLAGE AT PORTAGE,6235 STERLING CREEK RD,IN,PORTAGE,PORTER,46368,2197642900,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
012448NFS,WEST RIVER HEALTH CAMPUS,714 S EICKHOFF RD,IN,EVANSVILLE,VANDERBURGH,47712,8129859878,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
12497,"SENIOR SUITES AT THE LELAND, LLC",900 SOUTH A STREET,IN,RICHMOND,WAYNE,47374,7659396500,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
012523NFS,RIDGEWOOD HEALTH CAMPUS,181 CAMPUS DR,IN,LAWRENCEBURG,DEARBORN,47025,8125375700,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
012565NFS,BLAIR RIDGE HEALTH CAMPUS,269 MEADOWVIEW DR,IN,PERU,MIAMI,46970,7654728049,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
12582,"PARK PLACE II, LLC",4411 PARK PLACE DR,IN,FORT WAYNE,ALLEN,46845,2604802500,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
012619NFS,VILLAGES AT HISTORIC SILVERCREST THE,1 SILVERCREST DRIVE,IN,NEW ALBANY,FLOYD,47150,8125426720,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
012644NFS,HAMILTON TRACE OF FISHERS,11851 CUMBERLAND RD,IN,FISHERS,HAMILTON,46037,3178134444,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
12688,"VANNONI LIVING CENTER, THE",500 LINCOLNWAY EAST,IN,MISHAWAKA,ST JOSEPH,46544,5748553937,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
12706,AUTUMN HILLS ALZHEIMER'S SPECIAL CARE CENTER,3203 MOORES PIKE ROAD,IN,BLOOMINGTON,MONROE,47401,8123354655,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,ALL NURSING HOMES
012766NFS,AVALON SPRINGS HEALTH CAMPUS,2400 SILHAVY ROAD,IN,VALPARAISO,PORTER,46383,2194621778,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,RESIDENTIAL NFS
