Facility ID,License Number,State Facility Type 1 Literal,Facility Name,Address,City,State,Zip Code,County,Phone Number,Licensee,Capacity,Ownership Type
11968745,12579,Assisted Living Facility,BRIDGEPORT SENIOR LIVING - PORT CARDIFF LLC,125 N SPRING LAKE DR,ALTAMONTE SPRINGS,FL,32714,Seminole,4078101344,BRIDGEPORT SENIOR LIVING-PORT CARDIFF LLC,6,For-Profit
11968915,12752,Assisted Living Facility,BRIDGEPORT SENIOR LIVING - PORT MARGATE LLC,906 SPRING VALLEY RD,ALTAMONTE SPRINGS,FL,32714,Seminole,4078101344,BRIDGEPORT SENIOR LIVING - PORT MARGATE LLC,6,For-Profit
11968616,12477,Assisted Living Facility,BRIDGEPORT SENIOR LIVING - PORT SPRINGS LLC,404 SPRING VALLEY RD,ALTAMONTE SPRINGS,FL,32714,Seminole,4078101344,BRIDGEPORT SENIOR LIVING-PORT SPRINGS  LLC,6,For-Profit
11968408,12280,Assisted Living Facility,BRIDGEPORT SENIOR LIVING LLC,8341 LAKE CROWELL CIR,ORLANDO,FL,32836,Orange,(407) 810-1344,BRIDGEPORT SENIOR LIVING LLC,6,For-Profit
11968507,12372,Assisted Living Facility,BRIDGEPORT SENIOR LIVING-PORT ISLE LLC,3619 ROTHBURY DR,BELLE ISLE,FL,32812,Orange,4078101344,BRIDGEPORT SENIOR LIVING-PORT ISLE LLC,6,For-Profit
11969039,12851,Assisted Living Facility,BRIDGEPORT SENIOR LIVING-PORT MAITLAND LLC,955 STONEWOOD LN,MAITLAND,FL,32751,Seminole,(407) 810-1344,BRIDGEPORT SENIOR LIVING - PORT MAITLAND  LLC,6,For-Profit
11912099,7869,Assisted Living Facility,BRIDGEWATER AT WATERMAN VILLAGE (THE),500 WATERMAN AVENUE,MOUNT DORA,FL,32757,Lake,(352) 383-0051,WATERMAN COMMUNITIES  INC.,100,Not-For-Profit
11969221,13108,Assisted Living Facility,BRIDGEWATER PARK ASSISTED LIVING,9174 SW 81ST CT,OCALA,FL,34481,Marion,(352) 509-5202,BRIDGEWATER PARK ASSISTED LIVING LLC,134,For-Profit
11964312,8900,Assisted Living Facility,BRIGHT HORIZONS OF CORAL SPRINGS  INC.,8664 NW 1ST ST,CORAL SPRINGS,FL,33071-7508,Broward,(954) 340-4795,BH OF CORAL SPRINGS  LLC,6,For-Profit
11965847,10155,Assisted Living Facility,BRIGHT HORIZONS OF RAMBLEWOOD  INC.,8630 RAMBLEWOOD DRIVE,CORAL SPRINGS,FL,33071,Broward,(954) 796-6084,BH OF RAMBLEWOOD  LLC,6,For-Profit
11966644,10808,Assisted Living Facility,BRIGHT YEARS LLC,7849 NW 200TH TER,HIALEAH,FL,33015-6600,Miami-Dade,(305) 829-6701,BRIGHT YEARS LLC,6,For-Profit
11942705,8172,Assisted Living Facility,BRIGHTON GARDENS OF BOCA RATON,6347 VIA DE SONRISA DEL SUR,BOCA RATON,FL,33433,Palm Beach,(561) 392-5940,WELLTOWER OPCO GROUP  LLC,155,For-Profit
11967962,11948,Assisted Living Facility,BRIGHTSTAR ASSISTED LIVING LLC,1613 SW MERIDIAN AVE,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 408-6675,BRIGHTSTAR ASSISTED LIVING LLC,5,For-Profit
11969133,12974,Assisted Living Facility,BRILLIANCE ASSISTED LIVING,699 N DIXIE FREEWAY,NEW SMYRNA BEACH,FL,32168,Volusia,(386) 576-7034,BRILLIANCE LIVING CORPORATION,53,For-Profit
11969565,13332,Assisted Living Facility,BRILLIANCE ASSISTED LIVING EDGEWATER,2010 RIDGEWOOD AVE,EDGEWATER,FL,32141,Volusia,(386) 576-7034,Brilliance Living Corporation,78,For-Profit
11969862,13612,Assisted Living Facility,BRISAS DEL CARIBE ALF II,2205 SHERMONT PL,BRANDON,FL,33511,Hillsborough,(813) 454-5891,BRISAS DEL CARIBE ALF INC,6,For-Profit
11969323,13123,Assisted Living Facility,BRISAS DEL CARIBE ALF INC,2203 SHERMONT PL,BRANDON,FL,33511,Hillsborough,(813) 454-5891,BRISAS DEL CARIBE ALF INC,6,For-Profit
11968379,12287,Assisted Living Facility,BRISIANA MANOR ALF,16 ST LUCIE AVE,SARASOTA,FL,34232,Sarasota,(941) 371-4091,EXCELSIOR OMEGA INC,12,For-Profit
11969554,13366,Assisted Living Facility,BRITO'S HOME 3 LLC,19059 NW 77TH PL,MIAMI GARDENS,FL,33015,Miami-Dade,(786) 853-5569,Brito's Home #3 LLC,6,For-Profit
11967979,11964,Assisted Living Facility,BRITO'S HOME CORPORATION,7361 PINE VALLEY DR,HIALEAH,FL,33015-2228,Miami-Dade,(786) 853-5569,BRITO'S HOME CORPORATION,6,For-Profit
11969455,13263,Assisted Living Facility,BRITOS HOME II CORPORATION,8603 NW 192 LN,MIAMI GARDENS,FL,33015,Miami-Dade,(786) 520-3166,BRITO'S HOME II CORP,6,For-Profit
11965370,9786,Assisted Living Facility,BROOKDALE ALTAMONTE SPRINGS,360 MONTGOMERY ROAD,ALTAMONTE SPRINGS,FL,32714,Seminole,(407) 786-5637,BKD ALTAMONTE SPRINGS  LLC,115,For-Profit
11964476,9013,Assisted Living Facility,BROOKDALE AVONDALE,4455 MERRIMAC AVENUE,JACKSONVILLE,FL,32210,Duval,(904) 389-5959,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11910005,7565,Assisted Living Facility,BROOKDALE BAYSHORE,4902 BAYSHORE BLVD,TAMPA,FL,33611-3870,Hillsborough,(813) 835-4475,BLC TAMPA-GC  LLC,190,For-Profit
11964709,9189,Assisted Living Facility,BROOKDALE BLUEWATER BAY,1551 MERCHANTS WAY,NICEVILLE,FL,32578,Okaloosa,(850) 729-3323,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,50,For-Profit
11964789,9322,Assisted Living Facility,BROOKDALE BONITA SPRINGS,26850 SOUTH BAY DRIVE,BONITA SPRINGS,FL,34134,Lee,(239) 948-2600,SUMMERVILLE 14  LLC,160,For-Profit
11963949,6528,Assisted Living Facility,BROOKDALE BRADENTON GARDENS,5612 26TH ST W,BRADENTON,FL,34207-3515,Manatee,(941) 756-5571,EMERITUS CORPORATION,120,For-Profit
11964969,9441,Assisted Living Facility,BROOKDALE CANOPY OAKS,9070 SW 80TH AVE,OCALA,FL,34481-8905,Marion,(352) 861-4444,SUMMERVILLE AT OCALA WEST LLC,120,For-Profit
11964874,9358,Assisted Living Facility,BROOKDALE CAPE CORAL,1416 COUNTRY CLUB BLVD,CAPE CORAL,FL,33990,Lee,(239) 573-7777,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,50,For-Profit
11964525,9057,Assisted Living Facility,BROOKDALE CENTRE POINTE BOULEVARD,1980 CENTRE POINTE BLVD.,TALLAHASSEE,FL,32308,Leon,(850) 309-7500,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,38,For-Profit
11910267,5397,Assisted Living Facility,BROOKDALE CHAMBREL PINECASTLE,1801 SE 24TH RD,OCALA,FL,34471-6073,Marion,(352) 368-7710,CMCP-PINECASTLE LLC,180,For-Profit
11968732,12614,Assisted Living Facility,BROOKDALE CHAMBREL PINECASTLE,2950 SE 19TH AVE,OCALA,FL,34471,Marion,(352) 368-7710,CMCP-PINECASTLE LLC,26,For-Profit
11963982,7439,Assisted Living Facility,BROOKDALE COLONIAL PARK,4730 BEE RIDGE ROAD,SARASOTA,FL,34233,Sarasota,(941) 378-4414,EMERITUS CORPORATION,110,For-Profit
11964810,9286,Assisted Living Facility,BROOKDALE CONWAY,5501 EAST MICHIGAN STREET,ORLANDO,FL,32822,Orange,(407) 277-7225,EMERITUS PROPERTIES NGH LLC,103,For-Profit
11964646,9133,Assisted Living Facility,BROOKDALE CROWN POINT,10050 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,Duval,(904) 288-8700,ALS LEASING  INC,38,For-Profit
11964897,9401,Assisted Living Facility,BROOKDALE DEER CREEK,2403 W HILLSBORO BLVD,DEERFIELD BEACH,FL,33442-8507,Broward,(954) 426-3800,SUMMERVILLE 17  LLC,168,For-Profit
11911906,8556,Assisted Living Facility,BROOKDALE DEER CREEK SARASOTA,8450 MCINTOSH ROAD,SARASOTA,FL,34238,Sarasota,(941) 927-7600,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,38,For-Profit
11964490,9032,Assisted Living Facility,BROOKDALE DELAND,1210 NORTH STONE STREET,DELAND,FL,32724,Volusia,(386) 736-8100,BKD STERLING HOUSE OF DELAND  LLC,89,For-Profit
11953460,7769,Assisted Living Facility,BROOKDALE DESTIN,2400 CRYSTAL COVE LANE,DESTIN,FL,32541,Walton,(850) 267-1600,BLC CRYSTAL BAY  LLC,130,For-Profit
11965138,9566,Assisted Living Facility,BROOKDALE DR PHILLIPS AL,8001 PIN OAK DRIVE,ORLANDO,FL,32819,Orange,(407) 903-1808,BROOKDALE MANAGEMENT OF FLORIDA PO LLC,80,For-Profit
11964948,9453,Assisted Living Facility,BROOKDALE DR PHILLIPS MC,8015 PIN OAK DR,ORLANDO,FL,32819-7108,Orange,(407) 363-4511,BROOKDALE MANAGEMENT OF FLORIDA PO LLC,40,For-Profit
11965026,9430,Assisted Living Facility,BROOKDALE FORT MYERS CYPRESS LAKE,7460 LAKE BREEZE DRIVE,FORT MYERS,FL,33919,Lee,(239) 454-4100,EMERITUS CORPORATION,190,For-Profit
11964663,9183,Assisted Living Facility,BROOKDALE FORT MYERS LAKES PARK,14521 LAKEWOOD BLVD,FORT MYERS,FL,33919,Lee,(239) 481-6666,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11964197,8817,Assisted Living Facility,BROOKDALE FORT MYERS THE COLONY,13565 AMERICAN COLONY BLVD,FORT MYERS,FL,33912,Lee,(239) 561-2463,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,38,For-Profit
11965531,9903,Assisted Living Facility,BROOKDALE FORT WALTON BEACH,233 CARMEL DRIVE,FORT WALTON BEACH,FL,32547,Okaloosa,(850) 864-4600,BLC WELLINGTON - FORT WALTON BEACH  LLC,56,For-Profit
11964708,9181,Assisted Living Facility,BROOKDALE HERMITAGE BOULEVARD,1780 HERMITAGE BOULEVARD,TALLAHASSEE,FL,32308,Leon,(850) 422-3397,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11965713,10064,Assisted Living Facility,BROOKDALE HIGHLANDS,4250 LAKELAND HIGHLANDS RD,LAKELAND,FL,33813,Polk,(863) 701-7820,AHC SOUTHLAND-LAKELAND  LLC,105,For-Profit
11964787,9294,Assisted Living Facility,BROOKDALE JENSEN BEACH,1700 NE INDIAN RIVER DR,JENSEN BEACH,FL,34957-5853,Martin,(772) 225-1355,SUMMERVILLE 16  LLC,165,For-Profit
11965818,10162,Assisted Living Facility,BROOKDALE LAKE MARY,150 MIDDLE STREET,LAKE MARY,FL,32746,Seminole,(407) 321-7550,SUMMERVILLE 3  LLC,92,For-Profit
11965424,9795,Assisted Living Facility,BROOKDALE LAKE ORIENTA,217 BOSTON AVENUE,ALTAMONTE SPRINGS,FL,32701,Seminole,(407) 260-2345,BKD LAKE ORIENTA  LLC,170,For-Profit
11953298,5129,Assisted Living Facility,BROOKDALE LAKE TAVARES,1211 E CAROLINE ST,TAVARES,FL,32778-3460,Lake,(352) 343-6464,BLC TAVARES GC LLC,110,For-Profit
11964069,8789,Assisted Living Facility,BROOKDALE MANDARIN,10790 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,Duval,(904) 260-0800,SUMMERVILLE AT MANDARIN LLC,170,For-Profit
11964271,8868,Assisted Living Facility,BROOKDALE MANDARIN CENTRAL,10875 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32257,Duval,(904) 880-4040,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11964946,9396,Assisted Living Facility,BROOKDALE MELBOURNE,1765 WEST HIBISCUS BLVD,MELBOURNE,FL,32901,Brevard,(321) 733-7111,EMERITUS PROPERTIES NGH LLC,102,For-Profit
11910258,6024,Assisted Living Facility,BROOKDALE NEW PORT RICHEY,6400 TROUBLE CREEK RD,NEW PRT RCHY,FL,34653-5248,Pasco,(727) 847-2980,ESC-NEW PORT RICHEY LLC,242,For-Profit
11965027,9471,Assisted Living Facility,BROOKDALE NORTH NAPLES,1710 SW HEALTH PARKWAY,NAPLES,FL,34109,Collier,(239) 598-1213,EMERITUS CORPORATION,150,For-Profit
11964980,9423,Assisted Living Facility,BROOKDALE ORANGE PARK,1248 KINGSLEY AVENUE,ORANGE PARK,FL,32073,Clay,(904) 264-0207,EMERITUS PROPERTIES V  INC.,102,For-Profit
11964693,9192,Assisted Living Facility,BROOKDALE ORMOND BEACH,550 WILMETTE AVENUE,ORMOND BEACH,FL,32174,Volusia,(386) 677-0782,AHC SOUTHLAND-ORMOND BEACH  LLC,70,For-Profit
11964515,9064,Assisted Living Facility,BROOKDALE ORMOND BEACH WEST,240 INTERCHANGE BLVD,ORMOND BEACH,FL,32174,Volusia,(386) 672-8800,ASSISTED LIVING PROPERTIES  INC,60,For-Profit
11911441,7428,Assisted Living Facility,BROOKDALE PADDOCK HILLS,1601 SE 24TH RD,OCALA,FL,34471-6003,Marion,(352) 622-9696,SUMMERVILLE AT OCALA EAST LLC,120,For-Profit
11912077,7375,Assisted Living Facility,BROOKDALE PALM BEACH GARDENS,11381 PROSPERITY FARMS RD,PALM BCH GDNS,FL,33410-3403,Palm Beach,(561) 694-9709,BKD PALM BEACH GARDENS  LLC,155,For-Profit
11964642,9151,Assisted Living Facility,BROOKDALE PALM COAST,3 CLUB HOUSE DRIVE,PALM COAST,FL,32137,Flagler,(386) 447-3333,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11910048,4712,Assisted Living Facility,BROOKDALE PALMA SOLA,450 67TH ST W,BRADENTON,FL,34209-2380,Manatee,(941) 794-5657,EMERIVENT BRADENTON LLC,160,For-Profit
11965335,9737,Assisted Living Facility,BROOKDALE PALMER RANCH,5111 PALMER RANCH PARKWAY,SARASOTA,FL,34238,Sarasota,(941) 926-1966,BREA PALMER RANCH  LLC,118,For-Profit
11964794,9293,Assisted Living Facility,BROOKDALE PANAMA CITY,2575 HARRISON AVENUE,PANAMA CITY,FL,32405,Bay,(850) 872-8484,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,50,For-Profit
11964959,9354,Assisted Living Facility,BROOKDALE PENSACOLA,8700 UNIVERSITY PARKWAY,PENSACOLA,FL,32514,Escambia,(850) 484-9500,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11910533,7102,Assisted Living Facility,BROOKDALE PHILLIPPI CREEK,5501 SWIFT ROAD,SARASOTA,FL,34231,Sarasota,(941) 922-8778,BREA SARASOTA  LLC,127,For-Profit
11953408,8527,Assisted Living Facility,BROOKDALE POINTE WEST,6101 POINTE WEST BLVD,BRADENTON,FL,34209-5534,Manatee,(941) 795-5533,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,40,For-Profit
11964477,9027,Assisted Living Facility,BROOKDALE PORT CHARLOTTE,18440 COCHRAN  BLVD,PORT CHARLOTTE,FL,33948,Charlotte,(941) 743-9300,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11964341,8913,Assisted Living Facility,BROOKDALE PORT ORANGE,955 VILLAGE TRL,PORT ORANGE,FL,32127-8916,Volusia,(386) 304-3333,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11964437,8980,Assisted Living Facility,BROOKDALE PUNTA GORDA ISLES,250 BAL HARBOR BLVD,PUNTA GORDA,FL,33950,Charlotte,(941) 575-9900,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11964641,9182,Assisted Living Facility,BROOKDALE ROTONDA,550 ROTONDA BLVD WEST,ROTONDA WEST,FL,33947,Charlotte,(941) 698-1198,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11965405,9767,Assisted Living Facility,BROOKDALE SANTA BARBARA,911 SANTA BARBARA BLVD,CAPE CORAL,FL,33991,Lee,(239) 542-1127,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,40,For-Profit
11911216,7099,Assisted Living Facility,BROOKDALE SARASOTA MIDTOWN,2186 BAHIA VISTA STREET,SARASOTA,FL,34239,Sarasota,(941) 954-1911,ARC BAHIA OAKS INC,120,For-Profit
11964912,9380,Assisted Living Facility,BROOKDALE SOUTHPOINT,6895 BELFORT OAKS PLACE,JACKSONVILLE,FL,32216,Duval,(904) 296-2384,ESC-NEW PORT RICHEY LLC,102,For-Profit
11963906,7464,Assisted Living Facility,BROOKDALE SOUTHSIDE,9601 SOUTHBROOK DRIVE,JACKSONVILLE,FL,32256,Duval,(904) 641-7501,AMERICAN RETIREMENT CORPORATIOBN,87,For-Profit
11964750,9255,Assisted Living Facility,BROOKDALE SPRING HILL,10440 PALMGREN LN,SPRING HILL,FL,34608-7486,Hernando,(352) 684-7400,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,50,For-Profit
11965570,9908,Assisted Living Facility,BROOKDALE ST AUGUSTINE,150 MARINER HEALTH WAY,SAINT AUGUSTINE,FL,32086,St. Johns,(904) 794-9988,SUMMERVILLE AT ST AUGUSTINE LLC,115,For-Profit
11964031,8773,Assisted Living Facility,BROOKDALE STUART,3401 SE ASTER LANE,STUART,FL,34994,Martin,(772) 287-6001,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,55,For-Profit
11964456,9009,Assisted Living Facility,BROOKDALE TARPON SPRINGS,1651 SOUTH PINELLAS AVENUE,TARPON SPRINGS,FL,34689,Pinellas,(727) 934-1000,ARC TARPON SPRINGS  INC,80,For-Profit
11964319,8906,Assisted Living Facility,BROOKDALE TAVARES,2232 DORA AVENUE,TAVARES,FL,32778,Lake,(352) 343-2500,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11964081,8833,Assisted Living Facility,BROOKDALE TEQUESTA,205 VILLAGE BLVD,TEQUESTA,FL,33469,Palm Beach,(561) 748-3611,ALS NORTH AMERICA INC,55,For-Profit
11964856,9321,Assisted Living Facility,BROOKDALE TEQUESTA,211 VILLAGE BLVD,TEQUESTA,FL,33469,Palm Beach,(561) 741-0850,ALS NORTH AMERICA INC,50,For-Profit
11964062,8798,Assisted Living Facility,BROOKDALE VERO BEACH SOUTH,410 4TH CT,VERO BEACH,FL,32962-1814,Indian River,(772) 569-4600,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,50,For-Profit
11965283,9671,Assisted Living Facility,BROOKDALE VERO BEACH SOUTH,420 4TH CT,VERO BEACH,FL,32962-1812,Indian River,(772) 794-1778,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,40,For-Profit
11965474,9829,Assisted Living Facility,BROOKDALE WEKIWA SPRINGS,203 S WEKIWA SPRINGS ROAD,APOPKA,FL,32703,Orange,(407) 889-7704,SUMMERVILLE AT WEKIWA SPRINGS  LLC,97,For-Profit
11964916,9384,Assisted Living Facility,BROOKDALE WEST BOYNTON BEACH,8220 S JOG RD,BOYNTON BEACH,FL,33472-2938,Palm Beach,(561) 733-3200,SUMMERVILLE 15  LLC,167,For-Profit
11964072,8834,Assisted Living Facility,BROOKDALE WEST MELBOURNE,7300 GREENBORO DRIVE,MELBOURNE,FL,32904,Brevard,(321) 953-6464,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,55,For-Profit
11964760,9244,Assisted Living Facility,BROOKDALE WEST MELBOURNE,7200 GREENBORO DR,MELBOURNE,FL,32904-1424,Brevard,(321) 725-3100,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,55,For-Profit
11965390,9766,Assisted Living Facility,BROOKDALE WEST MELBOURNE,7199 GREENBORO DR,WEST MELBOURNE,FL,32904-1432,Brevard,(321) 951-4455,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,42,For-Profit
11942816,8256,Assisted Living Facility,BROOKDALE WEST PALM BEACH,6100 COMMON CIRCLE,WEST PALM BEACH,FL,33417,Palm Beach,(561) 697-3051,BROOKDALE LIVING COMMUNITIES OF FLORIDA  INC.,76,For-Profit
11965254,9670,Assisted Living Facility,BROOKDALE WINTER HAVEN,6120 CYPRESS GARDENS BLVD,WINTER HAVEN,FL,33884-3180,Polk,(863) 318-8416,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,40,For-Profit
11964514,9066,Assisted Living Facility,BROOKDALE WINTER HAVEN AL,6110 CYPRESS GARDENS BLVD,WINTER HAVEN,FL,33884-4142,Polk,(863) 318-8055,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,60,For-Profit
11932514,7354,Assisted Living Facility,BROOKSHIRE (THE),85 BULLDOG BLVD,MELBOURNE,FL,32901-3319,Brevard,(321) 984-7966,CATALINA GARDENS HEALTH CARE ASSOCIATES  LLC,135,For-Profit
11969394,13191,Assisted Living Facility,BROOKVIEW MANOR ASSISTED LIVING FACILITY LLC,882 BROOKVIEW LN,ROCKLEDGE,FL,32955,Brevard,(321) 987-9699,BROOKVIEW MANOR ASSISTED LIVING FACILITY LLC.,6,For-Profit
11965738,10115,Assisted Living Facility,BROOKWOOD,7211 BEACONWOODS DRIVE,HUDSON,FL,34667,Pasco,(727) 857-5927,PATRICK SULLIVAN,14,For-Profit
11910658,5956,Assisted Living Facility,BROWARD HOUSE  INC.,417 SE 18TH CT,FT LAUDERDALE,FL,33316-2831,Broward,(954) 468-1290,BROWARD HOUSE  INC.,60,Not-For-Profit
11969685,13445,Assisted Living Facility,BROWNS HOUSE ASSISTED LIVING FACILITY LLC,2241 SE MELALEUCA BLVD,PORT SAINT LUCIE,FL,34952,St. Lucie,(772) 207-7909,BROWNS HOUSE ASSISTED LIVING FACILITY LLC,5,For-Profit
11910551,5856,Assisted Living Facility,BROXTON'S A. L. F. HOMES,2233 PATE POND ROAD,CARYVILLE,FL,32427,Washington,(850) 548-5232,EULA MAE BROXTON,22,For-Profit
11953661,9342,Assisted Living Facility,BRYAN FAMILY HOME  INC,14871 SW 70TH ST,MIAMI,FL,33193-1026,Miami-Dade,(305) 408-7260,BRYAN FAMILY HOME  INC,6,For-Profit
11969852,13611,Assisted Living Facility,BRYAN'S CHATEAU (THE),1803 POWDER RIDGE DR,VALRICO,FL,33594,Hillsborough,(813) 215-9577,BRYAN'S CHATEAU (THE),5,For-Profit
11965850,10172,Assisted Living Facility,BUCKINGHAM PLACE  LLC,1845 GARFIELD STREET,HOLLYWOOD,FL,33020,Broward,(954) 921-1819,BUCKINGHAM PLACE  LLC,41,For-Profit
11953589,8637,Assisted Living Facility,BUENA VIDA CARE CORP,5813 LAKE BEND AVE,TAMPA,FL,33614-5936,Hillsborough,(813) 876-9244,BUENA VIDA CARE CORP,6,For-Profit
11966111,10375,Assisted Living Facility,BUENA VISTA ASSISTED LIVING,14532 SW 38TH LN,MIAMI,FL,33175-7829,Miami-Dade,(305) 220-2740,BUENA VISTA ASSISTED LIVING LLC,6,For-Profit
11968484,12368,Assisted Living Facility,BUENA VISTA HEALTH CARE CORP,4230 NW 196TH ST,MIAMI GARDENS,FL,33055-1813,Miami-Dade,(786) 838-5937,BUENA VISTA HEALTH CARE CORP,4,For-Profit
11966265,10490,Assisted Living Facility,BUENA VISTA HEALTH CARE II  CORP.,7968 W 14TH COURT,HIALEAH,FL,33014,Miami-Dade,(786) 838-5937,BUENA VISTA HEALTH CARE II  CORP.,6,For-Profit
11968137,12066,Assisted Living Facility,BUENAVENTURA ASSISTED LIVING FACILITY LLC,140 OAXACA  LN,KISSIMMEE,FL,34743,Osceola,(407) 350-5904,BUENAVENTURA ASSISTED LIVING FACILITY LLC,6,For-Profit
11968834,12670,Assisted Living Facility,BUFFALO CROSSINGS ASSISTED LIVING FACILITY,3890 WOODRIDGE DR,THE VILLAGES,FL,32162,Sumter,(352) 674-4700,RETIREMENT THREE LLC,135,For-Profit
11963955,8739,Assisted Living Facility,BUTTERFLY MANOR ASSISTED LIVING FACILITY (THE),660 3RD AVE S,ST PETERSBURG,FL,33701-4108,Pinellas,(727) 896-4515,VALDENE FORDE,14,For-Profit
11963814,8693,Assisted Living Facility,BV ASSISTED LIVING INC,2127 WEST NEW HAVEN AVENUE,WEST MELBOURNE,FL,32904,Brevard,(321) 724-0060,BV ASSISTED LIVING  INC,52,Not-For-Profit
11910307,7135,Assisted Living Facility,BVM CORAL LANDING  LLC,2820 OLD MOULTRIE ROAD,SAINT AUGUSTINE,FL,32086,St. Johns,(904) 794-2273,BVM CORAL LANDING  LLC,60,For-Profit
11969217,13032,Assisted Living Facility,C & Z SUNSHINE HEALTHCARE LLC,8233 DRY CREEK DR,TAMPA,FL,33615,Hillsborough,(813) 507-4621,C&Z SUNSHINE HEALTHCARE  LLC,6,For-Profit
11969136,12961,Assisted Living Facility,C&V ASSISTED LIVING CORP,6005 N CAMERON AVE,TAMPA,FL,33614,Hillsborough,(305) 778-8352,C & V Assisted Living Corp,6,For-Profit
11965917,10249,Assisted Living Facility,CABOT COVE ASSISTED LIVING  LLC,455 BELCHER RD S,LARGO,FL,33771,Pinellas,(727) 539-1200,CABOT COVE ASSISTED LIVING LLC,79,For-Profit
11932595,8148,Assisted Living Facility,CACHITA ADULT CONGREGATE LIVING FACILITY  INC.,4753 NW 1ST ST,MIAMI,FL,33126-5269,Miami-Dade,(305) 829-4321,CACHITA ADULT CONGREGATE LIVING FACILITY  INC.,8,For-Profit
11969845,13607,Assisted Living Facility,CADIZ ALF LLC,6425 SW 107 AVE,MIAMI,FL,33173,Miami-Dade,(305) 972-0375,Cadiz ALF LLC,6,For-Profit
11942771,8227,Assisted Living Facility,CALUSA ADULT CARE I,13871 SW 112TH ST,MIAMI,FL,33186-3266,Miami-Dade,(786) 493-6220,Mary Diaz,13,For-Profit
11932588,6066,Assisted Living Facility,CALUSA HARBOUR,2525 E FIRST STREET,FORT MYERS,FL,33901,Lee,(239) 425-2211,SNH SE TENANT TRS  INC.,175,For-Profit
11967577,11635,Assisted Living Facility,CALVINELLE ADULT HOME ALF #2,1786 NW 47TH TER,MIAMI,FL,33142-4071,Miami-Dade,(305) 308-2728,CALVINELLE CARE CONCEPT LLC,10,For-Profit
11968250,12229,Assisted Living Facility,CALVINELLE SOUTH ALF INC,1750 NW 41 ST,MIAMI,FL,33142,Miami-Dade,(954) 551-6363,CALVINELLE SOUTH ASSISTED LIVING FACILITY  INC.,10,For-Profit
11969056,12908,Assisted Living Facility,CALVINELLE WEST ALF INC,2045 NW 26 ST,MIAMI,FL,33142,Miami-Dade,(305) 308-2728,CALVINELLE WEST ALF  INC.,14,For-Profit
11966863,11008,Assisted Living Facility,CAMACHO ALF  INC,1631 SW 14TH ST,MIAMI,FL,33145-1537,Miami-Dade,(305) 857-0146,CAMACHO ALF INC,6,For-Profit
11969629,13471,Assisted Living Facility,CAMBRIDGE 13 LLC,1560 W 13TH ST,RIVIERA BEACH,FL,33404,Palm Beach,(561) 990-8089,CAMBRIDGE 13 LLC,6,For-Profit
11966399,10597,Assisted Living Facility,CAMBRIDGE 23  LLC,4373 VENUS AVENUE,WEST PALM BEACH,FL,33406,Palm Beach,(561) 471-1766,CAMBRIDGE 23 LLC,14,For-Profit
11910384,7462,Assisted Living Facility,CAMBRIDGE 5081 LLC,5081 DUNN ROAD,FORT PIERCE,FL,34981,St. Lucie,(772) 464-0728,CAMBRIDGE 5081 LLC,12,For-Profit
11968516,12415,Assisted Living Facility,CAMELLIA AT DEERWOOD,10061 SWEETWATER PKWY,JACKSONVILLE,FL,32256,Duval,(904) 519-1034,CPF SENIOR LIVING- CAMELLIA LLC,95,For-Profit
