Facility ID,License Number,State Facility Type 1 Literal,Facility Name,Address,City,State,Zip Code,County,Phone Number,Licensee,Capacity,Ownership Type,Date Accessed
11969793.0,13540.0,ASSISTED LIVING FACILITY,Carefinity Assisted Living Llc,304 MCLEAN DR,Brandon,FL,33510,Hillsborough,(813) 381-4467,CAREFINITY ASSISTED LIVING LLC,5.0,FOR-PROFIT,6/24/21
11966361.0,10588.0,ASSISTED LIVING FACILITY,Caregivers Touch Alf,4536 WEST IDLEWILD AVE,Tampa,FL,33614,Hillsborough,(813) 881-1887,ORESBURN & ASSOSCIATES INC,6.0,FOR-PROFIT,6/24/21
11967974.0,11938.0,ASSISTED LIVING FACILITY,Caregivers Touch Alf 2,7525 NORTH CAMERON AVENUE,Tampa,FL,33614,Hillsborough,(813) 443-1546,ORESBURN & ASSOCIATES INC.,6.0,FOR-PROFIT,6/24/21
11910805.0,7175.0,ASSISTED LIVING FACILITY,Caring Angels,6405 40TH AV  N,Saint Petersburg,FL,33709,Pinellas,(727) 384-4739,COMFORT MANOR INC DBA CARING ANGELS,10.0,FOR-PROFIT,6/24/21
11967627.0,11637.0,ASSISTED LIVING FACILITY,Caring Angels For You Alf Corp,8006 W POCAHONTAS AVE,Tampa,FL,33615-2912,Hillsborough,(813) 374-3176,CARING ANGELS FOR YOU ALF CORP,6.0,FOR-PROFIT,6/24/21
11969352.0,13233.0,ASSISTED LIVING FACILITY,Caring Angels Home Of Florida  Inc,118 MEADOWLARK DR,Royal Palm Beach,FL,33411,Palm Beach,(561) 557-1833,CARING ANGELS HOME OF FLORIDA INC,6.0,FOR-PROFIT,6/24/21
11969412.0,13221.0,ASSISTED LIVING FACILITY,Caring Assisted Living Llc,2588 SW GROTTO CIRCLE,Port Saint Lucie,FL,34953,St. Lucie,(772) 209-8249,CARING ASSISTED LIVING LLC,5.0,FOR-PROFIT,6/24/21
11965742.0,10083.0,ASSISTED LIVING FACILITY,Caring For You I Alf  Inc,5210 SW 5TH TER,Coral Gables,FL,33134-1124,Miami-Dade,(305) 569-0069,CARING FOR YOU I ALF  INC.,6.0,FOR-PROFIT,6/24/21
11967685.0,11684.0,ASSISTED LIVING FACILITY,Caring Hands Assisted Living Ii,13025 NW 2ND AVE,North Miami,FL,33168-4613,Miami-Dade,(786) 542-5171,CARING HANDS ASSISTED LIVING II  INC.,6.0,FOR-PROFIT,6/24/21
11967676.0,11691.0,ASSISTED LIVING FACILITY,Caring Hearts Assisted Living,1636 E SHANGRI LA DRIVE,Daytona Beach,FL,32119,Volusia,(386) 767-8048,EDITHA IGNACIO,6.0,FOR-PROFIT,6/24/21
11965068.0,9661.0,ASSISTED LIVING FACILITY,Caring Hearts Assisted Living  Inc,8601 SW 36 STREET,Miami,FL,33155,Miami-Dade,(305) 972-0375,CARING HEARTS ASSISTED LIVING INC,6.0,FOR-PROFIT,6/24/21
11969756.0,13510.0,ASSISTED LIVING FACILITY,Caring Hearts Helping Hands Assisted Living,215 PLEASANT HILL DR,Clermont,FL,34711,Lake,(407) 690-4870,ALISA L. LEWIS LLC,6.0,FOR-PROFIT,6/24/21
11969071.0,12903.0,ASSISTED LIVING FACILITY,Caring Partners Assisted Living Services Llc,13674 STAIMFORD DR,Wellington,FL,33414,Palm Beach,(561) 568-5338,CARING PARTNERS ASSISTED LIVING SERVICES LLC,6.0,FOR-PROFIT,6/24/21
11910473.0,5243.0,ASSISTED LIVING FACILITY,Caring Village At Forest Glen Llc,7435 PLATHE RD,New Port Richey,FL,34653-4554,Pasco,(727) 845-0609,CARING VILLAGE AT FOREST GLEN LLC,76.0,FOR-PROFIT,6/24/21
11964066.0,5448.0,ASSISTED LIVING FACILITY,Caring Village Of Davie Llc,4681 SW 66TH AVENUE,Davie,FL,33314,Broward,(954) 581-9111,CARING VILLAGE OF DAVIE  LLC,20.0,FOR-PROFIT,6/24/21
11910733.0,4783.0,ASSISTED LIVING FACILITY,Caring Village Of Margate  Llc,6810 SW 7TH STREET,Margate,FL,33068,Broward,(954) 971-2286,CARING VILLAGE OF MARGATE  LLC,111.0,FOR-PROFIT,6/24/21
11966948.0,11068.0,ASSISTED LIVING FACILITY,Carington Manor,3215 EAST JAMES LEE BLVD,Crestview,FL,32539,Okaloosa,(850) 423-1228,SAFE AND SECURE RESPITE CARE LLC,28.0,FOR-PROFIT,6/24/21
11964914.0,9408.0,ASSISTED LIVING FACILITY,Carlisle Naples,6945 CARLISLE COURT,Naples,FL,34109,Collier,(239) 591-2200,SRGL NAPLES LLC,125.0,FOR-PROFIT,6/24/21
11965313.0,9713.0,ASSISTED LIVING FACILITY,Carlisle Palm Beach  The,450 E OCEAN AVE,Lantana,FL,33462,Palm Beach,(561) 533-9440,SL CARLISLE LLC,175.0,FOR-PROFIT,6/24/21
11968373.0,12261.0,ASSISTED LIVING FACILITY,Carmen'S Goodcare Alf Corp,908 W YUKON ST,Tampa,FL,33604,Hillsborough,(813) 405-4109,CARMEN'S GOODCARE ALF CORP,6.0,FOR-PROFIT,6/24/21
11968376.0,12312.0,ASSISTED LIVING FACILITY,Carmita'S Assisting Living Facility Iii  Llc,939 PARK MANOR DR,Orlando,FL,32825,Orange,(407) 432-6785,CARMITA'S ASSISTED LIVING FACILITY III  LLC,6.0,FOR-PROFIT,6/24/21
11968985.0,12807.0,ASSISTED LIVING FACILITY,Carmita'S Assisting Living Facility Iv Llc,1103 MARSCASTLE AVE,Orlando,FL,32812,Orange,(321) 245-7895,CARMITA'S ASSISTING LIVING FACILITY  IV  LLC,6.0,FOR-PROFIT,6/24/21
11969806.0,13585.0,ASSISTED LIVING FACILITY,Carmita'S Care Assisted Living Facility  Llc,962 PINELAND DR,Rockledge,FL,32955,Brevard,(407) 797-9008,CARMITA'S CARE LLC,6.0,FOR-PROFIT,6/24/21
11967752.0,11735.0,ASSISTED LIVING FACILITY,Carmita'S Home Health Ii  Inc,8021 KILLIAN DRIVE,Orlando,FL,32822,Orange,(407) 432-6785,CARMITA'S HOME HEALTH  INC,6.0,FOR-PROFIT,6/24/21
11967134.0,11236.0,ASSISTED LIVING FACILITY,Carmita'S Home Health  Inc,2700 CONWAY GARDENS RD,Orlando,FL,32806,Orange,(407) 432-6785,CARMITA'S HOME HEALTH  INC,6.0,FOR-PROFIT,6/24/21
11942742.0,8220.0,ASSISTED LIVING FACILITY,Carolina'S Care Center Corp,9024 NW 148TH ST,Miami Lakes,FL,33018-7313,Miami-Dade,(305) 827-3100,CAROLINA'S CARE CENTER CORP,8.0,FOR-PROFIT,6/24/21
11966576.0,10766.0,ASSISTED LIVING FACILITY,Carolina'S Care Center Corp #Iii,8100 W 12TH AVE,Hialeah,FL,33014-3524,Miami-Dade,(305) 827-3100,CAROLINA'S CARE CENTER CORP,6.0,FOR-PROFIT,6/24/21
11969718.0,13490.0,ASSISTED LIVING FACILITY,Carolyn Clanton Alf Llc,1146 HAMILTON AVE,Jennings,FL,32053,Hamilton,(386) 938-4102,CAROLYN CLANTON ALF LLC,16.0,FOR-PROFIT,6/24/21
11964400.0,9012.0,ASSISTED LIVING FACILITY,Carps Assisted Living,3217 BROADWAY,West Palm Beach,FL,33407,Palm Beach,(561) 844-5313,DARKAN LLC,21.0,FOR-PROFIT,6/24/21
11966628.0,10800.0,ASSISTED LIVING FACILITY,Carriage House Alf,1832 COUNTRY CLUB DRIVE,Titusville,FL,32780,Brevard,(321) 383-3531,RMD SENIOR CARE  LLC,8.0,FOR-PROFIT,6/24/21
11968843.0,12726.0,ASSISTED LIVING FACILITY,Cary & Nico Tu Casita Feliz Alf Inc,6790 SW 16 TERR,Miami,FL,33155,Miami-Dade,(305) 962-4822,CARY & NICO TU CASITA FELIZ ALF INC,6.0,FOR-PROFIT,6/24/21
11965409.0,9796.0,ASSISTED LIVING FACILITY,Cary Crist Home Care Alf  Inc,1706 SW 136 PLACE,Miami,FL,33175,Miami-Dade,(786) 212-1907,CARY CRIST HOME CARE ALF INC,6.0,FOR-PROFIT,6/24/21
11967199.0,11281.0,ASSISTED LIVING FACILITY,Casa Bonita Alf Llc,931 NE 17TH TER,Homestead,FL,33033-4633,Miami-Dade,(305) 248-3366,CASA BONITA ALF LLC,6.0,FOR-PROFIT,6/24/21
11969689.0,13454.0,ASSISTED LIVING FACILITY,Casa De Campo Alf Llc,4173 NE 20TH ST,Homestead,FL,33033,Miami-Dade,(786) 601-9299,CASA DE CAMPO ALF LLC,6.0,FOR-PROFIT,6/24/21
11967888.0,11910.0,ASSISTED LIVING FACILITY,Casa De Los Abuelos Alf,6521 WEST HANNA AVENUE,Tampa,FL,33634,Hillsborough,(813) 443-3357,CASA DE LOS ABUELOS ALF CORP.,6.0,FOR-PROFIT,6/24/21
11966845.0,10991.0,ASSISTED LIVING FACILITY,Casa De Paz Alf  Inc,9360 SW 24TH ST,Miami,FL,33165-8114,Miami-Dade,(305) 223-0821,CASA DE PAZ ALF  INC,6.0,FOR-PROFIT,6/24/21
11965387.0,9827.0,ASSISTED LIVING FACILITY,Casa Dulce Corazon Inc,11475 QUAIL ROOST DR,Miami,FL,33157-6501,Miami-Dade,(305) 971-8071,CASA DULCE CORAZON  INC.,6.0,FOR-PROFIT,6/24/21
11967494.0,11519.0,ASSISTED LIVING FACILITY,Casa Loreto Assisted Living Facility Inc,3212 W KATHLEEN STREET,Tampa,FL,33607,Hillsborough,(813) 870-0210,CASA LORETO ASSISTED LIVING FACILITY  INC,8.0,FOR-PROFIT,6/24/21
11942941.0,8366.0,ASSISTED LIVING FACILITY,Casa Marisa Alf  Inc,7435 SW 23RD ST,Miami,FL,33155-1416,Miami-Dade,(305) 265-9797,CASA MARISA ALF INC,6.0,FOR-PROFIT,6/24/21
11966182.0,10418.0,ASSISTED LIVING FACILITY,Casa Marisa Ii Alf  Inc,2930 SW 114TH AVE,Miami,FL,33165-2112,Miami-Dade,(786) 464-9975,CASA MARISA II ALF  INC.,6.0,FOR-PROFIT,6/24/21
11968173.0,12121.0,ASSISTED LIVING FACILITY,Casa Santa Martha Alf Inc,1917 W MOHAWK AVE,Tampa,FL,33603,Hillsborough,(813) 392-1409,CASA SANTA MARTHA ALF INC,6.0,FOR-PROFIT,6/24/21
11966311.0,10532.0,ASSISTED LIVING FACILITY,Casa Sol Corp,441 E 35TH ST,Hialeah,FL,33013-3029,Miami-Dade,(305) 640-8668,CASA SOL  CORP,6.0,FOR-PROFIT,6/24/21
11966563.0,10749.0,ASSISTED LIVING FACILITY,Casabel Home Care Llc,2472 SW 113TH CT,Miami,FL,33165-2249,Miami-Dade,(786) 757-0065,CASABEL HOME CARE  LLC,6.0,FOR-PROFIT,6/24/21
11910115.0,5753.0,ASSISTED LIVING FACILITY,Cascade Heights,160 ISLANDER COURT,Longwood,FL,32750,Seminole,(407) 767-6600,AMERICAN EAGLE ISLAND LAKE LLC,75.0,NOT-FOR-PROFIT,6/24/21
11966836.0,10948.0,ASSISTED LIVING FACILITY,Cassie'S Castle,208 NATCHEZ TRACE,Royal Palm Beach,FL,33411,Palm Beach,(561) 204-2800,SIMZ  INC.,6.0,FOR-PROFIT,6/24/21
11967813.0,11780.0,ASSISTED LIVING FACILITY,Cassie'S Castle Ii,117 BARCELONA DRIVE,Royal Palm Beach,FL,33411,Palm Beach,(561) 793-6242,SIMZ  INC.,6.0,FOR-PROFIT,6/24/21
11968727.0,12573.0,ASSISTED LIVING FACILITY,Cassie'S Castle Iii,122 KINGS WAY,Royal Palm Beach,FL,33411,Palm Beach,(561) 333-4684,SIMZ  INC.,6.0,FOR-PROFIT,6/24/21
11965233.0,9717.0,ASSISTED LIVING FACILITY,Castle Court Alf Inc,9709 NORTH NEBRASKA AVENUE,Tampa,FL,33612,Hillsborough,(813) 933-6333,CASTLE COURT ALF  INC.,73.0,FOR-PROFIT,6/24/21
11968811.0,12655.0,ASSISTED LIVING FACILITY,Castlewood Alf Inc,111 CASTLEWOOD DR,North Palm Beach,FL,33408,Palm Beach,(561) 723-4922,CASTLEWOOD ALF INC.,14.0,FOR-PROFIT,6/24/21
11965772.0,10114.0,ASSISTED LIVING FACILITY,Catholic Senior Living Llc,100 SW 52ND AVE,Coral Gables,FL,33134-1291,Miami-Dade,(786) 552-5704,CATHOLIC SENIOR LIVING  LLC,6.0,FOR-PROFIT,6/24/21
11968763.0,12609.0,ASSISTED LIVING FACILITY,Cayman Circle Adult Family Care,5843 CAYMAN CR WEST,West Palm Beach,FL,33407,Palm Beach,(561) 512-8149,DORRETT MAY ELAINE SCOTT,5.0,FOR-PROFIT,6/24/21
11965899.0,10230.0,ASSISTED LIVING FACILITY,Cedar Creek,231 NW HIGHWAY 19,Crystal River,FL,34428,Citrus,(352) 564-2446,CEDAR CREEK AT KINGS BAY INC,72.0,FOR-PROFIT,6/24/21
11966273.0,10541.0,ASSISTED LIVING FACILITY,Cedar Creek,4279 JUDITH AVE,Merritt Island,FL,32953,Brevard,(321) 454-7768,VERITAS SENIOR LIVING LLC,78.0,FOR-PROFIT,6/24/21
11969596.0,13387.0,ASSISTED LIVING FACILITY,Central Florida Elder Care Llc,127 LEON COURT,Kissimmee,FL,34743,Osceola,(321) 245-0414,CENTRAL FLORIDA ELDER CARE  LLC,6.0,FOR-PROFIT,6/24/21
11911829.0,7107.0,ASSISTED LIVING FACILITY,Central Palace Residential,4491 SW 8 STREET,Miami,FL,33134,Miami-Dade,(305) 445-3565,CENTRAL PALACE SERVICES  INC.,55.0,FOR-PROFIT,6/24/21
11969539.0,13326.0,ASSISTED LIVING FACILITY,Central Park,2100 NORTH STREET,Altamonte Springs,FL,32714,Seminole,(407) 630-7654,MENTOR ABI  LLC,6.0,FOR-PROFIT,6/24/21
11966458.0,10691.0,ASSISTED LIVING FACILITY,Central Tampa Assisted Living,5010 N 40TH ST,Tampa,FL,33610-5202,Hillsborough,(813) 663-9696,FAMILY EXTENDED CARE OF CENTRAL TAMPA INC,100.0,NOT-FOR-PROFIT,6/24/21
11965784.0,10129.0,ASSISTED LIVING FACILITY,Century Assisted Living Facility  Inc,15900 SW 72ND TER,Miami,FL,33193-2937,Miami-Dade,(305) 752-3064,CENTURY ASSISTED LIVING FACILITY INC.,8.0,FOR-PROFIT,6/24/21
11966749.0,10913.0,ASSISTED LIVING FACILITY,Century Home Alf  Inc.,12710 SW 112 STREET,Miami,FL,33186,Miami-Dade,(305) 387-4904,CENTURY HOME ALF  INC.,6.0,FOR-PROFIT,6/24/21
11965743.0,10095.0,ASSISTED LIVING FACILITY,Century Oaks,4001 STACK BLVD,Melbourne,FL,32901,Brevard,(321) 772-4440,CENTURY OAKS SERENITY  LLC,95.0,FOR-PROFIT,6/24/21
11969222.0,13119.0,ASSISTED LIVING FACILITY,Centy'S Alf  Inc,3016 LAMBATH RD,Orlando,FL,32818,Orange,(107) 716-0035,MONICA FERGUSON,5.0,FOR-PROFIT,6/24/21
11969371.0,13185.0,ASSISTED LIVING FACILITY,Certus Mtd Opco  Llc,4901 LAKE PARK CT,Mount Dora,FL,32757,Lake,(352) 385-1800,CERTUS MTD OPCO LLC,64.0,FOR-PROFIT,6/24/21
11969445.0,13245.0,ASSISTED LIVING FACILITY,Certus Oc Opco  Llc,675 VETERANS MEMORIAL PKWY,Orange City,FL,32763,Volusia,(386) 775-3000,CERTUS OC OPCO LLC,64.0,FOR-PROFIT,6/24/21
11969855.0,13610.0,ASSISTED LIVING FACILITY,Certus Vro Opco Llc,5380 US HWY 1,Vero Beach,FL,32967,Indian River,(727) 204-5208,CERTUS VRO OPCO LLC,70.0,FOR-PROFIT,6/24/21
11969591.0,13403.0,ASSISTED LIVING FACILITY,Certus Wl Opco Llc,11120 LAKE UNDERHILL ROAD,Orlando,FL,32825,Orange,(407) 550-0021,CERTUS SENIOR OPCO LLC,64.0,FOR-PROFIT,6/24/21
11967486.0,11539.0,ASSISTED LIVING FACILITY,Chalet At Old Cutler (The) Llc,7210 SW 148TH TERRACE,Miami,FL,33158,Miami-Dade,(305) 252-0031,CHALET AT OLD CUTLER (THE),6.0,FOR-PROFIT,6/24/21
11967448.0,11496.0,ASSISTED LIVING FACILITY,Chanel Nursing Care Alf  Corp,14111 SW 43 STREET,Miami,FL,33175,Miami-Dade,(305) 553-3227,CHANEL NURSING CARE ALF  CORP,6.0,FOR-PROFIT,6/24/21
11910268.0,53.0,ASSISTED LIVING FACILITY,Change Of Pace Ret Center,1715 E SILVER SPRINGS BLVD,Ocala,FL,34470,Marion,(352) 629-8990,CHANGE OF PACE RETIREMENT CENTER  INC.,28.0,FOR-PROFIT,6/24/21
11911036.0,5892.0,ASSISTED LIVING FACILITY,Charity Care Inc,461 E 31ST ST,Hialeah,FL,33013-3332,Miami-Dade,(305) 693-6211,CHARITY CARE INC.,20.0,FOR-PROFIT,6/24/21
11964241.0,9022.0,ASSISTED LIVING FACILITY,Charity Home Alf  Inc,290 WEST 48 STREET,Hialeah,FL,33012,Miami-Dade,(305) 409-6992,CHARITY HOME ALF  INC.,6.0,FOR-PROFIT,6/24/21
11964882.0,9394.0,ASSISTED LIVING FACILITY,Charter Senior Living Of Gainesville,1001 SW 62ND BLVD,Gainesville,FL,32607,Alachua,(352) 378-3838,S-H OPCO GAINESVILLE LLC,110.0,FOR-PROFIT,6/24/21
11966524.0,10754.0,ASSISTED LIVING FACILITY,Charter Senior Living Of Panama City,6012 MAGNOLIA BEACH ROAD,Panama City,FL,32408,Bay,(850) 236-0510,CHARTER SENIOR LIVING LLC,60.0,FOR-PROFIT,6/24/21
11969829.0,13571.0,ASSISTED LIVING FACILITY,Chateau Charlotta Alf  Llc,485 CHARLOTTA AVE SE,Palm Bay,FL,32909,Brevard,(321) 821-4773,CHATEAU CHARLOTTA ALF LLC,6.0,FOR-PROFIT,6/24/21
11969590.0,13351.0,ASSISTED LIVING FACILITY,Chateau Madeleine,205 HARDOON LANE,Melbourne,FL,32940,Brevard,(321) 701-8000,,115.0,FOR-PROFIT,6/24/21
11965093.0,9586.0,ASSISTED LIVING FACILITY,Chatsworth At Pga National,347 HIATT DR,Palm Bch Gdns,FL,33418-7106,Palm Beach,(561) 227-3200,CHATSWORTH AT PGA NATIONAL  LLC,48.0,FOR-PROFIT,6/24/21
11968082.0,12005.0,ASSISTED LIVING FACILITY,Chelsea Place Retirement Living  Llc,315 ADDISON DR,Port Charlotte,FL,33980,Charlotte,(941) 979-5179,CHELSEA PLACE RETIREMENT LIVING  LLC,14.0,FOR-PROFIT,6/24/21
11969695.0,13453.0,ASSISTED LIVING FACILITY,Chely'S Care Alf Inc,10841 CORAL REEF DR,Miami,FL,33157,Miami-Dade,(786) 624-1806,CHELY'S CARE ALF INC.,6.0,FOR-PROFIT,6/24/21
11969634.0,13390.0,ASSISTED LIVING FACILITY,Cherry Blossom Assisted Living Facility,2810 CHERRY TREE LN,Plant City,FL,33565,Hillsborough,(803) 210-9676,ROCK PROPERTY ALLIANCE LLC,5.0,FOR-PROFIT,6/24/21
11969696.0,13508.0,ASSISTED LIVING FACILITY,Cherry Blossom Assisted Living Facility,136 DEAUVILLE AVENUE NE,Palm Bay,FL,32907,Brevard,(321) 987-5406,GCG GROUP ENTERPRISES INC,6.0,FOR-PROFIT,6/24/21
11966133.0,10424.0,ASSISTED LIVING FACILITY,Cherry Oak Palm Beach County,6026 OLD CONGRESS,Lantana,FL,33462,Palm Beach,(561) 966-3232,CHERRY OAK PALM BEACH COUNTY LLC,84.0,FOR-PROFIT,6/24/21
11969736.0,13516.0,ASSISTED LIVING FACILITY,Chestnut Bay Assisted Living Facilities Llc,937 COMMERCE RD SE,Palm Bay,FL,32909,Brevard,(321) 626-0930,LAKENYA RENATA JACOBS,6.0,FOR-PROFIT,6/24/21
11963723.0,5008.0,ASSISTED LIVING FACILITY,Chipola Health And Rehabilitation Center,4294 THIRD AVENUE,Marianna,FL,32446,Jackson,(850) 526-3191,NF CHIPOLA  LLC,76.0,FOR-PROFIT,6/24/21
11969005.0,12880.0,ASSISTED LIVING FACILITY,Chloes Place I Llc,2460 KATHI KIM ST,Cocoa,FL,32629,Brevard,(321) 449-6394,CHLOE'S PLACE I LLC,8.0,FOR-PROFIT,6/24/21
11969713.0,13477.0,ASSISTED LIVING FACILITY,Christallis Manor Ii Llc,819 N 31 CT,Hollywood,FL,33021,Broward,(754) 217-4629,CHRISTALLIS MANOR II LLC,6.0,FOR-PROFIT,6/24/21
11968286.0,12232.0,ASSISTED LIVING FACILITY,Christallis Manor  Llc,2119 WILSON STREET,Hollywood,FL,33020,Broward,(954) 921-0918,CHRISTALLIS MANOR  LLC,6.0,FOR-PROFIT,6/24/21
11966872.0,10961.0,ASSISTED LIVING FACILITY,Christel Care Inc,806 14TH STREET,West Palm Beach,FL,33401,Palm Beach,(561) 644-2580,CHRISTEL CARE INC,6.0,FOR-PROFIT,6/24/21
11966795.0,10949.0,ASSISTED LIVING FACILITY,Cinnamon Cove Alf,5641 MONTANA AVENUE,New Port Richey,FL,34652,Pasco,(727) 842-2340,CINNAMON COVE ALF,31.0,FOR-PROFIT,6/24/21
11964459.0,9138.0,ASSISTED LIVING FACILITY,Citrus Garden Alf,4805 EAST LAKE DRIVE,Winter Springs,FL,32708,Seminole,(407) 695-1445,CALFLO SERVICES  INC.,16.0,FOR-PROFIT,6/24/21
11967931.0,11926.0,ASSISTED LIVING FACILITY,Clara & Angel Alf Inc,5180 NW 2 STREET,Miami,FL,33126,Miami-Dade,(305) 444-6129,CLARA & ANGEL ALF  INC.,6.0,FOR-PROFIT,6/24/21
11967652.0,11670.0,ASSISTED LIVING FACILITY,Claridge House At The Bridges (The),11202 DEWHURST DRIVE,Riverview,FL,33578,Hillsborough,(813) 413-8900,BVM THE BRIDGES  LLC,101.0,FOR-PROFIT,6/24/21
11968214.0,12152.0,ASSISTED LIVING FACILITY,Clary'S Alf Corp,1715 SW 17TH AVE,Miami,FL,33145-1440,Miami-Dade,(305) 640-5664,CLARY'S ALF CORP.,6.0,FOR-PROFIT,6/24/21
11969643.0,13405.0,ASSISTED LIVING FACILITY,Clarys #2 Corp,7760 SW 29 ST,Miami,FL,33155,Miami-Dade,(786) 536-7386,CLARYS #2 CORP.,6.0,FOR-PROFIT,6/24/21
11968570.0,12458.0,ASSISTED LIVING FACILITY,Claudina Family Home Llc,4911 SW 132ND AVE,Miami,FL,33175-5245,Miami-Dade,(786) 536-6734,CLAUDINA FAMILY HOME LLC,6.0,FOR-PROFIT,6/24/21
11968493.0,12408.0,ASSISTED LIVING FACILITY,Cleon Corp Family Care Inc,10168 NW 128TH TER,Hialeah Gdns,FL,33018-1649,Miami-Dade,(786) 301-6808,CLEON CORP FAMILY CARE INC,6.0,FOR-PROFIT,6/24/21
11943028.0,8340.0,ASSISTED LIVING FACILITY,Cloisters Of Deland  The,400 E HOWRY AVE,Deland,FL,32724-5400,Volusia,(386) 822-6900,CLOISTERS RHF HOUSING LLC (THE),220.0,NOT-FOR-PROFIT,6/24/21
11964530.0,9059.0,ASSISTED LIVING FACILITY,Cloudberry Lodge At Brandon,3918 S KINGS AVE,Brandon,FL,33511-7749,Hillsborough,(813) 662-1535,TRIDENT ACQUISITION CONSULTANTS I LLC,54.0,FOR-PROFIT,6/24/21
11964829.0,9332.0,ASSISTED LIVING FACILITY,Cloverdale Inn,1114 WEST COUNTY LINE ROAD,Lutz,FL,33558-5032,Hillsborough,(813) 949-8999,CLOVERDALE INN INC,8.0,FOR-PROFIT,6/24/21
11969356.0,13165.0,ASSISTED LIVING FACILITY,Cobblestone Manor,208 COBBLESTONE DR,Spring Hill,FL,34606,Hernando,7276889549,COBBLESTONE MANOR LLC,15.0,FOR-PROFIT,6/24/21
11969170.0,13001.0,ASSISTED LIVING FACILITY,Coconut Ranch,7117 BAXLEY LN,Sarasota,FL,34241,Sarasota,(941) 404-4600,NEUROINTERNATIONAL HEALTHCARE LLC,6.0,FOR-PROFIT,6/24/21
11968596.0,12470.0,ASSISTED LIVING FACILITY,Colonial Assisted Living At Boynton Beach  Fl,1708 NE 4TH STREET,Boynton Beach,FL,33435,Palm Beach,(561) 336-3578,REGAL PARK ASSISTED LIVING INC.,90.0,FOR-PROFIT,6/24/21
11910722.0,7249.0,ASSISTED LIVING FACILITY,Colonial Assisted Living At Fort Lauderdale,2801 NW 55TH AVENUE,Lauderhill,FL,33313,Broward,(954) 484-1960,COLONIAL ASSISTED LIVING AT FORT LAUDERDALE  LLC,98.0,FOR-PROFIT,6/24/21
11963860.0,8744.0,ASSISTED LIVING FACILITY,Colonial Assisted Living At Miami,1864 NW 175TH ST,Miami Gardens,FL,33056-4840,Miami-Dade,(305) 624-4901,HIDDEN RANCHES ASSISTED LIVING INC,65.0,FOR-PROFIT,6/24/21
11942892.0,5898.0,ASSISTED LIVING FACILITY,Colonial Assisted Living At Tampa Fl,11722 NORTH 17TH STREET,Tampa,FL,33612,Hillsborough,(813) 602-0010,SUNRISE SENIOR VILLAGE ASSISTED LIVING  INC.,90.0,NOT-FOR-PROFIT,6/24/21
11910386.0,7617.0,ASSISTED LIVING FACILITY,Colonial Assisted Living At West Palm Beach Fl,534 DATURA ST,West Palm Beach,FL,33401-5308,Palm Beach,(561) 659-9330,SENIOR HOUSING MANAGEMENT PROVIDER LLC,152.0,FOR-PROFIT,6/24/21
11965814.0,10143.0,ASSISTED LIVING FACILITY,Colonnade At Beckett Lake (The),2155 MONTCLAIR RD,Clearwater,FL,33763-4287,Pinellas,(727) 797-7257,SH BECKETT LAKE LLC,130.0,FOR-PROFIT,6/24/21
11969051.0,12914.0,ASSISTED LIVING FACILITY,Comfort Care Alf Of Tampa Bay Inc,2513 W VIOLET ST,Tampa,FL,33614,Hillsborough,(813) 455-6536,COMFORT CARE ALF OF TAMPA BAY INC,5.0,FOR-PROFIT,6/24/21
11967479.0,11533.0,ASSISTED LIVING FACILITY,Comfort Care At It'S Best Inc,5809 NW 13TH ST,Sunrise,FL,33313-6208,Broward,(954) 401-5893,COMFORT CARE AT ITS BEST  INC.,6.0,FOR-PROFIT,6/24/21
11969097.0,12927.0,ASSISTED LIVING FACILITY,Comfort Care Home Alf,2402 SW SANTANA AVE,Port Saint Lucie,FL,34953,St. Lucie,(772) 607-9977,COMFORT CARE HOME INC.,6.0,FOR-PROFIT,6/24/21
11943082.0,8369.0,ASSISTED LIVING FACILITY,Comfort Residence  Inc.,935 SW 9 STREET,Miami,FL,33130,Miami-Dade,(305) 860-9549,COMFORT RESIDENCE  INC,13.0,FOR-PROFIT,6/24/21
11963815.0,8704.0,ASSISTED LIVING FACILITY,Comfort Springs Home Care  Inc.,1326 N.W. 113TH TERRACE,Coral Springs,FL,33071,Broward,(954) 255-6773,COMFORT SPRINGS HOME CARE  INC.,6.0,FOR-PROFIT,6/24/21
11969090.0,12951.0,ASSISTED LIVING FACILITY,Community Transition Services Of Florida Llc,5212 MILL STREAM RD,Ocoee,FL,34761,Orange,(407) 844-0747,COMMUNITY TRANSITION SERVICES OF FLORIDA  LLC,5.0,FOR-PROFIT,6/24/21
11942921.0,7893.0,ASSISTED LIVING FACILITY,Companion Home Corp,1997 SW 17 COURT,Miami,FL,33145,Miami-Dade,(305) 856-2933,COMPANION HOME CORPORATION,12.0,FOR-PROFIT,6/24/21
11966612.0,10789.0,ASSISTED LIVING FACILITY,Compassion In Healthcare Inc,700 BEVILLE ROAD,Daytona Beach,FL,32114,Volusia,(386) 253-6653,COMPASSION IN HEALTHCARE  INC,28.0,FOR-PROFIT,6/24/21
11969838.0,13598.0,ASSISTED LIVING FACILITY,Compassionate Care Homes Llc,8412 WAIALAE CT,Orlando,FL,32819,Orange,(407) 716-0761,COMPASSIONATE CARE HOMES LLC,5.0,FOR-PROFIT,6/24/21
