Facility ID,Facility Name,Street,City,State,Zip Code,Phone Number,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,Mailing Street,Mailing City,Mailing State,Mailing Zip Code,Licensee Phone Number,Class,Gender,Capacity,Low Rate,High Rate,Date Probationary Issued,Date Regular Issued,Region,Public Funding,HCBS Compliant
12463,GOOD SAMARITAN SOCIETY-SCANDIA VILLAGE,10554 APPLEWOOD RD,SISTER BAY,WI,54234-,(920) 854-2317,DOOR,NOTZ,MICHELE,EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,,,NOTZ,MICHELE,10560 APPLEWOOD RD,SISTER BAY,WI,54234-,(605) 362-3100,REGISTERED,B,58,875,1430,,19-Aug-08,NORTHEASTERN REGION,,
10344,PINE CREST VILLAGE LLC,1241 N 18TH AVE,STURGEON BAY,WI,54235-,(920) 746-1280,DOOR,PAPKE,AMBER,PAPKE,PAPKE,ROBERT & LOUANN,PAPKE,AMBER,1241 N 18TH AVE,STURGEON BAY,WI,54235-,(920) 746-1280,CERTIFIED,B,43,3555,4265,,10-Dec-99,NORTHEASTERN REGION,,X
13517,NEW PERSPECTIVE SUPERIOR,1915 N 34TH ST,SUPERIOR,WI,54880-,(218) 721-2800,DOUGLAS,BERGUM,JEFFERY,SUPERIOR OPS LLC,NOVACZYK,RYAN,NOVACZYK,RYAN,5900 CLEARWATER DRIVE STE 500,MINNETONKA,MN,54880-,(612) 308-8369,CERTIFIED,B,76,2550,4050,,11-Nov-10,NORTHWESTERN REGION,,X
14703,SANDY RIDGE ASSISTED LIVING APARTMENTS,108 PARK DRIVE,COLFAX,WI,54730-,(715) 962-3186,DUNN,GALETKA,KENZIE,COLFAX HEALTH AND REHABILITATION CENTER INC,,,GALETKA,KENZIE,110 PARK DRIVE,COLFAX,WI,54730-,(715) 962-3186,CERTIFIED,B,14,2226,4812,,30-Jul-13,NORTHWESTERN REGION,,X
13043,AUTUMN VILLAGE,915 ELM AVENUE E,MENOMONIE,WI,54751-,(715) 235-3697,DUNN,WEST,DAVID,AMERICAN LUTHERAN COMMUNITY SERVICES INC,,,CHRISTENSEN,MIKE,P O BOX 287,EAU CLAIRE,WI,54751-0287,(715) 235-3697,CERTIFIED,B,40,3822,4875,,19-Nov-09,NORTHWESTERN REGION,,
12102,COMFORTS OF HOME MENOMONIE RCAC,917 22ND AVE NE,MENOMONIE,WI,54751-,(715) 231-4980,DUNN,LUNDERVILLE,KATIE,MENOMONIE RCAC LLC,SCHILLINGER,RHONDA,SCHILLINGER,RHONDA,750 MAIN STREET STE 200,MENDOTA HEIGHTS,MN,54751-,(651) 287-0265,CERTIFIED,B,41,3175,6600,,24-Sep-07,NORTHWESTERN REGION,X,X
15612,CLASSIC AT HILLCREST GREENS SENIOR LIVING (THE),2455 SAWGRASS PLACE,ALTOONA,WI,54720,(715) 944-6678,EAU CLAIRE,SPINDLER,GREG,THE CLASSIC AT HILLCREST GREENS LLC,SPINDLER,GREG,SPINDLER,GREG,2455 SAWGRASS PLACE,ALTOONA,WI,54720,(715) 831-8000,CERTIFIED,B,63,2450,7450,,1-Jul-15,NORTHWESTERN REGION,,
14670,OAK GARDENS PLACE,342 TWIN OAK DR,ALTOONA,WI,54720-,(715) 839-8000,EAU CLAIRE,LUBE,PATTY,OAK GARDENS AID OPCO LLC,,,JAHRAUS,MATTHEW,330 N WABASH AVE STE 3700,CHICAGO,IL,54720-,(415) 706-9715,REGISTERED,B,40,3101,4881,,11-Jul-13,NORTHWESTERN REGION,,
12799,GRACE WILLOWBROOK,4868 OTTESON LANE,EAU CLAIRE,WI,54701-,(715) 835-0429,EAU CLAIRE,VOLZ,ZACH,GRACE LUTHERAN FOUNDATION,DUHR,AMY,DUHR,AMY,P O BOX 287,EAU CLAIRE,WI,54701-,(715) 832-3003,CERTIFIED,B,36,3700,4800,,1-Jun-09,NORTHWESTERN REGION,X,X
16084,HEATHERWOOD,4510 GATEWAY DR,EAU CLAIRE,WI,54701,(715) 552-5511,EAU CLAIRE,PHILLIPS,MIKE,CSL EAU CLAIRE LLC,FORSYTH,WILL,FORSYTH,WILL,1580 VALLEY RIVER DR STE 260,EUGENE,OR,97401,(541) 636-3460,CERTIFIED,B,31,3595,6595,,11-Apr-16,NORTHWESTERN REGION,,
12506,HERITAGE OAKWOOD HILLS,3706 DAMON ST,EAU CLAIRE,WI,54701-,(715) 831-9118,EAU CLAIRE,SIRNY,MCKENZIE,HERITAGE-I LLC,PINKERTON,MILO,PINKERTON,MILO,7901 W NATIONAL AVENUE,WEST ALLIS,WI,54701-,(952) 351-4540,CERTIFIED,B,39,3350,6300,,1-Sep-08,NORTHWESTERN REGION,,X
17050,MILESTONE SENIOR LIVING RENEE,5512 RENEE DR,EAU CLAIRE,WI,54703,(715) 874-4250,EAU CLAIRE,LAUER,JESSICA,ABILIT HOLDINGS EAU CLAIRE LLC,RUSSELL,KEVIN,SCHACHT,KAREN,208 35TH ST DRIVE SE  STE 500,CEDAR RAPIDS,IA,54703-1361,(585) 500-6793,CERTIFIED,B,32,4100,4600,,18-May-18,NORTHWESTERN REGION,,
16701,GRANPARK TERRACE GRANCARE INC,30 N KAYSER ST,FOND DU LAC,WI,54935,(920) 921-6800,FOND DU LAC,GRETZINGER,BRIANNA,GOLDENHIGH LLC,KUSHNIR,ADAM,GRETZINGER,BRIANNA,517 E DIVISION STREET,FOND DU LAC,WI,54935,(619) 565-3637,CERTIFIED,B,12,1700,4000,,13-Dec-17,NORTHEASTERN REGION,,
14655,LAKE VIEW PLACE,517 LUCO RD,FOND DU LAC,WI,54935,(920) 926-1100,FOND DU LAC,SANDBOTHE,MICHELLE,LAKE VIEW AID OPCO LLC,,,POC/LEGAL DEPT,ATTN:,330 N WABASH STE 3700,CHICAGO,IL,60611,(415) 706-9715,REGISTERED,B,90,6974,7645,,11-Jul-13,NORTHEASTERN REGION,,
16187,MEADOWS OF FOND DU LAC LLC (THE),620 W ROLLING MEADOWS DR,FOND DU LAC,WI,54937,(920) 933-8090,FOND DU LAC,ROBERTS,DIANN,ROLLING MEADOWS DEVELOPMENT LLC,BURNS,TIM,BURNS,TIM,620 W ROLLING MEADOWS DR,FOND DU LAC,WI,54937,(920) 933-8090,CERTIFIED,B,71,2510,3525,,22-Jun-16,NORTHEASTERN REGION,,
17586,SAGE MEADOW FOND DU LAC AL,597 KINGSWOOD AVE,FOND DU LAC,WI,54935,(920) 924-5715,FOND DU LAC,WEAVER,ROTH,A6 FOND DU LAC AL,OSTROM,THOMAS,OSTROM,THOMAS,101 N WACKER DRIVE  STE 616,CHICAGO,IL,60606,(312) 462-4462,CERTIFIED,B,40,1500,6000,,30-May-19,NORTHEASTERN REGION,X,X
10373,ST FRANCIS TERRACE,345 E FIRST ST,FOND DU LAC,WI,54935,(920) 923-7980,FOND DU LAC,KOHNE,SISTER IRENE,ST FRANCIS HOME INC,,,TROST,DOUGLAS,33 EVERETT ST,FOND DU LAC,WI,54935,(920) 923-7980,REGISTERED,,55,2007,2020,,19-Nov-98,NORTHEASTERN REGION,,
10355,WOODLANDS SENIOR PARK,77 WISCONSIN AMERICAN DR,FOND DU LAC,WI,54935-,(920) 922-8770,FOND DU LAC,HENDRICKSON,SUE,HENDRICKSON,HENDRICKSON,SAM OR SUE,HENDRICKSON,SAM,77 WISCONSIN AMERICAN DR,FOND DU LAC,WI,54935-,(920) 922-8770,CERTIFIED,B,26,3100,3850,,17-Sep-03,NORTHEASTERN REGION,X,X
11286,VILLA ROSA ASSISTED LIVING,N8120 CTY RD WW,MT CALVARY,WI,53057,(920) 753-3015,FOND DU LAC,FLOBERG,JENNA,SSM HEALTH OF WISCONSIN.INC,,,FLOBERG,JENNA,N8120 CTY RD WW,MT CALVARY,WI,53057,(920) 753-3211,CERTIFIED,,20,3785,4120,,18-Jan-06,NORTHEASTERN REGION,X,X
10341,MAPLECREST MANOR,150 N DOUGLAS ST,RIPON,WI,54971,(920) 748-7300,FOND DU LAC,LIPTOW,CHAD,MAPLECREST MANOR INC,VANSTONE JR,DELBERT,VANSTONE JR,DELBERT,PO BOX 69,NASHOTAH,WI,53058,(920) 748-7300,CERTIFIED,,42,1795,6600,,9-May-03,NORTHEASTERN REGION,X,X
14485,PRAIRIE PLACE RCAC,749 E OSHKOSH ST,RIPON,WI,54971,(920) 748-8900,FOND DU LAC,STEWART,CRYSTAL,PRAIRIE ASSISTED LIVING INC,GROTHE,JEREMIAH,GROTHE,JEREMIAH,749 E OSHKOSH ST,RIPON,WI,54971,(920) 748-8900,CERTIFIED,B,42,2700,5000,,23-Jan-13,NORTHEASTERN REGION,,X
12238,ASTER ASSISTED LIVING OF MONROE,616 8TH AVE,MONROE,WI,53566-,(608) 328-2339,GREEN,Fischer,Christy,ASHFORD MARTIN CORPORATION,MARTIN,PATRICIA M,MARTIN,PATRICIA M,1500 N CASALOMA DR STE 300,APPLETON,WI,53566-,(920) 832-8094,CERTIFIED,B,62,4055,6755,,8-Jan-08,SOUTHERN REGION,X,X
10297,ST CLARE FRIEDENSHEIM,2003 4TH ST,MONROE,WI,53566-,(608) 329-3601,GREEN,FRANCOIS,ERIN,MONROE JOINT VENTURE INC,FRancois,ERIN,FRANCOIS,ERIN,2003 4TH ST,MONROE,WI,53566-,(608) 329-3601,CERTIFIED,M,50,3015,4560,,18-Apr-00,SOUTHERN REGION,X,X
16075,GLARNER LODGE,900 GLARNER DR,NEW GLARUS,WI,53574,(608) 527-2126,GREEN,FRANCOIS,ERIN,NEW GLARUS HOME INC,FRANCOIS,ERIN,FRANCOIS,ERIN,600 2ND AVE,NEW GLARUS,WI,53574,(608) 527-2126,CERTIFIED,B,27,3341,8384,,1-Sep-16,SOUTHERN REGION,X,X
17743,HEARTSONG,123 S PEARL ST,BERLIN,WI,54923,(920) 361-3111,GREEN LAKE,CERNEY,KIM,SONGBIRDS I INC,JENNESS,DERALD,JENNESS,JUDY,2334 ELIZABETH ST,JANESVILLE,WI,53548,(608) 290-7346,CERTIFIED,B,26,3100,3500,,17-Jun-19,NORTHEASTERN REGION,X,
16746,PATRIOT PLACE RCAC,609 BROADWAY STREET,BERLIN,WI,54923,(920) 361-3008,GREEN LAKE,PAEZ,KELSEA,NBA HOLDINGS LLC,GOHLKE,RICHARD,PAEZ,KELSEA,609 BROADWAY STREET,BERLIN,WI,54923,(920) 293-1015,CERTIFIED,B,57,2500,3600,,5-Jan-18,NORTHEASTERN REGION,,
11583,KINDREDHEARTS GREEN LAKE,850 SUNNYSIDE RD,GREEN LAKE,WI,54941-,(920) 294-1000,GREEN LAKE,GRUNEWALD,AMBER,PARTNERS IN COMMUNITY ELDERCARE LLC,HENNIG,DOUGLAS,HENNING,DOUGLAS,850 SUNNYSIDE RD,GREEN LAKE,WI,54941,(608) 442-8005,CERTIFIED,,25,1636,3186,,1-Sep-06,NORTHEASTERN REGION,X,
12685,NORTH TERRACE ASSISTED LIVING,1130 N MARGARET ST,MARKESAN,WI,53946-8516,(920) 398-2751,GREEN LAKE,PETERSON,SARAH,MARKESAN RESIDENT HOME INC,,,PETERSON,SARAH,1130 N MARGARET ST,MARKESAN,WI,53946-8516,(920) 398-2751,CERTIFIED,,32,2280,4725,,26-Jan-09,NORTHEASTERN REGION,X,
16842,SAMUELS GROVE,183 E JOHN ST,MARKESAN,WI,53946,(920) 398-2989,GREEN LAKE,VREDEVELD,BRIDGET,BARRETT HOUSE OF MARKESAN LLC,VREDEVELD,BRIDGET,VREDEVELD,BRIDGET,185 E JOHN ST,MARKESAN,WI,53946,(920) 296-8193,CERTIFIED,B,8,1650,4500,,25-Sep-17,NORTHEASTERN REGION,X,
13621,STONEFIELD APARTMENT HOMES,407 E MADISON ST,DODGEVILLE,WI,53533-,(920) 674-6600,IOWA,CURRAN,JAMES,AFFORDABLE LIVING & HOUSING SERVICES LLC,CURRAN,JAMES,CURRAN,JAMES,407 E MADISON ST,DODGEVILLE,WI,53533-,(608) 935-0051,REGISTERED,B,52,,,,20-Feb-11,SOUTHERN REGION,,
11906,PINE VIEW TERRACE,404 COUNTY RD R,BLACK RIVER FALLS,WI,54615-,(715) 284-7077,JACKSON,KNIGHT,CARLA,JACKSON PINE VIEW HEALTHCARE LLC,,,PINE VIEW TERRACE,,400 COUNTY RD R,BLACK RIVER FALLS,WI,54615-,(920) 699-4555,CERTIFIED,B,36,2773,4335,,29-Mar-07,NORTHWESTERN REGION,X,X
16702,REENA SENIOR LIVING,737 REENA AVE,FORT ATKINSON,WI,53538,(920) 542-1521,JEFFERSON,BRATZ,JENNIFER,ICONICARE OF FORT ATKINSON LLC,PIENTKA,THOMAS,BARR,ALLAN,737 Reena Ave,Fort Atkinson,WI,53538,(608) 664-3500,CERTIFIED,,60,1630,2720,,22-May-17,SOUTHERN REGION,X,
15776,HIGHLAND HOUSE,161 GOEHL RD,WATERLOO,WI,53594,(920) 478-4193,JEFFERSON,Kehl,Donna,WATERTOWN MEDICAL CENTER LLC,SERAPHINE,JEFFREY,Lillge,Amy,125 HOSPITAL DRIVE,WATERTOWN,WI,53098,(615) 920-7000,CERTIFIED,B,20,2824,4942,,1-Sep-15,SOUTHERN REGION,,
18285,RIVERWALK SENIOR LIVING,477 W MADISON ST,WATERLOO,WI,53594,(608) 449-2128,JEFFERSON,OTTO,AARON,APARA CARE INC,OTTO,AARON,OTTO,AARON,477 W MADISON ST,WATERLOO,WI,53594,(608) 449-2128,CERTIFIED,B,29,2100,2100,,23-Nov-20,SOUTHERN REGION,,X
13914,RIVER VIEW PLATINUM LLC,1301 E MAIN ST,WATERTOWN,WI,53094,(920) 567-0100,JEFFERSON,Higgins,Brenda,RIVER VIEW PLATINUM LLC,Cohen,Christopher,TERESINSKI,JOHN,2448 S 102nd Street,West Allis,WI,53227,(262) 432-8623,CERTIFIED,B,49,1988,4500,,23-Dec-11,SOUTHERN REGION,,X
10959,OAK GROVE ASSISTED CARE LLC,200 W 6TH ST,NECEDAH,WI,54646-,(608) 565-3990,JUNEAU,SCHUCH,TIFFANY,OAK GROVE ASSISTED CARE LLC,BISSIN,PAUL C,SCHUCH,TIFFANY,200 W 6TH ST,NECEDAH,WI,54646-,(608) 318-1180,CERTIFIED,,40,1200,1850,,1-Apr-05,NORTHWESTERN REGION,X,X
14239,CELEBRE PLACE,1870 27TH AVE,KENOSHA,WI,53140-,(262) 782-2770,KENOSHA,ENDSLEY,COLLEEN,FRESH COAST PARTNERS,,,ENDSLEY,COLLEEN,14585 W FIELDPOINTE DR,NEW BERLIN,WI,53140-,(262) 782-2770,CERTIFIED,B,15,625,895,,1-Jul-12,SOUTHEASTERN REGION,X,X
15730,LIBRARY TERRACE APARTMENTS,7905 36TH AVENUE,KENOSHA,WI,53142,(262) 697-8560,KENOSHA,ENDSLEY,COLLEEN,SCAL KENOSHA LLC,,,COLLINS,MICHAEL,PO BOX 108,SUN PRAIRIE,WI,53590,(608) 837-2649,CERTIFIED,B,26,3157,7000,,1-Jul-15,SOUTHEASTERN REGION,,X
17779,MEADOWMERE SOUTHPORT,8351 SHERIDAN ROAD,KENOSHA,WI,53143,(262) 948-1100,KENOSHA,BARFIELD,LANEESHA,SNH WIS TENANT LLC,FRANCIS,JENNIFER,NEWCOMB,LISA,400 CENTER ST  ATTN  LICENSING,NEWTON,MA,2458,(617) 796-8350,CERTIFIED,B,63,3863,5435,,1-Jan-20,SOUTHEASTERN REGION,,X
14687,PARADISE ESTATES LLC,625 4TH ST,KEWAUNEE,WI,54216-,(920) 388-0201,KEWAUNEE,MARCELLE,CHRISTINE,PARADISE ESTATES LLC,PARAL,MIKE,PARAL,KATHY,625 4TH ST,KEWAUNEE,WI,54216-,(920) 388-0201,CERTIFIED,B,20,805,905,,15-Jul-13,NORTHEASTERN REGION,,X
11373,HEIGHTS (THE),112 JUNIPER LANE,HOLMEN,WI,54636-,(608) 526-2635,LACROSSE,TAYLOR,DEBRA,BETHANY LUTHERAN HOMES INC,TAYLOR,DEBRA,TAYLOR,DEBRA,351 MASON STREET,ONALASKA,WI,54636-,(608) 779-1700,CERTIFIED,B,16,3100,3100,,20-Jun-06,NORTHWESTERN REGION,,X
11629,PRAIRIE HOME,620 MALIN COURT,HOLMEN,WI,54636-,(608) 526-4850,LACROSSE,SEPICH,KAREN,BETHANY ST JOSEPH CORP,,,DIRECTOR,PRAIRIE HOME,1126 MAIN ST,ONALASKA,WI,54636-,(608) 788-5700,CERTIFIED,B,30,1972,2303,,1-Oct-06,NORTHWESTERN REGION,X,X
18121,EAGLE CREST SOUTH ASSISTED LIVING,622 BENNORA LEE COURT,LA CROSSE,WI,54601,(608) 791-2700,LACROSSE,ASPENSON,BRENDA,BETHANY LUTHERAN HOMES INC,ASPENSON,BRENDA,ASPENSON,BRENDA,622 BENNORA LEE COURT,LA CROSSE,WI,54601,(608) 791-2705,CERTIFIED,B,36,3000,5250,,18-May-20,NORTHWESTERN REGION,,X
10258,BENEDICTINE VILLA ASSISTED LIVING,2904 EAST AVENUE SOUTH,LACROSSE,WI,54601-,(608) 788-7489,LACROSSE,FRITZ,JACOB,CATHOLIC RESIDENTIAL SERVICES INC,,,FRITZ,JACOB,2904 EAST AVENUE SOUTH,LACROSSE,WI,54601-,(608) 784-5323,REGISTERED,,45,1500,2500,,24-Nov-98,NORTHWESTERN REGION,,
12328,BROOKDALE LACROSSE,3141 EAST AVE S,LACROSSE,WI,54601-,(608) 788-1964,LACROSSE,PETERSON,JENNIFER,BROOKDALE SENIOR LIVING COMMUNITIES INC,LESKOWICZ,JOANNE,PETERSON,JENNIFER,3141 EAST AVE S,LACROSSE,WI,54601,(414) 918-5000,CERTIFIED,,20,3146,4742,,1-Jul-08,NORTHWESTERN REGION,X,X
10447,CASS STREET,1315 CASS STREET,LACROSSE,WI,54601-,(608) 796-1091,LACROSSE,VOEGELE,KELLY,BETHANY LUTHERAN HOMES INC,TAYLOR,DEBRA,TAYLOR,DEBRA,351 MASON STREET,ONALASKA,WI,54601-,(608) 779-1700,CERTIFIED,B,46,2670,3530,,4-Nov-03,NORTHWESTERN REGION,X,X
15684,EAGLE CREST SOUTH RCAC,622 BENNORA LEE COURT,LACROSSE,WI,54601,(608) 791-2700,LACROSSE,ASPENSON,BRENDA,"BETHANY LUTHERAN HOMES, INC",ASPENSON,BRENDA,ASPENSON,BRENDA,622 BENNORA LEE COURT,LACROSSE,WI,54601,(608) 791-2700,REGISTERED,B,80,1205,2830,,15-Jun-15,NORTHWESTERN REGION,,
13997,HILLVIEW TERRACE,3503 PARK LN,LACROSSE,WI,54601-,(608) 785-5500,LACROSSE,KRAMER,KELLY,LACROSSE COUNTY,,,COZIK,CAITLYN,3503 PARK LN DR,LACROSSE,WI,54601-,(608) 789-4800,CERTIFIED,B,30,1900,2975,,5-Jan-12,NORTHWESTERN REGION,,
12093,SHELBY TERRACE,2525 SHELBY ROAD,LACROSSE,WI,54601-,(608) 788-4477,LACROSSE,SEPICH,KAREN,BETHANY ST JOSEPH CORPORATION,,,DIRECTOR,,2501 SHELBY RD,LACROSSE,WI,54601-,(608) 788-5700,CERTIFIED,B,25,1674,2036,,10-Sep-07,NORTHWESTERN REGION,X,X
10267,WILLOWS (THE),2555 SOUTH 7TH STREET,LACROSSE,WI,54601-,(608) 406-3978,LACROSSE,CUNNINGHAM,MARLA,BETHANY LUTHERAN HOMES INC,SENZIG,PATRICK,SENZIG,PATRICK,2575 S 7TH STREET,LA CROSSE,WI,54601-,(608) 406-3900,REGISTERED,,30,1195,2195,,1-Dec-98,NORTHWESTERN REGION,,
12206,EAGLE CREST NORTH ASSISTED LIVING,351 MASON STREET,ONALASKA,WI,54650-,(608) 779-1700,LACROSSE,HAEFS,TAMMY,BETHANY LUTHERAN HOMES INC,TAYLOR,DEBRA,TAYLOR,DEBRA,351 MASON STREET,ONALASKA,WI,54650-,(608) 406-3887,CERTIFIED,B,42,2940,5265,,4-Jan-08,NORTHWESTERN REGION,X,X
12207,EAGLE CREST NORTH INDEPENDENT LIVING PLUS,351 MASON ST,ONALASKA,WI,54650-,(608) 779-1700,LACROSSE,HAEFS,TAMMY,BETHANY LUTHERAN HOMES INC,TAYLOR,DEBRA,TAYLOR,DEBRA,351 MASON STREET,ONALASKA,WI,54650-,(608) 779-1700,REGISTERED,B,70,1010,2315,,25-Oct-07,NORTHWESTERN REGION,,
10274,LAUREL MANOR,108 17TH AVENUE SOURTH,ONALASKA,WI,54650-,(608) 783-1815,LACROSSE,,,BETHANY ST JOSEPH CORPORATION,,,,,108 17TH AVENUE SOUTH,ONALASKA,WI,54650-,(608) 788-5700,REGISTERED,,12,485,785,,1-Nov-02,NORTHWESTERN REGION,,
17881,ONALASKA SENIOR LIVING,3770 EMERALD DR EAST,ONALASKA,WI,54650,(608) 615-4700,LACROSSE,BECK,ASHLEY,WALKER ELDERCARE SERVICES INC,RIDDLE,SCOTT,BECK,ASHLEY,3770 EMERALD DR EAST,ONALASKA,WI,54650,(612) 827-8380,REGISTERED,B,128,1125,2500,,3-Jan-20,NORTHWESTERN REGION,,
11819,SPRINGBROOK COMMUNITY ASSISTED LIVING INC,861 CRITTER COURT,ONALASKA,WI,54650-,(608) 783-2292,LACROSSE,HITZ,MARCIA,SPRINGBROOK COMMUNITY ASSISTED LIVING INC,SIMONSON,ROBERT/ANN,SIMONSON,ROBERT,2850 MONARCH COURT,ALTOONA,WI,54720,(608) 783-2292,CERTIFIED,,62,2620,3800,,15-Jun-07,NORTHWESTERN REGION,X,X
13753,MILL STREET MANOR,840 MILL ST,WEST SALEM,WI,54669-,(608) 786-2440,LACROSSE,SEPICH,KAREN,BETHANY ST JOSEPH CORP,,,SEPICH,KAREN,1126 MAIN ST,ONALASKA,WI,54669-,(608) 788-5700,CERTIFIED,,15,2116,2521,,1-Jun-11,NORTHWESTERN REGION,X,X
12008,SALEM TERRACE,104 LEWIS ST,WEST SALEM,WI,54669-,(608) 786-2440,LACROSSE,SEPICH,KAREN,BETHANY ST JOSEPH CORP,,,SEPICH,KAREN,2501 SHELBY RD,LACROSSE,WI,54669-,(608) 788-5700,CERTIFIED,,35,2073,2484,,1-Jul-07,NORTHWESTERN REGION,X,X
13813,WILLOW VALLEY LLC,520 W ESTEY ST,SHULLSBURG,WI,53586-,(608) 491-1030,LAFAYETTE,LEAHY,GINA,WILLOW VALLEY LLC,,,LEAHY,GINA,520 W ESTEY ST,SHULLSBURG,WI,53586-9587,(608) 732-4013,CERTIFIED,B,16,3000,3000,,1-Oct-11,SOUTHERN REGION,,X
13458,PINE MEADOW,525 FLIGHT RD,ANTIGO,WI,54409-,(715) 627-2613,LANGLADE,WITMAN,DEBRA,LANGLADE HOSPITAL,,,WITMAN,DEBRA,519 FLIGHT RD,ANTIGO,WI,54409-,(715) 623-2331,REGISTERED,B,40,916,1184,,23-Jul-10,NORTHWESTERN REGION,,
17035,MILESTONE SENIOR LIVING LINCOLN,314 E LINCOLN AVEUNE,TOMAHAWK,WI,54487,(715) 224-3747,LINCOLN,MIETELSKI,CAROLE,ABILIT HOLDINGS TOMAHAWK LLC,RUSSELL,KEVIN,LEMKE,AMY,208 35TH ST DR SE  STE 500,CEDAR RAPIDS,IA,54487-1361,(585) 500-6793,CERTIFIED,B,20,3920,4240,,18-May-18,NORTHWESTERN REGION,,
17993,ANGELUS VILLAGE OF MANITOWOC LLC,200 EAST WALDO BOULEVARD,MANITOWOC,WI,54220,(920) 553-5555,MANITOWOC,BUDRICK,DANA,ANGELUS VILLAGE OF MANITOWOC LLC,CASSIANI,VINCE,CASSIANI,VINCE,200 EAST WALDO BOULEVARD,MANITOWOC,WI,54220,(920) 915-8836,REGISTERED,B,52,3400,3900,,10-Feb-20,NORTHEASTERN REGION,,
18490,ANGELUS VILLAGE OF MANITOWOC LLC,1010 BAYSHORE DRIVE,MANITOWOC,WI,54220,(920) 553-5555,MANITOWOC,CASSIANI,C. VINCENT,ANGELUS VILLAGE OF MANITOWOC LLC,CASSIANI,VINCE,SCHMIT,KATIE,1010 BAYSHORE DRIVE,MANITOWOC,WI,54220,(920) 915-8836,CERTIFIED,B,52,3400,4300,,18-May-21,NORTHEASTERN REGION,,X
10367,LAUREL GROVE ASSISTED LIVING CENTER,1308 S 22ND ST,MANITOWOC,WI,54220-,(920) 682-8254,MANITOWOC,MEERDINK,TODD,SHADY LANE INC,,,MEERDINK,TODD,1308 S 22ND ST,MANITOWOC,WI,54220-,(920) 682-8254,REGISTERED,,10,1000,1500,,19-Apr-99,NORTHEASTERN REGION,,
14669,RIVER WOODS PLACE,950 S RAPIDS RD,MANITOWOC,WI,54220-,(920) 684-3996,MANITOWOC,DENOR,JEREMY,RIVER WOOD AID OPCO LLC,,,POC/LEGAL,ATTN:,330 N WASBASH STE 3700,CHICAGO,IL,54220-,(415) 706-9715,REGISTERED,B,60,2928,5837,,11-Jul-13,NORTHEASTERN REGION,,
10348,SACRED HEART COURT,1903 DIVISION ST,MANITOWOC,WI,54220-,(920) 684-7171,MANITOWOC,VODA,LISA,ST MARYS HOME FOR THE AGED,KOPENSKI,KATHERINE,VODA,LISA,1903 DIVISION ST,MANITOWOC,WI,54220,(920) 684-7171,CERTIFIED,,48,2452,6559,,15-Jul-98,NORTHEASTERN REGION,X,X
17954,NORTHLAND LODGE ASSISTED LIVING,2500 GARFIELD ST,TWO RIVERS,WI,54241,(920) 794-6922,MANITOWOC,MOTT,CARRIEANNE,NSH TWO RIVERS NORTHLAND LLC,HOEHN,JEFFREY,HOEHN,JEFFREY,640 N VEL R PHILLIPS AVE STE 200,MILWAUKEE,WI,53203,(414) 962-5250,REGISTERED,B,39,1400,3000,,1-Dec-19,NORTHEASTERN REGION,,
16638,ATHENIAN LIVING RCAC,716 CAROLINE STREET,ATHENS,WI,54411,(715) 257-2053,MARATHON,MCCORD,LISA,ATHENIAN LIVING LLC,YOUNG,LISA,MCCORD,LISA,716 CAROLINE STREET,ATHENS,WI,54411,(715) 257-2053,CERTIFIED,B,30,700,1700,,4-May-17,NORTHWESTERN REGION,,
16344,ACORN HILL,430 ORBITING DR,MOSINEE,WI,54455,(715) 693-8844,MARATHON,BUDIMLIJA,MARGARET,WISTERIA ASSISTED LIVING LLC,BUDIMLIJA,MARGARET,BUDIMLIJA,MARGARET,430 ORBITING DR,MOSINEE,WI,54455,,CERTIFIED,B,29,1571,4136,,7-Dec-16,NORTHWESTERN REGION,X,X
16880,APPLEGATE TERRACE,3001 WESTHILL DR,WAUSAU,WI,54401,(715) 849-1514,MARATHON,HOEHN,JEFFREY,NSH APPLEGATE LLC,HOEHN,JEFFREY,HOEHN,JEFFREY,640 N VEL R PHILLIPS AVE STE 200,MILWAUKEE,WI,53203,(414) 962-5250,REGISTERED,B,53,1537,2551,,1-Oct-17,NORTHWESTERN REGION,,
10381,GARDENS APARTMENTS (THE),801 PARCHER STREET,WAUSAU,WI,54403-,(715) 845-1214,MARATHON,FORST,AMY,HOMME HEIGHTS INC,,,FORST,AMY,2901 NORTH 7TH STREET,WAUSAU,WI,54403,(715) 845-1214,CERTIFIED,,26,645,830,,1-Jun-98,NORTHWESTERN REGION,X,X
15634,MOUNTAIN TERRACE SENIOR LIVING RCAC,3312 TERRACE CT,WAUSAU,WI,54401,(715) 848-6257,MARATHON,SPURGEON,KIMBERLY,TERRACE COURT SENIOR LIVING INC,GURRIERI,JOHN,JOHNSON,LEE,1675 E RIVERSIDE DR  STE 150,EAGLE,ID,83616,(715) 848-6257,CERTIFIED,,41,1780,5950,,1-Aug-15,NORTHWESTERN REGION,X,X
