Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal
13677,COMFORTS OF HOME MENOMONIE CBRF,2211 WHITE PINE LANE,MENOMONIE,WI,54751-,(715) 231-3020,DUNN,"MENOMONIE CBRF, LLC",CLASS CNA (NONAMBULATORY)
9880,COUNTRY TERRACE MENOMONIE,1916 TALEN ST,MENOMONIE,WI,54751-,(715) 235-5112,DUNN,COUNTRY TERRACE OF WISCONSIN INC,CLASS CNA (NONAMBULATORY)
17682,GRATUS AT RIDGEWOOD,2379 RIDGEWOOD ST,MENOMONIE,WI,54751,(715) 309-4179,DUNN,MIDWEST GRATUS INC,CLASS CNA (NONAMBULATORY)
10740,NOREEN FAMILY HOME,2913 INGALLS RD,MENOMONIE,WI,54751-,(715) 235-4657,DUNN,"NOREEN FAMILY HOMES, INC",CLASS CS (SEMIAMBULATORY)
13428,OUR HOUSE MENOMONIE MEMORY CARE,820 17TH AVENUE,MENOMONIE,WI,54751-,(715) 232-8181,DUNN,KSMS OUR HOUSE LLC,CLASS CNA (NONAMBULATORY)
10954,POTTERS COUNTRY HOME,N3430 STATE RD 25,MENOMONIE,WI,54751-,(715) 505-0621,DUNN,POTTERS COUNTRY HOME,CLASS AS (SEMIAMBULATORY)
16157,CARE PARTNERS ASSISTED LIVING ALTOONA I,887 BRIAR LANE,ALTOONA,WI,54720,(920) 232-1672,EAU CLAIRE,CARE PARTNERS ASSISTED LLC,CLASS CNA (NONAMBULATORY)
16158,CARE PARTNERS ASSISTED LIVING ALTOONA II,893 BRIAR LANE,ALTOONA,WI,54720,(920) 232-1672,EAU CLAIRE,CARE PARTNERS ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY)
15613,CLASSIC AT HILLCREST GREENS MEMORY CARE (THE),2455 SAWGRASS PLACE,ALTOONA,WI,54720,(715) 839-0200,EAU CLAIRE,THE CLASSIC AT HILLCREST GREENS LLC,CLASS CNA (NONAMBULATORY)
510138,GRACE EDGEWOOD,2512 SPOONER AVE,ALTOONA,WI,54720-,(715) 832-5813,EAU CLAIRE,GRACE LUTHERAN FOUNDATION INC,CLASS CNA (NONAMBULATORY)
510164,MORNING VIEW II,440 SUNDAY DRIVE,ALTOONA,WI,54720-,(715) 514-2000,EAU CLAIRE,BROTOLOC HEALTH CARE SYSTEMS INC,CLASS AA (AMBULATORY)
15922,SILVERLEAF OF AUGUSTA,909 BRIDGE CREEK LN,AUGUSTA,WI,54722,(715) 286-2266,EAU CLAIRE,AUGUSTA AREA HOME INC,CLASS CNA (NONAMBULATORY)
510031,AFFINITY HOUSE,3042 KILBOURNE AVENUE,EAU CLAIRE,WI,54703-,(715) 833-0436,EAU CLAIRE,LUTHERAN SOC SERV OF WI & UPPER MI INC,CLASS AA (AMBULATORY)
13306,APPLE TREE COTTAGE CBRF,1306 KEITH ST,EAU CLAIRE,WI,54701-,(715) 577-8506,EAU CLAIRE,,CLASS AA (AMBULATORY)
17542,AZURA MEMORY CARE OF EAU CLAIRE 2 LLC,4811 BULLIS FARM RD,EAU CLAIRE,WI,54701,,EAU CLAIRE,AZURA EAU CLAIRE 2 LLC,CLASS CNA (NONAMBULATORY)
17543,AZURA MEMORY CARE OF EAU CLAIRE 3 LLC,4803 BULLIS FARM RD,EAU CLAIRE,WI,54701,(920) 284-6682,EAU CLAIRE,AZURA EAU CLAIRE 3 LLC,CLASS CNA (NONAMBULATORY)
16672,BEEHIVE HOMES OF EAU CLAIRE,5075 STONEWOOD DR,EAU CLAIRE,WI,54703,(715) 834-0842,EAU CLAIRE,DCIJ BEE HIVE LLC,CLASS CNA (NONAMBULATORY)
14922,CARE PARTNERS ASSISTED LIVING EAU CLAIRE EAST,3325 BIRCH STREET,EAU CLAIRE,WI,54701-,(920) 232-1472,EAU CLAIRE,CARE PARTNERS ASSISTED LIVING,CLASS CNA (NONAMBULATORY)
15196,CARE PARTNERS ASSISTED LIVING EAU CLAIRE EAST II,3337 BIRCH STREET,EAU CLAIRE,WI,54703,(920) 232-1672,EAU CLAIRE,CARE PARTNERS ASSISTED LIVING,CLASS CNA (NONAMBULATORY)
17206,CARE PARTNERS EAU CLAIRE WEST,5110 STONEWOOD DR,EAU CLAIRE,WI,54703,(920) 999-9999,EAU CLAIRE,CARE PARTNERS ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY)
16670,DOVE HEALTHCARE SOUTH ASSISTED LIVING,3656 MALL DR,EAU CLAIRE,WI,54701,(715) 552-1035,EAU CLAIRE,HALCYON HEALTHCARE LLC,CLASS CNA (NONAMBULATORY)
510019,FAHRMAN CENTER,3136 CRAIG ROAD,EAU CLAIRE,WI,54701-,(715) 835-9110,EAU CLAIRE,LUTHERAN SOC SERV OF WI & UPPER MI,CLASS AA (AMBULATORY)
510296,FAMILY TREE,2005 AGNES STREET,EAU CLAIRE,WI,54701-,(715) 832-3663,EAU CLAIRE,,CLASS CS (SEMIAMBULATORY)
12384,GRACE WOODLANDS,3214 GALA ST,EAU CLAIRE,WI,54703-,(715) 831-8100,EAU CLAIRE,GRACE LUTHERAN FOUNDATION INC,CLASS CNA (NONAMBULATORY)
16083,HEATHERWOOD CBRF,4510 GATEWAY DR,EAU CLAIRE,WI,54701,(715) 552-5511,EAU CLAIRE,CSL EAU CLAIRE LLC,CLASS CNA (NONAMBULATORY)
11976,HERITAGE COURT,3515 E HAMILTON AVENUE,EAU CLAIRE,WI,54701-,(715) 831-8200,EAU CLAIRE,HERITAGE-5 LLC,CLASS CNA (NONAMBULATORY)
510042,LIBERTY VIEW,611 MAIN ST,EAU CLAIRE,WI,54701-,(715) 833-8806,EAU CLAIRE,BROTOLOC HEALTH CARE SYSTEMS INC,CLASS AA (AMBULATORY)
8905,MARSTON GROUP HOME,403 MARSTON STREET,EAU CLAIRE,WI,54701-,(715) 835-0323,EAU CLAIRE,,CLASS AA (AMBULATORY)
10592,MCCORMICK FAMILY CIRCLE,1018 GRAHAM AVE,EAU CLAIRE,WI,54701-,(715) 833-9592,EAU CLAIRE,,CLASS AA (AMBULATORY)
17057,MILESTONE SENIOR LIVING RENEE,5510 RENEE DR,EAU CLAIRE,WI,54703,(715) 874-4232,EAU CLAIRE,ABILIT HOLDINGS EAU CLAIRE LLC,CLASS CNA (NONAMBULATORY)
510381,ORCHARD HILLS,1403 TRUAX BLVD,EAU CLAIRE,WI,54703,(715) 930-6000,EAU CLAIRE,MEADOWLARK HEALTH SERVICES LLC,CLASS CNA (NONAMBULATORY)
13430,OUR HOUSE EAU CLAIRE MEMORY CARE,733 W HAMILTON AVE,EAU CLAIRE,WI,54701,(715) 832-3970,EAU CLAIRE,KSMS OUR HOUSE LLC,CLASS CNA (NONAMBULATORY)
510043,PRAIRIE VIEW,6808 W CAMERON ST,EAU CLAIRE,WI,54703-,(715) 874-6713,EAU CLAIRE,BROTOLOC HEALTH CARE SYSTEMS INC,CLASS AA (AMBULATORY)
510209,ROSE VIEW,2710 NORTH TOWN HALL ROAD,EAU CLAIRE,WI,54703-,(715) 874-6622,EAU CLAIRE,BROTOLOC HEALTH CARE SYSTEMS INC,CLASS CNA (NONAMBULATORY)
510256,TIMBER VIEW,S8560 BALSAM ROAD,EAU CLAIRE,WI,54701-,(715) 878-4699,EAU CLAIRE,BROTOLOC HEALTH CARE SYSTEMS INC,CLASS AA (AMBULATORY)
510064,VALLEY VIEW,2720 NORTH TOWNHALL RD,EAU CLAIRE,WI,54703-,(715) 874-6390,EAU CLAIRE,BROTOLOC HEALTH CARE SYSTEMS INC,CLASS AA (AMBULATORY)
510040,OAK VIEW II,S10580  CO HWY B  PO BOX 115,ELEVA,WI,54738-,(715) 835-6970,EAU CLAIRE,BROTOLOC HEALTH CARE SYSTEMS INC,CLASS AA (AMBULATORY)
17190,ANCHOR COMMUNITIES II BRANDON,603 E CLARK ST,BRANDON,WI,53919,(920) 346-2322,FOND DU LAC,ANCHOR BRANDON LLC,CLASS CNA (NONAMBULATORY)
16947,RESCARE UPLAND II,109 UPLAND DR,BRANDON,WI,53919,(920) 346-2105,FOND DU LAC,RESCARE RESIDENTIAL SERVICES WISCONSIN LLC,CLASS CNA (NONAMBULATORY)
17704,SERENITY VILLA V,280 N BAUMANN ST,CAMPBELLSPORT,WI,53010,(920) 533-4300,FOND DU LAC,EVELEE LLC,CLASS CNA (NONAMBULATORY)
16193,MAHALAS HOPE,N 4590 HWY 45,EDEN,WI,53019,(920) 904-6445,FOND DU LAC,,CLASS AA (AMBULATORY)
15112,ADELAIDE PLACE,478 W ARNDT ST,FOND DU LAC,WI,54935,(920) 933-6304,FOND DU LAC,LIBERTY FRONTIDA INC,CLASS CNA (NONAMBULATORY)
410551,ARC FOND DU LAC,27 E THIRD ST 208,FOND DU LAC,WI,54935,(920) 907-0460,FOND DU LAC,ARC COMMUNITY SERVICES INC,CLASS AA (AMBULATORY)
410005,ARC PARK AVE GROUP HOME,100 N PARK AVE,FOND DU LAC,WI,54935,(920) 923-3570,FOND DU LAC,ARC OF FOND DU LAC INC,CLASS AA (AMBULATORY)
410343,BEACON HOUSE,166 S PARK AVE,FOND DU LAC,WI,54935,(920) 923-3999,FOND DU LAC,FRIENDS OF WOMEN IN RECOVERY INC,CLASS AA (AMBULATORY)
410007,BLANDINE HOUSE INC,25 N PARK AVE,FOND DU LAC,WI,54935,(920) 922-9487,FOND DU LAC,BLANDINE HOUSE INC,CLASS AA (AMBULATORY)
14656,FLORIDA,125 GARFIELD ST,FOND DU LAC,WI,54937,(920) 322-0245,FOND DU LAC,CLARITY CARE INC,CLASS CNA (NONAMBULATORY)
410009,FRANKLIN HOUSE,349 W 11TH ST,FOND DU LAC,WI,54935,(920) 921-7568,FOND DU LAC,RESIDENTIAL SERVICES INC,CLASS AS (SEMIAMBULATORY)
14573,LIBERTY HOUSE,701 S MAIN ST,FOND DU LAC,WI,54935-,(920) 922-5445,FOND DU LAC,LIBERTY FRONTIDA INC,CLASS CNA (NONAMBULATORY)
410289,LINCOLN HOUSE,342 FOREST AVE,FOND DU LAC,WI,54935,(920) 922-9554,FOND DU LAC,RESIDENTIAL SERVICES INC,CLASS CNA (NONAMBULATORY)
16731,MAPLE MEADOWS ASSISTED LIVING,1001 PRIMROSE LANE,FOND DU LAC,WI,54935-1800,(920) 245-3093,FOND DU LAC,PRIMROSE SENIOR LIVING INC,CLASS CNA (NONAMBULATORY)
18542,MAYBERRY MANOR,W7205 ROGERSVILLE ROAD,FOND DU LAC,WI,54937,(920) 304-9028,FOND DU LAC,CCFLACK OPERATIONS LLC,CLASS CNA (NONAMBULATORY)
410017,ROBERT E BERRY HOUSE,178 SIXTH ST,FOND DU LAC,WI,54935,(920) 922-8580,FOND DU LAC,ADULT CARE CONSULTANTS INC,CLASS AA (AMBULATORY)
17584,SAGE MEADOW FOND DU LAC MC,154 S PIONEER PARKWAY,FOND DU LAC,WI,54935,(920) 921-3993,FOND DU LAC,A6 FOND DU LAC MC,CLASS CNA (NONAMBULATORY)
410094,TARFA TERRACE,54 W ARNDT ST,FOND DU LAC,WI,54935,(920) 921-9520,FOND DU LAC,FOND DU LAC LUTHERAN HOME INC DBA TARFA TERR,CLASS CNA (NONAMBULATORY)
9427,WOODLANDS OF FOND DU LAC LLC,1446 LYNN AVE,FOND DU LAC,WI,54937,(920) 922-8770,FOND DU LAC,WOODLANDS OF FOND DU LAC LLC,CLASS CNA (NONAMBULATORY)
10166,WOODLANDS SENIOR PARK,77 WISCONSIN AMERICAN DR,FOND DU LAC,WI,54935,(920) 922-8770,FOND DU LAC,WOODLANDS OF FOND DU LAC LLC,CLASS CNA (NONAMBULATORY)
11204,WOODLANDS SENIOR PARK,87 WISCONSIN AMERICAN DR,FOND DU LAC,WI,54935,(920) 273-0335,FOND DU LAC,THE WOODLANDS LLC,CLASS CNA (NONAMBULATORY)
11312,TOUCHSTONE LIVING CENTER LLC,300 WINNEBAGO ST,N FOND DU LAC,WI,54937-,(920) 922-7242,FOND DU LAC,TOUCHSTONE LIVING CENTERS LLC,CLASS CNA (NONAMBULATORY)
16789,BARRETT HOUSE OF RIPON,632 HILLTOP LANE,RIPON,WI,54971,(920) 748-2999,FOND DU LAC,,CLASS CNA (NONAMBULATORY)
17977,BETHEL RIPON NORTH,530 NORTH UNION STREET,RIPON,WI,54971,(920) 745-2959,FOND DU LAC,BA ISRAEL LLC,CLASS CS (SEMIAMBULATORY)
17976,BETHEL RIPON SOUTH,530 NORTH UNION STREET,RIPON,WI,54971,(920) 745-2959,FOND DU LAC,BA ISRAEL LLC,CLASS CS (SEMIAMBULATORY)
15836,COPPERLEAF VILLAGE OF RIPON,1002 EUREKA ST,RIPON,WI,54971,(920) 896-0440,FOND DU LAC,COPPERLEAF MANAGEMENT GROUP INC,CLASS CNA (NONAMBULATORY)
17897,PLEASANT PARK PLACE,1450 N PLEASANT ST,RIPON,WI,54971,(920) 896-0036,FOND DU LAC,PLEASANT PARK PLACE LLC,CLASS CNA (NONAMBULATORY)
14486,PRAIRIE PLACE CBRF,745 E OSHKOSH ST,RIPON,WI,54971-,(920) 748-8903,FOND DU LAC,PRAIRIE ASSISTED LIVING INC,CLASS CNA (NONAMBULATORY)
18075,WOLVERTON GLEN ASSISTED LIVING,50 SUNSET AVENUE,RIPON,WI,54971,(920) 745-1199,FOND DU LAC,WHISPERING PINES NURSING AND REHAB LLC,CLASS CNA (NONAMBULATORY)
9774,TOWER VIEW VILLA CORP,401 N GRANT ST,ROSENDALE,WI,54974,(920) 872-2550,FOND DU LAC,TOWER VIEW VILLA CORP,CLASS CNA (NONAMBULATORY)
13617,MARVINS MANOR IV,10 PLUIM DR,WAUPUN,WI,53963,(920) 324-9755,FOND DU LAC,MARVINS MANOR LLC,CLASS CNA (NONAMBULATORY)
14330,MAPLEWOOD VILLA LLC CBRF,9343 STATE HWY 101,ARMSTRONG CREEK,WI,54103-,(715) 336-2044,FOREST,MAPLEWOOD VILLA LLC,CLASS CNA (NONAMBULATORY)
13715,VISTA HOUSE,111 VISTA PLACE,BOSCOBEL,WI,53805-,(608) 341-8301,GRANT,UPLAND POINT CORPORATION,CLASS CNA (NONAMBULATORY)
9040,MORNINGSIDE ASSISTED LIVING,850 CITY LIMITS ST,LANCASTER,WI,53813-,(608) 723-5232,GRANT,ELDERSPAN MANAGEMENT LLC,CLASS CNA (NONAMBULATORY)
17740,HOME WITH A HEART,435 W WALNUT ST,MUSCODA,WI,53573,(608) 739-3450,GRANT,KNH LLC,CLASS CNA (NONAMBULATORY)
8993,LYGHTHOUSE LLC,1976 OLD LANCASTER RD,PLATTEVILLE,WI,53818-,(608) 348-4696,GRANT,LYGHTHOUSE LLC,CLASS CNA (NONAMBULATORY)
13380,OUR HOUSE PLATTEVILLE ASSISTED CARE,1735 N WATER ST,PLATTEVILLE,WI,53818-,(608) 348-6622,GRANT,KSMS OUR HOUSE LLC,CLASS CNA (NONAMBULATORY)
12395,PARK PLACE ASSISTED LIVING,1015 N ELM ST,PLATTEVILLE,WI,53818-,(608) 348-5310,GRANT,ELDERSPAN MANAGEMENT LLC,CLASS CNA (NONAMBULATORY)
12396,PARK PLACE MEMORY CARE,1155 N ELM ST,PLATTEVILLE,WI,53818,(608) 348-5311,GRANT,ELDERSPAN MANAGEMENT LLC,CLASS CNA (NONAMBULATORY)
12464,SIENNA CREST PLATTEVILLE,1480 BEARS CT,PLATTEVILLE,WI,53818-,(608) 348-6450,GRANT,SIENNA CREST ASSISTED LIVING INC,CLASS CNA (NONAMBULATORY)
16902,ALBANY OAKS ASSISTED LIVING,750 Carolan Dr,ALBANY,WI,53502,(262) 914-0246,GREEN,IVY LANE LLC,CLASS CNA (NONAMBULATORY)
11573,HEARTSONG ASSISTED LIVING,415 EAST AVE,BELLEVILLE,WI,53508-,(608) 424-6787,GREEN,HEARTSONG ASSISTED LIVING,CLASS CNA (NONAMBULATORY)
110338,CARING HANDS 2 INC,605 E 4TH AVE,BRODHEAD,WI,53520-,(608) 897-2451,GREEN,CARING HANDS 2 INC,CLASS CNA (NONAMBULATORY)
16901,COLLINWOOD MEMORY CARE,703 GREEN STREET,BRODHEAD,WI,53520,(608) 897-9444,GREEN,DISCH ENTERPRISES LTD,CLASS CNA (NONAMBULATORY)
15373,MORNING SUN CARE HOME,N4166 COUNTY ROAD E,BRODHEAD,WI,53520,(608) 897-8211,GREEN,MORNING SUN CARE HOME INC,CLASS AA (AMBULATORY)
13409,AZURA MEMORY CARE MONROE,2800 6TH AVE,MONROE,WI,53566-,(608) 329-6340,GREEN,AZURA MONROE LLC,CLASS CNA (NONAMBULATORY)
13408,AZURA MEMORY CARE MONROE 2,2810 6TH AVE,MONROE,WI,53566-,(608) 329-6340,GREEN,AZURA MONROE 2 LLC,CLASS CNA (NONAMBULATORY)
12717,COMMUNITY LIVING HOME OPTIONS LLC,215 3RD ST,MONROE,WI,53566-,(608) 329-4991,GREEN,COMMUNITY LIVING HOME OPTIONS LLC,CLASS CNA (NONAMBULATORY)
110515,GRACELAND MANOR II,320 W 17TH ST,MONROE,WI,53566-,(608) 329-7090,GREEN,GRACELAND MANOR OF MONROE LLC,CLASS CNA (NONAMBULATORY)
17243,RACHELS CHOICE,316 3RD AVE,MONROE,WI,53566,(608) 329-4911,GREEN,COMMUNITY LIVING HOME OPTIONS LLC,CLASS CNA (NONAMBULATORY)
14731,BERLIN PINES INC,642 BROADWAY ST,BERLIN,WI,54923,(920) 290-3090,GREEN LAKE,BERLIN PINES INC,CLASS AA (AMBULATORY)
410143,BROWN WILCOX RETIREMENT HOME,347 E HURON ST,BERLIN,WI,54923-,(920) 361-2552,GREEN LAKE,BROWN WILCOX TRUSTEES CO INC,CLASS CNA (NONAMBULATORY)
16057,MOUND STREET,284 MOUND ST,BERLIN,WI,54923,(920) 361-1395,GREEN LAKE,CLARITY CARE INC,CLASS CNA (NONAMBULATORY)
16752,PATRIOT PLACE CBRF,609 BROADWAY STREET,BERLIN,WI,54923,(920) 361-3007,GREEN LAKE,NBA HOLDINGS LLC,CLASS CNA (NONAMBULATORY)
11582,KINDREDHEARTS GREEN LAKE,860 SUNNYSIDE RD,GREEN LAKE,WI,54941-,(920) 294-1000,GREEN LAKE,PARTNERS IN COMMUNITY ELDERCARE LLC,CLASS CNA (NONAMBULATORY)
16788,BARRETT HOUSE OF MARKESAN,185 E JOHN STREET,MARKESAN,WI,53946,(920) 398-2989,GREEN LAKE,,CLASS CNA (NONAMBULATORY)
410197,MARTHAS INC,404 W WATER ST,PRINCETON,WI,54968-,(920) 295-4222,GREEN LAKE,MARTHAS INC,CLASS CNA (NONAMBULATORY)
13163,CORNERSTONE FOUNDATION KENZIE STREET CBRF,201 N KENZIE ST,BARNEVELD,WI,53507-,(608) 924-2611,IOWA,LUCKY STAR 3 CORP,CLASS CNA (NONAMBULATORY)
111062,CRESTRIDGE ASSISTED LIVING OF DODGEVILLE LLC,219 EAST GRACE ST,DODGEVILLE,WI,53533,(608) 935-0211,IOWA,ELDERSPAN MANAGEMENT LLC,CLASS CNA (NONAMBULATORY)
9500,SIENNA CREST DODGEVILLE,404 EAST MADISON ST,DODGEVILLE,WI,53533-,(608) 935-9430,IOWA,SIENNA CREST ASSISTED LIVING INC,CLASS CNA (NONAMBULATORY)
12968,SUNNYSIDE EAST,207 W PARRY ST,DODGEVILLE,WI,53533-,(608) 341-8301,IOWA,UPLAND POINT CORPORATION,CLASS CNA (NONAMBULATORY)
12225,SUNNYSIDE WEST,209 W PARRY ST,DODGEVILLE,WI,53533-,(608) 341-8301,IOWA,UPLAND POINT CORPORATION,CLASS CNA (NONAMBULATORY)
8694,SIENNA CREST MINERAL POINT,210 COPPER ST,MINERAL POINT,WI,53565-,(608) 987-4565,IOWA,SIENNA CREST ASSISTED LIVING INC,CLASS CNA (NONAMBULATORY)
110435,SPRING HOUSE,404 PINE ST,MINERAL POINT,WI,53565-,(608) 341-8301,IOWA,UPLAND POINT CORPORATION,CLASS CNA (NONAMBULATORY)
610279,MAPLE LEAF GROUP HOME,5630 W US HWY 2,HURLEY,WI,54534-,(715) 561-4515,IRON,HIGHLINE CORPORATION,CLASS AA (AMBULATORY)
10113,COUNTRY TERRACE BLACK RIVER FALLS,525 E SECOND ST,BLACK RIVER FALLS,WI,54615-,(715) 284-2060,JACKSON,COUNTRY TERRACE OF WISCONSIN INC,CLASS CNA (NONAMBULATORY)
16076,COUNTRY TERRACE BLACK RIVER FALLS II,642 E 3RD ST,BLACK RIVER FALLS,WI,54615,(715) 284-2060,JACKSON,COUNTRY TERRACE,CLASS CNA (NONAMBULATORY)
17941,MEADOWBROOK AT BLACK RIVER FALLS,109 NORTH 14TH STREET,BLACK RIVER FALLS,WI,54615,(715) 284-4396,JACKSON,BRF NURSING AND REHAB LLC,CLASS CNA (NONAMBULATORY)
510066,WAZEE HOUSE,N5488 HWY 54 W,BLACK RIVER FALLS,WI,54615-,(715) 284-4987,JACKSON,LUTHERAN SOC SERV OF WI & UPPER MI INC,CLASS AA (AMBULATORY)
510349,RJS CARE HOME LLC,N7525 COUNTY RD A,HIXTON,WI,54635-,(715) 284-0094,JACKSON,RJS CARE HOME LLC,CLASS AA (AMBULATORY)
16509,Autumn Winds llc,N3767 Airport RD,CAMBRIDGE,WI,53523,(608) 423-9300,JEFFERSON,AUTUMN WINDS LLC,CLASS CNA (NONAMBULATORY)
310455,LONDON LODGE I,W9095 LONDON RD,CAMBRIDGE,WI,53523-,(920) 648-3171,JEFFERSON,LONDON LODGE INC,CLASS CNA (NONAMBULATORY)
310717,LONDON LODGE II,W9097 LONDON RD,CAMBRIDGE,WI,53523-,(920) 648-2309,JEFFERSON,LONDON LODGE INC,CLASS CNA (NONAMBULATORY)
310314,BIRCH TERRACE CBRF,1109 CASWELL ST,FORT ATKINSON,WI,53538-,(920) 563-8554,JEFFERSON,ABILITIES INC,CLASS CNA (NONAMBULATORY)
14288,BLACK HAWK SENIOR RESIDENCE,1 MILWAUKEE AVE WEST,FORT ATKINSON,WI,53538-,(920) 563-1480,JEFFERSON,BLACK HAWK RESIDENTIAL OPERATIONS LLC,CLASS CNA (NONAMBULATORY)
310332,CEDAR HILL,N1366 HWY 12,FORT ATKINSON,WI,53538-,(920) 563-4869,JEFFERSON,ABILITIES INC,CLASS CNA (NONAMBULATORY)
14290,CRABAPPLE COURT CBRF,1315 S MAIN ST,FORT ATKINSON,WI,53538-,(920) 563-8554,JEFFERSON,ABILITIES INC,CLASS AA (AMBULATORY)
12983,FALCONS NEST CBRF,160 W BLACKHAWK DR,FORT ATKINSON,WI,53538-,(920) 563-8554,JEFFERSON,ABILITIES INC,CLASS CNA (NONAMBULATORY)
12778,GOLDEN EAGLE CBRF,216 W BLACKHAWK DR,FORT ATKINSON,WI,53538-,(920) 397-7292,JEFFERSON,ABILITIES INC,CLASS CNA (NONAMBULATORY)
12615,HIL APPLE HOUSE,1621 PREMIER PL,FORT ATKINSON,WI,53538-,(920) 568-0925,JEFFERSON,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY)
11559,HIL COMMONWEALTH HOME,1501 COMMONWEALTH DR,FORT ATKINSON,WI,53538,(920) 563-3245,JEFFERSON,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY)
9792,HIL LINDEN CORNER,325 W BLACKHAWK DR,FORT ATKINSON,WI,53538-,(920) 568-0925,JEFFERSON,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY)
9793,HIL SANDSTONE,1533 S MAIN ST,FORT ATKINSON,WI,53538-,(920) 568-0925,JEFFERSON,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY)
9795,HIL WILLOW COURT,575 BLACKHAWK DR,FORT ATKINSON,WI,53538-,(920) 568-0925,JEFFERSON,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY)
12086,MAPLE RUN CBRF,N2489 WENHAM RD,FORT ATKINSON,WI,53538-,(920) 568-0413,JEFFERSON,ABILITIES INC,CLASS CS (SEMIAMBULATORY)
13156,OAK GROVE CBRF,W3343 HOFFMAN RD,FORT ATKINSON,WI,53538-,(262) 593-5508,JEFFERSON,ABILITIES INC,CLASS CNA (NONAMBULATORY)
17764,REENA SENIOR LIVING,737 REENA AVE,FORT ATKINSON,WI,53538,(920) 542-1521,JEFFERSON,ICONICARE FORT ATKINSON LLC,CLASS CNA (NONAMBULATORY)
10047,REM WISCONSIN II DOMMO DRIVE,1501 DOMMO DR,FORT ATKINSON,WI,53538-,(815) 871-1075,JEFFERSON,REM WISCONSIN II INC,CLASS CNA (NONAMBULATORY)
10048,REM WISCONSIN II STACY LANE,1403 STACY LN,FORT ATKINSON,WI,53538-,(815) 871-1075,JEFFERSON,REM WISCONSIN II INC,CLASS CNA (NONAMBULATORY)
13071,ROLLING MEADOWS,N464 POEPPEL RD,FORT ATKINSON,WI,53538-,(920) 563-9075,JEFFERSON,BROTOLOC SOUTH INC,CLASS AA (AMBULATORY)
310733,SIENNA CREST FORT ATKINSON,1531 COMMONWEALTH DR,FORT ATKINSON,WI,53538-,(920) 568-1840,JEFFERSON,SIENNA CREST ASSISTED LIVING INC,CLASS CNA (NONAMBULATORY)
12335,STEPPING STONE CBRF,318 N MAIN ST,FORT ATKINSON,WI,53538-,(920) 563-8554,JEFFERSON,ABILITIES INC,CLASS AA (AMBULATORY)
12024,WELLINGTON MEADOWS,525 MEMORIAL DR,FORT ATKINSON,WI,53538,(920) 563-2199,JEFFERSON,WELLINGTON HOMES OF WI LLC,CLASS CNA (NONAMBULATORY)
12025,WELLINGTON PLACE OF FORT ATKINSON,200 S WATER ST WEST,FORT ATKINSON,WI,53538-,(920) 563-6959,JEFFERSON,WELLINGTON HOMES OF WI LLC,CLASS CNA (NONAMBULATORY)
14897,EAGLE VIEW MANOR,881 COLLINS ROAD,JEFFERSON,WI,53549-,(920) 674-3468,JEFFERSON,"CARESHARE ASSISTED LIVING, INC",CLASS CNA (NONAMBULATORY)
15378,JEFFERSON MEMORY CARE LLC,414 COUNTY HWY Y,JEFFERSON,WI,53549,(920) 541-3520,JEFFERSON,MEMORY CARE PARTNERS LLC,CLASS CNA (NONAMBULATORY)
310460,LUEDER HOUSE,1473 ANNEX RD,JEFFERSON,WI,53549-,(920) 674-8114,JEFFERSON,JEFFERSON COUNTY HUMAN SERVICES DEPT,CLASS AA (AMBULATORY)
16942,RESCARE HYER,411 HYER DRIVE,JEFFERSON,WI,53549,(920) 674-3060,JEFFERSON,RESCARE RESIDENTIAL SERVICES WISCONSIN LLC,CLASS CNA (NONAMBULATORY)
12558,SHADY ACRES CBRF,N5015 HWY  Y,JEFFERSON,WI,53549-,(920) 674-5015,JEFFERSON,ABILITIES INC,CLASS AS (SEMIAMBULATORY)
12785,ST COLETTA OF WI  LUCHENBACH,648 E LUCHENBACH LN,JEFFERSON,WI,53549-,(920) 674-4361,JEFFERSON,ST COLETTA OF WISCONSIN,CLASS CNA (NONAMBULATORY)
13042,ST COLETTA OF WI DOWER CBRF,528 S KRANZ AVE,JEFFERSON,WI,53549-,(920) 675-1616,JEFFERSON,ST COLETTA OF WISCONSIN INC,CLASS CNA (NONAMBULATORY)
12782,ST COLETTA OF WI JACOBA,640 E THEODORE ST,JEFFERSON,WI,53549-,(920) 674-2715,JEFFERSON,ST COLETTA OF WISCONSIN INC,CLASS CNA (NONAMBULATORY)
310538,ST COLETTA OF WI LOURDES,140 S KRANZ AVE,JEFFERSON,WI,53549-,(920) 674-6399,JEFFERSON,ST COLETTA OF WISCONSIN INC,CLASS CNA (NONAMBULATORY)
