Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal,State Facility Type 1 Literal,Capacity,Date Accessed
110522,Tellurian Adult Residential Services,300 FEMRITE DR,Monona,WI,53716,(608) 222-7311,Dane,TELLURIAN INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
10746,Girlies Manor,104 LINCOLN CRT,Mount Horeb,WI,53572-,(608) 437-2778,Dane,SENIOR CONCEPTS INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15157,Inglehaven,512 ALAN DRIVE,Mount Horeb,WI,53572,(608) 437-9648,Dane,WISCONSIN ILLINOIS SENIOR HOUSING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17304,Beehive Homes Of Mount Horeb,325 N 8TH ST,Mt Horeb,WI,53572,(608) 437-4483,Dane,HEARTLAND ASSISTED LIVING,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16291,Beehive Homes Of Oregon,101 N BERGAMONT BLVD,Oregon,WI,53575,(608) 291-0892,Dane,BERNARD 8:1 INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
18009,Beehive Homes Of Oregon Wi,151 NORTH BERGAMONT BOULEVARD,Oregon,WI,53575,(608) 291-0550,Dane,BERNARD 8:1 INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
18237,Oregon Healthcare And Rehabilitation Center,354 N MAIN STREET,Oregon,WI,53575,(608) 835-3535,Dane,OREGON HEALTHCARE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
111073,Sienna Crest Oregon,981 PARK STREET,Oregon,WI,53575-,(608) 835-7781,Dane,SIENNA CREST ASSISTED LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9869,Sienna Meadows Of Oregon,989 PARK ST,Oregon,WI,53575-,(608) 835-0000,Dane,SIENNA CREST ASSISTED LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13404,Azura Memory Care Of Stoughton,1221 EAST MAIN ST,Stoughton,WI,53589-,(608) 873-8333,Dane,AZURA STOUGHTON LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
111086,Heritage Center,400 NORTH MORRIS ST,Stoughton,WI,53589-,(608) 873-5651,Dane,SKAALEN RETIREMENT SERVICES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17669,Kettle Park Senior Living Inc,2600 JACKSON ST,Stoughton,WI,53589,(608) 579-5601,Dane,KETTLE PARK SENIOR LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16611,Magnolia Gardens,400 N MORRIS STREET,Stoughton,WI,53589,(608) 873-5651,Dane,SKAALEN RETIREMENT SERVICES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17056,Milestone Senior Living Stoughton Cbrf,2220 LINCOLN AVE,Stoughton,WI,53589,(608) 205-6800,Dane,ABILIT HOLDINGS STOUGHTON LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15620,Stoughton Meadows Assisted Living,2321 JACKSON ST,Stoughton,WI,53589,(262) 758-3077,Dane,STOUGHTON SENIOR LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
110491,Brookdale Sun Prairie,650 BROADWAY DR,Sun Prairie,WI,53590,(608) 825-9300,Dane,BROOKDALE SENIOR LIVING COMMUNITIES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13790,Faith Living Center,131 CLARMAR DR,Sun Prairie,WI,53590-,(608) 825-3178,Dane,FAITH LIVING CENTER,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17238,Hyland Crossings,1249 SCHOOL ST,Sun Prairie,WI,53590,(608) 318-5810,Dane,CHIARA COMMUNITIES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15199,New Perspective Sun Prairie,222 S BRISTOL STREET,Sun Prairie,WI,53590,(608) 825-1600,Dane,SUN PRAIRIE OPS LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16303,Oak Ridge Living Sun Prairie,605 WOOD VIOLET LN,Sun Prairie,WI,53590,(608) 837-6018,Dane,OAK RIDGE LIVING LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
10589,Prairie Gardens,900 OKEEFFE AVE,Sun Prairie,WI,53590,(608) 825-4884,Dane,PGRF LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14896,Evergreen Home Care Llc,1003 TAMARACK WAY,Verona,WI,53593-,(608) 848-1368,Dane,,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
110368,Four Winds Lodge,309 SCHWEITZER DRIVE,Verona,WI,53593-,(608) 845-6154,Dane,FOUR WINDS MANOR INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16597,J & B Assisted Living Inc,1013 GATEWAY PASS,Verona,WI,53593,(608) 848-9619,Dane,J & B ASSISTED LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17383,Legacy At Noel Manor (The),435 PRAIRIE OAKS BLVD,Verona,WI,53593,(608) 729-9001,Dane,PARK VISTA SENIOR HOUSING MANAGEMENT LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14805,Willow Pointe Memory Care,143 PRAIRIE OAKS DRIVE,Verona,WI,53593-,(608) 848-5601,Dane,SNH SE TENANT TRS INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16885,At Home Again Waunakee Memory Care,1120 CONNERY COVE,Waunakee,WI,53597,(608) 712-1517,Dane,HOME AGAIN ASSISTED LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17372,Brightstar Senior Living Of Waunakee,1001 QUINN DRIVE,Waunakee,WI,53597,(608) 849-2322,Dane,S AND J WAUNAKEE ASSISTED CARE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
12266,Homestead Living Inc,1040 QUINN DR,Waunakee,WI,53597-,(608) 850-4610,Dane,HOMESTEAD LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14866,Sienna Crest Waunakee,200 CROSS ST,Waunakee,WI,53597-,(608) 849-7395,Dane,SIENNA CREST ASSISTED LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
10729,Sylvan Crossings In Westshire Village,5475 WESTSHIRE CIRCLE,Waunakee,WI,53597,(608) 241-9872,Dane,TOUCHSTONE SENIOR SERVICES LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17010,Waunakee Manor Cbrf Retirement Wing,801 S KLEIN DRIVE,Waunakee,WI,53597,(608) 849-5016,Dane,WAUNAKEE OPERATIONS LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16302,Oak Ridge Living Windsor,6797 VALIANT DR,Windsor,WI,53598,(608) 846-9316,Dane,OAK RIDGE LIVING LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13631,Arcadia Communities,911 S CENTER ST,Beaver Dam,WI,53916-,(920) 219-9517,Dodge,ARCADIA COMMUNITIES LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17806,Beaver Dam Assisted Living Llc,129 EVERGREEN LN,Beaver Dam,WI,53916,(920) 356-9818,Dodge,BEAVER DAM ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
111039,Eagles Wings,408 STONE ST,Beaver Dam,WI,53916-,(920) 885-9700,Dodge,BEAVER DAM COMMUNITY HOSPITALS INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
12224,Prairie Ridge Assisted Living,212 EAST INDUSTRIAL DR,Beaver Dam,WI,53916-,(920) 356-0032,Dodge,ADVANTAGE MANAGEMENT BEAVER DAM LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9159,Remembrance Home,1810 N SPRING ST,Beaver Dam,WI,53916-,(920) 356-9015,Dodge,BEAVER DAM COMMUNITY HOSPITALS INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
111056,Sylvan Crossings At Hunter Ridge,626 MONROE ST,Beaver Dam,WI,53916-,(920) 885-1790,Dodge,TOUCHSTONE SENIOR SERVICES LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15950,Anchor Communities Llc,209 FOREST ST,Fox Lake,WI,53933,(920) 520-0122,Dodge,ANCHOR COMMUNITIES LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
110532,Daybreak Inc Horicon,822 E WALNUT ST,Horicon,WI,53032-,(920) 485-4010,Dodge,DAYBREAK INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
12372,Marvins Manor Ii,839 DIVISION ST,Horicon,WI,53032-,(920) 485-4016,Dodge,MARVINS MANOR LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
11807,Evergreen Manor Iii Inc,239 VICTORY ST,Juneau,WI,53039-,(920) 386-9012,Dodge,EVERGREEN MANOR III INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14709,Northview Heights,199 CTY DF,Juneau,WI,53039-,(920) 386-4257,Dodge,DODGE COUNTY,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17166,Prairie Ridge Assisted Living Mayville,1175 BRECKENRIDGE STREET,Mayville,WI,53050,(920) 644-2239,Dodge,MAYVILLE HOLDINGS LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13818,Touchstone Of Mayville,1071 HORICON ST,Mayville,WI,53050,(262) 412-4002,Dodge,TOUCHSTONE LIVING CARE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16892,Golden Years Of Randolph I,131 ELLIS AVE,Randolph,WI,53956,(920) 326-4663,Dodge,DR-GY LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16893,Golden Years Of Randolph Ii,137 ELLIS AVE,Randolph,WI,53956,(920) 326-8264,Dodge,DR-GY LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17940,Heritage Assisted Living Of Watertown Llc,700 WELSH ROAD,Watertown,WI,53098,(920) 567-2001,Dodge,WATERTOWN LUTHERAN SENIOR HOUSING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15792,Highland House,125A HOSPITAL DRIVE,Watertown,WI,53098,(920) 262-4823,Dodge,WATERTOWN MEDICAL CENTER LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
11747,Hil Meadowbrook,1405 WEDGEWOOD CRT,Watertown,WI,53098-,(262) 390-2087,Dodge,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
110538,Park Ridge,1148 BAYBERRY DR,Watertown,WI,53098-,(920) 261-5655,Dodge,ZINZENDORF HALL INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16164,Park Terrace,1047 HILL STREET,Watertown,WI,53098,(608) 852-5585,Dodge,ZINZENDORF HALL INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16943,Rescare Stoneridge,1502 STONERIDGE CT,Watertown,WI,53098,(920) 390-2139,Dodge,RESCARE RESIDENTIAL SERVICES WISCONSIN LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9149,Christian Homestead,1001 WEST BROWN ST,Waupun,WI,53963-,(920) 324-6560,Dodge,CHRISTIAN HOME & REHABILITATION CENTER INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
110539,Daybreak Inc Waupun,631 S MADISON ST,Waupun,WI,53963-,(920) 324-4903,Dodge,DAYBREAK INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
12604,Prairie Ridge Assisted Living,819 WILCOX ST,Waupun,WI,53963-,(920) 324-5450,Dodge,ADVANTAGE MANAGEMENT WAUPUN LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410502,Hearthside,10569 FIELDCREST RD,Sister Bay,WI,54234-,(920) 854-7225,Door,CORDIAL CARE CORP,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15318,Woodview Of Scandia,2311 MEADOW WOOD DR,Sister Bay,WI,54234,(920) 854-2317,Door,EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14311,Annas Healthcare Inc,839 S 18TH AVE,Sturgeon Bay,WI,54235-,(920) 818-1200,Door,,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
18223,Bay Harbor Memory Care & A L Of Sturgeon Bay 1,1704 GEORGIA STREET,Sturgeon Bay,WI,54235,(920) 746-8998,Door,BAY HARBOR ASSISTED LIVING OF STURGEON BAY LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
18222,Bay Harbor Memory Care & A L Of Sturgeon Bay 3,1610 GEORGIA STREET,Sturgeon Bay,WI,54235,(920) 746-8998,Door,BAY HARBOR ASSISTED LIVING OF STURGEON BAY LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
10030,Cardinal Ridge Residential Care,817 CIRCLE RIDGE PLACE,Sturgeon Bay,WI,54235-,(920) 743-9289,Door,CARDINAL RIDGE RESIDENTIAL CARE,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15460,Northern Residence,6857 S CTY RD E,Hawthorne,WI,54842,(715) 374-3358,Douglas,NORTHERN RESIDENCE LLC,CLASS CS (SEMIAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17557,Billings Park Cbrf,1927 OHIO AVE,Superior,WI,54880,(715) 392-2780,Douglas,ENCOMPASS HEALTHCARE & ASSISTED LIVING,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13152,Cedar Ridge Assisted Living & Memory Care,4519 E MARQUARDT RD,Superior,WI,54880-,(715) 392-0610,Douglas,CEDAR RIDGE ASSISTED LIVING & MEMORY CARE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14981,Cedar Ridge Assisted Living & Memory Care Ii,4527 E MARQUARDT RD,Superior,WI,54880-,(715) 392-0610,Douglas,CEDAR RIDGE ASSISTED LIVING & MEMORY CARE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
510320,Cypress House Cbrf,1415 CYPRESS AVE,Superior,WI,54880-,(715) 392-8997,Douglas,CHALLENGE CENTER INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
510005,Deer Haven,3105 CUMMING AVE,Superior,WI,54880-,(715) 392-5427,Douglas,CHALLENGE CENTER INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13168,Encompass Healthcare Assisted Living,1500 N 34TH ST  STE 600,Superior,WI,54880-,(715) 392-2780,Douglas,ENCOMPASS HEALTHCARE & ASSISTED LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13794,Faxon House,1212 FAXON STREET,Superior,WI,54880-,(715) 395-3733,Douglas,ENCOMPASS HEALTHCARE & ASSISTED LIVING INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
510321,Harborview Cbrf,910 E 5TH ST,Superior,WI,54880-,(715) 394-3226,Douglas,CHALLENGE CENTER INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16728,Harmony House  I,7615 JOHN AVE,Superior,WI,54880,(715) 395-7615,Douglas,HARMONY KC LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16729,Harmony House  Ii,7613 JOHN AVE,Superior,WI,54880,(715) 392-7644,Douglas,HARMONY KC LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9412,Mckenzie Manor,3317 NORTH 21ST STREET,Superior,WI,54880-,(715) 399-0900,Douglas,CHALLENGE CENTER INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9539,Mountain View Home,3319 N 16TH STREET,Superior,WI,54880-,(715) 392-3038,Douglas,CHALLENGE CENTER INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13514,New Perspective Superior,1915 N 34TH ST,Superior,WI,54880-,(715) 399-3300,Douglas,SUPERIOR OPS LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9561,Rem Wisconsin Iii Inc 21St Street,3901 N 21ST STREET,Superior,WI,54880-,(715) 395-2821,Douglas,REM WISCONSIN INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9560,Rem Wisconsin Iii Inc Belknap,3706 BELKNAP ST,Superior,WI,54880-,(715) 395-2815,Douglas,REM WISCONSIN INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15614,Rem Wisconsin Iii Inc Centennial,5303 CUMMINGS AVENUE,Superior,WI,54880,(715) 718-0455,Douglas,REM WISCONSIN III INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17840,Sunnyside Cbrf,7619 JOHN AVE,Superior,WI,54880,(715) 398-0512,Douglas,CHALLENGE CENTER INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
510325,Tradewinds Residence Inc,1601 N 16TH ST,Superior,WI,54880-,(715) 394-2077,Douglas,TRADEWINDS RESIDENCE INC,CLASS AS (SEMIAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15032,Safe Haven Adult Assisted Living Llc,421 MAIN STREET,Boyceville,WI,54725-,(715) 643-7233,Dunn,SAFE HAVEN ADULT ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14630,Ridge Crest Manor,110 PARK DRIVE,Colfax,WI,54730-,(715) 962-3186,Dunn,COLFAX HEALTH & REHABILITATION CENTER INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
510292,Tara Place,N5160 97OTH STREET,Elk Mound,WI,54739-,(715) 879-5381,Dunn,BROTOLOC HEALTH CARE SYSTEMS INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15712,Arbor Place Inc,4076 KOTHLOW AVENUE,Menomonie,WI,54751,(715) 235-4537,Dunn,ARBOR PLACE INC,CLASS ANA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15912,Arc Of Dunn County Inc House 105,538 WOODRIDGE COURT,Menomonie,WI,54751,(715) 235-7373,Dunn,ARC OF DUNN COUNTY INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9573,Aurora Res Alternatives Inc 011,1306 12TH AVENUE SE,Menomonie,WI,54751-,(715) 233-1299,Dunn,AURORA RESIDENTIAL ALTERNATIVES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
11477,Aurora Residential Alt Inc 010,2412 THIRD ST E,Menomonie,WI,54751-,(715) 235-0290,Dunn,AURORA RESIDENTIAL ALTERNATIVES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9882,Care Partners Menomonie,1902 TALEN ST,Menomonie,WI,54751-,(715) 235-6333,Dunn,CARE PARTNERS ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13677,Comforts Of Home Menomonie Cbrf,2211 WHITE PINE LANE,Menomonie,WI,54751-,(715) 231-3020,Dunn,"MENOMONIE CBRF, LLC",CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9880,Country Terrace Menomonie,1916 TALEN ST,Menomonie,WI,54751-,(715) 235-5112,Dunn,COUNTRY TERRACE OF WISCONSIN INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17682,Gratus At Ridgewood,2379 RIDGEWOOD ST,Menomonie,WI,54751,(715) 309-4179,Dunn,MIDWEST GRATUS INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
10740,Noreen Family Home,2913 INGALLS RD,Menomonie,WI,54751-,(715) 235-4657,Dunn,"NOREEN FAMILY HOMES, INC",CLASS CS (SEMIAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13428,Our House Menomonie Memory Care,820 17TH AVENUE,Menomonie,WI,54751-,(715) 232-8181,Dunn,KSMS OUR HOUSE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
10954,Potters Country Home,N3430 STATE RD 25,Menomonie,WI,54751-,(715) 505-0621,Dunn,POTTERS COUNTRY HOME,CLASS AS (SEMIAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16157,Care Partners Assisted Living Altoona I,887 BRIAR LANE,Altoona,WI,54720,(920) 232-1672,Eau Claire,CARE PARTNERS ASSISTED LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16158,Care Partners Assisted Living Altoona Ii,893 BRIAR LANE,Altoona,WI,54720,(920) 232-1672,Eau Claire,CARE PARTNERS ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15613,Classic At Hillcrest Greens Memory Care (The),2455 SAWGRASS PLACE,Altoona,WI,54720,(715) 839-0200,Eau Claire,THE CLASSIC AT HILLCREST GREENS LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
510138,Grace Edgewood,2512 SPOONER AVE,Altoona,WI,54720-,(715) 832-5813,Eau Claire,GRACE LUTHERAN FOUNDATION INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
510164,Morning View Ii,440 SUNDAY DRIVE,Altoona,WI,54720-,(715) 514-2000,Eau Claire,BROTOLOC HEALTH CARE SYSTEMS INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15922,Silverleaf Of Augusta,909 BRIDGE CREEK LN,Augusta,WI,54722,(715) 286-2266,Eau Claire,AUGUSTA AREA HOME INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
510031,Affinity House,3042 KILBOURNE AVENUE,Eau Claire,WI,54703-,(715) 833-0436,Eau Claire,LUTHERAN SOC SERV OF WI & UPPER MI INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13306,Apple Tree Cottage Cbrf,1306 KEITH ST,Eau Claire,WI,54701-,(715) 577-8506,Eau Claire,,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17542,Azura Memory Care Of Eau Claire 2 Llc,4811 BULLIS FARM RD,Eau Claire,WI,54701,,Eau Claire,AZURA EAU CLAIRE 2 LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17543,Azura Memory Care Of Eau Claire 3 Llc,4803 BULLIS FARM RD,Eau Claire,WI,54701,(920) 284-6682,Eau Claire,AZURA EAU CLAIRE 3 LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16672,Beehive Homes Of Eau Claire,5075 STONEWOOD DR,Eau Claire,WI,54703,(715) 834-0842,Eau Claire,DCIJ BEE HIVE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14922,Care Partners Assisted Living Eau Claire East,3325 BIRCH STREET,Eau Claire,WI,54701-,(920) 232-1472,Eau Claire,CARE PARTNERS ASSISTED LIVING,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15196,Care Partners Assisted Living Eau Claire East Ii,3337 BIRCH STREET,Eau Claire,WI,54703,(920) 232-1672,Eau Claire,CARE PARTNERS ASSISTED LIVING,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17206,Care Partners Eau Claire West,5110 STONEWOOD DR,Eau Claire,WI,54703,(920) 999-9999,Eau Claire,CARE PARTNERS ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16670,Dove Healthcare South Assisted Living,3656 MALL DR,Eau Claire,WI,54701,(715) 552-1035,Eau Claire,HALCYON HEALTHCARE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
