Facility ID,Facility Name,Street,City,State,Zip Code,Phone Number,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,Mailing Street,Mailing City,Mailing State,Mailing Zip Code,Licensee Phone Number,Class,Gender,Capacity,Low Rate,High Rate,Date Probationary Issued,Date Regular Issued,Waiver Certified Independent CBRF Apartments,Traumatic Brain Injury,Terminally Ill,Public Funding,Pregnant Women/Counselling,Physically Disabled,Irreversible Dementia/Alzeimers,Emotionally Disturbed/Mental Illness,Developmentally Disabled,Correctional Clients,Alcohol Drug/Dependent,Advanced Aged,HCBS Compliant
0017221,REM INC DRYDEN,2702 DRYDEN DR,MADISON,WI,53704,(608) 999-9999,DANE,WRIGHT,LORI,REM WISCONSIN INC,WRIGHT,LORI,VANG,ANGEL,4033 123RD ST STE A,,WI,54729,(608) 276-5945,AMBULATORY,M,3,"$6,770.40","$6,770.40",,30-Apr-19,,X,X,X,,,X,X,X,,X,X,X
0017219,REM INC MARIA PLACE,1 MARIA PLACE,MADISON,WI,53713,(608) 467-7851,DANE,HANSEN BLAKE,SHELLEY,REM WISCONSIN INC,HANSEN BLAKE,SHELLEY,VANG,ANGEL,4033 123RD ST STE A,,WI,54729,(608) 276-5945,NONAMBULATORY,M,3,"$6,770.40","$14,494.63",,22-Apr-19,,X,,X,,X,X,X,X,,X,X,X
0017218,REM INC TWIN PINES,821 TWIN PINES,MADISON,WI,53704,(608) 240-0164,DANE,WRIGHT,LORI,REM WISCONSIN INC,WRIGHT,LORI,WRIGHT,LORI,4033 123RD ST STE A,,WI,54729,(608) 276-5945,AMBULATORY,M,4,"$6,362.00","$8,296.00",,30-Apr-19,,X,X,X,,,X,X,X,,X,X,X
0018195,REM KNIGHTSBRIDGE,5217 KNIGHTSBRIDGE ROAD,MADISON,WI,53714,(608) 274-1104,DANE,WRIGHT,LORI,REM WISCONSIN,WRIGHT,LORI,WRIGHT,LORI,4033 123RD STREET SUITE A,,WI,54729,(715) 563-4023,AMBULATORY,B,4,"$6,387.50","$10,676.25",,27-Oct-20,,X,X,,,,,X,X,X,,,X
190012,REM MILLSTONE,41 MILLSTONE RD,MADISON,WI,53717-,(608) 833-3484,DANE,Wright,Lori,REM WISCONSIN INC,,,Wright,Lori,"4033 123rd Stree, STE",,WI,54729,(608) 276-0102,AFH,B,4,"$6,191.31","$6,439.21",,1-Jul-94,,X,,X,,X,X,X,X,,,X,X
0017298,REM WISCONSIN INC CRESTLINE,2506 CRESTLINE DR,MADISON,WI,53704,(608) 241-4608,DANE,WRIGHT,LORI,REM WISCONSIN INC,WRIGHT,LORI,WRIGHT,LORI,"4033 123rd St., STE A",,WI,54729,(608) 276-5945,NONAMBULATORY,B,3,"$6,770.00","$102,427.00",,30-Apr-19,,X,X,X,,X,X,X,X,,,X,X
0018162,SAWMILL HOUSE,7202 SAWMILL ROAD,MADISON,WI,53719,(608) 556-5761,DANE,DIRIYE,MOHAMED,SARAS HELPING HANDS LLC,DIRIYE,MOHAMED,DIRIYE,MOHAMED,700 RAY O VAC DRIVE SUITE 2,,WI,53711,(608) 405-5744,NONAMBULATORY,B,4,"$3,000.00","$9,000.00",,1-Jul-20,,,,,,X,,,X,,,,X
0018382,SHALOM FAMILY HOME,3310 HEATHERDELL LANE,MADISON,WI,53713,(608) 354-8048,DANE,NJOKANMA,PRISCILLA,EL ELYON PROPERTIES LLC,NJOKANMA,PRISCILLA,NJOKANMA,PRISCILLA,1001 S THOMPSON DR,,WI,53716,(608) 354-8048,NONAMBULATORY,B,4,"$3,000.00","$4,000.00",,6-Jan-21,,,,X,,X,,X,X,,,X,
0016098,TOTAL CARE,3022 EDENSWAY,MADISON,WI,53719,(608) 287-9442,DANE,XAASHI,HADE,,XAASHI,HADE,XAASHI,HADE,3022 EDENSWAY,,WI,53719,(608) 287-9442,AFH,B,4,"$3,000.00","$6,000.00",,8-Jun-16,,,,X,,X,X,,X,,,X,X
0016165,TRINITY ADULT FAMILY HOME,2925 WIMBLEDON WAY,MADISON,WI,53713,(608) 288-8087,DANE,JOSEPH,MARIA,TRINITY ADULT FAMILY HOME,JOSEPH,MARIA,JOSEPH,MARIA,2925 WIMBLEDON WAY,,WI,53713,(608) 469-4533,AMBULATORY,B,4,"$2,500.00","$4,000.00",,8-May-17,,,,,,,X,X,X,,,X,
0017024,UNIFIED ADULT FAMILY HOME,5210 Siggelkow RD,MADISON,WI,53718,(608) 838-8612,DANE,DEVILLERS,FREDRIC,,DEVILLERS,FREDRIC,DEVILLERS,FREDRIC,5210 SIGGLEKOW RD,,WI,53718,(608) 220-6129,NONAMBULATORY,B,4,"$3,000.00","$10,200.00",,12-Jan-18,,,X,,,X,X,X,X,,,X,
0015384,UNIVERSE ADULT FAMILY HOME LLC,4006 MANDRAKE RD,MADISON,WI,53704,(608) 772-2264,DANE,ONABULE,ADEWALE,UNIVERSE ADULT FAMILY HOME,ONABULE,ESTHER/ADEWALE,ONABULE,ADEWALE,4006 MANDRAKE RD,,WI,53704,(608) 772-2264,AFH,B,4,"$2,500.00","$5,000.00",,27-Jan-15,,X,,X,,X,,,X,,X,X,X
0013935,YASMINS LOVING CARE,5213 ACADEMY DR,MADISON,WI,53716-,(608) 770-2874,DANE,MOHAMUD,YASMIN,DUANE ERSCHER AND YASMIN MOHAMUD,ERSCHER,DUANE,MOHAMUD,YASMIN,5213 ACADEMY DR,,WI,53716-,(608) 770-2874,AFH,F,4,"$2,800.00","$3,200.00",,19-Mar-12,,,,,,,X,X,,,,X,
199025,PINELANE ADULT FAMILY HOME,10049 BLACKHAWK RD,MIDDLETON,WI,53562-,(608) 831-1288,DANE,BLUM,TIMOTHY R,PINELANE ADULT FAMILY HOME,BLUM,TIMOTHY R,BLUM,TIMOTHY R,10049 BLACKHAWK RD,,WI,53562-,(608) 831-1288,AFH,M,4,"$1,200.00","$3,500.00",,30-Sep-96,,X,,X,,,,,X,,,,X
0018435,RAYMONDS HOME CARE 2,8415 AIRPORT ROAD,MIDDLETON,WI,53562,(608) 332-9549,DANE,HMIDOUCH,CHARAF,RAYMONDS HOME CARE LLC,HMIDOUCH,CHARAF,HMIDOUCH,CHARAF,7075 WATTS ROAD,,WI,53719,(608) 692-4569,AMBULATORY,B,4,"$2,800.00","$5,000.00",,29-Mar-21,,X,,,,,,X,X,,X,X,
0017223,REM INC ELMWOOD,6266 ELMWOOD DR,MIDDLETON,WI,53562,(608) 288-0814,DANE,WRIGHT,LORI,REM WISCONSIN INC,WRIGHT,LORI,Wright,Lori,4033 123RD ST STE A,,WI,54729,(608) 276-5945,AMBULATORY,F,4,"$6,770.40","$7,973.82",,8-May-19,,X,X,,,X,X,X,X,,,X,X
0014400,REM SYLVAN LANE,6107 SYLVAN LANE,MONONA,WI,53716-,(715) 861-7377,DANE,WRIGHT,LORI,REM WISCONSIN INC,,,WRIGHT,LORI,"4033 123RD STREET, STE A",,WI,54729,(715) 861-7386,AFH,B,4,"$7,032.94","$7,032.92",,24-Jun-13,,X,,X,,X,X,,X,,,,X
0017765,CAMPBELL HOUSE LLC,7197 LOPER RD,SAUK CITY,WI,53583,(608) 643-3113,DANE,TIMMERMAN,GRETCHEN,CAMPBELL HOUSE LLC,CAMPBELL,GERALD,TIMMERMAN,GRETCHEN,7197 LOPER RD,,WI,53583,(608) 643-3113,AMBULATORY,M,4,$150.00,$400.00,,1-Nov-19,,,,X,,,,X,,X,,,X
0015242,COUNTRY LIVING AFH,2803 DOOR CREEK RD,STOUGHTON,WI,53589,(608) 843-0237,DANE,HORSTMAN,JORDAN,,HORSTMAN,JORDAN,HORSTMAN,JORDAN,2803 DOOR CREEK RD,,WI,53589,(608) 843-0237,AFH,B,4,"$2,800.00","$8,000.00",,5-Dec-14,,,,X,,X,,X,X,,,X,X
0014423,GREENWOOD HOME,400 HOEL AVE,STOUGHTON,WI,53589,(608) 220-5787,DANE,JIN,PING,,JIN,PING,JIN,PING,400 HOEL AVE,,WI,53589,(608) 220-5787,AFH,B,4,"$3,000.00","$8,000.00",,10-Jan-13,,,,X,,X,X,X,X,,,X,X
0009948,HOLLYS HOUSE ADULT FAMILY HOME,1902 SPRING RD,STOUGHTON,WI,53589-,(608) 873-1612,DANE,PITAS,HOLLY C,HOLLY C PITAS,PITAS,HOLLY C,PITAS,HOLLY C,1902 SPRING RD,,WI,53589-,(608) 873-1612,AFH,B,4,"$4,200.00","$6,500.00",,27-Jan-03,,,X,X,,,X,X,,,,X,X
0010698,LINCOLN AFH,1539 LINCOLN AVE,STOUGHTON,WI,53589-,(608) 873-8373,DANE,SQUIRE,JEN,COMMUNITY LIVING CONNECTIONS,SQUIRE,JEN,Sawicki,Leah,6515 WATTS RD SUITE 100,,WI,53589-,(608) 661-7946,AFH,B,4,$597.00,$998.82,,1-Sep-04,,,,,,,,,X,,,,X
0016386,ROSEWOOD AFH,2551 HAVEY LN,STOUGHTON,WI,53589,(608) 438-1585,DANE,ROSE,NICOLE,,ROSE,NICOLE,ROSE,NICOLE,2551 HAVEY LN,,WI,53589,(608) 438-1585,NONAMBULATORY,B,4,"$3,000.00","$5,000.00",,6-Mar-17,,X,,,,X,X,X,X,,,X,X
0014886,STURDY OAKS,926 CAMPFIRE DRIVE,SUN PRAIRIE,WI,53590-,(608) 318-5400,DANE,FIELDS,MARY KAY,PLEIADES AND THE ALDEBARAN LLC,FIELDS,MARY KAY,FIELDS,MARY KAY,926 CAMP FIRE DRIVE,,WI,53590-,(608) 318-5400,AFH,M,4,"$3,100.00","$5,000.00",,1-Jan-14,,X,X,X,,X,X,X,,,,,
0018432,WALK BY FAITH AFH CHRISTIANS HOME,412 SOUTH BIRD STREET,SUN PRAIRIE,WI,53590,(414) 739-3623,DANE,WINTERS,MONIQUE,WALK BY FAITH AFH,WINTERS,MONIQUE,WINTERS,MONIQUE,3603 NORTH 13TH STREET,,WI,53206,(414) 739-3623,AMBULATORY,B,4,"$4,000.00","$5,800.00",,31-Mar-21,,X,,,,,,X,X,,,X,
0017859,ABETTMENT CARE HOMES,705 LONE OAK LN,VERONA,WI,53593,(608) 886-5328,DANE,WILLIAMS,ANGEL,OCEAN A&A HOLDINGS LLC,WILLIAMS,ANGEL,WILLIAMS,ANGEL,705 LONE OAK LN,,WI,53593,(608) 571-3322,AMBULATORY,B,4,"$3,000.00","$6,000.00",,14-Apr-20,,,X,,,,X,X,X,,X,X,X
0017377,LUS FAMILY HOME 2,7246 VALLEY VIEW ROAD,VERONA,WI,53593,(608) 335-2588,DANE,LU,JIANWEN,LUS FAMILY HOME 2,LU,JIANWEN,LU,JIANWEN,7246 VALLEY VIEW ROAD,,WI,53593,(608) 335-2588,NONAMBULATORY,B,4,"$3,500.00","$5,000.00",,21-Dec-18,,,,,,X,X,X,X,,,X,
0008657,SONRISAS ASSISTED LIVING,315 LLANOS ST,VERONA,WI,53593-,(608) 848-5275,DANE,HINZMAN,KATHY A,SONRISAS ASSISTED LIVING,HINZMAN,KATHY A,HINZMAN,KATHY A,315 LLANOS ST,,WI,53593-,(608) 212-5275,AFH,B,4,"$4,200.00","$7,000.00",,7-Sep-99,,,,,,,X,,X,,,X,X
0010801,SONRISAS II,317 LLANOS ST,VERONA,WI,53593-,(608) 848-5275,DANE,HINZMAN,KATHY,SONRISAS ASSISTED  LIVING,HINZMAN,KATHY,HINZMAN,KATHY,317 LLANOS ST,,WI,53593-,(608) 212-5275,AFH,B,4,"$5,500.00","$9,000.00",,3-Dec-04,,,,X,,,X,,X,,,X,X
0012860,TENDER CARE ADULT FAMILY HOME,8908 ANCIENT OAK LN,VERONA,WI,53593-,(608) 658-1978,DANE,ZHAO,ZHONGXIAN,,ZHAO,ZHONGXIAN,ZHAO,ZHONGXIAN,8908 ANCIENT OAK LN,,WI,53593-,(608) 658-1978,AFH,B,4,"$3,200.00","$4,000.00",,25-Aug-09,,,,,,X,X,,,,,X,X
0018243,OPTIMAL CARE LLC,2592 KILDARE DRIVE,WAUNAKEE,WI,53597,(608) 698-7196,DANE,MOHAMED,NADIFA,OPTIMAL CARE LLC,MOHAMED,NADIFA,MOHAMED,NADIFA,2592 KILDARE DRIVE,,WI,53597,(608) 698-7196,AMBULATORY,B,4,"$3,500.00","$6,000.00",,10-Sep-20,,X,,,,X,,,X,,,X,X
0014343,CHARLTON HOUSE ADULT FAMILY HOME,216 W THIRD ST,BEAVER DAM,WI,53916,(920) 887-3453,DODGE,MCCARDELL,KATHLEEN,BRIDGES OF WI INC,MCCARDELL,KATHLEEN,MCCARDELL,KATHLEEN,1625 E WASHINGTON ST STE 111,,WI,53095,(262) 338-4941,AFH,B,4,"$3,375.00","$4,745.00",,1-Oct-12,,,,X,,,,,X,,,,X
0017029,PINE RIDGE,N844 CRAWFISH ROAD,IXONIA,WI,53036,(920) 474-3142,DODGE,SCHILLING,ROBERT,RIVER COUNTRY HOMES LLC,SCHILLING,ROBERT,SCHILLING,ROBERT,N1255 HOARD ROAD,,WI,53036,(262) 227-1155,AMBULATORY,M,4,"$4,180.00","$6,509.00",,8-May-18,,X,,X,,,,X,X,,,,
0015785,CCLS INC FAIRFIELD 1,346 S FAIRFIELD AVE,JUNEAU,WI,53039,(608) 779-4118,DODGE,Czerwan,Rick,CREATIVE COMMUNITY LIVING SERVICES INC,ZACHE,JIM,ZACHE,JIM,314 E MAIN STREET,,WI,53094,(920) 261-1345,AFH,B,4,"$5,477.43","$5,477.43",,9-Oct-15,,,,X,,X,,,X,,,,X
0015791,CCLS INC FAIRFIELD II,348 S FAIRFIELD AVE,JUNEAU,WI,53039,(608) 779-4118,DODGE,Czerwan,RICHARD,CREATIVE COMMUNITY LIVING SERVICES INC,ZACHE,JIM,ZACHE,JIM,314 E MAIN ST.,,WI,53094,(920) 261-1345,AFH,B,4,"$5,477.43","$5,477.43",,9-Oct-15,,,,X,,X,,,X,,,,X
0010513,CLEARVIEW COMMUNITY GROUP HOME,750 NORTH MAIN ST,JUNEAU,WI,53039-,(920) 386-9744,DODGE,Somers,Ed,CLEARVIEW,HOOPER,JANE E,HOOPER,JANE E,198 COUNTY DF,,WI,53039-,(920) 386-3400,AFH,B,4,"$4,317.64","$8,448.43",,10-Sep-04,,X,,X,,X,,X,X,,,X,X
0011350,TRAILVIEW ADULT FAMILY HOME,196 TRAILVIEW COURT,JUNEAU,WI,53039-,(920) 386-9733,DODGE,HOOPER,JANE E,CLEARVIEW,HOOPER,JANE E,Somers,Edward,198 COUNTY RD DF,,WI,53039-,(920) 386-9733,AFH,B,4,"$5,454.45","$6,698.48",,17-Jul-06,,,,X,,X,,X,X,,,X,
0018567,FAIRFIELD,1408 FAIRFIELD COURT,WATERTOWN,WI,53098,(920) 206-1192,DODGE,ZOCH,JESSICA,BROADSTEP  WISCONSIN INC,MASON,LYNN,ZOCH,JESSICA,5151 W SILVER SPRINGS DRIVE,,WI,53218,(414) 640-9010,AMBULATORY,B,4,"$5,711,010.00","$6,166.50",,15-Jun-21,,,,,,,,,X,,,,
0017068,MANOR FAMILY HOME LLC (THE),1113 LISBON ST,WATERTOWN,WI,53098,(920) 261-8750,DODGE,SLOAN,JAMIE,THE MANOR FAMILY HOME LLC,SLOAN,JAMIE,SLOAN,JAMIE,1316 THOMAS AVE,,WI,53094,(920) 342-5627,AMBULATORY,B,4,"$2,994.00","$3,741.60",,7-Mar-18,,X,,,,,,X,X,,,X,
0018559,STONERIDGE,1421 STONERIDGE  DRIVE,WATERTOWN,WI,53098,(920) 390-2900,DODGE,ZOCH,JESSICA,BROADSTEP  WISCONSIN INC,MASON,LYNN,ZOCH,JESSICA,5151 W SILVER SPRINGS DRIVE,,WI,53218,(414) 640-9010,NONAMBULATORY,B,4,"$5,537.40","$8,525.10",,15-Jun-21,,,,,,,,,X,,,,
0015935,SAMANTHA HICKS ADULT FAMILY HOME,414 S 4TH STREET,STURGEON BAY,WI,54235,(920) 495-5565,DOOR,HICKS,SAMANTHA,SAMANTHA HICKS,HICKS,SAMANTHA,HICKS,SAMANTHA,414 S 4TH STREET,,WI,54235,(920) 495-5565,AFH,B,4,"$1,700.00","$6,000.00",,1-Apr-16,,,,X,,,X,X,X,,,X,X
0017447,NORTHERN RESIDENCE,9051 E LAKE AVE,SOLON SPRINGS,WI,54873,(715) 374-3358,DOUGLAS,DOTY,ATHENA,NORTHERN RESIDENCE LLC,DABATO DOTY,ATHENA,DOTY,KEVIN,PO BOX 160,,WI,54842,(715) 374-3358,AMBULATORY,B,4,"$3,800.00",,,29-Apr-19,,,,X,,,X,,,,,X,X
590181,MISSOURI GARDENS,2347 MISSOURI AVENUE,SUPERIOR,WI,54880-,(715) 395-0971,DOUGLAS,PIETROWSKI,JENNIFER,CHALLENGE CENTER INC,CHUZLES,EUGENE,PETERSON,KELLY,39 N 25TH ST E,,WI,54880-,(715) 394-2771,AFH,B,4,"$4,956.00","$10,227.00",,14-Feb-97,,,,,,,,,X,,,,X
0010812,REM WISCONSIN III INC - 31st Street,1406 NORTH 31ST STREET,SUPERIOR,WI,54880-,(715) 395-0491,DOUGLAS,WRIGHT,LORI,REM WISCONSIN INC,WRIGHT,LORI,WRIGHT,LORI,"4033 123RD ST, STE A",,WI,54729,(608) 276-1191,AFH,B,4,"$4,253.00","$7,757.00",,1-Feb-05,,X,,X,,,,X,X,,,,X
0014438,REM WISCONSIN INC III - Lamborn,5915 LAMBORN AVENUE,SUPERIOR,WI,54880-,(715) 395-8400,DOUGLAS,WRIGHT,LORI,REM WISCONSIN INC,,,WRIGHT,LORI,"4033 123RD ST, STE A",,WI,54729,(608) 276-1191,AFH,B,4,"$5,250.90","$6,764.82",,17-Dec-12,,,,X,,,,,X,,,,X
0014879,REM WISCONSIN INC III HIGHWAY 35,6179 S STATE HIGHWAY 35,SUPERIOR,WI,54880-,(715) 398-7602,DOUGLAS,WRIGHT,LORI,REM WISCONSIN INC,,,WRIGHT,LORI,"4033 123RD ST, STE A",,WI,54729,(608) 276-1191,AFH,B,4,"$3,780.00","$8,675.00",,21-Nov-13,,,,X,,,,X,X,,,,X
0011207,WISCONSIN HOUSE,3625 N 20TH ST,SUPERIOR,WI,54880-,(715) 394-5915,DOUGLAS,GLITSOS,PATRICIA,ENCOMPASS HEALTHCARE & ASSISTED LIVING INC,NYHUS,TYLER,NYHUS,TYLER,1225 TOWER AVE STE 228,,WI,54880,(715) 392-2780,AFH,B,4,"$4,000.00","$10,000.00",,15-May-06,,X,,X,,X,,X,X,,,,X
590179,WOODVIEW,6001 E 3RD ST,SUPERIOR,WI,54880-,(715) 398-5491,DOUGLAS,BOVEE,KRISTEN,CHALLENGE CENTER INC,CHUZLES,EUGENE,PETERSON,KELLY,39 N 25TH ST E,,WI,54880-,(715) 394-2771,AFH,B,4,"$4,212.00","$4,212.00",,30-Apr-95,,,,,,,,,X,,,,X
0014513,ABOVE AND BEYOND ELDERLYCARE,N8653 COUNTY RD J,BOYCEVILLE,WI,54725-,(715) 643-2251,DUNN,BODA,DARCY,,BODA,DARCY,BODA,DARCY,N8653 COUNTY RD J,,WI,54725-,(715) 505-4423,AFH,B,4,"$3,875.00","$6,200.00",,27-Feb-13,,,,X,,,X,,X,,,X,X
0017969,DAKOTAS PLACE LLC,1430 ANDERSON HILL LANE,BOYCEVILLE,WI,54725,(715) 781-2281,DUNN,LAIN,JESSICA,DAKOTAS PLACE LLC,LAIN,JESSICA,LAIN,JESSICA,1431 ANDERSON HILL LANE,,WI,54725,(715) 781-2281,NONAMBULATORY,B,4,"$3,000.00","$10,500.00",,11-May-20,,X,,,,X,X,X,X,,,X,X
0015394,FIRST STREET,1001 FIRST STREET,BOYCEVILLE,WI,54725,(715) 308-9853,DUNN,MAST,WILMA,,MAST,WILMA,MAST,WILMA,1001 FIRST STREET,,WI,54725,(715) 308-9853,AFH,B,4,"$2,100.00","$7,050.00",,1-Apr-15,,,,X,,X,,,X,,,,X
0017279,HELENS HOME,1265 NELSON DR,BOYCEVILLE,WI,54725,,DUNN,COOMBS,HOLLY,HELENS HOME LLC,COOMBS,HOLLY,COOMBS,HOLLY,N10567 330TH ST,,WI,54725,(715) 308-4982,NONAMBULATORY,B,4,"$3,500.00","$9,000.00",,19-Oct-18,,X,,X,,X,X,X,X,,,X,
0018198,HELENS HOME II,1263 NELSON DRIVE,BOYCEVILLE,WI,54725,(715) 308-4982,DUNN,COOMBS,HOLLY,HELENS HOME LLC,COOMBS,HOLLY,COOMBS,HOLLY,N10567 330TH STREET,,WI,54725,(715) 308-4982,NONAMBULATORY,B,4,"$4,000.00","$9,500.00",,21-Dec-20,,X,X,,,X,X,X,X,,,X,X
0012895,LAMBS CREEK WEST ADULT FAMILY HOME,N8855 - 464TH ST,BOYCEVILLE,WI,54725-,(715) 632-2160,DUNN,WEIMER III,GEORGE,,WEIMER III,GEORGE T,WEIMER III,GEORGE T,N8855 - 464TH ST,,WI,54725-,(715) 410-5739,AFH,B,4,"$4,300.00","$8,425.00",,16-Sep-09,,X,,X,,X,,,X,,,,X
0011757,TAINTER ADULT FAMILY HOME,N9637 560TH STREET,COLFAX,WI,54730-,(715) 632-2171,DUNN,STABENOW,KIMBERLY,TAINTER ADULT FAMILY HOME LLC,STABENOW,KIMBERLY,STABENOW,KIMBERLY,N9637 - 560TH ST,,WI,54730-,(715) 632-2023,AFH,B,4,"$4,500.00","$8,500.00",,15-Feb-07,,X,,,,X,,,X,,,X,X
0015975,HALBERG HOUSE,E8841 555TH AVE,ELK MOUND,WI,54739,(715) 879-4075,DUNN,HALBERG,JEREMY,HALBERG HOUSE LLC,HALBERG,JEREMY,HALBERG,JEREMY,E8841 555TH AVE,,WI,54739,(218) 969-6616,AFH,B,4,"$4,500.00","$105,000.00",,5-Apr-16,,X,,X,,X,,,X,,,X,
0013579,JOURNEY HOME I,N5668-884 ST,ELK MOUND,WI,54739-,(715) 879-4329,DUNN,MATHEWS,JEANETTE,JOURNEY HOME LLC,,,MATHEWS,JEANETTE,N5668 884 ST,,WI,54739-,(715) 829-2844,AFH,B,4,"$7,500.00","$7,500.00",,15-Mar-11,,X,,,,X,,,X,,,,X
0010112,AGAPE ADULT FAMILY HOME,E5534  700TH AVE,MENOMONIE,WI,54751-,(715) 233-1784,DUNN,WEIMER,THOMAS,,WEIMER,THOMAS,WEIMER,THOMAS,E5534  700TH AVE,,WI,54751-,(715) 563-0297,AFH,B,4,"$4,410.00","$7,604.00",,11-Apr-03,,,,X,,,,,X,,,,X
0015911,ARC OF DUNN COUNTY INC HOUSE 106,E4045 550TH AVENUE,MENOMONIE,WI,54751,(715) 235-7373,DUNN,CLEMENS,KELLY,ARC OF DUNN COUNTY INC,ERICKSON,SERRYN,ERICKSON,SERRYN,1502 9TH STREET EAST,,WI,54751,(715) 235-7373,AFH,F,3,"$2,323.05","$5,006.84",,23-Feb-16,,,,,,,,,X,,,,X
0012327,AURORA RESIDENTIAL ALTERNATIVES INC 007,221-24TH AVE W,MENOMONIE,WI,54751-,(715) 235-3931,DUNN,BOITEAU,JUSTIN,AURORA RESIDENTIAL ALTERNATIVES INC,,,BLACK,DEENA,P O BOX 68,,WI,54751-,(715) 235-1839,AFH,B,4,"$5,622.52","$8,227.10",,17-Mar-08,,X,,X,,X,,X,X,,,,X
590125,BROADWAY HOME,2411 SOUTH BROADWAY,MENOMONIE,WI,54751-,(715) 235-2645,DUNN,CLEMENS,KELLY,ARC OF DUNN COUNTY,ERICKSON,SERRYN,ERICKSON,SERRYN,1502 9TH STREET EAST,,WI,54751-,(715) 235-7373,AFH,B,4,"$3,041.00","$3,041.00",,17-Dec-96,,,,X,,,,,X,,,,X
0013638,DEERFIELD ADULT FAMILY HOME,E5556 700TH AVENUE,MENOMONIE,WI,54751-,(715) 563-0297,DUNN,WEIMER,THOMAS,DEERFIELD ADULT FAMILY HOME,WEIMER,THOMAS,WEIMER,THOMAS,E5534-700TH AVE,,WI,54751-,(715) 563-0297,AFH,B,4,"$4,715.00","$7,756.00",,23-Feb-11,,,,X,,X,,,X,,,,X
0017687,GRATUS AT SOUTHRIDGE 1872 SUITES 1 & 2,1872 SOUTHRIDGE AVE STE 1 & 2,MENOMONIE,WI,54751,(715) 309-4148,DUNN,JOHNSON-ERICKSEN,SANDRA,MIDWEST GRATUS INC,JOHNSON-ERICKSEN,SANDRA,JOHNSON-ERICKSEN,SANDRA,PO BOX 159,,WI,54751,(715) 505-5039,NONAMBULATORY,B,4,"$3,965.00","$9,900.00",,1-Oct-19,,X,,,,X,X,X,X,,X,,X
0017688,GRATUS AT SOUTHRIDGE 1872 SUITES 3 & 4,1872 SOUTHRIDGE AVE STE 3 & 4,MENOMONIE,WI,54751,(715) 309-4201,DUNN,JOHNSON-ERICKSEN,SANDRA,MIDWEST GRATUS INC,JOHNSON-ERICKSEN,SANDRA,JOHNSON-ERICKSEN,SANDRA,PO BOX 159,,WI,54751,(715) 505-5039,NONAMBULATORY,B,4,"$3,965.00","$9,900.00",,1-Oct-19,,X,,,,X,X,X,X,,X,,X
0017685,GRATUS AT SOUTHRIDGE 1902 SUITES 1 & 2,1902 SOUTHRIDGE AVE STE 1 & 2,MENOMONIE,WI,54751,(715) 309-4228,DUNN,JOHNSON-ERICKSEN,SANDRA,MIDWEST GRATUS INC,JOHNSON-ERICKSEN,SANDRA,JOHNSON-ERICKSEN,SANDRA,PO BOX 159,,WI,54751,(715) 505-5039,NONAMBULATORY,B,4,"$3,965.00","$9,900.00",,1-Oct-19,,X,,,,X,X,X,X,,X,,X
0017686,GRATUS AT SOUTHRIDGE 1902 SUITES 3 & 4,1902 SOUTHRIDGE AVE STE 3 & 4,MENOMONIE,WI,54751,(715) 309-4225,DUNN,JOHNSON-ERICKSEN,SANDRA,MIDWEST GRATUS INC,JOHNSON-ERICKSEN,SANDRA,JOHNSON-ERICKSEN,SANDRA,PO BOX 159,,WI,54751,(715) 505-5039,NONAMBULATORY,B,4,"$3,965.00","$9,900.00",,1-Oct-19,,X,,,,X,X,X,X,,X,,X
0012989,GYPSY HILL COUNTRY HOME AFH,E2602 470TH  AVENUE,MENOMONIE,WI,54751-,(715) 505-6495,DUNN,STAINER,ELENE,GYPSY HILL COUNTRY HOME LLC,STAINER,ELENE,STAINER,ELENE,E2602 470TH AVENUE,,WI,54751,(715) 505-6495,AFH,B,4,"$3,270.00","$6,960.00",,20-Nov-09,,X,,,,X,,X,X,,,,
0013191,HELPING HANDS OF DUNN COUNTY,1103 EVANS LANE,MENOMONIE,WI,54751-,(715) 235-3326,DUNN,NIELSEN,LINDA,,NIELSEN,LINDA,NIELSEN,LINDA,1103 EVANS LANE,,WI,54751-,(715) 235-3326,AFH,B,4,"$2,600.00","$6,000.00",,17-Mar-10,,X,,,,,,X,X,,,X,X
0017864,HERITAGE HOME MENOMONIE,2407 4TH AVE,MENOMONIE,WI,54751,(715) 338-0536,DUNN,BABB,DINA,HERITAGE HOME MENOMONIE,BABB,DINA,BABB,DINA,2407 4TH AVE,,WI,54751,(715) 338-0536,AMBULATORY,B,4,"$3,720.00","$9,300.00",,19-Dec-19,,X,,,,,,,X,,,,X
0016074,LINDEN HOUSE 2,E5532 700TH AVE,MENOMONIE,WI,54751,(715) 233-0329,DUNN,HAYES,KELLY,LINDEN HOUSE LLC,HAYES,KELLY,HAYES,KELLY,E5532 700TH AVE,,WI,54751,(715) 505-2391,AMBULATORY,B,4,"$3,000.00","$9,000.00",,23-Jul-16,,X,,,,,X,X,X,,,,X
0016663,LINDEN HOUSE 3,E5528 700TH AVE,MENOMONIE,WI,54751,(715) 233-0329,DUNN,HAYES,KELLY,LINDEN HOUSE LLC,HAYES,KELLY,HAYES,KELLY,E5528 700TH AVENUE,,WI,54751,(715) 861-3516,NONAMBULATORY,B,3,$90.00,$300.00,,18-Apr-17,,X,,X,,,,X,X,,,,X
