Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal
18347,HICKORY PARK,3933 SOUTH PRAIRIE HILL LANE,GREENFIELD,WI,53228,(414) 327-2800,MILWAUKEE,ENCORE WISCONSIN LLC,CERTIFIED
10327,LAYTON TERRACE V LLC,9200 W LAYTON AVE,GREENFIELD,WI,53228-,(414) 425-5600,MILWAUKEE,LAYTON TERRACE V LLC,CERTIFIED
12864,LEXINGTON HERITAGE HERITAGE ASSISTED LIVING,5020 S 107TH ST,GREENFIELD,WI,53228-,(414) 425-9551,MILWAUKEE,MSP REAL ESTATE INC,CERTIFIED
10542,FOREST RIDGE LLC,11077 W FOREST HOME AVE,HALES CORNERS,WI,53130-,(414) 425-1148,MILWAUKEE,FOREST RIDGE LLC,REGISTERED
10308,BRADFORD TERRACE,2429 E BRADFORD AVE,MILWAUKEE,WI,53211-,(414) 963-8471,MILWAUKEE,MILWAUKEE PROTESTANT HOME FOR THE AGED INC,REGISTERED
10313,CHAI POINT,1400 N PROSPECT AVE,MILWAUKEE,WI,53202-,(414) 289-9600,MILWAUKEE,PROSPECT CONGREGATE HOUSING INC,CERTIFIED
14593,MARIA LINDEN 72 LLC,2735 W GREENFIELD AVE,MILWAUKEE,WI,53215-,(414) 645-0434,MILWAUKEE,SCHOOL SISTERS OF ST FRANCIS INC,CERTIFIED
14038,MILWAUKEE CATHOLIC HOME,2462 N PROSPECT AVE,MILWAUKEE,WI,53211,(414) 220-3237,MILWAUKEE,MILWAUKEE CATHOLIC HOME INC,REGISTERED
17234,POLONAISE (THE),1500 W SONATA DR,MILWAUKEE,WI,53221,(414) 281-3400,MILWAUKEE,CHIARA COMMUNITIES INC,CERTIFIED
10770,SAINT JOHNS ON THE LAKE CENTRAL TOWER,1840 N PROSPECT AVE,MILWAUKEE,WI,53202-,(414) 272-2022,MILWAUKEE,SAINT JOHNS COMMUNITIES INC,REGISTERED
17912,SAINT JOHNS ON THE LAKE NORTH TOWER,1858 N PROSPECT AVENUE,MILWAUKEE,WI,53202,(414) 272-2022,MILWAUKEE,SAINT JOHNS COMMUNITIES INC,REGISTERED
14774,SAINT JOHNS ON THE LAKE SOUTH TOWER,1800 N PROSPECT AVE,MILWAUKEE,WI,53202-,(414) 831-6880,MILWAUKEE,"SAINT JOHNS COMMUNITIES, INC",REGISTERED
10362,TIVOLI TERRACE AT ST ANNES SALVATORIAN CAMPUS,3800 N 92ND ST,MILWAUKEE,WI,53222-2589,(414) 463-7570,MILWAUKEE,ST ANNES HOME FOR THE ELDERLY INC,CERTIFIED
16117,TRINITY VILLAGE ASSISTED LIVING,7300 W DEAN ROAD,MILWAUKEE,WI,53223,(414) 371-7593,MILWAUKEE,TRN MILWAUKEE LLC,CERTIFIED
10377,WATERTOWER ASSISTED LIVING,2425 N LAKE DR,MILWAUKEE,WI,53211-,(414) 332-8610,MILWAUKEE,MILWAUKEE PROTESTANT HOME FOR THE AGED INC,REGISTERED
14694,WESLEY PARK,8621 WEST BELOIT ROAD,MILWAUKEE,WI,53227-,(414) 371-7316,MILWAUKEE,METHODIST MANOR INC,REGISTERED
18003,WILLOW VIEW,3553 SOUTH 41ST STREET,MILWAUKEE,WI,53221,(414) 649-0730,MILWAUKEE,PLATINUM COMMUNITIES SCT LLC,CERTIFIED
17530,CORNERSTONE OF OAK CREEK,155 W SUNNYVIEW DR,OAK CREEK,WI,53154,(414) 570-9755,MILWAUKEE,NOHC - OAK CREEK SENIOR LIVING LLC,CERTIFIED
17819,MANORPOINTE APARTMENTS,700 E STONEGATE DR,OAK CREEK,WI,53154,(414) 766-2100,MILWAUKEE,SNH WIS TENANT LLC,REGISTERED
17778,MEADOWMERE OAK CREEK,701 E PUETZ ROAD,OAK CREEK,WI,53154,(414) 766-2100,MILWAUKEE,SNH WIS TENANT LLC,CERTIFIED
17561,WATERS OF OAK CREEK (THE),8000 S MARKET ST,OAK CREEK,WI,53154,(414) 574-0900,MILWAUKEE,THE WATERS OF OAK CREEK LLC,REGISTERED
15905,HARBORCHASE OF SHOREWOOD,1111 E CAPITOL DR,SHOREWOOD,WI,53211,(414) 436-0311,MILWAUKEE,CHP SHOREWOOD WI TENANT CORP,CERTIFIED
16763,FRANCISCAN COURTS,1010 WILLIAMS AVE,SOUTH MILWAUKEE,WI,53172,(414) 570-5353,MILWAUKEE,CHI LIVING COMMUNITIES,CERTIFIED
10322,HOWARD VILLAGE,2500 E HOWARD AVE,ST FRANCIS,WI,53235-,(414) 489-1400,MILWAUKEE,HOWARD VILLAGE V LLC,CERTIFIED
10859,HART PARK SQUARE,6600 W RIVER PKWY,WAUWATOSA,WI,53213-,(414) 476-8787,MILWAUKEE,HART PARK SQUARE V LLC,CERTIFIED
11422,HARWOOD PLACE,8220 W HARWOOD AV,WAUWATOSA,WI,53213-,(414) 258-6180,MILWAUKEE,LUTHERAN HOME INC (THE),REGISTERED
11107,LUTHER MANOR,4545 N 92ND ST,WAUWATOSA,WI,53225-,(414) 464-3880,MILWAUKEE,UNITED LUTHERAN PROGRAM FOR THE AGING,REGISTERED
18355,EUPHORIA OF WEST ALLIS,2330 S 54th Street,WEST ALLIS,WI,53219,(414) 615-7100,MILWAUKEE,ARIA AT MITCHELL MANOR,CERTIFIED
16238,HERITAGE 6 LLC,7901 W NATIONAL,WEST ALLIS,WI,53214,(414) 302-9700,MILWAUKEE,HERITAGE 6 LLC,CERTIFIED
10329,LIBRARY SQUARE,1820 S 75TH ST,WEST ALLIS,WI,53214-,(414) 774-4411,MILWAUKEE,LIBRARY SQUARE V LLC,CERTIFIED
11308,HOMESTEAD APARTMENTS,331 S WATER ST,SPARTA,WI,54656-,(608) 366-6298,MONROE,MORROW MEMORIAL HOME FOR THE AGED INC,CERTIFIED
11029,MARYCREST ASSISTED LIVING,401 S WATER ST,SPARTA,WI,54656-,(608) 269-3168,MONROE,MORROW MEMORIAL HOME FOR THE AGED INC,REGISTERED
10271,A TOUCH OF HOME,1211 MARK AVENUE,TOMAH,WI,54660-,(608) 372-5454,MONROE,STEPHEN AND ROBERTA DIETZMAN,REGISTERED
10255,CLOSE TO HOME INC,1206 MARK AVENUE,TOMAH,WI,54660-,(608) 372-2696,MONROE,CLOSE TO HOME INC,REGISTERED
12805,LIBERTY VILLAGE RCAC,200 LIBERTY PLACE,TOMAH,WI,54660-,(608) 374-5005,MONROE,LIBERTY VILLAGE LLC,CERTIFIED
15431,SERENITY GARDENS,146 N FRANCIS AVE,GILLETT,WI,54124,(920) 855-5020,OCONTO,SERENITY GARDENS LLC,CERTIFIED
15137,COTTAGES AT MEADOWLANDS THE,751 E HIGHLAND DR,OCONTO FALLS,WI,54154-,(920) 848-3458,OCONTO,COTTAGES AT MEADOWLANDS LLC,CERTIFIED
16771,GRACE LODGE ASSISTED LIVING FACILITY,1000 DAY ST,RHINELANDER,WI,54501,(715) 365-1234,ONEIDA,GRACE LODGE MANAGEMENT INC,CERTIFIED
17048,MILESTONE SENIOR LIVING NSD,4686 N SHORE DR,RHINELANDER,WI,54501,(715) 361-1111,ONEIDA,ABILIT HOLDINGS RHINELANDER,CERTIFIED
17034,MILESTONE SENIOR LIVING ELM,750 ELM ST,WOODRUFF,WI,54568,(715) 439-4024,ONEIDA,ABILIT HOLDINGS WOODRUFF LLC,CERTIFIED
17913,APPLETON RETIREMENT COMMUNITY,200 W PACKARD STREET,APPLETON,WI,54911,(920) 954-9990,OUTAGAMIE,"APPLETON RETIREMENT COMMUNITY,LLC",CERTIFIED
17217,EAGLE POINT SENIOR LIVING INC,955 E JOHN ST,APPLETON,WI,54911,(920) 843-9466,OUTAGAMIE,EAGLE POINT SENIOR LIVING INC,REGISTERED
17082,PRIMROSE OF APPLETON,5715 N MEADE ST,APPLETON,WI,54913,(608) 260-0550,OUTAGAMIE,APPLETON RETIREMENT LLC,CERTIFIED
13364,RENAISSANCE APPLETON,301 E FLORIDA AVE,APPLETON,WI,54911-,(920) 380-1100,OUTAGAMIE,RENNES ASSISTED LIVING CORP,CERTIFIED
10352,ST PAUL VILLA,312 E 14TH ST,KAUKAUNA,WI,54130-,(920) 766-6020,OUTAGAMIE,ST PAUL ELDER SERVICES INC,CERTIFIED
16637,ASPIRE SENIOR LIVING RCAC,825 COBBLESTONE LN,KIMBERLY,WI,54136,(727) 742-3504,OUTAGAMIE,HSL 14 LLC,CERTIFIED
10364,GOOD SHEPHERD MEADOW WOOD RCAC,605 BRONSON RD,SEYMOUR,WI,54165-,(920) 833-1566,OUTAGAMIE,GOOD SHEPHERD SERVICES LTD,REGISTERED
17502,HAMILTON HOUSE SENIOR LIVING INC,W76 N629 WAUWATOSA RD,CEDARBURG,WI,53012,(262) 421-5551,OZAUKEE,HAMILTON HOUSE SENIOR LIVING INC,CERTIFIED
13268,LASATA CROSSINGS ASSISTED LIVING,W79N673 WAUWATOSA RD,CEDARBURG,WI,53012,(262) 512-2808,OZAUKEE,OZAUKEE COUNTY,CERTIFIED
16282,VILLAGE POINTE COMMONS THE PARAMOUNTE,101 WALNUT DR,GRAFTON,WI,53024,(262) 387-3148,OZAUKEE,CAPRI COMMUNITES LLC,CERTIFIED
16283,VILLAGE POINTE COMMONS THE PINNACLE,101 WALNUT CIRCLE,GRAFTON,WI,53024,(262) 387-3147,OZAUKEE,CAPRI COMMUNITIES LLC,CERTIFIED
17780,MEADOWMERE NORTHSHORE,10803 N PORT WASHINGTON ROAD,MEQUON,WI,53092,(262) 478-2200,OZAUKEE,SNH WIS TENANT LLC,CERTIFIED
18619,NEWCASTLE PLACE,12600 N PORT WASHINGTON RD,MEQUON,WI,53092,(262) 387-8850,OZAUKEE,NEWCASTLE PLACE LLC,REGISTERED
18248,TEROVA SENIOR LIVING OF MEQUON,10995 N MARKET STREET,MEQUON,WI,53092,(262) 478-1500,OZAUKEE,BMSL MEQUON OPCO LLC,CERTIFIED
17216,WRIGHT HOUSE SENIOR LIVING INC,6751 W MEQUON RD,MEQUON,WI,53092,(262) 834-2002,OZAUKEE,WRIGHT HOUSE SENIOR LIVING INC,CERTIFIED
16547,HARBOR CLUB,333 W WALTERS ST,PORT WASHINGTON,WI,53024,(262) 268-1800,OZAUKEE,CAPRI COMMUNITIES LLC,CERTIFIED
15963,LINCOLN VILLAGE,1330 W LINCOLN AVE,PORT WASHINGTON,WI,53074,(414) 964-7678,OZAUKEE,HSL 3 LLC,CERTIFIED
17394,WILLOWBROOK PLACE,205 GREEN BAY ROAD,THIENSVILLE,WI,53092,(262) 245-8045,OZAUKEE,CEDAR DUNES WILLOWBROOK LLC,CERTIFIED
11507,HOMEPLACE OF DURAND LLC (THE),315 COUNTRY LANE,DURAND,WI,54736-,(715) 672-4813,PEPIN,HOME PLACE OF DURAND LLC (THE),CERTIFIED
12458,WELCOME HOME ASSISTED LIVING INC,1121 INDUSTRIAL ROAD,ELMWOOD,WI,54740-,(715) 639-3400,PIERCE,WELCOME HOME ASSISTED LIVING INC,CERTIFIED
12053,COMFORTS OF HOME RIVER FALLS RCAC,2348 AURORA CIRCLE,RIVER FALLS,WI,54022-,(715) 426-4924,PIERCE,RIVER FALLS RCAC LLC,CERTIFIED
13449,VALLEY VILLAS ASSISTED LIVING,S820 WESTLAND DR,SPRING VALLEY,WI,54767-,(715) 778-5535,PIERCE,VALLEY VILLAS LLC,CERTIFIED
11001,AMERY ASSTD LIV -RIVER BEND,475 GOLF VIEW LANE,AMERY,WI,54001-,(715) 268-9949,POLK,AMERY ASSISTED LIVING LLC,REGISTERED
12069,LODGE AT WHISPERING PINES (THE),3450 BRIDLEWOOD DR,PLOVER,WI,54467,(715) 342-9100,PORTAGE,CRYSTAL FOUNTAINS ASSISTED LIVING LLC,CERTIFIED
15136,DIMENSIONS LIVING STEVENS POINT,5625 SANDPIPER DR,STEVENS POINT,WI,54481-,(715) 343-7376,PORTAGE,S-H OPCO OAKRIDGE LLC,CERTIFIED
17958,RIVER VIEW LODGE ASSISTED LIVING,1800B SHERMAN AVE,STEVENS POINT,WI,54481,(715) 345-3500,PORTAGE,NSH STEVENS POINT RIVER VIEW LLC,CERTIFIED
15633,WILLOW BROOKE POINT SENIOR LIVING RCAC,1801 LILAC LN,STEVENS POINT,WI,54481,(715) 343-9530,PORTAGE,STEVENS POINT SENIOR LIVING INC,CERTIFIED
12360,ASPIRUS DUROY TERRACE,585 PETERSON DRIVE,PHILLIPS,WI,54555-,(715) 339-3113,PRICE,ASPIRUS EXTENDED SERVICES INC,CERTIFIED
16959,PARKVIEW GARDENS I ASSISTED LIVING,5321 DOUGLAS AVE,CALEDONIA,WI,53402,(262) 898-4000,RACINE,KORU HEALTH LLC,CERTIFIED
16970,PARKVIEW GARDENS III,5321 DOUGLAS AVE,CALEDONIA,WI,53402,(262) 898-4000,RACINE,KORU HEALTH LLC,CERTIFIED
15195,PRIMROSE OF MT PLEASANT,1775 N NEWMAN ROAD,MT PLEASANT,WI,53406,(262) 886-3333,RACINE,RACINE RETIREMENT LLC,REGISTERED
16018,ELIZABETH GARDENS,5111 WRIGHT AVE,RACINE,WI,53406,(262) 638-2600,RACINE,"ERAC, LLC",CERTIFIED
11173,HOME HARBOR,1600 OHIO ST,RACINE,WI,53405-,(262) 619-0000,RACINE,HOME HARBOR OF RACINE LLC,CERTIFIED
17709,PILLARS AT CRYSTAL BAY (THE),3950 N MAIN ST,RACINE,WI,53402,(262) 639-1100,RACINE,PLATINUM COMMUNITIES RACINE LLC,CERTIFIED
18044,PLEASANT POINT SENIOR LIVING,8500 CORPORATE DRIVE,RACINE,WI,53406,(262) 833-0810,RACINE,RACINE SENIOR LIVING INC,CERTIFIED
17237,KILLARNEY KOURT,8800 SHANNON LN,STURTEVANT,WI,53177,(262) 321-0802,RACINE,CHIARA COMMUNITIES INC,CERTIFIED
12091,WATERFORD SENIOR LIVING,301 S SIXTH ST,WATERFORD,WI,53185-,(262) 534-4800,RACINE,WATERFORD SENIOR LIVING LLC,CERTIFIED
13386,OUR HOUSE RICHLAND CENTER RCAC,250 N ORANGE ST,RICHLAND CENTER,WI,53581-,(608) 647-4500,RICHLAND,KSMS OUR HOUSE LLC,CERTIFIED
10284,SCHMITT WOODLAND HILLS APARTMENT COMPLEX,1400 WEST SEMINARY STREET,RICHLAND CENTER,WI,53581-,(608) 647-8931,RICHLAND,SCHMITT WOODLAND HILLS INC,REGISTERED
16888,BELOIT SENIOR LIVING,2250 W HART RD,BELOIT,WI,53511,(608) 312-2370,ROCK,BELOIT SENIOR LIVING LLC,CERTIFIED
10295,RIVERSIDE TERRACE,3055 S RIVERSIDE DRIVE,BELOIT,WI,53511-,(608) 365-7222,ROCK,BELOIT MEMORIAL HOSPITAL,REGISTERED
18181,WILLOWICK SENIOR LIVING BELOIT,3024 SOUTH BARTELLS DRIVE,BELOIT,WI,53511,(608) 774-2104,ROCK,WILLOWICK ASSISTED LIVING BELOIT III LLC,CERTIFIED
13881,SWIFTHAVEN COMMUNITY,124 HENRY ST,EDGERTON,WI,53534-,(608) 884-2828,ROCK,ESH ENTERPRISES LLC,CERTIFIED
17660,HEIGHTS OF EVANSVILLE,201 N 4TH ST,EVANSVILLE,WI,53536,(608) 882-9995,ROCK,EVANSVILLE MANOR NURSING AND REHAB LLC,CERTIFIED
10246,KELLY HOUSE ASSISTED LIVING APARTMENTS,121 SOUTH FIFTH ST,EVANSVILLE,WI,53536,(608) 882-4191,ROCK,SAEE Inc.,CERTIFIED
10302,CEDAR CREST WATERFORD PLACE APARTMENTS,1700 SOUTH RIVER RD,JANESVILLE,WI,53546-,(608) 756-0344,ROCK,CEDAR CREST INC,REGISTERED
14099,HUNTINGTON (THE),3801 N WRIGHT RD,JANESVILLE,WI,53546-,(608) 868-5035,ROCK,FVE MW LLC,REGISTERED
17018,OAK PARK PLACE OF JANESVILLE RCAC,700 MYRTLE WAY,JANESVILLE,WI,53545,(608) 530-5700,ROCK,OAK PARK PLACE OF JANESVILLE LLC,CERTIFIED
16711,WILLOWICK,2860 LIBERTY LANE,JANESVILLE,WI,53545,(608) 305-4040,ROCK,WILLOWICK ASSISTED LIVING JANESVILLE LLC,CERTIFIED
13981,MILTON SENIOR LIVING LLC,600 W SUNSET DR,MILTON,WI,53563-,(608) 868-3000,ROCK,MILTON SENIOR LIVING LLC,CERTIFIED
14245,LEGACY SENIOR LIVING CENTER INC,1001 E 11TH STREET N,LADYSMITH,WI,54848-,(715) 532-5546,RUSK,LEGACY SENIOR LIVING CENTER INC,CERTIFIED
13806,GREENBRIAR APARTMENTS LLC,1350 JEFFERSON ST,BARABOO,WI,53913-,(608) 356-9213,SAUK,GREENBRIAR APARTMENTS LLC,CERTIFIED
12768,OAK PARK PLACE THE GROVE,800 WALDO ST,BARABOO,WI,53913-,(608) 355-4111,SAUK,OAK PARK PLACE OF BARABOO LLC,CERTIFIED
11110,RIDGEVIEW PLACE,2350 NORTH DEWEY AVE,REEDSBURG,WI,53959-,(608) 524-6577,SAUK,REEDSBURG AREA SENIOR CENTER INC,REGISTERED
10279,MAPLEWOOD VILLAGE,1425 HEMLOCK STREET,SAUK CITY,WI,53583-,(608) 643-8494,SAUK,MAPLEWOOD OF SAUK PRAIRIE INC,CERTIFIED
10288,GREENWAY TERRACE,547 EAST MCKINLEY STREET,SPRING GREEN,WI,53588-,(608) 588-2586,SAUK,RIVER VALLEY NH INC,REGISTERED
13559,WATERS EDGE,11040 N STATE RD,HAYWARD,WI,54843-,(715) 934-4308,SAWYER,MEDICAL SERVICES INC,REGISTERED
12844,COTTAGES ON GOLDEN POND THE,103 MADISON WAY,SHAWANO,WI,54166,(866) 447-3838,SHAWANO,THE COTTAGES INVESTMENT GROUP LLC,CERTIFIED
12455,CEDAR BAY AT ELKHART LAKE,101 CEDAR LN,ELKHART LAKE,WI,53020-,(920) 876-4050,SHEBOYGAN,BENEVOLENT CORPORATION-CEDAR COMMUNITY,CERTIFIED
17956,SOUTHERN HORIZON ASSISTED LIVING,930 E CLIFFORD ST,PLYMOUTH,WI,53073,(920) 893-4777,SHEBOYGAN,NSH PLYMOUTH SOUTHERN LLC,CERTIFIED
14667,TERRACE PLACE,1231 EISNER AVE,SHEBOYGAN,WI,53083-,(920) 457-6399,SHEBOYGAN,TERRACE AID OPCO LLC,REGISTERED
14970,PRAIRIE CROSSING - A PINE HAVEN COMMUNITY,1280 PINE HAVEN LN,SHEBOYGAN FALLS,WI,53085-,(920) 550-5602,SHEBOYGAN,PINE HAVEN CHRISTIAN HOME INC,CERTIFIED
10248,BIRCHWOOD APARTMENTS,1600 BIRCHWOOD DRIVE,BALDWIN,WI,54002-,(715) 684-3231,ST CROIX,BALDWIN CARE CENTER IN,CERTIFIED
12494,HAVENWOOD LLC,614 E OAK ST,GLENWOOD CITY,WI,54013-,(715) 265-4140,ST CROIX,HAVENWOOD LLC,CERTIFIED
16879,HERITAGE COURT,425 DAVIS ST,HAMMOND,WI,54015,(715) 796-2218,ST CROIX,NSH HERITAGE LLC,REGISTERED
14783,RED CEDAR CANYON ASSISTED LIVING LLC,3001 HANLEY ROAD,HUDSON,WI,54016-,(715) 381-7333,ST CROIX,RED CEDAR CANYON ASSISTED LIVING LLC,CERTIFIED
12819,WINTERGREEN,1312 WISCONSIN STREET,HUDSON,WI,54016-,(715) 386-5088,ST CROIX,CHRISTIAN COMMUNITY HOME OF HUDSON INC,CERTIFIED
10249,DEERFIELD (THE) RCAC,1127 WEST EIGHTH STREET,NEW RICHMOND,WI,54017-,(715) 243-3900,ST CROIX,PHM/NEW RICHMOND SENIOR HOUSING,CERTIFIED
13394,DEERFIELD TERRACE (THE),1127 W 8TH ST,NEW RICHMOND,WI,54017-,(715) 243-3903,ST CROIX,PHM NEW RICHMOND SENIOR HOUSING,CERTIFIED
13453,WELLHAVEN SENIOR APARTMENTS LLC,119 UNION ST,RIVER FALLS,WI,54022-,(715) 426-4646,ST CROIX,LUTHERAN HOME ASSOCIATION (THE),CERTIFIED
12432,PARK PLACE APARTMENTS,210 LOCKWOOD ST,WOODVILLE,WI,54028-,(715) 698-2451,ST CROIX,PARK VIEW HOME INC,REGISTERED
12429,PARK PLACE APARTMENTS NORTH,220 LOCKWOOD ST,WOODVILLE,WI,54028-,(715) 698-2451,ST CROIX,PARK VIEW HOME INC,CERTIFIED
10385,COUNTRY GARDENS,635 CEDAR STREET,MEDFORD,WI,54451-,(715) 748-8855,TAYLOR,MEMORIAL HEALTH CENTER INC,REGISTERED
12483,CLOVER WAY RCAC,36125 E END RD,INDEPENDENCE,WI,54747-,(715) 538-4518,TREMPEALEAU,TREMPEALEAU COUNTY HEALTH CARE CENTER,CERTIFIED
16457,DOVE HEALTHCARE OSSEO ASSISTED LIVING,51017 RIDGE VIEW RD,OSSEO,WI,54758,(715) 597-2493,TREMPEALEAU,HALCYON SENIOR SERVICES OF OSSEO LLC,CERTIFIED
10272,COUNTRY RIDGE,13197 CHURCH STREET,PIGEON FALLS,WI,54760-,(715) 983-2293,TREMPEALEAU,TREMPEALEAU COUNTY HEALTH CARE CENTER,CERTIFIED
10273,SUNRISE MANOR,36024 PARK STREET,WHITEHALL,WI,54773-,(715) 538-4361,TREMPEALEAU,TRI-COUNTY MEMORIAL HOSPITAL INC,CERTIFIED
17047,MILESTONE SENIOR LIVING HILLSBORO,504 SALSBERY CIRCLE,HILLSBORO,WI,54634,(608) 489-3930,VERNON,ABILIT HOLDINGS HILLSBORO LLC,CERTIFIED
10263,PLEASANT VALLEY SENIORS,W466 CTY RD K,STODDARD,WI,54658-,(608) 787-6384,VERNON,PLEASANT VALLEY SENIORS LLC,CERTIFIED
10251,MAPLEWOOD TERRACE,620 GARFIELD STREET,VIROQUA,WI,54665-,(608) 637-6344,VERNON,BETHEL HOME & SERVICES INC,CERTIFIED
17052,MILESTONE SENIOR LIVING RAILROAD,2332 RAILROAD ST HWY 45N,EAGLE RIVER,WI,54521,(715) 479-8018,VILAS,ABILIT HOLDINGS EAGLE RIVER LLC,CERTIFIED
16374,LAKE SHORE CEDAR LODGE,12440 WARPATH LN,MINOCQUA,WI,54548,(715) 356-2911,VILAS,LAKE SHORE ASSISTED LIVING LLC,CERTIFIED
10357,RIDGESTONE COURT RCAC LLC,1025 S SECOND ST,DELAVAN,WI,53115-,(262) 728-2960,WALWORTH,RIDGESTONE COURT RCAC LLC,CERTIFIED
11318,BROLEN PARK,2191 CHURCH ST,EAST TROY,WI,53120-,(262) 642-9955,WALWORTH,MI VIDA BONITA LLC,CERTIFIED
11665,RIDGESTONE TERRACE LLC,291 W EVERGREEN PKWY,ELKHORN,WI,53121-,(262) 743-2960,WALWORTH,RIDGESTONE TERRACE LLC,CERTIFIED
10290,ARBOR VILLAGE OF GENEVA CROSSING,201 TOWNLINE RD,LAKE GENEVA,WI,53147-,(262) 248-4558,WALWORTH,LAKE GENEVA ASSISTED LIVING OPERATING CO LLC,CERTIFIED
13414,GOLDEN YEARS RETIREMENT VILLAGE,270 RIDGE RD,WALWORTH,WI,53184-,(262) 275-6103,WALWORTH,GOLDEN YEARS NURSING HOME INC,REGISTERED
10323,INSPIRATION MINISTRIES RCAC,N2270 HWY 67,WALWORTH,WI,53184-,(262) 275-6131,WALWORTH,CHRISTIAN LEAGUE FOR THE HANDICAPPED INC,CERTIFIED
17287,MULBERRY GLEN,1255 W MAIN ST,WHITEWATER,WI,53190,(262) 473-4515,WALWORTH,CHIARA COMMUNITIES INC,CERTIFIED
17957,SHERWOOD LODGE ASSISTED LIVING,116 CHERRY ST,WILLIAMS BAY,WI,53191,(262) 245-7320,WALWORTH,NSH WILLIAMS BAY SHERWOOD LLC,CERTIFIED
10257,GLENVIEW,201 GLENVIEW LANE,SHELL LAKE,WI,54871-,(715) 468-4255,WASHBURN,TH INC,REGISTERED
17236,ENGEL HAUS,N109 W17000 AVA CIR,GERMANTOWN,WI,53022,(262) 345-1025,WASHINGTON,CHIARA COMMUNITIES INC,CERTIFIED
18192,FAIRWAY KNOLL,N112 W17500 MEQUON ROAD,GERMANTOWN,WI,53022,(262) 735-7900,WASHINGTON,PHW GERMANTOWN INC,CERTIFIED
13733,GARDENS OF HARTFORD (THE),112 PEACE LUTHERAN PKWY,HARTFORD,WI,53027-,(262) 345-5590,WASHINGTON,WISCONSIN LUTHERAN CHILD & FAMILY SERVICE INC,CERTIFIED
15654,WATERFORD AT HARTFORD (THE),1025 BELL AVE,HARTFORD,WI,53027,(920) 378-5839,WASHINGTON,CSL HARTFORD LLC,CERTIFIED
15326,LAKESHORE AT JACKSON CROSSINGS (THE),N168 W22026 MAIN ST,JACKSON,WI,53037,(262) 677-3615,WASHINGTON,SNH SE TENANT TRS INC,CERTIFIED
12401,KETTLE MORAINE GARDENS RCAC,1038 FOND DU LAC AVE,KEWASKUM,WI,53040-,(262) 626-4070,WASHINGTON,,CERTIFIED
17033,CEDAR BAY EAST,5577 HOME DRIVE,WEST BEND,WI,53095,(262) 306-2145,WASHINGTON,BENEVOLENT CORPORATION DBA CEDAR COMMUNITY,CERTIFIED
10312,CEDAR BAY WEST,5555 CEDAR BAY DR,WEST BEND,WI,53095-,(262) 306-2130,WASHINGTON,BENEVOLENT CORPORATION CEDAR COMMUNITY,CERTIFIED
11418,FIELDS OF WASHINGTON COUNTY THE,675 E WASHINGTON ST,WEST BEND,WI,53095-,(262) 365-6500,WASHINGTON,WASHINGTON COUNTY,CERTIFIED
13626,NEW PERSPECTIVE-WEST BEND,2130 CONTINENTAL DR,WEST BEND,WI,53095,(262) 438-5801,WASHINGTON,WEST BEND OPS LLC,CERTIFIED
10315,CONGREGATIONAL HOME,13900 W BURLEIGH,BROOKFIELD,WI,53005-,(262) 781-0550,WAUKESHA,CONGREGATIONAL HOME INC,REGISTERED
10760,CONGREGATIONAL HOME,3140 LILLY ROAD,BROOKFIELD,WI,53005-,(262) 781-0550,WAUKESHA,CONGREGATIONAL HOME INC,REGISTERED
16784,HERITAGE PLACE,17560 WEST NORTH AVE,BROOKFIELD,WI,53045,(262) 782-1948,WAUKESHA,CAPRI LIFESTYLES LLC,CERTIFIED
10309,PRO HEALTH CARE REGENCY SENIOR COMMUNITIES,777 North BROOKFIELD RD,BROOKFIELD,WI,53045-,(262) 780-0321,WAUKESHA,NATIONAL REGENCY OF NEW BERLIN INC,CERTIFIED
11251,COMPASS POINT,365 SUNSET DR,DOUSMAN,WI,53118-,(262) 965-7212,WAUKESHA,WISCONSIN MASONIC HOME INC,CERTIFIED
15093,HERITAGE ELM GROVE H12,800 WALL ST,ELM GROVE,WI,53122-,(262) 786-5800,WAUKESHA,HERITAGE ASSISTED LIVING LLC,CERTIFIED
16505,HERITAGE LAKE COUNTRY,2975 VILLAGE SQUARE DR,HARTLAND,WI,53029,(262) 367-2975,WAUKESHA,HSL 15 LLC,CERTIFIED
14155,MATTHEWS OF HARTLAND,300 E NORTH SHORE DR,HARTLAND,WI,53029-,(312) 623-0884,WAUKESHA,MATTHEWS SENIOR HOUSING LLC,CERTIFIED
10296,ARBORETUM V LLC (THE),W180 N7890 TOWN HALL RD,MENOMONEE FALLS,WI,53051-,(262) 253-0909,WAUKESHA,ARBORETUM V LLC (THE),CERTIFIED
18295,DICKSON HOLLOW,W156N4881 PILGRIM ROAD,MENOMONEE FALLS,WI,53051,(262) 599-8300,WAUKESHA,PHW MENOMONEE FALLS INC,CERTIFIED
16050,DICKSON HOLLOW,W156 N4881 PILGRIM RD,MENOMONEE FALLS,WI,53051,(262) 599-8301,WAUKESHA,PHW MENOMONEE FALLS INC,REGISTERED
18199,GRACE COMMONS I,W195N9550 ROLLING MEADOWS CIRC,MENOMONEE FALLS,WI,53051,(262) 252-9600,WAUKESHA,CAPRI COMMUNITIES LLC,CERTIFIED
