Facility ID,Facility Name,Street,City,State,Zip Code,Phone Number,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,Mailing Street,Mailing City,Mailing State,Mailing Zip Code,Licensee Phone Number,Class,Gender,Capacity,Low Rate,High Rate,Date Probationary Issued,Date Regular Issued,Region,Waiver Certified Independent CBRF Apartments,Traumatic Brain Injury,Terminally Ill,Public Funding,Pregnant Women Counselling,Physically Disabled,Irreversible Dementia Alzeimers,Emotionally Disturbed Mental Illness,Developmentally Disabled,Correctional Clients,Alcohol Drug Dependent,Advanced Aged,HCBS Compliant
410017,ROBERT E BERRY HOUSE,178 SIXTH ST,FOND DU LAC,WI,54935,(920) 922-8580,FOND DU LAC,GUDEX,BEVERLEY,ADULT CARE CONSULTANTS INC,GUDEX,BEVERLY,GUDEX,BEVERLEY,178  SIXTH ST,FOND DU LAC,WI,54935,(920) 922-8580,CLASS AA (AMBULATORY),B,8,2987,3193,1-Nov-78,1-Nov-79,NORTHEASTERN REGION,,,,X,,,,X,X,,,,X
17584,SAGE MEADOW FOND DU LAC MC,154 S PIONEER PARKWAY,FOND DU LAC,WI,54935,(920) 921-3993,FOND DU LAC,SCHWARTZ,LAURA,A6 FOND DU LAC MC,OSTROM,THOMAS,OSTROM,THOMAS,101 N WACKER DRIVE  STE 616,CHICAGO,IL,60606,(312) 462-4462,CLASS CNA (NONAMBULATORY),B,20,3000,9000,30-May-19,,NORTHEASTERN REGION,,,X,,,,X,,,,,X,X
410094,TARFA TERRACE,54 W ARNDT ST,FOND DU LAC,WI,54935,(920) 921-9520,FOND DU LAC,STOLTZ,CLAY,FOND DU LAC LUTHERAN HOME INC DBA TARFA TERR,,,STOLTZ,CLAY,54 W ARNDT ST,FOND DU LAC,WI,54935,(920) 921-9520,CLASS CNA (NONAMBULATORY),B,32,3452,5308,1-Jul-86,1-Jul-86,NORTHEASTERN REGION,,,,,,,X,,,,,X,X
9427,WOODLANDS OF FOND DU LAC LLC,1446 LYNN AVE,FOND DU LAC,WI,54937,(920) 922-8770,FOND DU LAC,HENDRICKSON,SUE,WOODLANDS OF FOND DU LAC LLC,HENDRICKSON,SUE,HENDRICKSON,SUE,77 WISCONSIN AMERICAN DR,FOND DU LAC,WI,54937,(920) 922-8770,CLASS CNA (NONAMBULATORY),B,32,4070,4455,29-Nov-01,1-Jun-02,NORTHEASTERN REGION,,,X,X,,,X,,,,,X,X
10166,WOODLANDS SENIOR PARK,77 WISCONSIN AMERICAN DR,FOND DU LAC,WI,54935,(920) 922-8770,FOND DU LAC,HENDRICKSON,SUZANNE,WOODLANDS OF FOND DU LAC LLC,HENDRICKSON,,HENDRICKSON,SUZANNE,77 WISCONSIN AMERICAN DRIVE,FOND DU LAC,WI,54935,(920) 922-8770,CLASS CNA (NONAMBULATORY),B,30,3850,4225,,17-Sep-03,NORTHEASTERN REGION,,,X,X,,,X,,,,,X,X
11204,WOODLANDS SENIOR PARK,87 WISCONSIN AMERICAN DR,FOND DU LAC,WI,54935,(920) 273-0335,FOND DU LAC,HENDRICKSON,SUZANNE,THE WOODLANDS LLC,HENDRICKSON,SUZANNE,HENDRICKSON,SUE,77 WISCONSIN AMERICAN DR,FOND DU LAC,WI,54935,(920) 922-8770,CLASS CNA (NONAMBULATORY),B,34,4070,5400,,7-Mar-06,NORTHEASTERN REGION,,,X,,,,X,,,,,X,
11312,TOUCHSTONE LIVING CENTER LLC,300 WINNEBAGO ST,N FOND DU LAC,WI,54937-,(920) 922-7242,FOND DU LAC,KILGAS,CYNTHIA,TOUCHSTONE LIVING CENTERS LLC,HIRSCH,MARY JO,KILGAS,CYNTHIA,300 WINNEBAGO ST,N FOND DU LAC,WI,54937-,(920) 922-7242,CLASS CNA (NONAMBULATORY),B,26,4500,5500,,1-May-06,NORTHEASTERN REGION,,,X,X,,,X,,,,,X,X
16789,BARRETT HOUSE OF RIPON,632 HILLTOP LANE,RIPON,WI,54971,(920) 748-2999,FOND DU LAC,VREDEVELD,BRIDGET,,VREDEVELD,BRIDGET,VREDEVELD,BRIDGET,632 HILLTOP LANE,RIPON,WI,54971,(920) 296-8193,CLASS CNA (NONAMBULATORY),B,15,3600,4500,1-Sep-17,1-Sep-18,NORTHEASTERN REGION,,,X,X,,X,X,X,X,,,X,
17977,BETHEL RIPON NORTH,530 NORTH UNION STREET,RIPON,WI,54971,(920) 745-2959,FOND DU LAC,PACKETT,MICHELE,BA ISRAEL LLC,AMUDOAGHAN,BRIGHT,AMUDOAGHAN,BRIGHT,N9520 SILVER COURT,APPLETON,WI,54915,(773) 416-8534,CLASS CS (SEMIAMBULATORY),B,8,5000,10000,,22-Jul-20,NORTHEASTERN REGION,,X,X,,,X,X,X,X,,,X,X
17976,BETHEL RIPON SOUTH,530 NORTH UNION STREET,RIPON,WI,54971,(920) 745-2959,FOND DU LAC,PACKETT,MICHELE,BA ISRAEL LLC,AMUDOAGHAN,BRIGHT,AMUDOAGHAN,BRIGHT,N9520 SILVER COURT,APPLETON,WI,54915,(773) 416-8534,CLASS CS (SEMIAMBULATORY),B,8,5000,10000,,22-Jul-20,NORTHEASTERN REGION,,X,X,,,X,X,X,X,,,X,X
15836,COPPERLEAF VILLAGE OF RIPON,1002 EUREKA ST,RIPON,WI,54971,(920) 896-0440,FOND DU LAC,YACH,JARETT,COPPERLEAF MANAGEMENT GROUP INC,MENDYKE,KRISTA,MENDYKE,KRISTA,1077 WILSHIRE BLVD,STEVENS POINT,WI,54481,(715) 254-4357,CLASS CNA (NONAMBULATORY),B,34,3850,5850,,1-Nov-15,NORTHEASTERN REGION,,,X,X,,X,X,X,,,,X,X
17897,PLEASANT PARK PLACE,1450 N PLEASANT ST,RIPON,WI,54971,(920) 896-0036,FOND DU LAC,WEAVER,ROTH,PLEASANT PARK PLACE LLC,ZOCHERT,TARA,WEAVER,ROTH,101 N WACKER DR STE 616,CHICAGO,IL,60606,(920) 896-0036,CLASS CNA (NONAMBULATORY),B,48,4000,6000,13-Nov-19,,NORTHEASTERN REGION,,X,X,,,X,X,,X,X,X,X,X
14486,PRAIRIE PLACE CBRF,745 E OSHKOSH ST,RIPON,WI,54971-,(920) 748-8903,FOND DU LAC,WILSON,DAWN,PRAIRIE ASSISTED LIVING INC,GROTHE,JEREMIAH,GROTHE,JEREMIAH,749 E OSHKOSH ST,RIPON,WI,54971-,(920) 748-8900,CLASS CNA (NONAMBULATORY),B,20,3000,5000,23-Jan-13,1-Feb-14,NORTHEASTERN REGION,,,,,,,X,,,,,X,X
18075,WOLVERTON GLEN ASSISTED LIVING,50 SUNSET AVENUE,RIPON,WI,54971,(920) 745-1199,FOND DU LAC,HALL,HALEY,WHISPERING PINES NURSING AND REHAB LLC,STESEL,MAX,HALL,HALEY,50 WOLVERTON AVENUE,RIPON,WI,54971,(773) 825-3336,CLASS CNA (NONAMBULATORY),B,20,2725,3290,12-May-20,,NORTHEASTERN REGION,,,,,,,X,,,,,X,X
9774,TOWER VIEW VILLA CORP,401 N GRANT ST,ROSENDALE,WI,54974,(920) 872-2550,FOND DU LAC,SULLIVAN,BARBARA,TOWER VIEW VILLA CORP,SULLIVAN,BARBARA,SULLIVAN,BARBARA,N8149 CTH M,RIPON,WI,54971,(920) 872-2378,CLASS CNA (NONAMBULATORY),B,16,3330,4350,12-Sep-02,1-Apr-03,NORTHEASTERN REGION,,,X,X,,X,X,,,,,X,X
13617,MARVINS MANOR IV,10 PLUIM DR,WAUPUN,WI,53963,(920) 324-9755,FOND DU LAC,HENDRICKS,BARBARA,MARVINS MANOR LLC,HENDRICKS,BARBARA,HENDRICKS,BARBARA,756 EDGEWOOD DR,WAUPUN,WI,53963,(920) 763-3547,CLASS CNA (NONAMBULATORY),B,25,3250,3750,,31-Jan-11,NORTHEASTERN REGION,,,X,,,,X,,,,,X,X
14330,MAPLEWOOD VILLA LLC CBRF,9343 STATE HWY 101,ARMSTRONG CREEK,WI,54103-,(715) 336-2044,FOREST,KOLL,JOEL,MAPLEWOOD VILLA LLC,,,KOLL,JOEL,9343 STATE HWY 101,ARMSTRONG CREEK,WI,54103-,(715) 336-2044,CLASS CNA (NONAMBULATORY),B,16,2500,4600,9-Jan-13,1-Jan-14,NORTHWESTERN REGION,,X,X,X,,X,X,X,X,,,X,X
13715,VISTA HOUSE,111 VISTA PLACE,BOSCOBEL,WI,53805-,(608) 341-8301,GRANT,BOBER,Bernard,UPLAND POINT CORPORATION,BOBER,Bernard,BOBER,Bernard,PO Box 110,MINERAL POINT,WI,53805-,(608) 341-8301,CLASS CNA (NONAMBULATORY),B,8,3255,5992,,7-Jun-11,SOUTHERN REGION,,X,,X,,X,,X,X,,,,X
9040,MORNINGSIDE ASSISTED LIVING,850 CITY LIMITS ST,LANCASTER,WI,53813-,(608) 723-5232,GRANT,CREASEY,RENAE,ELDERSPAN MANAGEMENT LLC,GRIFFIN,DAVID,GRIFFIN,DAVID,2445 DARWIN ROAD STE 109,MADISON,WI,53813-,(608) 243-8800,CLASS CNA (NONAMBULATORY),B,24,5070,5370,28-Jun-00,1-Jan-01,SOUTHERN REGION,X,,X,X,,X,X,,,,,X,X
17740,HOME WITH A HEART,435 W WALNUT ST,MUSCODA,WI,53573,(608) 739-3450,GRANT,CARLEY,TONYA,KNH LLC,BOYER,HEATHER,MCCONKEY,KENDA,777 S JAMES ST,RICHLAND CENTER,WI,53581,(608) 604-9942,CLASS CNA (NONAMBULATORY),B,12,3750,12000,16-Jul-19,1-Aug-20,SOUTHERN REGION,,,,X,,X,X,X,X,,,X,X
8993,LYGHTHOUSE LLC,1976 OLD LANCASTER RD,PLATTEVILLE,WI,53818-,(608) 348-4696,GRANT,LYGHT,ROXANNE,LYGHTHOUSE LLC,LYGHT,ROXANNE,LYGHT,ROXANNE,1973 OLD LANCASTER RD,PLATTEVILLE,WI,53818-,(608) 348-4944,CLASS CNA (NONAMBULATORY),B,17,4500,6300,1-May-00,1-Nov-00,SOUTHERN REGION,X,X,,X,,,,X,,,,X,X
13380,OUR HOUSE PLATTEVILLE ASSISTED CARE,1735 N WATER ST,PLATTEVILLE,WI,53818-,(608) 348-6622,GRANT,Runde,Staci,KSMS OUR HOUSE LLC,KINGEN,DAVID,NARDIN,LORI,4350 156th ST,CHIPPEWA FALLS,WI,53818-,(317) 280-8455,CLASS CNA (NONAMBULATORY),B,20,3560,4350,30-Sep-10,1-Oct-11,SOUTHERN REGION,,,,X,,,X,,,,,X,X
12395,PARK PLACE ASSISTED LIVING,1015 N ELM ST,PLATTEVILLE,WI,53818-,(608) 348-5310,GRANT,PIERCE,ANGIE,ELDERSPAN MANAGEMENT LLC,GRIFFIN,GREGORY,GRIFFIN,DAVID,2445 DARWIN ROAD STE 109,MADISON,WI,53818-,(608) 243-8800,CLASS CNA (NONAMBULATORY),B,28,5250,5400,,21-Aug-08,SOUTHERN REGION,X,,X,X,,X,,,,,,X,X
12396,PARK PLACE MEMORY CARE,1155 N ELM ST,PLATTEVILLE,WI,53818,(608) 348-5311,GRANT,PIERCE,ANGIE,ELDERSPAN MANAGEMENT LLC,GRIFFIN,DAVID,GRIFFIN,DAVID,2445 DARWIN ROAD STE 109,MADISON,WI,53704,(608) 243-8800,CLASS CNA (NONAMBULATORY),B,17,6240,6390,1-Nov-08,1-Nov-08,SOUTHERN REGION,X,,X,X,,X,X,,,,,X,X
12464,SIENNA CREST PLATTEVILLE,1480 BEARS CT,PLATTEVILLE,WI,53818-,(608) 348-6450,GRANT,WHITE,SUE,SIENNA CREST ASSISTED LIVING INC,WHITE,SUE,WHITE,SUE,"845 MARKET STREET, SUITE 1",OREGON,WI,53575,(608) 835-0040,CLASS CNA (NONAMBULATORY),B,20,3900,5400,,1-Sep-08,SOUTHERN REGION,,,,X,,,X,,,,,X,X
16902,ALBANY OAKS ASSISTED LIVING,750 Carolan Dr,ALBANY,WI,53502,(262) 914-0246,GREEN,Pickett,Jennifer,IVY LANE LLC,Dopuch,ANDY,Dopuch,Andrew,25615 91st Street,Salem,WI,53168,(262) 914-0246,CLASS CNA (NONAMBULATORY),B,15,3550,5000,,2-Jan-18,SOUTHERN REGION,,,X,,,X,X,,,,,X,X
11573,HEARTSONG ASSISTED LIVING,415 EAST AVE,BELLEVILLE,WI,53508-,(608) 424-6787,GREEN,JENNESS,JUDY,HEARTSONG ASSISTED LIVING,JENNESS,DERALD,JENNESS,DERALD,2160 E KENWOOD STREET,MESA,AZ,53508-,(608) 290-7346,CLASS CNA (NONAMBULATORY),B,16,2450,4500,15-Aug-06,1-Feb-07,SOUTHERN REGION,,,,X,,X,X,,X,,,X,X
110338,CARING HANDS 2 INC,605 E 4TH AVE,BRODHEAD,WI,53520-,(608) 897-2451,GREEN,VANDLEN,STEVE,CARING HANDS 2 INC,LEUENBERGER,VICKI,VANDLEN,STEVE,605 E 4TH AVE,BRODHEAD,WI,53520-,(608) 558-6580,CLASS CNA (NONAMBULATORY),B,10,2800,3400,30-Apr-92,30-Apr-93,SOUTHERN REGION,,,,X,,,X,X,,,,X,X
16901,COLLINWOOD MEMORY CARE,703 GREEN STREET,BRODHEAD,WI,53520,(608) 897-9444,GREEN,ROWLEY,TONI,DISCH ENTERPRISES LTD,HARMEL,LOUANN,HARMEL,LOUANN,N 5219 COUNTY ROAD E,ALBANY,WI,53502,(608) 862-3383,CLASS CNA (NONAMBULATORY),B,11,4500,6500,,23-Jan-18,SOUTHERN REGION,,,X,,,X,X,X,,,,X,
15373,MORNING SUN CARE HOME,N4166 COUNTY ROAD E,BRODHEAD,WI,53520,(608) 897-8211,GREEN,KENNEDY,JAY,MORNING SUN CARE HOME INC,KENNEDY,JAY,KENNEDY,JAY,N4166 COUNTY ROAD E,BRODHEAD,WI,53520,(608) 897-6191,CLASS AA (AMBULATORY),B,8,1700,2387,12-Mar-15,,SOUTHERN REGION,,,,,,,,X,,,X,,
13409,AZURA MEMORY CARE MONROE,2800 6TH AVE,MONROE,WI,53566-,(608) 329-6340,GREEN,Peralta,Valerie,AZURA MONROE LLC,MCCLELLAN,JOSH,KREIDER,JILL,1233 MAYFAIR RD STE 301,MILWAUKEE,WI,53566-,(608) 329-6340,CLASS CNA (NONAMBULATORY),B,19,4750,6500,15-Aug-10,1-Aug-11,SOUTHERN REGION,,,,,,,X,,,,,X,X
13408,AZURA MEMORY CARE MONROE 2,2810 6TH AVE,MONROE,WI,53566-,(608) 329-6340,GREEN,Peralta,Valerie,AZURA MONROE 2 LLC,MCCLELLAN,JOSH,KREIDER,JILL,1233 N MAYFAIR RD STE 301,MILWAUKEE,WI,53566-,(608) 329-6340,CLASS CNA (NONAMBULATORY),B,8,4750,6400,15-Aug-10,1-Aug-11,SOUTHERN REGION,,,,,,,X,,,,,X,X
12717,COMMUNITY LIVING HOME OPTIONS LLC,215 3RD ST,MONROE,WI,53566-,(608) 329-4991,GREEN,ANDERSON,ELIZABETH,COMMUNITY LIVING HOME OPTIONS LLC,ANDERSON,ELIZABETH,ANDERSON,ELIZABETH,215 3RD ST,MONROE,WI,53566-,(608) 214-5683,CLASS CNA (NONAMBULATORY),B,12,3750,5800,6-Apr-09,1-Apr-10,SOUTHERN REGION,,X,X,X,,X,X,,X,,,X,X
110515,GRACELAND MANOR II,320 W 17TH ST,MONROE,WI,53566-,(608) 329-7090,GREEN,NEUENSCHWANDER,JODY R,GRACELAND MANOR OF MONROE LLC,SEVERSON,DAVID/DONNA,NEUENSCHWANDER,JODY R,320 W 17TH ST,MONROE,WI,53566-,(608) 558-0864,CLASS CNA (NONAMBULATORY),B,14,3600,5000,30-Jun-96,31-Dec-96,SOUTHERN REGION,,,X,,,X,X,,,,,X,X
17243,RACHELS CHOICE,316 3RD AVE,MONROE,WI,53566,(608) 329-4911,GREEN,ANDERSON,ELIZABETH,COMMUNITY LIVING HOME OPTIONS LLC,ANDERSON,ELIZABETH,ANDERSON ADAM,ELIZABETH,215 3RD ST,MONROE,WI,53566,(608) 329-4991,CLASS CNA (NONAMBULATORY),B,8,3750,5800,17-Oct-18,12-Mar-20,SOUTHERN REGION,,,X,,,X,X,,X,,,X,
14731,BERLIN PINES INC,642 BROADWAY ST,BERLIN,WI,54923,(920) 290-3090,GREEN LAKE,WEISENSEL,CINDY,BERLIN PINES INC,,,ROSIN,JIM,PO BOX 900,WAUTOMA,WI,54982,(920) 229-3664,CLASS AA (AMBULATORY),B,5,4200,6100,,4-May-15,NORTHEASTERN REGION,,,,,,,,X,X,,,,
410143,BROWN WILCOX RETIREMENT HOME,347 E HURON ST,BERLIN,WI,54923-,(920) 361-2552,GREEN LAKE,TER BEEST,NICOLE,BROWN WILCOX TRUSTEES CO INC,MAUEL,PETER,MAUEL,PETER,PO BOX 150,BERLIN,WI,54923-,(920) 361-2605,CLASS CNA (NONAMBULATORY),B,20,2865,3650,1-Feb-80,1-Feb-80,NORTHEASTERN REGION,,,,X,,,X,,,,,X,X
16057,MOUND STREET,284 MOUND ST,BERLIN,WI,54923,(920) 361-1395,GREEN LAKE,BOELKE,CODY,CLARITY CARE INC,SALEMI,BARB,SALEMI,BARB,424 WASHINGTON AVE,OSHKOSH,WI,54901,(920) 236-6560,CLASS CNA (NONAMBULATORY),B,5,5056,5322,,15-Feb-17,NORTHEASTERN REGION,,X,,X,,X,X,X,X,,,X,X
16752,PATRIOT PLACE CBRF,609 BROADWAY STREET,BERLIN,WI,54923,(920) 361-3007,GREEN LAKE,O'BRIEN,ALLISON,NBA HOLDINGS LLC,GOHLKE,RICHARD,O'BRIEN,ALLISON,609 BROADWAY STREET,BERLIN,WI,54923,(920) 293-1015,CLASS CNA (NONAMBULATORY),B,20,2900,4250,12-Mar-18,1-Mar-19,NORTHEASTERN REGION,,,,X,,,X,,,,,X,
11582,KINDREDHEARTS GREEN LAKE,860 SUNNYSIDE RD,GREEN LAKE,WI,54941-,(920) 294-1000,GREEN LAKE,GRUNEWALD,AMBER,PARTNERS IN COMMUNITY ELDERCARE LLC,HENNIG,DOUGLAS,HENNIG,DOUGLAS,850 SUNNYSIDE RD,GREEN LAKE,WI,54941,(608) 256-0488,CLASS CNA (NONAMBULATORY),B,14,3456,5169,,1-Sep-06,NORTHEASTERN REGION,,,,X,,,X,,,,,X,X
16788,BARRETT HOUSE OF MARKESAN,185 E JOHN STREET,MARKESAN,WI,53946,(920) 398-2989,GREEN LAKE,VREDEVELD,BRIDGET,,VREDEVELD,BRIDGET,VREDEVELD,BRIDGET,185 W JOHN STREET,MARKESAN,WI,53946,(920) 296-8193,CLASS CNA (NONAMBULATORY),B,15,3600,4500,1-Sep-17,1-Sep-18,NORTHEASTERN REGION,,,X,X,,X,X,X,X,,,X,
410197,MARTHAS INC,404 W WATER ST,PRINCETON,WI,54968-,(920) 295-4222,GREEN LAKE,BENTLEY,MARIETTA,MARTHAS INC,BENTLEY,MARIETTA,BENTLEY,MARIETTA,404 W WATER ST,PRINCETON,WI,54968-,(920) 295-6762,CLASS CNA (NONAMBULATORY),B,15,1685,3500,13-Oct-89,1-Mar-90,NORTHEASTERN REGION,,,,X,,X,X,,,,,X,X
13163,CORNERSTONE FOUNDATION KENZIE STREET CBRF,201 N KENZIE ST,BARNEVELD,WI,53507-,(608) 924-2611,IOWA,ONEILL,JEAN,LUCKY STAR 3 CORP,STARR,RICK,STARR,RICK,PO BOX 150,DODGEVILLE,WI,53533,(608) 935-1649,CLASS CNA (NONAMBULATORY),B,8,3200,3800,,21-Apr-10,SOUTHERN REGION,,X,,X,,X,,X,X,,,,X
111062,CRESTRIDGE ASSISTED LIVING OF DODGEVILLE LLC,219 EAST GRACE ST,DODGEVILLE,WI,53533,(608) 935-0211,IOWA,WELSH,BRENDA M,ELDERSPAN MANAGEMENT LLC,GRIFFIN,GREGORY L,GRIFFIN,DAVID,2445 DARWIN ROAD STE 109,MADISON,WI,53704,(608) 243-8800,CLASS CNA (NONAMBULATORY),B,40,5070,6300,20-Jul-98,31-Jan-99,SOUTHERN REGION,X,,X,X,,X,X,,,,,X,X
9500,SIENNA CREST DODGEVILLE,404 EAST MADISON ST,DODGEVILLE,WI,53533-,(608) 935-9430,IOWA,WHITE,SUSAN,SIENNA CREST ASSISTED LIVING INC,WHITE,SUSAN,WHITE,SUSAN,"845 MARKET STREET, SUITE 1",OREGON,WI,53575,(608) 835-0040,CLASS CNA (NONAMBULATORY),B,15,3780,5280,29-Oct-01,1-May-02,SOUTHERN REGION,,,,X,,,X,,,,,X,X
12968,SUNNYSIDE EAST,207 W PARRY ST,DODGEVILLE,WI,53533-,(608) 341-8301,IOWA,BOBER,Bernie,UPLAND POINT CORPORATION,BOBER,Bernie,BOBER,Bernie,PO Box 110,MINERAL POINT,WI,53533-,(608) 341-8301,CLASS CNA (NONAMBULATORY),B,8,3650,6083,,1-Nov-09,SOUTHERN REGION,,X,,X,,X,,X,,,,,X
12225,SUNNYSIDE WEST,209 W PARRY ST,DODGEVILLE,WI,53533-,(608) 341-8301,IOWA,BOBER,Bernard,UPLAND POINT CORPORATION,BOBER,Bernard,BOBER,Bernard,PO Box 110,MINERAL POINT,WI,53533-,(608) 341-8301,CLASS CNA (NONAMBULATORY),B,8,4217,6938,,4-Feb-08,SOUTHERN REGION,,X,,,,X,,,X,,,,X
8694,SIENNA CREST MINERAL POINT,210 COPPER ST,MINERAL POINT,WI,53565-,(608) 987-4565,IOWA,WHITE,SUE,SIENNA CREST ASSISTED LIVING INC,WHITE,SUSAN,WHITE,SUE,"845 MARKET STREET, SUITE 1",OREGON,WI,53575,(608) 835-0040,CLASS CNA (NONAMBULATORY),B,20,4700,6700,1-Aug-99,31-Jan-00,SOUTHERN REGION,,,,X,,,X,,,,,X,X
110435,SPRING HOUSE,404 PINE ST,MINERAL POINT,WI,53565-,(608) 341-8301,IOWA,BOBER,Sam,UPLAND POINT CORPORATION,BOBER,Benard,BOBER,Bernard,PO Box 110,MINERAL POINT,WI,53565-,(608) 341-8301,CLASS CNA (NONAMBULATORY),B,8,3194,6240,14-Sep-94,15-Sep-95,SOUTHERN REGION,,X,,X,,X,,X,X,,,,X
610279,MAPLE LEAF GROUP HOME,5630 W US HWY 2,HURLEY,WI,54534-,(715) 561-4515,IRON,REINERIO,DONNA,HIGHLINE CORPORATION,,,REINERIO,DONNA,PO BOX 218,HURLEY,WI,54534-,(715) 561-4515,CLASS AA (AMBULATORY),B,5,2795,2795,28-Feb-80,31-Aug-80,NORTHWESTERN REGION,,,,X,,,,X,X,,,,X
10113,COUNTRY TERRACE BLACK RIVER FALLS,525 E SECOND ST,BLACK RIVER FALLS,WI,54615-,(715) 284-2060,JACKSON,PICK,TINA,COUNTRY TERRACE OF WISCONSIN INC,LINDEMANN,JASON,LINDEMANN,JASON,PO BOX 3006,OSHKOSH,WI,54615-3006,(920) 232-1672,CLASS CNA (NONAMBULATORY),B,17,2600,4100,21-Jan-03,1-Feb-04,NORTHWESTERN REGION,,,X,,,X,X,,,,,X,X
16076,COUNTRY TERRACE BLACK RIVER FALLS II,642 E 3RD ST,BLACK RIVER FALLS,WI,54615,(715) 284-2060,JACKSON,PICK,TINA,COUNTRY TERRACE,LINDEMANN,JASON,LINDEMANN,JASON,PO BOX 3006,OSHKOSH,WI,54903,(920) 232-1672,CLASS CNA (NONAMBULATORY),B,25,3900,4800,,17-Mar-16,NORTHWESTERN REGION,,,X,,,X,X,,,,,X,X
17941,MEADOWBROOK AT BLACK RIVER FALLS,109 NORTH 14TH STREET,BLACK RIVER FALLS,WI,54615,(715) 284-4396,JACKSON,JACOBSON,GAIL,BRF NURSING AND REHAB LLC,PUKSHANSKY,ROSTISLAV,STARKEY,JOHN,109 NORTH 14TH STREET,BLACK RIVER FALLS,WI,54615,(847) 942-7575,CLASS CNA (NONAMBULATORY),B,32,3500,4500,,1-Dec-19,NORTHWESTERN REGION,,,,,,,X,,,,,X,X
510066,WAZEE HOUSE,N5488 HWY 54 W,BLACK RIVER FALLS,WI,54615-,(715) 284-4987,JACKSON,OLSON,LYNDA,LUTHERAN SOC SERV OF WI & UPPER MI INC,,,UPP,PAULA,3003 N RICHMOND,APPLETON,WI,54615-,(715) 834-2046,CLASS AA (AMBULATORY),M,12,2879,2879,1-Feb-80,1-Feb-81,NORTHWESTERN REGION,,,,,,,,,,X,X,,
510349,RJS CARE HOME LLC,N7525 COUNTY RD A,HIXTON,WI,54635-,(715) 284-0094,JACKSON,LABAR,JILL,RJS CARE HOME LLC,LABAR,ROY & JILL,LABAR,ROY & JILL,N7525 COUNTY RD A,HIXTON,WI,54635-,(715) 896-0510,CLASS AA (AMBULATORY),B,9,1550,3032,4-Nov-96,1-Apr-97,NORTHWESTERN REGION,,,,X,,,,X,,,X,X,X
16509,Autumn Winds llc,N3767 Airport RD,CAMBRIDGE,WI,53523,(608) 423-9300,JEFFERSON,COOPER,LYNN,AUTUMN WINDS LLC,WEINK,ROBERT,COOPER,LYNN,N3767 Airport Rd.,Cambridge,WI,53523,(608) 423-9300,CLASS CNA (NONAMBULATORY),B,10,3800,4400,21-Feb-17,1-Mar-18,SOUTHERN REGION,,X,X,X,,X,X,,X,,,X,
310455,LONDON LODGE I,W9095 LONDON RD,CAMBRIDGE,WI,53523-,(920) 648-3171,JEFFERSON,PENNEWELL,MARGARET,LONDON LODGE INC,PENNEWELL,MARGARET,PENNEWELL,MARGARET,W9095 LONDON RD,CAMBRIDGE,WI,53523-,(608) 235-1558,CLASS CNA (NONAMBULATORY),B,8,2619,4600,9-Jan-96,10-Jul-96,SOUTHERN REGION,,,,X,,X,X,,,,,X,X
310717,LONDON LODGE II,W9097 LONDON RD,CAMBRIDGE,WI,53523-,(920) 648-2309,JEFFERSON,PENNEWELL,MARGARET,LONDON LODGE INC,PENNEWELL,MARGARET,PENNEWELL,MARGARET,W9095 LONDON RD,CAMBRIDGE,WI,53523-,(920) 648-3171,CLASS CNA (NONAMBULATORY),B,8,3706,5008,16-Oct-98,1-May-99,SOUTHERN REGION,,,,X,,X,X,,,,,X,X
310314,BIRCH TERRACE CBRF,1109 CASWELL ST,FORT ATKINSON,WI,53538-,(920) 563-8554,JEFFERSON,Klitzkie,Christine,ABILITIES INC,KLITZKIE,CHRISTINE,KLITZKIE,CHRISTINE,PO BOX 84,FORT ATKINSON,WI,53538,(920) 563-8554,CLASS CNA (NONAMBULATORY),B,8,4021,6077,15-Dec-94,15-Dec-95,SOUTHERN REGION,,,,X,,X,X,X,X,,,X,X
14288,BLACK HAWK SENIOR RESIDENCE,1 MILWAUKEE AVE WEST,FORT ATKINSON,WI,53538-,(920) 563-1480,JEFFERSON,LOGAN,PAUL ANDREW,BLACK HAWK RESIDENTIAL OPERATIONS LLC,,,LOGAN,P ANDREW,1 MILWAUKEE AVE WEST,FORT ATKINSON,WI,53538-,(920) 563-1480,CLASS CNA (NONAMBULATORY),B,38,2600,4800,3-Oct-12,1-Oct-13,SOUTHERN REGION,,,,,,,X,,,,,X,X
310332,CEDAR HILL,N1366 HWY 12,FORT ATKINSON,WI,53538-,(920) 563-4869,JEFFERSON,KLITZKIE,CHRISTINE,ABILITIES INC,KLITZKIE,CHRISTINE,KLITZKIE,CHRISTINE,PO BOX 84,FORT ATKINSON,WI,53538,(920) 563-8554,CLASS CNA (NONAMBULATORY),B,6,4513,5416,15-Feb-94,1-Mar-95,SOUTHERN REGION,,X,,X,,X,,X,X,,,,X
14290,CRABAPPLE COURT CBRF,1315 S MAIN ST,FORT ATKINSON,WI,53538-,(920) 563-8554,JEFFERSON,KLITZKIE,Christine,ABILITIES INC,KLITZKIE,CHRISTINE,KLITZKIE,CHRISTINE,PO BOX 84,FORT ATKINSON,WI,53538,(920) 563-8554,CLASS AA (AMBULATORY),B,8,3186,4307,1-Jun-13,1-Jun-13,SOUTHERN REGION,,,,X,,,,X,X,,,,X
