Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal,Capacity
13814,GORNIAK AFH,1008 W BLACKHAWK DR,FORT ATKINSON,WI,53538-,(920) 397-7650,JEFFERSON,,NONAMBULATORY,4
11740,GRAY WOLF,212 W BLACKHAWK DR,FORT ATKINSON,WI,53538,(920) 397-7240,JEFFERSON,ABILITIES INC,AFH,3
12621,HAWKS RIDGE AFH,1123 N MAIN ST,FORT ATKINSON,WI,53538-,(920) 568-1502,JEFFERSON,ABILITIES INC,AFH,4
18150,HEATHERLYN ASSISTED LIVING,811 ROBERT STREET,FORT ATKINSON,WI,53538,(920) 397-1610,JEFFERSON,HEATHERLYN ASSISTED LIVING LLC,AFH,4
13670,HIL NIKKI HOME,506 NIKKI LANE,FORT ATKINSON,WI,53538-,(920) 568-8987,JEFFERSON,HOMES FOR INDEPENDENT LIVING OF WI LLC,AFH,3
9779,HIL STONE RIDGE,504 NIKKI LN,FORT ATKINSON,WI,53538-,(920) 568-0925,JEFFERSON,HOMES FOR INDEPENDENT LIVING OF WI LLC,AFH,4
390198,JAMESWAY HOUSE,1264 JAMESWAY,FORT ATKINSON,WI,53538-,(920) 563-1439,JEFFERSON,DAVID & SANDRA MAGSAMEN,AFH,4
11726,JASPER HOUSE,N1947 STATE US HWY 12,FORT ATKINSON,WI,53538-,(920) 568-1562,JEFFERSON,PRODUCTIVE LIVING SYSTEMS INC,AFH,4
10749,LIGHTED PATHWAYS II,710 BADGER COURT,FORT ATKINSON,WI,53538,(920) 563-5475,JEFFERSON,LIGHTED PATHWAYS LLC,AFH,4
13699,LOCUST CORNERS ADULT FAMILY HOME,28 SHERMAN AVE EAST,FORT ATKINSON,WI,53538-,(920) 563-8554,JEFFERSON,ABILITIES INC,AFH,4
16777,MARCEY CARE AFH,N1546 SHARI LANE,FORT ATKINSON,WI,53538,(920) 728-0673,JEFFERSON,MARCEY CARE AFH LLC,NONAMBULATORY,4
10663,NEW BEGINNINGS,402 RAINTREE DR,FORT ATKINSON,WI,53538-,(920) 568-8005,JEFFERSON,,AFH,4
390225,ORCHARD VIEW ADULT FAMILY HOME,W6429 HWY 12,FORT ATKINSON,WI,53538-,(920) 568-9568,JEFFERSON,,NONAMBULATORY,4
17824,PARKVIEW AFH,303 MEMORIAL DR,FORT ATKINSON,WI,53538,(920) 397-7155,JEFFERSON,,AMBULATORY,4
11043,PINE CIRCLE AFH,503 NIKKI LANE,FORT ATKINSON,WI,53538-,(920) 563-8554,JEFFERSON,ABILITIES INC,NONAMBULATORY,4
18471,REM DOMMO,1501 DOMMO DRIVE,FORT ATKINSON,WI,53538,(920) 568-4526,JEFFERSON,REM WISCONSIN II INC,NONAMBULATORY,4
16924,RESCARE JEFFERSON,1200 JEFFERSON STREET,FORT ATKINSON,WI,53538,(902) 563-2463,JEFFERSON,RESCARE RESIDENTIAL SERVICES WISCONSIN LLC,NONAMBULATORY,4
11703,SECURED LIVING LLC,404 N MAIN ST,FORT ATKINSON,WI,53538-,(920) 568-2824,JEFFERSON,SECURED LIVING LLC,AFH,3
11739,SILVER FOX,214 W BLACKHAWK DR,FORT ATKINSON,WI,53538-,(920) 397-7250,JEFFERSON,ABILITIES INC,AFH,3
14999,SILVER STAR ADULT FAMILY HOME,W5991 LEE DRIVE,FORT ATKINSON,WI,53538-,(920) 397-7283,JEFFERSON,,AFH,4
9198,ST COLETTA OF WI FREDERICK AVENUE,414 FREDERICK AVE,FORT ATKINSON,WI,53538-,(920) 563-6875,JEFFERSON,ST COLETTA OF WISCONSIN INC,AFH,4
13415,WALNUT ADULT FAMILY HOME,1442 ENDL BLVD,FORT ATKINSON,WI,53538-,(920) 397-7878,JEFFERSON,ABILITIES INC.,AFH,3
11075,WELTER ADULT FAMILY HOME,1333 ADRIAN BLVD,FORT ATKINSON,WI,53538-,(920) 563-6370,JEFFERSON,CROSSING BRIDGES LLC,AFH,4
13698,WILLOW WAY ADULT FAMILY HOME,312 ROGERS ST,FORT ATKINSON,WI,53538-,(920) 397-7670,JEFFERSON,ABILITIES INC,AFH,4
17340,BUCKAROOS ADULT FAMILY HOME LLC 2,N6424 S FARMINGTON RD,HELENVILLE,WI,53137,(920) 699-0060,JEFFERSON,BUCKAROOS ADULT FAMILY HOME,AMBULATORY,4
17444,MY PLACE OF IXONIA I,N8616A NORTH RD,IXONIA,WI,53036,,JEFFERSON,NORMIC ENTERPRISES INC,AMBULATORY,4
17445,MY PLACE OF IXONIA II,N8616B NORTH RD,IXONIA,WI,53036,,JEFFERSON,NORMIC ENTERPRISES INC,AMBULATORY,4
17817,MY PLACE OF IXONIA III,N8622A NORTH RD,IXONIA,WI,53036,(414) 962-7773,JEFFERSON,NORMIC ENTERPRISES INC,AMBULATORY,4
17818,MY PLACE OF IXONIA IV,N8622B NORTH RD,IXONIA,WI,53036,(414) 962-7773,JEFFERSON,NORMIC ENTERPRISES INC,AMBULATORY,4
18334,BUCKAROOS,888 LUCAS LANE,JEFFERSON,WI,53549,,JEFFERSON,BUCKAROOS AFH LLC,AMBULATORY,4
14338,ELLENS PLACE,459 E DODGE ST,JEFFERSON,WI,53549-,(920) 541-3369,JEFFERSON,ELLENS PLACE LLC,AFH,4
16534,ST COLETTA OF WI SETON AFH,810 EAST RACINE STREET,JEFFERSON,WI,53549,(920) 675-1604,JEFFERSON,ST COLETTA OF WISCONSIN INC,AMBULATORY,3
14490,ST COLETTA OF WI ST ELIZABETH,117 ORCHARD VIEW COURT,JEFFERSON,WI,53549-,(920) 674-2624,JEFFERSON,ST COLETTA OF WI INC,AFH,4
11426,ST COLETTA OF WI ST ROSE,119 ORCHARD VIEW COURT,JEFFERSON,WI,53549-,(920) 674-8230,JEFFERSON,ST COLETTA OF WISCONSIN,AFH,4
17171,ST COLETTA OF WISCONSIN BONAVENTURE HEIGHTS,836 EAST RACINE STREET,JEFFERSON,WI,53549,(920) 674-6391,JEFFERSON,ST COLETTA OF WISCONSIN INC,NONAMBULATORY,4
10083,VICTORIAN SPLENDOR,312 E LAKE ST,LAKE MILLS,WI,53551-,(920) 648-4230,JEFFERSON,,AFH,4
15180,Bs COMFORTS OF HOME,N4313 COUNTY HWY P,SULLIVAN,WI,53178,(920) 285-4577,JEFFERSON,,AFH,4
15078,BUCKAROOS ADULT FAMILY HOME,933 SOUTH ST,WATERTOWN,WI,53094,(608) 469-8557,JEFFERSON,BUCKAROOS ADULT FAMILY HOME,AFH,4
18561,CONCORD 1,481 SOUTH CONCORD AVENUE,WATERTOWN,WI,53094,(920) 390-4435,JEFFERSON,BROADSTEP  WISCONSIN INC,NONAMBULATORY,4
18560,CONCORD AVE 2,483 SOUTH CONCORD AVENUE,WATERTOWN,WI,53094,(920) 390-4484,JEFFERSON,BROADSTEP  WISCONSIN INC,NONAMBULATORY,4
18565,CONCORD HEIGHTS 1,304 EAST HAVEN DRIVE,WATERTOWN,WI,53094,(920) 390-4488,JEFFERSON,BROADSTEP  WISCONSIN INC,NONAMBULATORY,4
18566,CONCORD HEIGHTS 2,306 EAST HAVEN DRIVE,WATERTOWN,WI,53094,(920) 390-4748,JEFFERSON,BROADSTEP  WISCONSIN INC,NONAMBULATORY,4
13888,MANOR FAMILY HOME (THE),512 S 5TH ST,WATERTOWN,WI,53094-,(920) 342-5627,JEFFERSON,THE MANOR FAMILY HOME LLC,AFH,4
16940,RESCARE 1633 CARLSON,1633 CARLSON PLACE,WATERTOWN,WI,53094,(920) 262-9664,JEFFERSON,RESCARE RESIDENTIAL SERVICES WISCONSIN LLC,NONAMBULATORY,4
16925,RESCARE CASEY,917 CASEY DRIVE,WATERTOWN,WI,53094,(920) 390-2871,JEFFERSON,RESCARE RESIDENTIAL SERVICES WISCONSIN LLC,NONAMBULATORY,4
14484,HOWARD HILL,N416 HOWARD RD,WHITEWATER,WI,53190-,(262) 473-8144,JEFFERSON,PRODUCTIVE LIVING SYSTEMS INC,AFH,4
390110,TOPAZ HOUSE,N197 COUNTY HWY N,WHITEWATER,WI,53190-0650,(262) 473-2283,JEFFERSON,PRODUCTIVE LIVING SYSTEMS INC,AFH,4
14983,WILLOW WINDS III,N346 TWINKLING STAR ROAD,WHITEWATER,WI,53190-,(608) 575-1103,JEFFERSON,WILLOW WINDS LIVING LLC,AFH,4
16312,WILLOW WINDS IV,N348 TWINKLING STAR RD,WHITEWATER,WI,53190,(920) 728-5835,JEFFERSON,WILLOW WINDS LIVING LLC,AMBULATORY,4
13560,WILLOW WINDS LIVING,N372 TWINKLING STAR RD,WHITEWATER,WI,53190-,(608) 575-1103,JEFFERSON,WILLOW WINDS LIVING LLC,AFH,4
14031,WILLOW WINDS LIVING II,N374 TWINKLING STAR RD,WHITEWATER,WI,53190-,(608) 575-1103,JEFFERSON,WILLOW WINDS LIVING LLC,AFH,4
16455,OAK RIDGE AFH,W9340 DELANY RD,ELROY,WI,53929,(608) 847-7575,JUNEAU,PINE VALLEY RESIDENTIAL SERVICES LLC,AMBULATORY,4
17612,FOREST VIEW AFH,W1889 KOVAL RD,LYNDON STATION,WI,53944,(608) 350-1891,JUNEAU,PINE VALLEY RESIDENTIAL SERVICES LLC,AMBULATORY,4
12248,RANCH HOUSE AFH,N2743 24TH AVE,LYNDON STATION,WI,53944-,(608) 666-2631,JUNEAU,PINE VALLEY RESIDENTIAL SERVICES LLC,AFH,4
12252,HILLTOP HOUSE AFH,W3422 55TH STREET,MAUSTON,WI,53948-,(608) 847-4799,JUNEAU,PINE VALLEY RESIDENTIAL SERVICES LLC,AFH,4
14833,RIVERSIDE ADULT FAMILY HOME,W3629 LEMONWEIR CT,MAUSTON,WI,53948-,(608) 350-0422,JUNEAU,PINE VALLEY RESIDENTIAL SERVICES LLC,AFH,4
12199,VALLEY HOUSE AFH,W 3504 55TH ST,MAUSTON,WI,53948-,(608) 847-7575,JUNEAU,PINE VALLEY RESIDENTIAL SERVICES LLC,AFH,4
14304,COMMUNITY DESTINATIONS ADULT FAMILY CARE,N11028 17TH AVE,NECEDAH,WI,54646-,(608) 565-7766,JUNEAU,COMMUNITY DESTINATIONS LLC,AFH,4
14118,KOLUCH ADULT FAMILY HOME,N11893 - 12TH AVE,NECEDAH,WI,54646-,(608) 548-2342,JUNEAU,,AFH,4
14570,PATH WAYS ADULT FAMILY HOME,803 JOHN STREET,NECEDAH,WI,54646-,(608) 565-6370,JUNEAU,DEER PATH INTEGRATED LIVING INC,AFH,4
17365,PENNY OENS ADULT FAMILY HOME,603 N MAIN ST,NECEDAH,WI,54646,(608) 565-2871,JUNEAU,PENNY OENS ADULT FAMILY HOME,AMBULATORY,4
199039,RANDYS ADULT FAMILY HOME,W5615 HAZELNUT LANE,NECEDAH,WI,54646-,(608) 565-4175,JUNEAU,RANDY D FULLER,AFH,4
15981,ROSE VALLEY HOMES,14133 21ST AVE,NECEDAH,WI,54646,(608) 565-2174,JUNEAU,ROSE VALLEY HOMES LLC,AFH,4
12626,WELCOME HOME AFH LLC,W4088 29TH ST E,NECEDAH,WI,54646-,(608) 565-2192,JUNEAU,,AFH,4
18306,LACEYS AFH,W1461 DEES ROAD,WISCONSIN DELLS,WI,53965,(608) 369-1727,JUNEAU,LACEYS AFH,NONAMBULATORY,4
18469,MUNDTH HAVEN ADULT FAMILY HOME II,N981 SMITH ROAD,WISCONSIN DELLS,WI,53965,(608) 572-0307,JUNEAU,,AFH,4
14270,BRIRE HOME,208 HAHN ST,WONEWOC,WI,53968,(608) 415-7305,JUNEAU,,AFH,4
11706,MISLEVECHECK HOME,W 10142 RICK RD,WONEWOC,WI,53968-,(608) 464-3231,JUNEAU,RON AND SUSAN MISLEVECHECK,AFH,4
16561,COMMUNITY OF LIFE ADULT FAMILY HOME INC,7645 128TH AVE,BRISTOL,WI,53104,(262) 891-0137,KENOSHA,COMMUNITY OF LIFE AFH INC,AMBULATORY,4
17295,A GOLDEN STAR AFH IV,4817 39TH AVE,KENOSHA,WI,53144,(262) 456-2821,KENOSHA,A GOLDEN STAR AFH LLC,AMBULATORY,4
11510,ALDER HOME,8212 61ST ST,KENOSHA,WI,53142-,(262) 653-9923,KENOSHA,CRABTREE RESIDENTIAL LIVING INC,AFH,4
15728,ALEPH SOUTHERN HOPE HOMES LLC,3511 59TH ST,KENOSHA,WI,53144,(262) 577-5155,KENOSHA,SOUTHERN HOPE HOMES LLC,AFH,4
390122,ALPHA HOMES OF WISCONSIN IX,5603 49TH AVE,KENOSHA,WI,53144-,(262) 657-6599,KENOSHA,ALPHA HOMES OF WISCONSIN INC,AFH,4
390125,ALPHA HOMES OF WISCONSIN X,1822  12TH PL,KENOSHA,WI,53140-,(262) 552-8167,KENOSHA,ALPHA HOMES OF WISCONSIN INC,AFH,4
390126,ALPHA HOMES OF WISCONSIN XI,2922 22ND ST,KENOSHA,WI,53144-,(262) 553-1347,KENOSHA,ALPHA HOMES OF WISCONSIN INC,AFH,4
390127,ALPHA HOMES OF WISCONSIN XII,8114 60TH AVE,KENOSHA,WI,53140-,(262) 942-1738,KENOSHA,ALPHA HOMES OF WISCONSIN INC,AFH,4
390170,ALPHA HOMES OF WISCONSIN XIII,1481  39TH AVE,KENOSHA,WI,53140-,(262) 552-0168,KENOSHA,ALPHA HOMES OF WISCONSIN INC,AFH,4
390210,ALPHA HOMES OF WISCONSIN XIV,3506 85TH PL,KENOSHA,WI,53142-,(262) 697-1598,KENOSHA,ALPHA HOMES OF WISCONSIN INC,AFH,4
17812,BROWN HOUSE,1407 79th ST,KENOSHA,WI,53143,,KENOSHA,THE BROWN HOUSE LLC,AMBULATORY,4
16195,CALVINS HOUSE OF NO MORE PAYNE RESIDENTIAL,3207 45TH STREET LOWER,KENOSHA,WI,53144,(262) 221-3422,KENOSHA,PEACE AND SERENITY RESIDENTIAL ADULT FAMILY HOME LLC,AMBULATORY,4
17318,CREATIVE LIVING HOMES LLC,1811 62ND ST,KENOSHA,WI,53143,(262) 564-9119,KENOSHA,CREATIVE LIVING HOMES LLC,AMBULATORY,4
17580,DANOSKI ADULT FAMILY HOME,5615 46TH AVE,KENOSHA,WI,53144,,KENOSHA,DANOSKI ADULT FAMILY,AMBULATORY,3
15669,DEE MONIS PLACE,3203 45TH STREET,KENOSHA,WI,53140,(262) 764-4817,KENOSHA,PEACE AND SERENITY RESIDENTIAL ADULT FAMILY HOME LLC,AFH,4
14110,EMERALD HOME,5044 32ND AVE,KENOSHA,WI,53144,(847) 997-7474,KENOSHA,EMERALD HOME LLC,AFH,4
17062,GIMMEL SOUTHERN HOPE HOMES,7727 35TH ST,KENOSHA,WI,53141,(262) 960-2642,KENOSHA,SOUTHERN HOPE HOMES LLC,AMBULATORY,4
10868,HAWTHORNE HOME,6244 95TH AVE,KENOSHA,WI,53142-,(262) 653-9923,KENOSHA,CRABTREE RESIDENTIAL LIVING INC,AFH,4
17675,HEAVENLY LOVE ADULT FAMILY HOME LLC,2722 25TH AVE,KENOSHA,WI,53140,(262) 752-3226,KENOSHA,HEAVENLY LOVE ADULT FAMILY HOME LLC,AMBULATORY,4
9032,HICKORY HOME,5915 67TH ST,KENOSHA,WI,53142-,(262) 960-2200,KENOSHA,CRABTREE RESIDENTIAL LIVING INC,AFH,4
9606,INDEPENDENT LIVING ADULT FAMILY HOME,4004 29TH AVE,KENOSHA,WI,53140-,(262) 764-8555,KENOSHA,KENOSHA HUMAN DEVELOPMENT SERVICES INC,AFH,4
16111,JOURNEY HOMES,2002 87TH PLACE,KENOSHA,WI,53143,(262) 764-5032,KENOSHA,,AFH,4
15377,JUNIPER HOME,3513 29TH STREET,KENOSHA,WI,53144,(262) 455-5449,KENOSHA,CRABTREE PROPERTY MANAGEMENT,AFH,4
15668,LILLIANS HOUSE,3205 45TH STREET UPPER,KENOSHA,WI,53140,(262) 221-3422,KENOSHA,PEACE AND SERENITY RESIDENTIAL ADULT FAMILY HOME LLC,AFH,3
16147,LOVE AND CARE HOMES,3411 75TH ST,KENOSHA,WI,53142,(262) 661-3848,KENOSHA,,AMBULATORY,4
13602,NEW SEASONS - WINTER HOME,7003 92ND AVE,KENOSHA,WI,53142-,(262) 748-2206,KENOSHA,,AFH,4
16019,NEW SEASONS AFH SUMMER MANOR,1619 24TH AVENUE,KENOSHA,WI,53140,(262) 748-2206,KENOSHA,DELOIS KENNER,AFH,4
17529,OUR CARING HANDS LLC,934 43RD ST,KENOSHA,WI,53140,(262) 721-6485,KENOSHA,OUR CARING HANDS LLC,AMBULATORY,4
15255,PEACE AND SERENITY RESIDENTIAL AFH LLC,5405 42ND AVE,KENOSHA,WI,53144,(262) 764-6042,KENOSHA,PEACE AND SERENITY RESIDENTIAL ADULT FAMILY HOME LLC,AFH,4
16108,PHOENIX HOME,6434 21ST AVENUE,KENOSHA,WI,53143,(262) 745-6800,KENOSHA,SUCCESSFUL COMMUNITY LIVING SEVICES LLC,AFH,4
14867,RAYMOND JOHN AND STEPHEN LLOYD LLC,5500 41ST STREET,KENOSHA,WI,53144-,(262) 515-3222,KENOSHA,"RAYMOND JOHN AND STEPHEN LLOYD, LLC",AFH,4
16623,ROYALE TRANSITIONAL LIVING HOMES,4047 32ND AVE,KENOSHA,WI,53142,(262) 321-4173,KENOSHA,POWELL ENTERPRISES LLC,AMBULATORY,4
16981,SAFE AND SOUND GROUP LIVING LLC,3406 55TH AVE,KENOSHA,WI,53144,(262) 496-0180,KENOSHA,SAFE AND SOUND GROUP LIVING LLC,AMBULATORY,4
13119,SANDALWOOD,4415 31ST AVE,KENOSHA,WI,53144-,(262) 564-0084,KENOSHA,BROTOLOC SOUTH INC,AFH,4
14313,SERENITY HOME HEALTH CARE LLC,6038 49TH AVE,KENOSHA,WI,53142,(262) 764-1609,KENOSHA,SERENITY HOME HEALTH CARE LLC,AFH,4
16210,SERENITY HOME HEALTHCARE LLC III,7409 PERSHING BLVD,KENOSHA,WI,53142,(262) 344-6104,KENOSHA,SERENITY HOME HEALTH CARE LLC,NONAMBULATORY,4
15192,SOUTHERN HOPE HOMES LLC,4202 45TH ST,KENOSHA,WI,53144,(262) 960-2642,KENOSHA,Southern Hope Homes LLC,AFH,4
16229,SOUTHERN HOPE HOMES LLC-BET HOME,1506 74TH ST,KENOSHA,WI,53143,(262) 960-2642,KENOSHA,SOUTHERN HOPE HOMES LLC,AMBULATORY,4
16190,WILLIES RESIDENTIAL,3209 45TH STREET UPPER,KENOSHA,WI,53144,(262) 221-3422,KENOSHA,PEACE AND SERENITY RESIDENTIAL ADULT FAMILY HOME LLC,AMBULATORY,3
13842,WILLOW HOME,3102 15TH ST,KENOSHA,WI,53144-,(262) 595-0320,KENOSHA,CRABTREE DIVERSIFIED SERVICES INC,AFH,4
17043,WOODS TENDER LOVING CARE AFH LLC,4814 34TH AVE,KENOSHA,WI,53144,(262) 764-2905,KENOSHA,WOODS TENDER LOVING CARE AFH LLC,AMBULATORY,4
16008,AN INNOVATIVE CARE,4297 123RD STREET,PLEASANT PRAIRIE,WI,53158,(262) 997-3835,KENOSHA,AN INNOVATIVE CARE LLC,AFH,4
17816,AN INNOVATIVE CARE II,12124 43RD AVE,PLEASANT PRAIRIE,WI,53158,(847) 370-6328,KENOSHA,AN INNOVATIVE CARE LLC,NONAMBULATORY,4
13512,LAUER ADULT FAMILY HOME,8770 83RD PL,PLEASANT PRAIRIE,WI,53158,(262) 344-1672,KENOSHA,,AFH,4
15433,SERENITY HOME HEALTHCARE LLC II,12129 43RD AVE,PLEASANT PRAIRIE,WI,53158,(262) 344-6104,KENOSHA,SERENITY HOME HEALTH CARE LLC,AFH,4
390124,ALPHA HOMES OF WISCONSIN VIII,101 11TH AVE,SOMERS,WI,53171-,(262) 553-5373,KENOSHA,ALPHA HOMES OF WISCONSIN INC,AFH,4
17375,HEART TO HEART AFH TWIN LAKES,1222 WINGEDFOOT DR,TWIN LAKES,WI,53181,(262) 716-5343,KENOSHA,HEART TO HEART TWIN LAKES AFH,NONAMBULATORY,4
17184,COUNTRYSIDE LIVING HOUSE 1,N1142 IRISH RD,DENMARK,WI,54208,(920) 863-1994,KEWAUNEE,COUNTRY L HOMES LLC,NONAMBULATORY,4
17185,COUNTRYSIDE LIVING HOUSE 2,N1148 IRISH RD,DENMARK,WI,54208,(920) 863-2033,KEWAUNEE,COUNTRY L HOMES LLC,NONAMBULATORY,4
16082,SCANDINAVIAN HOUSE,482 SCANDINAVIAN CT,DENMARK,WI,54208,(920) 863-1195,KEWAUNEE,NEW RESILIENCE LLC,AFH,4
16081,KILBOURN HOUSE,1404 KILBOURN ST,KEWAUNEE,WI,54216,(920) 304-8042,KEWAUNEE,NEW RESILIENCE LLC,AFH,4
10470,ROCKLEDGE AFH,201 RONALD ST,LUXEMBURG,WI,54217-,(920) 845-1773,KEWAUNEE,COMPASS DEVELOPMENT LLC,AFH,4
13489,505 PINE CONE PLACE,505 PINE CONE PLACE,HOLMEN,WI,54636-,(608) 526-2348,LACROSSE,REM WISCONSIN INC,AFH,3
13490,507 PINE CONE PLACE,507 PINE CONE PLACE,HOLMEN,WI,54636-,(608) 526-3819,LACROSSE,REM WISCONSIN INC,AMBULATORY,4
16126,REM CHERRY LANE,1204 CHERRY LANE S,HOLMEN,WI,54636,(608) 399-1114,LACROSSE,REM WISCONSIN INC,AFH,4
14310,REM WISCONSIN III INC ELIZABETH DRIVE,N7050 ELIZABETH DRIVE,HOLMEN,WI,54636-,(608) 399-3000,LACROSSE,REM WISCONSIN INC,AFH,4
12652,REM WISCONSIN III INC MALLARD DRIVE,313 MALLARD DR,HOLMEN,WI,54636-,(608) 526-9522,LACROSSE,REM WISCONSIN INC,AFH,4
18185,ILC 27TH STREET,1348 27TH STREET SOUTH,LA CROSSE,WI,54601,(608) 788-0696,LACROSSE,ILC LLC,NONAMBULATORY,4
18186,ILC SHOREWOOD,1120 SHOREWOOD DRIVE,LA CROSSE,WI,54601,(608) 519-1244,LACROSSE,ILC LLC,NONAMBULATORY,4
17491,APTIV FARNAM HOUSE,1301 28TH ST SOUTH,LACROSSE,WI,54601,(608) 784-9450,LACROSSE,APTIV INC,NONAMBULATORY,4
15007,APTIV SIXTEEN PINES,N3080 SUGAR PINE LANE,LACROSSE,WI,54601-,(608) 784-3082,LACROSSE,APTIV INC,AFH,4
14479,AURORA RESIDENTIAL ALTERNATIVES INC 106,142 LOCUST STREET,LACROSSE,WI,54601-,(715) 000-0000,LACROSSE,AURORA RESIDENTIAL ALTERNATIVES INC,AFH,4
17739,AURORA RESIDENTIAL ALTERNATIVES INC 107,1402 5TH AVE SOUTH,LACROSSE,WI,54601,,LACROSSE,"AURORA RESIDENTIAL ALTERNATIVES, INC",NONAMBULATORY,4
14937,AURORA RESIDENTIAL ALTERNATIVES INC 108,146 LOCUST ST,LACROSSE,WI,54601-,(608) 782-3662,LACROSSE,AURORA RESIDENTIAL ALTERNATIVES INC,AFH,4
11063,CCLS - EAST BURR OAK,2725 E BURR OAK,LACROSSE,WI,54601-,(608) 779-4118,LACROSSE,CREATIVE COMMUNITY LIVING SERVICES INC,AFH,4
10133,CCLS - KANE,1318 KANE ST,LACROSSE,WI,54603-,(608) 779-4118,LACROSSE,CREATIVE COMMUNITY LIVING SERVICES INC,AFH,4
10175,CCLS - SHOREWOOD,1051 SHOREWOOD DRIVE,LACROSSE,WI,54601-,(608) 779-4118,LACROSSE,CREATIVE COMMUNITY LIVING SERVICES INC,AFH,4
14918,CREATIVE COMM LIVING SERV INC DIVISION ST,1021 DIVISION STREET,LACROSSE,WI,54601-,(608) 779-4118,LACROSSE,CREATIVE COMMUNITY LIVING SERVICES INC,AFH,4
10732,CREATIVE COMMUNITY LIVING SERVICES INC,N2074 IRISH COURT,LACROSSE,WI,54601-,(920) 261-1345,LACROSSE,CREATIVE COMMUNITY LIVING SERVICES INC,AFH,4
10706,CREATIVE COMMUNITY LIVING SERVICES INC FARNAM,2610 FARNAM ST,LACROSSE,WI,54601-,(608) 779-4118,LACROSSE,CREATIVE COMMUNITY LIVING SERVICES INC,AFH,4
590021,DENHAVEN ADULT FAMILY HOME,1116 SOUTH 6TH STREET,LACROSSE,WI,54601-,(608) 782-1387,LACROSSE,,AFH,4
15923,HIDDEN SPRINGS AFH,N3280 HIDDEN SPRINGS RD,LACROSSE,WI,54601,(608) 781-7161,LACROSSE,,AFH,4
18190,ILC EAGLE HOUSE,2900 STATE ROAD,LACROSSE,WI,54601,(608) 787-9812,LACROSSE,ILC LLC,NONAMBULATORY,4
18189,ILC FERNDALE,4172 FERNDALE LANE,LACROSSE,WI,54601,(608) 519-1546,LACROSSE,ILC LLC,NONAMBULATORY,4
18187,ILC HORTON HOUSE,1355 HORTON STREET,LACROSSE,WI,54601,(608) 787-8157,LACROSSE,ILC LLC,NONAMBULATORY,4
18188,ILC THE DWELLING PLACE,1810 GREEN BAY STREET,LACROSSE,WI,54601,(608) 403-2222,LACROSSE,ILC LLC,NONAMBULATORY,4
15741,MAJOS CASA INC,2133 LOSEY BLVD SOUTH,LACROSSE,WI,54601,(608) 519-5308,LACROSSE,MAJO CASA INC,AFH,4
14100,NEW BEGINNINGS HOME,3019 WARD AVE,LACROSSE,WI,54601-,(608) 519-2581,LACROSSE,REM WISCONSIN INC,AFH,4
9461,PARMENTER HOME (THE),626 HARVEY STREET,LACROSSE,WI,54603-,(608) 784-2006,LACROSSE,,AFH,4
16915,REM MARION ROAD,2907 N MARION ROAD,LACROSSE,WI,54601,(608) 787-6346,LACROSSE,REM WISCONSIN INC,NONAMBULATORY,4
16200,ROBINS NEST,2133 SUNSET LANE,LACROSSE,WI,54601,(608) 519-0164,LACROSSE,EITSERT FAMILY CARES INC,AFH,4
10095,STACEYS ADULT FAMILY HOME,2505 FIRST AVE W,LACROSSE,WI,54603-,(608) 769-4826,LACROSSE,,AFH,4
15110,SUNRISE,2119 SUNSET LANE,LACROSSE,WI,54601-,(608) 519-1617,LACROSSE,EITSERT FAMILY CARES INC,AFH,4
15313,SUNSET,2121 SUNSET LANE,LACROSSE,WI,54601,(608) 519-2991,LACROSSE,EITSERT FAMILY CARES INC,AFH,4
14307,COULEE CARE  MAIN STREET,1106 MAIN ST,ONALASKA,WI,54650-,(608) 781-4890,LACROSSE,RICHLAND COUNTY CARE  LLC,AFH,4
9775,CREATIVE COMMUNITY LIVING SERVICES INC,N5412 CIRCLE DRIVE W,ONALASKA,WI,54650-,(608) 783-1071,LACROSSE,CREATIVE COMMUNITY LIVING SERVICES INC,AFH,3
590130,CREATIVE COMMUNITY LIVING SERVICES INC,837 MAIN STREET,ONALASKA,WI,54650-,(608) 779-4118,LACROSSE,CREATIVE COMMUNITY LIVING SERVICES INC,AFH,4
17760,KNAPP GREEN BAY STREET AFH,938 GREEN BAY STREET,ONALASKA,WI,54650,(608) 781-4628,LACROSSE,LORI KNAPP INC,NONAMBULATORY,4
16914,REM HURRICANE COURT,N5009 HURRICANE COURT,ONALASKA,WI,54650,(608) 787-8914,LACROSSE,REM WISCONSIN INC,NONAMBULATORY,4
11302,REM KRISTY LANE,1038/1040 KRISTY LANE,ONALASKA,WI,54650-,(608) 881-6023,LACROSSE,REM WISCONSIN INC,AFH,4
16913,REM TIDAL WAVE,N5005 HURRICANE COURT,ONALASKA,WI,54650,(608) 786-0168,LACROSSE,REM WISCONSIN INC,NONAMBULATORY,4
13941,REM WISCONSIN III INC EMERALD DRIVE A,3724 EMERALD DR,ONALASKA,WI,54650-,(608) 519-3535,LACROSSE,REM WISCONSIN INC,AFH,4
13940,REM WISCONSIN III INC EMERALD DRIVE B,3722 EMERALD DR,ONALASKA,WI,54650-,(608) 519-3157,LACROSSE,REM WISCONSIN INC,AFH,4
11840,REGENT MANOR,856 E GARLAND ST,WEST SALEM,WI,54669-,(608) 793-6604,LACROSSE,LACROSSE COUNTY LAKEVIEW HEALTH CENTER,AFH,4
