Facility ID,Facility Name,Phone Number,State Facility Type 1 Literal,County,Address,City,State,Zip Code,Email Address,Ownership Type,Licensee,Capacity,Date Accessed
23N217,Chelsea Place,3039293709,ASSISTED LIVING RESIDENCE,Arapahoe,14055 E QUINCY AVENUE,Aurora,CO,80015,berickson@anthemmemorycare.com, PROFIT-CORPORA,ANTHEM AURORA MANAGEMENT LLC,64,7/6/21
23N220,Solange At The Woodlands,7192821155,ASSISTED LIVING RESIDENCE,Douglas,1605 WHITETAIL DR,Castle Rock,CO,80104,, PROFIT-CORPORA,SOLANGE AT THE WOODLANDS,9,7/6/21
23N521,Home Care At Moma'S Assisted Living,7196302231,ASSISTED LIVING RESIDENCE,El Paso,2501 BENNETT AVE,Colorado Springs,CO,80909,eflee1432@yahoo.com, LIMITED LIABIL,HOME CARE LLC,8,7/6/21
23N600,Brookdale Meridian Englewood,3037610300,ASSISTED LIVING RESIDENCE,Arapahoe,3455 S CORONA ST,Englewood,CO,80113,, LIMITED LIABIL,BKD ENGLEWOOD COLORADO LLC,45,7/6/21
23N602,Serenity House Assisted Living Centennial,3035848926,ASSISTED LIVING RESIDENCE,Arapahoe,2947 E DRYCREEK PLACE,Centennial,CO,80122,michael.zislis@serenityhouse.net, PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,8,7/6/21
23N606,Balsam House,3034405140,ASSISTED LIVING RESIDENCE,Boulder,2818 - 2820 13TH STREET,Boulder,CO,80304,, LIMITED LIABIL,COLORADO RECOVERY LLC,8,7/6/21
23N608,"Bellaire House Assisted Living, Llc",3033217692,ASSISTED LIVING RESIDENCE,Denver,4301 MARTIN LUTHER KING BLVD,Denver,CO,80207,bellairehousealf@gmail.com, LIMITED LIABIL,BELLAIRE HOUSE ASSISTED LIVING LLC,10,7/6/21
23O158,Heatherwood Village Assisted Living,7195429400,ASSISTED LIVING RESIDENCE,Pueblo,1716 N READING AVENUE,Pueblo,CO,81001,jtrujillo.heatherwoodvillage@gmail.com, LIMITED LIABIL,UNITED ASSISTED LIVING COMMUNITIES LLC,48,7/6/21
23O235,Solange At Keenan Llc,7206487454,ASSISTED LIVING RESIDENCE,Adams,9896 KEENAN STREET,Highlands Ranch,CO,80130,, LIMITED LIABIL,SOLANGE AT KEENAN LLC,8,7/6/21
23O239,Tru Landmark Memory Care,7205379355,ASSISTED LIVING RESIDENCE,Boulder,1744 S PUBLIC ROAD,Lafayette,CO,80026,, CORPORATE NON-,TRU COMMUNITY CARE,18,7/6/21
23O617,"Applewood Our House Asst Lvg Facilities Ii, Llc",3032051900,ASSISTED LIVING RESIDENCE,Jefferson,1900 UPHAM STREET,Lakewood,CO,80214,sherriebonham@gmail.com, LIMITED LIABIL,APPLEWOOD OUR HOUSE ASSISTED LVG FACILITIES II LLC,16,7/6/21
23P166,Melody Living Of Colorado Springs,7199604005,ASSISTED LIVING RESIDENCE,El Paso,7600 SANDY ROCK POINT,Colorado Springs,CO,80924,, LIMITED LIABIL,"MELODY LIVING ASSOCIATES - CO, LLC",102,7/6/21
23P250,"Legacy At Sterling,The",9705260400,ASSISTED LIVING RESIDENCE,Logan,2000 ROBIN ROAD,Sterling,CO,80751,ianshives@hhmsi.com, LIMITED LIABIL,"EAGLE LTC INVESTORS, LLC",29,7/6/21
23P257,New Day Cottages At Turner,7192661100,ASSISTED LIVING RESIDENCE,El Paso,1577 TURNER ROAD,Colorado Springs,CO,80920,newdaycottages@q.com, PROFIT-CORPORA,NEW DAY COTTAGES INC,11,7/6/21
23P547,A Wildflower Assisted Living And Care Home Inc,3034240523,ASSISTED LIVING RESIDENCES,Jefferson,9423 W 64TH AVENUE,Arvada,CO,80004,nicole@awildflowerassistedliving.com, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8,7/6/21
23P550,Golden Pond Llc,3032710430,ASSISTED LIVING RESIDENCE,Jefferson,1270 NORTH FORD STREET,Golden,CO,80403,, LIMITED LIABIL,"GOLDEN POND, LLC",91,7/6/21
23P651,Stonecreek Of Flying Horse,7196490780,ASSISTED LIVING RESIDENCE,El Paso,1889 SILVERSMITH RD,Colorado Springs,CO,80921,, LIMITED LIABIL,CSC SL REALTY LLC,105,7/6/21
23P892,Appleleaf Assisted Living,9705322600,ASSISTED LIVING RESIDENCE,Larimer,1328 FIRST STREET,Berthoud,CO,80513,jpsevy@msn.com, PROFIT-CORPORA,APPLELEAF ASSISTED LIVING INC,12,7/6/21
23Q176,Leawood Assisted Living #4,7202842996,ASSISTED LIVING RESIDENCE,Arapahoe,1665 E NOBLE PL,Centennial,CO,80121,, LIMITED LIABIL,LEAWOOD ASSISTED LIVING,8,7/6/21
23Q180,"Retreat At Sunny Vista, The",7193776701,ASSISTED LIVING RESIDENCE,El Paso,2450 E CACHE LE POUDRE STREET,Colorado Springs,CO,80909,jbarnard@cappellaliving.com, CORPORATE NON-,SUNNY VISTA LIVING CENTER,70,7/6/21
23Q262,Castle Peak Assisted Living,9709892500,ASSISTED LIVING RESIDENCE,Eagle,135 FREESTONE ROAD,Eagle,CO,81631,, LIMITED LIABIL,"CASTLE PEAK SENIOR CARE, LLC",30,7/6/21
23Q263,Thrivecare Cody Llc,7205047399,ASSISTED LIVING RESIDENCE,Jefferson,8295 S CODY STREET,Littleton,CO,80128,, LIMITED LIABIL,THRIVECARE CODY LLC,8,7/6/21
23Q264,Forever Edelweiss Home,3032560128,ASSISTED LIVING RESIDENCE,Arapahoe,4045 S HANNIBAL STREET,Aurora,CO,80013,foreveredelweisshomealr@gmail.com, LIMITED LIABIL,"GOSJEN & FORESTY, LLC",5,7/6/21
23Q274,New Dawn Memory Care - Colorado Springs,7194333732,ASSISTED LIVING RESIDENCE,El Paso,4185 BRIARGATE PARKWAY,Colorado Springs,CO,80920,, LIMITED LIABIL,RSL COLORADO SPRINGS LLC,48,7/6/21
23Q648,Inn At Greenwood Village,3033277340,ASSISTED LIVING RESIDENCE,Arapahoe,5565 S YOSEMITE ST,Greenwood Village,CO,80111,cindyfrick@mbk.com, LIMITED LIABIL,GREENWOOD VILLAGE I MSL LLC,83,7/6/21
23Q649,Hilltop Life Adjustment Program,9702453952,ASSISTED LIVING RESIDENCES,Mesa,1405 WELLINGTON AVE,Grand Junction,CO,81501,, CORPORATE NON-,HILLTOP HEALTH SERVICES CORPORATION,92,7/6/21
23Q656,Ralston Creek Neighborhood,3032847813,ASSISTED LIVING RESIDENCE,Jefferson,11825 WEST 64TH AVE,Arvada,CO,80004,mbesson@ralstoncreekneighborhood.com, LIMITED LIABIL,HAVERLAND CARTER RALSTON CREEK,146,7/6/21
23Q698,Ridge Pinehurst Llc,7203165226,ASSISTED LIVING RESIDENCE,Denver,7205 W QUINCY AVE,Lakewood,CO,80235,, LIMITED LIABIL,RIDGE PINEHURST LLC,164,7/6/21
23Q699,Terry Lake Assisted Living,9704931235,ASSISTED LIVING RESIDENCE,Larimer,3629 WOODRIDGE ROAD,Fort Collins,CO,80524,terrylakeal@gmail.com, LIMITED LIABIL,"GRACE HOMES, LLC",8,7/6/21
23Q703,St Bernadette Assisted Living,3036945743,ASSISTED LIVING RESIDENCE,Arapahoe,4468 E LAKE CIRCLE S,Centennial,CO,80121,z1uncle@msn.com, LIMITED LIABIL,CAMPBELL-MULJANAH ENTERPRISES,7,7/6/21
23Q902,Green Meadows Assisted Living,3039550026,ASSISTED LIVING RESIDENCE,Denver,2177 S GOLDEN COURT,Denver,CO,80227,, LIMITED LIABIL,"GREEN MEADOW ASSISTED LIVING, LLC",6,7/6/21
23R116,Residence At Grand Mesa,9702418899,ASSISTED LIVING RESIDENCE,Mesa,565 28 1/4 ROAD,Grand Junction,CO,81501,, PARTNERSHIP,NHA @ GRAND JUNCTION LIMITED PARTNERSHIP,65,7/6/21
23R156,"Fremont Home Care, Inc",7192699300,ASSISTED LIVING RESIDENCE,Fremont,1815 ELM AVENUE,Canon City,CO,81212,fremonthomecare@msn.com, PROFIT-CORPORA,FREMONT HOME CARE INC,16,7/6/21
23R160,Extended Family Assisted Living Inc,7202832127,ASSISTED LIVING RESIDENCE,Arapahoe,7488 S KIT CARSON STREET,Centennial,CO,80122,extended_family@yahoo.com, PROFIT-CORPORA,EXTENDED FAMILY ASSISTED LIVING INC,8,7/6/21
23R219,Medallion Villas,7193814963,ASSISTED LIVING RESIDENCE,El Paso,1719 E BIJOU STREET,Colorado Springs,CO,80909,mgardner@ensignservices.net, PROFIT-CORPORA,BIJOU HEALTHCARE INC,44,7/6/21
23R305,Soaring House,7192724246,ASSISTED LIVING RESIDENCE,El Paso,6243 SOARING DRIVE,Colorado Springs,CO,80918,, LIMITED LIABIL,BRAINCARE LLC,8,7/6/21
23R322,Valley Assisted Living,7197834401,ASSISTED LIVING RESIDENCE,Custer,30 MAIN STREET,Silver Cliff,CO,81252,valiresidence@centurytel.net, CORPORATE NON-,VALLEY ASSISTED LIVING,16,7/6/21
23R503,"Aspen Gardens Assisted Living, Inc",9705648600,ASSISTED LIVING RESIDENCE,Montezuma,1200 N DOLORES ROAD,Cortez,CO,81321,aspengardens@beyondbb.com, PROFIT-CORPORA,"ASPEN GARDENS ASSISTED LIVING, INC.",6,7/6/21
23R508,Sunrise Assisted Living At University Park,7192681818,ASSISTED LIVING RESIDENCE,El Paso,2105 UNIVERSITY PARK BOULEVARD,Colorado Springs,CO,80918,, LIMITED LIABIL,WELLTOWER OPCO GROUP LLC,70,7/6/21
23R558,Abbey Road Assisted Living Ulster,7204886609,ASSISTED LIVING RESIDENCE,Arapahoe,7347 SOUTH ULSTER STREET,Centennial,CO,80112,abbeypennyal@gmail.com, LIMITED LIABIL,ABBEY ROAD & PENNY LANE LLC,10,7/6/21
23R667,Morrison Manor Llc,3039862216,ASSISTED LIVING RESIDENCE,Denver,9875 W MORRISON RD,Lakewood,CO,80227,, LIMITED LIABIL,MORRISON MANOR LLC,12,7/6/21
23R738,Lakewood Reserve,3037424800,ASSISTED LIVING RESIDENCE,Jefferson,555 SOUTH PIERCE ST,Lakewood,CO,80226,, LIMITED LIABIL,PIERCE SENIOR CARE LLC,274,7/6/21
23R741,Eagle Crest Assisted Living Community,9706754298,ASSISTED LIVING RESIDENCE,Rio Blanco,222 EAGLE CREST DRIVE,Rangely,CO,81648,sshriver@rdhosp.org, DISTRICT,RANGELY HOSPITAL DISTRICT,20,7/6/21
23R742,"Gardens Care Homes Pinehurst, The",3034216539,ASSISTED LIVING RESIDENCE,Jefferson,7052 W STANFORD AVE,Littleton,CO,80123,thegardenscarehomes@gmail.com, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",12,7/6/21
23R889,"Country Club Assisted Living, Inc",7193291200,ASSISTED LIVING RESIDENCE,El Paso,3205 LESLIE DRIVE,Colorado Springs,CO,80909,fmartin@promsi.com, LIMITED LIABIL,"COUNTRY CLUB ASSISTED LIVING, LLC",8,7/6/21
23R990,Ty'S House Llc,3033078332,ASSISTED LIVING RESIDENCE,Denver,5050 TROY,Denver,CO,80239,carolyn_@qwestoffice.net, LIMITED LIABIL,"TY'S HOUSE, LLC",8,7/6/21
23S208,A Wildflower Assisted Living And Care Home Inc,3034634363,ASSISTED LIVING RESIDENCES,Jefferson,6197 W 83RD WAY,Arvada,CO,80003,nicole@awildflowerassistedliving.com, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8,7/6/21
23S293,Morningstar At Bear Creek,7196941411,ASSISTED LIVING RESIDENCE,El Paso,2450 LOWER GOLD CAMP RD,Colorado Springs,CO,80906,bearcreek.ed@morningstarseniorliving.com, LIMITED LIABIL,MORNINGSTAR BEAR CREEK OPERATOR,60,7/6/21
23S294,"Thrivecare Yarrow, Llc",7208087307,ASSISTED LIVING RESIDENCE,Jefferson,8385 S YARROW STREET,Littleton,CO,80128,, LIMITED LIABIL,"THRIVECARE YARROW, LLC",10,7/6/21
23S305,Lansing Assisted Living,7205358028,ASSISTED LIVING RESIDENCE,Arapahoe,2141 S LANSING CT,Aurora,CO,80014,g.dirks@comcast.net, LIMITED LIABIL,JEWELL LANSING ASSISTED LIVING LLC,8,7/6/21
23V344,Sunnyslope Estate Villa,7206637141,ASSISTED LIVING RESIDENCE,Adams,11275 GRANT DRIVE,Northglenn,CO,80233,, LIMITED LIABIL,CARE GROUP LLC,32,7/6/21
2305HN,Gentle Care House,7194669863,ASSISTED LIVING RESIDENCE,El Paso,1333 DARBY STREET,Colorado Springs,CO,80907,gentlecarehouse@yahoo.com, CORPORATE NON-,HUBBARD PROPERTY MANAGEMENT INC,8,7/6/21
2304VQ,Someren Glen Assisted Living,3037415555,ASSISTED LIVING RESIDENCE,Arapahoe,4761 E COSTILLA AVE,Centennial,CO,80122,, CORPORATE NON-,CHRISTIAN LIVING NEIGHBORHOODS,55,7/6/21
230383,Beatrice Hover Assisted Living Residence,3037729292,ASSISTED LIVING RESIDENCE,Boulder,1380 CHARLES DRIVE,Longmont,CO,80503,lczolowski@hovercommunity.org, CORPORATE NON-,"HOVER COMMUNITY, INC",55,7/6/21
235HXR,Open Arms Assisted Living Suite B,7204528006,ASSISTED LIVING RESIDENCE,Denver,12150 E ANDREWS DRIVE SUITE B,Denver,CO,80239,, CORPORATE NON-,OPEN ARMS ASSISTED LIVING,14,7/6/21
230464,"Argyle, The",3034559513,ASSISTED LIVING RESIDENCE,Denver,4115 W 38TH AVENUE,Denver,CO,80212,, CORPORATE NON-,"LADIES RELIEF SOCIETY OF DENVER, THE",140,7/6/21
230426,Gardens At St Elizabeth,3039642000,ASSISTED LIVING RESIDENCE,Denver,2825 W 32ND AVE,Denver,CO,80211,mbouhall@chilivingcomm.org, CORPORATE NON-,CHI LIVING COMMUNITIES,145,7/6/21
230432,Covenant Village Assisted Living,3035156370,ASSISTED LIVING RESIDENCE,Jefferson,9221 WADSWORTH PARKWAY,Westminster,CO,80021,pjmilbourn@covenantretirement.org, CORPORATE NON-,COVENANT LIVING OF COLORADO,60,7/6/21
230329,Fort Collins Good Samaritan Retirement Village-Alr,9702264909,ASSISTED LIVING RESIDENCE,Larimer,508 W TRILBY ROAD,Fort Collins,CO,80525,jrich@good-sam.com, CORPORATE NON-,"EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, THE",28,7/6/21
230373,Good Samaritan Society -Loveland Village,9706693100,ASSISTED LIVING RESIDENCE,Larimer,2101 S GARFIELD AVE,Loveland,CO,80537,, CORPORATE NON-,"EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, THE",60,7/6/21
23L630,"Homestead At Montrose, The",9709643400,ASSISTED LIVING RESIDENCE,Montrose,1819 PAVILION DR,Montrose,CO,81401,dswanson@voa.org, CORPORATE NON-,"HOMESTEAD AT MONTROSE, INC, THE",70,7/6/21
2301H4,Eben Ezer Lutheran Care Center-Ii,9708422861,ASSISTED LIVING RESIDENCE,Morgan,1920 EDISON ST,Brush,CO,80723,lynelle.phillips@ebenezer-cares.org, CORPORATE NON-,EBEN EZER LUTHERAN CARE CENTER,28,7/6/21
230343,Triangle Cross Ranch,9704542219,ASSISTED LIVING RESIDENCE,Weld,36049 WELD COUNTY ROAD 51,Galeton,CO,80622,director@trianglecrossranch.org, CORPORATE NON-,TRIANGLE CROSS RANCH INC,24,7/6/21
23W277,Rocky Mountain Assisted Living- Milwaukee,3039966886,ASSISTED LIVING RESIDENCE,Arapahoe,5905 S MILWAUKEE WAY,Centennial,CO,80121,dave@rockymountainassistedliving.com, CORPORATE NON-,"ROCKY MOUNTAIN ASSISTED LIVING, LLC",12,7/6/21
23Y389,"Suites At Holly Creek Assisted Living, The",7202662601,ASSISTED LIVING RESIDENCE,Arapahoe,5590 E PEAKVIEW AVENUE,Centennial,CO,80121,, CORPORATE NON-,CHRISTIAN LIVING COMMUNITIES,46,7/6/21
23V721,Good Samaritan Society Water Valley Sr Lvg Resort,9706862743,ASSISTED LIVING RESIDENCE,Weld,1831 COMPASSION DR,Windsor,CO,80550,, CORPORATE NON-,"EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, THE",68,7/6/21
23J640,Frasier Meadows Manor Inc Assisted Living Center,7205624462,ASSISTED LIVING RESIDENCE,Boulder,4950 THUNDERBIRD DRIVE,Boulder,CO,80303,mmcparland@frasiermeadows.org, CORPORATE NON-,"FRASIER MEADOWS MANOR, INC.",55,7/6/21
230463,Clermont Park Assisted Living,7209747275,ASSISTED LIVING RESIDENCE,Denver,2479 S CLERMONT STREET,Denver,CO,80222,cmiller@clcmail.org, CORPORATE NON-,CHRISTIAN LIVING NEIGHBORHOODS,40,7/6/21
231128,"Willows, The",9708582184,ASSISTED LIVING RESIDENCE,Mesa,243 N CHERRY STREET,Fruita,CO,81521,jdavis@fhw.org, CORPORATE NON-,THE LOWER VALLEY HOSPITAL ASSOCIATION,26,7/6/21
230541,Viewpointe,7195288000,ASSISTED LIVING RESIDENCE,El Paso,555 S ROCKRIMMON BLVD,Colorado Springs,CO,80919,rparker@ba.org, CORPORATE NON-,BSLC II,107,7/6/21
23Z699,Crossroads At Delta Memory,9708086020,ASSISTED LIVING RESIDENCE,Delta,1379 ASPEN WAY,Delta,CO,81416,, CORPORATE NON-,CROSSROADS AT DELTA MEMORY,48,7/6/21
23T750,Crossroads At Lakewood,7203580014,ASSISTED LIVING RESIDENCE,Jefferson,8201 WEST JEWELL AVENUE,Lakewood,CO,80232,michele.strauch@crossroadsalc.org, CORPORATE NON-,CROSSROADS AT LAKEWOOD,55,7/6/21
2304FK,Learning Services Corporation - Glen Dee,3032323236,ASSISTED LIVING RESIDENCE,Jefferson,1555 GLEN DEE DR,Lakewood,CO,80215,rmills@learningservices.com, INDIVIDUAL,LEARNING SERVICES CORPORATION,8,7/6/21
23Y298,"Villa Luxury Senior Living, The",9707497494,ASSISTED LIVING RESIDENCE,La Plata,1379 AVENIDA DEL SOL,Durango,CO,81301,, INDIVIDUAL,CAROL CLYNE,8,7/6/21
23T696,Hampden Hills Assisted Living Llc,3036993480,ASSISTED LIVING RESIDENCE,Arapahoe,14601 E HAMPDEN PLACE,Aurora,CO,80014,jjdedmon@gmail.com, LIMITED LIABIL,ANDROMEDA INVESTMENTS LLC,15,7/6/21
2304JQ,Jewell Assisted Living,3037557602,ASSISTED LIVING RESIDENCE,Arapahoe,9271 E JEWELL CIRCLE,Denver,CO,80231,g.dirks@comcast.net, LIMITED LIABIL,JEWELL LANSING ASSISTED LIVING LLC,12,7/6/21
23P249,Modena Cherry Creek,7204050500,ASSISTED LIVING RESIDENCE,Arapahoe,2440 S WABASH ST,Denver,CO,80231,, LIMITED LIABIL,WABASH OWNER LLC,105,7/6/21
23E526,Solange At South Forrest Llc,7209650484,ASSISTED LIVING RESIDENCE,Douglas,8788 S FORREST DRIVE,Highlands Ranch,CO,80126,, LIMITED LIABIL,SOLANGE AT SOUTH FORREST LLC,8,7/6/21
23Z786,La Colmena Llc,9705496554,ASSISTED LIVING RESIDENCE,Mesa,"2395 H RD, BLDG B",Grand Junction,CO,81505,, LIMITED LIABIL,LA COLMENA LLC,16,7/6/21
2303C0,Garden Square At Westlake,9703461222,ASSISTED LIVING RESIDENCE,Weld,3151 W 20TH ST,Greeley,CO,80634,gsgadministrator@gardensquaregreeley.com, LIMITED LIABIL,WESTLAKE ASSISTED LIVING LLC,64,7/6/21
23G126,St Andrews Village,3036959300,ASSISTED LIVING RESIDENCE,Adams,2670 SOUTH ABILENE STREET EAST,Aurora,CO,80014,vasandoval@watermarkcommunities.com, LIMITED LIABIL,AURORA SENIOR HOUSING LLC,72,7/6/21
23A842,Sky Walker Legacy Llc,7204088939,ASSISTED LIVING RESIDENCE,Adams,422 SUNSHINE WAY,Brighton,CO,80601,r.l.mason@hotmail.com, LIMITED LIABIL,SKY WALKER LEGACY LLC,6,7/6/21
23T700,Abundant Blessings & Care Assisted Living-Lincoln,3034788174,ASSISTED LIVING RESIDENCE,Adams,7200 S LINCOLN WAY,Centennial,CO,80122,, LIMITED LIABIL,ABUNDANT BLESSINGS & CARE ASSISTED LIVING LLC,10,7/6/21
23Y819,Loving Touch Elderly Assistant Care Inc,3037980074,ASSISTED LIVING RESIDENCE,Adams,280 E STERNE BLVD,Centennial,CO,80122,lovingtouchec@aol.com, LIMITED LIABIL,LOVING TOUCH ELDERLY ASSISTANT CARE LLP,12,7/6/21
23D976,Rocky Mountain Assisted Living - Chestnut,3039966886,ASSISTED LIVING RESIDENCE,Adams,6824 CHESTNUT HILL STREET,Highlands Ranch,CO,80130,jessica@rockymountainassistedliving.com, LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,16,7/6/21
23J974,Golden Rockies Assisted Living,3036580346,ASSISTED LIVING RESIDENCE,Adams,13533 CLERMONT STREET,Thornton,CO,80241,, LIMITED LIABIL,GOLDEN ROCKIES ASSISTED LIVING LLC,8,7/6/21
23J600,Karambi Assisted Living Home Llc,3035877209,ASSISTED LIVING RESIDENCE,Adams,12951 CLARKSON CIRCLE,Thornton,CO,80241,, LIMITED LIABIL,KARAMBI ASSISTED LIVING HOME LLC,8,7/6/21
23R673,Rocky Mountain Assisted Living 120Th East,3039966886,ASSISTED LIVING RESIDENCE,Adams,3331 E 120TH AVE,Thornton,CO,80233,, LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,16,7/6/21
23Y773,Bridge At Alamosa The,7195873514,ASSISTED LIVING RESIDENCE,Alamosa,3407 CARROLL STREET,Alamosa,CO,81101,carolr@thebridgeatalamosa.com, LIMITED LIABIL,"ALAMOSA ASSISTED LIVING INVESTORS, LLC",85,7/6/21
23O148,Planet View Assisted Living Llc,5052315585,ASSISTED LIVING RESIDENCE,Arapahoe,18931 E BRUNSWICK PLACE,Aurora,CO,80013,, LIMITED LIABIL,PLANET VIEW ASSISTED LIVING LLC,5,7/6/21
23W364,Cardan Manor Assisted Living,3035961265,ASSISTED LIVING RESIDENCE,Arapahoe,16651 EAST NAVARRO DRIVE,Aurora,CO,80013,cabam@cardanmanor.com, LIMITED LIABIL,CARDAN MANOR ASSISTED LIVING LLC,5,7/6/21
23R196,Nora Personal Care Assisted Living Llc,3036178131,ASSISTED LIVING RESIDENCE,Arapahoe,17419 EAST FLORA PLACE,Aurora,CO,80013,cabam@norapersonalcare.com, LIMITED LIABIL,NORA PERSONAL CARE ASSISTED LIVING LLC,6,7/6/21
23Q657,"Aspen View Living, Llc",3036957777,ASSISTED LIVING RESIDENCE,Arapahoe,11010 E COLORADO DRIVE,Aurora,CO,80012,dmainpt@yahoo.com, LIMITED LIABIL,ASPEN VIEW LIVING LLC,8,7/6/21
23C957,Brasswood Assisted Living,7202343657,ASSISTED LIVING RESIDENCE,Arapahoe,20 SOUTH DE GAULLE STREET,Aurora,CO,80014,, LIMITED LIABIL,SAS HEALTH SERVICES LLC,8,7/6/21
23N226,Sunset Assisted Living Llc,7202311198,ASSISTED LIVING RESIDENCE,Arapahoe,18603 E LEHIGH AVE,Aurora,CO,80013,, LIMITED LIABIL,SUNSET ASSISTED LIVING LLC,8,7/6/21
23H518,"Gardens Care Homes - Meadow Hills, The",3034216539,ASSISTED LIVING RESIDENCE,Arapahoe,3828 S EAGLE STREET,Aurora,CO,80014,, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",16,7/6/21
2.30E+08,Cherry Creek Retirement Village,3036930200,ASSISTED LIVING RESIDENCE,Arapahoe,14555 E HAMPDEN AVENUE,Aurora,CO,80014,, LIMITED LIABIL,"AURORA RETIREMENT, LLC",35,7/6/21
23R712,Belleview Heights Alzheimer'S Special Care Center,3036900700,ASSISTED LIVING RESIDENCE,Arapahoe,14500 BELLEVIEW AVE,Aurora,CO,80015,, LIMITED LIABIL,AURORA CARE GROUP LLC,66,7/6/21
23O623,Garden Plaza Of Aurora,3037500820,ASSISTED LIVING RESIDENCE,Arapahoe,14211 EAST EVANS AVENUE,Aurora,CO,80014,, LIMITED LIABIL,"ARAPAHOE ASSISTED LIVING INVESTORS, LLC",90,7/6/21
2304M2,Lighthouse Assisted Living Maplewood Llc,7206351951,ASSISTED LIVING RESIDENCE,Arapahoe,6088 SOUTH LOCUST STREET,Centennial,CO,80111,, LIMITED LIABIL,LIGHTHOUSE ASSISTED LIVING MAPLEWOOD LLC,8,7/6/21
23A463,Rocky Mountain Assisted Living - Glencoe,3039966886,ASSISTED LIVING RESIDENCE,Arapahoe,6002 S GLENCOE WAY,Centennial,CO,80121,, LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,10,7/6/21
23O624,Abundant Blessings And Care Asst Lvg - Geddes Ave,3039606711,ASSISTED LIVING RESIDENCE,Arapahoe,1137 E GEDDES AVE,Centennial,CO,80122,carol@abundantblessingsandcare.com, LIMITED LIABIL,ABUNDANT BLESSINGS AND CARE ASSISTED LIVING,10,7/6/21
23V339,Abundant Blessings And Care-Marion Way,3034788174,ASSISTED LIVING RESIDENCE,Arapahoe,6203 SOUTH MARION WAY,Centennial,CO,80121,, LIMITED LIABIL,ABUNDANT BLESSINGS AND CARE ASSISTED LIVING,10,7/6/21
23H561,Abundant Blessings And Care Assisted Livng-Eastman,3034788174,ASSISTED LIVING RESIDENCE,Arapahoe,6461 EAST EASTMAN AVENUE,Denver,CO,80222,, LIMITED LIABIL,ABUNDANT BLESSINGS & CARE ASSISTED LIVING LLC,8,7/6/21
2304P4,Tendercare At University Hills Llc,3037583787,ASSISTED LIVING RESIDENCE,Arapahoe,2408 S KEARNEY STREET,Denver,CO,80222,, LIMITED LIABIL,TENDERCARE AT UNIVERSITY HILLS LLC,10,7/6/21
23Z783,Harvard Square Memory Care,3036960622,ASSISTED LIVING RESIDENCE,Arapahoe,10370 E HARVARD SQUARE,Denver,CO,80231,, LIMITED LIABIL,WATERMARK HARVARD SQUARE AL LLC,40,7/6/21
23X801,"Courtyards At Mountain View, The",3033373400,ASSISTED LIVING RESIDENCE,Arapahoe,8101 E MISSISSIPPI AVENUE,Denver,CO,80247,tcopeland@pegasusseniorliving.com, LIMITED LIABIL,WELLTOWER PEGASUS TENANT LLC,120,7/6/21
23R668,A Legacy Personal Care Home,7203011369,ASSISTED LIVING RESIDENCE,Arapahoe,4050 SOUTH FOX STREET,Englewood,CO,80110,, LIMITED LIABIL,A1 RESTORATIVE CARE LLC,10,7/6/21
23I532,Lighthouse Assisted Living Newland Llc,3039481005,ASSISTED LIVING RESIDENCE,Arapahoe,7070 S NEWLAND COURT,Littleton,CO,80128,liz@lighthouseassistedliving.com, LIMITED LIABIL,LIGHTHOUSE ASSISTED LIVING NEWLAND LLC,8,7/6/21
23W354,Thrivecare,7205047399,ASSISTED LIVING RESIDENCE,Arapahoe,7168 S INGALLS WAY,Littleton,CO,80128,, LIMITED LIABIL,THRIVE CARE LLC,8,7/6/21
23W745,Loving Care Assisted Living Services Llc,7202428310,ASSISTED LIVING RESIDENCE,Arapahoe,6271 W MAPLEWOOD PLACE,Littleton,CO,80123,, LIMITED LIABIL,LOVING CARE ASSISTED LIVING SERVICES LLC,8,7/6/21
2304J1,Thrivecare Rowland Llc,7205047399,ASSISTED LIVING RESIDENCE,Arapahoe,4961 W ROWLAND AVENUE,Littleton,CO,80128,, LIMITED LIABIL,THRIVECARE ROWLAND LLC,8,7/6/21
23V775,Meadow Vista Assisted Living Llc - Wadsworth,7203207719,ASSISTED LIVING RESIDENCE,Arapahoe,7516 S WADSWORTH COURT,Littleton,CO,80128,, LIMITED LIABIL,MEADOW VISTA ASSISTED LIVING LLC-WADSWORTH,8,7/6/21
23T234,Bee Hive Homes Of Pagosa Springs,9707313340,ASSISTED LIVING RESIDENCE,Archuleta,662 PARK AVENUE,Pagosa Springs,CO,81147,, LIMITED LIABIL,AVERY THOMAS ENTERPRISES,16,7/6/21
