Facility ID,Facility Name,Phone Number,State Facility Type 1 Literal,County,Address,City,State,Zip Code,Email Address,Ownership Type,Licensee,Capacity
23M211,YAMPA MAKARIOS ASSISTED LIVING,7204041445,ASSISTED LIVING RESIDENCE,ARAPAHOE,2936 S YAMPA WAY,AURORA,CO,80013,, LIMITED LIABIL,MAKARIOS ASSISTED LIVING LLC,8
23M589,APPLEWOOD OUR HOUSE 4 LLC,3032486966,ASSISTED LIVING RESIDENCE,JEFFERSON,1182 S VAN GORDON CT,LAKEWOOD,CO,80228,, LIMITED LIABIL,APPLEWOOD OUR HOUSE 4 LLC,16
23M641,OAKSHIRE COMMONS,7195443001,ASSISTED LIVING RESIDENCE,PUEBLO,2400 OAKSHIRE LANE,PUEBLO,CO,81001,krissprado1@gmail.com, LIMITED LIABIL,OAKSHIRE GARDENS,151
23N140,BEEHIVE HOMES OF PARKER,7203909668,ASSISTED LIVING RESIDENCE,DOUGLAS,11765 NEWLIN GULCH BLVD,PARKER,CO,80138,, LIMITED LIABIL,DAWSON 1 LLC,24
23N217,CHELSEA PLACE,3039293709,ASSISTED LIVING RESIDENCE,ARAPAHOE,14055 E QUINCY AVENUE,AURORA,CO,80015,berickson@anthemmemorycare.com, PROFIT-CORPORA,ANTHEM AURORA MANAGEMENT LLC,64
23N220,SOLANGE AT THE WOODLANDS,7192821155,ASSISTED LIVING RESIDENCE,DOUGLAS,1605 WHITETAIL DR,CASTLE ROCK,CO,80104,, PROFIT-CORPORA,SOLANGE AT THE WOODLANDS,9
23N521,HOME CARE AT MOMA'S ASSISTED LIVING,7196302231,ASSISTED LIVING RESIDENCE,EL PASO,2501 BENNETT AVE,COLORADO SPRINGS,CO,80909,eflee1432@yahoo.com, LIMITED LIABIL,HOME CARE LLC,8
23N600,BROOKDALE MERIDIAN ENGLEWOOD,3037610300,ASSISTED LIVING RESIDENCE,ARAPAHOE,3455 S CORONA ST,ENGLEWOOD,CO,80113,, LIMITED LIABIL,BKD ENGLEWOOD COLORADO LLC,45
23N602,SERENITY HOUSE ASSISTED LIVING CENTENNIAL,3035848926,ASSISTED LIVING RESIDENCE,ARAPAHOE,2947 E DRYCREEK PLACE,CENTENNIAL,CO,80122,MICHAEL.ZISLIS@SERENITYHOUSE.NET, PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,8
23N606,BALSAM HOUSE,3034405140,ASSISTED LIVING RESIDENCE,BOULDER,2818 - 2820 13TH STREET,BOULDER,CO,80304,, LIMITED LIABIL,COLORADO RECOVERY LLC,8
23N608,"BELLAIRE HOUSE ASSISTED LIVING, LLC",3033217692,ASSISTED LIVING RESIDENCE,DENVER,4301 MARTIN LUTHER KING BLVD,DENVER,CO,80207,bellairehousealf@gmail.com, LIMITED LIABIL,BELLAIRE HOUSE ASSISTED LIVING LLC,10
23O158,HEATHERWOOD VILLAGE ASSISTED LIVING,7195429400,ASSISTED LIVING RESIDENCE,PUEBLO,1716 N READING AVENUE,PUEBLO,CO,81001,jtrujillo.heatherwoodvillage@gmail.com, LIMITED LIABIL,UNITED ASSISTED LIVING COMMUNITIES LLC,48
23O235,SOLANGE AT KEENAN LLC,7206487454,ASSISTED LIVING RESIDENCE,ADAMS,9896 KEENAN STREET,HIGHLANDS RANCH,CO,80130,, LIMITED LIABIL,SOLANGE AT KEENAN LLC,8
23O239,TRU LANDMARK MEMORY CARE,7205379355,ASSISTED LIVING RESIDENCE,BOULDER,1744 S PUBLIC ROAD,LAFAYETTE,CO,80026,, CORPORATE NON-,TRU COMMUNITY CARE,18
23O617,"APPLEWOOD OUR HOUSE ASST LVG FACILITIES II, LLC",3032051900,ASSISTED LIVING RESIDENCE,JEFFERSON,1900 UPHAM STREET,LAKEWOOD,CO,80214,sherriebonham@gmail.com, LIMITED LIABIL,APPLEWOOD OUR HOUSE ASSISTED LVG FACILITIES II LLC,16
23P166,MELODY LIVING OF COLORADO SPRINGS,7199604005,ASSISTED LIVING RESIDENCE,EL PASO,7600 SANDY ROCK POINT,COLORADO SPRINGS,CO,80924,, LIMITED LIABIL,"MELODY LIVING ASSOCIATES - CO, LLC",102
23P250,"LEGACY AT STERLING,THE",9705260400,ASSISTED LIVING RESIDENCE,LOGAN,2000 ROBIN ROAD,STERLING,CO,80751,ianshives@hhmsi.com, LIMITED LIABIL,"EAGLE LTC INVESTORS, LLC",29
23P257,NEW DAY COTTAGES AT TURNER,7192661100,ASSISTED LIVING RESIDENCE,EL PASO,1577 TURNER ROAD,COLORADO SPRINGS,CO,80920,newdaycottages@q.com, PROFIT-CORPORA,NEW DAY COTTAGES INC,11
23P547,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,3034240523,ASSISTED LIVING RESIDENCES,JEFFERSON,9423 W 64TH AVENUE,ARVADA,CO,80004,nicole@awildflowerassistedliving.com, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8
23P550,GOLDEN POND LLC,3032710430,ASSISTED LIVING RESIDENCE,JEFFERSON,1270 NORTH FORD STREET,GOLDEN,CO,80403,, LIMITED LIABIL,"GOLDEN POND, LLC",91
23P651,STONECREEK OF FLYING HORSE,7196490780,ASSISTED LIVING RESIDENCE,EL PASO,1889 SILVERSMITH RD,COLORADO SPRINGS,CO,80921,, LIMITED LIABIL,CSC SL REALTY LLC,105
23P892,APPLELEAF ASSISTED LIVING,9705322600,ASSISTED LIVING RESIDENCE,LARIMER,1328 FIRST STREET,BERTHOUD,CO,80513,jpsevy@msn.com, PROFIT-CORPORA,APPLELEAF ASSISTED LIVING INC,12
23Q176,LEAWOOD ASSISTED LIVING #4,7202842996,ASSISTED LIVING RESIDENCE,ARAPAHOE,1665 E NOBLE PL,CENTENNIAL,CO,80121,, LIMITED LIABIL,LEAWOOD ASSISTED LIVING,8
23Q180,"RETREAT AT SUNNY VISTA, THE",7193776701,ASSISTED LIVING RESIDENCE,EL PASO,2450 E CACHE LE POUDRE STREET,COLORADO SPRINGS,CO,80909,Jbarnard@cappellaliving.com, CORPORATE NON-,SUNNY VISTA LIVING CENTER,70
23Q262,CASTLE PEAK ASSISTED LIVING,9709892500,ASSISTED LIVING RESIDENCE,EAGLE,135 FREESTONE ROAD,EAGLE,CO,81631,, LIMITED LIABIL,"CASTLE PEAK SENIOR CARE, LLC",30
23Q263,THRIVECARE CODY LLC,7205047399,ASSISTED LIVING RESIDENCE,JEFFERSON,8295 S CODY STREET,LITTLETON,CO,80128,, LIMITED LIABIL,THRIVECARE CODY LLC,8
23Q264,FOREVER EDELWEISS HOME,3032560128,ASSISTED LIVING RESIDENCE,ARAPAHOE,4045 S HANNIBAL STREET,AURORA,CO,80013,foreveredelweisshomealr@gmail.com, LIMITED LIABIL,"GOSJEN & FORESTY, LLC",5
23Q274,NEW DAWN MEMORY CARE - COLORADO SPRINGS,7194333732,ASSISTED LIVING RESIDENCE,EL PASO,4185 BRIARGATE PARKWAY,COLORADO SPRINGS,CO,80920,, LIMITED LIABIL,RSL COLORADO SPRINGS LLC,48
23Q648,INN AT GREENWOOD VILLAGE,3033277340,ASSISTED LIVING RESIDENCE,ARAPAHOE,5565 S YOSEMITE ST,GREENWOOD VILLAGE,CO,80111,cindyfrick@mbk.com, LIMITED LIABIL,GREENWOOD VILLAGE I MSL LLC,83
23Q649,HILLTOP LIFE ADJUSTMENT PROGRAM,9702453952,ASSISTED LIVING RESIDENCES,MESA,1405 WELLINGTON AVE,GRAND JUNCTION,CO,81501,, CORPORATE NON-,HILLTOP HEALTH SERVICES CORPORATION,92
23Q656,RALSTON CREEK NEIGHBORHOOD,3032847813,ASSISTED LIVING RESIDENCE,JEFFERSON,11825 WEST 64TH AVE,ARVADA,CO,80004,mbesson@ralstoncreekneighborhood.com, LIMITED LIABIL,HAVERLAND CARTER RALSTON CREEK,146
23Q698,RIDGE PINEHURST LLC,7203165226,ASSISTED LIVING RESIDENCE,DENVER,7205 W QUINCY AVE,LAKEWOOD,CO,80235,, LIMITED LIABIL,RIDGE PINEHURST LLC,164
23Q699,TERRY LAKE ASSISTED LIVING,9704931235,ASSISTED LIVING RESIDENCE,LARIMER,3629 WOODRIDGE ROAD,FORT COLLINS,CO,80524,TerryLakeAL@gmail.com, LIMITED LIABIL,"GRACE HOMES, LLC",8
23Q703,ST BERNADETTE ASSISTED LIVING,3036945743,ASSISTED LIVING RESIDENCE,ARAPAHOE,4468 E LAKE CIRCLE S,CENTENNIAL,CO,80121,z1uncle@msn.com, LIMITED LIABIL,CAMPBELL-MULJANAH ENTERPRISES,7
23Q902,GREEN MEADOWS ASSISTED LIVING,3039550026,ASSISTED LIVING RESIDENCE,DENVER,2177 S GOLDEN COURT,DENVER,CO,80227,, LIMITED LIABIL,"GREEN MEADOW ASSISTED LIVING, LLC",6
23R116,RESIDENCE AT GRAND MESA,9702418899,ASSISTED LIVING RESIDENCE,MESA,565 28 1/4 ROAD,GRAND JUNCTION,CO,81501,, PARTNERSHIP,NHA @ GRAND JUNCTION LIMITED PARTNERSHIP,65
23R156,"FREMONT HOME CARE, INC",7192699300,ASSISTED LIVING RESIDENCE,FREMONT,1815 ELM AVENUE,CANON CITY,CO,81212,fremonthomecare@msn.com, PROFIT-CORPORA,FREMONT HOME CARE INC,16
23R160,EXTENDED FAMILY ASSISTED LIVING INC,7202832127,ASSISTED LIVING RESIDENCE,ARAPAHOE,7488 S KIT CARSON STREET,CENTENNIAL,CO,80122,extended_family@yahoo.com, PROFIT-CORPORA,EXTENDED FAMILY ASSISTED LIVING INC,8
23R219,MEDALLION VILLAS,7193814963,ASSISTED LIVING RESIDENCE,EL PASO,1719 E BIJOU STREET,COLORADO SPRINGS,CO,80909,mgardner@ensignservices.net, PROFIT-CORPORA,BIJOU HEALTHCARE INC,44
23R305,SOARING HOUSE,7192724246,ASSISTED LIVING RESIDENCE,EL PASO,6243 SOARING DRIVE,COLORADO SPRINGS,CO,80918,, LIMITED LIABIL,BRAINCARE LLC,8
23R322,VALLEY ASSISTED LIVING,7197834401,ASSISTED LIVING RESIDENCE,CUSTER,30 MAIN STREET,SILVER CLIFF,CO,81252,valiresidence@centurytel.net, CORPORATE NON-,VALLEY ASSISTED LIVING,16
23R503,"ASPEN GARDENS ASSISTED LIVING, INC",9705648600,ASSISTED LIVING RESIDENCE,MONTEZUMA,1200 N DOLORES ROAD,CORTEZ,CO,81321,aspengardens@beyondbb.com, PROFIT-CORPORA,"ASPEN GARDENS ASSISTED LIVING, INC.",6
23R508,SUNRISE ASSISTED LIVING AT UNIVERSITY PARK,7192681818,ASSISTED LIVING RESIDENCE,EL PASO,2105 UNIVERSITY PARK BOULEVARD,COLORADO SPRINGS,CO,80918,, LIMITED LIABIL,WELLTOWER OPCO GROUP LLC,70
23R558,ABBEY ROAD ASSISTED LIVING ULSTER,7204886609,ASSISTED LIVING RESIDENCE,ARAPAHOE,7347 SOUTH ULSTER STREET,CENTENNIAL,CO,80112,abbeypennyal@gmail.com, LIMITED LIABIL,ABBEY ROAD & PENNY LANE LLC,10
23R667,MORRISON MANOR LLC,3039862216,ASSISTED LIVING RESIDENCE,DENVER,9875 W MORRISON RD,LAKEWOOD,CO,80227,, LIMITED LIABIL,MORRISON MANOR LLC,12
23R738,LAKEWOOD RESERVE,3037424800,ASSISTED LIVING RESIDENCE,JEFFERSON,555 SOUTH PIERCE ST,LAKEWOOD,CO,80226,, LIMITED LIABIL,PIERCE SENIOR CARE LLC,274
23R741,EAGLE CREST ASSISTED LIVING COMMUNITY,9706754298,ASSISTED LIVING RESIDENCE,RIO BLANCO,222 EAGLE CREST DRIVE,RANGELY,CO,81648,sshriver@rdhosp.org, DISTRICT,RANGELY HOSPITAL DISTRICT,20
23R742,"GARDENS CARE HOMES PINEHURST, THE",3034216539,ASSISTED LIVING RESIDENCE,JEFFERSON,7052 W STANFORD AVE,LITTLETON,CO,80123,thegardenscarehomes@gmail.com, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",12
23R889,"COUNTRY CLUB ASSISTED LIVING, INC",7193291200,ASSISTED LIVING RESIDENCE,EL PASO,3205 LESLIE DRIVE,COLORADO SPRINGS,CO,80909,fmartin@promsi.com, LIMITED LIABIL,"COUNTRY CLUB ASSISTED LIVING, LLC",8
23R990,TY'S HOUSE LLC,3033078332,ASSISTED LIVING RESIDENCE,DENVER,5050 TROY,DENVER,CO,80239,carolyn_@qwestoffice.net, LIMITED LIABIL,"TY'S HOUSE, LLC",8
23S208,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,3034634363,ASSISTED LIVING RESIDENCES,JEFFERSON,6197 W 83RD WAY,ARVADA,CO,80003,nicole@awildflowerassistedliving.com, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8
23S293,MORNINGSTAR AT BEAR CREEK,7196941411,ASSISTED LIVING RESIDENCE,EL PASO,2450 LOWER GOLD CAMP RD,COLORADO SPRINGS,CO,80906,bearcreek.ed@morningstarseniorliving.com, LIMITED LIABIL,MORNINGSTAR BEAR CREEK OPERATOR,60
23S294,"THRIVECARE YARROW, LLC",7208087307,ASSISTED LIVING RESIDENCE,JEFFERSON,8385 S YARROW STREET,LITTLETON,CO,80128,, LIMITED LIABIL,"THRIVECARE YARROW, LLC",10
23S305,LANSING ASSISTED LIVING,7205358028,ASSISTED LIVING RESIDENCE,ARAPAHOE,2141 S LANSING CT,AURORA,CO,80014,g.dirks@comcast.net, LIMITED LIABIL,JEWELL LANSING ASSISTED LIVING LLC,8
23V344,SUNNYSLOPE ESTATE VILLA,7206637141,ASSISTED LIVING RESIDENCE,ADAMS,11275 GRANT DRIVE,NORTHGLENN,CO,80233,, LIMITED LIABIL,CARE GROUP LLC,32
2305HN,GENTLE CARE HOUSE,7194669863,ASSISTED LIVING RESIDENCE,EL PASO,1333 DARBY STREET,COLORADO SPRINGS,CO,80907,gentlecarehouse@yahoo.com, CORPORATE NON-,HUBBARD PROPERTY MANAGEMENT INC,8
2304VQ,SOMEREN GLEN ASSISTED LIVING,3037415555,ASSISTED LIVING RESIDENCE,ARAPAHOE,4761 E COSTILLA AVE,CENTENNIAL,CO,80122,, CORPORATE NON-,CHRISTIAN LIVING NEIGHBORHOODS,55
230383,BEATRICE HOVER ASSISTED LIVING RESIDENCE,3037729292,ASSISTED LIVING RESIDENCE,BOULDER,1380 CHARLES DRIVE,LONGMONT,CO,80503,lczolowski@hovercommunity.org, CORPORATE NON-,"HOVER COMMUNITY, INC",55
235HXR,OPEN ARMS ASSISTED LIVING SUITE B,7204528006,ASSISTED LIVING RESIDENCE,DENVER,12150 E ANDREWS DRIVE SUITE B,DENVER,CO,80239,, CORPORATE NON-,OPEN ARMS ASSISTED LIVING,14
230464,"ARGYLE, THE",3034559513,ASSISTED LIVING RESIDENCE,DENVER,4115 W 38TH AVENUE,DENVER,CO,80212,, CORPORATE NON-,"LADIES RELIEF SOCIETY OF DENVER, THE",140
230426,GARDENS AT ST ELIZABETH,3039642000,ASSISTED LIVING RESIDENCE,DENVER,2825 W 32ND AVE,DENVER,CO,80211,mbouhall@chilivingcomm.org, CORPORATE NON-,CHI LIVING COMMUNITIES,145
230432,COVENANT VILLAGE ASSISTED LIVING,3035156370,ASSISTED LIVING RESIDENCE,JEFFERSON,9221 WADSWORTH PARKWAY,WESTMINSTER,CO,80021,pjmilbourn@covenantretirement.org, CORPORATE NON-,COVENANT LIVING OF COLORADO,60
230329,FORT COLLINS GOOD SAMARITAN RETIREMENT VILLAGE-ALR,9702264909,ASSISTED LIVING RESIDENCE,LARIMER,508 W TRILBY ROAD,FORT COLLINS,CO,80525,jrich@good-sam.com, CORPORATE NON-,"EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, THE",28
230373,GOOD SAMARITAN SOCIETY -LOVELAND VILLAGE,9706693100,ASSISTED LIVING RESIDENCE,LARIMER,2101 S GARFIELD AVE,LOVELAND,CO,80537,, CORPORATE NON-,"EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, THE",60
23L630,"HOMESTEAD AT MONTROSE, THE",9709643400,ASSISTED LIVING RESIDENCE,MONTROSE,1819 PAVILION DR,MONTROSE,CO,81401,dswanson@voa.org, CORPORATE NON-,"HOMESTEAD AT MONTROSE, INC, THE",70
2301H4,EBEN EZER LUTHERAN CARE CENTER-II,9708422861,ASSISTED LIVING RESIDENCE,MORGAN,1920 EDISON ST,BRUSH,CO,80723,lynelle.phillips@ebenezer-cares.org, CORPORATE NON-,EBEN EZER LUTHERAN CARE CENTER,28
230343,TRIANGLE CROSS RANCH,9704542219,ASSISTED LIVING RESIDENCE,WELD,36049 WELD COUNTY ROAD 51,GALETON,CO,80622,director@trianglecrossranch.org, CORPORATE NON-,TRIANGLE CROSS RANCH INC,24
23W277,ROCKY MOUNTAIN ASSISTED LIVING- MILWAUKEE,3039966886,ASSISTED LIVING RESIDENCE,ARAPAHOE,5905 S MILWAUKEE WAY,CENTENNIAL,CO,80121,dave@rockymountainassistedliving.com, CORPORATE NON-,"ROCKY MOUNTAIN ASSISTED LIVING, LLC",12
23Y389,"SUITES AT HOLLY CREEK ASSISTED LIVING, THE",7202662601,ASSISTED LIVING RESIDENCE,ARAPAHOE,5590 E PEAKVIEW AVENUE,CENTENNIAL,CO,80121,, CORPORATE NON-,CHRISTIAN LIVING COMMUNITIES,46
23V721,GOOD SAMARITAN SOCIETY WATER VALLEY SR LVG RESORT,9706862743,ASSISTED LIVING RESIDENCE,WELD,1831 COMPASSION DR,WINDSOR,CO,80550,, CORPORATE NON-,"EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, THE",68
23J640,FRASIER MEADOWS MANOR INC ASSISTED LIVING CENTER,7205624462,ASSISTED LIVING RESIDENCE,BOULDER,4950 THUNDERBIRD DRIVE,BOULDER,CO,80303,mmcparland@frasiermeadows.org, CORPORATE NON-,"FRASIER MEADOWS MANOR, INC.",55
230463,CLERMONT PARK ASSISTED LIVING,7209747275,ASSISTED LIVING RESIDENCE,DENVER,2479 S CLERMONT STREET,DENVER,CO,80222,cmiller@clcmail.org, CORPORATE NON-,CHRISTIAN LIVING NEIGHBORHOODS,40
231128,"WILLOWS, THE",9708582184,ASSISTED LIVING RESIDENCE,MESA,243 N CHERRY STREET,FRUITA,CO,81521,jdavis@fhw.org, CORPORATE NON-,THE LOWER VALLEY HOSPITAL ASSOCIATION,26
230541,VIEWPOINTE,7195288000,ASSISTED LIVING RESIDENCE,EL PASO,555 S ROCKRIMMON BLVD,COLORADO SPRINGS,CO,80919,rparker@ba.org, CORPORATE NON-,BSLC II,107
23Z699,CROSSROADS AT DELTA MEMORY,9708086020,ASSISTED LIVING RESIDENCE,DELTA,1379 ASPEN WAY,DELTA,CO,81416,, CORPORATE NON-,CROSSROADS AT DELTA MEMORY,48
23T750,CROSSROADS AT LAKEWOOD,7203580014,ASSISTED LIVING RESIDENCE,JEFFERSON,8201 WEST JEWELL AVENUE,LAKEWOOD,CO,80232,michele.strauch@crossroadsalc.org, CORPORATE NON-,CROSSROADS AT LAKEWOOD,55
2304FK,LEARNING SERVICES CORPORATION - GLEN DEE,3032323236,ASSISTED LIVING RESIDENCE,JEFFERSON,1555 GLEN DEE DR,LAKEWOOD,CO,80215,rmills@learningservices.com, INDIVIDUAL,LEARNING SERVICES CORPORATION,8
23Y298,"VILLA LUXURY SENIOR LIVING, THE",9707497494,ASSISTED LIVING RESIDENCE,LA PLATA,1379 AVENIDA DEL SOL,DURANGO,CO,81301,, INDIVIDUAL,CAROL CLYNE,8
23T696,HAMPDEN HILLS ASSISTED LIVING LLC,3036993480,ASSISTED LIVING RESIDENCE,ARAPAHOE,14601 E HAMPDEN PLACE,AURORA,CO,80014,jjdedmon@gmail.com, LIMITED LIABIL,ANDROMEDA INVESTMENTS LLC,15
2304JQ,JEWELL ASSISTED LIVING,3037557602,ASSISTED LIVING RESIDENCE,ARAPAHOE,9271 E JEWELL CIRCLE,DENVER,CO,80231,g.dirks@comcast.net, LIMITED LIABIL,JEWELL LANSING ASSISTED LIVING LLC,12
23P249,MODENA CHERRY CREEK,7204050500,ASSISTED LIVING RESIDENCE,ARAPAHOE,2440 S WABASH ST,DENVER,CO,80231,, LIMITED LIABIL,WABASH OWNER LLC,105
23E526,SOLANGE AT SOUTH FORREST LLC,7209650484,ASSISTED LIVING RESIDENCE,DOUGLAS,8788 S FORREST DRIVE,HIGHLANDS RANCH,CO,80126,, LIMITED LIABIL,SOLANGE AT SOUTH FORREST LLC,8
23Z786,LA COLMENA LLC,9705496554,ASSISTED LIVING RESIDENCE,MESA,"2395 H RD, BLDG B",GRAND JUNCTION,CO,81505,, LIMITED LIABIL,LA COLMENA LLC,16
2303C0,GARDEN SQUARE AT WESTLAKE,9703461222,ASSISTED LIVING RESIDENCE,WELD,3151 W 20TH ST,GREELEY,CO,80634,gsgadministrator@gardensquaregreeley.com, LIMITED LIABIL,WESTLAKE ASSISTED LIVING LLC,64
23G126,ST ANDREWS VILLAGE,3036959300,ASSISTED LIVING RESIDENCE,ADAMS,2670 SOUTH ABILENE STREET EAST,AURORA,CO,80014,vasandoval@watermarkcommunities.com, LIMITED LIABIL,AURORA SENIOR HOUSING LLC,72
23A842,SKY WALKER LEGACY LLC,7204088939,ASSISTED LIVING RESIDENCE,ADAMS,422 SUNSHINE WAY,BRIGHTON,CO,80601,r.l.mason@hotmail.com, LIMITED LIABIL,SKY WALKER LEGACY LLC,6
23T700,ABUNDANT BLESSINGS & CARE ASSISTED LIVING-LINCOLN,3034788174,ASSISTED LIVING RESIDENCE,ADAMS,7200 S LINCOLN WAY,CENTENNIAL,CO,80122,, LIMITED LIABIL,ABUNDANT BLESSINGS & CARE ASSISTED LIVING LLC,10
23Y819,LOVING TOUCH ELDERLY ASSISTANT CARE INC,3037980074,ASSISTED LIVING RESIDENCE,ADAMS,280 E STERNE BLVD,CENTENNIAL,CO,80122,lovingtouchec@aol.com, LIMITED LIABIL,LOVING TOUCH ELDERLY ASSISTANT CARE LLP,12
23D976,ROCKY MOUNTAIN ASSISTED LIVING - CHESTNUT,3039966886,ASSISTED LIVING RESIDENCE,ADAMS,6824 CHESTNUT HILL STREET,HIGHLANDS RANCH,CO,80130,jessica@rockymountainassistedliving.com, LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,16
23J974,GOLDEN ROCKIES ASSISTED LIVING,3036580346,ASSISTED LIVING RESIDENCE,ADAMS,13533 CLERMONT STREET,THORNTON,CO,80241,, LIMITED LIABIL,GOLDEN ROCKIES ASSISTED LIVING LLC,8
23J600,KARAMBI ASSISTED LIVING HOME LLC,3035877209,ASSISTED LIVING RESIDENCE,ADAMS,12951 CLARKSON CIRCLE,THORNTON,CO,80241,, LIMITED LIABIL,KARAMBI ASSISTED LIVING HOME LLC,8
23R673,ROCKY MOUNTAIN ASSISTED LIVING 120TH EAST,3039966886,ASSISTED LIVING RESIDENCE,ADAMS,3331 E 120TH AVE,THORNTON,CO,80233,, LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,16
23Y773,BRIDGE AT ALAMOSA THE,7195873514,ASSISTED LIVING RESIDENCE,ALAMOSA,3407 CARROLL STREET,ALAMOSA,CO,81101,carolr@thebridgeatalamosa.com, LIMITED LIABIL,"ALAMOSA ASSISTED LIVING INVESTORS, LLC",85
23O148,PLANET VIEW ASSISTED LIVING LLC,5052315585,ASSISTED LIVING RESIDENCE,ARAPAHOE,18931 E BRUNSWICK PLACE,AURORA,CO,80013,, LIMITED LIABIL,PLANET VIEW ASSISTED LIVING LLC,5
23W364,CARDAN MANOR ASSISTED LIVING,3035961265,ASSISTED LIVING RESIDENCE,ARAPAHOE,16651 EAST NAVARRO DRIVE,AURORA,CO,80013,cabam@cardanmanor.com, LIMITED LIABIL,CARDAN MANOR ASSISTED LIVING LLC,5
23R196,NORA PERSONAL CARE ASSISTED LIVING LLC,3036178131,ASSISTED LIVING RESIDENCE,ARAPAHOE,17419 EAST FLORA PLACE,AURORA,CO,80013,cabam@norapersonalcare.com, LIMITED LIABIL,NORA PERSONAL CARE ASSISTED LIVING LLC,6
23Q657,"ASPEN VIEW LIVING, LLC",3036957777,ASSISTED LIVING RESIDENCE,ARAPAHOE,11010 E COLORADO DRIVE,AURORA,CO,80012,dmainpt@yahoo.com, LIMITED LIABIL,ASPEN VIEW LIVING LLC,8
23C957,BRASSWOOD ASSISTED LIVING,7202343657,ASSISTED LIVING RESIDENCE,ARAPAHOE,20 SOUTH DE GAULLE STREET,AURORA,CO,80014,, LIMITED LIABIL,SAS HEALTH SERVICES LLC,8
23N226,SUNSET ASSISTED LIVING LLC,7202311198,ASSISTED LIVING RESIDENCE,ARAPAHOE,18603 E LEHIGH AVE,AURORA,CO,80013,, LIMITED LIABIL,SUNSET ASSISTED LIVING LLC,8
23H518,"GARDENS CARE HOMES - MEADOW HILLS, THE",3034216539,ASSISTED LIVING RESIDENCE,ARAPAHOE,3828 S EAGLE STREET,AURORA,CO,80014,, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",16
2.30E+08,CHERRY CREEK RETIREMENT VILLAGE,3036930200,ASSISTED LIVING RESIDENCE,ARAPAHOE,14555 E HAMPDEN AVENUE,AURORA,CO,80014,, LIMITED LIABIL,"AURORA RETIREMENT, LLC",35
23R712,BELLEVIEW HEIGHTS ALZHEIMER'S SPECIAL CARE CENTER,3036900700,ASSISTED LIVING RESIDENCE,ARAPAHOE,14500 BELLEVIEW AVE,AURORA,CO,80015,, LIMITED LIABIL,AURORA CARE GROUP LLC,66
23O623,GARDEN PLAZA OF AURORA,3037500820,ASSISTED LIVING RESIDENCE,ARAPAHOE,14211 EAST EVANS AVENUE,AURORA,CO,80014,, LIMITED LIABIL,"ARAPAHOE ASSISTED LIVING INVESTORS, LLC",90
2304M2,LIGHTHOUSE ASSISTED LIVING MAPLEWOOD LLC,7206351951,ASSISTED LIVING RESIDENCE,ARAPAHOE,6088 SOUTH LOCUST STREET,CENTENNIAL,CO,80111,, LIMITED LIABIL,LIGHTHOUSE ASSISTED LIVING MAPLEWOOD LLC,8
23A463,ROCKY MOUNTAIN ASSISTED LIVING - GLENCOE,3039966886,ASSISTED LIVING RESIDENCE,ARAPAHOE,6002 S GLENCOE WAY,CENTENNIAL,CO,80121,, LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,10
23O624,ABUNDANT BLESSINGS AND CARE ASST LVG - GEDDES AVE,3039606711,ASSISTED LIVING RESIDENCE,ARAPAHOE,1137 E GEDDES AVE,CENTENNIAL,CO,80122,carol@abundantblessingsandcare.com, LIMITED LIABIL,ABUNDANT BLESSINGS AND CARE ASSISTED LIVING,10
23V339,ABUNDANT BLESSINGS AND CARE-MARION WAY,3034788174,ASSISTED LIVING RESIDENCE,ARAPAHOE,6203 SOUTH MARION WAY,CENTENNIAL,CO,80121,, LIMITED LIABIL,ABUNDANT BLESSINGS AND CARE ASSISTED LIVING,10
23H561,ABUNDANT BLESSINGS AND CARE ASSISTED LIVNG-EASTMAN,3034788174,ASSISTED LIVING RESIDENCE,ARAPAHOE,6461 EAST EASTMAN AVENUE,DENVER,CO,80222,, LIMITED LIABIL,ABUNDANT BLESSINGS & CARE ASSISTED LIVING LLC,8
2304P4,TENDERCARE AT UNIVERSITY HILLS LLC,3037583787,ASSISTED LIVING RESIDENCE,ARAPAHOE,2408 S KEARNEY STREET,DENVER,CO,80222,, LIMITED LIABIL,TENDERCARE AT UNIVERSITY HILLS LLC,10
23Z783,HARVARD SQUARE MEMORY CARE,3036960622,ASSISTED LIVING RESIDENCE,ARAPAHOE,10370 E HARVARD SQUARE,DENVER,CO,80231,, LIMITED LIABIL,WATERMARK HARVARD SQUARE AL LLC,40
