Facility ID,State Facility Type 2 Literal,Facility Name,Address,City,State,Zip Code,County,Capacity,License Number,Phone Number,Email Address,Licensee,Ownership Type,Date Accessed,State Facility Type 1 Literal
UT000143,AL2,Legacy House Of Taylorsville,6302 SOUTH GOLD MEDAL DRIVE,Taylorsville,UT,84129,Salt Lake,105,2019-ALII-64351,(801) 327-8400,linn@wslm.biz,"LEGACY WEST ASSISTED LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000385,AL2,Legacy Village Memory Care,5472 SOUTH 3200 WEST,Taylorsville,UT,84129,Salt Lake,42,2021-ALII-92169,(801) 613-4600,info@legacyrehabtaylorsville.com davidm1@wslm.biz,"LEGACY VILLAGE HEALTHCARE, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000714,AL2,Legacy Village Of Provo,4146 NORTH UNIVERSITY AVE,Provo,UT,84604,Utah,150,2020-ALII-UT000714,(801) 374-3384,jaredn@wslm.biz,"ORCHARD ESTATES ASSISTED LIVING I, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000805,AL2,Legacy Village Of Sugar House,1212 EAST WILMINGTON AVENUE,Salt Lake City,UT,84106,Salt Lake,160,2020-ALII-UT000805,(801) 486-6000,davee@wslm.biz,"LEGACY VILLAGE OF SUGAR HOUSE, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000536,AL2,Lotus Park Care Centers,2639 WEST 3520 SOUTH,West Haven,UT,84401,Weber,54,2021-ALII-UT000536,(801) 732-5290,ryan.jensen@avalonseniorliving.com,"GAHC4 WEST HAVEN UT TRS SUB, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000476,AL2,Maple Springs,1040 SOUTH MEDICAL DRIVE,Brigham City,UT,84302,Box Elder,36,2020-ALII-102056,(435) 723-9100,dustin@maplespringsliving.com,"MAPLE SPRINGS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000775,AL2,Maple Springs Of North Logan,350 EAST 2200 NORTH,North Logan,UT,84341,Cache,80,2020-ALII-UT000775,(435) 753-9400,jessica@maplespringsliving.com,"MAPLE SPRINGS MANAGEMENTS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000934,AL2,Millcreek Meadows,1624 EAST 4500 SOUTH,Salt Lake City,UT,84117,Salt Lake,36,2020-ALII-UT000934,(801) 456-8700,michelle@millcreekseniorliving.com,"ZENITH AL I, LLC",FOR PROFIT-PAR,7/6/21,ASSISTED LIVING FACILITY
UT000341,AL2,Mission At Community Assisted Living,10 WEST 400 SOUTH,Centerfield,UT,84622,Sanpete,16,2019-ALII-UT000341,(435) 528-2800,kathy.lloyd@missionhealthservices.org,GUNNISON VALLEY HOSPITAL SPECIAL SERVICE DISTRICT,GOVERNMENT-HOS,7/6/21,ASSISTED LIVING FACILITY
UT000869,AL2,Mission At Crescent Senior Living,11052 GRAPEVINE COVE,Sandy,UT,84070,Salt Lake,116,2019-ALII-UT000869,(801) 790-2400,warren@crescentseniorliving.com,"CRESCENT SENIOR LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000888,AL2,Mission At Maple Springs Al,1010 SOUTH MEDICAL DRIVE,Brigham City,UT,84302,Box Elder,20,2020-ALII-UT000888,(435) 310-5800,james.hadfield@missionhealthservices.org,"MISSION AT MAPLE SPRINGS, LLC",,7/6/21,ASSISTED LIVING FACILITY
UT000352,AL2,Monroe Canyon Assisted Living,535 SOUTH MAIN STREET,Monroe,UT,84754,Sevier,27,2021-ALII-UT000352,(435) 527-8870,bryan@monroecanyon.com/ parkerdavidson1@gmail.com,PK OPERATION MONROE CANYON ALF LLC,FOR PROFIT-IND,7/6/21,ASSISTED LIVING FACILITY
UT207326,AL2,Oak Ridge Assisted Living Of Bountiful,905 WEST 4000 SOUTH,Bountiful,UT,84010,Davis,16,2021-ALII-UT207326,(801) 295-3171,oakridgealfofbountiful@gmail.com,"DALY WEST HOLDING COMPANY, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000975,AL2,Orchard View Assisted Living & Memory Care,1173 SOUTH TURF FARM ROAD,Payson,UT,84651,Utah,93,2021-ALII-UT000975,(801) 851-5300,elkridgeassistedliving@yahoo.com,"OVAL, LLC",,7/6/21,ASSISTED LIVING FACILITY
UT000756,AL2,Our House Of Ogden,446 NORTH JEFFERSON AVENUE,Ogden,UT,84404,Weber,55,2019-ALII-UT000756,(801) 782-4444,pat@ourhouseassistedliving.com,OHO HOLDINGS LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000945,AL2,Our House Of Tooele,251 EAST 1000 NORTH,Tooele,UT,84074,Tooele,84,2021-ALII-UT000945,(435) 843-5100,trevor@ourhouseassistedliving.com,"OH TOOELE HOLDINGS, LLC",,7/6/21,ASSISTED LIVING FACILITY
UT000830,AL2,Our House Of Tremonton,429 NORTH 400 WEST,Tremonton,UT,84337,Box Elder,33,2020--UT000830,(435) 257-5658,myranda@ourhouseassistedliving.com,,,7/6/21,ASSISTED LIVING FACILITY
UT000249,AL2,Pacifica Senior Living Millcreek Al Ii,777 EAST 3900 SOUTH,Salt Lake City,UT,84107,Salt Lake,6,2020-ALII-UT000249,(801) 288-0700,ed.millcreek@pacificaseniorliving.com,EXTENDED CARE PORTFOLIO MULTISTATE POOL TENANT LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207348,AL2,Peachtree Place,4607 MIDLAND DRIVE,West Haven,UT,84401,Weber,64,2019-ALII-9990,(801) 732-0060,jon@welcometopeachtree.com,"PEACH TREE PLACE VII, LLC",NON PROFIT-OTH,7/6/21,ASSISTED LIVING FACILITY
UT000907,AL2,Petersen Farms Assisted Living And Memory Care,6980 SOUTH 475 EAST,South Weber,UT,84405,Weber,30,2021-ALII-UT000907,(801) 479-6000,jami@eldercaremanagementgroup.com,PETERSEN FARMS ASSISTED LIVING AND MEMORY CARE,,7/6/21,ASSISTED LIVING FACILITY
UT000748,AL2,Pheasant Run Alzheimer'S Special Care Center,2664 WEST 11400 SOUTH,South Jordan,UT,84095,Salt Lake,66,2020-ALII-UT000748,(801) 260-0007,pheasantrun-adm@jeaseniorliving.com,"SOUTH JORDAN CARE GROUP, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000450,AL2,"Pheasant View Assisted Living, Llc",1242 EAST PHEASANT VIEW DRIVE,Layton,UT,84041,Davis,48,2021-ALII-UT000450,(801) 546-4100,teryn.pheasant@gmail.com,"PHEASANT VIEW ASSISTED LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000548,AL2,Pineview Assisted Living Of Eden,2547 NORTH VALLEY JUNCTION DRIVE,Eden,UT,84310,Weber,36,2021-ALII-UT000548,(801) 745-6667,pineviewassisted@gmail.com,"PINE VALLEY MANAGEMENT, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000540,AL2,Provo Assisted Living Llc,462 SOUTH 900 EAST,Provo,UT,84606,Utah,58,2019-ALII-106519,(801) 375-2216,sherry.provoassistedliving@gmail.com,BENEDICA LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000615,AL2,"Quail Meadow Assisted Living, Llc",786 EAST 2100 NORTH,North Ogden,UT,84414,Weber,53,2020-ALII-UT000615,(801) 782-7440,brent@eldercaremanagementgroup.com,"QUAIL MEADOW ASSISTED LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000704,AL2,Raintree Senior Living,2063 WEST 1900 SOUTH,Syracuse,UT,84075,Davis,28,2021-ALII-UT000704,(801) 621-8733,bryce@raintreeseniorliving.com,SYRACUSE ASSISTED LIVING PHASE 1,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207229,AL2,Ridgeview Gardens Of St George,220 SOUTH 1200 EAST,St George,UT,84790,Washington,50,2021-ALII-UT207229,(435) 656-2700,debbie@ridgeviewgardens.com,"MRSC UT RIDGEVIEW MASTER TENANT, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000253,AL2,River Meadows Senior Living,137 EAST RED PINE DRIVE,Alpine,UT,84004,Utah,25,2020-ALII-79181,(801) 692-2100,executivedirector@rivermeadows.org,"RIVER MEADOWS SENIOR LIVING CENTER, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000779,AL2,Riverway Assisted Living And Memory Care,1352 WEST 11400 SOUTH,South Jordan,UT,84095,Salt Lake,74,2021-ALII-UT000779,(801) 282-3711,jim@riverwayassistedliving.com,"OUR HOUSE LAND HOLDING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000937,AL2,Rocky Mountain Care - Grove Creek Assisted Living,175 NORTH STATE STREET,Lindon,UT,84042,Utah,70,2021-ALII-UT000937,(385) 273-7100,todd.christensen@rmcare.com,"ROCKY MOUNTAIN CARE - LINDON MANAGER, LLC",,7/6/21,ASSISTED LIVING FACILITY
UT000936,AL2,Rocky Mountain Care- Landmark Assisted Living,301 EAST 100 SOUTH,Vernal,UT,84078,Uintah,42,2021-ALII-UT000936,(801) 397-4697,contracting@rmcare.com,"ROCKY MOUNTAIN CARE - VERNAL MANAGER, LLC",,7/6/21,ASSISTED LIVING FACILITY
UT000724,AL2,Rosewood Assisted Care,464 EAST 3700 SOUTH,South Salt Lake,UT,84115,Salt Lake,29,2021-ALII-UT000724,(801) 290-6061,allan@rosewoodassistedcare.com,"FENTON COURT CARE CENTER ASSISTED LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000685,AL2,Sagewood At Daybreak,11289 SOUTH OAKMOND ROAD,South Jordan,UT,84009,Salt Lake,125,2021-ALII-UT000685,(801) 938-9389,wade.vest@kiscosl.com,"WELLTOWER KISCO RIDEA TENANT, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000720,AL2,Seasons Assisted Living Of Farr West,1979 HERITAGE DRIVE,Farr West,UT,84404,Weber,28,2020-ALII-UT000720,(801) 394-0044,hollyseasonsassistedliving@gmail.com,"SEASONS ASSISTED LIVING OF FARR WEST, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000543,AL2,Seasons Of Santaquin,785 EAST 150 SOUTH,Santaquin,UT,84655,Utah,38,2019-ALII-107091,(801) 754-1108,mikalaporter.sos@gmail.com,SEASONS OF SANTAQUIN LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207342,AL2,Southgate Senior Living,134 WEST 2025 SOUTH CIRCLE,St George,UT,84770,Washington,96,2020-ALII-UT207342,(435) 628-1117,southgate.ed@stellarliving.com,"S-H OPCO CLIFF VIEW, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000669,AL2,Spring Gardens Heber,551 EAST 1200 SOUTH,Heber City,UT,84032,Wasatch,100,2021-ALII-UT000669,(435) 657-8888,kjensen@springgardens.com,"HEBER OPCO, LLC",FOR PROFIT-PAR,7/6/21,ASSISTED LIVING FACILITY
UT000786,AL2,Spring Gardens Holladay,2728 EAST 3900 SOUTH,Holladay,UT,84124,Salt Lake,83,2021-ALII-UT000786,(801) 432-7003,kgladstone@springgardens.com,"HOLLADAY OPCO, LLC",,7/6/21,ASSISTED LIVING FACILITY
UT000716,AL2,Spring Gardens Mapleton,1483 WEST 800 SOUTH,Mapleton,UT,84664,Utah,72,2021-ALII-UT000716,(801) 515-6699,cthomas@springgardens.com,"MAPLETON OPCO, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000746,AL2,Spring Gardens Of Lindon,815 WEST 700 NORTH,Lindon,UT,84042,Utah,116,2021-ALII-UT000746,(801) 785-0800,srobinson@avistaseniorliving.com,"SRE ASL LINDON, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000525,AL2,Spring Gardens Of St George,2654 E RED CLIFFS DRIVE,St George,UT,84790,Washington,126,2019-ALII-UT000525,(435) 688-1622,lendsley@avistaseniorliving.com,"SRE ASL SG, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207232,AL2,St Joseph Villa Assisted Living,451 EAST BISHOP FEDERAL LANE,Salt Lake City,UT,84115,Salt Lake,48,2020-ALII-99456,(801) 487-7557,renewals@ensignservices.net,"SUCCESSOR HEALTHCARE, INC.",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207349,AL2,Sterling Court,324 NORTH 1680 EAST,St George,UT,84790,Washington,113,2019-ALII-21547,(435) 628-1400,cdraper@platinumseniorliving.com,STERLING COURT,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207350,AL2,Stoney Brooke Of Riverdale,4390 SOUTH 700 WEST,Riverdale,UT,84405,Weber,16,2020-ALII-UT207350,(801) 393-2824,vangemvhs@gmail.com,"MEADOW VALLEY MANAGEMENT, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207240,AL2,Summerfield Retirement Living Inc,911 NORTH 800 WEST,Orem,UT,84057,Utah,50,2019-ALII-983,(801) 434-7581,administrator@summerfieldinfo.com,"TRIVIEW, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000744,AL2,Summit Senior Living,5524 WEST 6200 SOUTH,Kearns,UT,84118,Salt Lake,117,2020-ALII-UT000744,(801) 840-4600,bnnawahine@watermarkcommunities.com,"KEARNS SENIOR LIVING, LLC",NON PROFIT-COR,7/6/21,ASSISTED LIVING FACILITY
UT000762,AL2,Sunridge Assisted Living And Memory Care,7037 SOUTH 4800 WEST,West Jordan,UT,84084,Salt Lake,75,2021-ALII-UT000762,(801) 280-2244,liz@sunridgeassistedliving.com,"GLENWOOD ACRES, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000873,AL2,Sunridge Assisted Living Of Layton,835 SOUTH ANGEL STREET,Layton,UT,84041,Davis,75,2021-ALII-UT000873,(801) 544-2200,brandon@sunridgeassistedliving.com,"SR LAYTON HOLDINGS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000902,AL2,Sunridge Assisted Living Of Roy,3673 WEST 5600 SOUTH,Roy,UT,84067,Weber,73,2020-ALII-UT000902,(801) 731-4444,deb@sunridgeassistedliving.com,"SR ROY HOLDINGS, LLC",,7/6/21,ASSISTED LIVING FACILITY
UT000306,AL2,Sunrise At Holladay,4650 SOUTH HIGHLAND DRIVE,Salt Lake City,UT,84117,Salt Lake,101,2019-ALII-106495,(801) 424-2200,holladay.ed@sunriseseniorliving.com,"MS HOLLADAY SH, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000233,AL2,Sunrise Of Sandy,2130 EAST 9400 SOUTH,Sandy,UT,84093,Salt Lake,116,2019-ALII-77789,(801) 453-9600,sandy.ed@sunriseseniorliving.com,"SZR SANDY SENIOR LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207241,AL2,Terrace Grove Assisted Living,345 NORTH 200 WEST,Logan,UT,84321,Cache,72,2020-ALII-953,(435) 787-2855,karmon.reese@sunshineterrace.com,"SUNSHINE TERRACE FOUNDATION, INC.",NON PROFIT-OTH,7/6/21,ASSISTED LIVING FACILITY
UT207235,AL2,The Auberge At North Ogden,1340 NORTH WASHINGTON BOULEVARD,Ogden,UT,84404,Weber,126,2020-ALII-UT207235,(801) 737-1230,administrator@aubergenorthogden.com,WELLTOWER TENANT GROUP LLC,,7/6/21,ASSISTED LIVING FACILITY
UT000187,AL2,The Charleston At Cedar Hills,10020 NORTH 4600 WEST,Cedar Hills,UT,84062,Utah,78,2021-ALII-UT000187,(801) 772-0123,waynebarney@mbk.com,"SSSHT OPCO 10020 N 4600 W STREET, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000924,AL2,The Grand At Holladay,5941 SOUTH HOLLADAY BOULEVARD,Holladay,UT,84121,Salt Lake,22,2021-ALII-UT000924,(801) 676-9688,emily@thegrandal.com,THE GRAND AT HOLLADAY,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000851,AL2,The Inn Between,1216 EAST 1300 SOUTH,Salt Lake City,UT,84105,Salt Lake,25,2019-ALII-UT000851,(801) 410-8314,monte@tibhospice.org,THE INN BETWEEN,NON PROFIT-OTH,7/6/21,ASSISTED LIVING FACILITY
UT207339,AL2,The Inn On Barton Creek,499 EAST 500 SOUTH,Bountiful,UT,84010,Davis,80,2021-ALII-UT207339,(801) 298-4200,scott@bayshirellc.com / angie.a@bartoncreeksl.com,"BARTON CARE, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000300,AL2,The Lodge At Jordan River,1341 WEST SOUTH JORDAN PARKWAY,South Jordan,UT,84095,Salt Lake,26,2021-ALII-UT000300,(801) 316-1040,landonhale@seniorlife-mgmt.com,"COLINA LODGES - JORDAN RIVER, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000901,AL2,The Lodge At North Ogden,204 EAST 1700 NORTH,Ogden,UT,84404,Weber,99,2020-ALII-UT000901,(801) 719-5121,kflint@watermarkcommunities.com,"NORTH OGDEN SENIOR LIVING, LLC",FOR PROFIT-IND,7/6/21,ASSISTED LIVING FACILITY
UT000696,AL2,The Lodge At Riverton,12416 SOUTH 3600 WEST,Riverton,UT,84065,Salt Lake,53,2021-ALII-UT000696,(801) 727-7200,landonhale@seniorlife-mgmt.com,"COLINA LODGES-RIVERTON, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000702,AL2,The Retreat At Sunbrook Assisted Living,359 NORTH DIXIE DRIVE,St George,UT,84770,Washington,74,2020-ALII-UT000702,(435) 272-0202,trsb.adm@meridiansenior.com,"MS - AC SUNBROOK SENIOR LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000515,AL2,The Retreat At Sunriver St George,4480 SOUTH ARROWHEAD CANYON DRIVE,St George,UT,84790,Washington,60,2020-ALII-UT000515,(435) 256-8900,trsr.adm@meridiansenior.com,MS - AC SUNRIVER SENIOR LIVING LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000645,AL2,The Ridge Cottonwood,5600 SOUTH HIGHLAND DRIVE,Holladay,UT,84121,Salt Lake,138,2021-ALII-UT000645,(801) 947-7400,bginn@theridgefoothill.com,"ZBES 125281, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000770,AL2,The Ridge Foothill,2363 SOUTH FOOTHILL DRIVE,Salt Lake City,UT,84109,Salt Lake,162,2020-ALII-UT000770,(801) 466-1122,bginn@theridgefoothill.com,"2363 FOOTHILL, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000838,AL2,The Sheridan At South Jordan,10569 RIVER HEIGHTS DRIVE,South Jordan,UT,84095,Salt Lake,103,2021-ALII-UT000838,(385) 274-2000,wcline@seniorlifestyle.com,"CA SENIOR SOUTH JORDAN OPERATOR, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000712,AL2,The Villas At Baer Creek,770 SOUTH MAIN STREET,Kaysville,UT,84037,Davis,16,2021-ALII-UT000712,(385) 888-9063,cara@thevillasatbaercreek.com,BAER CREEK MANAGEMENT,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207353,AL2,The Wellington,4522 SOUTH 1300 EAST,Salt Lake City,UT,84117,Salt Lake,140,2021-ALII-UT207353,(801) 281-3477,kevinclem@mbk.com,"SSSHT OPCO 4522 S 1300 E, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000752,AL2,The Wentworth At Coventry Ii Senior Living,6898 SOUTH 2300 EAST,Salt Lake City,UT,84121,Salt Lake,32,2020-ALII-UT000752,(801) 943-5858,executivedirector@wentworthcoventry.com,"UTNV COVENTRY AT COTTONWOOD HEIGHTS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000134,AL2,The Wentworth At Coventry Iii Senior Living,6895 SOUTH WHITMORE WAY,Salt Lake City,UT,84121,Salt Lake,56,2020-ALII-UT000134,(801) 943-3909,executivedirector@wentworthcoventry.com,"UTNV WENTWORTH AT COTTONWOOD HEIGHTS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207354,AL2,The Wentworth At Draper,11631 SOUTH 700 EAST,Draper,UT,84020,Salt Lake,106,2021-ALII-UT207354,(801) 523-9393,executivedirector@wentworthatdraper.com,"UTNV DRAPER OPERATOR, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207242,AL2,The Wentworth At East Millcreek,1871 EAST 3300 SOUTH,Salt Lake City,UT,84106,Salt Lake,49,2021-ALII-UT207242,(801) 485-0123,executivedirector@wentwortheastmillcreek.com,"UTNV EAST MILLCREEK, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000562,AL2,The Wentworth At The Meadows Ii,950 SOUTH 400 EAST,St George,UT,84770,Washington,16,2021-ALII-UT000562,(435) 628-0090,executivedirector@meadowsstgeorge.com,"UTNV MEADOWS I, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000753,AL2,The Wentworth At The Meadows Iii Memory Care,333 EAST 1160 SOUTH,St George,UT,84770,Washington,48,2020-ALII-UT000753,(435) 628-2262,executivedirector@meadowsstgeorge.com,"UTNV MEADOWS II, LLC",,7/6/21,ASSISTED LIVING FACILITY
UT207358,AL2,The Wentworth At Willow Creek,8325 SOUTH HIGHLAND DRIVE,Sandy,UT,84093,Salt Lake,61,2021-ALII-UT207358,(801) 733-6363,executivedirector@wentworthwillowcreek.com,"UTNV WILLOW CREEK, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000549,AL2,Tradition Assisted Living,2938 SOUTH REDWOOD ROAD,West Valley City,UT,84119,Salt Lake,72,2020-ALII-UT000549,(801) 978-2424,sarah@traditionassistedliving.com,OQUIRRH MEADOWS INVESTMENT LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207338,AL2,"Truewood By Merrill, Bountiful",1150 SOUTH MAIN STREET,Bountiful,UT,84010,Davis,156,2021-ALII-UT207338,(801) 298-3241,gm.heritageplace@merrillgardens.com,"MG BOUNTIFUL SUBTENANT, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207357,AL2,"Truewood By Merrill, Cottonwood Heights",7235 SOUTH UNION PARK AVENUE,Cottonwood,UT,84047,Salt Lake,126,2021-ALII-UT207357,(801) 568-9909,gm.canyoncreek@merrillgardens.com,MG COTTONWOOD HEIGHTS SUBTENANT LLC,,7/6/21,ASSISTED LIVING FACILITY
UT000219,AL2,Welcome Home Assisted Living,633 EAST MEDICAL DRIVE,Bountiful,UT,84010,Davis,34,2020-ALII-76694,(801) 298-4969,whal633@gmail.com,"WELCOME HOME, INC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000879,AL2,Welcome Home Assisted Living American Fork,1889 WEST 930 NORTH,Pleasant Grove,UT,84062,Utah,50,2021-ALII-UT000879,(801) 899-2682,hollie@welcomehomeassistedlivingutah.com,BMJM INC.,,7/6/21,ASSISTED LIVING FACILITY
UT000906,AL2,Whisper Cove Assisted Living And Memory Care,725 SOUTH MAIN STREET,Kaysville,UT,84037,Davis,83,2020-ALII-UT000906,(801) 874-6464,nikkia@whispercoveassistedliving.com,WHISPER COVE ASSISTED LIVING CENTER OF KAYSVILLE L,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207299,AL1,Abbington Manor Al I,215 NORTH CENTER STREET,Lehi,UT,84043,Utah,31,2020-ALI-104079,(801) 768-3900,rwalker@theabbington.com,"LEHI ALOP, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207204,AL1,Alta Ridge - Holladay,1009 EAST MURRAY-HOLLADAY ROAD,Millcreek,UT,84117,Salt Lake,28,2020-ALI-UT207204,(801) 268-6342,megan@altaridgeassistedliving.com,"MRSC UT HOLLADAY MASTER TENANT, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207276,AL1,Apple Tree Assisted Living,565 NORTH 300 WEST,Kaysville,UT,84037,Davis,74,2020-ALI-485,(801) 546-5600,john@senis.com,APPLE TREE RETIREMENT LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207283,AL1,Beehive Home Of Layton,59 NORTH KING STREET,Layton,UT,84041,Davis,13,2021-ALI-74068,(801) 593-0338,beaglesk@hotmail.com nicolekeyes71@gmail.com,KEB SERVICES INC.,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207281,AL1,"Beehive Homes Of American Fork South, Building One",164 WEST 200 SOUTH,American Fork,UT,84003,Utah,16,2021-ALI-104825,(801) 855-0597,carrie.brown@welbrook.com,"TIMPANOGOS TERRACE ASSISTED LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207184,AL1,Beehive Homes Of Cedar City #1,332 SOUTH 400 EAST,Cedar City,UT,84720,Iron,13,2020-ALI-UT207184,(435) 867-8641,acarlile@beehivehomes.com,ALL SEASONS HEALTH SERVICES COMPANY,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207185,AL1,Beehive Homes Of Cedar City #2,330 SOUTH 400 EAST,Cedar City,UT,84720,Iron,13,2020-ALI-UT207185,(435) 867-8641,acarlile@beehivehomes.com,ALL SEASONS HEALTH SERVICES COMPANY,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207282,AL1,Beehive Homes Of Kanab,1364 SOUTH POWELL DRIVE,Kanab,UT,84741,Kane,9,2020-ALI-18383,(435) 644-8100,chad@beehivehomes.com,"CARE AGE PROPERTIES, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207305,AL1,Beehive Homes Of Logan,352 SOUTH 500 WEST,Logan,UT,84321,Cache,12,2019-ALI-UT207305,(435) 787-1484,tami@beehivehomes.com,"SUNSET SERVICES, INC.",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000122,AL1,Beehive Homes Of Maeser,940 NORTH 2335 WEST,Vernal,UT,84078,Uintah,16,2021-ALI-UT000122,(435) 789-6969,beehiveofvernal@gmail.com,"4 HALLS ENTERPRISES, INC.",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207186,AL1,Beehive Homes Of Magna,3346 SOUTH 8000 WEST,Magna,UT,84044,Salt Lake,16,2020-ALI-UT207186,(801) 250-0072,vmills@beehivehomes.com,"ALAMO ONE, INC.",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207191,AL1,Beehive Homes Of Richfield #1,540 NORTH 600 WEST,Richfield,UT,84701,Sevier,12,2021-ALI-UT207191,(435) 896-4536,beehiveofrichfield@gmail.com,"GOLDEN HORIZONS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207178,AL1,Beehive Homes Of Richfield #2,535 NORTH 600 WEST,Richfield,UT,84701,Sevier,10,2021-ALI-UT207178,(435) 896-1990,beehiveofrichfield@gmail.com,"GOLDEN HORIZONS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207304,AL1,Beehive Homes Of Roy,4965 SOUTH 3500 WEST,Roy,UT,84067,Weber,12,2021-ALI-UT207304,(385) 268-8909,lrivera@beehivehomes.com,"CARE-A-LOT HOMES, LLC",FOR PROFIT-PAR,7/6/21,ASSISTED LIVING FACILITY
