Facid,Mcare ID,Mcaid ID,Type,Name,Address,Address2,City,State,Zip,County,Beds,Certified Beds,Medicare Beds,Medicaid Beds,Dually Certified Beds,ICFID Beds,License Expires,License,Administrator,Telephone,Email,CCN,Parent Company,Type,License Issued
UT000477,,,MAMM,RIVERTON HOSPITAL MAMMOGRAPHY,3741 WEST 12600 SOUTH,,RIVERTON,UT,84065,SALT LAKE,2,0,0,0,0,0,7/31/22,2020-MAMM-101783,"MR BRETT PARKINSON, Administrator",(801) 507-7835,jen.leonce@imail.org,,"INTERMOUNTAIN HEALTHCARE, INC.",,7/28/11
UT000639,,,MAMM,"RIVERWOODS ADVANCED DIAGNOSTIC IMAGING, INC","3152 NORTH UNIVERSITY AVENUE, SUITE 100",,PROVO,UT,84604,UTAH,1,0,0,0,0,0,3/31/23,2021-MAMM-UT000639,"MR CONRAD GIBBY, Administrator",(801) 229-2002,riverwoodsimaging1@gmail.com / riverwoodsimaging2@yahoo.com,,"RIVERWOODS ADVANCED DIAGNOSTIC IMAGING, INC",,3/12/14
UT207411,,,MAMM,SALT LAKE CLINIC RADIOLOGY,389 SOUTH 900 EAST,,SALT LAKE CITY,UT,84102,SALT LAKE,1,0,0,0,0,0,12/31/22,2021-MAMM-32952,"DR JORDAN KIMBALL, Administrator",(385) 282-2205,Jordan.Kimball@imail.org / Stacy.CookJr@imail.org,,"INTERMOUNTAIN HEALTH CARE, INC",,1/1/93
UT207412,,,MAMM,SALT LAKE REGIONAL BREAST CARE CENTER,1050 EAST SOUTH TEMPLE,,SALT LAKE CITY,UT,84102,SALT LAKE,1,0,0,0,0,0,10/31/22,2020-MAMM-8138,"MR CLARK SEARLE, Administrator",(801) 350-4308,rebecca.lee2@steward.org,,STEWARD SALT LAKE REGIONAL BREAST CARE CENTER,,10/8/99
UT000401,,,MAMM,SAN JUAN HOSPITAL MAMMOGRAPHY,380 WEST 100 NORTH,,MONTICELLO,UT,84535,SAN JUAN,1,0,0,0,0,0,2/28/21,2019-MAMM-94216,"MR MATTHEW MCNAIRY, Administrator",(435) 587-2116,jyoung@sjhsd.org,,SAN JUAN HEALTH SERVICES DISTRICT,,2/4/10
UT000423,,,MAMM,SANPETE VALLEY HOSPITAL MAMMOGRAPHY,1100 SOUTH MEDICAL DRIVE,,MOUNT PLEASANT,UT,84647,SANPETE,1,0,0,0,0,0,9/30/21,2019-MAMM-97008,"MR MATTHEW MCNAIRY, Administrator",(435) 462-4182,brian.osborne@imail.org,,"IHC HEALTH SERVICES, INC.",,7/15/10
UT207414,,,MAMM,SEVIER VALLEY HOSPITAL MAMMOGRAPHY,1000 NORTH MAIN STREET,,RICHFIELD,UT,84701,SEVIER,1,0,0,0,0,0,12/31/22,2021-MAMM-8121,"MR DANIEL GOOLD, Administrator",(435) 893-0261,dannygoold@gmail.com,,"INTERMOUNTAIN HEALTHCARE SERVICES, INC.",,12/31/92
UT000510,,,MAMM,SOUTH JORDAN HEALTH CENTER - MAMMOGRAPHY CLINIC,5126 DAYBREAK PARKWAY,,SOUTH JORDAN,UT,84095,SALT LAKE,1,0,0,0,0,0,1/31/23,2021-MAMM-104871,"MS PHOEBE FREER, Administrator",(801) 213-5131,shelley.conkey@hsc.utah.edu,,UNIVERSITY OF UTAH,,1/30/12
UT00977,,,MAMM,SPANISH FORK HOSPITAL MAMMOGRAPHY,765 EAST MARKET PLACE DRIVE,,SPANISH FORK,UT,84660,UTAH,1,0,0,0,0,0,9/30/21,2021-MAMM-UT00977,"DR MATTHEW MCNAIRY, Administrator",(385) 344-5822,contactmarc@imail.org,,"INTERMOUNTAIN HEALTHCARE, INC.",,3/30/21
UT207415,,,MAMM,ST MARK'S HOSPITAL WOMEN'S DIAGNOSTIC CENTER,1140 EAST 3900 SOUTH,,SALT LAKE CITY,UT,84124,SALT LAKE,3,0,0,0,0,0,12/31/22,2021-MAMM-8136,"MS KATHRYN EVERTON, Administrator",(801) 743-6501,kay.gallegos@mountainstarhealth.com,,NORTHERN UTAH HEALTHCARE CORPORATION,,1/1/02
UT207416,,,MAMM,TIMPANOGOS REGIONAL HOSPITAL MAMMOGRAPHY,750 WEST 800 NORTH,,OREM,UT,84057,UTAH,1,0,0,0,0,0,12/31/20,2019-MAMM-17518,"KENT GLEDHILL, Administrator",(801) 714-6526,amy.dalton@mountainstarhealth.com,,"TIMPANOGOS REGIONAL MEDICAL SERVICES, INC.",,1/1/01
UT207417,,,MAMM,UINTAH BASIN MEDICAL CENTER/WOMEN'S HEALTH CENTER,250 WEST 300 NORTH,,ROOSEVELT,UT,84066,DUCHESNE,1,0,0,0,0,0,2/28/23,2021-MAMM-10975,"DR SEAN PAULSEN, Administrator",(435) 725-2081,spaulsen@ubmc.org,,"UINTAH BASIN MEDICAL CENTER, INC.",,2/8/93
UT000824,,,MAMM,UNR BEAR RIVER HOSPITAL,905 NORTH 1000 WEST,,TREMONTON,UT,84337,BOX ELDER,1,0,0,0,0,0,8/31/22,2020--UT000824,"DR JASON GINOS, Administrator",(435) 207-4555,laurie.anderson@imail.org,,"IHC HEALTH SERVICES, INC.",,8/11/17
UT000684,,,MAMM,UTAH NAVAJO HEALTH SYSTEM,1478 EAST HWY 262,,MONTEZUMA CREEK,UT,84534,SAN JUAN,1,0,0,0,0,0,3/31/22,2020-MAMM-UT000684,"MR CONRAD GIBBY, Administrator",(435) 651-3751,kbandis@unhsinc.org,,"UTAH NAVAJO HEALTH SYSTEMS, INC.",,3/24/15
UT207418,,,MAMM,UTAH VALLEY REGIONAL MEDICAL CENTER MAMMOGRAPHY,1034 NORTH 500 WEST,,PROVO,UT,84604,UTAH,2,0,0,0,0,0,6/30/21,2019-MAMM-4309,"MR MATTHEW MCNAIRY, Administrator",(801) 357-3165,jacqueline.kuhni@imail.org,,INTERMOUNTAIN HEALTH CARE,,7/1/02
UT46G020,46G020,4.74E+11,ICF/IID,HIDDEN HOLLOW CARE CENTER,261 WEST 2000 SOUTH,,OREM,UT,84058,UTAH,35,35,0,0,0,35,7/26/21,2021-NCF-UT46G020,"MS LAETITIA ODUNZE, Administrator",(801) 225-2145,adminhhcc@ddmsut.com,46G020,"DDMS OF UTAH NO. 2, LLC",STATE,3/4/98
UT46G005,46G005,8.70E+11,ICF/IID,HILLCREST CARE CENTER,348 EAST 8000 SOUTH,,SANDY,UT,84070,SALT LAKE,53,53,0,0,0,0,7/31/22,2020-NCF-478,"MR BRIAN Heugly, Administrator",(801) 566-4191,bheugly@comcast.net,46G005,"HILLCREST CARE CENTER, INC.",PRIVATE-PROPRI,8/1/90
UT46G007,46G007,4.74E+11,ICF/IID,LINDON CARE AND TRAINING CENTER,680 NORTH STATE STREET,,LINDON,UT,84042,UTAH,48,48,0,0,0,0,11/30/22,2020-NCF-UT46G007,"MS DEANNA LUNDY, Administrator",(801) 785-2179,adminlctc@ddmsut.com,46G007,"DDMS OF UTAH NO. 2, LLC",STATE,10/1/97
UT46G014,46G014,8.70E+11,ICF/IID,MEDALLION MANOR,1701 WEST 600 SOUTH,,PROVO,UT,84601,UTAH,41,41,0,0,0,0,7/31/22,2020-NCF-69,"MR MERLIN MOYES, Administrator",(801) 375-2710,merlinm@medallionmanor.com,46G014,"MEDALLION MANOR, INC",PRIVATE-PROPRI,3/15/81
UT000129,46G023,8.70E+11,ICF/IID,MEDALLION SUPPORTED LIVING,651 EAST 200 SOUTH,,LEHI,UT,84043,UTAH,15,15,0,0,0,15,10/31/21,2019-SHCF-63658,"MR MERLIN MOYES, Administrator",(801) 768-0471,merlinm@medallionmanor.com,46G023,"MEDALLION MANOR, INC",PRIVATE-PROPRI,10/20/04
UT000457,46G001,8.70E+11,ICF/IID,MEDALLION SUPPORTED LIVING - PAYSON,2192 WEST STATE ROAD,,PAYSON,UT,84651,UTAH,16,16,0,0,0,16,3/31/22,2020-SHCF-100069,"MR AARON EMORY, Administrator",(801) 465-8414,merlinm@medallionmanor.com,46G001,"MEDALLION MANOR, INC.",OTHER,3/9/11
UT000620,46G024,8.70E+11,ICF/IID,MEDALLION SUPPORTED LIVING-SPRINGVILLE,469 NORTH MAIN STREET,,SPRINGVILLE,UT,84663,UTAH,16,16,0,0,0,16,11/30/22,2020-SHCF-UT000620,"MR KIRT KOHLER, Administrator",(801) 491-2208,merlinmoyes@gmail.com,46G024,"MEDALLION MANOR, INC.",PRIVATE-PROPRI,11/26/13
UT46G006,46G006,8.70E+11,ICF/IID,"MESA VISTA, INC",394 WEST 400 NORTH,,OREM,UT,84057,UTAH,50,50,0,0,0,0,3/31/23,2021-NCF-551,"MS KAREN ROOT, Administrator",(801) 225-9292,kar@mesavistainc.com,46G006,"MESA VISTA, INC",PRIVATE-PROPRI,3/25/92
UT46G019,46G019,4.74E+11,ICF/IID,NORTH SIDE CENTER,340 NORTH 100 WEST,,BOUNTIFUL,UT,84010,DAVIS,12,12,0,0,0,12,11/30/22,2020-SHCF-UT46G019,"MS STACIE JACOBSON, Administrator",(801) 292-6797,adminnsc@ddmsut.com,46G019,"DDMS OF UTAH, LLC NO. 2",STATE,10/1/97
UT46G022,46G022,4.74E+11,ICF/IID,PROVO CARE CENTER,256 EAST CENTER STREET,,PROVO,UT,84606,UTAH,35,35,0,0,0,35,11/30/22,2020-NCF-UT46G022,"MS MISTI BUCK, Administrator",(801) 373-8771,adminpcc@ddmsut.com,46G022,"DDMS OF UTAH, LLC NO. 2",STATE,4/1/93
UT46G010,46G010,8.70E+11,ICF/IID,TOPHAMS TINY TOTS CARE CENTER,247 NORTH 100 EAST,,OREM,UT,84057,UTAH,41,41,0,0,0,0,10/31/22,2020-NCF-88,"MS CHRISTINE MASON, Administrator",(801) 225-0323,christine@tophamscarecenter.com,46G010,"TOPHAM'S TINY TOTS CARE CENTER, INC.",PRIVATE-PROPRI,3/15/81
UT46G009,46G009,8.76E+11,ICF/IID,UTAH STATE DEVELOPMENTAL CENTER,895 NORTH 900 EAST,,AMERICAN FORK,UT,84003,UTAH,260,260,0,0,0,260,8/31/22,2020-NCF-95,"DR FRANK REES, Administrator",(801) 763-4000,frankrees@utah.gov,46G009,STATE OF UTAH,STATE,3/15/81
UT46G011,46G011,7.43E+11,ICF/IID,WEST JORDAN CARE CENTER,3350 WEST 7800 SOUTH,,WEST JORDAN,UT,84088,SALT LAKE,82,82,0,0,0,82,7/31/22,2020-NCF-470,"MS HEATHER MILLER, Administrator",(801) 282-0686,westjordan.administrator@missionhealthservices.org,46G011,"MISSION HEALTH SERVICES, INC.",PRIVATE NON-PR,8/1/90
UT46G017,46G017,4.74E+11,ICF/IID,WEST SIDE CENTER,4028 SOUTH 4800 WEST,,WEST VALLEY CITY,UT,84120,SALT LAKE,16,16,0,0,0,16,11/30/22,2020-SHCF-UT46G017,"MS STACIE JACOBSON, Administrator",(801) 968-8122,adminwsc@ddmsut.com,46G017,"DDMS OF UTAH, LLC NO. 2",STATE,1/1/90
UT46G012,46G012,8.15E+11,ICF/IID,WIDE HORIZONS INTERMEDIATE CARE FACILITY,910 MONROE BOULEVARD,,OGDEN,UT,84404,WEBER,65,65,0,0,0,0,6/30/22,2020-NCF-UT46G012,"MR LUKE ISAAC, Administrator",(801) 399-5876,FAC_77000-ED@ensignservices.net lisaac@ensignservices.net,46G012,"NORTH PARKWAY HEALTH CARE, INC",PRIVATE-PROPRI,7/1/87
UT000144,461545,,HOSPICE,A-PLUS HOSPICE,1443 NORTH 1200 WEST,,OREM,UT,84057,UTAH,0,0,0,0,0,0,5/31/22,2020-HOSPICE-UT000144,"MR DANIEL AVERY, Administrator",(801) 225-0990,dannya@aplushhh.com,461545,"EZRA HEALTHCARE, LLC",PROPRIETARY PA,3/10/05
UT000650,461617,,HOSPICE,ABILITY HOSPICE,"14572 SOUTH 790 WEST, SUITE 201B",,BLUFFDALE,UT,84065,SALT LAKE,0,0,0,0,0,0,7/19/21,2021-HOSPICE-UT000650,"MR EDWARD FECHSER, Administrator",(801) 310-4604,edfechser@gmail.com,461617,"SEE HEALTHCARE, LLC",,6/19/14
UT000743,461618,,HOSPICE,ACTIVE HOSPICE,"9138 SOUTH STATE STREET, SUITE 102",,SANDY,UT,84070,SALT LAKE,0,0,0,0,0,0,4/30/21,2019-HOSPICE-UT000743,"MR MICHAEL NIELSON, Administrator",(801) 438-6285,michaeln@activehhh.com,461618,,,4/18/16
UT000858,461625,,HOSPICE,ADVANCED HOSPICE OF ST GEORGE,1934 EAST RIVERSIDE DRIVE,,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,8/31/21,2019-HOSPICE-UT000858,"MS KALI CHURCH, Administrator",(435) 522-2200,kchurch@ahc.us,461625,"AHC HOME HEALTH OF ST. GEORGE, LLC",PROPRIETARY-CO,8/21/18
UT000444,461583,,HOSPICE,"AFI HOSPICE, LLC","1133 NORTH MAIN STREET, SUITE 300",,LAYTON,UT,84041,DAVIS,0,0,0,0,0,0,1/31/22,2020-HOSPICE-98882,"MR JARED ANDERSEN, Administrator",(801) 546-7417,afiintake@gmail.com,461583,"AFI HOSPICE, LLC",PROPRIETARY-CO,1/10/11
UT000872,,,HOSPICE,AIM HOSPICE,3818 WEST 5400 SOUTH,,TAYLORSVILLE,UT,84129,SALT LAKE,0,0,0,0,0,0,1/31/22,2020-HOSPICE-UT000872,"MR KEVIN SAUNDERS, Administrator",(801) 828-6174,saunderskev2@gmail.com,,"AIM HEALTH MANAGEMENT, LLC",,1/3/19
UT000485,461596,,HOSPICE,ALPHA HOMECARE HOSPICE INC,"230 NORTH 1680 EAST, SUITE E-1",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,9/30/22,2021-HOSPICE-102444,"MS DOROTHY JENKINS, Administrator",(435) 628-2500,alphahhhaaron@gmail.com,461596,ALPHA HOMECARE HOSPICE INC,PROPRIETARY-CO,9/12/11
UT000255,461568,,HOSPICE,ALPHA OMEGA HOSPICE LLC,257 SOUTH OREM BOULEVARD,,OREM,UT,84058,UTAH,0,0,0,0,0,0,4/30/22,2020-HOSPICE-79509,"MR AARON JENKINS, Administrator",(801) 225-1080,alphahhhaaron@gmail.com,461568,ALPHA OMEGA HOSPICE LLC,PROPRIETARY-OT,4/11/07
UT000557,461599,,HOSPICE,ANGELS CROSSING HOME HOSPICE,"2480 SOUTH MAIN STREET, SUITE 200",,SALT LAKE CITY,UT,84115,SALT LAKE,0,0,0,0,0,0,11/30/21,2021-HOSPICE-UT000557,"MS KELLY ANDERSON, Administrator",(385) 292-3456,kanderson@angelscrossinghh.com,461599,MAILE S. TAVAKE,PROPRIETARY-CO,11/15/12
UT585418,461524,8.61E+11,HOSPICE,APPLEGATE HOSPICE,"1492 EAST RIDGELINE DRIVE, SUITE 1",,OGDEN,UT,84405,WEBER,0,0,0,0,0,0,5/31/22,2020-HOSPICE-34175,"MR WES HANSEN, Administrator",(801) 394-3250,wesh@applegatehomecare.com,461524,"DAYWEST INVESTMENTS, LLC",PROPRIETARY-OT,5/20/02
UT000098,461534,,HOSPICE,APPLEGATE HOSPICE,"1490 EAST FOREMASTER DRIVE, SUITE 340",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,5/31/22,2020-HOSPICE-34175,"MR WES HANSEN, Administrator",(435) 628-1569,wesh@applegatehomecare.com,461534,"DAYWEST INVESTMENTS, LLC",PROPRIETARY-OT,6/1/04
UT000715,461619,,HOSPICE,ASHBY HOSPICE LLC,"11576 SOUTH STATE STREET, SUITE 1202B",,DRAPER,UT,84020,SALT LAKE,0,0,0,0,0,0,10/31/22,2020-HOSPICE-UT000715,"MR SHAWN VIERRA, Administrator",(801) 478-2521,svierra@ashbyhomehealth.com,461619,ASHBY HOSPICE HOLDINGS LLC,PROPRIETARY-CO,10/19/15
UT000771,461621,,HOSPICE,ASPEN RIDGE HOSPICE,"151 EAST 5600 SOUTH, SUITE 106",,MURRAY,UT,84107,SALT LAKE,0,0,0,0,0,0,10/31/21,2020-HOSPICE-UT000771,"MR THOMAS FRASURE, Administrator",(801) 713-3248,tfrasure@ahc.us,461621,"AHC HOME HEALTH CARE OF MURRAY, LLC",PROPRIETARY-OT,10/12/16
UT000379,461580,,HOSPICE,"ASPIRE HOSPICE CARE, INC","1020 WEST ATHERTON DRIVE, SUITE 220",,TAYLORSVILLE,UT,84123,SALT LAKE,0,0,0,0,0,0,8/31/22,2020-HOSPICE-91110,"MS KRIS CARTER, Administrator",(801) 292-0296,kcarter@aspireutah.com,461580,"ASPIRE HOSPICE CARE, INC.",PROPRIETARY-CO,8/27/09
UT252083,461530,,HOSPICE,AT HOME HOSPICE,45 NORTH 100 WEST,,SALINA,UT,84654,SEVIER,0,0,0,0,0,0,8/31/22,2020-HOSPICE-49553,"MS VICKI GURNEY, Administrator",(435) 529-3233,vickigurney@rocketmail.com,461530,"AT HOME HEALTH CARE SERVICES, INC",PROPRIETARY-CO,8/28/03
UT000105,461535,7.71E+11,HOSPICE,ATLAS HOSPICE,"880 HERITAGE PARK BLVD, SUITE 200",,LAYTON,UT,84041,DAVIS,0,0,0,0,0,0,9/30/22,2020-HOSPICE-UT000105,"MS ERICA BAUER, Administrator",(801) 771-9099,erica@atlashomecareandhospice.com,461535,"LEGACY HEALTHCARE, INC.",PROPRIETARY-CO,2/19/04
UT000138,461544,8.70E+11,HOSPICE,BEAVER VALLEY HOSPICE,"1109 NORTH 100 WEST, SUITE 102",,BEAVER,UT,84713,BEAVER,0,0,0,0,0,0,10/31/21,2019-HOSPICE-63766,"MR SCOTT LANGFORD, Administrator",(435) 438-5481,sal@beaverhospital.net,461544,BEAVER CITY CORPORATION,COMBINATION-GO,10/22/04
UT000216,461562,,HOSPICE,BRIO HOSPICE,"375 NORTH MAIN ST, SUITE 105",,KAYSVILLE,UT,84037,DAVIS,0,0,0,0,0,0,5/31/22,2020-HOSPICE-UT000216,"MS AUSTIN EVERLEY, Administrator",(801) 649-5566,austin@brioutah.com,461562,B&T LEGACY MANAGEMENT LLC,PROPRIETARY-CO,7/27/06
UT000235,461566,,HOSPICE,"BRISTOL HOSPICE - UTAH, LLC","1638 NORTH WASHINGTON BLVD, SUITE 102",,OGDEN,UT,84404,WEBER,0,0,0,0,0,0,12/31/21,2020-HOSPICE-78013,"MS VALERIE ACKLEY, Administrator",(801) 737-2633,valerie.ackley@bristolhospice.com,461566,"BRISTOL HOSPICE - UTAH, LLC",PROPRIETARY-CO,12/12/06
UT000508,461595,,HOSPICE,"BRISTOL HOSPICE-UTAH II, LLC","1106 EAST 6600 SOUTH, SUITE 100",,MURRAY,UT,84121,SALT LAKE,0,0,0,0,0,0,1/31/23,2021-HOSPICE-104512,"MS VALERIE ACKLEY, Administrator",(801) 930-5266,valerie.ackley@bristolhospice.com,461595,"BRISTOL HOSPICE, LLC",,1/10/12
UT000561,461600,,HOSPICE,CANYON HOSPICE,"450 SOUTH 900 EAST, SUITE 100",,SALT LAKE CITY,UT,84102,SALT LAKE,0,0,0,0,0,0,12/31/21,2020-HOSPICE-UT000561,"MR KENNETH NORRIS, Administrator",(385) 297-9500,admin@canyonhc.com,461600,HOME CAREGIVERS PARTNERSHIP LLC,PROPRIETARY-CO,12/31/12
UT000591,461603,,HOSPICE,CANYON HOSPICE OF SOUTHERN UTAH,1240 EAST 100 SOUTH BUILDING 22 SUITE 119,,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,6/30/22,2020-HOSPICE-UT000591,"MR RICHARD DANIELS, Administrator",(435) 773-6600,admin@canyonhc.com,461603,"HOME CAREGIVERS PARTNERSHIP, LLC",PROPRIETARY PA,6/24/13
UT000213,461564,,HOSPICE,CAREGIVER SUPPORT NETWORK HOSPICE,570 NORTH MAIN STREET,,KAYSVILLE,UT,84037,DAVIS,0,0,0,0,0,0,9/30/21,2019-HOSPICE-76930,"MS JOLEEN HUBER, Administrator",(801) 547-0060,jhuber@caregiversupportnetwork.com,461564,"CAREGIVER SUPPORT NETWORK, INC.",PROPRIETARY-CO,9/7/06
UT761506,461526,8.70E+11,HOSPICE,CENTRAL VALLEY HOSPICE,152 WEST 1500 NORTH,,NEPHI,UT,84648,JUAB,0,0,0,0,0,0,2/28/22,2020-HOSPICE-43854,"MR MARK STODDARD, Administrator",(435) 623-3050,mstoddard@cvmed.net,461526,CENTRAL VALLEY MEDICAL CENTER,PROPRIETARY-OT,2/24/03
UT000131,461542,,HOSPICE,"CHARTER HEALTHCARE OF WEST JORDAN, LLC","6671 SOUTH REDWOOD ROAD, SUITE 101",,WEST JORDAN,UT,84084,SALT LAKE,0,0,0,0,0,0,11/30/21,2021-HOSPICE-UT000131,"MR LEE VASIC, Administrator",(801) 261-9490,lee@heartwood.net,461542,"HEARTWOOD HOME HEALTH & HOSPICE, LLC",,9/15/04
UT461500,461500,8.70E+11,HOSPICE,CNS COMMUNITY HOSPICE,"2830 SOUTH REDWOOD ROAD, SUITE A",,WEST VALLEY CITY,UT,84119,SALT LAKE,0,0,0,0,0,0,12/31/22,2021-HOSPICE-416,"MR BRENT JONES, Administrator",(801) 233-6100,brent.jones@cns-cares.org,461500,"COMMUNITY NURSING SERVICE, INC.",OTHER,11/28/89
UT000183,461557,,HOSPICE,CNS COMMUNITY HOSPICE - PRICE,480 SOUTH CARBON AVENUE,,PRICE,UT,84501,CARBON,0,0,0,0,0,0,11/30/22,2020-HOSPICE-72301,"MS CHARITY KIAHTIPES, Administrator",(435) 613-8887,charity.kiahtipes@cns-cares.org,461557,COMMUNITY NURSING SERVICES,PROPRIETARY-CO,11/10/05
UT000154,461553,,HOSPICE,CNS COMMUNITY HOSPICE - PROVIDENCE,"221 NORTH GATEWAY DRIVE, SUITE G",,PROVIDENCE,UT,84332,CACHE,0,0,0,0,0,0,6/30/22,2020-HOSPICE-69017,"MR CODY JOHNSON, Administrator",(435) 752-3355,cody.johnson@cns-cares.org,461553,"COMMUNITY NURSING SERVICES, INC.",PROPRIETARY-CO,6/27/05
UT000396,461584,,HOSPICE,CNS COMMUNITY HOSPICE - ST GEORGE,"720 SOUTH RIVER ROAD, SUITE E101",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,1/31/23,2021-HOSPICE-93543,"MS KARRIE NIELSON, Administrator",(435) 652-9077,karrie.nielson@cns-cares.org,461584,COMMUNITY NURSING SERVICES,VOL. NON PROFI,1/7/10
UT000493,461608,,HOSPICE,DESERET HOSPICE,1795 SOUTH CHELEMES WAY,,CLEARFIELD,UT,84015,DAVIS,0,0,0,0,0,0,11/30/22,2020-HOSPICE-103847,"MR DEVEN PETTIT, Administrator",(801) 546-4368,dpettit@cascadespringshh.com,461608,CASCADE SPRINGS HOME HEALTH & HOSPICE,PROPRIETARY-CO,11/23/11
UT000282,461601,,HOSPICE,DIGNITY HOSPICE OF UTAH,174 SOUTH 1100 EAST,,AMERICAN FORK,UT,84003,UTAH,0,0,0,0,0,0,3/31/23,2021-HOSPICE-105452,"MR JON MATHER, Administrator",(801) 492-4892,jmather@dignitycareutah.com,461601,"DIGNITY HOSPICE OF UTAH, LLC",PROPRIETARY-OT,9/1/07
UT000460,461589,,HOSPICE,DIXIE HOSPICE CARE,"352 EAST RIVERSIDE DRIVE, SUITE B3B",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,3/31/22,2020-HOSPICE-100298,"MS VANESSA BARBEN, Administrator",(435) 627-2724,vanessa@dixiecare.com,461589,"DIXIE HOSPICE CARE, LLC",PROPRIETARY-CO,3/23/11
UT000961,,,HOSPICE,"ELEVATE HOSPICE, LLC",88 EAST 100 SOUTH,,PRICE,UT,84501,CARBON,0,0,0,0,0,0,6/18/21,2020-HOSPICE-UT000961,"MR DAVID FUNK, Administrator",(435) 637-1250,davidfunk4@gmail.com,,,,12/18/20
UT000644,461609,,HOSPICE,ELEVATION HOSPICE OF UTAH LLC,"11693 SOUTH 700 EAST, SUITE 200",,DRAPER,UT,84020,SALT LAKE,0,0,0,0,0,0,11/30/21,2021-HOSPICE-UT000644,"MR JOSHUA SIMPSON, Administrator",(801) 610-1868,administrationelevation@sagehospice.org,461609,"ELEVATION HOSPICE OF UTAH, LLC",PROPRIETARY-CO,4/25/14
UT000886,461629,,HOSPICE,EMBRACE HOSPICE,"415 SOUTH MEDICAL DRIVE, SUITE A101",,BOUNTIFUL,UT,84010,DAVIS,0,0,0,0,0,0,2/28/22,2020-HOSPICE-UT000886,"MR MARK HYMAS, Administrator",(801) 797-1402,mark@tendercarehospice.com,461629,"HOME HEALTH PARTNER SERVICES, LLC",,2/1/19
UT482638,461528,4.53E+11,HOSPICE,ENCOMPASS HEALTH HOSPICE,990 WEST BELLWOOD LANE,,MURRAY,UT,84123,SALT LAKE,0,0,0,0,0,0,11/30/22,2020-HOSPICE-103577,"MS TAMARA WINWARD, Administrator",(801) 747-5500,tamara.winward@encompasshealth.com,461528,"ENCOMPASS HOSPICE OF THE WEST, LLC",VOL. NON PROFI,5/19/03
UT461522,461522,4.53E+11,HOSPICE,ENCOMPASS HEALTH HOSPICE OF SOUTHERN UTAH,"515 SOUTH 300 EAST, SUITE 109",,ST GEORGE,UT,84770,WASHINGTON,0,0,0,0,0,0,8/31/22,2020-HOSPICE-UT461522,"MS TAMARA WINWARD, Administrator",(435) 634-9300,licensing@encompasshealth.com,461522,"ENCOMPASS HOME HEALTH OF THE WEST, LLC",PROPRIETARY-CO,3/23/99
UT000268,461573,,HOSPICE,ENVISION HOSPICE,"9140 SOUTH STATE STREET, SUITE 101",,SANDY,UT,84070,SALT LAKE,0,0,0,0,0,0,6/30/22,2020-HOSPICE-80460,"MS CINDY NEWMAN, Administrator",(801) 359-7600,cindy.newman@envhh.com,461573,"ENVISION HOME HEALTH, LLC",PROPRIETARY-CO,6/7/07
UT000569,461616,,HOSPICE,EVEREST HOSPICE LLC,"845 SOUTH MAIN STREET, SUITE 7A",,BOUNTIFUL,UT,84010,DAVIS,0,0,0,0,0,0,3/31/22,2020-HOSPICE-UT000569,"MS LINDA MURRAY, Administrator",(801) 298-0903,info@everesthhh.com,461616,EVEREST HOME HEALTH AND HOSPICE LLC,PROPRIETARY-CO,7/18/13
UT000947,,,HOSPICE,"FAMILY CARE HOME HOSPICE UT, LLC","169 WEST 2710 SOUTH CIRCLE, SUITE 202-A",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,10/31/21,2021-HOSPICE-UT000947,"MS NATACHA VANHORN, Administrator",(435) 703-6213,natachav@familycarehha.com,,"FAMILY CARE HOME HEALTH AND HOSPICE UT, LLC",PROPRIETARY-OT,10/21/20
UT000160,461549,,HOSPICE,FIRST CHOICE HOSPICE,"560 WEST 800 NORTH, #204",,OREM,UT,84057,UTAH,0,0,0,0,0,0,4/30/22,2020-HOSPICE-67294,"SPENCER STAPLES, Administrator",(801) 434-4100,sstaples@fchhh.com,461549,"FIRST CHOICE HOME HEALTH & HOSPICE SPECIALIST, INC",PROPRIETARY-IN,4/8/05
UT000189,461560,,HOSPICE,GOOD SHEPHERD HOSPICE - VERNAL,"1680 WEST HWY 40, #104",,VERNAL,UT,84078,UINTAH,0,0,0,0,0,0,12/31/22,2021-HOSPICE-72883,"MR NATHAN LEFEVOR, Administrator",(801) 277-6474,nlefevor@goodshepherdhc.com,461560,GOOD SHEPHERD HOME CARE & HOSPICE OF EASTERN UTAH,PROPRIETARY-CO,12/8/05
UT461518,461518,8.71E+11,HOSPICE,GRAND COUNTY HOSPICE,450 WEST WILLIAMS WAY,,MOAB,UT,84532,GRAND,0,0,0,0,0,0,4/30/22,2020-HOSPICE-926,"MS JENNIFER SADOFF, Administrator",(435) 719-3772,jennifers@mrhmoab.org,461518,"MOAB VALLEY HEALTH CARE, INC.",GOVERNMENT-COU,4/10/98
