County,State,FIPS Code,Formatted FIPS,Estimated percent of all people that are living in poverty as of
Union,PA,42119,42119,11.82
Venango,PA,42121,42121,12.87
Warren,PA,42123,42123,12.63
Washington,PA,42125,42125,9.23
Wayne,PA,42127,42127,11.44
Westmoreland,PA,42129,42129,10.01
Wyoming,PA,42131,42131,10.42
York,PA,42133,42133,9.62
Bristol,RI,44001,44001,7.45
Kent,RI,44003,44003,7.6
Newport,RI,44005,44005,8.74
Providence,RI,44007,44007,15.23
Washington,RI,44009,44009,8.62
Abbeville,SC,45001,45001,18.72
Aiken,SC,45003,45003,14.94
Allendale,SC,45005,45005,25.01
Anderson,SC,45007,45007,14.58
Bamberg,SC,45009,45009,23.37
Barnwell,SC,45011,45011,28.14
Beaufort,SC,45013,45013,10.22
Berkeley,SC,45015,45015,11.89
Calhoun,SC,45017,45017,20.76
Charleston,SC,45019,45019,13.74
Cherokee,SC,45021,45021,19.36
Chester,SC,45023,45023,19.64
Chesterfield,SC,45025,45025,20.65
Clarendon,SC,45027,45027,22.93
Colleton,SC,45029,45029,21.76
Darlington,SC,45031,45031,20
Dillon,SC,45033,45033,32.59
Dorchester,SC,45035,45035,12.1
Edgefield,SC,45037,45037,16.19
Fairfield,SC,45039,45039,20.87
Florence,SC,45041,45041,18.41
Georgetown,SC,45043,45043,17.88
Greenville,SC,45045,45045,11.46
Greenwood,SC,45047,45047,20.77
Hampton,SC,45049,45049,20.47
Horry,SC,45051,45051,15.01
Jasper,SC,45053,45053,17.74
Kershaw,SC,45055,45055,14.94
Lancaster,SC,45057,45057,13.43
Laurens,SC,45059,45059,20.32
Lee,SC,45061,45061,25.03
Lexington,SC,45063,45063,12.54
McCormick,SC,45065,45065,15.41
Marion,SC,45067,45067,22.69
Marlboro,SC,45069,45069,26.37
Newberry,SC,45071,45071,17.65
Oconee,SC,45073,45073,17.52
Orangeburg,SC,45075,45075,23.64
Pickens,SC,45077,45077,16.62
Richland,SC,45079,45079,16.24
Saluda,SC,45081,45081,15.09
Spartanburg,SC,45083,45083,14.04
Sumter,SC,45085,45085,18.72
Union,SC,45087,45087,21.61
Williamsburg,SC,45089,45089,26.37
York,SC,45091,45091,10.47
Aurora,SD,46003,46003,5.35
Beadle,SD,46005,46005,16.16
Bennett,SD,46007,46007,35.93
Bon Homme,SD,46009,46009,10.68
Brookings,SD,46011,46011,14.67
Brown,SD,46013,46013,10.45
Brule,SD,46015,46015,13.45
Buffalo,SD,46017,46017,39.66
Butte,SD,46019,46019,11.43
Campbell,SD,46021,46021,4
Charles Mix,SD,46023,46023,18.99
Clark,SD,46025,46025,9.04
Clay,SD,46027,46027,22.43
Codington,SD,46029,46029,12.87
Corson,SD,46031,46031,44.77
Custer,SD,46033,46033,13.8
Davison,SD,46035,46035,14.2
Day,SD,46037,46037,16.73
Deuel,SD,46039,46039,8.73
Dewey,SD,46041,46041,31.29
Douglas,SD,46043,46043,6.31
Edmunds,SD,46045,46045,4.68
Fall River,SD,46047,46047,13.96
Faulk,SD,46049,46049,14.75
Grant,SD,46051,46051,9.12
Gregory,SD,46053,46053,14.34
Haakon,SD,46055,46055,12.18
Hamlin,SD,46057,46057,5.68
Hand,SD,46059,46059,8.21
Hanson,SD,46061,46061,7.66
Harding,SD,46063,46063,7.12
Hughes,SD,46065,46065,11.25
Hutchinson,SD,46067,46067,9.57
Hyde,SD,46069,46069,10.55
Jackson,SD,46071,46071,45.39
Jerauld,SD,46073,46073,7.95
Jones,SD,46075,46075,12.36
Kingsbury,SD,46077,46077,8.18
Lake,SD,46079,46079,12.74
Lawrence,SD,46081,46081,12.69
Lincoln,SD,46083,46083,4.1
Lyman,SD,46085,46085,20.51
McCook,SD,46087,46087,9.67
McPherson,SD,46089,46089,13.84
Marshall,SD,46091,46091,8.48
Meade,SD,46093,46093,6.87
Mellette,SD,46095,46095,52.81
Miner,SD,46097,46097,6.82
Minnehaha,SD,46099,46099,9.96
Moody,SD,46101,46101,11.42
Pennington,SD,46103,46103,13.75
Perkins,SD,46105,46105,9.18
Potter,SD,46107,46107,7.51
Roberts,SD,46109,46109,20.11
Sanborn,SD,46111,46111,8.82
Shannon,SD,46113,46113,46.17
Spink,SD,46115,46115,9.89
Stanley,SD,46117,46117,4.66
Sully,SD,46119,46119,7.95
Todd,SD,46121,46121,55.45
Tripp,SD,46123,46123,19.5
Turner,SD,46125,46125,10.91
Union,SD,46127,46127,8.56
Walworth,SD,46129,46129,9.72
Yankton,SD,46135,46135,11.12
Ziebach,SD,46137,46137,42.51
Anderson,TN,47001,47001,16.74
Bedford,TN,47003,47003,14.3
Benton,TN,47005,47005,19.52
Bledsoe,TN,47007,47007,23.25
Blount,TN,47009,47009,11.1
Bradley,TN,47011,47011,16.01
Campbell,TN,47013,47013,21
Cannon,TN,47015,47015,15.84
Carroll,TN,47017,47017,18.58
Carter,TN,47019,47019,22.09
Cheatham,TN,47021,47021,10.57
Chester,TN,47023,47023,15.84
Claiborne,TN,47025,47025,22.43
Clay,TN,47027,47027,26.08
Cocke,TN,47029,47029,23.48
Coffee,TN,47031,47031,13.96
Crockett,TN,47033,47033,17.83
Cumberland,TN,47035,47035,13.78
Davidson,TN,47037,47037,14.88
Decatur,TN,47039,47039,17.6
DeKalb,TN,47041,47041,18.4
Dickson,TN,47043,47043,13.57
Dyer,TN,47045,47045,18.56
Fayette,TN,47047,47047,13.47
Fentress,TN,47049,47049,20.56
Franklin,TN,47051,47051,14.42
Gibson,TN,47053,47053,15.83
Giles,TN,47055,47055,14.76
Grainger,TN,47057,47057,18.1
Greene,TN,47059,47059,16.67
Grundy,TN,47061,47061,22.68
Hamblen,TN,47063,47063,17.31
Hamilton,TN,47065,47065,12.83
Hancock,TN,47067,47067,28.57
Hardeman,TN,47069,47069,17.8
Hardin,TN,47071,47071,20.1
Hawkins,TN,47073,47073,19.09
Haywood,TN,47075,47075,18.8
Henderson,TN,47077,47077,18.83
Henry,TN,47079,47079,20.12
Hickman,TN,47081,47081,18.73
Houston,TN,47083,47083,16.76
Humphreys,TN,47085,47085,15.62
Jackson,TN,47087,47087,19.19
Jefferson,TN,47089,47089,13.24
Johnson,TN,47091,47091,24.86
Knox,TN,47093,47093,14.54
Lake,TN,47095,47095,28.57
Lauderdale,TN,47097,47097,21.15
Lawrence,TN,47099,47099,16.95
Lewis,TN,47101,47101,19.47
Lincoln,TN,47103,47103,14.74
Loudon,TN,47105,47105,11.27
McMinn,TN,47107,47107,19.28
McNairy,TN,47109,47109,18.84
Macon,TN,47111,47111,17.3
Madison,TN,47113,47113,18.54
Marion,TN,47115,47115,15.37
Marshall,TN,47117,47117,13.95
Maury,TN,47119,47119,10.09
Meigs,TN,47121,47121,16.93
Monroe,TN,47123,47123,18.43
Montgomery,TN,47125,47125,13.31
Moore,TN,47127,47127,7.7
Morgan,TN,47129,47129,22.83
Obion,TN,47131,47131,21.05
Overton,TN,47133,47133,17.19
Perry,TN,47135,47135,26.94
Pickett,TN,47137,47137,20.01
Polk,TN,47139,47139,14.99
Putnam,TN,47141,47141,18.95
Rhea,TN,47143,47143,19.31
Roane,TN,47145,47145,13.85
Robertson,TN,47147,47147,11.53
Rutherford,TN,47149,47149,11.1
Scott,TN,47151,47151,21.87
Sequatchie,TN,47153,47153,19.74
Sevier,TN,47155,47155,13.68
Shelby,TN,47157,47157,19.35
Smith,TN,47159,47159,17.87
Stewart,TN,47161,47161,13.75
Sullivan,TN,47163,47163,15.94
Sumner,TN,47165,47165,8.97
Tipton,TN,47167,47167,12.4
Trousdale,TN,47169,47169,10.19
Unicoi,TN,47171,47171,18.06
Union,TN,47173,47173,21.96
Van Buren,TN,47175,47175,16.82
Warren,TN,47177,47177,21.74
Washington,TN,47179,47179,15.42
Wayne,TN,47181,47181,18.01
Weakley,TN,47183,47183,20.27
White,TN,47185,47185,16.25
Williamson,TN,47187,47187,4.35
Wilson,TN,47189,47189,7.69
Anderson,TX,48001,48001,14.88
Andrews,TX,48003,48003,9.19
Angelina,TX,48005,48005,17.74
Aransas,TX,48007,48007,21.3
Archer,TX,48009,48009,11.95
Armstrong,TX,48011,48011,9.16
Atascosa,TX,48013,48013,14.77
Austin,TX,48015,48015,12.15
Bailey,TX,48017,48017,8.75
Bandera,TX,48019,48019,15.71
Bastrop,TX,48021,48021,11.23
Baylor,TX,48023,48023,11.73
Bee,TX,48025,48025,20.61
Bell,TX,48027,48027,13.87
Bexar,TX,48029,48029,15.72
Blanco,TX,48031,48031,9.01
Borden,TX,48033,48033,2.61
Bosque,TX,48035,48035,15.78
Bowie,TX,48037,48037,16.58
Brazoria,TX,48039,48039,8.7
Brazos,TX,48041,48041,24.37
Brewster,TX,48043,48043,13.95
Briscoe,TX,48045,48045,16.33
Brooks,TX,48047,48047,41.44
Brown,TX,48049,48049,12.58
Burleson,TX,48051,48051,11.79
Burnet,TX,48053,48053,10.15
Caldwell,TX,48055,48055,18.87
Calhoun,TX,48057,48057,13.69
Callahan,TX,48059,48059,10.67
Cameron,TX,48061,48061,28.88
Camp,TX,48063,48063,18.51
Carson,TX,48065,48065,8.3
Cass,TX,48067,48067,18.46
Castro,TX,48069,48069,13.69
Chambers,TX,48071,48071,12.1
Cherokee,TX,48073,48073,16.45
Childress,TX,48075,48075,13.92
Clay,TX,48077,48077,12.24
Cochran,TX,48079,48079,25.56
Coke,TX,48081,48081,12.54
Coleman,TX,48083,48083,13.78
Collin,TX,48085,48085,6.29
Collingsworth,TX,48087,48087,16.98
Colorado,TX,48089,48089,10.01
Comal,TX,48091,48091,7.63
Comanche,TX,48093,48093,11.23
Concho,TX,48095,48095,12.21
Cooke,TX,48097,48097,12.85
Coryell,TX,48099,48099,12.94
Cottle,TX,48101,48101,30.91
Crane,TX,48103,48103,8.09
Crockett,TX,48105,48105,18.64
Crosby,TX,48107,48107,20.65
Culberson,TX,48109,48109,29.57
Dallam,TX,48111,48111,12.26
Dallas,TX,48113,48113,15.36
Dawson,TX,48115,48115,25.94
Deaf Smith,TX,48117,48117,16.22
Delta,TX,48119,48119,20.05
Denton,TX,48121,48121,7.64
DeWitt,TX,48123,48123,16.02
Dickens,TX,48125,48125,19.68
Dimmit,TX,48127,48127,33.67
Donley,TX,48129,48129,14.75
Duval,TX,48131,48131,22.79
Eastland,TX,48133,48133,18.3
Ector,TX,48135,48135,11.9
Edwards,TX,48137,48137,8.66
Ellis,TX,48139,48139,8.76
El Paso,TX,48141,48141,20.19
Erath,TX,48143,48143,18.37
Falls,TX,48145,48145,26.47
Fannin,TX,48147,48147,12.02
Fayette,TX,48149,48149,11.86
Fisher,TX,48151,48151,15.05
Floyd,TX,48153,48153,14.72
Foard,TX,48155,48155,10.41
Fort Bend,TX,48157,48157,7.41
Franklin,TX,48159,48159,9.31
Freestone,TX,48161,48161,18.06
Frio,TX,48163,48163,23.26
Gaines,TX,48165,48165,15.26
Galveston,TX,48167,48167,12.41
Garza,TX,48169,48169,19.7
Gillespie,TX,48171,48171,9.49
Glasscock,TX,48173,48173,11.72
Goliad,TX,48175,48175,13.15
Gonzales,TX,48177,48177,14.12
Gray,TX,48179,48179,16.49
Grayson,TX,48181,48181,13.07
Gregg,TX,48183,48183,18.01
Grimes,TX,48185,48185,16.97
Guadalupe,TX,48187,48187,9.11
Hale,TX,48189,48189,16.01
Hall,TX,48191,48191,22.89
Hamilton,TX,48193,48193,17.32
Hansford,TX,48195,48195,17.39
Hardeman,TX,48197,48197,13.88
Hardin,TX,48199,48199,12.07
Harris,TX,48201,48201,15.71
Harrison,TX,48203,48203,17.38
Hartley,TX,48205,48205,6.09
Haskell,TX,48207,48207,20.37
Hays,TX,48209,48209,13.73
Hemphill,TX,48211,48211,8.24
Henderson,TX,48213,48213,17.09
Hidalgo,TX,48215,48215,29.69
Hill,TX,48217,48217,12.65
Hockley,TX,48219,48219,16.49
Hood,TX,48221,48221,9.75
Hopkins,TX,48223,48223,14.03
Houston,TX,48225,48225,21.79
Howard,TX,48227,48227,17.33
Hudspeth,TX,48229,48229,24.45
Hunt,TX,48231,48231,16.07
Hutchinson,TX,48233,48233,14.56
Irion,TX,48235,48235,14.88
Jack,TX,48237,48237,16.31
Jackson,TX,48239,48239,13.4
Jasper,TX,48241,48241,18.49
Jeff Davis,TX,48243,48243,3.9
Jefferson,TX,48245,48245,17.66
Jim Hogg,TX,48247,48247,30.61
Jim Wells,TX,48249,48249,23.2
Johnson,TX,48251,48251,10.24
Jones,TX,48253,48253,13.97
Karnes,TX,48255,48255,17.69
Kaufman,TX,48257,48257,11.36
Kendall,TX,48259,48259,5.58
Kenedy,TX,48261,48261,5.46
Kent,TX,48263,48263,14.48
Kerr,TX,48265,48265,11.71
Kimble,TX,48267,48267,22.26
King,TX,48269,48269,10.55
Kinney,TX,48271,48271,19.59
Kleberg,TX,48273,48273,27.18
Knox,TX,48275,48275,14.98
Lamar,TX,48277,48277,17.44
Lamb,TX,48279,48279,19.02
Lampasas,TX,48281,48281,11.07
La Salle,TX,48283,48283,17
Lavaca,TX,48285,48285,10.66
Lee,TX,48287,48287,12.29
Leon,TX,48289,48289,17.65
Liberty,TX,48291,48291,14.1
Limestone,TX,48293,48293,19.44
Lipscomb,TX,48295,48295,12.89
Live Oak,TX,48297,48297,17.22
Llano,TX,48299,48299,10.63
Loving,TX,48301,48301,15.31
Lubbock,TX,48303,48303,18.86
Lynn,TX,48305,48305,18.23
McCulloch,TX,48307,48307,16.9
McLennan,TX,48309,48309,19.15
McMullen,TX,48311,48311,11.76
Madison,TX,48313,48313,12.03
Marion,TX,48315,48315,19.19
Martin,TX,48317,48317,8.48
Mason,TX,48319,48319,10.7
Matagorda,TX,48321,48321,18.95
Maverick,TX,48323,48323,26.94
Medina,TX,48325,48325,11.3
Menard,TX,48327,48327,13.31
Midland,TX,48329,48329,9.56
Milam,TX,48331,48331,15.45
Mills,TX,48333,48333,15.6
Mitchell,TX,48335,48335,11.27
Montague,TX,48337,48337,15.65
Montgomery,TX,48339,48339,9.25
Moore,TX,48341,48341,12.82
Morris,TX,48343,48343,17.77
Motley,TX,48345,48345,8.07
Nacogdoches,TX,48347,48347,24.77
Navarro,TX,48349,48349,16.96
Newton,TX,48351,48351,24.43
Nolan,TX,48353,48353,16.13
Nueces,TX,48355,48355,16.57
Ochiltree,TX,48357,48357,15.18
Oldham,TX,48359,48359,9.11
Orange,TX,48361,48361,13.31
Palo Pinto,TX,48363,48363,18.1
Panola,TX,48365,48365,14.72
Parker,TX,48367,48367,8.09
Parmer,TX,48369,48369,14.93
Pecos,TX,48371,48371,15.13
Polk,TX,48373,48373,18.18
Potter,TX,48375,48375,20.39
Presidio,TX,48377,48377,38.98
Rains,TX,48379,48379,12.94
Randall,TX,48381,48381,8.46
Reagan,TX,48383,48383,9.57
Real,TX,48385,48385,24.71
Red River,TX,48387,48387,19.65
Reeves,TX,48389,48389,15.05
Refugio,TX,48391,48391,16.47
Roberts,TX,48393,48393,11.76
Robertson,TX,48395,48395,14.04
Rockwall,TX,48397,48397,4.75
Runnels,TX,48399,48399,15.28
Rusk,TX,48401,48401,11.84
Sabine,TX,48403,48403,20.1
San Augustine,TX,48405,48405,24.8
San Jacinto,TX,48407,48407,15.19
San Patricio,TX,48409,48409,15.9
San Saba,TX,48411,48411,13.98
Schleicher,TX,48413,48413,15.66
Scurry,TX,48415,48415,14.4
Shackelford,TX,48417,48417,13.33
Shelby,TX,48419,48419,22.64
Sherman,TX,48421,48421,14.82
Smith,TX,48423,48423,15.36
Somervell,TX,48425,48425,23.39
Starr,TX,48427,48427,34.71
Stephens,TX,48429,48429,20.59
Sterling,TX,48431,48431,2.43
Stonewall,TX,48433,48433,11.88
Sutton,TX,48435,48435,13.95
Swisher,TX,48437,48437,25.15
Tarrant,TX,48439,48439,11.95
Taylor,TX,48441,48441,15.14
Terrell,TX,48443,48443,9.38
Terry,TX,48445,48445,19.18
Throckmorton,TX,48447,48447,16.83
Titus,TX,48449,48449,17.68
Tom Green,TX,48451,48451,13.53
Travis,TX,48453,48453,11.96
Trinity,TX,48455,48455,15.53
Tyler,TX,48457,48457,16.53
Upshur,TX,48459,48459,16.03
Upton,TX,48461,48461,14.06
Uvalde,TX,48463,48463,17.94
Val Verde,TX,48465,48465,20.3
Van Zandt,TX,48467,48467,13.64
Victoria,TX,48469,48469,15.04
Walker,TX,48471,48471,22.4
Waller,TX,48473,48473,16.52
Ward,TX,48475,48475,12.52
Washington,TX,48477,48477,12.03
Webb,TX,48479,48479,27.49
Wharton,TX,48481,48481,17.59
Wheeler,TX,48483,48483,18.29
Wichita,TX,48485,48485,16.89
Wilbarger,TX,48487,48487,19.2
Willacy,TX,48489,48489,26.97
Williamson,TX,48491,48491,6.42
Wilson,TX,48493,48493,9.59
Winkler,TX,48495,48495,15.03
Wise,TX,48497,48497,10.72
Wood,TX,48499,48499,14.63
Yoakum,TX,48501,48501,8.41
Young,TX,48503,48503,12.32
Zapata,TX,48505,48505,34.55
Zavala,TX,48507,48507,33.78
Beaver,UT,49001,49001,9.06
Box Elder,UT,49003,49003,7.88
Cache,UT,49005,49005,15.35
Carbon,UT,49007,49007,16.77
Daggett,UT,49009,49009,3.48
Davis,UT,49011,49011,5.41
Duchesne,UT,49013,49013,13.66
Emery,UT,49015,49015,11.64
Garfield,UT,49017,49017,16.5
Grand,UT,49019,49019,9.07
Iron,UT,49021,49021,17.03
Juab,UT,49023,49023,12.6
Kane,UT,49025,49025,12.36
Millard,UT,49027,49027,12.56
Morgan,UT,49029,49029,2.77
Piute,UT,49031,49031,17.15
Rich,UT,49033,49033,12.42
Salt Lake,UT,49035,49035,9.19
San Juan,UT,49037,49037,24.95
Sanpete,UT,49039,49039,15.03
Sevier,UT,49041,49041,14.93
Summit,UT,49043,49043,5.6
Tooele,UT,49045,49045,6.21
Uintah,UT,49047,49047,12.55
Utah,UT,49049,49049,10.64
Wasatch,UT,49051,49051,5.93
Washington,UT,49053,49053,11.78
Wayne,UT,49055,49055,9.62
Weber,UT,49057,49057,10.2
Addison,VT,50001,50001,7.19
Bennington,VT,50003,50003,10.89
Caledonia,VT,50005,50005,12.59
Chittenden,VT,50007,50007,12.08
Essex,VT,50009,50009,13.38
Franklin,VT,50011,50011,8.65
Grand Isle,VT,50013,50013,7.51
Lamoille,VT,50015,50015,13.58
Orange,VT,50017,50017,9.7
Orleans,VT,50019,50019,13.1
Rutland,VT,50021,50021,10.06
Washington,VT,50023,50023,10.55
Windham,VT,50025,50025,13.67
Windsor,VT,50027,50027,9.2
Accomack,VA,51001,51001,19
Albemarle,VA,51003,51003,9.12
Alleghany,VA,51005,51005,19.72
Amelia,VA,51007,51007,10.69
Amherst,VA,51009,51009,13.96
Appomattox,VA,51011,51011,13.2
Arlington,VA,51013,51013,6.79
Augusta,VA,51015,51015,8.66
Bath,VA,51017,51017,10.87
Bedford,VA,51019,51019,8.9
Bland,VA,51021,51021,10.29
Botetourt,VA,51023,51023,6.45
Brunswick,VA,51025,51025,20.41
Buchanan,VA,51027,51027,28.36
Buckingham,VA,51029,51029,15.75
Campbell,VA,51031,51031,10.97
Caroline,VA,51033,51033,8.8
Carroll,VA,51035,51035,14.61
Charles City,VA,51036,51036,13.16
Charlotte,VA,51037,51037,23.71
Chesterfield,VA,51041,51041,6.79
Clarke,VA,51043,51043,7.62
Craig,VA,51045,51045,8.85
Culpeper,VA,51047,51047,7.79
Cumberland,VA,51049,51049,17.83
Dickenson,VA,51051,51051,25.68
Dinwiddie,VA,51053,51053,12.11
Essex,VA,51057,51057,16.8
Fairfax,VA,51059,51059,6.12
Fauquier,VA,51061,51061,5.81
Floyd,VA,51063,51063,10.34
Fluvanna,VA,51065,51065,5.48
Franklin,VA,51067,51067,14.47
Frederick,VA,51069,51069,6.16
Giles,VA,51071,51071,10.17
Gloucester,VA,51073,51073,8.8
Goochland,VA,51075,51075,5.22
Grayson,VA,51077,51077,20.93
Greene,VA,51079,51079,6.35
Greensville,VA,51081,51081,15.27
Halifax,VA,51083,51083,13.87
Hanover,VA,51085,51085,5.29
Henrico,VA,51087,51087,9.15
Henry,VA,51089,51089,18.08
Highland,VA,51091,51091,10.1
Isle of Wight,VA,51093,51093,10.52
James City,VA,51095,51095,7.25
King and Queen,VA,51097,51097,12.43
King George,VA,51099,51099,5.12
King William,VA,51101,51101,8.43
Lancaster,VA,51103,51103,9.75
Lee,VA,51105,51105,25.48
Loudoun,VA,51107,51107,3.39
Louisa,VA,51109,51109,11.8
Lunenburg,VA,51111,51111,16.42
Madison,VA,51113,51113,6.56
Mathews,VA,51115,51115,11.38
Mecklenburg,VA,51117,51117,18.99
Middlesex,VA,51119,51119,10.04
Montgomery,VA,51121,51121,23.54
Nelson,VA,51125,51125,12.99
New Kent,VA,51127,51127,6.91
Northampton,VA,51131,51131,18.03
Northumberland,VA,51133,51133,14.63
Nottoway,VA,51135,51135,18.31
Orange,VA,51137,51137,8.17
Page,VA,51139,51139,15.09
Patrick,VA,51141,51141,14.23
Pittsylvania,VA,51143,51143,16.09
Powhatan,VA,51145,51145,5.36
Prince Edward,VA,51147,51147,18.57
Prince George,VA,51149,51149,8.13
Prince William,VA,51153,51153,6.65
Pulaski,VA,51155,51155,14.77
Rappahannock,VA,51157,51157,8.75
Richmond,VA,51159,51159,17.25
Roanoke,VA,51161,51161,6.92
Rockbridge,VA,51163,51163,14.18
Rockingham,VA,51165,51165,8.8
Russell,VA,51167,51167,21.13
Scott,VA,51169,51169,15.51
Shenandoah,VA,51171,51171,11.52
Smyth,VA,51173,51173,18.87
Southampton,VA,51175,51175,8.99
Spotsylvania,VA,51177,51177,6.97
Stafford,VA,51179,51179,4.43
Surry,VA,51181,51181,15.85
Sussex,VA,51183,51183,13.09
Tazewell,VA,51185,51185,17.5
Warren,VA,51187,51187,9.94
Washington,VA,51191,51191,14.57
Westmoreland,VA,51193,51193,14.91
Wise,VA,51195,51195,22.05
Wythe,VA,51197,51197,14.84
York,VA,51199,51199,4.94
Alexandria City,VA,51510,51510,10.31
Bedford City,VA,51515,51515,N/A
Bristol City,VA,51520,51520,22.62
Buena Vista City,VA,51530,51530,25.53
Charlottesville City,VA,51540,51540,24.09
Chesapeake City,VA,51550,51550,8.57
Colonial Heights City,VA,51570,51570,12.11
Covington City,VA,51580,51580,13.18
Danville City,VA,51590,51590,22.38
Emporia City,VA,51595,51595,26.97
Fairfax City,VA,51600,51600,9.27
Falls Church City,VA,51610,51610,3.17
Franklin City,VA,51620,51620,14.66
Fredericksburg City,VA,51630,51630,15.52
Galax City,VA,51640,51640,23.81
Hampton City,VA,51650,51650,15.18
Harrisonburg City,VA,51660,51660,28.31
Hopewell City,VA,51670,51670,23.62
Lexington City,VA,51678,51678,27.35
Lynchburg City,VA,51680,51680,19.51
Manassas City,VA,51683,51683,7.97
Manassas Park City,VA,51685,51685,6.37
Martinsville City,VA,51690,51690,23.9
Newport News City,VA,51700,51700,15.33
Norfolk City,VA,51710,51710,18.75
Norton City,VA,51720,51720,28.16
Petersburg City,VA,51730,51730,24.07
Poquoson City,VA,51735,51735,5.64
Portsmouth City,VA,51740,51740,16.8
Radford City,VA,51750,51750,36.31
Richmond City,VA,51760,51760,23.23
Roanoke City,VA,51770,51770,20.77
Salem City,VA,51775,51775,9.06
Staunton City,VA,51790,51790,11.1
Suffolk City,VA,51800,51800,10.36
Virginia Beach City,VA,51810,51810,7.32
Waynesboro City,VA,51820,51820,16.76
Williamsburg City,VA,51830,51830,20.74
Winchester City,VA,51840,51840,16.26
Adams,WA,53001,53001,25.61
Asotin,WA,53003,53003,12.62
Benton,WA,53005,53005,11.93
Chelan,WA,53007,53007,11.74
Clallam,WA,53009,53009,14.52
Clark,WA,53011,53011,9.26
Columbia,WA,53013,53013,11.31
Cowlitz,WA,53015,53015,14.38
Douglas,WA,53017,53017,11.58
Ferry,WA,53019,53019,17.27
Franklin,WA,53021,53021,15.15
Garfield,WA,53023,53023,10.29
Grant,WA,53025,53025,14.83
Grays Harbor,WA,53027,53027,14.42
Island,WA,53029,53029,7.84
Jefferson,WA,53031,53031,12.96
King,WA,53033,53033,8.94
Kitsap,WA,53035,53035,8.71
Kittitas,WA,53037,53037,18.02
Klickitat,WA,53039,53039,15.58
Lewis,WA,53041,53041,13.09
Lincoln,WA,53043,53043,12.54
Mason,WA,53045,53045,13.96
Okanogan,WA,53047,53047,19.53
Pacific,WA,53049,53049,16
Pend Oreille,WA,53051,53051,12.67
Pierce,WA,53053,53053,10.43
San Juan,WA,53055,53055,10.22
Skagit,WA,53057,53057,11.98
Skamania,WA,53059,53059,12.84
Snohomish,WA,53061,53061,7.5
Spokane,WA,53063,53063,13.69
Stevens,WA,53065,53065,14.22
Thurston,WA,53067,53067,10.38
Wahkiakum,WA,53069,53069,7.32
Walla Walla,WA,53071,53071,13.26
Whatcom,WA,53073,53073,14.12
Whitman,WA,53075,53075,26.53
Yakima,WA,53077,53077,17.39
Barbour,WV,54001,54001,20.8
Berkeley,WV,54003,54003,12.18
Boone,WV,54005,54005,23.12
Braxton,WV,54007,54007,21.97
Brooke,WV,54009,54009,13.18
Cabell,WV,54011,54011,22.3
Calhoun,WV,54013,54013,21.72
Clay,WV,54015,54015,27.46
Doddridge,WV,54017,54017,15.74
Fayette,WV,54019,54019,20.51
Gilmer,WV,54021,54021,16.4
Grant,WV,54023,54023,10.87
Greenbrier,WV,54025,54025,16
Hampshire,WV,54027,54027,17.84
Hancock,WV,54029,54029,13.92
Hardy,WV,54031,54031,13.76
Harrison,WV,54033,54033,15.31
Jackson,WV,54035,54035,17.68
Jefferson,WV,54037,54037,9.72
Kanawha,WV,54039,54039,17.19
Lewis,WV,54041,54041,21.13
Lincoln,WV,54043,54043,22.83
Logan,WV,54045,54045,25.42
McDowell,WV,54047,54047,33.15
Marion,WV,54049,54049,16.37
Marshall,WV,54051,54051,14.51
Mason,WV,54053,54053,15.93
Mercer,WV,54055,54055,19.79
Mineral,WV,54057,54057,13.8
Mingo,WV,54059,54059,28.71
Monongalia,WV,54061,54061,20.76
Monroe,WV,54063,54063,15.26
Morgan,WV,54065,54065,7.9
Nicholas,WV,54067,54067,18.32
Ohio,WV,54069,54069,12.56
Pendleton,WV,54071,54071,15.17
Pleasants,WV,54073,54073,12.3
Pocahontas,WV,54075,54075,16.62
Preston,WV,54077,54077,15.36
Putnam,WV,54079,54079,9.77
Raleigh,WV,54081,54081,18.62
Randolph,WV,54083,54083,18.51
Ritchie,WV,54085,54085,18.33
Roane,WV,54087,54087,18.43
Summers,WV,54089,54089,21.74
Taylor,WV,54091,54091,16.75
Tucker,WV,54093,54093,12.53
Tyler,WV,54095,54095,16.64
Upshur,WV,54097,54097,20.64
Wayne,WV,54099,54099,23.24
Webster,WV,54101,54101,26.07
Wetzel,WV,54103,54103,22.14
Wirt,WV,54105,54105,16.15
Wood,WV,54107,54107,16.82
Wyoming,WV,54109,54109,22.38
Adams,WI,55001,55001,12.88
Ashland,WI,55003,55003,17.35
Barron,WI,55005,55005,10.71
Bayfield,WI,55007,55007,11
Brown,WI,55009,55009,9.77
Buffalo,WI,55011,55011,9.44
Burnett,WI,55013,55013,12.43
Calumet,WI,55015,55015,5.78
Chippewa,WI,55017,55017,10.28
Clark,WI,55019,55019,12.08
Columbia,WI,55021,55021,7.13
Crawford,WI,55023,55023,12.39
Dane,WI,55025,55025,10.91
Dodge,WI,55027,55027,8.27
Door,WI,55029,55029,7.59
Douglas,WI,55031,55031,11.98
Dunn,WI,55033,55033,11.76
Eau Claire,WI,55035,55035,13.82
Florence,WI,55037,55037,10.3
Fond du Lac,WI,55039,55039,8.4
Forest,WI,55041,55041,17.32
Grant,WI,55043,55043,15.15
Green,WI,55045,55045,7.06
Green Lake,WI,55047,55047,11.68
Iowa,WI,55049,55049,8.82
Iron,WI,55051,55051,14.56
