County,State,FIPS Code,Formatted FIPS,"Estimated number of people 65 or older, between 2015-2019."
Cumberland,TN,47035,47035,17899
Davidson,TN,47037,47037,82207
Decatur,TN,47039,47039,2739
DeKalb,TN,47041,47041,3594
Dickson,TN,47043,47043,8178
Dyer,TN,47045,47045,6431
Fayette,TN,47047,47047,8331
Fentress,TN,47049,47049,3832
Franklin,TN,47051,47051,8115
Gibson,TN,47053,47053,8710
Giles,TN,47055,47055,5810
Grainger,TN,47057,47057,4655
Greene,TN,47059,47059,14567
Grundy,TN,47061,47061,2740
Hamblen,TN,47063,47063,11467
Hamilton,TN,47065,47065,62141
Hancock,TN,47067,47067,1352
Hardeman,TN,47069,47069,4552
Hardin,TN,47071,47071,5771
Hawkins,TN,47073,47073,11635
Haywood,TN,47075,47075,3152
Henderson,TN,47077,47077,5019
Henry,TN,47079,47079,7349
Hickman,TN,47081,47081,4175
Houston,TN,47083,47083,1708
Humphreys,TN,47085,47085,3556
Jackson,TN,47087,47087,2565
Jefferson,TN,47089,47089,10538
Johnson,TN,47091,47091,3972
Knox,TN,47093,47093,71194
Lake,TN,47095,47095,1144
Lauderdale,TN,47097,47097,3971
Lawrence,TN,47099,47099,7652
Lewis,TN,47101,47101,2471
Lincoln,TN,47103,47103,6402
Loudon,TN,47105,47105,13522
McMinn,TN,47107,47107,10276
McNairy,TN,47109,47109,5330
Macon,TN,47111,47111,3732
Madison,TN,47113,47113,16005
Marion,TN,47115,47115,5579
Marshall,TN,47117,47117,5183
Maury,TN,47119,47119,14285
Meigs,TN,47121,47121,2630
Monroe,TN,47123,47123,9520
Montgomery,TN,47125,47125,18263
Moore,TN,47127,47127,1307
Morgan,TN,47129,47129,3757
Obion,TN,47131,47131,6024
Overton,TN,47133,47133,4433
Perry,TN,47135,47135,1632
Pickett,TN,47137,47137,1365
Polk,TN,47139,47139,3449
Putnam,TN,47141,47141,12831
Rhea,TN,47143,47143,5883
Roane,TN,47145,47145,11793
Robertson,TN,47147,47147,10189
Rutherford,TN,47149,47149,32205
Scott,TN,47151,47151,3633
Sequatchie,TN,47153,47153,2961
Sevier,TN,47155,47155,18688
Shelby,TN,47157,47157,122695
Smith,TN,47159,47159,3230
Stewart,TN,47161,47161,2632
Sullivan,TN,47163,47163,33753
Sumner,TN,47165,47165,28541
Tipton,TN,47167,47167,8651
Trousdale,TN,47169,47169,1425
Unicoi,TN,47171,47171,4128
Union,TN,47173,47173,3536
Van Buren,TN,47175,47175,1296
Warren,TN,47177,47177,6991
Washington,TN,47179,47179,22820
Wayne,TN,47181,47181,3120
Weakley,TN,47183,47183,6037
White,TN,47185,47185,5374
Williamson,TN,47187,47187,28691
Wilson,TN,47189,47189,21075
Anderson,TX,48001,48001,8278
Andrews,TX,48003,48003,1810
Angelina,TX,48005,48005,13847
Aransas,TX,48007,48007,6711
Archer,TX,48009,48009,1702
Armstrong,TX,48011,48011,425
Atascosa,TX,48013,48013,7099
Austin,TX,48015,48015,5577
Bailey,TX,48017,48017,985
Bandera,TX,48019,48019,5873
Bastrop,TX,48021,48021,12303
Baylor,TX,48023,48023,867
Bee,TX,48025,48025,3905
Bell,TX,48027,48027,36793
Bexar,TX,48029,48029,231377
Blanco,TX,48031,48031,2874
Borden,TX,48033,48033,167
Bosque,TX,48035,48035,4504
Bowie,TX,48037,48037,15268
Brazoria,TX,48039,48039,41745
Brazos,TX,48041,48041,19786
Brewster,TX,48043,48043,2072
Briscoe,TX,48045,48045,372
Brooks,TX,48047,48047,1041
Brown,TX,48049,48049,7388
Burleson,TX,48051,48051,3689
Burnet,TX,48053,48053,10203
Caldwell,TX,48055,48055,5771
Calhoun,TX,48057,48057,3769
Callahan,TX,48059,48059,2848
Cameron,TX,48061,48061,55465
Camp,TX,48063,48063,2378
Carson,TX,48065,48065,1098
Cass,TX,48067,48067,6586
Castro,TX,48069,48069,1164
Chambers,TX,48071,48071,4494
Cherokee,TX,48073,48073,8886
Childress,TX,48075,48075,1004
Clay,TX,48077,48077,2373
Cochran,TX,48079,48079,455
Coke,TX,48081,48081,941
Coleman,TX,48083,48083,2059
Collin,TX,48085,48085,104035
Collingsworth,TX,48087,48087,504
Colorado,TX,48089,48089,4594
Comal,TX,48091,48091,25397
Comanche,TX,48093,48093,3247
Concho,TX,48095,48095,652
Cooke,TX,48097,48097,7269
Coryell,TX,48099,48099,7404
Cottle,TX,48101,48101,341
Crane,TX,48103,48103,654
Crockett,TX,48105,48105,521
Crosby,TX,48107,48107,1060
Culberson,TX,48109,48109,327
Dallam,TX,48111,48111,784
Dallas,TX,48113,48113,272730
Dawson,TX,48115,48115,1878
Deaf Smith,TX,48117,48117,2336
Delta,TX,48119,48119,1056
Denton,TX,48121,48121,82137
DeWitt,TX,48123,48123,3943
Dickens,TX,48125,48125,524
Dimmit,TX,48127,48127,1763
Donley,TX,48129,48129,776
Duval,TX,48131,48131,1978
Eastland,TX,48133,48133,4091
Ector,TX,48135,48135,15237
Edwards,TX,48137,48137,586
Ellis,TX,48139,48139,21930
El Paso,TX,48141,48141,99552
Erath,TX,48143,48143,5875
Falls,TX,48145,48145,3095
Fannin,TX,48147,48147,6398
Fayette,TX,48149,48149,6187
Fisher,TX,48151,48151,880
Floyd,TX,48153,48153,1081
Foard,TX,48155,48155,345
Fort Bend,TX,48157,48157,81346
Franklin,TX,48159,48159,2324
Freestone,TX,48161,48161,3866
Frio,TX,48163,48163,2468
Gaines,TX,48165,48165,1820
Galveston,TX,48167,48167,46434
Garza,TX,48169,48169,834
Gillespie,TX,48171,48171,7758
Glasscock,TX,48173,48173,149
Goliad,TX,48175,48175,1664
Gonzales,TX,48177,48177,3393
Gray,TX,48179,48179,3546
Grayson,TX,48181,48181,22943
Gregg,TX,48183,48183,18617
Grimes,TX,48185,48185,4741
Guadalupe,TX,48187,48187,21670
Hale,TX,48189,48189,4482
Hall,TX,48191,48191,681
Hamilton,TX,48193,48193,2042
Hansford,TX,48195,48195,851
Hardeman,TX,48197,48197,845
Hardin,TX,48199,48199,9352
Harris,TX,48201,48201,472148
Harrison,TX,48203,48203,10965
Hartley,TX,48205,48205,852
Haskell,TX,48207,48207,1262
Hays,TX,48209,48209,22818
Hemphill,TX,48211,48211,527
Henderson,TX,48213,48213,17818
Hidalgo,TX,48215,48215,92728
Hill,TX,48217,48217,7332
Hockley,TX,48219,48219,3288
Hood,TX,48221,48221,14397
Hopkins,TX,48223,48223,6666
Houston,TX,48225,48225,4893
Howard,TX,48227,48227,4680
Hudspeth,TX,48229,48229,675
Hunt,TX,48231,48231,14886
Hutchinson,TX,48233,48233,3470
Irion,TX,48235,48235,273
Jack,TX,48237,48237,1510
Jackson,TX,48239,48239,2577
Jasper,TX,48241,48241,6875
Jeff Davis,TX,48243,48243,763
Jefferson,TX,48245,48245,36138
Jim Hogg,TX,48247,48247,744
Jim Wells,TX,48249,48249,6113
Johnson,TX,48251,48251,23146
Jones,TX,48253,48253,3036
Karnes,TX,48255,48255,2180
Kaufman,TX,48257,48257,14585
Kendall,TX,48259,48259,8269
Kenedy,TX,48261,48261,144
Kent,TX,48263,48263,182
Kerr,TX,48265,48265,14024
Kimble,TX,48267,48267,1267
King,TX,48269,48269,25
Kinney,TX,48271,48271,904
Kleberg,TX,48273,48273,4030
Knox,TX,48275,48275,679
Lamar,TX,48277,48277,9383
Lamb,TX,48279,48279,2169
Lampasas,TX,48281,48281,3914
La Salle,TX,48283,48283,1263
Lavaca,TX,48285,48285,4662
Lee,TX,48287,48287,3214
Leon,TX,48289,48289,4175
Liberty,TX,48291,48291,10873
Limestone,TX,48293,48293,4389
Lipscomb,TX,48295,48295,581
Live Oak,TX,48297,48297,2462
Llano,TX,48299,48299,7656
Loving,TX,48301,48301,25
Lubbock,TX,48303,48303,37113
Lynn,TX,48305,48305,987
McCulloch,TX,48307,48307,1759
McLennan,TX,48309,48309,35502
McMullen,TX,48311,48311,142
Madison,TX,48313,48313,2155
Marion,TX,48315,48315,2592
Martin,TX,48317,48317,683
Mason,TX,48319,48319,1021
Matagorda,TX,48321,48321,6008
Maverick,TX,48323,48323,6704
Medina,TX,48325,48325,8271
Menard,TX,48327,48327,666
Midland,TX,48329,48329,17255
Milam,TX,48331,48331,5038
Mills,TX,48333,48333,1504
Mitchell,TX,48335,48335,1316
Montague,TX,48337,48337,4360
Montgomery,TX,48339,48339,73352
Moore,TX,48341,48341,2283
Morris,TX,48343,48343,2657
Motley,TX,48345,48345,393
Nacogdoches,TX,48347,48347,9286
Navarro,TX,48349,48349,8229
Newton,TX,48351,48351,2800
Nolan,TX,48353,48353,2630
Nueces,TX,48355,48355,50883
Ochiltree,TX,48357,48357,1064
Oldham,TX,48359,48359,309
Orange,TX,48361,48361,13110
Palo Pinto,TX,48363,48363,5548
Panola,TX,48365,48365,4356
Parker,TX,48367,48367,20511
Parmer,TX,48369,48369,1312
Pecos,TX,48371,48371,2012
Polk,TX,48373,48373,9040
Potter,TX,48375,48375,14583
Presidio,TX,48377,48377,1683
Rains,TX,48379,48379,2893
Randall,TX,48381,48381,19659
Reagan,TX,48383,48383,308
Real,TX,48385,48385,975
Red River,TX,48387,48387,2975
Reeves,TX,48389,48389,1961
Refugio,TX,48391,48391,1546
Roberts,TX,48393,48393,206
Robertson,TX,48395,48395,3229
Rockwall,TX,48397,48397,11754
Runnels,TX,48399,48399,2121
Rusk,TX,48401,48401,8830
Sabine,TX,48403,48403,3192
San Augustine,TX,48405,48405,2184
San Jacinto,TX,48407,48407,6227
San Patricio,TX,48409,48409,9790
San Saba,TX,48411,48411,1382
Schleicher,TX,48413,48413,560
Scurry,TX,48415,48415,2578
Shackelford,TX,48417,48417,632
Shelby,TX,48419,48419,4405
Sherman,TX,48421,48421,408
Smith,TX,48423,48423,36844
Somervell,TX,48425,48425,1624
Starr,TX,48427,48427,7196
Stephens,TX,48429,48429,1825
Sterling,TX,48431,48431,156
Stonewall,TX,48433,48433,300
Sutton,TX,48435,48435,691
Swisher,TX,48437,48437,1365
Tarrant,TX,48439,48439,225738
Taylor,TX,48441,48441,19482
Terrell,TX,48443,48443,293
Terry,TX,48445,48445,1889
Throckmorton,TX,48447,48447,402
Titus,TX,48449,48449,4561
Tom Green,TX,48451,48451,17837
Travis,TX,48453,48453,116483
Trinity,TX,48455,48455,3833
Tyler,TX,48457,48457,4643
Upshur,TX,48459,48459,7350
Upton,TX,48461,48461,611
Uvalde,TX,48463,48463,4494
Val Verde,TX,48465,48465,6928
Van Zandt,TX,48467,48467,11048
Victoria,TX,48469,48469,14567
Walker,TX,48471,48471,9187
Waller,TX,48473,48473,6013
Ward,TX,48475,48475,1606
Washington,TX,48477,48477,7376
Webb,TX,48479,48479,25141
Wharton,TX,48481,48481,6919
Wheeler,TX,48483,48483,1024
Wichita,TX,48485,48485,19043
Wilbarger,TX,48487,48487,2368
Willacy,TX,48489,48489,2954
Williamson,TX,48491,48491,64740
Wilson,TX,48493,48493,7557
Winkler,TX,48495,48495,906
Wise,TX,48497,48497,9851
Wood,TX,48499,48499,11858
Yoakum,TX,48501,48501,991
Young,TX,48503,48503,3681
Zapata,TX,48505,48505,1975
Zavala,TX,48507,48507,1665
Beaver,UT,49001,49001,923
Box Elder,UT,49003,49003,6843
Cache,UT,49005,49005,11339
Carbon,UT,49007,49007,3409
Daggett,UT,49009,49009,77
Davis,UT,49011,49011,33756
Duchesne,UT,49013,49013,2294
Emery,UT,49015,49015,1661
Garfield,UT,49017,49017,1088
Grand,UT,49019,49019,1704
Iron,UT,49021,49021,6425
Juab,UT,49023,49023,1321
Kane,UT,49025,49025,1686
Millard,UT,49027,49027,2148
Morgan,UT,49029,49029,1330
Piute,UT,49031,49031,459
Rich,UT,49033,49033,505
Salt Lake,UT,49035,49035,119685
San Juan,UT,49037,49037,2100
Sanpete,UT,49039,49039,4079
Sevier,UT,49041,49041,3402
Summit,UT,49043,49043,4854
Tooele,UT,49045,49045,5976
Uintah,UT,49047,49047,3672
Utah,UT,49049,49049,45796
Wasatch,UT,49051,49051,3505
Washington,UT,49053,49053,34636
Wayne,UT,49055,49055,552
Weber,UT,49057,49057,28724
Addison,VT,50001,50001,7075
Bennington,VT,50003,50003,8048
Caledonia,VT,50005,50005,6052
Chittenden,VT,50007,50007,23807
Essex,VT,50009,50009,1567
Franklin,VT,50011,50011,7643
Grand Isle,VT,50013,50013,1401
Lamoille,VT,50015,50015,4236
Orange,VT,50017,50017,5926
Orleans,VT,50019,50019,5947
Rutland,VT,50021,50021,12547
Washington,VT,50023,50023,11080
Windham,VT,50025,50025,9378
Windsor,VT,50027,50027,12557
Accomack,VA,51001,51001,7424
Albemarle,VA,51003,51003,19340
Alleghany,VA,51005,51005,3607
Amelia,VA,51007,51007,2483
Amherst,VA,51009,51009,6532
Appomattox,VA,51011,51011,3183
Arlington,VA,51013,51013,24465
Augusta,VA,51015,51015,15368
Bath,VA,51017,51017,965
Bedford,VA,51019,51019,16343
Bland,VA,51021,51021,1438
Botetourt,VA,51023,51023,7302
Brunswick,VA,51025,51025,3452
Buchanan,VA,51027,51027,4669
Buckingham,VA,51029,51029,3284
Campbell,VA,51031,51031,10809
Caroline,VA,51033,51033,4859
Carroll,VA,51035,51035,7091
Charles City,VA,51036,51036,1678
Charlotte,VA,51037,51037,2634
Chesterfield,VA,51041,51041,49544
Clarke,VA,51043,51043,2990
Craig,VA,51045,51045,1088
Culpeper,VA,51047,51047,7862
Cumberland,VA,51049,51049,2151
Dickenson,VA,51051,51051,3160
Dinwiddie,VA,51053,51053,4884
Essex,VA,51057,51057,2443
Fairfax,VA,51059,51059,149923
Fauquier,VA,51061,51061,11284
Floyd,VA,51063,51063,3537
Fluvanna,VA,51065,51065,5162
Franklin,VA,51067,51067,12797
Frederick,VA,51069,51069,14514
Giles,VA,51071,51071,3570
Gloucester,VA,51073,51073,6921
Goochland,VA,51075,51075,4942
Grayson,VA,51077,51077,3780
Greene,VA,51079,51079,3232
Greensville,VA,51081,51081,1710
Halifax,VA,51083,51083,8097
Hanover,VA,51085,51085,18112
Henrico,VA,51087,51087,49085
Henry,VA,51089,51089,12104
Highland,VA,51091,51091,857
Isle of Wight,VA,51093,51093,6814
James City,VA,51095,51095,18396
King and Queen,VA,51097,51097,1628
King George,VA,51099,51099,3355
King William,VA,51101,51101,2617
Lancaster,VA,51103,51103,3879
Lee,VA,51105,51105,4974
Loudoun,VA,51107,51107,35615
Louisa,VA,51109,51109,7054
Lunenburg,VA,51111,51111,2637
Madison,VA,51113,51113,2849
Mathews,VA,51115,51115,2741
Mecklenburg,VA,51117,51117,7722
Middlesex,VA,51119,51119,3317
Montgomery,VA,51121,51121,11973
Nelson,VA,51125,51125,3853
New Kent,VA,51127,51127,3584
Northampton,VA,51131,51131,3093
Northumberland,VA,51133,51133,4473
Nottoway,VA,51135,51135,2925
Orange,VA,51137,51137,7107
Page,VA,51139,51139,4966
Patrick,VA,51141,51141,4642
Pittsylvania,VA,51143,51143,13372
Powhatan,VA,51145,51145,5104
Prince Edward,VA,51147,51147,3683
Prince George,VA,51149,51149,5123
Prince William,VA,51153,51153,44009
Pulaski,VA,51155,51155,7691
Rappahannock,VA,51157,51157,1907
Richmond,VA,51159,51159,1881
Roanoke,VA,51161,51161,19843
Rockbridge,VA,51163,51163,5754
Rockingham,VA,51165,51165,15113
Russell,VA,51167,51167,5610
Scott,VA,51169,51169,5155
Shenandoah,VA,51171,51171,9158
Smyth,VA,51173,51173,6568
Southampton,VA,51175,51175,3473
Spotsylvania,VA,51177,51177,18263
Stafford,VA,51179,51179,14857
Surry,VA,51181,51181,1413
Sussex,VA,51183,51183,1969
Tazewell,VA,51185,51185,8938
Warren,VA,51187,51187,6170
Washington,VA,51191,51191,12004
Westmoreland,VA,51193,51193,4405
Wise,VA,51195,51195,6806
Wythe,VA,51197,51197,5974
York,VA,51199,51199,10664
Alexandria City,VA,51510,51510,17766
Bedford City,VA,51515,51515,N/A
Bristol City,VA,51520,51520,3456
Buena Vista City,VA,51530,51530,1196
Charlottesville City,VA,51540,51540,5326
Chesapeake City,VA,51550,51550,31085
Colonial Heights City,VA,51570,51570,3550
Covington City,VA,51580,51580,1131
Danville City,VA,51590,51590,8342
Emporia City,VA,51595,51595,916
Fairfax City,VA,51600,51600,3498
Falls Church City,VA,51610,51610,1816
Franklin City,VA,51620,51620,1571
Fredericksburg City,VA,51630,51630,3084
Galax City,VA,51640,51640,1458
Hampton City,VA,51650,51650,20215
Harrisonburg City,VA,51660,51660,4778
Hopewell City,VA,51670,51670,3484
Lexington City,VA,51678,51678,1128
Lynchburg City,VA,51680,51680,11368
Manassas City,VA,51683,51683,4003
Manassas Park City,VA,51685,51685,1437
Martinsville City,VA,51690,51690,2397
Newport News City,VA,51700,51700,22744
Norfolk City,VA,51710,51710,26570
Norton City,VA,51720,51720,651
Petersburg City,VA,51730,51730,5241
Poquoson City,VA,51735,51735,2374
Portsmouth City,VA,51740,51740,13774
Radford City,VA,51750,51750,1532
Richmond City,VA,51760,51760,29085
Roanoke City,VA,51770,51770,15988
Salem City,VA,51775,51775,4803
Staunton City,VA,51790,51790,5126
Suffolk City,VA,51800,51800,12764
Virginia Beach City,VA,51810,51810,61804
Waynesboro City,VA,51820,51820,3904
Williamsburg City,VA,51830,51830,2342
Winchester City,VA,51840,51840,4443
Adams,WA,53001,53001,2138
Asotin,WA,53003,53003,5122
Benton,WA,53005,53005,28654
Chelan,WA,53007,53007,14177
Clallam,WA,53009,53009,21715
Clark,WA,53011,53011,71163
Columbia,WA,53013,53013,1128
Cowlitz,WA,53015,53015,20082
Douglas,WA,53017,53017,7229
Ferry,WA,53019,53019,1928
Franklin,WA,53021,53021,8290
Garfield,WA,53023,53023,551
Grant,WA,53025,53025,12882
Grays Harbor,WA,53027,53027,15299
Island,WA,53029,53029,19848
Jefferson,WA,53031,53031,11038
King,WA,53033,53033,284332
Kitsap,WA,53035,53035,46144
Kittitas,WA,53037,53037,7220
Klickitat,WA,53039,53039,5126
Lewis,WA,53041,53041,16186
Lincoln,WA,53043,53043,2701
Mason,WA,53045,53045,14383
Okanogan,WA,53047,53047,8837
Pacific,WA,53049,53049,6565
Pend Oreille,WA,53051,53051,3432
Pierce,WA,53053,53053,118606
San Juan,WA,53055,53055,5527
Skagit,WA,53057,53057,25451
Skamania,WA,53059,53059,2339
Snohomish,WA,53061,53061,104645
Spokane,WA,53063,53063,79841
Stevens,WA,53065,53065,10058
Thurston,WA,53067,53067,46930
Wahkiakum,WA,53069,53069,1410
Walla Walla,WA,53071,53071,10636
Whatcom,WA,53073,53073,37321
Whitman,WA,53075,53075,5001
Yakima,WA,53077,53077,33738
Barbour,WV,54001,54001,3226
Berkeley,WV,54003,54003,16666
Boone,WV,54005,54005,4275
Braxton,WV,54007,54007,3184
Brooke,WV,54009,54009,5124
Cabell,WV,54011,54011,17200
Calhoun,WV,54013,54013,1716
Clay,WV,54015,54015,1748
Doddridge,WV,54017,54017,1762
Fayette,WV,54019,54019,8902
Gilmer,WV,54021,54021,1332
Grant,WV,54023,54023,2778
Greenbrier,WV,54025,54025,7951
Hampshire,WV,54027,54027,5073
Hancock,WV,54029,54029,6632
Hardy,WV,54031,54031,3019
Harrison,WV,54033,54033,12875
Jackson,WV,54035,54035,5764
Jefferson,WV,54037,54037,8781
Kanawha,WV,54039,54039,36609
Lewis,WV,54041,54041,3269
Lincoln,WV,54043,54043,3890
Logan,WV,54045,54045,6430
McDowell,WV,54047,54047,3875
Marion,WV,54049,54049,10770
Marshall,WV,54051,54051,6707
Mason,WV,54053,54053,5469
Mercer,WV,54055,54055,12774
Mineral,WV,54057,54057,5780
Mingo,WV,54059,54059,4408
Monongalia,WV,54061,54061,12827
Monroe,WV,54063,54063,3317
Morgan,WV,54065,54065,4033
Nicholas,WV,54067,54067,5460
Ohio,WV,54069,54069,8923
Pendleton,WV,54071,54071,1852
Pleasants,WV,54073,54073,1393
Pocahontas,WV,54075,54075,2099
Preston,WV,54077,54077,6559
Putnam,WV,54079,54079,10125
Raleigh,WV,54081,54081,15077
Randolph,WV,54083,54083,6113
Ritchie,WV,54085,54085,2253
Roane,WV,54087,54087,2983
Summers,WV,54089,54089,3115
Taylor,WV,54091,54091,3333
Tucker,WV,54093,54093,1764
Tyler,WV,54095,54095,1919
Upshur,WV,54097,54097,4843
Wayne,WV,54099,54099,8211
Webster,WV,54101,54101,1907
Wetzel,WV,54103,54103,3515
Wirt,WV,54105,54105,1137
Wood,WV,54107,54107,16944
Wyoming,WV,54109,54109,4423
Adams,WI,55001,55001,5773
Ashland,WI,55003,55003,2956
Barron,WI,55005,55005,9684
Bayfield,WI,55007,55007,4028
Brown,WI,55009,55009,37538
Buffalo,WI,55011,55011,2840
Burnett,WI,55013,55013,4286
Calumet,WI,55015,55015,7158
Chippewa,WI,55017,55017,11174
Clark,WI,55019,55019,5666
Columbia,WI,55021,55021,9968
Crawford,WI,55023,55023,3674
Dane,WI,55025,55025,70979
Dodge,WI,55027,55027,15105
Door,WI,55029,55029,7961
Douglas,WI,55031,55031,7793
Dunn,WI,55033,55033,6825
Eau Claire,WI,55035,55035,15665
Florence,WI,55037,55037,1105
Fond du Lac,WI,55039,55039,18365
Forest,WI,55041,55041,2054
Grant,WI,55043,55043,8731
Green,WI,55045,55045,6680
Green Lake,WI,55047,55047,4050
Iowa,WI,55049,55049,4254
Iron,WI,55051,55051,1713
Jackson,WI,55053,55053,3792
Jefferson,WI,55055,55055,13910
Juneau,WI,55057,55057,5330
Kenosha,WI,55059,55059,22983
Kewaunee,WI,55061,55061,4038
La Crosse,WI,55063,55063,18678
Lafayette,WI,55065,55065,3039
Langlade,WI,55067,55067,4470
Lincoln,WI,55069,55069,5818
Manitowoc,WI,55071,55071,15721
Marathon,WI,55073,55073,23169
Marinette,WI,55075,55075,9370
Marquette,WI,55077,55077,3693
Menominee,WI,55078,55078,591
Milwaukee,WI,55079,55079,125940
Monroe,WI,55081,55081,7537
Oconto,WI,55083,55083,7573
Oneida,WI,55085,55085,9051
Outagamie,WI,55087,55087,26549
Ozaukee,WI,55089,55089,17044
Pepin,WI,55091,55091,1593
Pierce,WI,55093,55093,5984
Polk,WI,55095,55095,8717
Portage,WI,55097,55097,11351
Price,WI,55099,55099,3365
Racine,WI,55101,55101,31584
Richland,WI,55103,55103,3844
Rock,WI,55105,55105,26139
Rusk,WI,55107,55107,3348
St. Croix,WI,55109,55109,12029
Sauk,WI,55111,55111,11474
Sawyer,WI,55113,55113,4141
Shawano,WI,55115,55115,8474
Sheboygan,WI,55117,55117,20118
Taylor,WI,55119,55119,3828
Trempealeau,WI,55121,55121,5235
Vernon,WI,55123,55123,5829
Vilas,WI,55125,55125,6644
Walworth,WI,55127,55127,17631
Washburn,WI,55129,55129,4038
Washington,WI,55131,55131,23547
Waukesha,WI,55133,55133,72414
Waupaca,WI,55135,55135,10451
Waushara,WI,55137,55137,5755
Winnebago,WI,55139,55139,27014
Wood,WI,55141,55141,14703
Albany,WY,56001,56001,4325
Big Horn,WY,56003,56003,2501
Campbell,WY,56005,56005,4360
Carbon,WY,56007,56007,2489
Converse,WY,56009,56009,2304
Crook,WY,56011,56011,1430
Fremont,WY,56013,56013,7110
Goshen,WY,56015,56015,2878
Hot Springs,WY,56017,56017,1104
Johnson,WY,56019,56019,1943
Laramie,WY,56021,56021,15274
Lincoln,WY,56023,56023,3211
Natrona,WY,56025,56025,11580
Niobrara,WY,56027,56027,552
Park,WY,56029,56029,6459
Platte,WY,56031,56031,2049
Sheridan,WY,56033,56033,6167
Sublette,WY,56035,56035,1758
Sweetwater,WY,56037,56037,4972
Teton,WY,56039,56039,3268
Uinta,WY,56041,56041,2665
Washakie,WY,56043,56043,1693
Weston,WY,56045,56045,1370
Eastern,AS,60010,60010,N/A
Manu'a,AS,60020,60020,N/A
Rose Island,AS,60030,60030,N/A
Swains Island,AS,60040,60040,N/A
Western,AS,60050,60050,N/A
Guam,GU,66010,66010,N/A
Northern Islands,MP,69085,69085,N/A
Rota,MP,69100,69100,N/A
Saipan,MP,69110,69110,N/A
Tinian,MP,69120,69120,N/A
Adjuntas,PR,72001,72001,3334
Aguada,PR,72003,72003,6899
Aguadilla,PR,72005,72005,11034
Aguas Buenas,PR,72007,72007,4872
Aibonito,PR,72009,72009,4571
Añasco,PR,72011,72011,5351
Arecibo,PR,72013,72013,17960
Arroyo,PR,72015,72015,3337
Barceloneta,PR,72017,72017,4555
Barranquitas,PR,72019,72019,4297
Bayamón,PR,72021,72021,37504
Cabo Rojo,PR,72023,72023,10910
Caguas,PR,72025,72025,25211
Camuy,PR,72027,72027,6067
Canóvanas,PR,72029,72029,7496
Carolina,PR,72031,72031,33295
Cataño,PR,72033,72033,4612
Cayey,PR,72035,72035,8711
Ceiba,PR,72037,72037,2627
Ciales,PR,72039,72039,3195
Cidra,PR,72041,72041,6655
Coamo,PR,72043,72043,6697
Comerío,PR,72045,72045,3366
Corozal,PR,72047,72047,5850
Culebra,PR,72049,72049,306
Dorado,PR,72051,72051,6214
Fajardo,PR,72053,72053,6674
Florida,PR,72054,72054,2056
Guánica,PR,72055,72055,3768
Guayama,PR,72057,72057,7134
Guayanilla,PR,72059,72059,3702
Guaynabo,PR,72061,72061,18565
Gurabo,PR,72063,72063,7214
Hatillo,PR,72065,72065,7786
Hormigueros,PR,72067,72067,4302
Humacao,PR,72069,72069,11094
Isabela,PR,72071,72071,8066
Jayuya,PR,72073,72073,2338
Juana Díaz,PR,72075,72075,7878
Juncos,PR,72077,72077,6036
Lajas,PR,72079,72079,5368
Lares,PR,72081,72081,5136
Las Marías,PR,72083,72083,1659
Las Piedras,PR,72085,72085,6483
Loíza,PR,72087,72087,4379
Luquillo,PR,72089,72089,3806
Manatí,PR,72091,72091,8059
Maricao,PR,72093,72093,1169
Maunabo,PR,72095,72095,2321
Mayagüez,PR,72097,72097,17515
Moca,PR,72099,72099,6097
Morovis,PR,72101,72101,4749
Naguabo,PR,72103,72103,4540
Naranjito,PR,72105,72105,5180
Orocovis,PR,72107,72107,3424
Patillas,PR,72109,72109,3575
Peñuelas,PR,72111,72111,3252
Ponce,PR,72113,72113,29192
Quebradillas,PR,72115,72115,4618
Rincón,PR,72117,72117,3369
Río Grande,PR,72119,72119,9591
Sabana Grande,PR,72121,72121,4992
Salinas,PR,72123,72123,5260
San Germán,PR,72125,72125,7476
San Juan,PR,72127,72127,73353
San Lorenzo,PR,72129,72129,6752
San Sebastián,PR,72131,72131,8335
Santa Isabel,PR,72133,72133,3444
Toa Alta,PR,72135,72135,9903
Toa Baja,PR,72137,72137,14598
Trujillo Alto,PR,72139,72139,12138
Utuado,PR,72141,72141,5976
Vega Alta,PR,72143,72143,6571
Vega Baja,PR,72145,72145,10158
Vieques,PR,72147,72147,1849
Villalba,PR,72149,72149,3745
Yabucoa,PR,72151,72151,6633
Yauco,PR,72153,72153,7532
St. Croix,VI,78010,78010,N/A
St. John,VI,78020,78020,N/A
St. Thomas,VI,78030,78030,N/A
