County,State,FIPS Code,Formatted FIPS,"Estimated median income of a household, between 2015-2019."
Benton,TN,47005,47005,37512
Bledsoe,TN,47007,47007,44122
Blount,TN,47009,47009,56667
Bradley,TN,47011,47011,51331
Campbell,TN,47013,47013,39803
Cannon,TN,47015,47015,55330
Carroll,TN,47017,47017,42637
Carter,TN,47019,47019,38092
Cheatham,TN,47021,47021,61913
Chester,TN,47023,47023,51946
Claiborne,TN,47025,47025,36835
Clay,TN,47027,47027,32167
Cocke,TN,47029,47029,36716
Coffee,TN,47031,47031,50351
Crockett,TN,47033,47033,44717
Cumberland,TN,47035,47035,45958
Davidson,TN,47037,47037,60388
Decatur,TN,47039,47039,42031
DeKalb,TN,47041,47041,45511
Dickson,TN,47043,47043,53076
Dyer,TN,47045,47045,44185
Fayette,TN,47047,47047,60711
Fentress,TN,47049,47049,36520
Franklin,TN,47051,47051,51585
Gibson,TN,47053,47053,43171
Giles,TN,47055,47055,49614
Grainger,TN,47057,47057,44064
Greene,TN,47059,47059,42595
Grundy,TN,47061,47061,40516
Hamblen,TN,47063,47063,43619
Hamilton,TN,47065,47065,55070
Hancock,TN,47067,47067,30136
Hardeman,TN,47069,47069,40304
Hardin,TN,47071,47071,40682
Hawkins,TN,47073,47073,41924
Haywood,TN,47075,47075,37905
Henderson,TN,47077,47077,43305
Henry,TN,47079,47079,40502
Hickman,TN,47081,47081,43596
Houston,TN,47083,47083,42711
Humphreys,TN,47085,47085,45667
Jackson,TN,47087,47087,35207
Jefferson,TN,47089,47089,49139
Johnson,TN,47091,47091,36004
Knox,TN,47093,47093,57470
Lake,TN,47095,47095,35191
Lauderdale,TN,47097,47097,39896
Lawrence,TN,47099,47099,43614
Lewis,TN,47101,47101,37277
Lincoln,TN,47103,47103,49485
Loudon,TN,47105,47105,58065
McMinn,TN,47107,47107,43285
McNairy,TN,47109,47109,39161
Macon,TN,47111,47111,37430
Madison,TN,47113,47113,48161
Marion,TN,47115,47115,49432
Marshall,TN,47117,47117,53197
Maury,TN,47119,47119,57170
Meigs,TN,47121,47121,49167
Monroe,TN,47123,47123,42429
Montgomery,TN,47125,47125,57541
Moore,TN,47127,47127,57708
Morgan,TN,47129,47129,41333
Obion,TN,47131,47131,39615
Overton,TN,47133,47133,37197
Perry,TN,47135,47135,41034
Pickett,TN,47137,47137,39554
Polk,TN,47139,47139,43306
Putnam,TN,47141,47141,44259
Rhea,TN,47143,47143,42206
Roane,TN,47145,47145,53367
Robertson,TN,47147,47147,63307
Rutherford,TN,47149,47149,67429
Scott,TN,47151,47151,38864
Sequatchie,TN,47153,47153,49370
Sevier,TN,47155,47155,49610
Shelby,TN,47157,47157,51657
Smith,TN,47159,47159,48068
Stewart,TN,47161,47161,45809
Sullivan,TN,47163,47163,46684
Sumner,TN,47165,47165,67204
Tipton,TN,47167,47167,61291
Trousdale,TN,47169,47169,56321
Unicoi,TN,47171,47171,41890
Union,TN,47173,47173,44671
Van Buren,TN,47175,47175,42724
Warren,TN,47177,47177,41125
Washington,TN,47179,47179,48334
Wayne,TN,47181,47181,41427
Weakley,TN,47183,47183,39937
White,TN,47185,47185,41998
Williamson,TN,47187,47187,112962
Wilson,TN,47189,47189,75991
Anderson,TX,48001,48001,43455
Andrews,TX,48003,48003,76158
Angelina,TX,48005,48005,50453
Aransas,TX,48007,48007,45137
Archer,TX,48009,48009,63835
Armstrong,TX,48011,48011,72500
Atascosa,TX,48013,48013,55366
Austin,TX,48015,48015,66206
Bailey,TX,48017,48017,52273
Bandera,TX,48019,48019,58661
Bastrop,TX,48021,48021,64597
Baylor,TX,48023,48023,40739
Bee,TX,48025,48025,44578
Bell,TX,48027,48027,54884
Bexar,TX,48029,48029,57157
Blanco,TX,48031,48031,66390
Borden,TX,48033,48033,72188
Bosque,TX,48035,48035,52148
Bowie,TX,48037,48037,50164
Brazoria,TX,48039,48039,81447
Brazos,TX,48041,48041,49181
Brewster,TX,48043,48043,47080
Briscoe,TX,48045,48045,40227
Brooks,TX,48047,48047,28333
Brown,TX,48049,48049,48365
Burleson,TX,48051,48051,57731
Burnet,TX,48053,48053,59492
Caldwell,TX,48055,48055,54152
Calhoun,TX,48057,48057,58776
Callahan,TX,48059,48059,48651
Cameron,TX,48061,48061,38758
Camp,TX,48063,48063,48207
Carson,TX,48065,48065,74872
Cass,TX,48067,48067,44848
Castro,TX,48069,48069,50142
Chambers,TX,48071,48071,91141
Cherokee,TX,48073,48073,48186
Childress,TX,48075,48075,43181
Clay,TX,48077,48077,55989
Cochran,TX,48079,48079,40962
Coke,TX,48081,48081,45000
Coleman,TX,48083,48083,46743
Collin,TX,48085,48085,96913
Collingsworth,TX,48087,48087,39120
Colorado,TX,48089,48089,52559
Comal,TX,48091,48091,79936
Comanche,TX,48093,48093,53516
Concho,TX,48095,48095,47500
Cooke,TX,48097,48097,60202
Coryell,TX,48099,48099,52893
Cottle,TX,48101,48101,32305
Crane,TX,48103,48103,65969
Crockett,TX,48105,48105,47386
Crosby,TX,48107,48107,40759
Culberson,TX,48109,48109,37900
Dallam,TX,48111,48111,58811
Dallas,TX,48113,48113,59607
Dawson,TX,48115,48115,43239
Deaf Smith,TX,48117,48117,49701
Delta,TX,48119,48119,51038
Denton,TX,48121,48121,86913
DeWitt,TX,48123,48123,55357
Dickens,TX,48125,48125,42540
Dimmit,TX,48127,48127,27161
Donley,TX,48129,48129,42961
Duval,TX,48131,48131,41186
Eastland,TX,48133,48133,37276
Ector,TX,48135,48135,62973
Edwards,TX,48137,48137,40766
Ellis,TX,48139,48139,76871
El Paso,TX,48141,48141,46871
Erath,TX,48143,48143,52742
Falls,TX,48145,48145,39497
Fannin,TX,48147,48147,54648
Fayette,TX,48149,48149,60189
Fisher,TX,48151,48151,46146
Floyd,TX,48153,48153,50580
Foard,TX,48155,48155,43625
Fort Bend,TX,48157,48157,97743
Franklin,TX,48159,48159,53783
Freestone,TX,48161,48161,49471
Frio,TX,48163,48163,46729
Gaines,TX,48165,48165,63054
Galveston,TX,48167,48167,73330
Garza,TX,48169,48169,49627
Gillespie,TX,48171,48171,59155
Glasscock,TX,48173,48173,78456
Goliad,TX,48175,48175,60690
Gonzales,TX,48177,48177,53577
Gray,TX,48179,48179,47952
Grayson,TX,48181,48181,54815
Gregg,TX,48183,48183,50180
Grimes,TX,48185,48185,52913
Guadalupe,TX,48187,48187,74496
Hale,TX,48189,48189,48384
Hall,TX,48191,48191,34673
Hamilton,TX,48193,48193,50825
Hansford,TX,48195,48195,38000
Hardeman,TX,48197,48197,41859
Hardin,TX,48199,48199,60339
Harris,TX,48201,48201,61705
Harrison,TX,48203,48203,52220
Hartley,TX,48205,48205,58298
Haskell,TX,48207,48207,40313
Hays,TX,48209,48209,68717
Hemphill,TX,48211,48211,70625
Henderson,TX,48213,48213,47355
Hidalgo,TX,48215,48215,40014
Hill,TX,48217,48217,53307
Hockley,TX,48219,48219,48248
Hood,TX,48221,48221,64041
Hopkins,TX,48223,48223,52078
Houston,TX,48225,48225,37904
Howard,TX,48227,48227,54208
Hudspeth,TX,48229,48229,31677
Hunt,TX,48231,48231,54959
Hutchinson,TX,48233,48233,52524
Irion,TX,48235,48235,47500
Jack,TX,48237,48237,52045
Jackson,TX,48239,48239,62806
Jasper,TX,48241,48241,44370
Jeff Davis,TX,48243,48243,53088
Jefferson,TX,48245,48245,51248
Jim Hogg,TX,48247,48247,33382
Jim Wells,TX,48249,48249,41505
Johnson,TX,48251,48251,64359
Jones,TX,48253,48253,50344
Karnes,TX,48255,48255,56127
Kaufman,TX,48257,48257,70107
Kendall,TX,48259,48259,84747
Kenedy,TX,48261,48261,38021
Kent,TX,48263,48263,44688
Kerr,TX,48265,48265,55990
Kimble,TX,48267,48267,43328
King,TX,48269,48269,52083
Kinney,TX,48271,48271,26738
Kleberg,TX,48273,48273,43730
Knox,TX,48275,48275,48798
Lamar,TX,48277,48277,45117
Lamb,TX,48279,48279,45111
Lampasas,TX,48281,48281,60772
La Salle,TX,48283,48283,50151
Lavaca,TX,48285,48285,54403
Lee,TX,48287,48287,54744
Leon,TX,48289,48289,43045
Liberty,TX,48291,48291,51494
Limestone,TX,48293,48293,44418
Lipscomb,TX,48295,48295,59091
Live Oak,TX,48297,48297,53848
Llano,TX,48299,48299,53411
Loving,TX,48301,48301,83750
Lubbock,TX,48303,48303,52429
Lynn,TX,48305,48305,43382
McCulloch,TX,48307,48307,47707
McLennan,TX,48309,48309,49778
McMullen,TX,48311,48311,62000
Madison,TX,48313,48313,52664
Marion,TX,48315,48315,37662
Martin,TX,48317,48317,66610
Mason,TX,48319,48319,42276
Matagorda,TX,48321,48321,48913
Maverick,TX,48323,48323,39625
Medina,TX,48325,48325,62599
Menard,TX,48327,48327,36395
Midland,TX,48329,48329,79421
Milam,TX,48331,48331,47902
Mills,TX,48333,48333,49306
Mitchell,TX,48335,48335,51492
Montague,TX,48337,48337,51765
Montgomery,TX,48339,48339,80902
Moore,TX,48341,48341,54871
Morris,TX,48343,48343,41359
Motley,TX,48345,48345,43859
Nacogdoches,TX,48347,48347,44847
Navarro,TX,48349,48349,48529
Newton,TX,48351,48351,40101
Nolan,TX,48353,48353,45537
Nueces,TX,48355,48355,55919
Ochiltree,TX,48357,48357,50464
Oldham,TX,48359,48359,64545
Orange,TX,48361,48361,59399
Palo Pinto,TX,48363,48363,50154
Panola,TX,48365,48365,52982
Parker,TX,48367,48367,77503
Parmer,TX,48369,48369,55359
Pecos,TX,48371,48371,52397
Polk,TX,48373,48373,49279
Potter,TX,48375,48375,42528
Presidio,TX,48377,48377,25098
Rains,TX,48379,48379,51579
Randall,TX,48381,48381,68261
Reagan,TX,48383,48383,74868
Real,TX,48385,48385,35862
Red River,TX,48387,48387,39142
Reeves,TX,48389,48389,53311
Refugio,TX,48391,48391,50076
Roberts,TX,48393,48393,68750
Robertson,TX,48395,48395,52928
Rockwall,TX,48397,48397,100920
Runnels,TX,48399,48399,44940
Rusk,TX,48401,48401,55234
Sabine,TX,48403,48403,34992
San Augustine,TX,48405,48405,40353
San Jacinto,TX,48407,48407,41614
San Patricio,TX,48409,48409,56556
San Saba,TX,48411,48411,45083
Schleicher,TX,48413,48413,53229
Scurry,TX,48415,48415,54326
Shackelford,TX,48417,48417,46935
Shelby,TX,48419,48419,42522
Sherman,TX,48421,48421,51926
Smith,TX,48423,48423,56810
Somervell,TX,48425,48425,60632
Starr,TX,48427,48427,30387
Stephens,TX,48429,48429,46232
Sterling,TX,48431,48431,59868
Stonewall,TX,48433,48433,51250
Sutton,TX,48435,48435,54306
Swisher,TX,48437,48437,39771
Tarrant,TX,48439,48439,67700
Taylor,TX,48441,48441,53143
Terrell,TX,48443,48443,43208
Terry,TX,48445,48445,44627
Throckmorton,TX,48447,48447,40000
Titus,TX,48449,48449,50196
Tom Green,TX,48451,48451,53903
Travis,TX,48453,48453,75887
Trinity,TX,48455,48455,41357
Tyler,TX,48457,48457,44497
Upshur,TX,48459,48459,52162
Upton,TX,48461,48461,52171
Uvalde,TX,48463,48463,41679
Val Verde,TX,48465,48465,46147
Van Zandt,TX,48467,48467,54654
Victoria,TX,48469,48469,56834
Walker,TX,48471,48471,43742
Waller,TX,48473,48473,59642
Ward,TX,48475,48475,62986
Washington,TX,48477,48477,54971
Webb,TX,48479,48479,46475
Wharton,TX,48481,48481,48310
Wheeler,TX,48483,48483,49315
Wichita,TX,48485,48485,48650
Wilbarger,TX,48487,48487,45302
Willacy,TX,48489,48489,35521
Williamson,TX,48491,48491,87337
Wilson,TX,48493,48493,76692
Winkler,TX,48495,48495,60366
Wise,TX,48497,48497,64536
Wood,TX,48499,48499,53394
Yoakum,TX,48501,48501,70005
Young,TX,48503,48503,50635
Zapata,TX,48505,48505,33952
Zavala,TX,48507,48507,34459
Beaver,UT,49001,49001,55221
Box Elder,UT,49003,49003,62233
Cache,UT,49005,49005,59038
Carbon,UT,49007,49007,51158
Daggett,UT,49009,49009,75417
Davis,UT,49011,49011,83310
Duchesne,UT,49013,49013,63224
Emery,UT,49015,49015,55554
Garfield,UT,49017,49017,54565
Grand,UT,49019,49019,51557
Iron,UT,49021,49021,51807
Juab,UT,49023,49023,61463
Kane,UT,49025,49025,47044
Millard,UT,49027,49027,62242
Morgan,UT,49029,49029,91341
Piute,UT,49031,49031,42813
Rich,UT,49033,49033,57902
Salt Lake,UT,49035,49035,74865
San Juan,UT,49037,49037,45394
Sanpete,UT,49039,49039,53838
Sevier,UT,49041,49041,54799
Summit,UT,49043,49043,102958
Tooele,UT,49045,49045,74562
Uintah,UT,49047,49047,65264
Utah,UT,49049,49049,74665
Wasatch,UT,49051,49051,85166
Washington,UT,49053,49053,59839
Wayne,UT,49055,49055,44245
Weber,UT,49057,49057,67244
Addison,VT,50001,50001,68825
Bennington,VT,50003,50003,56183
Caledonia,VT,50005,50005,50563
Chittenden,VT,50007,50007,73647
Essex,VT,50009,50009,44349
Franklin,VT,50011,50011,65485
Grand Isle,VT,50013,50013,71587
Lamoille,VT,50015,50015,64003
Orange,VT,50017,50017,60925
Orleans,VT,50019,50019,49168
Rutland,VT,50021,50021,56139
Washington,VT,50023,50023,62791
Windham,VT,50025,50025,51985
Windsor,VT,50027,50027,60987
Accomack,VA,51001,51001,46073
Albemarle,VA,51003,51003,79880
Alleghany,VA,51005,51005,47673
Amelia,VA,51007,51007,57946
Amherst,VA,51009,51009,52888
Appomattox,VA,51011,51011,58696
Arlington,VA,51013,51013,120071
Augusta,VA,51015,51015,62711
Bath,VA,51017,51017,49738
Bedford,VA,51019,51019,64199
Bland,VA,51021,51021,48531
Botetourt,VA,51023,51023,71110
Brunswick,VA,51025,51025,44434
Buchanan,VA,51027,51027,31956
Buckingham,VA,51029,51029,49025
Campbell,VA,51031,51031,49664
Caroline,VA,51033,51033,65103
Carroll,VA,51035,51035,44835
Charles City,VA,51036,51036,57198
Charlotte,VA,51037,51037,40573
Chesterfield,VA,51041,51041,82599
Clarke,VA,51043,51043,80026
Craig,VA,51045,51045,55708
Culpeper,VA,51047,51047,77935
Cumberland,VA,51049,51049,47469
Dickenson,VA,51051,51051,29932
Dinwiddie,VA,51053,51053,60346
Essex,VA,51057,51057,51954
Fairfax,VA,51059,51059,124831
Fauquier,VA,51061,51061,100783
Floyd,VA,51063,51063,51521
Fluvanna,VA,51065,51065,76873
Franklin,VA,51067,51067,56254
Frederick,VA,51069,51069,78002
Giles,VA,51071,51071,54520
Gloucester,VA,51073,51073,70537
Goochland,VA,51075,51075,93994
Grayson,VA,51077,51077,36544
Greene,VA,51079,51079,67398
Greensville,VA,51081,51081,50300
Halifax,VA,51083,51083,42669
Hanover,VA,51085,51085,89390
Henrico,VA,51087,51087,70307
Henry,VA,51089,51089,37952
Highland,VA,51091,51091,48587
Isle of Wight,VA,51093,51093,73991
James City,VA,51095,51095,87678
King and Queen,VA,51097,51097,63982
King George,VA,51099,51099,94274
King William,VA,51101,51101,66987
Lancaster,VA,51103,51103,53711
Lee,VA,51105,51105,32888
Loudoun,VA,51107,51107,142299
Louisa,VA,51109,51109,60975
Lunenburg,VA,51111,51111,44303
Madison,VA,51113,51113,57895
Mathews,VA,51115,51115,64237
Mecklenburg,VA,51117,51117,43207
Middlesex,VA,51119,51119,57438
Montgomery,VA,51121,51121,57977
Nelson,VA,51125,51125,64313
New Kent,VA,51127,51127,87904
Northampton,VA,51131,51131,47227
Northumberland,VA,51133,51133,62632
Nottoway,VA,51135,51135,45535
Orange,VA,51137,51137,71548
Page,VA,51139,51139,51792
Patrick,VA,51141,51141,43073
Pittsylvania,VA,51143,51143,47690
Powhatan,VA,51145,51145,89090
Prince Edward,VA,51147,51147,47202
Prince George,VA,51149,51149,71912
Prince William,VA,51153,51153,107132
Pulaski,VA,51155,51155,53866
Rappahannock,VA,51157,51157,74284
Richmond,VA,51159,51159,49517
Roanoke,VA,51161,51161,68948
Rockbridge,VA,51163,51163,54600
Rockingham,VA,51165,51165,61864
Russell,VA,51167,51167,39758
Scott,VA,51169,51169,39820
Shenandoah,VA,51171,51171,57252
Smyth,VA,51173,51173,40932
Southampton,VA,51175,51175,61348
Spotsylvania,VA,51177,51177,88628
Stafford,VA,51179,51179,111108
Surry,VA,51181,51181,57962
Sussex,VA,51183,51183,49487
Tazewell,VA,51185,51185,42099
Warren,VA,51187,51187,69116
Washington,VA,51191,51191,48495
Westmoreland,VA,51193,51193,53853
Wise,VA,51195,51195,38888
Wythe,VA,51197,51197,49364
York,VA,51199,51199,92069
Alexandria City,VA,51510,51510,100939
Bedford City,VA,51515,51515,N/A
Bristol City,VA,51520,51520,37500
Buena Vista City,VA,51530,51530,32455
Charlottesville City,VA,51540,51540,59471
Chesapeake City,VA,51550,51550,78640
Colonial Heights City,VA,51570,51570,54550
Covington City,VA,51580,51580,40655
Danville City,VA,51590,51590,37203
Emporia City,VA,51595,51595,27063
Fairfax City,VA,51600,51600,116979
Falls Church City,VA,51610,51610,127610
Franklin City,VA,51620,51620,40417
Fredericksburg City,VA,51630,51630,65641
Galax City,VA,51640,51640,33575
Hampton City,VA,51650,51650,56287
Harrisonburg City,VA,51660,51660,46679
Hopewell City,VA,51670,51670,39030
Lexington City,VA,51678,51678,42632
Lynchburg City,VA,51680,51680,46409
Manassas City,VA,51683,51683,81493
Manassas Park City,VA,51685,51685,88046
Martinsville City,VA,51690,51690,34371
Newport News City,VA,51700,51700,53215
Norfolk City,VA,51710,51710,51590
Norton City,VA,51720,51720,29000
Petersburg City,VA,51730,51730,38679
Poquoson City,VA,51735,51735,97118
Portsmouth City,VA,51740,51740,52175
Radford City,VA,51750,51750,36297
Richmond City,VA,51760,51760,47250
Roanoke City,VA,51770,51770,44230
Salem City,VA,51775,51775,57165
Staunton City,VA,51790,51790,52611
Suffolk City,VA,51800,51800,74884
Virginia Beach City,VA,51810,51810,76610
Waynesboro City,VA,51820,51820,45011
Williamsburg City,VA,51830,51830,57463
Winchester City,VA,51840,51840,58818
Adams,WA,53001,53001,48294
Asotin,WA,53003,53003,53715
Benton,WA,53005,53005,69023
Chelan,WA,53007,53007,58795
Clallam,WA,53009,53009,52192
Clark,WA,53011,53011,75253
Columbia,WA,53013,53013,53423
Cowlitz,WA,53015,53015,54506
Douglas,WA,53017,53017,62951
Ferry,WA,53019,53019,41939
Franklin,WA,53021,53021,63584
Garfield,WA,53023,53023,55900
Grant,WA,53025,53025,55556
Grays Harbor,WA,53027,53027,51240
Island,WA,53029,53029,68604
Jefferson,WA,53031,53031,55127
King,WA,53033,53033,94974
Kitsap,WA,53035,53035,75411
Kittitas,WA,53037,53037,56004
Klickitat,WA,53039,53039,55773
Lewis,WA,53041,53041,53484
Lincoln,WA,53043,53043,54631
Mason,WA,53045,53045,57634
Okanogan,WA,53047,53047,47240
Pacific,WA,53049,53049,46733
Pend Oreille,WA,53051,53051,50591
Pierce,WA,53053,53053,72113
San Juan,WA,53055,53055,63622
Skagit,WA,53057,53057,67028
Skamania,WA,53059,53059,65181
Snohomish,WA,53061,53061,86691
Spokane,WA,53063,53063,56904
Stevens,WA,53065,53065,51775
Thurston,WA,53067,53067,72003
Wahkiakum,WA,53069,53069,53227
Walla Walla,WA,53071,53071,57858
Whatcom,WA,53073,53073,62984
Whitman,WA,53075,53075,42745
Yakima,WA,53077,53077,51637
Barbour,WV,54001,54001,38459
Berkeley,WV,54003,54003,62515
Boone,WV,54005,54005,40739
Braxton,WV,54007,54007,41466
Brooke,WV,54009,54009,51496
Cabell,WV,54011,54011,40028
Calhoun,WV,54013,54013,38382
Clay,WV,54015,54015,35024
Doddridge,WV,54017,54017,45545
Fayette,WV,54019,54019,41394
Gilmer,WV,54021,54021,42636
Grant,WV,54023,54023,42216
Greenbrier,WV,54025,54025,40200
Hampshire,WV,54027,54027,47857
Hancock,WV,54029,54029,45763
Hardy,WV,54031,54031,47438
Harrison,WV,54033,54033,53022
Jackson,WV,54035,54035,47837
Jefferson,WV,54037,54037,80430
Kanawha,WV,54039,54039,46639
Lewis,WV,54041,54041,39908
Lincoln,WV,54043,54043,42345
Logan,WV,54045,54045,36168
McDowell,WV,54047,54047,27682
Marion,WV,54049,54049,50305
Marshall,WV,54051,54051,48557
Mason,WV,54053,54053,46078
Mercer,WV,54055,54055,40784
Mineral,WV,54057,54057,49936
Mingo,WV,54059,54059,32764
Monongalia,WV,54061,54061,52455
Monroe,WV,54063,54063,38540
Morgan,WV,54065,54065,51745
Nicholas,WV,54067,54067,40086
Ohio,WV,54069,54069,50584
Pendleton,WV,54071,54071,42312
Pleasants,WV,54073,54073,56838
Pocahontas,WV,54075,54075,41882
Preston,WV,54077,54077,51888
Putnam,WV,54079,54079,60097
Raleigh,WV,54081,54081,43748
Randolph,WV,54083,54083,43320
Ritchie,WV,54085,54085,43577
Roane,WV,54087,54087,37373
Summers,WV,54089,54089,38187
Taylor,WV,54091,54091,48578
Tucker,WV,54093,54093,49118
Tyler,WV,54095,54095,43087
Upshur,WV,54097,54097,40322
Wayne,WV,54099,54099,37988
Webster,WV,54101,54101,34927
Wetzel,WV,54103,54103,43107
Wirt,WV,54105,54105,46048
Wood,WV,54107,54107,47321
Wyoming,WV,54109,54109,42332
Adams,WI,55001,55001,46369
Ashland,WI,55003,55003,42510
Barron,WI,55005,55005,52703
Bayfield,WI,55007,55007,56096
Brown,WI,55009,55009,62340
Buffalo,WI,55011,55011,57829
Burnett,WI,55013,55013,52672
Calumet,WI,55015,55015,75814
Chippewa,WI,55017,55017,59742
Clark,WI,55019,55019,54012
Columbia,WI,55021,55021,68005
Crawford,WI,55023,55023,50595
Dane,WI,55025,55025,73893
Dodge,WI,55027,55027,60652
Door,WI,55029,55029,61560
Douglas,WI,55031,55031,53986
Dunn,WI,55033,55033,58783
Eau Claire,WI,55035,55035,59476
Florence,WI,55037,55037,52181
Fond du Lac,WI,55039,55039,62391
Forest,WI,55041,55041,45536
Grant,WI,55043,55043,54800
Green,WI,55045,55045,64502
Green Lake,WI,55047,55047,55075
Iowa,WI,55049,55049,64124
Iron,WI,55051,55051,43798
Jackson,WI,55053,55053,53650
Jefferson,WI,55055,55055,66291
Juneau,WI,55057,55057,53490
Kenosha,WI,55059,55059,63733
Kewaunee,WI,55061,55061,66192
La Crosse,WI,55063,55063,57882
Lafayette,WI,55065,55065,60691
Langlade,WI,55067,55067,49491
Lincoln,WI,55069,55069,58541
Manitowoc,WI,55071,55071,56612
Marathon,WI,55073,55073,62633
Marinette,WI,55075,55075,50330
Marquette,WI,55077,55077,52288
Menominee,WI,55078,55078,40921
Milwaukee,WI,55079,55079,50606
Monroe,WI,55081,55081,59587
Oconto,WI,55083,55083,60908
Oneida,WI,55085,55085,56852
Outagamie,WI,55087,55087,65572
Ozaukee,WI,55089,55089,85215
Pepin,WI,55091,55091,54583
Pierce,WI,55093,55093,72323
Polk,WI,55095,55095,59994
Portage,WI,55097,55097,58853
Price,WI,55099,55099,47956
Racine,WI,55101,55101,61336
Richland,WI,55103,55103,51947
Rock,WI,55105,55105,57875
Rusk,WI,55107,55107,47532
St. Croix,WI,55109,55109,84756
Sauk,WI,55111,55111,59943
Sawyer,WI,55113,55113,47714
Shawano,WI,55115,55115,56531
Sheboygan,WI,55117,55117,60696
Taylor,WI,55119,55119,53020
Trempealeau,WI,55121,55121,58548
Vernon,WI,55123,55123,52459
Vilas,WI,55125,55125,47072
Walworth,WI,55127,55127,63776
Washburn,WI,55129,55129,50280
Washington,WI,55131,55131,77663
Waukesha,WI,55133,55133,87277
Waupaca,WI,55135,55135,58693
Waushara,WI,55137,55137,52810
Winnebago,WI,55139,55139,58543
Wood,WI,55141,55141,54913
Albany,WY,56001,56001,49322
Big Horn,WY,56003,56003,52804
Campbell,WY,56005,56005,82659
Carbon,WY,56007,56007,60161
Converse,WY,56009,56009,69647
Crook,WY,56011,56011,65132
Fremont,WY,56013,56013,55896
Goshen,WY,56015,56015,54289
Hot Springs,WY,56017,56017,51413
Johnson,WY,56019,56019,58132
Laramie,WY,56021,56021,66910
Lincoln,WY,56023,56023,66964
Natrona,WY,56025,56025,62772
Niobrara,WY,56027,56027,39150
Park,WY,56029,56029,63582
Platte,WY,56031,56031,50903
Sheridan,WY,56033,56033,60807
Sublette,WY,56035,56035,77403
Sweetwater,WY,56037,56037,74843
Teton,WY,56039,56039,84678
Uinta,WY,56041,56041,63403
Washakie,WY,56043,56043,54158
Weston,WY,56045,56045,57031
Eastern,AS,60010,60010,N/A
Manu'a,AS,60020,60020,N/A
Rose Island,AS,60030,60030,N/A
Swains Island,AS,60040,60040,N/A
Western,AS,60050,60050,N/A
Guam,GU,66010,66010,N/A
Northern Islands,MP,69085,69085,N/A
Rota,MP,69100,69100,N/A
Saipan,MP,69110,69110,N/A
Tinian,MP,69120,69120,N/A
Adjuntas,PR,72001,72001,14012
Aguada,PR,72003,72003,16738
Aguadilla,PR,72005,72005,16269
Aguas Buenas,PR,72007,72007,19279
Aibonito,PR,72009,72009,20521
Añasco,PR,72011,72011,19919
Arecibo,PR,72013,72013,18647
Arroyo,PR,72015,72015,17570
Barceloneta,PR,72017,72017,17154
Barranquitas,PR,72019,72019,17036
Bayamón,PR,72021,72021,26420
Cabo Rojo,PR,72023,72023,16708
Caguas,PR,72025,72025,25136
Camuy,PR,72027,72027,17000
Canóvanas,PR,72029,72029,21267
Carolina,PR,72031,72031,29059
Cataño,PR,72033,72033,17448
Cayey,PR,72035,72035,22518
Ceiba,PR,72037,72037,18309
Ciales,PR,72039,72039,16867
Cidra,PR,72041,72041,19726
Coamo,PR,72043,72043,19692
Comerío,PR,72045,72045,13733
Corozal,PR,72047,72047,15140
Culebra,PR,72049,72049,23333
Dorado,PR,72051,72051,30732
Fajardo,PR,72053,72053,19430
Florida,PR,72054,72054,20442
Guánica,PR,72055,72055,12995
Guayama,PR,72057,72057,17261
Guayanilla,PR,72059,72059,17379
Guaynabo,PR,72061,72061,35928
Gurabo,PR,72063,72063,35018
Hatillo,PR,72065,72065,17715
Hormigueros,PR,72067,72067,19030
Humacao,PR,72069,72069,20434
Isabela,PR,72071,72071,16540
Jayuya,PR,72073,72073,14808
Juana Díaz,PR,72075,72075,20657
Juncos,PR,72077,72077,19605
Lajas,PR,72079,72079,13992
Lares,PR,72081,72081,16532
Las Marías,PR,72083,72083,14135
Las Piedras,PR,72085,72085,21667
Loíza,PR,72087,72087,17852
Luquillo,PR,72089,72089,21850
Manatí,PR,72091,72091,18502
Maricao,PR,72093,72093,12441
Maunabo,PR,72095,72095,20844
Mayagüez,PR,72097,72097,14236
Moca,PR,72099,72099,15037
Morovis,PR,72101,72101,20941
Naguabo,PR,72103,72103,19432
Naranjito,PR,72105,72105,18883
Orocovis,PR,72107,72107,15099
Patillas,PR,72109,72109,16007
Peñuelas,PR,72111,72111,16718
Ponce,PR,72113,72113,17069
Quebradillas,PR,72115,72115,17473
Rincón,PR,72117,72117,19907
Río Grande,PR,72119,72119,22669
Sabana Grande,PR,72121,72121,17319
Salinas,PR,72123,72123,18189
San Germán,PR,72125,72125,16486
San Juan,PR,72127,72127,22710
San Lorenzo,PR,72129,72129,19380
San Sebastián,PR,72131,72131,15331
Santa Isabel,PR,72133,72133,19827
Toa Alta,PR,72135,72135,28834
Toa Baja,PR,72137,72137,25105
Trujillo Alto,PR,72139,72139,32545
Utuado,PR,72141,72141,15399
Vega Alta,PR,72143,72143,20048
Vega Baja,PR,72145,72145,19617
Vieques,PR,72147,72147,14936
Villalba,PR,72149,72149,19877
Yabucoa,PR,72151,72151,16295
Yauco,PR,72153,72153,14743
St. Croix,VI,78010,78010,N/A
St. John,VI,78020,78020,N/A
St. Thomas,VI,78030,78030,N/A
