County,State,FIPS Code,Formatted FIPS,"Estimated percent of all people who were White, between 2015-201"
Somerset,PA,42111,42111,95.15
Sullivan,PA,42113,42113,95.62
Susquehanna,PA,42115,42115,97.5
Tioga,PA,42117,42117,96.86
Union,PA,42119,42119,86.87
Venango,PA,42121,42121,96.65
Warren,PA,42123,42123,97.7
Washington,PA,42125,42125,93.59
Wayne,PA,42127,42127,93.72
Westmoreland,PA,42129,42129,94.65
Wyoming,PA,42131,42131,97.1
York,PA,42133,42133,88.42
Bristol,RI,44001,44001,94.19
Kent,RI,44003,44003,91.32
Newport,RI,44005,44005,89.86
Providence,RI,44007,44007,72.92
Washington,RI,44009,44009,92.85
Abbeville,SC,45001,45001,69.93
Aiken,SC,45003,45003,70.67
Allendale,SC,45005,45005,23.36
Anderson,SC,45007,45007,79.76
Bamberg,SC,45009,45009,36.43
Barnwell,SC,45011,45011,50.89
Beaufort,SC,45013,45013,74.69
Berkeley,SC,45015,45015,66.61
Calhoun,SC,45017,45017,55.71
Charleston,SC,45019,45019,68.26
Cherokee,SC,45021,45021,75.53
Chester,SC,45023,45023,60.41
Chesterfield,SC,45025,45025,62.97
Clarendon,SC,45027,45027,49.27
Colleton,SC,45029,45029,57.26
Darlington,SC,45031,45031,56.61
Dillon,SC,45033,45033,46.73
Dorchester,SC,45035,45035,67.45
Edgefield,SC,45037,45037,60.03
Fairfield,SC,45039,45039,39.11
Florence,SC,45041,45041,53.64
Georgetown,SC,45043,45043,64.75
Greenville,SC,45045,45045,73.54
Greenwood,SC,45047,45047,64.35
Hampton,SC,45049,45049,42.05
Horry,SC,45051,45051,81.1
Jasper,SC,45053,45053,52.38
Kershaw,SC,45055,45055,71.2
Lancaster,SC,45057,45057,74.28
Laurens,SC,45059,45059,70.1
Lee,SC,45061,45061,32.95
Lexington,SC,45063,45063,79.12
McCormick,SC,45065,45065,51.5
Marion,SC,45067,45067,39.65
Marlboro,SC,45069,45069,41.52
Newberry,SC,45071,45071,63.19
Oconee,SC,45073,45073,87.79
Orangeburg,SC,45075,45075,34.75
Pickens,SC,45077,45077,88.3
Richland,SC,45079,45079,44.85
Saluda,SC,45081,45081,65.85
Spartanburg,SC,45083,45083,73.17
Sumter,SC,45085,45085,47.22
Union,SC,45087,45087,65.54
Williamsburg,SC,45089,45089,31.79
York,SC,45091,45091,74.24
Aurora,SD,46003,46003,92.22
Beadle,SD,46005,46005,80.74
Bennett,SD,46007,46007,33.61
Bon Homme,SD,46009,46009,88.53
Brookings,SD,46011,46011,92.45
Brown,SD,46013,46013,89.34
Brule,SD,46015,46015,86.36
Buffalo,SD,46017,46017,13.92
Butte,SD,46019,46019,93.68
Campbell,SD,46021,46021,98.32
Charles Mix,SD,46023,46023,63.17
Clark,SD,46025,46025,95.09
Clay,SD,46027,46027,88.54
Codington,SD,46029,46029,94.29
Corson,SD,46031,46031,28.96
Custer,SD,46033,46033,93.26
Davison,SD,46035,46035,92.6
Day,SD,46037,46037,86.86
Deuel,SD,46039,46039,99.17
Dewey,SD,46041,46041,19.9
Douglas,SD,46043,46043,94.98
Edmunds,SD,46045,46045,97.7
Fall River,SD,46047,46047,87.05
Faulk,SD,46049,46049,96.41
Grant,SD,46051,46051,93.55
Gregory,SD,46053,46053,88.13
Haakon,SD,46055,46055,89.84
Hamlin,SD,46057,46057,96.68
Hand,SD,46059,46059,98.1
Hanson,SD,46061,46061,99.53
Harding,SD,46063,46063,93.34
Hughes,SD,46065,46065,84.1
Hutchinson,SD,46067,46067,96.54
Hyde,SD,46069,46069,88.4
Jackson,SD,46071,46071,38.97
Jerauld,SD,46073,46073,96.04
Jones,SD,46075,46075,92.94
Kingsbury,SD,46077,46077,97.88
Lake,SD,46079,46079,93.81
Lawrence,SD,46081,46081,93.15
Lincoln,SD,46083,46083,94.46
Lyman,SD,46085,46085,56.31
McCook,SD,46087,46087,95.96
McPherson,SD,46089,46089,96.34
Marshall,SD,46091,46091,87.08
Meade,SD,46093,46093,90.7
Mellette,SD,46095,46095,38.74
Miner,SD,46097,46097,96.34
Minnehaha,SD,46099,46099,85.78
Moody,SD,46101,46101,79.61
Pennington,SD,46103,46103,82.86
Perkins,SD,46105,46105,95.03
Potter,SD,46107,46107,91.53
Roberts,SD,46109,46109,57.67
Sanborn,SD,46111,46111,96.34
Shannon,SD,46113,46113,5.14
Spink,SD,46115,46115,96.56
Stanley,SD,46117,46117,90.98
Sully,SD,46119,46119,96.02
Todd,SD,46121,46121,8.33
Tripp,SD,46123,46123,81.09
Turner,SD,46125,46125,97.52
Union,SD,46127,46127,93.73
Walworth,SD,46129,46129,80.08
Yankton,SD,46135,46135,92.37
Ziebach,SD,46137,46137,23.54
Anderson,TN,47001,47001,90.89
Bedford,TN,47003,47003,85.17
Benton,TN,47005,47005,94.91
Bledsoe,TN,47007,47007,89.94
Blount,TN,47009,47009,93.87
Bradley,TN,47011,47011,89.84
Campbell,TN,47013,47013,97.27
Cannon,TN,47015,47015,95.87
Carroll,TN,47017,47017,86.82
Carter,TN,47019,47019,96.34
Cheatham,TN,47021,47021,94.55
Chester,TN,47023,47023,86.06
Claiborne,TN,47025,47025,96.37
Clay,TN,47027,47027,94.83
Cocke,TN,47029,47029,94.75
Coffee,TN,47031,47031,90.43
Crockett,TN,47033,47033,79.5
Cumberland,TN,47035,47035,96.48
Davidson,TN,47037,47037,64.04
Decatur,TN,47039,47039,92.25
DeKalb,TN,47041,47041,93.63
Dickson,TN,47043,47043,92.62
Dyer,TN,47045,47045,81.82
Fayette,TN,47047,47047,69.53
Fentress,TN,47049,47049,97.28
Franklin,TN,47051,47051,90.44
Gibson,TN,47053,47053,78.25
Giles,TN,47055,47055,86.13
Grainger,TN,47057,47057,97.29
Greene,TN,47059,47059,94.57
Grundy,TN,47061,47061,88.11
Hamblen,TN,47063,47063,88.42
Hamilton,TN,47065,47065,75.29
Hancock,TN,47067,47067,98.31
Hardeman,TN,47069,47069,55.11
Hardin,TN,47071,47071,94.31
Hawkins,TN,47073,47073,96.03
Haywood,TN,47075,47075,46.77
Henderson,TN,47077,47077,89.68
Henry,TN,47079,47079,89.07
Hickman,TN,47081,47081,92.25
Houston,TN,47083,47083,92.38
Humphreys,TN,47085,47085,93.69
Jackson,TN,47087,47087,95.68
Jefferson,TN,47089,47089,95.39
Johnson,TN,47091,47091,94.03
Knox,TN,47093,47093,85.47
Lake,TN,47095,47095,67.52
Lauderdale,TN,47097,47097,62.95
Lawrence,TN,47099,47099,95.22
Lewis,TN,47101,47101,95.09
Lincoln,TN,47103,47103,89.65
Loudon,TN,47105,47105,93.94
McMinn,TN,47107,47107,92.45
McNairy,TN,47109,47109,91.47
Macon,TN,47111,47111,95.61
Madison,TN,47113,47113,57.91
Marion,TN,47115,47115,92.96
Marshall,TN,47117,47117,89.63
Maury,TN,47119,47119,83.88
Meigs,TN,47121,47121,96.08
Monroe,TN,47123,47123,94.25
Montgomery,TN,47125,47125,70.5
Moore,TN,47127,47127,92.8
Morgan,TN,47129,47129,92.88
Obion,TN,47131,47131,85.16
Overton,TN,47133,47133,97.52
Perry,TN,47135,47135,92.59
Pickett,TN,47137,47137,99.51
Polk,TN,47139,47139,96.11
Putnam,TN,47141,47141,93.3
Rhea,TN,47143,47143,94.38
Roane,TN,47145,47145,93.73
Robertson,TN,47147,47147,87.49
Rutherford,TN,47149,47149,76.79
Scott,TN,47151,47151,97.81
Sequatchie,TN,47153,47153,97.07
Sevier,TN,47155,47155,94.74
Shelby,TN,47157,47157,39.11
Smith,TN,47159,47159,93.38
Stewart,TN,47161,47161,93.63
Sullivan,TN,47163,47163,94.35
Sumner,TN,47165,47165,87.16
Tipton,TN,47167,47167,77.71
Trousdale,TN,47169,47169,84.94
Unicoi,TN,47171,47171,96.4
Union,TN,47173,47173,97.6
Van Buren,TN,47175,47175,96.27
Warren,TN,47177,47177,91.45
Washington,TN,47179,47179,91.13
Wayne,TN,47181,47181,91.4
Weakley,TN,47183,47183,88.48
White,TN,47185,47185,95.93
Williamson,TN,47187,47187,88.77
Wilson,TN,47189,47189,87.77
Anderson,TX,48001,48001,73.03
Andrews,TX,48003,48003,89.31
Angelina,TX,48005,48005,79.76
Aransas,TX,48007,48007,90.41
Archer,TX,48009,48009,95.4
Armstrong,TX,48011,48011,92.9
Atascosa,TX,48013,48013,92.39
Austin,TX,48015,48015,77.77
Bailey,TX,48017,48017,83.79
Bandera,TX,48019,48019,89.98
Bastrop,TX,48021,48021,67.98
Baylor,TX,48023,48023,92
Bee,TX,48025,48025,86.39
Bell,TX,48027,48027,63.36
Bexar,TX,48029,48029,79.36
Blanco,TX,48031,48031,89.35
Borden,TX,48033,48033,97.55
Bosque,TX,48035,48035,94.65
Bowie,TX,48037,48037,69.17
Brazoria,TX,48039,48039,72.41
Brazos,TX,48041,48041,76.77
Brewster,TX,48043,48043,90.48
Briscoe,TX,48045,48045,86.2
Brooks,TX,48047,48047,90.32
Brown,TX,48049,48049,91.28
Burleson,TX,48051,48051,79.86
Burnet,TX,48053,48053,91.38
Caldwell,TX,48055,48055,80.84
Calhoun,TX,48057,48057,86.05
Callahan,TX,48059,48059,94.24
Cameron,TX,48061,48061,94.32
Camp,TX,48063,48063,72.53
Carson,TX,48065,48065,94.14
Cass,TX,48067,48067,77.85
Castro,TX,48069,48069,90.86
Chambers,TX,48071,48071,88.05
Cherokee,TX,48073,48073,81.3
Childress,TX,48075,48075,85.33
Clay,TX,48077,48077,94.96
Cochran,TX,48079,48079,88.85
Coke,TX,48081,48081,89.95
Coleman,TX,48083,48083,87.59
Collin,TX,48085,48085,69.15
Collingsworth,TX,48087,48087,76.89
Colorado,TX,48089,48089,73.12
Comal,TX,48091,48091,90.89
Comanche,TX,48093,48093,93.75
Concho,TX,48095,48095,96.66
Cooke,TX,48097,48097,91.7
Coryell,TX,48099,48099,72.83
Cottle,TX,48101,48101,69.98
Crane,TX,48103,48103,52.96
Crockett,TX,48105,48105,42.88
Crosby,TX,48107,48107,88.21
Culberson,TX,48109,48109,78.27
Dallam,TX,48111,48111,89.68
Dallas,TX,48113,48113,61.26
Dawson,TX,48115,48115,75.22
Deaf Smith,TX,48117,48117,89.66
Delta,TX,48119,48119,87.52
Denton,TX,48121,48121,74.3
DeWitt,TX,48123,48123,64.7
Dickens,TX,48125,48125,91.83
Dimmit,TX,48127,48127,89.73
Donley,TX,48129,48129,89.83
Duval,TX,48131,48131,95
Eastland,TX,48133,48133,92.03
Ector,TX,48135,48135,80.46
Edwards,TX,48137,48137,99.69
Ellis,TX,48139,48139,81.51
El Paso,TX,48141,48141,79.67
Erath,TX,48143,48143,88.87
Falls,TX,48145,48145,71.98
Fannin,TX,48147,48147,87.7
Fayette,TX,48149,48149,90.18
Fisher,TX,48151,48151,88.38
Floyd,TX,48153,48153,92.62
Foard,TX,48155,48155,82.2
Fort Bend,TX,48157,48157,51.73
Franklin,TX,48159,48159,85.97
Freestone,TX,48161,48161,80.44
Frio,TX,48163,48163,82.24
Gaines,TX,48165,48165,94.55
Galveston,TX,48167,48167,78.81
Garza,TX,48169,48169,84.35
Gillespie,TX,48171,48171,90.95
Glasscock,TX,48173,48173,66.42
Goliad,TX,48175,48175,80.89
Gonzales,TX,48177,48177,66.49
Gray,TX,48179,48179,85.18
Grayson,TX,48181,48181,86.5
Gregg,TX,48183,48183,74.6
Grimes,TX,48185,48185,77.74
Guadalupe,TX,48187,48187,73.46
Hale,TX,48189,48189,85.79
Hall,TX,48191,48191,77.95
Hamilton,TX,48193,48193,95.28
Hansford,TX,48195,48195,91.58
Hardeman,TX,48197,48197,87.93
Hardin,TX,48199,48199,91.33
Harris,TX,48201,48201,62.54
Harrison,TX,48203,48203,74.65
Hartley,TX,48205,48205,84.81
Haskell,TX,48207,48207,89.31
Hays,TX,48209,48209,88.53
Hemphill,TX,48211,48211,90.86
Henderson,TX,48213,48213,89.48
Hidalgo,TX,48215,48215,86.27
Hill,TX,48217,48217,86.01
Hockley,TX,48219,48219,88.38
Hood,TX,48221,48221,95.21
Hopkins,TX,48223,48223,84.52
Houston,TX,48225,48225,69.72
Howard,TX,48227,48227,83.38
Hudspeth,TX,48229,48229,67.36
Hunt,TX,48231,48231,79.9
Hutchinson,TX,48233,48233,89.22
Irion,TX,48235,48235,76.11
Jack,TX,48237,48237,92.94
Jackson,TX,48239,48239,87.15
Jasper,TX,48241,48241,77.32
Jeff Davis,TX,48243,48243,96.7
Jefferson,TX,48245,48245,58.32
Jim Hogg,TX,48247,48247,98.74
Jim Wells,TX,48249,48249,95.2
Johnson,TX,48251,48251,90.67
Jones,TX,48253,48253,70.16
Karnes,TX,48255,48255,76.07
Kaufman,TX,48257,48257,81.35
Kendall,TX,48259,48259,89.87
Kenedy,TX,48261,48261,99.82
Kent,TX,48263,48263,91.5
Kerr,TX,48265,48265,88.38
Kimble,TX,48267,48267,92.09
King,TX,48269,48269,98.73
Kinney,TX,48271,48271,96.23
Kleberg,TX,48273,48273,88.53
Knox,TX,48275,48275,84.8
Lamar,TX,48277,48277,81.33
Lamb,TX,48279,48279,90.06
Lampasas,TX,48281,48281,87.3
La Salle,TX,48283,48283,87.03
Lavaca,TX,48285,48285,78.65
Lee,TX,48287,48287,81.75
Leon,TX,48289,48289,89
Liberty,TX,48291,48291,80.53
Limestone,TX,48293,48293,76.92
Lipscomb,TX,48295,48295,81.78
Live Oak,TX,48297,48297,93.3
Llano,TX,48299,48299,92.44
Loving,TX,48301,48301,96.94
Lubbock,TX,48303,48303,82.09
Lynn,TX,48305,48305,89.18
McCulloch,TX,48307,48307,82.76
McLennan,TX,48309,48309,78.41
McMullen,TX,48311,48311,98.84
Madison,TX,48313,48313,72.95
Marion,TX,48315,48315,72.8
Martin,TX,48317,48317,79.29
Mason,TX,48319,48319,88.51
Matagorda,TX,48321,48321,68.38
Maverick,TX,48323,48323,93
Medina,TX,48325,48325,90.78
Menard,TX,48327,48327,80.7
Midland,TX,48329,48329,82.17
Milam,TX,48331,48331,85.27
Mills,TX,48333,48333,98.26
Mitchell,TX,48335,48335,80.07
Montague,TX,48337,48337,95.47
Montgomery,TX,48339,48339,86.45
Moore,TX,48341,48341,76.73
Morris,TX,48343,48343,69.26
Motley,TX,48345,48345,87.54
Nacogdoches,TX,48347,48347,76.42
Navarro,TX,48349,48349,74.25
Newton,TX,48351,48351,75.59
Nolan,TX,48353,48353,87.83
Nueces,TX,48355,48355,90.08
Ochiltree,TX,48357,48357,87.69
Oldham,TX,48359,48359,92.07
Orange,TX,48361,48361,87.42
Palo Pinto,TX,48363,48363,91.57
Panola,TX,48365,48365,81.02
Parker,TX,48367,48367,93.2
Parmer,TX,48369,48369,86.53
Pecos,TX,48371,48371,82.57
Polk,TX,48373,48373,83.97
Potter,TX,48375,48375,78.17
Presidio,TX,48377,48377,94.06
Rains,TX,48379,48379,89.28
Randall,TX,48381,48381,88.71
Reagan,TX,48383,48383,45.65
Real,TX,48385,48385,95.22
Red River,TX,48387,48387,79.22
Reeves,TX,48389,48389,77.55
Refugio,TX,48391,48391,80.7
Roberts,TX,48393,48393,97.14
Robertson,TX,48395,48395,76.44
Rockwall,TX,48397,48397,84.99
Runnels,TX,48399,48399,92.54
Rusk,TX,48401,48401,78.09
Sabine,TX,48403,48403,89.28
San Augustine,TX,48405,48405,73.75
San Jacinto,TX,48407,48407,85.64
San Patricio,TX,48409,48409,92.29
San Saba,TX,48411,48411,85.14
Schleicher,TX,48413,48413,62.12
Scurry,TX,48415,48415,86.11
Shackelford,TX,48417,48417,95.81
Shelby,TX,48419,48419,77.84
Sherman,TX,48421,48421,88.33
Smith,TX,48423,48423,76.79
Somervell,TX,48425,48425,88.77
Starr,TX,48427,48427,95.29
Stephens,TX,48429,48429,90.14
Sterling,TX,48431,48431,91.15
Stonewall,TX,48433,48433,92.34
Sutton,TX,48435,48435,62.63
Swisher,TX,48437,48437,83.72
Tarrant,TX,48439,48439,67.04
Taylor,TX,48441,48441,76.71
Terrell,TX,48443,48443,66.07
Terry,TX,48445,48445,91.14
Throckmorton,TX,48447,48447,97.77
Titus,TX,48449,48449,70.37
Tom Green,TX,48451,48451,86.79
Travis,TX,48453,48453,72.47
Trinity,TX,48455,48455,85.89
Tyler,TX,48457,48457,84.62
Upshur,TX,48459,48459,86.62
Upton,TX,48461,48461,45.04
Uvalde,TX,48463,48463,93.33
Val Verde,TX,48465,48465,92.73
Van Zandt,TX,48467,48467,93.15
Victoria,TX,48469,48469,87.45
Walker,TX,48471,48471,73.01
Waller,TX,48473,48473,58.06
Ward,TX,48475,48475,86.22
Washington,TX,48477,48477,78.4
Webb,TX,48479,48479,95.88
Wharton,TX,48481,48481,80.58
Wheeler,TX,48483,48483,87.64
Wichita,TX,48485,48485,78.97
Wilbarger,TX,48487,48487,78.06
Willacy,TX,48489,48489,97.16
Williamson,TX,48491,48491,79.71
Wilson,TX,48493,48493,92.63
Winkler,TX,48495,48495,87.82
Wise,TX,48497,48497,93.52
Wood,TX,48499,48499,89.31
Yoakum,TX,48501,48501,96.29
Young,TX,48503,48503,95.72
Zapata,TX,48505,48505,93.72
Zavala,TX,48507,48507,95.27
Beaver,UT,49001,49001,93.65
Box Elder,UT,49003,49003,93.12
Cache,UT,49005,49005,90.79
Carbon,UT,49007,49007,95.27
Daggett,UT,49009,49009,97.72
Davis,UT,49011,49011,90.19
Duchesne,UT,49013,49013,89.65
Emery,UT,49015,49015,97.34
Garfield,UT,49017,49017,93.02
Grand,UT,49019,49019,92.69
Iron,UT,49021,49021,91.8
Juab,UT,49023,49023,93.77
Kane,UT,49025,49025,93.21
Millard,UT,49027,49027,89.95
Morgan,UT,49029,49029,96.45
Piute,UT,49031,49031,97.7
Rich,UT,49033,49033,93.97
Salt Lake,UT,49035,49035,79.08
San Juan,UT,49037,49037,48.5
Sanpete,UT,49039,49039,88.46
Sevier,UT,49041,49041,94.74
Summit,UT,49043,49043,92.99
Tooele,UT,49045,49045,89.83
Uintah,UT,49047,49047,87.81
Utah,UT,49049,49049,91.65
Wasatch,UT,49051,49051,94.45
Washington,UT,49053,49053,90.53
Wayne,UT,49055,49055,95.8
Weber,UT,49057,49057,89.15
Addison,VT,50001,50001,93.88
Bennington,VT,50003,50003,95.7
Caledonia,VT,50005,50005,95.78
Chittenden,VT,50007,50007,90.2
Essex,VT,50009,50009,96.52
Franklin,VT,50011,50011,94.68
Grand Isle,VT,50013,50013,94.39
Lamoille,VT,50015,50015,95.37
Orange,VT,50017,50017,96.64
Orleans,VT,50019,50019,96.37
Rutland,VT,50021,50021,96.56
Washington,VT,50023,50023,95.89
Windham,VT,50025,50025,94.74
Windsor,VT,50027,50027,95.64
Accomack,VA,51001,51001,68.2
Albemarle,VA,51003,51003,81.78
Alleghany,VA,51005,51005,92.45
Amelia,VA,51007,51007,75.84
Amherst,VA,51009,51009,76.73
Appomattox,VA,51011,51011,78.07
Arlington,VA,51013,51013,71.49
Augusta,VA,51015,51015,92.61
Bath,VA,51017,51017,91.32
Bedford,VA,51019,51019,89.43
Bland,VA,51021,51021,94.96
Botetourt,VA,51023,51023,94.15
Brunswick,VA,51025,51025,41.96
Buchanan,VA,51027,51027,94.91
Buckingham,VA,51029,51029,61.59
Campbell,VA,51031,51031,81.45
Caroline,VA,51033,51033,65.24
Carroll,VA,51035,51035,97.35
Charles City,VA,51036,51036,43.71
Charlotte,VA,51037,51037,69.89
Chesterfield,VA,51041,51041,67.21
Clarke,VA,51043,51043,89.79
Craig,VA,51045,51045,98.63
Culpeper,VA,51047,51047,75.73
Cumberland,VA,51049,51049,63.47
Dickenson,VA,51051,51051,98.1
Dinwiddie,VA,51053,51053,64.6
Essex,VA,51057,51057,55.6
Fairfax,VA,51059,51059,61.18
Fauquier,VA,51061,51061,86.55
Floyd,VA,51063,51063,95.31
Fluvanna,VA,51065,51065,80.27
Franklin,VA,51067,51067,89.09
Frederick,VA,51069,51069,90.73
Giles,VA,51071,51071,96.63
Gloucester,VA,51073,51073,87.93
Goochland,VA,51075,51075,80.28
Grayson,VA,51077,51077,92.45
Greene,VA,51079,51079,86.72
Greensville,VA,51081,51081,37.74
Halifax,VA,51083,51083,61.21
Hanover,VA,51085,51085,85.79
Henrico,VA,51087,51087,56.28
Henry,VA,51089,51089,72.57
Highland,VA,51091,51091,99.32
Isle of Wight,VA,51093,51093,72.15
James City,VA,51095,51095,80.44
King and Queen,VA,51097,51097,67.52
King George,VA,51099,51099,78.16
King William,VA,51101,51101,78.98
Lancaster,VA,51103,51103,68.06
Lee,VA,51105,51105,93.57
Loudoun,VA,51107,51107,64.96
Louisa,VA,51109,51109,79.66
Lunenburg,VA,51111,51111,63.21
Madison,VA,51113,51113,85.49
Mathews,VA,51115,51115,87.85
Mecklenburg,VA,51117,51117,62.46
Middlesex,VA,51119,51119,78.3
Montgomery,VA,51121,51121,85.55
Nelson,VA,51125,51125,84.55
New Kent,VA,51127,51127,81.4
Northampton,VA,51131,51131,62.02
Northumberland,VA,51133,51133,70.59
Nottoway,VA,51135,51135,57.12
Orange,VA,51137,51137,81.49
Page,VA,51139,51139,95.3
Patrick,VA,51141,51141,92.15
Pittsylvania,VA,51143,51143,75.42
Powhatan,VA,51145,51145,87.15
Prince Edward,VA,51147,51147,64.28
Prince George,VA,51149,51149,58.92
Prince William,VA,51153,51153,56.61
Pulaski,VA,51155,51155,92.08
Rappahannock,VA,51157,51157,90.28
Richmond,VA,51159,51159,64.35
Roanoke,VA,51161,51161,88
Rockbridge,VA,51163,51163,93.34
Rockingham,VA,51165,51165,92.98
Russell,VA,51167,51167,97.72
Scott,VA,51169,51169,97.92
Shenandoah,VA,51171,51171,93.45
Smyth,VA,51173,51173,95.62
Southampton,VA,51175,51175,62.37
Spotsylvania,VA,51177,51177,72.07
Stafford,VA,51179,51179,67.31
Surry,VA,51181,51181,52.95
Sussex,VA,51183,51183,39.86
Tazewell,VA,51185,51185,94.4
Warren,VA,51187,51187,88.97
Washington,VA,51191,51191,96.12
Westmoreland,VA,51193,51193,67.91
Wise,VA,51195,51195,92.11
Wythe,VA,51197,51197,94.91
York,VA,51199,51199,74.44
Alexandria City,VA,51510,51510,62.19
Bedford City,VA,51515,51515,N/A
Bristol City,VA,51520,51520,90.46
Buena Vista City,VA,51530,51530,89.2
Charlottesville City,VA,51540,51540,70.59
Chesapeake City,VA,51550,51550,61.06
Colonial Heights City,VA,51570,51570,75.53
Covington City,VA,51580,51580,82.1
Danville City,VA,51590,51590,45.5
Emporia City,VA,51595,51595,28.02
Fairfax City,VA,51600,51600,67.8
Falls Church City,VA,51610,51610,79.37
Franklin City,VA,51620,51620,36.86
Fredericksburg City,VA,51630,51630,62.33
Galax City,VA,51640,51640,89.64
Hampton City,VA,51650,51650,41.11
Harrisonburg City,VA,51660,51660,80.41
Hopewell City,VA,51670,51670,50.92
Lexington City,VA,51678,51678,83.73
Lynchburg City,VA,51680,51680,64.97
Manassas City,VA,51683,51683,66.14
Manassas Park City,VA,51685,51685,62.26
Martinsville City,VA,51690,51690,48.05
Newport News City,VA,51700,51700,47.94
Norfolk City,VA,51710,51710,46.97
Norton City,VA,51720,51720,89.8
Petersburg City,VA,51730,51730,17.45
Poquoson City,VA,51735,51735,93.86
Portsmouth City,VA,51740,51740,39.78
Radford City,VA,51750,51750,84.79
Richmond City,VA,51760,51760,45.47
Roanoke City,VA,51770,51770,62.39
Salem City,VA,51775,51775,87.35
Staunton City,VA,51790,51790,83.4
Suffolk City,VA,51800,51800,51.45
Virginia Beach City,VA,51810,51810,66.27
Waynesboro City,VA,51820,51820,81.41
Williamsburg City,VA,51830,51830,73.43
Winchester City,VA,51840,51840,82.01
Adams,WA,53001,53001,65.13
Asotin,WA,53003,53003,92.46
Benton,WA,53005,53005,82.14
Chelan,WA,53007,53007,80.37
Clallam,WA,53009,53009,87.73
Clark,WA,53011,53011,84.58
Columbia,WA,53013,53013,89.38
Cowlitz,WA,53015,53015,88.96
Douglas,WA,53017,53017,69.34
Ferry,WA,53019,53019,76.39
Franklin,WA,53021,53021,70.47
Garfield,WA,53023,53023,91.35
Grant,WA,53025,53025,68.86
Grays Harbor,WA,53027,53027,87.67
Island,WA,53029,53029,84.56
Jefferson,WA,53031,53031,90.86
King,WA,53033,53033,63.96
Kitsap,WA,53035,53035,80.87
Kittitas,WA,53037,53037,88.48
Klickitat,WA,53039,53039,92.87
Lewis,WA,53041,53041,89.9
Lincoln,WA,53043,53043,93.45
Mason,WA,53045,53045,83.49
Okanogan,WA,53047,53047,72.46
Pacific,WA,53049,53049,87.18
Pend Oreille,WA,53051,53051,89.86
Pierce,WA,53053,53053,72.93
San Juan,WA,53055,53055,92.31
Skagit,WA,53057,53057,82.1
Skamania,WA,53059,53059,92.84
Snohomish,WA,53061,53061,75.35
Spokane,WA,53063,53063,87.79
Stevens,WA,53065,53065,89.1
Thurston,WA,53067,53067,81.5
Wahkiakum,WA,53069,53069,90.84
Walla Walla,WA,53071,53071,83.71
Whatcom,WA,53073,53073,83.33
Whitman,WA,53075,53075,82.41
Yakima,WA,53077,53077,77.26
Barbour,WV,54001,54001,95.83
Berkeley,WV,54003,54003,86.79
Boone,WV,54005,54005,97.97
Braxton,WV,54007,54007,96.95
Brooke,WV,54009,54009,96.26
Cabell,WV,54011,54011,90.63
Calhoun,WV,54013,54013,99.01
Clay,WV,54015,54015,99.41
Doddridge,WV,54017,54017,95.54
Fayette,WV,54019,54019,93.45
Gilmer,WV,54021,54021,83.25
Grant,WV,54023,54023,96.95
Greenbrier,WV,54025,54025,93.9
Hampshire,WV,54027,54027,97.07
Hancock,WV,54029,54029,94.96
Hardy,WV,54031,54031,91.4
Harrison,WV,54033,54033,95.31
Jackson,WV,54035,54035,97.62
Jefferson,WV,54037,54037,87.18
Kanawha,WV,54039,54039,88.5
Lewis,WV,54041,54041,97.39
Lincoln,WV,54043,54043,98.3
Logan,WV,54045,54045,96.67
McDowell,WV,54047,54047,89.11
Marion,WV,54049,54049,93.6
Marshall,WV,54051,54051,97.46
Mason,WV,54053,54053,97.29
Mercer,WV,54055,54055,91.23
Mineral,WV,54057,54057,94.75
Mingo,WV,54059,54059,95.75
Monongalia,WV,54061,54061,89.5
Monroe,WV,54063,54063,97.21
Morgan,WV,54065,54065,95.51
Nicholas,WV,54067,54067,97.1
Ohio,WV,54069,54069,92.94
Pendleton,WV,54071,54071,95.54
Pleasants,WV,54073,54073,96.18
Pocahontas,WV,54075,54075,98.63
Preston,WV,54077,54077,92.17
Putnam,WV,54079,54079,96.44
Raleigh,WV,54081,54081,88.12
Randolph,WV,54083,54083,96.38
Ritchie,WV,54085,54085,97.44
Roane,WV,54087,54087,97.88
Summers,WV,54089,54089,93.14
Taylor,WV,54091,54091,96.33
Tucker,WV,54093,54093,97.38
Tyler,WV,54095,54095,97.63
Upshur,WV,54097,54097,96.89
Wayne,WV,54099,54099,97.59
Webster,WV,54101,54101,99.59
Wetzel,WV,54103,54103,97.78
Wirt,WV,54105,54105,99.38
Wood,WV,54107,54107,96.19
Wyoming,WV,54109,54109,97.35
Adams,WI,55001,55001,92.67
Ashland,WI,55003,55003,83.84
Barron,WI,55005,55005,94.65
Bayfield,WI,55007,55007,86.07
Brown,WI,55009,55009,84.96
Buffalo,WI,55011,55011,96.91
Burnett,WI,55013,55013,91.48
Calumet,WI,55015,55015,94.58
Chippewa,WI,55017,55017,94.98
Clark,WI,55019,55019,96.47
Columbia,WI,55021,55021,94.96
Crawford,WI,55023,55023,95.44
Dane,WI,55025,55025,83.89
Dodge,WI,55027,55027,93.56
Door,WI,55029,55029,96.27
Douglas,WI,55031,55031,92.86
Dunn,WI,55033,55033,94.02
Eau Claire,WI,55035,55035,91.91
Florence,WI,55037,55037,98.24
Fond du Lac,WI,55039,55039,92.82
Forest,WI,55041,55041,80.21
