County,State,FIPS Code,Formatted FIPS,"Estimated percent of all households that own a home, between 201"
Venango,PA,42121,42121,75.05
Warren,PA,42123,42123,76.87
Washington,PA,42125,42125,75.61
Wayne,PA,42127,42127,80.99
Westmoreland,PA,42129,42129,77.21
Wyoming,PA,42131,42131,77.23
York,PA,42133,42133,74.88
Bristol,RI,44001,44001,70.73
Kent,RI,44003,44003,70.14
Newport,RI,44005,44005,63.24
Providence,RI,44007,44007,54.17
Washington,RI,44009,44009,73.96
Abbeville,SC,45001,45001,75.03
Aiken,SC,45003,45003,72.56
Allendale,SC,45005,45005,68.2
Anderson,SC,45007,45007,71.72
Bamberg,SC,45009,45009,70.64
Barnwell,SC,45011,45011,69.56
Beaufort,SC,45013,45013,73.34
Berkeley,SC,45015,45015,71.92
Calhoun,SC,45017,45017,80.32
Charleston,SC,45019,45019,61.55
Cherokee,SC,45021,45021,68.94
Chester,SC,45023,45023,76.09
Chesterfield,SC,45025,45025,71.08
Clarendon,SC,45027,45027,76.99
Colleton,SC,45029,45029,74.95
Darlington,SC,45031,45031,69.57
Dillon,SC,45033,45033,59.36
Dorchester,SC,45035,45035,71.66
Edgefield,SC,45037,45037,74.07
Fairfield,SC,45039,45039,75.26
Florence,SC,45041,45041,65.71
Georgetown,SC,45043,45043,78.83
Greenville,SC,45045,45045,67.48
Greenwood,SC,45047,45047,64.03
Hampton,SC,45049,45049,75.98
Horry,SC,45051,45051,71.8
Jasper,SC,45053,45053,71.73
Kershaw,SC,45055,45055,82.1
Lancaster,SC,45057,45057,79.7
Laurens,SC,45059,45059,69.82
Lee,SC,45061,45061,74.7
Lexington,SC,45063,45063,74.24
McCormick,SC,45065,45065,76.57
Marion,SC,45067,45067,66.03
Marlboro,SC,45069,45069,62.85
Newberry,SC,45071,45071,73.25
Oconee,SC,45073,45073,72.72
Orangeburg,SC,45075,45075,67.32
Pickens,SC,45077,45077,67.08
Richland,SC,45079,45079,59.55
Saluda,SC,45081,45081,74.1
Spartanburg,SC,45083,45083,70.64
Sumter,SC,45085,45085,64.59
Union,SC,45087,45087,68.26
Williamsburg,SC,45089,45089,72.95
York,SC,45091,45091,71.99
Aurora,SD,46003,46003,75.3
Beadle,SD,46005,46005,65.74
Bennett,SD,46007,46007,60.47
Bon Homme,SD,46009,46009,73.5
Brookings,SD,46011,46011,59.15
Brown,SD,46013,46013,64
Brule,SD,46015,46015,61.68
Buffalo,SD,46017,46017,46.28
Butte,SD,46019,46019,77.11
Campbell,SD,46021,46021,86.48
Charles Mix,SD,46023,46023,70.88
Clark,SD,46025,46025,79.37
Clay,SD,46027,46027,53.72
Codington,SD,46029,46029,65.27
Corson,SD,46031,46031,53.81
Custer,SD,46033,46033,84
Davison,SD,46035,46035,59.7
Day,SD,46037,46037,75.29
Deuel,SD,46039,46039,79.03
Dewey,SD,46041,46041,61.05
Douglas,SD,46043,46043,79.84
Edmunds,SD,46045,46045,81.99
Fall River,SD,46047,46047,78.06
Faulk,SD,46049,46049,80.34
Grant,SD,46051,46051,81.17
Gregory,SD,46053,46053,71.63
Haakon,SD,46055,46055,77.13
Hamlin,SD,46057,46057,80.54
Hand,SD,46059,46059,68.3
Hanson,SD,46061,46061,87.94
Harding,SD,46063,46063,67.11
Hughes,SD,46065,46065,68.75
Hutchinson,SD,46067,46067,77.23
Hyde,SD,46069,46069,75.04
Jackson,SD,46071,46071,58.28
Jerauld,SD,46073,46073,72.64
Jones,SD,46075,46075,75
Kingsbury,SD,46077,46077,79.51
Lake,SD,46079,46079,74.55
Lawrence,SD,46081,46081,64.69
Lincoln,SD,46083,46083,76.73
Lyman,SD,46085,46085,67.22
McCook,SD,46087,46087,75.94
McPherson,SD,46089,46089,77.09
Marshall,SD,46091,46091,73.79
Meade,SD,46093,46093,74.35
Mellette,SD,46095,46095,69.44
Miner,SD,46097,46097,76.69
Minnehaha,SD,46099,46099,63.2
Moody,SD,46101,46101,71.44
Pennington,SD,46103,46103,68.64
Perkins,SD,46105,46105,72.59
Potter,SD,46107,46107,78.82
Roberts,SD,46109,46109,66.46
Sanborn,SD,46111,46111,73.27
Shannon,SD,46113,46113,50.2
Spink,SD,46115,46115,74.2
Stanley,SD,46117,46117,78.87
Sully,SD,46119,46119,85.94
Todd,SD,46121,46121,43.7
Tripp,SD,46123,46123,76.23
Turner,SD,46125,46125,78.3
Union,SD,46127,46127,69.18
Walworth,SD,46129,46129,73.87
Yankton,SD,46135,46135,65.18
Ziebach,SD,46137,46137,57.16
Anderson,TN,47001,47001,67.93
Bedford,TN,47003,47003,68.55
Benton,TN,47005,47005,77.11
Bledsoe,TN,47007,47007,73.8
Blount,TN,47009,47009,75.42
Bradley,TN,47011,47011,65.54
Campbell,TN,47013,47013,68.1
Cannon,TN,47015,47015,74.76
Carroll,TN,47017,47017,73.09
Carter,TN,47019,47019,70.8
Cheatham,TN,47021,47021,76.96
Chester,TN,47023,47023,77.1
Claiborne,TN,47025,47025,70.86
Clay,TN,47027,47027,78.32
Cocke,TN,47029,47029,67.08
Coffee,TN,47031,47031,68.13
Crockett,TN,47033,47033,71.57
Cumberland,TN,47035,47035,77.56
Davidson,TN,47037,47037,54.34
Decatur,TN,47039,47039,80.99
DeKalb,TN,47041,47041,68.35
Dickson,TN,47043,47043,75.07
Dyer,TN,47045,47045,61.51
Fayette,TN,47047,47047,79.92
Fentress,TN,47049,47049,75.13
Franklin,TN,47051,47051,74.48
Gibson,TN,47053,47053,68.26
Giles,TN,47055,47055,69.6
Grainger,TN,47057,47057,79.1
Greene,TN,47059,47059,73.99
Grundy,TN,47061,47061,78.01
Hamblen,TN,47063,47063,66.85
Hamilton,TN,47065,47065,63.97
Hancock,TN,47067,47067,79.65
Hardeman,TN,47069,47069,71.22
Hardin,TN,47071,47071,72.5
Hawkins,TN,47073,47073,73.52
Haywood,TN,47075,47075,58.17
Henderson,TN,47077,47077,72.76
Henry,TN,47079,47079,76.24
Hickman,TN,47081,47081,80.31
Houston,TN,47083,47083,76.48
Humphreys,TN,47085,47085,77.79
Jackson,TN,47087,47087,77.07
Jefferson,TN,47089,47089,75.24
Johnson,TN,47091,47091,75.6
Knox,TN,47093,47093,64.27
Lake,TN,47095,47095,54.7
Lauderdale,TN,47097,47097,56.1
Lawrence,TN,47099,47099,75.34
Lewis,TN,47101,47101,77.96
Lincoln,TN,47103,47103,75.07
Loudon,TN,47105,47105,77.78
McMinn,TN,47107,47107,73.46
McNairy,TN,47109,47109,72.7
Macon,TN,47111,47111,74.38
Madison,TN,47113,47113,62.33
Marion,TN,47115,47115,74.95
Marshall,TN,47117,47117,71.75
Maury,TN,47119,47119,69.87
Meigs,TN,47121,47121,78.72
Monroe,TN,47123,47123,76.71
Montgomery,TN,47125,47125,59.55
Moore,TN,47127,47127,84.8
Morgan,TN,47129,47129,81.61
Obion,TN,47131,47131,64.91
Overton,TN,47133,47133,79.75
Perry,TN,47135,47135,82.43
Pickett,TN,47137,47137,81.72
Polk,TN,47139,47139,73.72
Putnam,TN,47141,47141,61.47
Rhea,TN,47143,47143,71.22
Roane,TN,47145,47145,77.24
Robertson,TN,47147,47147,73.98
Rutherford,TN,47149,47149,65.24
Scott,TN,47151,47151,69.96
Sequatchie,TN,47153,47153,74.75
Sevier,TN,47155,47155,69.38
Shelby,TN,47157,47157,55.05
Smith,TN,47159,47159,73.89
Stewart,TN,47161,47161,75.01
Sullivan,TN,47163,47163,71.84
Sumner,TN,47165,47165,73.62
Tipton,TN,47167,47167,71.35
Trousdale,TN,47169,47169,78.83
Unicoi,TN,47171,47171,71.92
Union,TN,47173,47173,75.41
Van Buren,TN,47175,47175,81.46
Warren,TN,47177,47177,69.47
Washington,TN,47179,47179,64.39
Wayne,TN,47181,47181,77.43
Weakley,TN,47183,47183,65.28
White,TN,47185,47185,80.01
Williamson,TN,47187,47187,80.55
Wilson,TN,47189,47189,76.83
Anderson,TX,48001,48001,69.59
Andrews,TX,48003,48003,74.11
Angelina,TX,48005,48005,66.15
Aransas,TX,48007,48007,80.19
Archer,TX,48009,48009,83.66
Armstrong,TX,48011,48011,88.04
Atascosa,TX,48013,48013,75.33
Austin,TX,48015,48015,76.21
Bailey,TX,48017,48017,74.59
Bandera,TX,48019,48019,85.02
Bastrop,TX,48021,48021,77.67
Baylor,TX,48023,48023,72.35
Bee,TX,48025,48025,62.7
Bell,TX,48027,48027,54.31
Bexar,TX,48029,48029,58.53
Blanco,TX,48031,48031,78.59
Borden,TX,48033,48033,75.77
Bosque,TX,48035,48035,77.37
Bowie,TX,48037,48037,63.46
Brazoria,TX,48039,48039,72.12
Brazos,TX,48041,48041,47.13
Brewster,TX,48043,48043,57.8
Briscoe,TX,48045,48045,69.27
Brooks,TX,48047,48047,61.32
Brown,TX,48049,48049,72.46
Burleson,TX,48051,48051,78.16
Burnet,TX,48053,48053,77.19
Caldwell,TX,48055,48055,67.39
Calhoun,TX,48057,48057,72.78
Callahan,TX,48059,48059,82.09
Cameron,TX,48061,48061,65.89
Camp,TX,48063,48063,72.42
Carson,TX,48065,48065,81.03
Cass,TX,48067,48067,79.34
Castro,TX,48069,48069,64.45
Chambers,TX,48071,48071,82.94
Cherokee,TX,48073,48073,71.86
Childress,TX,48075,48075,59.87
Clay,TX,48077,48077,84.36
Cochran,TX,48079,48079,78.36
Coke,TX,48081,48081,74.15
Coleman,TX,48083,48083,74.58
Collin,TX,48085,48085,65.02
Collingsworth,TX,48087,48087,75.27
Colorado,TX,48089,48089,82.44
Comal,TX,48091,48091,74.88
Comanche,TX,48093,48093,79.99
Concho,TX,48095,48095,75.22
Cooke,TX,48097,48097,69.32
Coryell,TX,48099,48099,57.93
Cottle,TX,48101,48101,56.15
Crane,TX,48103,48103,85.64
Crockett,TX,48105,48105,73.93
Crosby,TX,48107,48107,75.3
Culberson,TX,48109,48109,66.72
Dallam,TX,48111,48111,64.42
Dallas,TX,48113,48113,50.01
Dawson,TX,48115,48115,69.3
Deaf Smith,TX,48117,48117,64.04
Delta,TX,48119,48119,78.19
Denton,TX,48121,48121,65.07
DeWitt,TX,48123,48123,72.77
Dickens,TX,48125,48125,76.69
Dimmit,TX,48127,48127,66.23
Donley,TX,48129,48129,70.26
Duval,TX,48131,48131,65.45
Eastland,TX,48133,48133,76.6
Ector,TX,48135,48135,64.89
Edwards,TX,48137,48137,85.55
Ellis,TX,48139,48139,74.37
El Paso,TX,48141,48141,61.13
Erath,TX,48143,48143,63.43
Falls,TX,48145,48145,72.4
Fannin,TX,48147,48147,73.21
Fayette,TX,48149,48149,81.66
Fisher,TX,48151,48151,73.64
Floyd,TX,48153,48153,74.86
Foard,TX,48155,48155,83.11
Fort Bend,TX,48157,48157,77.17
Franklin,TX,48159,48159,78.71
Freestone,TX,48161,48161,77.45
Frio,TX,48163,48163,69.04
Gaines,TX,48165,48165,77.31
Galveston,TX,48167,48167,67.52
Garza,TX,48169,48169,70.51
Gillespie,TX,48171,48171,72.44
Glasscock,TX,48173,48173,65.76
Goliad,TX,48175,48175,80.01
Gonzales,TX,48177,48177,67.3
Gray,TX,48179,48179,73.54
Grayson,TX,48181,48181,67.6
Gregg,TX,48183,48183,59.14
Grimes,TX,48185,48185,76.48
Guadalupe,TX,48187,48187,76.69
Hale,TX,48189,48189,62.29
Hall,TX,48191,48191,65.27
Hamilton,TX,48193,48193,81.87
Hansford,TX,48195,48195,70.46
Hardeman,TX,48197,48197,67.92
Hardin,TX,48199,48199,81.22
Harris,TX,48201,48201,54.6
Harrison,TX,48203,48203,72.3
Hartley,TX,48205,48205,62.69
Haskell,TX,48207,48207,75.58
Hays,TX,48209,48209,62.28
Hemphill,TX,48211,48211,71.26
Henderson,TX,48213,48213,75.21
Hidalgo,TX,48215,48215,68.04
Hill,TX,48217,48217,72.58
Hockley,TX,48219,48219,70.53
Hood,TX,48221,48221,77.35
Hopkins,TX,48223,48223,69.6
Houston,TX,48225,48225,69.97
Howard,TX,48227,48227,65.39
Hudspeth,TX,48229,48229,71.88
Hunt,TX,48231,48231,68.88
Hutchinson,TX,48233,48233,80.33
Irion,TX,48235,48235,77.57
Jack,TX,48237,48237,81.28
Jackson,TX,48239,48239,69.6
Jasper,TX,48241,48241,77.57
Jeff Davis,TX,48243,48243,81.59
Jefferson,TX,48245,48245,61.07
Jim Hogg,TX,48247,48247,71.65
Jim Wells,TX,48249,48249,70.61
Johnson,TX,48251,48251,73.34
Jones,TX,48253,48253,74.6
Karnes,TX,48255,48255,74.5
Kaufman,TX,48257,48257,76.61
Kendall,TX,48259,48259,74.11
Kenedy,TX,48261,48261,23.35
Kent,TX,48263,48263,69.6
Kerr,TX,48265,48265,70.72
Kimble,TX,48267,48267,76.22
King,TX,48269,48269,33.77
Kinney,TX,48271,48271,76.59
Kleberg,TX,48273,48273,52.77
Knox,TX,48275,48275,82.91
Lamar,TX,48277,48277,64.47
Lamb,TX,48279,48279,71.49
Lampasas,TX,48281,48281,77.35
La Salle,TX,48283,48283,68.71
Lavaca,TX,48285,48285,74.25
Lee,TX,48287,48287,80.55
Leon,TX,48289,48289,77.37
Liberty,TX,48291,48291,75.55
Limestone,TX,48293,48293,74.06
Lipscomb,TX,48295,48295,73.83
Live Oak,TX,48297,48297,81.96
Llano,TX,48299,48299,78.07
Loving,TX,48301,48301,63.33
Lubbock,TX,48303,48303,55.22
Lynn,TX,48305,48305,68.29
McCulloch,TX,48307,48307,72.22
McLennan,TX,48309,48309,59.23
McMullen,TX,48311,48311,75.93
Madison,TX,48313,48313,74.16
Marion,TX,48315,48315,77.31
Martin,TX,48317,48317,73.85
Mason,TX,48319,48319,70.64
Matagorda,TX,48321,48321,70.67
Maverick,TX,48323,48323,65.71
Medina,TX,48325,48325,80.4
Menard,TX,48327,48327,69.13
Midland,TX,48329,48329,66.92
Milam,TX,48331,48331,71.42
Mills,TX,48333,48333,85.08
Mitchell,TX,48335,48335,78.97
Montague,TX,48337,48337,72.4
Montgomery,TX,48339,48339,71.05
Moore,TX,48341,48341,65.84
Morris,TX,48343,48343,72.97
Motley,TX,48345,48345,68.3
Nacogdoches,TX,48347,48347,56.57
Navarro,TX,48349,48349,68.91
Newton,TX,48351,48351,84.61
Nolan,TX,48353,48353,67.23
Nueces,TX,48355,48355,57.95
Ochiltree,TX,48357,48357,73.39
Oldham,TX,48359,48359,78.45
Orange,TX,48361,48361,75.3
Palo Pinto,TX,48363,48363,72.71
Panola,TX,48365,48365,76.72
Parker,TX,48367,48367,78.84
Parmer,TX,48369,48369,66.94
Pecos,TX,48371,48371,72.23
Polk,TX,48373,48373,76.03
Potter,TX,48375,48375,55.17
Presidio,TX,48377,48377,57.85
Rains,TX,48379,48379,77.74
Randall,TX,48381,48381,70.82
Reagan,TX,48383,48383,67.44
Real,TX,48385,48385,76.47
Red River,TX,48387,48387,76.57
Reeves,TX,48389,48389,72.46
Refugio,TX,48391,48391,72.75
Roberts,TX,48393,48393,79.73
Robertson,TX,48395,48395,76.07
Rockwall,TX,48397,48397,81.79
Runnels,TX,48399,48399,71.15
Rusk,TX,48401,48401,77.85
Sabine,TX,48403,48403,88.24
San Augustine,TX,48405,48405,77.48
San Jacinto,TX,48407,48407,80.63
San Patricio,TX,48409,48409,68.32
San Saba,TX,48411,48411,68.44
Schleicher,TX,48413,48413,78.88
Scurry,TX,48415,48415,75.19
Shackelford,TX,48417,48417,79.57
Shelby,TX,48419,48419,73.65
Sherman,TX,48421,48421,72.62
Smith,TX,48423,48423,66.41
Somervell,TX,48425,48425,80.31
Starr,TX,48427,48427,75.12
Stephens,TX,48429,48429,82.08
Sterling,TX,48431,48431,85.59
Stonewall,TX,48433,48433,75.52
Sutton,TX,48435,48435,69.19
Swisher,TX,48437,48437,70.98
Tarrant,TX,48439,48439,60.52
Taylor,TX,48441,48441,58.36
Terrell,TX,48443,48443,93.06
Terry,TX,48445,48445,69.64
Throckmorton,TX,48447,48447,72.9
Titus,TX,48449,48449,66.98
Tom Green,TX,48451,48451,63.49
Travis,TX,48453,48453,52.36
Trinity,TX,48455,48455,77.38
Tyler,TX,48457,48457,83.96
Upshur,TX,48459,48459,78.79
Upton,TX,48461,48461,73.05
Uvalde,TX,48463,48463,73.32
Val Verde,TX,48465,48465,63.51
Van Zandt,TX,48467,48467,78
Victoria,TX,48469,48469,66.18
Walker,TX,48471,48471,51.4
Waller,TX,48473,48473,68.33
Ward,TX,48475,48475,71.54
Washington,TX,48477,48477,74.12
Webb,TX,48479,48479,62.19
Wharton,TX,48481,48481,66.96
Wheeler,TX,48483,48483,66.61
Wichita,TX,48485,48485,60.31
Wilbarger,TX,48487,48487,60.73
Willacy,TX,48489,48489,70.53
Williamson,TX,48491,48491,68.39
Wilson,TX,48493,48493,84.38
Winkler,TX,48495,48495,79.61
Wise,TX,48497,48497,77.94
Wood,TX,48499,48499,80.21
Yoakum,TX,48501,48501,78.03
Young,TX,48503,48503,75.56
Zapata,TX,48505,48505,74.75
Zavala,TX,48507,48507,71.97
Beaver,UT,49001,49001,74.15
Box Elder,UT,49003,49003,77.78
Cache,UT,49005,49005,62.98
Carbon,UT,49007,49007,73.74
Daggett,UT,49009,49009,87.12
Davis,UT,49011,49011,77.01
Duchesne,UT,49013,49013,75.15
Emery,UT,49015,49015,76.89
Garfield,UT,49017,49017,79.49
Grand,UT,49019,49019,65.14
Iron,UT,49021,49021,63.97
Juab,UT,49023,49023,78.55
Kane,UT,49025,49025,77.41
Millard,UT,49027,49027,74.5
Morgan,UT,49029,49029,85.32
Piute,UT,49031,49031,83.65
Rich,UT,49033,49033,71.65
Salt Lake,UT,49035,49035,67.11
San Juan,UT,49037,49037,80.63
Sanpete,UT,49039,49039,77.7
Sevier,UT,49041,49041,78.14
Summit,UT,49043,49043,77.38
Tooele,UT,49045,49045,80.95
Uintah,UT,49047,49047,75.91
Utah,UT,49049,49049,67.65
Wasatch,UT,49051,49051,72.97
Washington,UT,49053,49053,70.4
Wayne,UT,49055,49055,73.9
Weber,UT,49057,49057,73.41
Addison,VT,50001,50001,76
Bennington,VT,50003,50003,74.03
Caledonia,VT,50005,50005,73.07
Chittenden,VT,50007,50007,62.37
Essex,VT,50009,50009,81.24
Franklin,VT,50011,50011,75.41
Grand Isle,VT,50013,50013,84.03
Lamoille,VT,50015,50015,73.16
Orange,VT,50017,50017,80.48
Orleans,VT,50019,50019,78.18
Rutland,VT,50021,50021,71.43
Washington,VT,50023,50023,70.44
Windham,VT,50025,50025,67.26
Windsor,VT,50027,50027,73.78
Accomack,VA,51001,51001,66.8
Albemarle,VA,51003,51003,63.3
Alleghany,VA,51005,51005,76.24
Amelia,VA,51007,51007,84.4
Amherst,VA,51009,51009,77.12
Appomattox,VA,51011,51011,77.77
Arlington,VA,51013,51013,42.75
Augusta,VA,51015,51015,79.32
Bath,VA,51017,51017,75.35
Bedford,VA,51019,51019,82.1
Bland,VA,51021,51021,81.41
Botetourt,VA,51023,51023,86.3
Brunswick,VA,51025,51025,70.7
Buchanan,VA,51027,51027,77.31
Buckingham,VA,51029,51029,75.2
Campbell,VA,51031,51031,74.73
Caroline,VA,51033,51033,79.2
Carroll,VA,51035,51035,78.29
Charles City,VA,51036,51036,83.91
Charlotte,VA,51037,51037,71.27
Chesterfield,VA,51041,51041,75.78
Clarke,VA,51043,51043,75
Craig,VA,51045,51045,76.45
Culpeper,VA,51047,51047,72.71
Cumberland,VA,51049,51049,73.86
Dickenson,VA,51051,51051,75.7
Dinwiddie,VA,51053,51053,77.18
Essex,VA,51057,51057,67.09
Fairfax,VA,51059,51059,67.98
Fauquier,VA,51061,51061,78.29
Floyd,VA,51063,51063,81.12
Fluvanna,VA,51065,51065,84.97
Franklin,VA,51067,51067,81.74
Frederick,VA,51069,51069,77.61
Giles,VA,51071,51071,75.07
Gloucester,VA,51073,51073,78.24
Goochland,VA,51075,51075,84.88
Grayson,VA,51077,51077,81.29
Greene,VA,51079,51079,77.6
Greensville,VA,51081,51081,73.29
Halifax,VA,51083,51083,74.12
Hanover,VA,51085,51085,82.52
Henrico,VA,51087,51087,62.65
Henry,VA,51089,51089,71.93
Highland,VA,51091,51091,82.93
Isle of Wight,VA,51093,51093,75.79
James City,VA,51095,51095,76.39
King and Queen,VA,51097,51097,83.52
King George,VA,51099,51099,78.75
King William,VA,51101,51101,87.36
Lancaster,VA,51103,51103,75.86
Lee,VA,51105,51105,70.79
Loudoun,VA,51107,51107,78.05
Louisa,VA,51109,51109,80.04
Lunenburg,VA,51111,51111,71.79
Madison,VA,51113,51113,74.46
Mathews,VA,51115,51115,84.97
Mecklenburg,VA,51117,51117,71.06
Middlesex,VA,51119,51119,78.67
Montgomery,VA,51121,51121,55.37
Nelson,VA,51125,51125,76.4
New Kent,VA,51127,51127,86.5
Northampton,VA,51131,51131,65.19
Northumberland,VA,51133,51133,89.2
Nottoway,VA,51135,51135,64.67
Orange,VA,51137,51137,78.78
Page,VA,51139,51139,71.07
Patrick,VA,51141,51141,78.97
Pittsylvania,VA,51143,51143,75.38
Powhatan,VA,51145,51145,90.14
Prince Edward,VA,51147,51147,64.37
Prince George,VA,51149,51149,67.56
Prince William,VA,51153,51153,73.28
Pulaski,VA,51155,51155,71.35
Rappahannock,VA,51157,51157,74.22
Richmond,VA,51159,51159,69.93
Roanoke,VA,51161,51161,74.8
Rockbridge,VA,51163,51163,75.24
Rockingham,VA,51165,51165,74.47
Russell,VA,51167,51167,76.14
Scott,VA,51169,51169,77.36
Shenandoah,VA,51171,51171,70.93
Smyth,VA,51173,51173,71.5
Southampton,VA,51175,51175,74.82
Spotsylvania,VA,51177,51177,78.09
Stafford,VA,51179,51179,77.38
Surry,VA,51181,51181,74.29
Sussex,VA,51183,51183,69.16
Tazewell,VA,51185,51185,74.53
Warren,VA,51187,51187,76.74
Washington,VA,51191,51191,75.18
Westmoreland,VA,51193,51193,73.15
Wise,VA,51195,51195,66.64
Wythe,VA,51197,51197,77.97
York,VA,51199,51199,71.29
Alexandria City,VA,51510,51510,43.28
Bedford City,VA,51515,51515,N/A
Bristol City,VA,51520,51520,60.39
Buena Vista City,VA,51530,51530,67.98
Charlottesville City,VA,51540,51540,42.85
Chesapeake City,VA,51550,51550,71.35
Colonial Heights City,VA,51570,51570,62.91
Covington City,VA,51580,51580,74.45
Danville City,VA,51590,51590,51.5
Emporia City,VA,51595,51595,40.12
Fairfax City,VA,51600,51600,70
Falls Church City,VA,51610,51610,58.33
Franklin City,VA,51620,51620,51.56
Fredericksburg City,VA,51630,51630,35.47
Galax City,VA,51640,51640,68.12
Hampton City,VA,51650,51650,55.73
Harrisonburg City,VA,51660,51660,39.59
Hopewell City,VA,51670,51670,46.75
Lexington City,VA,51678,51678,52.41
Lynchburg City,VA,51680,51680,48.72
Manassas City,VA,51683,51683,66.13
Manassas Park City,VA,51685,51685,65.91
Martinsville City,VA,51690,51690,55.91
Newport News City,VA,51700,51700,48.92
Norfolk City,VA,51710,51710,43.39
Norton City,VA,51720,51720,50.06
Petersburg City,VA,51730,51730,38.83
Poquoson City,VA,51735,51735,81.43
Portsmouth City,VA,51740,51740,54.99
Radford City,VA,51750,51750,46.58
Richmond City,VA,51760,51760,42.63
Roanoke City,VA,51770,51770,51.46
Salem City,VA,51775,51775,63.58
Staunton City,VA,51790,51790,57.3
Suffolk City,VA,51800,51800,68.75
Virginia Beach City,VA,51810,51810,63.71
Waynesboro City,VA,51820,51820,57.7
Williamsburg City,VA,51830,51830,49.3
Winchester City,VA,51840,51840,44.25
Adams,WA,53001,53001,63.13
Asotin,WA,53003,53003,70.68
Benton,WA,53005,53005,68.82
Chelan,WA,53007,53007,64.42
Clallam,WA,53009,53009,70.39
Clark,WA,53011,53011,66.97
Columbia,WA,53013,53013,67.91
Cowlitz,WA,53015,53015,66.07
Douglas,WA,53017,53017,68.7
Ferry,WA,53019,53019,71.99
Franklin,WA,53021,53021,68.46
Garfield,WA,53023,53023,71.54
Grant,WA,53025,53025,62.51
Grays Harbor,WA,53027,53027,67.04
Island,WA,53029,53029,71.47
Jefferson,WA,53031,53031,74.25
King,WA,53033,53033,56.95
Kitsap,WA,53035,53035,67.8
Kittitas,WA,53037,53037,59.13
Klickitat,WA,53039,53039,68.01
Lewis,WA,53041,53041,70.64
Lincoln,WA,53043,53043,77.97
Mason,WA,53045,53045,77.38
Okanogan,WA,53047,53047,65.76
Pacific,WA,53049,53049,79.97
Pend Oreille,WA,53051,53051,77.89
Pierce,WA,53053,53053,62.12
San Juan,WA,53055,53055,74.58
Skagit,WA,53057,53057,68.58
Skamania,WA,53059,53059,74.5
Snohomish,WA,53061,53061,67.09
Spokane,WA,53063,53063,62.39
Stevens,WA,53065,53065,78.13
Thurston,WA,53067,53067,65.38
Wahkiakum,WA,53069,53069,86.72
Walla Walla,WA,53071,53071,64.81
Whatcom,WA,53073,53073,61.93
Whitman,WA,53075,53075,43.63
Yakima,WA,53077,53077,62.69
Barbour,WV,54001,54001,72.04
Berkeley,WV,54003,54003,74.63
Boone,WV,54005,54005,76.59
Braxton,WV,54007,54007,80.67
Brooke,WV,54009,54009,76.18
Cabell,WV,54011,54011,61.8
Calhoun,WV,54013,54013,78.87
Clay,WV,54015,54015,81.43
Doddridge,WV,54017,54017,87.67
Fayette,WV,54019,54019,77.27
Gilmer,WV,54021,54021,68.92
Grant,WV,54023,54023,81.55
Greenbrier,WV,54025,54025,72.49
Hampshire,WV,54027,54027,76.3
Hancock,WV,54029,54029,72.69
Hardy,WV,54031,54031,73.83
Harrison,WV,54033,54033,73.94
Jackson,WV,54035,54035,76.73
Jefferson,WV,54037,54037,76.43
Kanawha,WV,54039,54039,69.07
Lewis,WV,54041,54041,71.51
Lincoln,WV,54043,54043,77.81
Logan,WV,54045,54045,72.65
McDowell,WV,54047,54047,78.68
Marion,WV,54049,54049,74.62
Marshall,WV,54051,54051,80.11
Mason,WV,54053,54053,79.46
Mercer,WV,54055,54055,69.52
Mineral,WV,54057,54057,76.03
Mingo,WV,54059,54059,73.55
Monongalia,WV,54061,54061,56.77
Monroe,WV,54063,54063,78.68
Morgan,WV,54065,54065,83.27
Nicholas,WV,54067,54067,79.43
Ohio,WV,54069,54069,69.81
Pendleton,WV,54071,54071,80.5
Pleasants,WV,54073,54073,82.5
Pocahontas,WV,54075,54075,81.61
Preston,WV,54077,54077,82.88
Putnam,WV,54079,54079,81.85
Raleigh,WV,54081,54081,73.37
Randolph,WV,54083,54083,71.53
Ritchie,WV,54085,54085,79.82
Roane,WV,54087,54087,79.27
Summers,WV,54089,54089,76.23
Taylor,WV,54091,54091,77.96
Tucker,WV,54093,54093,78.52
Tyler,WV,54095,54095,82.73
Upshur,WV,54097,54097,73.68
Wayne,WV,54099,54099,73.46
Webster,WV,54101,54101,72.57
Wetzel,WV,54103,54103,79.43
Wirt,WV,54105,54105,83.67
Wood,WV,54107,54107,71.48
Wyoming,WV,54109,54109,84.18
Adams,WI,55001,55001,83.29
Ashland,WI,55003,55003,68.29
Barron,WI,55005,55005,74.73
Bayfield,WI,55007,55007,83.21
Brown,WI,55009,55009,64.84
Buffalo,WI,55011,55011,76.35
Burnett,WI,55013,55013,82.2
Calumet,WI,55015,55015,80.64
Chippewa,WI,55017,55017,73.11
Clark,WI,55019,55019,78.41
Columbia,WI,55021,55021,74.37
Crawford,WI,55023,55023,75.71
Dane,WI,55025,55025,58.2
Dodge,WI,55027,55027,69.74
Door,WI,55029,55029,79.89
Douglas,WI,55031,55031,67.52
Dunn,WI,55033,55033,68.16
Eau Claire,WI,55035,55035,64.47
Florence,WI,55037,55037,86.24
Fond du Lac,WI,55039,55039,70.27
Forest,WI,55041,55041,76.17
Grant,WI,55043,55043,70.36
Green,WI,55045,55045,75.1
Green Lake,WI,55047,55047,76.11
Iowa,WI,55049,55049,73.85
Iron,WI,55051,55051,77.54
Jackson,WI,55053,55053,73.9
