County,State,FIPS Code,Formatted FIPS,"Estimated percent of people with at least a Bachelor's degree, b"
Snyder,PA,42109,42109,19.77
Somerset,PA,42111,42111,15.86
Sullivan,PA,42113,42113,17.2
Susquehanna,PA,42115,42115,18.61
Tioga,PA,42117,42117,19.09
Union,PA,42119,42119,26
Venango,PA,42121,42121,18.73
Warren,PA,42123,42123,19.51
Washington,PA,42125,42125,30.04
Wayne,PA,42127,42127,20.38
Westmoreland,PA,42129,42129,29.1
Wyoming,PA,42131,42131,19.63
York,PA,42133,42133,24.86
Bristol,RI,44001,44001,49.04
Kent,RI,44003,44003,33.28
Newport,RI,44005,44005,48.07
Providence,RI,44007,44007,28.97
Washington,RI,44009,44009,46.13
Abbeville,SC,45001,45001,15.58
Aiken,SC,45003,45003,26.42
Allendale,SC,45005,45005,9.22
Anderson,SC,45007,45007,22.23
Bamberg,SC,45009,45009,18.79
Barnwell,SC,45011,45011,12.54
Beaufort,SC,45013,45013,41.16
Berkeley,SC,45015,45015,24.98
Calhoun,SC,45017,45017,19.9
Charleston,SC,45019,45019,43.6
Cherokee,SC,45021,45021,14.17
Chester,SC,45023,45023,13.39
Chesterfield,SC,45025,45025,10.35
Clarendon,SC,45027,45027,15.08
Colleton,SC,45029,45029,14.57
Darlington,SC,45031,45031,18.45
Dillon,SC,45033,45033,11.12
Dorchester,SC,45035,45035,28.2
Edgefield,SC,45037,45037,16.66
Fairfield,SC,45039,45039,16.92
Florence,SC,45041,45041,23.62
Georgetown,SC,45043,45043,27.31
Greenville,SC,45045,45045,35.07
Greenwood,SC,45047,45047,24.6
Hampton,SC,45049,45049,11.87
Horry,SC,45051,45051,23.65
Jasper,SC,45053,45053,17.78
Kershaw,SC,45055,45055,20.34
Lancaster,SC,45057,45057,26.87
Laurens,SC,45059,45059,16.19
Lee,SC,45061,45061,15.87
Lexington,SC,45063,45063,30.37
McCormick,SC,45065,45065,20.48
Marion,SC,45067,45067,13.49
Marlboro,SC,45069,45069,8.89
Newberry,SC,45071,45071,17.93
Oconee,SC,45073,45073,25.78
Orangeburg,SC,45075,45075,19.89
Pickens,SC,45077,45077,25.97
Richland,SC,45079,45079,39.08
Saluda,SC,45081,45081,16.8
Spartanburg,SC,45083,45083,24.52
Sumter,SC,45085,45085,19.3
Union,SC,45087,45087,11.35
Williamsburg,SC,45089,45089,12.29
York,SC,45091,45091,33.31
Aurora,SD,46003,46003,21.48
Beadle,SD,46005,46005,20.52
Bennett,SD,46007,46007,15.74
Bon Homme,SD,46009,46009,18.26
Brookings,SD,46011,46011,40.34
Brown,SD,46013,46013,29.42
Brule,SD,46015,46015,27.08
Buffalo,SD,46017,46017,8.52
Butte,SD,46019,46019,19.2
Campbell,SD,46021,46021,28.03
Charles Mix,SD,46023,46023,18.59
Clark,SD,46025,46025,19.05
Clay,SD,46027,46027,49.95
Codington,SD,46029,46029,21.49
Corson,SD,46031,46031,17.83
Custer,SD,46033,46033,23.52
Davison,SD,46035,46035,26.49
Day,SD,46037,46037,21.56
Deuel,SD,46039,46039,22.16
Dewey,SD,46041,46041,16.56
Douglas,SD,46043,46043,15.54
Edmunds,SD,46045,46045,26.25
Fall River,SD,46047,46047,21.06
Faulk,SD,46049,46049,26.9
Grant,SD,46051,46051,21.87
Gregory,SD,46053,46053,20.16
Haakon,SD,46055,46055,15.64
Hamlin,SD,46057,46057,20.99
Hand,SD,46059,46059,22.1
Hanson,SD,46061,46061,18.47
Harding,SD,46063,46063,26
Hughes,SD,46065,46065,34.66
Hutchinson,SD,46067,46067,25.19
Hyde,SD,46069,46069,24.5
Jackson,SD,46071,46071,17.79
Jerauld,SD,46073,46073,22.54
Jones,SD,46075,46075,25.73
Kingsbury,SD,46077,46077,21.54
Lake,SD,46079,46079,33.12
Lawrence,SD,46081,46081,34.98
Lincoln,SD,46083,46083,37.55
Lyman,SD,46085,46085,20.34
McCook,SD,46087,46087,24.14
McPherson,SD,46089,46089,17.74
Marshall,SD,46091,46091,24.09
Meade,SD,46093,46093,27.21
Mellette,SD,46095,46095,12.01
Miner,SD,46097,46097,18.46
Minnehaha,SD,46099,46099,33.06
Moody,SD,46101,46101,21.33
Pennington,SD,46103,46103,31.47
Perkins,SD,46105,46105,20.32
Potter,SD,46107,46107,22.26
Roberts,SD,46109,46109,17.34
Sanborn,SD,46111,46111,21.61
Shannon,SD,46113,46113,10.42
Spink,SD,46115,46115,21.83
Stanley,SD,46117,46117,32.1
Sully,SD,46119,46119,25.03
Todd,SD,46121,46121,15.6
Tripp,SD,46123,46123,22.28
Turner,SD,46125,46125,23.74
Union,SD,46127,46127,30.61
Walworth,SD,46129,46129,24.85
Yankton,SD,46135,46135,25.66
Ziebach,SD,46137,46137,16.41
Anderson,TN,47001,47001,23.29
Bedford,TN,47003,47003,16.65
Benton,TN,47005,47005,12.27
Bledsoe,TN,47007,47007,12.02
Blount,TN,47009,47009,24.18
Bradley,TN,47011,47011,22.33
Campbell,TN,47013,47013,12.37
Cannon,TN,47015,47015,15.8
Carroll,TN,47017,47017,18.02
Carter,TN,47019,47019,17.52
Cheatham,TN,47021,47021,21.01
Chester,TN,47023,47023,15.96
Claiborne,TN,47025,47025,16.11
Clay,TN,47027,47027,13.9
Cocke,TN,47029,47029,11.56
Coffee,TN,47031,47031,20.47
Crockett,TN,47033,47033,13.84
Cumberland,TN,47035,47035,18.47
Davidson,TN,47037,47037,41.7
Decatur,TN,47039,47039,14.55
DeKalb,TN,47041,47041,16.71
Dickson,TN,47043,47043,16.18
Dyer,TN,47045,47045,16.11
Fayette,TN,47047,47047,22.19
Fentress,TN,47049,47049,15.98
Franklin,TN,47051,47051,20.84
Gibson,TN,47053,47053,18.41
Giles,TN,47055,47055,16.51
Grainger,TN,47057,47057,10.66
Greene,TN,47059,47059,16.73
Grundy,TN,47061,47061,13.18
Hamblen,TN,47063,47063,16.8
Hamilton,TN,47065,47065,32.18
Hancock,TN,47067,47067,11.24
Hardeman,TN,47069,47069,11.19
Hardin,TN,47071,47071,15.01
Hawkins,TN,47073,47073,13.71
Haywood,TN,47075,47075,11.04
Henderson,TN,47077,47077,14.37
Henry,TN,47079,47079,16.5
Hickman,TN,47081,47081,10.9
Houston,TN,47083,47083,13
Humphreys,TN,47085,47085,14.27
Jackson,TN,47087,47087,11.05
Jefferson,TN,47089,47089,16.75
Johnson,TN,47091,47091,11.58
Knox,TN,47093,47093,37.65
Lake,TN,47095,47095,9.38
Lauderdale,TN,47097,47097,8.25
Lawrence,TN,47099,47099,14.3
Lewis,TN,47101,47101,10.41
Lincoln,TN,47103,47103,18.39
Loudon,TN,47105,47105,26.44
McMinn,TN,47107,47107,16.21
McNairy,TN,47109,47109,12.63
Macon,TN,47111,47111,10.34
Madison,TN,47113,47113,25.63
Marion,TN,47115,47115,12.79
Marshall,TN,47117,47117,14.67
Maury,TN,47119,47119,23.05
Meigs,TN,47121,47121,9.79
Monroe,TN,47123,47123,13.43
Montgomery,TN,47125,47125,28.47
Moore,TN,47127,47127,22.68
Morgan,TN,47129,47129,9.39
Obion,TN,47131,47131,15.33
Overton,TN,47133,47133,12.8
Perry,TN,47135,47135,11.45
Pickett,TN,47137,47137,9.41
Polk,TN,47139,47139,11.86
Putnam,TN,47141,47141,26.44
Rhea,TN,47143,47143,16.94
Roane,TN,47145,47145,19.76
Robertson,TN,47147,47147,19.62
Rutherford,TN,47149,47149,32.24
Scott,TN,47151,47151,9.2
Sequatchie,TN,47153,47153,15.08
Sevier,TN,47155,47155,17.44
Shelby,TN,47157,47157,31.61
Smith,TN,47159,47159,14.42
Stewart,TN,47161,47161,15.59
Sullivan,TN,47163,47163,23.61
Sumner,TN,47165,47165,28.08
Tipton,TN,47167,47167,17.27
Trousdale,TN,47169,47169,13.8
Unicoi,TN,47171,47171,14.79
Union,TN,47173,47173,9.9
Van Buren,TN,47175,47175,7.76
Warren,TN,47177,47177,14.55
Washington,TN,47179,47179,31.77
Wayne,TN,47181,47181,9.73
Weakley,TN,47183,47183,21.56
White,TN,47185,47185,12.3
Williamson,TN,47187,47187,59.84
Wilson,TN,47189,47189,32.38
Anderson,TX,48001,48001,10.61
Andrews,TX,48003,48003,12.21
Angelina,TX,48005,48005,16.93
Aransas,TX,48007,48007,21.88
Archer,TX,48009,48009,23.9
Armstrong,TX,48011,48011,22.79
Atascosa,TX,48013,48013,14.42
Austin,TX,48015,48015,23.91
Bailey,TX,48017,48017,17.22
Bandera,TX,48019,48019,22.82
Bastrop,TX,48021,48021,20.68
Baylor,TX,48023,48023,22.85
Bee,TX,48025,48025,8.93
Bell,TX,48027,48027,25.15
Bexar,TX,48029,48029,28.01
Blanco,TX,48031,48031,26.47
Borden,TX,48033,48033,39.47
Bosque,TX,48035,48035,19.8
Bowie,TX,48037,48037,20.62
Brazoria,TX,48039,48039,30.03
Brazos,TX,48041,48041,41.69
Brewster,TX,48043,48043,39.97
Briscoe,TX,48045,48045,19.75
Brooks,TX,48047,48047,15.69
Brown,TX,48049,48049,19.15
Burleson,TX,48051,48051,17.28
Burnet,TX,48053,48053,25.39
Caldwell,TX,48055,48055,14.63
Calhoun,TX,48057,48057,14.21
Callahan,TX,48059,48059,21.04
Cameron,TX,48061,48061,17.32
Camp,TX,48063,48063,19.37
Carson,TX,48065,48065,28.44
Cass,TX,48067,48067,16.35
Castro,TX,48069,48069,15.6
Chambers,TX,48071,48071,22.75
Cherokee,TX,48073,48073,17.17
Childress,TX,48075,48075,18.25
Clay,TX,48077,48077,21.37
Cochran,TX,48079,48079,8.03
Coke,TX,48081,48081,17.83
Coleman,TX,48083,48083,15.78
Collin,TX,48085,48085,52.35
Collingsworth,TX,48087,48087,20.24
Colorado,TX,48089,48089,20.98
Comal,TX,48091,48091,36.83
Comanche,TX,48093,48093,20.32
Concho,TX,48095,48095,13.02
Cooke,TX,48097,48097,20.87
Coryell,TX,48099,48099,16.08
Cottle,TX,48101,48101,16.78
Crane,TX,48103,48103,14.71
Crockett,TX,48105,48105,14.01
Crosby,TX,48107,48107,13.16
Culberson,TX,48109,48109,10.25
Dallam,TX,48111,48111,15.78
Dallas,TX,48113,48113,31.48
Dawson,TX,48115,48115,14.24
Deaf Smith,TX,48117,48117,11.98
Delta,TX,48119,48119,25.12
Denton,TX,48121,48121,45.1
DeWitt,TX,48123,48123,12.59
Dickens,TX,48125,48125,18.49
Dimmit,TX,48127,48127,13.56
Donley,TX,48129,48129,17.87
Duval,TX,48131,48131,9.01
Eastland,TX,48133,48133,16
Ector,TX,48135,48135,15.39
Edwards,TX,48137,48137,18.16
Ellis,TX,48139,48139,24.34
El Paso,TX,48141,48141,23.31
Erath,TX,48143,48143,31.47
Falls,TX,48145,48145,12.44
Fannin,TX,48147,48147,17.4
Fayette,TX,48149,48149,19.69
Fisher,TX,48151,48151,18.64
Floyd,TX,48153,48153,15.92
Foard,TX,48155,48155,16.22
Fort Bend,TX,48157,48157,46.22
Franklin,TX,48159,48159,26.59
Freestone,TX,48161,48161,15.28
Frio,TX,48163,48163,7.29
Gaines,TX,48165,48165,11.44
Galveston,TX,48167,48167,31.11
Garza,TX,48169,48169,13.88
Gillespie,TX,48171,48171,32.23
Glasscock,TX,48173,48173,27.17
Goliad,TX,48175,48175,17.27
Gonzales,TX,48177,48177,13.07
Gray,TX,48179,48179,13.91
Grayson,TX,48181,48181,20.44
Gregg,TX,48183,48183,21.31
Grimes,TX,48185,48185,15.74
Guadalupe,TX,48187,48187,28.19
Hale,TX,48189,48189,17.13
Hall,TX,48191,48191,15.91
Hamilton,TX,48193,48193,22.44
Hansford,TX,48195,48195,15.15
Hardeman,TX,48197,48197,13.67
Hardin,TX,48199,48199,16.84
Harris,TX,48201,48201,31.45
Harrison,TX,48203,48203,19.08
Hartley,TX,48205,48205,17.83
Haskell,TX,48207,48207,11.88
Hays,TX,48209,48209,37.25
Hemphill,TX,48211,48211,21.21
Henderson,TX,48213,48213,17.34
Hidalgo,TX,48215,48215,18.71
Hill,TX,48217,48217,17.36
Hockley,TX,48219,48219,15.82
Hood,TX,48221,48221,26.41
Hopkins,TX,48223,48223,20.07
Houston,TX,48225,48225,15.23
Howard,TX,48227,48227,12.62
Hudspeth,TX,48229,48229,10.69
Hunt,TX,48231,48231,19.9
Hutchinson,TX,48233,48233,14.02
Irion,TX,48235,48235,15.01
Jack,TX,48237,48237,13.47
Jackson,TX,48239,48239,16.55
Jasper,TX,48241,48241,12.92
Jeff Davis,TX,48243,48243,30.51
Jefferson,TX,48245,48245,19.65
Jim Hogg,TX,48247,48247,13.43
Jim Wells,TX,48249,48249,12.18
Johnson,TX,48251,48251,18.73
Jones,TX,48253,48253,11.72
Karnes,TX,48255,48255,15.34
Kaufman,TX,48257,48257,20.53
Kendall,TX,48259,48259,42.09
Kenedy,TX,48261,48261,1.05
Kent,TX,48263,48263,25.42
Kerr,TX,48265,48265,27.36
Kimble,TX,48267,48267,22.46
King,TX,48269,48269,20.89
Kinney,TX,48271,48271,12.14
Kleberg,TX,48273,48273,24.61
Knox,TX,48275,48275,20.1
Lamar,TX,48277,48277,18.68
Lamb,TX,48279,48279,14.36
Lampasas,TX,48281,48281,19.9
La Salle,TX,48283,48283,7.49
Lavaca,TX,48285,48285,16.65
Lee,TX,48287,48287,14.63
Leon,TX,48289,48289,14.04
Liberty,TX,48291,48291,9.73
Limestone,TX,48293,48293,14.83
Lipscomb,TX,48295,48295,19.69
Live Oak,TX,48297,48297,12.19
Llano,TX,48299,48299,25.28
Loving,TX,48301,48301,0
Lubbock,TX,48303,48303,30.13
Lynn,TX,48305,48305,17.26
McCulloch,TX,48307,48307,17.29
McLennan,TX,48309,48309,24.25
McMullen,TX,48311,48311,28.83
Madison,TX,48313,48313,14.72
Marion,TX,48315,48315,14.71
Martin,TX,48317,48317,18.31
Mason,TX,48319,48319,27.63
Matagorda,TX,48321,48321,17.44
Maverick,TX,48323,48323,12.69
Medina,TX,48325,48325,19.84
Menard,TX,48327,48327,18.04
Midland,TX,48329,48329,27.38
Milam,TX,48331,48331,14.09
Mills,TX,48333,48333,18.27
Mitchell,TX,48335,48335,11.32
Montague,TX,48337,48337,16.92
Montgomery,TX,48339,48339,34.53
Moore,TX,48341,48341,14.27
Morris,TX,48343,48343,14.34
Motley,TX,48345,48345,16.82
Nacogdoches,TX,48347,48347,24.52
Navarro,TX,48349,48349,15.91
Newton,TX,48351,48351,9.74
Nolan,TX,48353,48353,15.19
Nueces,TX,48355,48355,21.84
Ochiltree,TX,48357,48357,15.63
Oldham,TX,48359,48359,22.01
Orange,TX,48361,48361,15.51
Palo Pinto,TX,48363,48363,16.57
Panola,TX,48365,48365,16.15
Parker,TX,48367,48367,26.41
Parmer,TX,48369,48369,17.87
Pecos,TX,48371,48371,9.83
Polk,TX,48373,48373,13.12
Potter,TX,48375,48375,14.89
Presidio,TX,48377,48377,21.17
Rains,TX,48379,48379,13.73
Randall,TX,48381,48381,32.42
Reagan,TX,48383,48383,10.48
Real,TX,48385,48385,17.37
Red River,TX,48387,48387,12.46
Reeves,TX,48389,48389,12.3
Refugio,TX,48391,48391,11.52
Roberts,TX,48393,48393,25
Robertson,TX,48395,48395,16.12
Rockwall,TX,48397,48397,40.69
Runnels,TX,48399,48399,18.14
Rusk,TX,48401,48401,15.47
Sabine,TX,48403,48403,17.58
San Augustine,TX,48405,48405,13.99
San Jacinto,TX,48407,48407,11.25
San Patricio,TX,48409,48409,15.59
San Saba,TX,48411,48411,14.12
Schleicher,TX,48413,48413,16.57
Scurry,TX,48415,48415,16.24
Shackelford,TX,48417,48417,30.5
Shelby,TX,48419,48419,13.8
Sherman,TX,48421,48421,15.03
Smith,TX,48423,48423,26.42
Somervell,TX,48425,48425,26.41
Starr,TX,48427,48427,9.87
Stephens,TX,48429,48429,16.23
Sterling,TX,48431,48431,9.55
Stonewall,TX,48433,48433,14.78
Sutton,TX,48435,48435,17.11
Swisher,TX,48437,48437,15.28
Tarrant,TX,48439,48439,32.27
Taylor,TX,48441,48441,25.24
Terrell,TX,48443,48443,18.44
Terry,TX,48445,48445,11.39
Throckmorton,TX,48447,48447,21.74
Titus,TX,48449,48449,16.34
Tom Green,TX,48451,48451,24.45
Travis,TX,48453,48453,49.98
Trinity,TX,48455,48455,12.88
Tyler,TX,48457,48457,13.4
Upshur,TX,48459,48459,17.09
Upton,TX,48461,48461,9.63
Uvalde,TX,48463,48463,17.9
Val Verde,TX,48465,48465,18.39
Van Zandt,TX,48467,48467,15.75
Victoria,TX,48469,48469,19.97
Walker,TX,48471,48471,20.82
Waller,TX,48473,48473,21.11
Ward,TX,48475,48475,12.46
Washington,TX,48477,48477,26.75
Webb,TX,48479,48479,18.93
Wharton,TX,48481,48481,18.01
Wheeler,TX,48483,48483,16.83
Wichita,TX,48485,48485,23.08
Wilbarger,TX,48487,48487,15.2
Willacy,TX,48489,48489,8.86
Williamson,TX,48491,48491,41.32
Wilson,TX,48493,48493,21.75
Winkler,TX,48495,48495,8.24
Wise,TX,48497,48497,18
Wood,TX,48499,48499,16.64
Yoakum,TX,48501,48501,12.7
Young,TX,48503,48503,19.26
Zapata,TX,48505,48505,11.6
Zavala,TX,48507,48507,10.86
Beaver,UT,49001,49001,21.08
Box Elder,UT,49003,49003,23.93
Cache,UT,49005,49005,38.32
Carbon,UT,49007,49007,17.12
Daggett,UT,49009,49009,13.43
Davis,UT,49011,49011,37.76
Duchesne,UT,49013,49013,14.65
Emery,UT,49015,49015,16.25
Garfield,UT,49017,49017,25.88
Grand,UT,49019,49019,28.64
Iron,UT,49021,49021,29.82
Juab,UT,49023,49023,15.95
Kane,UT,49025,49025,29.88
Millard,UT,49027,49027,20.59
Morgan,UT,49029,49029,39.42
Piute,UT,49031,49031,20.23
Rich,UT,49033,49033,23.03
Salt Lake,UT,49035,49035,35.57
San Juan,UT,49037,49037,18.3
Sanpete,UT,49039,49039,20.92
Sevier,UT,49041,49041,18.47
Summit,UT,49043,49043,55.02
Tooele,UT,49045,49045,24.24
Uintah,UT,49047,49047,15.77
Utah,UT,49049,49049,40.81
Wasatch,UT,49051,49051,39.87
Washington,UT,49053,49053,28.06
Wayne,UT,49055,49055,23.35
Weber,UT,49057,49057,24.48
Addison,VT,50001,50001,39.61
Bennington,VT,50003,50003,36.21
Caledonia,VT,50005,50005,29.03
Chittenden,VT,50007,50007,51.32
Essex,VT,50009,50009,16.18
Franklin,VT,50011,50011,24.05
Grand Isle,VT,50013,50013,39.76
Lamoille,VT,50015,50015,38.2
Orange,VT,50017,50017,29.08
Orleans,VT,50019,50019,21.53
Rutland,VT,50021,50021,30.83
Washington,VT,50023,50023,41.83
Windham,VT,50025,50025,38.07
Windsor,VT,50027,50027,38.23
Accomack,VA,51001,51001,19.47
Albemarle,VA,51003,51003,55.14
Alleghany,VA,51005,51005,15.03
Amelia,VA,51007,51007,17.14
Amherst,VA,51009,51009,19.1
Appomattox,VA,51011,51011,20.87
Arlington,VA,51013,51013,75.3
Augusta,VA,51015,51015,22.73
Bath,VA,51017,51017,15.88
Bedford,VA,51019,51019,29.21
Bland,VA,51021,51021,14.18
Botetourt,VA,51023,51023,28.32
Brunswick,VA,51025,51025,13.57
Buchanan,VA,51027,51027,11.76
Buckingham,VA,51029,51029,12.48
Campbell,VA,51031,51031,22.45
Caroline,VA,51033,51033,19.89
Carroll,VA,51035,51035,15.02
Charles City,VA,51036,51036,14.71
Charlotte,VA,51037,51037,10.87
Chesterfield,VA,51041,51041,40.47
Clarke,VA,51043,51043,32.17
Craig,VA,51045,51045,23.64
Culpeper,VA,51047,51047,25.75
Cumberland,VA,51049,51049,14.88
Dickenson,VA,51051,51051,10.74
Dinwiddie,VA,51053,51053,18.65
Essex,VA,51057,51057,17.38
Fairfax,VA,51059,51059,61.55
Fauquier,VA,51061,51061,36.38
Floyd,VA,51063,51063,22.09
Fluvanna,VA,51065,51065,33.93
Franklin,VA,51067,51067,21.85
Frederick,VA,51069,51069,28.26
Giles,VA,51071,51071,18.12
Gloucester,VA,51073,51073,23.29
Goochland,VA,51075,51075,41.8
Grayson,VA,51077,51077,13.74
Greene,VA,51079,51079,29.04
Greensville,VA,51081,51081,9.15
Halifax,VA,51083,51083,15.43
Hanover,VA,51085,51085,39.77
Henrico,VA,51087,51087,43.72
Henry,VA,51089,51089,13.93
Highland,VA,51091,51091,22.53
Isle of Wight,VA,51093,51093,27.04
James City,VA,51095,51095,50.4
King and Queen,VA,51097,51097,23.63
King George,VA,51099,51099,35.97
King William,VA,51101,51101,21.01
Lancaster,VA,51103,51103,31.52
Lee,VA,51105,51105,11.19
Loudoun,VA,51107,51107,61.34
Louisa,VA,51109,51109,24.06
Lunenburg,VA,51111,51111,11.31
Madison,VA,51113,51113,23.38
Mathews,VA,51115,51115,27.88
Mecklenburg,VA,51117,51117,20.17
Middlesex,VA,51119,51119,21.5
Montgomery,VA,51121,51121,45.47
Nelson,VA,51125,51125,30.37
New Kent,VA,51127,51127,26.87
Northampton,VA,51131,51131,22.63
Northumberland,VA,51133,51133,28.88
Nottoway,VA,51135,51135,14.77
Orange,VA,51137,51137,25.12
Page,VA,51139,51139,13.71
Patrick,VA,51141,51141,15.23
Pittsylvania,VA,51143,51143,14.53
Powhatan,VA,51145,51145,29.23
Prince Edward,VA,51147,51147,26.76
Prince George,VA,51149,51149,23.56
Prince William,VA,51153,51153,41.11
Pulaski,VA,51155,51155,20.05
Rappahannock,VA,51157,51157,35.75
Richmond,VA,51159,51159,17.75
Roanoke,VA,51161,51161,35.56
Rockbridge,VA,51163,51163,26.67
Rockingham,VA,51165,51165,26.35
Russell,VA,51167,51167,12.19
Scott,VA,51169,51169,13.32
Shenandoah,VA,51171,51171,20.52
Smyth,VA,51173,51173,14.63
Southampton,VA,51175,51175,18.41
Spotsylvania,VA,51177,51177,31.74
Stafford,VA,51179,51179,39.91
Surry,VA,51181,51181,20.62
Sussex,VA,51183,51183,12.73
Tazewell,VA,51185,51185,14.93
Warren,VA,51187,51187,21.71
Washington,VA,51191,51191,22.8
Westmoreland,VA,51193,51193,19.23
Wise,VA,51195,51195,14.98
Wythe,VA,51197,51197,19.02
York,VA,51199,51199,47.06
Alexandria City,VA,51510,51510,63.1
Bedford City,VA,51515,51515,N/A
Bristol City,VA,51520,51520,25.39
Buena Vista City,VA,51530,51530,15.93
Charlottesville City,VA,51540,51540,54.94
Chesapeake City,VA,51550,51550,33.16
Colonial Heights City,VA,51570,51570,25.48
Covington City,VA,51580,51580,15.59
Danville City,VA,51590,51590,17.59
Emporia City,VA,51595,51595,13.83
Fairfax City,VA,51600,51600,60.8
Falls Church City,VA,51610,51610,77.56
Franklin City,VA,51620,51620,19.07
Fredericksburg City,VA,51630,51630,40.9
Galax City,VA,51640,51640,14.77
Hampton City,VA,51650,51650,26.9
Harrisonburg City,VA,51660,51660,36.28
Hopewell City,VA,51670,51670,14.81
Lexington City,VA,51678,51678,46.71
Lynchburg City,VA,51680,51680,35.57
Manassas City,VA,51683,51683,29.61
Manassas Park City,VA,51685,51685,27.87
Martinsville City,VA,51690,51690,21
Newport News City,VA,51700,51700,26.28
Norfolk City,VA,51710,51710,28.83
Norton City,VA,51720,51720,22.75
Petersburg City,VA,51730,51730,19.8
Poquoson City,VA,51735,51735,42.22
Portsmouth City,VA,51740,51740,21.89
Radford City,VA,51750,51750,37.99
Richmond City,VA,51760,51760,39.64
Roanoke City,VA,51770,51770,23.42
Salem City,VA,51775,51775,27.91
Staunton City,VA,51790,51790,33.38
Suffolk City,VA,51800,51800,29.48
Virginia Beach City,VA,51810,51810,36.01
Waynesboro City,VA,51820,51820,27.13
Williamsburg City,VA,51830,51830,56.75
Winchester City,VA,51840,51840,35.08
Adams,WA,53001,53001,14.3
Asotin,WA,53003,53003,21.36
Benton,WA,53005,53005,30.91
Chelan,WA,53007,53007,25.76
Clallam,WA,53009,53009,27.43
Clark,WA,53011,53011,30.61
Columbia,WA,53013,53013,25.58
Cowlitz,WA,53015,53015,17
Douglas,WA,53017,53017,20.53
Ferry,WA,53019,53019,18.76
Franklin,WA,53021,53021,17.66
Garfield,WA,53023,53023,24.49
Grant,WA,53025,53025,17.73
Grays Harbor,WA,53027,53027,16.46
Island,WA,53029,53029,33.56
Jefferson,WA,53031,53031,44.33
King,WA,53033,53033,52.49
Kitsap,WA,53035,53035,33.17
Kittitas,WA,53037,53037,32.31
Klickitat,WA,53039,53039,31.46
Lewis,WA,53041,53041,17.72
Lincoln,WA,53043,53043,25.09
Mason,WA,53045,53045,17.63
Okanogan,WA,53047,53047,20.01
Pacific,WA,53049,53049,18.92
Pend Oreille,WA,53051,53051,20.78
Pierce,WA,53053,53053,27.15
San Juan,WA,53055,53055,49.81
Skagit,WA,53057,53057,26.24
Skamania,WA,53059,53059,24.45
Snohomish,WA,53061,53061,32.79
Spokane,WA,53063,53063,30.77
Stevens,WA,53065,53065,18.7
Thurston,WA,53067,53067,35.72
Wahkiakum,WA,53069,53069,19.39
Walla Walla,WA,53071,53071,29.81
Whatcom,WA,53073,53073,34.26
Whitman,WA,53075,53075,49.79
Yakima,WA,53077,53077,16.67
Barbour,WV,54001,54001,15.61
Berkeley,WV,54003,54003,21.24
Boone,WV,54005,54005,9.69
Braxton,WV,54007,54007,14.95
Brooke,WV,54009,54009,18.99
Cabell,WV,54011,54011,26.04
Calhoun,WV,54013,54013,12.22
Clay,WV,54015,54015,9.22
Doddridge,WV,54017,54017,17.09
Fayette,WV,54019,54019,14.82
Gilmer,WV,54021,54021,16.98
Grant,WV,54023,54023,13.83
Greenbrier,WV,54025,54025,19.94
Hampshire,WV,54027,54027,12.35
Hancock,WV,54029,54029,17.37
Hardy,WV,54031,54031,14.49
Harrison,WV,54033,54033,23.28
Jackson,WV,54035,54035,17.36
Jefferson,WV,54037,54037,31.81
Kanawha,WV,54039,54039,25.46
Lewis,WV,54041,54041,14.49
Lincoln,WV,54043,54043,9.02
Logan,WV,54045,54045,9.99
McDowell,WV,54047,54047,5.39
Marion,WV,54049,54049,22.58
Marshall,WV,54051,54051,18.03
Mason,WV,54053,54053,14.43
Mercer,WV,54055,54055,19.43
Mineral,WV,54057,54057,15.53
Mingo,WV,54059,54059,9.9
Monongalia,WV,54061,54061,42.84
Monroe,WV,54063,54063,15.33
Morgan,WV,54065,54065,16.98
Nicholas,WV,54067,54067,15.64
Ohio,WV,54069,54069,31.98
Pendleton,WV,54071,54071,14.12
Pleasants,WV,54073,54073,11.57
Pocahontas,WV,54075,54075,14.79
Preston,WV,54077,54077,16.9
Putnam,WV,54079,54079,26.05
Raleigh,WV,54081,54081,18.44
Randolph,WV,54083,54083,17.29
Ritchie,WV,54085,54085,11.32
Roane,WV,54087,54087,13.07
Summers,WV,54089,54089,14.47
Taylor,WV,54091,54091,17.3
Tucker,WV,54093,54093,19.39
Tyler,WV,54095,54095,14.13
Upshur,WV,54097,54097,16.85
Wayne,WV,54099,54099,15.1
Webster,WV,54101,54101,11.37
Wetzel,WV,54103,54103,11.98
Wirt,WV,54105,54105,11.16
Wood,WV,54107,54107,21.87
Wyoming,WV,54109,54109,9.34
Adams,WI,55001,55001,13.85
Ashland,WI,55003,55003,19.83
Barron,WI,55005,55005,20.59
Bayfield,WI,55007,55007,31.1
Brown,WI,55009,55009,30.29
Buffalo,WI,55011,55011,19.28
Burnett,WI,55013,55013,20.79
Calumet,WI,55015,55015,29.44
Chippewa,WI,55017,55017,20.96
Clark,WI,55019,55019,12.56
Columbia,WI,55021,55021,23.29
Crawford,WI,55023,55023,18.44
Dane,WI,55025,55025,51.35
Dodge,WI,55027,55027,17
Door,WI,55029,55029,33.7
Douglas,WI,55031,55031,24.14
Dunn,WI,55033,55033,27.89
Eau Claire,WI,55035,55035,32.34
Florence,WI,55037,55037,19.94
Fond du Lac,WI,55039,55039,23.05
