CARSON TAHOE EXPRESSIONS MEMORY CARE,RESIDENTIAL FACILITY FOR GROUPS,,8640-AGC-2,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1001 MOUNTAIN ST CARSON CITY NV 89703,,NV,CARSON CITY,,775-443-4800,03/13/2019,LAUREN TURBETT,Administrator,54,0
CARSON VALLEY SENIOR LIVING,RESIDENTIAL FACILITY FOR GROUPS,,105-AGC-41,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES",N/A,,1189 KIMMERLING ROAD GARDNERVILLE NV 89460,,NV,DOUGLAS,,775-265-1400,08/05/1997,CHER HAACK,Administrator,86,0
CASA NORTE GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,,7323-AGC-11,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,4935  NORTH MILLER LN LAS VEGAS NV 89149,,NV,CLARK,,702-656-0602,03/13/2013,SHELLE SPONSELLER,Administrator,9,0
CASA OLIVA,RESIDENTIAL FACILITY FOR GROUPS,,8455-AGC-6,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,3209 CEDAR STREET LAS VEGAS NV 89104,,NV,CLARK,,702-431-0672,01/26/2016,SHELLE SPONSELLER,Administrator,9,0
CASCADES OF THE SIERRA,RESIDENTIAL FACILITY FOR GROUPS,,5232-AGC-15,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,275 NEIGHBORHOOD WAY SPARKS NV 89441,,NV,WASHOE,,425-408-9141,07/06/2009,MOLLY RATFIELD,Administrator,150,0
CECE GROUP HOME LLC,RESIDENTIAL FACILITY FOR GROUPS,,9297-AGC-3,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,5417 IRELAND ST. LAS VEGAS NV 89149,,NV,CLARK,,702-768-0206,09/10/2018,DOROTHY DOMINGO,Administrator,8,0
CESSABELLA RESIDENTIAL SUITE LLC #1,RESIDENTIAL FACILITY FOR GROUPS,,5723-AGC-17,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,8295 OPAL STATION DR RENO NV 89506,,NV,WASHOE,,775-677-9760,01/04/2010,ELEANOR MONZON,Administrator,8,0
CESSABELLA RESIDENTIAL SUITE LLC #1,RESIDENTIAL FACILITY FOR GROUPS,,5723-AGC-17,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,8295 OPAL STATION DR RENO NV 89506,,NV,WASHOE,,775-677-9760,01/04/2010,MILDRED LADAGA,Administrator,8,0
CHUTNEY RESIDENTIAL HOME,RESIDENTIAL FACILITY FOR GROUPS,,2788-AGC-22,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,3881 CHUTNEY ST LAS VEGAS NV 89121,,NV,CLARK,,702-866-6750,06/28/2000,CRISANTA PASION,Administrator,7,0
CJ HOMES,RESIDENTIAL FACILITY FOR GROUPS,,115-AGC-30,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1627 GABRIEL DRIVE LAS VEGAS NV 89119,,NV,CLARK,,702-798-8246,02/13/1996,OLIVIA PARNELL,Administrator,10,0
CLEARWATER AT RANCHARRAH,RESIDENTIAL FACILITY FOR GROUPS,,9414-AGC-0,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,5255 KIETZKE LANE RENO NV 89511,,NV,WASHOE,,949-333-8580,01/21/2021,STACEY TAYLOR,Administrator,142,0
CLIMBING ROSE CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,2456-AGC-27,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,3848 CLIMBING ROSE ST LAS VEGAS NV 89147,,NV,CLARK,,702-362-1188,05/14/1999,FRANCESCA SALCEDO,Administrator,6,0
CNC ALZHEIMERS HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,1932-AGC-31,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,7765 CLEARWOOD AVE LAS VEGAS NV 89123,,NV,CLARK,,702-798-8008,09/14/1998,EUGENIA CABUCANA,Administrator,9,0
CORINTHIAN PLACE LLC,RESIDENTIAL FACILITY FOR GROUPS,,7317-AGC-11,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,2630 SUNRAY DR RENO NV 89503,,NV,WASHOE,,775-762-3681,07/20/2012,EUGENE GASATAYA,Administrator,8,0
CORINTHIAN PLACE SOUTH LLC,RESIDENTIAL FACILITY FOR GROUPS,,10042-AGC-1,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,5855 LONE HORSE DR RENO NV 89502,,NV,WASHOE,,775-762-3681,06/16/2020,EUGENE GASATAYA,Administrator,9,0
CORONADO HEIGHTS SENIOR LIVING,RESIDENTIAL FACILITY FOR GROUPS,,8297-AGC-4,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,2320 IONE ROAD LAS VEGAS NV 89183,,NV,CLARK,,725-200-3400,10/24/2016,MARCUS PEGROSS,Administrator,126,0
COVENANT OF LOVE,RESIDENTIAL FACILITY FOR GROUPS,,5061-AGC-15,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,1213 BALZAR AVE LAS VEGAS NV 89106,,NV,CLARK,,702-810-4830,08/14/2009,MIGUELA MARIANO SUAREZ,Administrator,6,0
D' CAESARS CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,9789-AGC-1,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3856 JEWEL AVENUE LAS VEGAS NV 89121,,NV,CLARK,,702-434-5882,12/05/2019,REBECCA WOLFKILL,Administrator,10,0
DARLINGTON MANOR,RESIDENTIAL FACILITY FOR GROUPS,,4983-AGC-16,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS",N/A,,339 EMDEN ST HENDERSON NV 89015,,NV,CLARK,,702-361-5926,08/09/2007,MYRNA DARLINGTON,Administrator,9,0
DAWN GARDEN HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,2789-AGC-35,Active,12/31/2021,MENTAL ILLNESS,N/A,,9190 DAWN GARDEN AVE LAS VEGAS NV 89147,,NV,CLARK,,702-405-0991,05/30/2000,PETERSON DURIAS,Administrator,8,0
DESERT INN RESIDENTIAL CARE,RESIDENTIAL FACILITY FOR GROUPS,,3119-AGC-20,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,2845 BURNHAM AVENUE LAS VEGAS NV 89109,,NV,CLARK,,702-894-9252,05/11/2001,JASMINE CASTILLO,Administrator,4,0
DESERT SPRINGS SENIOR LIVING,RESIDENTIAL FACILITY FOR GROUPS,,410-AGC-46,Active,12/31/2021,"ASSISTED LIVING SERVICES, CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,6650 W FLAMINGO RD LAS VEGAS NV 89103,,NV,CLARK,,702-732-2800,01/01/1998,SIMONA COCEA,Administrator,100,0
DESERT VIEW SENIOR LIVING,RESIDENTIAL FACILITY FOR GROUPS,,8809-AGC-4,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3890 N BUFFALO DRIVE LAS VEGAS NV 89129-8809,,NV,CLARK,,702-333-4346,03/17/2017,MICHAEL TRAIL,Administrator,113,0
DIAMOND RESIDENTIAL,RESIDENTIAL FACILITY FOR GROUPS,,4889-AGC-19,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1800 PRINCE WAY RENO NV 89503,,NV,WASHOE,,775-354-7365,06/20/2007,ERNESTO BELTEJAR JR.,Administrator,7,0
DIAMOND RETIREMENT LIVING,RESIDENTIAL FACILITY FOR GROUPS,,5228-AGC-13,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,335 W SHERWOOD DR HENDERSON NV 89015,,NV,CLARK,,702-496-6906,01/01/2009,THOMAS A. FITZGERALD,Administrator,10,0
DIGNIFIED CARE MANOR,RESIDENTIAL FACILITY FOR GROUPS,,3228-AGC-26,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,2915 EL CAMINO RD LAS VEGAS NV 89146,,NV,CLARK,,702-227-5222,08/30/2001,GINALYN BALTAZAR-SUMBANG,Administrator,10,0
"DIGNITY CARE HOME, LLC",RESIDENTIAL FACILITY FOR GROUPS,,7699-AGC-9,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3740 LA JUNTA DRIVE LAS VEGAS NV 89120,,NV,CLARK,,702-595-0058,01/01/2014,NANA GYEABOUR,Administrator,10,0
DIVINITY HOMECARE,RESIDENTIAL FACILITY FOR GROUPS,,8483-AGC-5,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,3944 KENTWOOD COURT RENO NV 89503,,NV,WASHOE,,775-384-6812,01/12/2016,SHARON SPENCER,Administrator,7,0
DUNCAN MANOR GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,,158-AGC-34,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,6165 DUNCAN DRIVE LAS VEGAS NV 89108,,NV,CLARK,,702-396-4663,10/01/1996,GINALYN BALTAZAR-SUMBANG,Administrator,9,0
EAGLE VALLEY CARE CENTRE,RESIDENTIAL FACILITY FOR GROUPS,,160-AGC-31,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,1807 E LONG STREET CARSON CITY NV 89701,,NV,CARSON CITY,,775-883-4449,01/01/1998,AFRODESIA LOPOZ,Administrator,38,0
ELKHORN JONES MEMORY CARE LLC,RESIDENTIAL FACILITY FOR GROUPS,,8700-AGC-4,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,6017 ELKHORN ROAD LAS VEGAS NV 89131,,NV,CLARK,,702-247-7788,01/26/2017,NICHOLE CROCK,Administrator,24,0
EMBRY RIDGE SENIOR CARE LLC,RESIDENTIAL FACILITY FOR GROUPS,,10339-AGC-0,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,5313 PADUA WAY LAS VEGAS NV 89107,,NV,CLARK,,702-258-1669,06/23/2021,MARIA ACOBA,Administrator,7,0
EUROPEAN HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,6035-AGC-10,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3212 EL CAMINO RD LAS VEGAS NV 89146,,NV,CLARK,,714-797-9927,01/01/2011,CHRISTOPHER LANE,Administrator,10,0
EUROPEAN SENIORS LIVING LLC,RESIDENTIAL FACILITY FOR GROUPS,,7722-AGC-10,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3045 S. MONTE CRISTO WAY LAS VEGAS NV 89117,,NV,CLARK,,702-906-1284,11/14/2013,JOHANA BOCANCEA,Administrator,10,0
EVERGREEN LIVING LLC,RESIDENTIAL FACILITY FOR GROUPS,,9560-AGC-2,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,7481 ROME BLVD LAS VEGAS NV 89131,,NV,CLARK,,702-982-1753,07/18/2019,EMILIA DECASTRO,Administrator,10,0
EVERGREEN RESIDENCE,RESIDENTIAL FACILITY FOR GROUPS,,3275-AGC-23,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1305 KINGS COURT RENO NV 89503,,NV,WASHOE,,775-787-9520,05/16/2001,LAILA BUENVIAJE,Administrator,8,0
EVERLASTING SENIOR CARE,RESIDENTIAL FACILITY FOR GROUPS,,8615-AGC-5,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,2117 CALIFORNIA ST CARSON CITY NV 89701,,NV,CARSON CITY,,775-530-7882,09/12/2016,WARLITO PIZARRO,Administrator,6,0
FAIRWAY RESIDENTIAL CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,330-AGC-33,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,3817 FAIRWAY CIRCLE LAS VEGAS NV 89108,,NV,CLARK,,702-646-9224,07/21/1995,GEOFFREY GOMEZ,Administrator,10,0
FAITH & HOPE HOME CARE LLC,RESIDENTIAL FACILITY FOR GROUPS,,8827-AGC-3,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,973 LEPORI WAY SPARKS NV 89431-1165,,NV,WASHOE,,775-250-0431,11/22/2017,ALAN BARCELON,Administrator,8,0
FAMILY HOME CARE RHL,RESIDENTIAL FACILITY FOR GROUPS,,168-AGC-31,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,975 CORDONE AVENUE RENO NV 89502,,NV,WASHOE,,775-324-2708,01/01/1997,FLORENTINO LEANILLO,Administrator,9,0
FERNLEY ESTATES,RESIDENTIAL FACILITY FOR GROUPS,,7766-AGC-8,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1130 CHISHOLM TRAIL FERNLEY NV 89408,,NV,LYON,,775-372-8625,07/09/2014,KAITLIN PEITZ,Administrator,72,0
FIVE STAR PREMIER RESIDENCES OF RENO,RESIDENTIAL FACILITY FOR GROUPS,,116-AGC-36,Active,12/31/2021,"ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3201 PLUMAS STREET RENO NV 89509,,NV,WASHOE,,775-829-1050,01/01/1998,PATRICK WARD,Administrator,41,0
FLORENCE SENIOR CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,2699-AGC-26,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,2338 FLORENCE AVENUE LAS VEGAS NV 89119,,NV,CLARK,,702-798-0711,08/07/2000,EUGENIA CABUCANA,Administrator,7,0
FOREVER LIVING RESIDENCE HOME CARE LLC,RESIDENTIAL FACILITY FOR GROUPS,,7507-AGC-10,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1608 AZTEC WAY LAS VEGAS NV 89169,,NV,CLARK,,702-331-1695,01/01/2013,CHARO DALE,Administrator,6,0
FORGET ME NOT HOME CARE I,RESIDENTIAL FACILITY FOR GROUPS,,409-AGC-40,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,5513 FLORA SPRAY ST LAS VEGAS NV 89130,,NV,CLARK,,702-461-5862,12/13/1996,LAWRENCE O'SHEA,Administrator,7,0
GARDEN BREEZE ALZHEIMER VILLA,RESIDENTIAL FACILITY FOR GROUPS,,4959-AGC-14,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,950 GARDEN BREEZE WAY LAS VEGAS NV 89123,,NV,CLARK,,702-616-2489,01/01/2008,EUGENIA CABUCANA,Administrator,8,0
GENTLE BREEZE CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,7915-AGC-10,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,6862 BAILE RD LAS VEGAS NV 89146,,NV,CLARK,,702-816-4591,04/24/2014,JOANNE MISURACA,Administrator,10,0
GENTLE SPRING CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,4009-AGC-25,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,6418 SPRING MEADOW DRIVE LAS VEGAS NV 89103,,NV,CLARK,,702-478-5997,02/20/2005,SUSAN SOWERS,Administrator,10,0
GLENDA CARE,RESIDENTIAL FACILITY FOR GROUPS,,9070-AGC-2,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,1235 GLENDA WAY RENO NV 89509,,NV,WASHOE,,775-828-2157,10/18/2018,SCOTT REDDY,Administrator,30,0
GOLDEN HEART GROUP HOME CARE I,RESIDENTIAL FACILITY FOR GROUPS,,9415-AGC-2,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3413 ALPLAND LANE SPARKS NV 89434,,NV,WASHOE,,775-626-2909,04/22/2019,RHODORA ESTRADA,Administrator,7,0
GOLDEN HEART GROUP HOME CARE II,RESIDENTIAL FACILITY FOR GROUPS,,9836-AGC-1,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3990 LAKESIDE DRIVE RENO NV 89509,,NV,WASHOE,,775-453-2085,04/20/2020,RHODORA ESTRADA,Administrator,10,0
GOLDEN LAKE CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,7557-AGC-11,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,9719 TUMBLE LAKE COURT LAS VEGAS NV 89147,,NV,CLARK,,702-471-0221,01/28/2013,SUSAN SOWERS,Administrator,10,0
GOLDEN MANOR,RESIDENTIAL FACILITY FOR GROUPS,,6389-AGC-12,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,416 SYSONBY CT RENO NV 89521,,NV,WASHOE,,775-762-2162,07/21/2011,ALAN BARCELON,Administrator,6,0
GOLDEN MEADOWS RESIDENTIAL,RESIDENTIAL FACILITY FOR GROUPS,,3382-AGC-23,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4119 MEADOWGLEN CIRCLE LAS VEGAS NV 89121,,NV,CLARK,,702-434-7040,10/09/2002,JANET ROQUE,Administrator,10,0
GOLDEN ROSE HOME,RESIDENTIAL FACILITY FOR GROUPS,,9832-AGC-0,Active,12/31/2021,"ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,8055 OPAL STATION DRIVE RENO NV 89506,,NV,WASHOE,,775-440-4097,03/25/2021,BRIAN HANDFINGER,Administrator,9,0
GOLDEN SUNSHINE HOME,RESIDENTIAL FACILITY FOR GROUPS,,5460-AGC-16,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS",N/A,,8333 JEREMIAH LODGE AVENUE LAS VEGAS NV 89131,,NV,CLARK,,702-845-3974,01/28/2009,CHARO DALE,Administrator,10,0
GOLDEN VALLEY GROUP CARE,RESIDENTIAL FACILITY FOR GROUPS,,205-AGC-31,Active,12/31/2021,MENTAL ILLNESS,N/A,,2690 MARGARET DRIVE RENO NV 89506,,NV,WASHOE,,775-972-6318,01/01/1998,WARLITO PIZARRO,Administrator,10,0
GOLDEN VALLEY GROUP CARE II,RESIDENTIAL FACILITY FOR GROUPS,,1796-AGC-31,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1140 MANHATTAN STREET RENO NV 89512,,NV,WASHOE,,775-688-8035,02/19/1998,WARLITO PIZARRO,Administrator,10,0
GOLDEN VILLA CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,6414-AGC-14,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,1505 DUNEVILLE ST LAS VEGAS NV 89146,,NV,CLARK,,702-998-6185,08/29/2011,JOANNE MISURACA,Administrator,10,0
GOLDEN YEARS CASTLE 2,RESIDENTIAL FACILITY FOR GROUPS,,5231-AGC-16,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,5175 SLEEPY HOLLOW DR RENO NV 89502,,NV,WASHOE,,775-857-4447,05/13/2008,"JOSE O. CASTILLO, JR.",Administrator,10,0
GOLDEN YEARS CASTLE HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,3867-AGC-22,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,2060 ARCANE AVE RENO NV 89503,,NV,WASHOE,,775-747-7171,08/27/2003,"JOSE CASTILLO, JR",Administrator,8,0
GOLDEN YEARS CASTLE HOME OF FERNLEY,RESIDENTIAL FACILITY FOR GROUPS,,9431-AGC-2,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,575 FARM DISTRICT ROAD FERNLEY NV 89408,,NV,LYON,,775-575-9200,12/27/2018,JOSE CASTILLO,Administrator,16,0
GOLDEN YEARS CASTLE HOME OF LOVELOCK,RESIDENTIAL FACILITY FOR GROUPS,,9432-AGC-2,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,685 AMHERST AVENUE LOVELOCK NV 89419,,NV,PERSHING,,775-240-9305,01/09/2019,JOSE CASTILLO,Administrator,10,0
GOLDEN YEARS MEMORY CARE LLC,RESIDENTIAL FACILITY FOR GROUPS,,9883-AGC-1,Active,12/31/2021,"CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,8920 LOGGERS MILL AVE LAS VEGAS NV 89143,,NV,CLARK,,702-202-6475,11/27/2019,LAWRENCE O'SHEA,Administrator,8,0
GOLDEN YEARS RESIDENTIAL CARE LLC,RESIDENTIAL FACILITY FOR GROUPS,,9328-AGC-2,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,6990 EDNA AVE LAS VEGAS NV 89117,,NV,CLARK,,702-901-9281,05/16/2019,CARMEN HIRCIAG,Administrator,10,0
GOOD SAMARITAN GROUP HOME INC,RESIDENTIAL FACILITY FOR GROUPS,,4876-AGC-19,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,3696 S PECOS ROAD LAS VEGAS NV 89121,,NV,CLARK,,702-463-3653,09/14/2007,MARIA T.N. ACOBA,Administrator,10,0
GRACE OF MONACO - SECTION 10,RESIDENTIAL FACILITY FOR GROUPS,,6261-AGC-11,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,7460 PALMYRA AVE LAS VEGAS NV 89117,,NV,CLARK,,702-522-7741,05/11/2011,EDWIN VALENTIN,Administrator,10,0
GRACE OF MONACO ANGEL PARK,RESIDENTIAL FACILITY FOR GROUPS,,4367-AGC-22,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,8617 HIGHLANDVIEW AVE LAS VEGAS NV 89145,,NV,CLARK,,702-360-5003,10/06/2005,EDWIN B. VALENTIN,Administrator,6,0
GRACEFUL LIVING,RESIDENTIAL FACILITY FOR GROUPS,,7914-AGC-9,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,2690 TRAIL RIDER DRIVE RENO NV 89521,,NV,WASHOE,,775-971-4421,05/05/2014,ALAN BARCELON,Administrator,8,0
GRANDMOTHERS CRIB,RESIDENTIAL FACILITY FOR GROUPS,,5703-AGC-17,Active,12/31/2021,MENTAL ILLNESS,N/A,,700 SIENNA STATION WAY RENO NV 89512,,NV,WASHOE,,775-470-5131,08/04/2009,ELEANOR G. MONZON,Administrator,6,0
HACIENDA HILL MANOR,RESIDENTIAL FACILITY FOR GROUPS,,3643-AGC-17,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,5544 SURREY STREET LAS VEGAS NV 89119,,NV,CLARK,,702-597-4697,01/01/2004,CRISANTA PASION,Administrator,6,0
HAPPY ADULT CARE,RESIDENTIAL FACILITY FOR GROUPS,,2406-AGC-34,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,1905 QUAIL POINT COURT LAS VEGAS NV 89117,,NV,CLARK,,702-838-6388,02/03/1999,MINKYUNG LIM,Administrator,6,0
HAPPY ADULT CARE II,RESIDENTIAL FACILITY FOR GROUPS,,5564-AGC-15,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,2021 SEDONA MORNING DR LAS VEGAS NV 89128,,NV,CLARK,,702-638-2888,06/05/2009,ROBERT MARTINEZ,Administrator,6,0
HASTINGS HOUSE,RESIDENTIAL FACILITY FOR GROUPS,,7545-AGC-9,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,3253 HASTINGS AVENUE LAS VEGAS NV 89107,,NV,CLARK,,702-821-0823,11/03/2015,SHELLE SPONSELLER,Administrator,8,0
HAVENBROOK,RESIDENTIAL FACILITY FOR GROUPS,,10081-AGC-1,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,7711 FOREDAWN DRIVE LAS VEGAS NV 89123,,NV,CLARK,,702-802-8680,08/26/2020,SUZZANNE HADLEY,Administrator,10,0
HEALTH LIFE LLC,RESIDENTIAL FACILITY FOR GROUPS,,110-AGC-33,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,5220 RANCHER AVE LAS VEGAS NV 89108,,NV,CLARK,,702-515-1393,06/20/1996,GEOFFREY GOMEZ,Administrator,8,0
HEALTHY HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,364-AGC-32,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1812 STARBUCK DRIVE LAS VEGAS NV 89108,,NV,CLARK,,702-269-8217,01/01/1996,CRISANTA PASION,Administrator,8,0
